Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Err,DQ_Norm,Reached
0.721000,1,18.376399,-13.001394,103.302600,28.633015,70.174076,50.226723,46.714531,96.351990,0
0.722000,1,18.400996,-13.016610,103.317302,28.668263,70.151800,50.307128,46.618364,96.209541,0
0.723000,1,18.425554,-13.031800,103.331978,28.703452,70.129564,50.387421,46.522340,96.067033,0
0.724000,1,18.450072,-13.046963,103.346627,28.738580,70.107367,50.467602,46.426458,95.924468,0
0.725000,1,18.474551,-13.062100,103.361251,28.773650,70.085209,50.547672,46.330719,95.781848,0
0.726000,1,18.498990,-13.077211,103.375848,28.808660,70.063091,50.627630,46.235122,95.639173,0
0.727000,1,18.523389,-13.092295,103.390419,28.843610,70.041012,50.707476,46.139667,95.496447,0
0.728000,1,18.547749,-13.107353,103.404965,28.878501,70.018972,50.787209,46.044355,95.353670,0
0.729000,1,18.572070,-13.122385,103.419484,28.913332,69.996971,50.866831,45.949185,95.210844,0
0.730000,1,18.596351,-13.137390,103.433977,28.948104,69.975009,50.946340,45.854158,95.067972,0
0.731000,1,18.620592,-13.152370,103.448444,28.982817,69.953087,51.025738,45.759273,94.925054,0
0.732000,1,18.644794,-13.167323,103.462885,29.017470,69.931204,51.105022,45.664531,94.782093,0
0.733000,1,18.668956,-13.182249,103.477300,29.052064,69.909360,51.184194,45.569932,94.639090,0
0.734000,1,18.693079,-13.197150,103.491690,29.086598,69.887554,51.263254,45.475476,94.496048,0
0.735000,1,18.717162,-13.212024,103.506053,29.121074,69.865788,51.342201,45.381162,94.352966,0
0.736000,1,18.741206,-13.226872,103.520391,29.155490,69.844061,51.421035,45.286992,94.209848,0
0.737000,1,18.765210,-13.241694,103.534702,29.189847,69.822373,51.499757,45.192964,94.066695,0
0.738000,1,18.789175,-13.256489,103.548988,29.224144,69.800724,51.578365,45.099079,93.923508,0
0.739000,1,18.813101,-13.271259,103.563248,29.258383,69.779114,51.656861,45.005337,93.780290,0
0.740000,1,18.836986,-13.286002,103.577482,29.292562,69.757542,51.735243,44.911738,93.637041,0
0.741000,1,18.860833,-13.300720,103.591690,29.326682,69.736010,51.813513,44.818282,93.493764,0
0.742000,1,18.884640,-13.315411,103.605872,29.360743,69.714516,51.891669,44.724969,93.350459,0
0.743000,1,18.908408,-13.330076,103.620029,29.394746,69.693061,51.969712,44.631799,93.207129,0
0.744000,1,18.932136,-13.344715,103.634160,29.428689,69.671645,52.047642,44.538773,93.063776,0
0.745000,1,18.955825,-13.359328,103.648265,29.462573,69.650267,52.125459,44.445889,92.920400,0
0.746000,1,18.979474,-13.373915,103.662345,29.496398,69.628929,52.203162,44.353149,92.777003,0
0.747000,1,19.003084,-13.388476,103.676399,29.530164,69.607629,52.280751,44.260551,92.633587,0
0.748000,1,19.026655,-13.403012,103.690427,29.563872,69.586367,52.358227,44.168097,92.490154,0
0.749000,1,19.050187,-13.417521,103.704430,29.597521,69.565144,52.435590,44.075786,92.346704,0
0.750000,1,19.073679,-13.432004,103.718407,29.631111,69.543960,52.512839,43.983618,92.203240,0
0.751000,1,19.097132,-13.446461,103.732358,29.664642,69.522814,52.589974,43.891594,92.059763,0
0.752000,1,19.120545,-13.460893,103.746284,29.698114,69.501707,52.666995,43.799713,91.916274,0
0.753000,1,19.143919,-13.475298,103.760184,29.731528,69.480639,52.743903,43.707975,91.772775,0
0.754000,1,19.167254,-13.489678,103.774059,29.764883,69.459608,52.820697,43.616380,91.629268,0
0.755000,1,19.190550,-13.504031,103.787908,29.798179,69.438616,52.897377,43.524928,91.485753,0
0.756000,1,19.213806,-13.518359,103.801732,29.831417,69.417663,52.973942,43.433620,91.342233,0
0.757000,1,19.237024,-13.532662,103.815531,29.864597,69.396748,53.050394,43.342455,91.198708,0
0.758000,1,19.260202,-13.546938,103.829304,29.897718,69.375871,53.126732,43.251434,91.055181,0
0.759000,1,19.283340,-13.561189,103.843051,29.930780,69.355032,53.202956,43.160556,90.911653,0
0.760000,1,19.306440,-13.575414,103.856773,29.963784,69.334232,53.279066,43.069821,90.768125,0
0.761000,1,19.329500,-13.589613,103.870470,29.996730,69.313470,53.355062,42.979229,90.624598,0
0.762000,1,19.352522,-13.603786,103.884142,30.029617,69.292746,53.430943,42.888780,90.481075,0
0.763000,1,19.375504,-13.617934,103.897788,30.062446,69.272060,53.506710,42.798475,90.337555,0
0.764000,1,19.398447,-13.632056,103.911409,30.095217,69.251413,53.582363,42.708314,90.194042,0
0.765000,1,19.421351,-13.646153,103.925005,30.127930,69.230803,53.657902,42.618295,90.050536,0
0.766000,1,19.444216,-13.660223,103.938575,30.160584,69.210231,53.733326,42.528420,89.907038,0
0.767000,1,19.467042,-13.674269,103.952120,30.193180,69.189698,53.808636,42.438688,89.763550,0
0.768000,1,19.489829,-13.688288,103.965640,30.225718,69.169202,53.883831,42.349099,89.620073,0
0.769000,1,19.512577,-13.702283,103.979135,30.258199,69.148745,53.958913,42.259654,89.476609,0
0.770000,1,19.535285,-13.716251,103.992605,30.290621,69.128325,54.033879,42.170351,89.333160,0
0.771000,1,19.557955,-13.730194,104.006049,30.322985,69.107943,54.108732,42.081192,89.189725,0
0.772000,1,19.580586,-13.744112,104.019469,30.355291,69.087599,54.183469,41.992177,89.046307,0
0.773000,1,19.603178,-13.758004,104.032863,30.387540,69.067293,54.258092,41.903304,88.902907,0
0.774000,1,19.625731,-13.771871,104.046233,30.419730,69.047024,54.332601,41.814575,88.759526,0
0.775000,1,19.648245,-13.785712,104.059577,30.451863,69.026793,54.406995,41.725988,88.616166,0
0.776000,1,19.670721,-13.799528,104.072896,30.483938,69.006600,54.481275,41.637545,88.472828,0
0.777000,1,19.693157,-13.813319,104.086191,30.515955,68.986445,54.555440,41.549245,88.329512,0
0.778000,1,19.715555,-13.827084,104.099460,30.547915,68.966327,54.629490,41.461088,88.186222,0
0.779000,1,19.737914,-13.840824,104.112705,30.579817,68.946247,54.703426,41.373074,88.042956,0
0.780000,1,19.760234,-13.854538,104.125925,30.611661,68.926204,54.777247,41.285204,87.899718,0
0.781000,1,19.782515,-13.868228,104.139119,30.643448,68.906199,54.850953,41.197476,87.756508,0
0.782000,1,19.804757,-13.881892,104.152289,30.675178,68.886231,54.924545,41.109891,87.613328,0
0.783000,1,19.826961,-13.895530,104.165435,30.706850,68.866301,54.998022,41.022449,87.470178,0
0.784000,1,19.849126,-13.909144,104.178555,30.738465,68.846408,55.071384,40.935150,87.327060,0
0.785000,1,19.871252,-13.922732,104.191650,30.770022,68.826552,55.144632,40.847994,87.183975,0
0.786000,1,19.893340,-13.936295,104.204721,30.801522,68.806734,55.217765,40.760981,87.040925,0
0.787000,1,19.915389,-13.949833,104.217767,30.832965,68.786953,55.290783,40.674110,86.897910,0
0.788000,1,19.937400,-13.963346,104.230789,30.864350,68.767209,55.363687,40.587383,86.754932,0
0.789000,1,19.959372,-13.976834,104.243786,30.895679,68.747502,55.436475,40.500798,86.611992,0
0.790000,1,19.981305,-13.990297,104.256758,30.926950,68.727833,55.509149,40.414356,86.469091,0
0.791000,1,20.003200,-14.003735,104.269705,30.958165,68.708200,55.581709,40.328057,86.326230,0
0.792000,1,20.025056,-14.017147,104.282628,30.989322,68.688605,55.654153,40.241900,86.183410,0
0.793000,1,20.046874,-14.030535,104.295527,31.020422,68.669047,55.726483,40.155886,86.040634,0
0.794000,1,20.068654,-14.043898,104.308401,31.051466,68.649526,55.798699,40.070014,85.897901,0
0.795000,1,20.090395,-14.057236,104.321250,31.082453,68.630042,55.870799,39.984285,85.755212,0
0.796000,1,20.112097,-14.070548,104.334075,31.113382,68.610594,55.942785,39.898698,85.612570,0
0.797000,1,20.133761,-14.083836,104.346875,31.144255,68.591184,56.014656,39.813254,85.469975,0
0.798000,1,20.155387,-14.097099,104.359651,31.175072,68.571810,56.086412,39.727952,85.327429,0
0.799000,1,20.176975,-14.110338,104.372403,31.205832,68.552474,56.158054,39.642793,85.184931,0
0.800000,1,20.198524,-14.123551,104.385130,31.236535,68.533174,56.229581,39.557775,85.042485,0
0.801000,1,20.220035,-14.136739,104.397833,31.267181,68.513910,56.300993,39.472900,84.900089,0
0.802000,1,20.241507,-14.149903,104.410511,31.297771,68.494684,56.372291,39.388168,84.757747,0
0.803000,1,20.262942,-14.163042,104.423166,31.328305,68.475494,56.443474,39.303577,84.615458,0
0.804000,1,20.284338,-14.176157,104.435796,31.358782,68.456341,56.514542,39.219128,84.473224,0
0.805000,1,20.305696,-14.189246,104.448401,31.389203,68.437224,56.585496,39.134821,84.331046,0
0.806000,1,20.327016,-14.202311,104.460983,31.419568,68.418144,56.656335,39.050657,84.188925,0
0.807000,1,20.348298,-14.215351,104.473540,31.449876,68.399100,56.727060,38.966634,84.046862,0
0.808000,1,20.369542,-14.228367,104.486074,31.480128,68.380093,56.797670,38.882753,83.904858,0
0.809000,1,20.390748,-14.241358,104.498583,31.510325,68.361122,56.868165,38.799014,83.762914,0
0.810000,1,20.411915,-14.254324,104.511068,31.540465,68.342188,56.938546,38.715416,83.621031,0
0.811000,1,20.433045,-14.267266,104.523529,31.570548,68.323290,57.008812,38.631961,83.479210,0
0.812000,1,20.454137,-14.280184,104.535965,31.600576,68.304428,57.078964,38.548647,83.337453,0
0.813000,1,20.475190,-14.293077,104.548378,31.630549,68.285602,57.149002,38.465474,83.195759,0
0.814000,1,20.496206,-14.305945,104.560767,31.660465,68.266813,57.218925,38.382443,83.054131,0
0.815000,1,20.517184,-14.318789,104.573132,31.690325,68.248060,57.288733,38.299553,82.912569,0
0.816000,1,20.538124,-14.331609,104.585473,31.720130,68.229342,57.358427,38.216805,82.771075,0
0.817000,1,20.559027,-14.344404,104.597790,31.749879,68.210661,57.428007,38.134198,82.629648,0
0.818000,1,20.579891,-14.357175,104.610083,31.779572,68.192017,57.497472,38.051732,82.488291,0
0.819000,1,20.600718,-14.369921,104.622353,31.809210,68.173408,57.566824,37.969407,82.347003,0
0.820000,1,20.621507,-14.382643,104.634598,31.838792,68.154835,57.636060,37.887223,82.205787,0
0.821000,1,20.642259,-14.395341,104.646820,31.868318,68.136297,57.705183,37.805180,82.064642,0
0.822000,1,20.662972,-14.408015,104.659018,31.897790,68.117796,57.774191,37.723279,81.923571,0
0.823000,1,20.683648,-14.420664,104.671192,31.927206,68.099331,57.843086,37.641518,81.782574,0
0.824000,1,20.704287,-14.433289,104.683343,31.956566,68.080901,57.911866,37.559898,81.641651,0
0.825000,1,20.724888,-14.445890,104.695469,31.985871,68.062508,57.980532,37.478418,81.500804,0
0.826000,1,20.745451,-14.458467,104.707573,32.015122,68.044149,58.049083,37.397079,81.360034,0
0.827000,1,20.765977,-14.471019,104.719652,32.044317,68.025827,58.117521,37.315881,81.219342,0
0.828000,1,20.786465,-14.483548,104.731708,32.073456,68.007540,58.185845,37.234823,81.078727,0
0.829000,1,20.806916,-14.496052,104.743741,32.102541,67.989289,58.254055,37.153906,80.938193,0
0.830000,1,20.827330,-14.508533,104.755749,32.131571,67.971073,58.322150,37.073129,80.797739,0
0.831000,1,20.847706,-14.520989,104.767735,32.160546,67.952893,58.390132,36.992492,80.657366,0
0.832000,1,20.868045,-14.533422,104.779697,32.189466,67.934748,58.458001,36.911995,80.517075,0
0.833000,1,20.888346,-14.545830,104.791635,32.218331,67.916639,58.525755,36.831639,80.376867,0
0.834000,1,20.908610,-14.558215,104.803550,32.247142,67.898565,58.593395,36.751422,80.236742,0
0.835000,1,20.928837,-14.570575,104.815442,32.275898,67.880526,58.660922,36.671345,80.096703,0
0.836000,1,20.949027,-14.582912,104.827310,32.304599,67.862523,58.728335,36.591408,79.956749,0
0.837000,1,20.969180,-14.595225,104.839155,32.333246,67.844555,58.795635,36.511611,79.816882,0
0.838000,1,20.989295,-14.607514,104.850976,32.361838,67.826622,58.862820,36.431954,79.677101,0
0.839000,1,21.009373,-14.619779,104.862775,32.390376,67.808724,58.929893,36.352436,79.537409,0
0.840000,1,21.029414,-14.632021,104.874550,32.418859,67.790861,58.996852,36.273057,79.397806,0
0.841000,1,21.049419,-14.644239,104.886302,32.447288,67.773034,59.063697,36.193818,79.258293,0
0.842000,1,21.069386,-14.656433,104.898030,32.475663,67.755241,59.130429,36.114719,79.118870,0
0.843000,1,21.089316,-14.668603,104.909736,32.503983,67.737483,59.197047,36.035758,78.979538,0
0.844000,1,21.109209,-14.680750,104.921418,32.532249,67.719761,59.263553,35.956937,78.840299,0
0.845000,1,21.129065,-14.692873,104.933078,32.560462,67.702073,59.329945,35.878254,78.701153,0
0.846000,1,21.148885,-14.704972,104.944714,32.588620,67.684420,59.396224,35.799711,78.562100,0
0.847000,1,21.168667,-14.717048,104.956327,32.616724,67.666802,59.462389,35.721306,78.423143,0
0.848000,1,21.188413,-14.729101,104.967917,32.644774,67.649218,59.528442,35.643040,78.284280,0
0.849000,1,21.208122,-14.741130,104.979484,32.672771,67.631670,59.594381,35.564913,78.145514,0
0.850000,1,21.227795,-14.753135,104.991029,32.700713,67.614156,59.660208,35.486924,78.006845,0
0.851000,1,21.247430,-14.765117,105.002550,32.728602,67.596676,59.725922,35.409074,77.868273,0
0.852000,1,21.267029,-14.777075,105.014048,32.756438,67.579232,59.791522,35.331362,77.729800,0
0.853000,1,21.286591,-14.789010,105.025524,32.784219,67.561821,59.857010,35.253788,77.591426,0
0.854000,1,21.306117,-14.800922,105.036977,32.811947,67.544446,59.922386,35.176353,77.453152,0
0.855000,1,21.325606,-14.812810,105.048406,32.839622,67.527104,59.987648,35.099055,77.314979,0
0.856000,1,21.345059,-14.824675,105.059814,32.867243,67.509797,60.052798,35.021896,77.176907,0
0.857000,1,21.364475,-14.836517,105.071198,32.894811,67.492525,60.117835,34.944874,77.038937,0
0.858000,1,21.383855,-14.848335,105.082560,32.922326,67.475287,60.182760,34.867990,76.901071,0
0.859000,1,21.403198,-14.860131,105.093899,32.949787,67.458083,60.247572,34.791244,76.763308,0
0.860000,1,21.422505,-14.871903,105.105215,32.977195,67.440913,60.312272,34.714635,76.625649,0
0.861000,1,21.441776,-14.883652,105.116509,33.004550,67.423777,60.376860,34.638164,76.488096,0
0.862000,1,21.461010,-14.895377,105.127780,33.031852,67.406676,60.441335,34.561830,76.350648,0
0.863000,1,21.480208,-14.907080,105.139028,33.059101,67.389609,60.505699,34.485634,76.213307,0
0.864000,1,21.499370,-14.918760,105.150254,33.086297,67.372575,60.569950,34.409574,76.076072,0
0.865000,1,21.518496,-14.930416,105.161458,33.113440,67.355576,60.634089,34.333652,75.938946,0
0.866000,1,21.537585,-14.942049,105.172639,33.140530,67.338611,60.698116,34.257866,75.801928,0
0.867000,1,21.556639,-14.953660,105.183798,33.167568,67.321679,60.762031,34.182217,75.665020,0
0.868000,1,21.575656,-14.965247,105.194934,33.194553,67.304782,60.825834,34.106705,75.528221,0
0.869000,1,21.594637,-14.976812,105.206048,33.221485,67.287918,60.889526,34.031330,75.391533,0
0.870000,1,21.613583,-14.988354,105.217139,33.248365,67.271088,60.953105,33.956091,75.254957,0
0.871000,1,21.632492,-14.999872,105.228208,33.275192,67.254292,61.016573,33.880988,75.118492,0
0.872000,1,21.651366,-15.011368,105.239255,33.301967,67.237529,61.079930,33.806022,74.982139,0
0.873000,1,21.670203,-15.022841,105.250280,33.328690,67.220801,61.143175,33.731191,74.845900,0
0.874000,1,21.689005,-15.034292,105.261282,33.355360,67.204105,61.206309,33.656497,74.709775,0
0.875000,1,21.707771,-15.045719,105.272262,33.381978,67.187444,61.269331,33.581939,74.573764,0
0.876000,1,21.726501,-15.057124,105.283220,33.408544,67.170815,61.332242,33.507516,74.437868,0
0.877000,1,21.745195,-15.068506,105.294156,33.435057,67.154221,61.395042,33.433229,74.302088,0
0.878000,1,21.763854,-15.079865,105.305070,33.461519,67.137659,61.457730,33.359078,74.166424,0
0.879000,1,21.782477,-15.091202,105.315962,33.487929,67.121131,61.520308,33.285062,74.030878,0
0.880000,1,21.801065,-15.102516,105.326831,33.514287,67.104637,61.582774,33.211182,73.895449,0
0.881000,1,21.819617,-15.113808,105.337679,33.540592,67.088175,61.645130,33.137436,73.760138,0
0.882000,1,21.838133,-15.125077,105.348505,33.566847,67.071747,61.707375,33.063826,73.624945,0
0.883000,1,21.856614,-15.136324,105.359308,33.593049,67.055352,61.769509,32.990351,73.489873,0
0.884000,1,21.875059,-15.147548,105.370090,33.619200,67.038990,61.831532,32.917010,73.354920,0
0.885000,1,21.893469,-15.158749,105.380850,33.645299,67.022661,61.893445,32.843805,73.220087,0
0.886000,1,21.911844,-15.169928,105.391588,33.671347,67.006366,61.955248,32.770734,73.085376,0
0.887000,1,21.930183,-15.181085,105.402304,33.697343,66.990103,62.016940,32.697797,72.950787,0
0.888000,1,21.948487,-15.192219,105.412999,33.723288,66.973873,62.078521,32.624995,72.816320,0
0.889000,1,21.966756,-15.203331,105.423671,33.749181,66.957676,62.139993,32.552327,72.681975,0
0.890000,1,21.984990,-15.214421,105.434322,33.775024,66.941512,62.201354,32.479793,72.547755,0
0.891000,1,22.003188,-15.225489,105.444952,33.800815,66.925381,62.262605,32.407394,72.413658,0
0.892000,1,22.021352,-15.236534,105.455559,33.826555,66.909283,62.323746,32.335128,72.279685,0
0.893000,1,22.039480,-15.247557,105.466145,33.852244,66.893217,62.384777,32.262996,72.145838,0
0.894000,1,22.057573,-15.258557,105.476709,33.877882,66.877184,62.445698,32.190997,72.012116,0
0.895000,1,22.075631,-15.269536,105.487252,33.903469,66.861184,62.506510,32.119132,71.878521,0
0.896000,1,22.093654,-15.280492,105.497773,33.929005,66.845216,62.567212,32.047401,71.745052,0
0.897000,1,22.111643,-15.291427,105.508273,33.954490,66.829281,62.627804,31.975802,71.611710,0
0.898000,1,22.129596,-15.302339,105.518751,33.979925,66.813378,62.688287,31.904337,71.478496,0
0.899000,1,22.147515,-15.313229,105.529207,34.005309,66.797508,62.748660,31.833005,71.345411,0
0.900000,1,22.165398,-15.324098,105.539643,34.030642,66.781670,62.808924,31.761806,71.212454,0
0.901000,1,22.183247,-15.334944,105.550056,34.055925,66.765864,62.869079,31.690739,71.079627,0
0.902000,1,22.201061,-15.345768,105.560449,34.081157,66.750091,62.929125,31.619805,70.946929,0
0.903000,1,22.218841,-15.356571,105.570820,34.106339,66.734350,62.989061,31.549004,70.814361,0
0.904000,1,22.236586,-15.367351,105.581170,34.131471,66.718641,63.048889,31.478335,70.681925,0
0.905000,1,22.254296,-15.378110,105.591499,34.156552,66.702964,63.108608,31.407798,70.549619,0
0.906000,1,22.271972,-15.388847,105.601806,34.181583,66.687320,63.168218,31.337393,70.417446,0
0.907000,1,22.289613,-15.399562,105.612092,34.206564,66.671707,63.227719,31.267120,70.285405,0
0.908000,1,22.307220,-15.410255,105.622357,34.231495,66.656127,63.287112,31.196979,70.153496,0
0.909000,1,22.324793,-15.420927,105.632601,34.256376,66.640578,63.346396,31.126970,70.021721,0
0.910000,1,22.342331,-15.431576,105.642824,34.281207,66.625062,63.405572,31.057092,69.890079,0
0.911000,1,22.359834,-15.442205,105.653025,34.305988,66.609577,63.464639,30.987346,69.758572,0
0.912000,1,22.377304,-15.452811,105.663206,34.330720,66.594125,63.523598,30.917731,69.627199,0
0.913000,1,22.394739,-15.463396,105.673365,34.355402,66.578704,63.582449,30.848247,69.495961,0
0.914000,1,22.412140,-15.473959,105.683504,34.380034,66.563314,63.641193,30.778894,69.364859,0
0.915000,1,22.429506,-15.484501,105.693621,34.404616,66.547957,63.699828,30.709672,69.233893,0
0.916000,1,22.446839,-15.495021,105.703718,34.429149,66.532631,63.758355,30.640581,69.103063,0
0.917000,1,22.464137,-15.505520,105.713794,34.453632,66.517336,63.816775,30.571620,68.972370,0
0.918000,1,22.481402,-15.515998,105.723849,34.478067,66.502074,63.875087,30.502790,68.841815,0
0.919000,1,22.498632,-15.526454,105.733883,34.502451,66.486842,63.933291,30.434091,68.711397,0
0.920000,1,22.515829,-15.536888,105.743896,34.526787,66.471643,63.991388,30.365521,68.581117,0
0.921000,1,22.532991,-15.547301,105.753889,34.551073,66.456474,64.049377,30.297082,68.450976,0
0.922000,1,22.550120,-15.557693,105.763860,34.575311,66.441337,64.107260,30.228772,68.320974,0
0.923000,1,22.567215,-15.568064,105.773812,34.599499,66.426232,64.165035,30.160592,68.191112,0
0.924000,1,22.584276,-15.578413,105.783742,34.623638,66.411157,64.222703,30.092542,68.061389,0
0.925000,1,22.601303,-15.588741,105.793652,34.647728,66.396114,64.280264,30.024622,67.931807,0
0.926000,1,22.618297,-15.599048,105.803541,34.671770,66.381102,64.337719,29.956830,67.802365,0
0.927000,1,22.635257,-15.609333,105.813409,34.695762,66.366121,64.395066,29.889168,67.673064,0
0.928000,1,22.652183,-15.619598,105.823257,34.719706,66.351172,64.452307,29.821635,67.543905,0
0.929000,1,22.669076,-15.629841,105.833085,34.743602,66.336253,64.509442,29.754232,67.414888,0
0.930000,1,22.685935,-15.640063,105.842892,34.767449,66.321365,64.566469,29.686956,67.286013,0
0.931000,1,22.702761,-15.650265,105.852679,34.791247,66.306508,64.623391,29.619810,67.157280,0
0.932000,1,22.719553,-15.660445,105.862445,34.814997,66.291682,64.680206,29.552792,67.028691,0
0.933000,1,22.736312,-15.670604,105.872190,34.838698,66.276887,64.736916,29.485902,66.900245,0
0.934000,1,22.753037,-15.680742,105.881916,34.862352,66.262123,64.793519,29.419141,66.771942,0
0.935000,1,22.769730,-15.690860,105.891621,34.885957,66.247390,64.850016,29.352508,66.643784,0
0.936000,1,22.786389,-15.700956,105.901306,34.909514,66.232687,64.906408,29.286003,66.515771,0
0.937000,1,22.803014,-15.711032,105.910970,34.933022,66.218015,64.962693,29.219625,66.387902,0
0.938000,1,22.819607,-15.721087,105.920614,34.956483,66.203373,65.018873,29.153375,66.260179,0
0.939000,1,22.836166,-15.731121,105.930238,34.979896,66.188762,65.074948,29.087253,66.132601,0
0.940000,1,22.852693,-15.741134,105.939842,35.003261,66.174182,65.130917,29.021258,66.005169,0
0.941000,1,22.869186,-15.751126,105.949426,35.026578,66.159632,65.186781,28.955390,65.877883,0
0.942000,1,22.885646,-15.761098,105.958990,35.049848,66.145112,65.242540,28.889650,65.750744,0
0.943000,1,22.902074,-15.771049,105.968533,35.073069,66.130623,65.298194,28.824036,65.623752,0
0.944000,1,22.918468,-15.780979,105.978057,35.096244,66.116164,65.353742,28.758549,65.496908,0
0.945000,1,22.934829,-15.790889,105.987560,35.119370,66.101736,65.409186,28.693189,65.370211,0
0.946000,1,22.951158,-15.800778,105.997044,35.142449,66.087338,65.464525,28.627955,65.243662,0
0.947000,1,22.967454,-15.810647,106.006508,35.165481,66.072969,65.519760,28.562847,65.117261,0
0.948000,1,22.983717,-15.820495,106.015951,35.188466,66.058632,65.574890,28.497866,64.991009,0
0.949000,1,22.999948,-15.830323,106.025375,35.211403,66.044324,65.629915,28.433011,64.864906,0
0.950000,1,23.016146,-15.840130,106.034779,35.234293,66.030046,65.684836,28.368281,64.738952,0
0.951000,1,23.032311,-15.849917,106.044163,35.257136,66.015798,65.739653,28.303678,64.613148,0
0.952000,1,23.048443,-15.859683,106.053527,35.279932,66.001580,65.794366,28.239200,64.487493,0
0.953000,1,23.064544,-15.869429,106.062872,35.302681,65.987392,65.848975,28.174847,64.361989,0
0.954000,1,23.080611,-15.879155,106.072197,35.325383,65.973234,65.903480,28.110620,64.236635,0
0.955000,1,23.096647,-15.888860,106.081502,35.348038,65.959106,65.957882,28.046518,64.111433,0
0.956000,1,23.112649,-15.898545,106.090787,35.370646,65.945007,66.012179,27.982541,63.986381,0
0.957000,1,23.128620,-15.908210,106.100053,35.393208,65.930939,66.066373,27.918688,63.861480,0
0.958000,1,23.144558,-15.917855,106.109299,35.415723,65.916899,66.120464,27.854961,63.736732,0
0.959000,1,23.160464,-15.927479,106.118526,35.438191,65.902890,66.174451,27.791358,63.612135,0
0.960000,1,23.176338,-15.937083,106.127733,35.460613,65.888910,66.228336,27.727879,63.487690,0
0.961000,1,23.192180,-15.946668,106.136921,35.482989,65.874960,66.282117,27.664525,63.363398,0
0.962000,1,23.207989,-15.956232,106.146089,35.505318,65.861039,66.335795,27.601294,63.239259,0
0.963000,1,23.223767,-15.965776,106.155238,35.527601,65.847147,66.389370,27.538188,63.115273,0
0.964000,1,23.239512,-15.975300,106.164367,35.549838,65.833285,66.442843,27.475205,62.991440,0
0.965000,1,23.255225,-15.984804,106.173477,35.572029,65.819452,66.496213,27.412346,62.867761,0
0.966000,1,23.270907,-15.994288,106.182567,35.594173,65.805649,66.549480,27.349611,62.744236,0
0.967000,1,23.286557,-16.003752,106.191638,35.616272,65.791874,66.602646,27.286999,62.620865,0
0.968000,1,23.302174,-16.013196,106.200690,35.638325,65.778129,66.655708,27.224510,62.497648,0
0.969000,1,23.317760,-16.022621,106.209723,35.660331,65.764414,66.708669,27.162144,62.374586,0
0.970000,1,23.333315,-16.032025,106.218736,35.682292,65.750727,66.761528,27.099900,62.251679,0
0.971000,1,23.348837,-16.041410,106.227731,35.704208,65.737069,66.814284,27.037780,62.128927,0
0.972000,1,23.364328,-16.050775,106.236706,35.726077,65.723440,66.866939,26.975782,62.006330,0
0.973000,1,23.379787,-16.060121,106.245662,35.747902,65.709841,66.919492,26.913906,61.883889,0
0.974000,1,23.395215,-16.069446,106.254599,35.769680,65.696270,66.971944,26.852153,61.761604,0
0.975000,1,23.410611,-16.078752,106.263516,35.791413,65.682728,67.024294,26.790522,61.639475,0
0.976000,1,23.425976,-16.088038,106.272415,35.813101,65.669215,67.076543,26.729013,61.517502,0
0.977000,1,23.441309,-16.097305,106.281295,35.834744,65.655730,67.128691,26.667625,61.395686,0
0.978000,1,23.456611,-16.106552,106.290156,35.856341,65.642275,67.180737,26.606359,61.274026,0
0.979000,1,23.471881,-16.115780,106.298998,35.877893,65.628848,67.232683,26.545215,61.152524,0
0.980000,1,23.487120,-16.124988,106.307820,35.899400,65.615449,67.284528,26.484191,61.031179,0
0.981000,1,23.502328,-16.134176,106.316625,35.920862,65.602079,67.336271,26.423289,60.909991,0
0.982000,1,23.517505,-16.143345,106.325410,35.942279,65.588738,67.387915,26.362508,60.788961,0
0.983000,1,23.532651,-16.152495,106.334176,35.963651,65.575425,67.439458,26.301848,60.668088,0
0.984000,1,23.547765,-16.161625,106.342924,35.984978,65.562141,67.490900,26.241308,60.547374,0
0.985000,1,23.562849,-16.170736,106.351653,36.006261,65.548885,67.542242,26.180889,60.426818,0
0.986000,1,23.577901,-16.179827,106.360363,36.027499,65.535658,67.593484,26.120591,60.306421,0
0.987000,1,23.592922,-16.188900,106.369054,36.048692,65.522458,67.644626,26.060412,60.186182,0
0.988000,1,23.607913,-16.197953,106.377727,36.069841,65.509287,67.695669,26.000354,60.066103,0
0.989000,1,23.622872,-16.206986,106.386381,36.090946,65.496145,67.746611,25.940415,59.946182,0
0.990000,1,23.637801,-16.216001,106.395017,36.112006,65.483030,67.797454,25.880596,59.826420,0
0.991000,1,23.652699,-16.224996,106.403634,36.133021,65.469944,67.848197,25.820897,59.706818,0
0.992000,1,23.667566,-16.233973,106.412232,36.153993,65.456885,67.898841,25.761317,59.587376,0
0.993000,1,23.682403,-16.242930,106.420812,36.174920,65.443855,67.949385,25.701856,59.468094,0
0.994000,1,23.697209,-16.251868,106.429373,36.195803,65.430852,67.999830,25.642514,59.348971,0
0.995000,1,23.711984,-16.260787,106.437916,36.216642,65.417878,68.050177,25.583292,59.230009,0
0.996000,1,23.726729,-16.269687,106.446441,36.237438,65.404931,68.100424,25.524188,59.111207,0
0.997000,1,23.741443,-16.278568,106.454947,36.258189,65.392012,68.150573,25.465202,58.992565,0
0.998000,1,23.756126,-16.287430,106.463435,36.278896,65.379121,68.200622,25.406336,58.874084,0
