Time,Step,Target_X,Target_Y,Target_Z,Actual_X,Actual_Y,Actual_Z,Q_Error,Exec_us
0.9360,1,0.4552,0.0345,0.4552,0,0,0,0.0507,0.0690
0.9370,1,0.4552,0.0345,0.4552,0,0,0,0.0505,0.3260
0.9380,1,0.4552,0.0345,0.4552,0,0,0,0.0502,0.0960
0.9390,1,0.4552,0.0345,0.4552,0,0,0,0.0499,0.1520
0.9400,1,0.4552,0.0345,0.4552,0,0,0,0.0532,0.1020
0.9410,1,0.4552,0.0345,0.4552,0,0,0,0.0492,0.0700
0.9420,1,0.4552,0.0345,0.4552,0,0,0,0.0488,0.1610
0.9430,1,0.4552,0.0345,0.4552,0,0,0,0.0520,0.1020
0.9440,1,0.4552,0.0345,0.4552,0,0,0,0.0481,0.0730
0.9450,1,0.4552,0.0345,0.4552,0,0,0,0.0515,0.1250
0.9460,1,0.4552,0.0345,0.4552,0,0,0,0.0476,0.0720
0.9470,1,0.4552,0.0345,0.4552,0,0,0,0.0473,0.1000
0.9480,1,0.4552,0.0345,0.4552,0,0,0,0.0470,0.0950
0.9490,1,0.4552,0.0345,0.4552,0,0,0,0.0465,0.2000
0.9500,1,0.4552,0.0345,0.4552,0,0,0,0.0424,0.2640
0.9510,1,0.4552,0.0345,0.4552,0,0,0,0.0455,0.0690
0.9520,1,0.4552,0.0345,0.4552,0,0,0,0.0455,0.0700
0.9530,1,0.4552,0.0345,0.4552,0,0,0,0.0454,0.2860
0.9540,1,0.4552,0.0345,0.4552,0,0,0,0.0451,0.1650
0.9550,1,0.4552,0.0345,0.4552,0,0,0,0.0448,0.1220
0.9560,1,0.4552,0.0345,0.4552,0,0,0,0.0444,0.1250
0.9570,1,0.4552,0.0345,0.4552,0,0,0,0.0442,0.1000
0.9580,1,0.4552,0.0345,0.4552,0,0,0,0.0438,0.2200
0.9590,1,0.4552,0.0345,0.4552,0,0,0,0.0435,0.1750
0.9600,1,0.4552,0.0345,0.4552,0,0,0,0.0432,0.1870
0.9610,1,0.4552,0.0345,0.4552,0,0,0,0.0463,0.0650
0.9620,1,0.4552,0.0345,0.4552,0,0,0,0.0460,0.1050
0.9630,1,0.4552,0.0345,0.4552,0,0,0,0.0425,0.0710
0.9640,1,0.4552,0.0345,0.4552,0,0,0,0.0455,0.1070
0.9650,1,0.4552,0.0345,0.4552,0,0,0,0.0420,0.0700
0.9660,1,0.4552,0.0345,0.4552,0,0,0,0.0416,0.2250
0.9670,1,0.4552,0.0345,0.4552,0,0,0,0.0414,0.2140
0.9680,1,0.4552,0.0345,0.4552,0,0,0,0.0411,0.1700
0.9690,1,0.4552,0.0345,0.4552,0,0,0,0.0410,0.4000
0.9700,1,0.4552,0.0345,0.4552,0,0,0,0.0409,0.1830
0.9710,1,0.4552,0.0345,0.4552,0,0,0,0.0407,0.1760
0.9720,1,0.4552,0.0345,0.4552,0,0,0,0.0437,0.1400
0.9730,1,0.4552,0.0345,0.4552,0,0,0,0.0434,0.0960
0.9740,1,0.4552,0.0345,0.4552,0,0,0,0.0401,0.1050
0.9750,1,0.4552,0.0345,0.4552,0,0,0,0.0398,0.1970
0.9760,1,0.4552,0.0345,0.4552,0,0,0,0.0395,0.1060
0.9770,1,0.4552,0.0345,0.4552,0,0,0,0.0394,0.1380
0.9780,1,0.4552,0.0345,0.4552,0,0,0,0.0424,0.1350
0.9790,1,0.4552,0.0345,0.4552,0,0,0,0.0421,0.1040
0.9800,1,0.4552,0.0345,0.4552,0,0,0,0.0419,0.1050
0.9810,1,0.4552,0.0345,0.4552,0,0,0,0.0387,0.0720
0.9820,1,0.4552,0.0345,0.4552,0,0,0,0.0415,0.1230
0.9830,1,0.4552,0.0345,0.4552,0,0,0,0.0413,0.1360
0.9840,1,0.4552,0.0345,0.4552,0,0,0,0.0410,0.1330
0.9850,1,0.4552,0.0345,0.4552,0,0,0,0.0408,0.0980
0.9860,1,0.4552,0.0345,0.4552,0,0,0,0.0405,0.1250
0.9870,1,0.4552,0.0345,0.4552,0,0,0,0.0405,0.1090
0.9880,1,0.4552,0.0345,0.4552,0,0,0,0.0403,0.1080
0.9890,1,0.4552,0.0345,0.4552,0,0,0,0.0402,0.1310
0.9900,1,0.4552,0.0345,0.4552,0,0,0,0.0399,0.1270
0.9910,1,0.4552,0.0345,0.4552,0,0,0,0.0396,0.0970
0.9920,1,0.4552,0.0345,0.4552,0,0,0,0.0395,0.3300
0.9930,1,0.4552,0.0345,0.4552,0,0,0,0.0364,0.0710
0.9940,1,0.4552,0.0345,0.4552,0,0,0,0.0390,0.1040
0.9950,1,0.4552,0.0345,0.4552,0,0,0,0.0386,0.1260
0.9960,1,0.4552,0.0345,0.4552,0,0,0,0.0385,0.1270
0.9970,1,0.4552,0.0345,0.4552,0,0,0,0.0384,0.1040
0.9980,1,0.4552,0.0345,0.4552,0,0,0,0.0353,0.0690
0.9990,1,0.4552,0.0345,0.4552,0,0,0,0.0380,0.1010
1.0000,1,0.4552,0.0345,0.4552,0,0,0,0.0378,0.1240
1.0010,1,0.4552,0.0345,0.4552,0,0,0,0.0375,0.0740
1.0020,1,0.4552,0.0345,0.4552,0,0,0,0.0373,0.1050
1.0030,1,0.4552,0.0345,0.4552,0,0,0,0.0371,0.1290
1.0040,1,0.4552,0.0345,0.4552,0,0,0,0.0369,0.1220
1.0050,1,0.4552,0.0345,0.4552,0,0,0,0.0367,0.0900
1.0060,1,0.4552,0.0345,0.4552,0,0,0,0.0365,0.1570
1.0070,1,0.4552,0.0345,0.4552,0,0,0,0.0391,0.1240
1.0080,1,0.4552,0.0345,0.4552,0,0,0,0.0362,0.1330
1.0090,1,0.4552,0.0345,0.4552,0,0,0,0.0360,0.0940
1.0100,1,0.4552,0.0345,0.4552,0,0,0,0.0360,0.1180
1.0110,1,0.4552,0.0345,0.4552,0,0,0,0.0358,0.0660
1.0120,1,0.4552,0.0345,0.4552,0,0,0,0.0355,0.2100
1.0130,1,0.4552,0.0345,0.4552,0,0,0,0.0329,0.0860
1.0140,1,0.4552,0.0345,0.4552,0,0,0,0.0353,0.2450
1.0150,1,0.4552,0.0345,0.4552,0,0,0,0.0352,0.1350
1.0160,1,0.4552,0.0345,0.4552,0,0,0,0.0351,0.0710
1.0170,1,0.4552,0.0345,0.4552,0,0,0,0.0349,0.0570
1.0180,1,0.4552,0.0345,0.4552,0,0,0,0.0349,0.0690
1.0190,1,0.4552,0.0345,0.4552,0,0,0,0.0347,0.0620
1.0200,1,0.4552,0.0345,0.4552,0,0,0,0.0347,0.0650
1.0210,1,0.4552,0.0345,0.4552,0,0,0,0.0345,0.0720
1.0220,1,0.4552,0.0345,0.4552,0,0,0,0.0345,0.0680
1.0230,1,0.4552,0.0345,0.4552,0,0,0,0.0344,0.0720
1.0240,1,0.4552,0.0345,0.4552,0,0,0,0.0318,0.0400
1.0250,1,0.4552,0.0345,0.4552,0,0,0,0.0317,0.0720
1.0260,1,0.4552,0.0345,0.4552,0,0,0,0.0315,0.2790
1.0270,1,0.4552,0.0345,0.4552,0,0,0,0.0315,0.2530
1.0280,1,0.4552,0.0345,0.4552,0,0,0,0.0314,0.2100
1.0290,1,0.4552,0.0345,0.4552,0,0,0,0.0313,0.1500
1.0300,1,0.4552,0.0345,0.4552,0,0,0,0.0312,0.2680
1.0310,1,0.4552,0.0345,0.4552,0,0,0,0.0359,0.0750
1.0320,1,0.4552,0.0345,0.4552,0,0,0,0.0310,0.0440
1.0330,1,0.4552,0.0345,0.4552,0,0,0,0.0309,0.1520
1.0340,1,0.4552,0.0345,0.4552,0,0,0,0.0308,0.0790
1.0350,1,0.4552,0.0345,0.4552,0,0,0,0.0329,0.0780
1.0360,1,0.4552,0.0345,0.4552,0,0,0,0.0305,0.0450
1.0370,1,0.4552,0.0345,0.4552,0,0,0,0.0326,0.0710
1.0380,1,0.4552,0.0345,0.4552,0,0,0,0.0301,0.0430
1.0390,1,0.4552,0.0345,0.4552,0,0,0,0.0323,0.0690
1.0400,1,0.4552,0.0345,0.4552,0,0,0,0.0321,0.0750
1.0410,1,0.4552,0.0345,0.4552,0,0,0,0.0319,0.0860
1.0420,1,0.4552,0.0345,0.4552,0,0,0,0.0317,0.0720
1.0430,1,0.4552,0.0345,0.4552,0,0,0,0.0315,0.0700
1.0440,1,0.4552,0.0345,0.4552,0,0,0,0.0314,0.0750
1.0450,1,0.4552,0.0345,0.4552,0,0,0,0.0311,0.0730
1.0460,1,0.4552,0.0345,0.4552,0,0,0,0.0309,0.0810
1.0470,1,0.4552,0.0345,0.4552,0,0,0,0.0308,0.0740
1.0480,1,0.4552,0.0345,0.4552,0,0,0,0.0306,0.0750
1.0490,1,0.4552,0.0345,0.4552,0,0,0,0.0304,0.0750
1.0500,1,0.4552,0.0345,0.4552,0,0,0,0.0280,0.0440
1.0510,1,0.4552,0.0345,0.4552,0,0,0,0.0299,0.0800
1.0520,1,0.4552,0.0345,0.4552,0,0,0,0.0277,0.0430
1.0530,1,0.4552,0.0345,0.4552,0,0,0,0.0274,0.1910
1.0540,1,0.4552,0.0345,0.4552,0,0,0,0.0272,0.1580
1.0550,1,0.4552,0.0345,0.4552,0,0,0,0.0272,0.2410
1.0560,1,0.4552,0.0345,0.4552,0,0,0,0.0290,0.0760
1.0570,1,0.4552,0.0345,0.4552,0,0,0,0.0265,0.0730
1.0580,1,0.4552,0.0345,0.4552,0,0,0,0.0286,0.0780
1.0590,1,0.4552,0.0345,0.4552,0,0,0,0.0284,0.0770
1.0600,1,0.4552,0.0345,0.4552,0,0,0,0.0282,0.0750
1.0610,1,0.4552,0.0345,0.4552,0,0,0,0.0281,0.0780
1.0620,1,0.4552,0.0345,0.4552,0,0,0,0.0280,0.0740
1.0630,1,0.4552,0.0345,0.4552,0,0,0,0.0278,0.0760
1.0640,1,0.4552,0.0345,0.4552,0,0,0,0.0277,0.0720
1.0650,1,0.4552,0.0345,0.4552,0,0,0,0.0275,0.0680
1.0660,1,0.4552,0.0345,0.4552,0,0,0,0.0273,0.0710
1.0670,1,0.4552,0.0345,0.4552,0,0,0,0.0273,0.0760
1.0680,1,0.4552,0.0345,0.4552,0,0,0,0.0271,0.0740
1.0690,1,0.4552,0.0345,0.4552,0,0,0,0.0270,0.0710
1.0700,1,0.4552,0.0345,0.4552,0,0,0,0.0269,0.0690
1.0710,1,0.4552,0.0345,0.4552,0,0,0,0.0268,0.0850
1.0720,1,0.4552,0.0345,0.4552,0,0,0,0.0267,0.0750
1.0730,1,0.4552,0.0345,0.4552,0,0,0,0.0266,0.0780
1.0740,1,0.4552,0.0345,0.4552,0,0,0,0.0246,0.0420
1.0750,1,0.4552,0.0345,0.4552,0,0,0,0.0265,0.0700
1.0760,1,0.4552,0.0345,0.4552,0,0,0,0.0263,0.0710
1.0770,1,0.4552,0.0345,0.4552,0,0,0,0.0244,0.0440
1.0780,1,0.4552,0.0345,0.4552,0,0,0,0.0261,0.1350
1.0790,1,0.4552,0.0345,0.4552,0,0,0,0.0260,0.0950
1.0800,1,0.4552,0.0345,0.4552,0,0,0,0.0259,0.1240
1.0810,1,0.4552,0.0345,0.4552,0,0,0,0.0258,0.0640
1.0820,1,0.4552,0.0345,0.4552,0,0,0,0.0257,0.1160
1.0830,1,0.4552,0.0345,0.4552,0,0,0,0.0257,0.1200
1.0840,1,0.4552,0.0345,0.4552,0,0,0,0.0256,0.1160
1.0850,1,0.4552,0.0345,0.4552,0,0,0,0.0256,0.0730
1.0860,1,0.4552,0.0345,0.4552,0,0,0,0.0272,0.1000
1.0870,1,0.4552,0.0345,0.4552,0,0,0,0.0272,0.1000
1.0880,1,0.4552,0.0345,0.4552,0,0,0,0.0252,0.1260
1.0890,1,0.4552,0.0345,0.4552,0,0,0,0.0252,0.1150
1.0900,1,0.4552,0.0345,0.4552,0,0,0,0.0252,0.1180
1.0910,1,0.4552,0.0345,0.4552,0,0,0,0.0251,0.0730
1.0920,1,0.4552,0.0345,0.4552,0,0,0,0.0250,0.1190
1.0930,1,0.4552,0.0345,0.4552,0,0,0,0.0249,0.1160
1.0940,1,0.4552,0.0345,0.4552,0,0,0,0.0248,0.0970
1.0950,1,0.4552,0.0345,0.4552,0,0,0,0.0246,0.1210
1.0960,1,0.4552,0.0345,0.4552,0,0,0,0.0245,0.1190
1.0970,1,0.4552,0.0345,0.4552,0,0,0,0.0244,0.1160
1.0980,1,0.4552,0.0345,0.4552,0,0,0,0.0244,0.1050
1.0990,1,0.4552,0.0345,0.4552,0,0,0,0.0243,0.1170
1.1000,1,0.4552,0.0345,0.4552,0,0,0,0.0242,0.0960
1.1010,1,0.4552,0.0345,0.4552,0,0,0,0.0240,0.0690
1.1020,1,0.4552,0.0345,0.4552,0,0,0,0.0238,0.1170
1.1030,1,0.4552,0.0345,0.4552,0,0,0,0.0238,0.1210
1.1040,1,0.4552,0.0345,0.4552,0,0,0,0.0221,0.0720
1.1050,1,0.4552,0.0345,0.4552,0,0,0,0.0236,0.1210
1.1060,1,0.4552,0.0345,0.4552,0,0,0,0.0234,0.1210
1.1070,1,0.4552,0.0345,0.4552,0,0,0,0.0233,0.0940
1.1080,1,0.4552,0.0345,0.4552,0,0,0,0.0232,0.1170
1.1090,1,0.4552,0.0345,0.4552,0,0,0,0.0231,0.0970
1.1100,1,0.4552,0.0345,0.4552,0,0,0,0.0229,0.2210
1.1110,1,0.4552,0.0345,0.4552,0,0,0,0.0227,0.1290
1.1120,1,0.4552,0.0345,0.4552,0,0,0,0.0226,0.0920
1.1130,1,0.4552,0.0345,0.4552,0,0,0,0.0241,0.1250
1.1140,1,0.4552,0.0345,0.4552,0,0,0,0.0222,0.0920
1.1150,1,0.4552,0.0345,0.4552,0,0,0,0.0220,0.0870
1.1160,1,0.4552,0.0345,0.4552,0,0,0,0.0203,0.0650
1.1170,1,0.4552,0.0345,0.4552,0,0,0,0.0216,0.0880
1.1180,1,0.4552,0.0345,0.4552,0,0,0,0.0214,0.0880
1.1190,1,0.4552,0.0345,0.4552,0,0,0,0.0211,0.0680
1.1200,1,0.4552,0.0345,0.4552,0,0,0,0.0209,0.0650
1.1210,1,0.4552,0.0345,0.4552,0,0,0,0.0194,0.0650
1.1220,1,0.4552,0.0345,0.4552,0,0,0,0.0191,0.3120
1.1230,1,0.4552,0.0345,0.4552,0,0,0,0.0204,0.0660
1.1240,1,0.4552,0.0345,0.4552,0,0,0,0.0202,0.0870
1.1250,1,0.4552,0.0345,0.4552,0,0,0,0.0200,0.0670
1.1260,1,0.4552,0.0345,0.4552,0,0,0,0.0199,0.0660
1.1270,1,0.4552,0.0345,0.4552,0,0,0,0.0196,0.0890
1.1280,1,0.4552,0.0345,0.4552,0,0,0,0.0180,0.0660
1.1290,1,0.4552,0.0345,0.4552,0,0,0,0.0192,0.0670
1.1300,1,0.4552,0.0345,0.4552,0,0,0,0.0176,0.0710
1.1310,1,0.4552,0.0345,0.4552,0,0,0,0.0188,0.0680
1.1320,1,0.4552,0.0345,0.4552,0,0,0,0.0172,0.0640
1.1330,1,0.4552,0.0345,0.4552,0,0,0,0.0184,0.1030
1.1340,1,0.4552,0.0345,0.4552,0,0,0,0.0168,0.1290
1.1350,1,0.4552,0.0345,0.4552,0,0,0,0.0166,0.0700
1.1360,1,0.4552,0.0345,0.4552,0,0,0,0.0177,0.0740
1.1370,1,0.4552,0.0345,0.4552,0,0,0,0.0162,0.0660
1.1380,1,0.4552,0.0345,0.4552,0,0,0,0.0173,0.0700
1.1390,1,0.4552,0.0345,0.4552,0,0,0,0.0171,0.0900
1.1400,1,0.4552,0.0345,0.4552,0,0,0,0.0169,0.0700
1.1410,1,0.4552,0.0345,0.4552,0,0,0,0.0154,0.0670
1.1420,1,0.4552,0.0345,0.4552,0,0,0,0.0180,0.0450
1.1430,1,0.4552,0.0345,0.4552,0,0,0,0.0163,0.1610
1.1440,1,0.4552,0.0345,0.4552,0,0,0,0.0176,0.4540
1.1450,1,0.4552,0.0345,0.4552,0,0,0,0.0174,0.4890
1.1460,1,0.4552,0.0345,0.4552,0,0,0,0.0156,0.0770
1.1470,1,0.4552,0.0345,0.4552,0,0,0,0.0155,0.0670
1.1480,1,0.4552,0.0345,0.4552,0,0,0,0.0152,0.4490
1.1490,1,0.4552,0.0345,0.4552,0,0,0,0.0150,0.0690
1.1500,1,0.4552,0.0345,0.4552,0,0,0,0.0147,0.0670
1.1510,1,0.4552,0.0345,0.4552,0,0,0,0.0146,0.0890
1.1520,1,0.4552,0.0345,0.4552,0,0,0,0.0144,0.0680
1.1530,1,0.4552,0.0345,0.4552,0,0,0,0.0141,0.4920
1.1540,1,0.4552,0.0345,0.4552,0,0,0,0.0140,0.3890
1.1550,1,0.4552,0.0345,0.4552,0,0,0,0.0138,0.4840
1.1560,1,0.4552,0.0345,0.4552,0,0,0,0.0136,0.0670
1.1570,1,0.4552,0.0345,0.4552,0,0,0,0.0135,0.0680
1.1580,1,0.4552,0.0345,0.4552,0,0,0,0.0133,0.4340
1.1590,1,0.4552,0.0345,0.4552,0,0,0,0.0132,0.0880
1.1600,1,0.4552,0.0345,0.4552,0,0,0,0.0131,0.0640
1.1610,1,0.4552,0.0345,0.4552,0,0,0,0.0129,0.5590
1.1620,1,0.4552,0.0345,0.4552,0,0,0,0.0127,0.0670
1.1630,1,0.4552,0.0345,0.4552,0,0,0,0.0125,0.4200
1.1640,1,0.4552,0.0345,0.4552,0,0,0,0.0124,0.4550
1.1650,1,0.4552,0.0345,0.4552,0,0,0,0.0122,0.5150
1.1660,1,0.4552,0.0345,0.4552,0,0,0,0.0122,0.4370
1.1670,1,0.4552,0.0345,0.4552,0,0,0,0.0120,0.4520
1.1680,1,0.4552,0.0345,0.4552,0,0,0,0.0119,0.1120
1.1690,1,0.4552,0.0345,0.4552,0,0,0,0.0117,0.0860
1.1700,1,0.4552,0.0345,0.4552,0,0,0,0.0116,0.0690
1.1710,1,0.4552,0.0345,0.4552,0,0,0,0.0127,0.0600
1.1720,1,0.4552,0.0345,0.4552,0,0,0,0.0125,0.4800
1.1730,1,0.4552,0.0345,0.4552,0,0,0,0.0124,0.0650
1.1740,1,0.4552,0.0345,0.4552,0,0,0,0.0110,0.0650
1.1750,1,0.4552,0.0345,0.4552,0,0,0,0.0109,0.4510
1.1760,1,0.4552,0.0345,0.4552,0,0,0,0.0107,0.0640
1.1770,1,0.4552,0.0345,0.4552,0,0,0,0.0106,0.0620
1.1780,1,0.4552,0.0345,0.4552,0,0,0,0.0105,0.4630
1.1790,1,0.4552,0.0345,0.4552,0,0,0,0.0104,0.0960
1.1800,1,0.4552,0.0345,0.4552,0,0,0,0.0104,0.0850
1.1810,1,0.4552,0.0345,0.4552,0,0,0,0.0102,0.0660
1.1820,1,0.4552,0.0345,0.4552,0,0,0,0.0101,0.4740
1.1830,1,0.4552,0.0345,0.4552,0,0,0,0.0099,0.4950
1.1840,1,0.4552,0.0345,0.4552,0,0,0,0.0098,0.0700
1.1850,1,0.4552,0.0345,0.4552,0,0,0,0.0097,0.4490
1.1860,1,0.4552,0.0345,0.4552,0,0,0,0.0095,0.4280
1.1870,1,0.4552,0.0345,0.4552,0,0,0,0.0095,0.5000
1.1880,1,0.4552,0.0345,0.4552,0,0,0,0.0094,0.4260
1.1890,1,0.4552,0.0345,0.4552,0,0,0,0.0093,0.4380
1.1900,1,0.4552,0.0345,0.4552,0,0,0,0.0092,0.4430
1.1910,1,0.4552,0.0345,0.4552,0,0,0,0.0092,0.0650
1.1920,1,0.4552,0.0345,0.4552,0,0,0,0.0090,0.4780
1.1930,1,0.4552,0.0345,0.4552,0,0,0,0.0090,0.4340
1.1940,1,0.4552,0.0345,0.4552,0,0,0,0.0089,0.4370
1.1950,1,0.4552,0.0345,0.4552,0,0,0,0.0088,0.4080
1.1960,1,0.4552,0.0345,0.4552,0,0,0,0.0088,0.1160
1.1970,1,0.4552,0.0345,0.4552,0,0,0,0.0087,0.0740
1.1980,1,0.4552,0.0345,0.4552,0,0,0,0.0097,0.0500
1.1990,1,0.4552,0.0345,0.4552,0,0,0,0.0085,0.0670
1.2000,1,0.4552,0.0345,0.4552,0,0,0,0.0085,0.0620
1.2010,1,0.4552,0.0345,0.4552,0,0,0,0.0084,0.0610
1.2020,1,0.4552,0.0345,0.4552,0,0,0,0.0084,0.0610
1.2030,1,0.4552,0.0345,0.4552,0,0,0,0.0083,0.5890
1.2040,1,0.4552,0.0345,0.4552,0,0,0,0.0082,0.0620
1.2050,1,0.4552,0.0345,0.4552,0,0,0,0.0083,0.0600
1.2060,1,0.4552,0.0345,0.4552,0,0,0,0.0082,0.1500
1.2070,1,0.4552,0.0345,0.4552,0,0,0,0.0081,0.0980
1.2080,1,0.4552,0.0345,0.4552,0,0,0,0.0081,0.0620
1.2090,1,0.4552,0.0345,0.4552,0,0,0,0.0081,0.0630
1.2100,1,0.4552,0.0345,0.4552,0,0,0,0.0080,0.0640
1.2110,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0690
1.2120,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.1380
1.2130,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1350
1.2140,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1450
1.2150,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1150
1.2160,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.4430
1.2170,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0760
1.2180,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.2430
1.2190,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0680
1.2200,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.0630
1.2210,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.0670
1.2220,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0610
1.2230,1,0.4552,0.0345,0.4552,0,0,0,0.0070,0.0640
1.2240,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1000
1.2250,1,0.4552,0.0345,0.4552,0,0,0,0.0086,0.0550
1.2260,1,0.4552,0.0345,0.4552,0,0,0,0.0087,0.4320
1.2270,1,0.4552,0.0345,0.4552,0,0,0,0.0086,0.4430
1.2280,1,0.4552,0.0345,0.4552,0,0,0,0.0086,0.1240
1.2290,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1940
1.2300,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1700
1.2310,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1710
1.2320,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.8140
1.2330,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.4640
1.2340,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.4510
1.2350,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0630
1.2360,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.7730
1.2370,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.4380
1.2380,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.9240
1.2390,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0930
1.2400,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0700
1.2410,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0680
1.2420,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.5480
1.2430,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0990
1.2440,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.4370
1.2450,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0900
1.2460,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.1410
1.2470,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0920
1.2480,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0630
1.2490,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0670
1.2500,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0590
1.2510,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.1780
1.2520,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.0650
1.2530,1,0.4552,0.0345,0.4552,0,0,0,0.0086,0.3820
1.2540,1,0.4552,0.0345,0.4552,0,0,0,0.0085,0.0920
1.2550,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.4340
1.2560,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1080
1.2570,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.1120
1.2580,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0890
1.2590,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.4520
1.2600,1,0.4552,0.0345,0.4552,0,0,0,0.0079,0.1010
1.2610,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0620
1.2620,1,0.4552,0.0345,0.4552,0,0,0,0.0078,0.0890
1.2630,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.0650
1.2640,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.0690
1.2650,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.4430
1.2660,1,0.4552,0.0345,0.4552,0,0,0,0.0077,0.0680
1.2670,1,0.4552,0.0345,0.4552,0,0,0,0.0076,0.1190
1.2680,1,0.4552,0.0345,0.4552,0,0,0,0.0076,0.4340
1.2690,1,0.4552,0.0345,0.4552,0,0,0,0.0075,0.0660
1.2700,1,0.4552,0.0345,0.4552,0,0,0,0.0075,0.0660
1.2710,1,0.4552,0.0345,0.4552,0,0,0,0.0075,0.4430
1.2720,1,0.4552,0.0345,0.4552,0,0,0,0.0074,0.0880
1.2730,1,0.4552,0.0345,0.4552,0,0,0,0.0073,0.4370
1.2740,1,0.4552,0.0345,0.4552,0,0,0,0.0072,0.0650
1.2750,1,0.4552,0.0345,0.4552,0,0,0,0.0072,0.4520
1.2760,1,0.4552,0.0345,0.4552,0,0,0,0.0071,0.4540
1.2770,1,0.4552,0.0345,0.4552,0,0,0,0.0070,0.5120
1.2780,1,0.4552,0.0345,0.4552,0,0,0,0.0070,0.0880
1.2790,1,0.4552,0.0345,0.4552,0,0,0,0.0076,0.5620
1.2800,1,0.4552,0.0345,0.4552,0,0,0,0.0075,0.0850
1.2810,1,0.4552,0.0345,0.4552,0,0,0,0.0074,0.0630
1.2820,1,0.4552,0.0345,0.4552,0,0,0,0.0068,0.4340
1.2830,1,0.4552,0.0345,0.4552,0,0,0,0.0066,0.4430
1.2840,1,0.4552,0.0345,0.4552,0,0,0,0.0066,0.0650
1.2850,1,0.4552,0.0345,0.4552,0,0,0,0.0065,0.0910
1.2860,1,0.4552,0.0345,0.4552,0,0,0,0.0064,0.4320
1.2870,1,0.4552,0.0345,0.4552,0,0,0,0.0064,0.4800
1.2880,1,0.4552,0.0345,0.4552,0,0,0,0.0064,0.5270
1.2890,1,0.4552,0.0345,0.4552,0,0,0,0.0063,0.4170
1.2900,1,0.4552,0.0345,0.4552,0,0,0,0.0062,0.0630
1.2910,1,0.4552,0.0345,0.4552,0,0,0,0.0062,0.0630
1.2920,1,0.4552,0.0345,0.4552,0,0,0,0.0061,0.0640
1.2930,1,0.4552,0.0345,0.4552,0,0,0,0.0060,0.4320
1.2940,1,0.4552,0.0345,0.4552,0,0,0,0.0060,0.4760
1.2950,1,0.4552,0.0345,0.4552,0,0,0,0.0059,0.4370
1.2960,1,0.4552,0.0345,0.4552,0,0,0,0.0058,0.4260
1.2970,1,0.4552,0.0345,0.4552,0,0,0,0.0058,0.0650
1.2980,1,0.4552,0.0345,0.4552,0,0,0,0.0056,0.0620
1.2990,1,0.4552,0.0345,0.4552,0,0,0,0.0056,0.0850
1.3000,1,0.4552,0.0345,0.4552,0,0,0,0.0055,0.4520
1.3010,1,0.4552,0.0345,0.4552,0,0,0,0.0051,0.0620
