Time,Step,J1,J2,J3,J4,J5,J6,Q_Error,Exec_us,Reached
0.6810,1,0.0000,0.0000,41.8612,0.0000,0.0000,0.0000,48.1388,0.2130,0
0.6820,1,0.0000,0.0000,41.9840,0.0000,0.0000,0.0000,48.0160,0.2120,0
0.6830,1,0.0000,0.0000,42.1070,0.0000,0.0000,0.0000,47.8930,0.2130,0
0.6840,1,0.0000,0.0000,42.2303,0.0000,0.0000,0.0000,47.7697,0.2140,0
0.6850,1,0.0000,0.0000,42.3536,0.0000,0.0000,0.0000,47.6464,0.2120,0
0.6860,1,0.0000,0.0000,42.4772,0.0000,0.0000,0.0000,47.5228,0.2110,0
0.6870,1,0.0000,0.0000,42.6010,0.0000,0.0000,0.0000,47.3990,0.2130,0
0.6880,1,0.0000,0.0000,42.7249,0.0000,0.0000,0.0000,47.2751,0.2120,0
0.6890,1,0.0000,0.0000,42.8490,0.0000,0.0000,0.0000,47.1510,0.2170,0
0.6900,1,0.0000,0.0000,42.9733,0.0000,0.0000,0.0000,47.0267,0.2120,0
0.6910,1,0.0000,0.0000,43.0978,0.0000,0.0000,0.0000,46.9022,0.2140,0
0.6920,1,0.0000,0.0000,43.2224,0.0000,0.0000,0.0000,46.7776,0.2120,0
0.6930,1,0.0000,0.0000,43.3472,0.0000,0.0000,0.0000,46.6528,0.2160,0
0.6940,1,0.0000,0.0000,43.4723,0.0000,0.0000,0.0000,46.5277,0.2190,0
0.6950,1,0.0000,0.0000,43.5974,0.0000,0.0000,0.0000,46.4026,0.2160,0
0.6960,1,0.0000,0.0000,43.7228,0.0000,0.0000,0.0000,46.2772,0.2100,0
0.6970,1,0.0000,0.0000,43.8484,0.0000,0.0000,0.0000,46.1516,0.2120,0
0.6980,1,0.0000,0.0000,43.9741,0.0000,0.0000,0.0000,46.0259,0.2200,0
0.6990,1,0.0000,0.0000,44.1000,0.0000,0.0000,0.0000,45.9000,0.2160,0
0.7000,1,0.0000,0.0000,44.2261,0.0000,0.0000,0.0000,45.7739,0.2190,0
0.7010,1,0.0000,0.0000,44.3524,0.0000,0.0000,0.0000,45.6476,0.2170,0
0.7020,1,0.0000,0.0000,44.4788,0.0000,0.0000,0.0000,45.5212,0.2170,0
0.7030,1,0.0000,0.0000,44.6054,0.0000,0.0000,0.0000,45.3946,0.2170,0
0.7040,1,0.0000,0.0000,44.7323,0.0000,0.0000,0.0000,45.2677,0.2120,0
0.7050,1,0.0000,0.0000,44.8592,0.0000,0.0000,0.0000,45.1408,0.2130,0
0.7060,1,0.0000,0.0000,44.9864,0.0000,0.0000,0.0000,45.0136,0.2180,0
0.7070,1,0.0000,0.0000,45.1136,0.0000,0.0000,0.0000,44.8864,0.2580,0
0.7080,1,0.0000,0.0000,45.2406,0.0000,0.0000,0.0000,44.7594,0.2560,0
0.7090,1,0.0000,0.0000,45.3675,0.0000,0.0000,0.0000,44.6325,0.2300,0
0.7100,1,0.0000,0.0000,45.4942,0.0000,0.0000,0.0000,44.5058,0.2120,0
0.7110,1,0.0000,0.0000,45.6207,0.0000,0.0000,0.0000,44.3793,0.2120,0
0.7120,1,0.0000,0.0000,45.7470,0.0000,0.0000,0.0000,44.2530,0.2130,0
0.7130,1,0.0000,0.0000,45.8731,0.0000,0.0000,0.0000,44.1269,0.2120,0
0.7140,1,0.0000,0.0000,45.9990,0.0000,0.0000,0.0000,44.0010,0.2150,0
0.7150,1,0.0000,0.0000,46.1248,0.0000,0.0000,0.0000,43.8752,0.2120,0
0.7160,1,0.0000,0.0000,46.2504,0.0000,0.0000,0.0000,43.7496,0.2140,0
0.7170,1,0.0000,0.0000,46.3758,0.0000,0.0000,0.0000,43.6242,0.2270,0
0.7180,1,0.0000,0.0000,46.5010,0.0000,0.0000,0.0000,43.4990,0.2170,0
0.7190,1,0.0000,0.0000,46.6261,0.0000,0.0000,0.0000,43.3739,0.2210,0
0.7200,1,0.0000,0.0000,46.7509,0.0000,0.0000,0.0000,43.2491,0.2150,0
0.7210,1,0.0000,0.0000,46.8756,0.0000,0.0000,0.0000,43.1244,0.2130,0
0.7220,1,0.0000,0.0000,47.0001,0.0000,0.0000,0.0000,42.9999,0.2100,0
0.7230,1,0.0000,0.0000,47.1245,0.0000,0.0000,0.0000,42.8755,0.2120,0
0.7240,1,0.0000,0.0000,47.2486,0.0000,0.0000,0.0000,42.7514,0.2130,0
0.7250,1,0.0000,0.0000,47.3726,0.0000,0.0000,0.0000,42.6274,0.2240,0
0.7260,1,0.0000,0.0000,47.4964,0.0000,0.0000,0.0000,42.5036,0.2170,0
0.7270,1,0.0000,0.0000,47.6200,0.0000,0.0000,0.0000,42.3800,0.2150,0
0.7280,1,0.0000,0.0000,47.7434,0.0000,0.0000,0.0000,42.2566,0.2170,0
0.7290,1,0.0000,0.0000,47.8667,0.0000,0.0000,0.0000,42.1333,0.2150,0
0.7300,1,0.0000,0.0000,47.9897,0.0000,0.0000,0.0000,42.0103,0.2240,0
0.7310,1,0.0000,0.0000,48.1126,0.0000,0.0000,0.0000,41.8874,0.2200,0
0.7320,1,0.0000,0.0000,48.2353,0.0000,0.0000,0.0000,41.7647,0.2160,0
0.7330,1,0.0000,0.0000,48.3579,0.0000,0.0000,0.0000,41.6421,0.2170,0
0.7340,1,0.0000,0.0000,48.4802,0.0000,0.0000,0.0000,41.5198,0.2160,0
0.7350,1,0.0000,0.0000,48.6024,0.0000,0.0000,0.0000,41.3976,0.2160,0
0.7360,1,0.0000,0.0000,48.7244,0.0000,0.0000,0.0000,41.2756,0.2140,0
0.7370,1,0.0000,0.0000,48.8462,0.0000,0.0000,0.0000,41.1538,0.2130,0
0.7380,1,0.0000,0.0000,48.9678,0.0000,0.0000,0.0000,41.0322,0.2150,0
0.7390,1,0.0000,0.0000,49.0892,0.0000,0.0000,0.0000,40.9108,0.2280,0
0.7400,1,0.0000,0.0000,49.2105,0.0000,0.0000,0.0000,40.7895,0.2290,0
0.7410,1,0.0000,0.0000,49.3316,0.0000,0.0000,0.0000,40.6684,0.2150,0
0.7420,1,0.0000,0.0000,49.4525,0.0000,0.0000,0.0000,40.5475,0.2170,0
0.7430,1,0.0000,0.0000,49.5732,0.0000,0.0000,0.0000,40.4268,0.2130,0
0.7440,1,0.0000,0.0000,49.6938,0.0000,0.0000,0.0000,40.3062,0.2160,0
0.7450,1,0.0000,0.0000,49.8142,0.0000,0.0000,0.0000,40.1858,0.2200,0
0.7460,1,0.0000,0.0000,49.9343,0.0000,0.0000,0.0000,40.0657,0.2210,0
0.7470,1,0.0000,0.0000,50.0544,0.0000,0.0000,0.0000,39.9456,0.2160,0
0.7480,1,0.0000,0.0000,50.1742,0.0000,0.0000,0.0000,39.8258,0.2160,0
0.7490,1,0.0000,0.0000,50.2938,0.0000,0.0000,0.0000,39.7062,0.2160,0
0.7500,1,0.0000,0.0000,50.4133,0.0000,0.0000,0.0000,39.5867,0.2190,0
0.7510,1,0.0000,0.0000,50.5326,0.0000,0.0000,0.0000,39.4674,0.2160,0
0.7520,1,0.0000,0.0000,50.6517,0.0000,0.0000,0.0000,39.3483,0.2170,0
0.7530,1,0.0000,0.0000,50.7706,0.0000,0.0000,0.0000,39.2294,0.2150,0
0.7540,1,0.0000,0.0000,50.8894,0.0000,0.0000,0.0000,39.1106,0.2170,0
0.7550,1,0.0000,0.0000,51.0079,0.0000,0.0000,0.0000,38.9921,0.2140,0
0.7560,1,0.0000,0.0000,51.1263,0.0000,0.0000,0.0000,38.8737,0.2190,0
0.7570,1,0.0000,0.0000,51.2445,0.0000,0.0000,0.0000,38.7555,0.2180,0
0.7580,1,0.0000,0.0000,51.3626,0.0000,0.0000,0.0000,38.6374,0.2150,0
0.7590,1,0.0000,0.0000,51.4804,0.0000,0.0000,0.0000,38.5196,0.2130,0
0.7600,1,0.0000,0.0000,51.5981,0.0000,0.0000,0.0000,38.4019,0.2140,0
0.7610,1,0.0000,0.0000,51.7156,0.0000,0.0000,0.0000,38.2844,0.2160,0
0.7620,1,0.0000,0.0000,51.8329,0.0000,0.0000,0.0000,38.1671,0.2160,0
0.7630,1,0.0000,0.0000,51.9500,0.0000,0.0000,0.0000,38.0500,0.2160,0
0.7640,1,0.0000,0.0000,52.0670,0.0000,0.0000,0.0000,37.9330,0.2140,0
0.7650,1,0.0000,0.0000,52.1837,0.0000,0.0000,0.0000,37.8163,0.2160,0
0.7660,1,0.0000,0.0000,52.3003,0.0000,0.0000,0.0000,37.6997,0.2170,0
0.7670,1,0.0000,0.0000,52.4167,0.0000,0.0000,0.0000,37.5833,0.2200,0
0.7680,1,0.0000,0.0000,52.5330,0.0000,0.0000,0.0000,37.4670,0.2160,0
0.7690,1,0.0000,0.0000,52.6490,0.0000,0.0000,0.0000,37.3510,0.2160,0
0.7700,1,0.0000,0.0000,52.7649,0.0000,0.0000,0.0000,37.2351,0.2150,0
0.7710,1,0.0000,0.0000,52.8806,0.0000,0.0000,0.0000,37.1194,0.2160,0
0.7720,1,0.0000,0.0000,52.9961,0.0000,0.0000,0.0000,37.0039,0.2160,0
0.7730,1,0.0000,0.0000,53.1114,0.0000,0.0000,0.0000,36.8886,0.2150,0
0.7740,1,0.0000,0.0000,53.2265,0.0000,0.0000,0.0000,36.7735,0.2150,0
0.7750,1,0.0000,0.0000,53.3415,0.0000,0.0000,0.0000,36.6585,0.2150,0
0.7760,1,0.0000,0.0000,53.4563,0.0000,0.0000,0.0000,36.5437,0.2150,0
0.7770,1,0.0000,0.0000,53.5709,0.0000,0.0000,0.0000,36.4291,0.2160,0
0.7780,1,0.0000,0.0000,53.6853,0.0000,0.0000,0.0000,36.3147,0.2140,0
0.7790,1,0.0000,0.0000,53.7996,0.0000,0.0000,0.0000,36.2004,0.2200,0
0.7800,1,0.0000,0.0000,53.9137,0.0000,0.0000,0.0000,36.0863,0.2180,0
0.7810,1,0.0000,0.0000,54.0275,0.0000,0.0000,0.0000,35.9725,0.2160,0
0.7820,1,0.0000,0.0000,54.1412,0.0000,0.0000,0.0000,35.8588,0.2190,0
0.7830,1,0.0000,0.0000,54.2548,0.0000,0.0000,0.0000,35.7452,0.2160,0
0.7840,1,0.0000,0.0000,54.3681,0.0000,0.0000,0.0000,35.6319,0.2210,0
0.7850,1,0.0000,0.0000,54.4813,0.0000,0.0000,0.0000,35.5187,0.2170,0
0.7860,1,0.0000,0.0000,54.5943,0.0000,0.0000,0.0000,35.4057,0.2170,0
0.7870,1,0.0000,0.0000,54.7071,0.0000,0.0000,0.0000,35.2929,0.2200,0
0.7880,1,0.0000,0.0000,54.8197,0.0000,0.0000,0.0000,35.1803,0.2150,0
0.7890,1,0.0000,0.0000,54.9322,0.0000,0.0000,0.0000,35.0678,0.2220,0
0.7900,1,0.0000,0.0000,55.0444,0.0000,0.0000,0.0000,34.9556,0.2170,0
0.7910,1,0.0000,0.0000,55.1565,0.0000,0.0000,0.0000,34.8435,0.2150,0
0.7920,1,0.0000,0.0000,55.2684,0.0000,0.0000,0.0000,34.7316,0.2160,0
0.7930,1,0.0000,0.0000,55.3802,0.0000,0.0000,0.0000,34.6198,0.2170,0
0.7940,1,0.0000,0.0000,55.4917,0.0000,0.0000,0.0000,34.5083,0.2160,0
0.7950,1,0.0000,0.0000,55.6031,0.0000,0.0000,0.0000,34.3969,0.2140,0
0.7960,1,0.0000,0.0000,55.7143,0.0000,0.0000,0.0000,34.2857,0.2200,0
0.7970,1,0.0000,0.0000,55.8253,0.0000,0.0000,0.0000,34.1747,0.2160,0
0.7980,1,0.0000,0.0000,55.9361,0.0000,0.0000,0.0000,34.0639,0.2150,0
0.7990,1,0.0000,0.0000,56.0468,0.0000,0.0000,0.0000,33.9532,0.2160,0
0.8000,1,0.0000,0.0000,56.1572,0.0000,0.0000,0.0000,33.8428,0.2150,0
0.8010,1,0.0000,0.0000,56.2675,0.0000,0.0000,0.0000,33.7325,0.2740,0
0.8020,1,0.0000,0.0000,56.3776,0.0000,0.0000,0.0000,33.6224,0.2210,0
0.8030,1,0.0000,0.0000,56.4875,0.0000,0.0000,0.0000,33.5125,0.2220,0
0.8040,1,0.0000,0.0000,56.5973,0.0000,0.0000,0.0000,33.4027,0.2210,0
0.8050,1,0.0000,0.0000,56.7069,0.0000,0.0000,0.0000,33.2931,0.2130,0
0.8060,1,0.0000,0.0000,56.8163,0.0000,0.0000,0.0000,33.1837,0.2140,0
0.8070,1,0.0000,0.0000,56.9255,0.0000,0.0000,0.0000,33.0745,0.2140,0
0.8080,1,0.0000,0.0000,57.0345,0.0000,0.0000,0.0000,32.9655,0.2180,0
0.8090,1,0.0000,0.0000,57.1433,0.0000,0.0000,0.0000,32.8567,0.2150,0
0.8100,1,0.0000,0.0000,57.2520,0.0000,0.0000,0.0000,32.7480,0.2150,0
0.8110,1,0.0000,0.0000,57.3605,0.0000,0.0000,0.0000,32.6395,0.2140,0
0.8120,1,0.0000,0.0000,57.4688,0.0000,0.0000,0.0000,32.5312,0.2160,0
0.8130,1,0.0000,0.0000,57.5769,0.0000,0.0000,0.0000,32.4231,0.2150,0
0.8140,1,0.0000,0.0000,57.6849,0.0000,0.0000,0.0000,32.3151,0.2140,0
0.8150,1,0.0000,0.0000,57.7926,0.0000,0.0000,0.0000,32.2074,0.2160,0
0.8160,1,0.0000,0.0000,57.9002,0.0000,0.0000,0.0000,32.0998,0.2160,0
0.8170,1,0.0000,0.0000,58.0076,0.0000,0.0000,0.0000,31.9924,0.2160,0
0.8180,1,0.0000,0.0000,58.1149,0.0000,0.0000,0.0000,31.8851,0.2130,0
0.8190,1,0.0000,0.0000,58.2219,0.0000,0.0000,0.0000,31.7781,0.2150,0
0.8200,1,0.0000,0.0000,58.3288,0.0000,0.0000,0.0000,31.6712,0.2150,0
0.8210,1,0.0000,0.0000,58.4355,0.0000,0.0000,0.0000,31.5645,0.2130,0
0.8220,1,0.0000,0.0000,58.5420,0.0000,0.0000,0.0000,31.4580,0.2150,0
0.8230,1,0.0000,0.0000,58.6483,0.0000,0.0000,0.0000,31.3517,0.2150,0
0.8240,1,0.0000,0.0000,58.7545,0.0000,0.0000,0.0000,31.2455,0.2160,0
0.8250,1,0.0000,0.0000,58.8604,0.0000,0.0000,0.0000,31.1396,0.2170,0
0.8260,1,0.0000,0.0000,58.9662,0.0000,0.0000,0.0000,31.0338,0.2160,0
0.8270,1,0.0000,0.0000,59.0718,0.0000,0.0000,0.0000,30.9282,0.2140,0
0.8280,1,0.0000,0.0000,59.1773,0.0000,0.0000,0.0000,30.8227,0.2160,0
0.8290,1,0.0000,0.0000,59.2825,0.0000,0.0000,0.0000,30.7175,0.2160,0
0.8300,1,0.0000,0.0000,59.3876,0.0000,0.0000,0.0000,30.6124,0.2150,0
0.8310,1,0.0000,0.0000,59.4925,0.0000,0.0000,0.0000,30.5075,0.2150,0
0.8320,1,0.0000,0.0000,59.5972,0.0000,0.0000,0.0000,30.4028,0.2160,0
0.8330,1,0.0000,0.0000,59.7017,0.0000,0.0000,0.0000,30.2983,0.2180,0
0.8340,1,0.0000,0.0000,59.8060,0.0000,0.0000,0.0000,30.1940,0.2220,0
0.8350,1,0.0000,0.0000,59.9102,0.0000,0.0000,0.0000,30.0898,0.2170,0
0.8360,1,0.0000,0.0000,60.0142,0.0000,0.0000,0.0000,29.9858,0.2290,0
0.8370,1,0.0000,0.0000,60.1180,0.0000,0.0000,0.0000,29.8820,0.2200,0
0.8380,1,0.0000,0.0000,60.2216,0.0000,0.0000,0.0000,29.7784,0.2190,0
0.8390,1,0.0000,0.0000,60.3251,0.0000,0.0000,0.0000,29.6749,0.2150,0
0.8400,1,0.0000,0.0000,60.4284,0.0000,0.0000,0.0000,29.5716,0.2140,0
0.8410,1,0.0000,0.0000,60.5314,0.0000,0.0000,0.0000,29.4686,0.2140,0
0.8420,1,0.0000,0.0000,60.6344,0.0000,0.0000,0.0000,29.3656,0.2150,0
0.8430,1,0.0000,0.0000,60.7371,0.0000,0.0000,0.0000,29.2629,0.2140,0
0.8440,1,0.0000,0.0000,60.8396,0.0000,0.0000,0.0000,29.1604,0.2140,0
0.8450,1,0.0000,0.0000,60.9420,0.0000,0.0000,0.0000,29.0580,0.2170,0
0.8460,1,0.0000,0.0000,61.0442,0.0000,0.0000,0.0000,28.9558,0.2150,0
0.8470,1,0.0000,0.0000,61.1462,0.0000,0.0000,0.0000,28.8538,0.2200,0
0.8480,1,0.0000,0.0000,61.2480,0.0000,0.0000,0.0000,28.7520,0.2160,0
0.8490,1,0.0000,0.0000,61.3497,0.0000,0.0000,0.0000,28.6503,0.2160,0
0.8500,1,0.0000,0.0000,61.4511,0.0000,0.0000,0.0000,28.5489,0.2160,0
0.8510,1,0.0000,0.0000,61.5524,0.0000,0.0000,0.0000,28.4476,0.2160,0
0.8520,1,0.0000,0.0000,61.6535,0.0000,0.0000,0.0000,28.3465,0.2190,0
0.8530,1,0.0000,0.0000,61.7545,0.0000,0.0000,0.0000,28.2455,0.2160,0
0.8540,1,0.0000,0.0000,61.8552,0.0000,0.0000,0.0000,28.1448,0.2160,0
0.8550,1,0.0000,0.0000,61.9558,0.0000,0.0000,0.0000,28.0442,0.2160,0
0.8560,1,0.0000,0.0000,62.0562,0.0000,0.0000,0.0000,27.9438,0.2130,0
0.8570,1,0.0000,0.0000,62.1564,0.0000,0.0000,0.0000,27.8436,0.2150,0
0.8580,1,0.0000,0.0000,62.2564,0.0000,0.0000,0.0000,27.7436,0.2140,0
0.8590,1,0.0000,0.0000,62.3563,0.0000,0.0000,0.0000,27.6437,0.2130,0
0.8600,1,0.0000,0.0000,62.4559,0.0000,0.0000,0.0000,27.5441,0.2160,0
0.8610,1,0.0000,0.0000,62.5554,0.0000,0.0000,0.0000,27.4446,0.2190,0
0.8620,1,0.0000,0.0000,62.6547,0.0000,0.0000,0.0000,27.3453,0.2130,0
0.8630,1,0.0000,0.0000,62.7539,0.0000,0.0000,0.0000,27.2461,0.2170,0
0.8640,1,0.0000,0.0000,62.8528,0.0000,0.0000,0.0000,27.1472,0.2160,0
0.8650,1,0.0000,0.0000,62.9516,0.0000,0.0000,0.0000,27.0484,0.2160,0
0.8660,1,0.0000,0.0000,63.0502,0.0000,0.0000,0.0000,26.9498,0.2140,0
0.8670,1,0.0000,0.0000,63.1486,0.0000,0.0000,0.0000,26.8514,0.2140,0
0.8680,1,0.0000,0.0000,63.2468,0.0000,0.0000,0.0000,26.7532,0.2200,0
0.8690,1,0.0000,0.0000,63.3448,0.0000,0.0000,0.0000,26.6552,0.2170,0
0.8700,1,0.0000,0.0000,63.4427,0.0000,0.0000,0.0000,26.5573,0.2160,0
0.8710,1,0.0000,0.0000,63.5404,0.0000,0.0000,0.0000,26.4596,0.2170,0
0.8720,1,0.0000,0.0000,63.6379,0.0000,0.0000,0.0000,26.3621,0.2140,0
0.8730,1,0.0000,0.0000,63.7352,0.0000,0.0000,0.0000,26.2648,0.2130,0
0.8740,1,0.0000,0.0000,63.8324,0.0000,0.0000,0.0000,26.1676,0.2150,0
0.8750,1,0.0000,0.0000,63.9294,0.0000,0.0000,0.0000,26.0706,0.2140,0
0.8760,1,0.0000,0.0000,64.0261,0.0000,0.0000,0.0000,25.9739,0.2140,0
0.8770,1,0.0000,0.0000,64.1228,0.0000,0.0000,0.0000,25.8772,0.2150,0
0.8780,1,0.0000,0.0000,64.2192,0.0000,0.0000,0.0000,25.7808,0.2190,0
0.8790,1,0.0000,0.0000,64.3154,0.0000,0.0000,0.0000,25.6846,0.2180,0
0.8800,1,0.0000,0.0000,64.4115,0.0000,0.0000,0.0000,25.5885,0.2140,0
0.8810,1,0.0000,0.0000,64.5074,0.0000,0.0000,0.0000,25.4926,0.2170,0
0.8820,1,0.0000,0.0000,64.6031,0.0000,0.0000,0.0000,25.3969,0.2130,0
0.8830,1,0.0000,0.0000,64.6986,0.0000,0.0000,0.0000,25.3014,0.2160,0
0.8840,1,0.0000,0.0000,64.7940,0.0000,0.0000,0.0000,25.2060,0.2230,0
0.8850,1,0.0000,0.0000,64.8891,0.0000,0.0000,0.0000,25.1109,0.2160,0
0.8860,1,0.0000,0.0000,64.9841,0.0000,0.0000,0.0000,25.0159,0.2150,0
0.8870,1,0.0000,0.0000,65.0789,0.0000,0.0000,0.0000,24.9211,0.2160,0
0.8880,1,0.0000,0.0000,65.1736,0.0000,0.0000,0.0000,24.8264,0.2170,0
0.8890,1,0.0000,0.0000,65.2680,0.0000,0.0000,0.0000,24.7320,0.2140,0
0.8900,1,0.0000,0.0000,65.3623,0.0000,0.0000,0.0000,24.6377,0.2150,0
0.8910,1,0.0000,0.0000,65.4564,0.0000,0.0000,0.0000,24.5436,0.2150,0
0.8920,1,0.0000,0.0000,65.5503,0.0000,0.0000,0.0000,24.4497,0.2160,0
0.8930,1,0.0000,0.0000,65.6440,0.0000,0.0000,0.0000,24.3560,0.2160,0
0.8940,1,0.0000,0.0000,65.7376,0.0000,0.0000,0.0000,24.2624,0.2150,0
0.8950,1,0.0000,0.0000,65.8309,0.0000,0.0000,0.0000,24.1691,0.2150,0
0.8960,1,0.0000,0.0000,65.9241,0.0000,0.0000,0.0000,24.0759,0.2140,0
0.8970,1,0.0000,0.0000,66.0171,0.0000,0.0000,0.0000,23.9829,0.2160,0
0.8980,1,0.0000,0.0000,66.1099,0.0000,0.0000,0.0000,23.8901,0.2170,0
0.8990,1,0.0000,0.0000,66.2026,0.0000,0.0000,0.0000,23.7974,0.2140,0
0.9000,1,0.0000,0.0000,66.2951,0.0000,0.0000,0.0000,23.7049,0.2170,0
0.9010,1,0.0000,0.0000,66.3874,0.0000,0.0000,0.0000,23.6126,0.2210,0
0.9020,1,0.0000,0.0000,66.4795,0.0000,0.0000,0.0000,23.5205,0.2170,0
0.9030,1,0.0000,0.0000,66.5714,0.0000,0.0000,0.0000,23.4286,0.2170,0
0.9040,1,0.0000,0.0000,66.6631,0.0000,0.0000,0.0000,23.3369,0.2210,0
0.9050,1,0.0000,0.0000,66.7547,0.0000,0.0000,0.0000,23.2453,0.2160,0
0.9060,1,0.0000,0.0000,66.8461,0.0000,0.0000,0.0000,23.1539,0.2200,0
0.9070,1,0.0000,0.0000,66.9373,0.0000,0.0000,0.0000,23.0627,0.2140,0
0.9080,1,0.0000,0.0000,67.0283,0.0000,0.0000,0.0000,22.9717,0.2140,0
0.9090,1,0.0000,0.0000,67.1192,0.0000,0.0000,0.0000,22.8808,0.2150,0
0.9100,1,0.0000,0.0000,67.2099,0.0000,0.0000,0.0000,22.7901,0.2160,0
0.9110,1,0.0000,0.0000,67.3003,0.0000,0.0000,0.0000,22.6997,0.2150,0
0.9120,1,0.0000,0.0000,67.3906,0.0000,0.0000,0.0000,22.6094,0.2130,0
0.9130,1,0.0000,0.0000,67.4808,0.0000,0.0000,0.0000,22.5192,0.2190,0
0.9140,1,0.0000,0.0000,67.5707,0.0000,0.0000,0.0000,22.4293,0.2160,0
0.9150,1,0.0000,0.0000,67.6605,0.0000,0.0000,0.0000,22.3395,0.2170,0
0.9160,1,0.0000,0.0000,67.7501,0.0000,0.0000,0.0000,22.2499,0.2240,0
0.9170,1,0.0000,0.0000,67.8395,0.0000,0.0000,0.0000,22.1605,0.2130,0
0.9180,1,0.0000,0.0000,67.9287,0.0000,0.0000,0.0000,22.0713,0.2160,0
0.9190,1,0.0000,0.0000,68.0178,0.0000,0.0000,0.0000,21.9822,0.2170,0
0.9200,1,0.0000,0.0000,68.1066,0.0000,0.0000,0.0000,21.8934,0.2140,0
0.9210,1,0.0000,0.0000,68.1953,0.0000,0.0000,0.0000,21.8047,0.2170,0
0.9220,1,0.0000,0.0000,68.2838,0.0000,0.0000,0.0000,21.7162,0.2150,0
0.9230,1,0.0000,0.0000,68.3722,0.0000,0.0000,0.0000,21.6278,0.2180,0
0.9240,1,0.0000,0.0000,68.4603,0.0000,0.0000,0.0000,21.5397,0.2200,0
0.9250,1,0.0000,0.0000,68.5483,0.0000,0.0000,0.0000,21.4517,0.2140,0
0.9260,1,0.0000,0.0000,68.6361,0.0000,0.0000,0.0000,21.3639,0.2150,0
0.9270,1,0.0000,0.0000,68.7237,0.0000,0.0000,0.0000,21.2763,0.2150,0
0.9280,1,0.0000,0.0000,68.8111,0.0000,0.0000,0.0000,21.1889,0.2190,0
0.9290,1,0.0000,0.0000,68.8984,0.0000,0.0000,0.0000,21.1016,0.2130,0
0.9300,1,0.0000,0.0000,68.9854,0.0000,0.0000,0.0000,21.0146,0.2170,0
0.9310,1,0.0000,0.0000,69.0723,0.0000,0.0000,0.0000,20.9277,0.2160,0
0.9320,1,0.0000,0.0000,69.1590,0.0000,0.0000,0.0000,20.8410,0.2150,0
0.9330,1,0.0000,0.0000,69.2455,0.0000,0.0000,0.0000,20.7545,0.2150,0
0.9340,1,0.0000,0.0000,69.3319,0.0000,0.0000,0.0000,20.6681,0.2150,0
0.9350,1,0.0000,0.0000,69.4181,0.0000,0.0000,0.0000,20.5819,0.2180,0
0.9360,1,0.0000,0.0000,69.5041,0.0000,0.0000,0.0000,20.4959,0.2210,0
0.9370,1,0.0000,0.0000,69.5899,0.0000,0.0000,0.0000,20.4101,0.2210,0
0.9380,1,0.0000,0.0000,69.6755,0.0000,0.0000,0.0000,20.3245,0.2170,0
0.9390,1,0.0000,0.0000,69.7609,0.0000,0.0000,0.0000,20.2391,0.2160,0
0.9400,1,0.0000,0.0000,69.8462,0.0000,0.0000,0.0000,20.1538,0.2190,0
0.9410,1,0.0000,0.0000,69.9313,0.0000,0.0000,0.0000,20.0687,0.2170,0
0.9420,1,0.0000,0.0000,70.0162,0.0000,0.0000,0.0000,19.9838,0.2170,0
0.9430,1,0.0000,0.0000,70.1009,0.0000,0.0000,0.0000,19.8991,0.2210,0
0.9440,1,0.0000,0.0000,70.1855,0.0000,0.0000,0.0000,19.8145,0.2150,0
0.9450,1,0.0000,0.0000,70.2698,0.0000,0.0000,0.0000,19.7302,0.2120,0
0.9460,1,0.0000,0.0000,70.3540,0.0000,0.0000,0.0000,19.6460,0.2200,0
0.9470,1,0.0000,0.0000,70.4380,0.0000,0.0000,0.0000,19.5620,0.2200,0
0.9480,1,0.0000,0.0000,70.5219,0.0000,0.0000,0.0000,19.4781,0.2140,0
0.9490,1,0.0000,0.0000,70.6055,0.0000,0.0000,0.0000,19.3945,0.2170,0
0.9500,1,0.0000,0.0000,70.6890,0.0000,0.0000,0.0000,19.3110,0.2150,0
0.9510,1,0.0000,0.0000,70.7723,0.0000,0.0000,0.0000,19.2277,0.2160,0
0.9520,1,0.0000,0.0000,70.8554,0.0000,0.0000,0.0000,19.1446,0.2170,0
0.9530,1,0.0000,0.0000,70.9383,0.0000,0.0000,0.0000,19.0617,0.2150,0
0.9540,1,0.0000,0.0000,71.0211,0.0000,0.0000,0.0000,18.9789,0.2140,0
0.9550,1,0.0000,0.0000,71.1036,0.0000,0.0000,0.0000,18.8964,0.2290,0
0.9560,1,0.0000,0.0000,71.1860,0.0000,0.0000,0.0000,18.8140,0.2210,0
0.9570,1,0.0000,0.0000,71.2682,0.0000,0.0000,0.0000,18.7318,0.2180,0
0.9580,1,0.0000,0.0000,71.3503,0.0000,0.0000,0.0000,18.6497,0.2220,0
0.9590,1,0.0000,0.0000,71.4321,0.0000,0.0000,0.0000,18.5679,0.2150,0
0.9600,1,0.0000,0.0000,71.5138,0.0000,0.0000,0.0000,18.4862,0.2150,0
0.9610,1,0.0000,0.0000,71.5953,0.0000,0.0000,0.0000,18.4047,0.2150,0
0.9620,1,0.0000,0.0000,71.6766,0.0000,0.0000,0.0000,18.3234,0.2140,0
0.9630,1,0.0000,0.0000,71.7577,0.0000,0.0000,0.0000,18.2423,0.2160,0
0.9640,1,0.0000,0.0000,71.8386,0.0000,0.0000,0.0000,18.1614,0.2210,0
