Time,Step,J1,J2,J3,J4,J5,J6,Q_Error,Exec_us,Reached
2.1180,2,0.0000,0.0000,67.0477,0.0000,0.0000,0.0000,67.0477,0.3680,0
2.1190,2,0.0000,0.0000,66.9568,0.0000,0.0000,0.0000,66.9568,0.3830,0
2.1200,2,0.0000,0.0000,66.8656,0.0000,0.0000,0.0000,66.8656,0.3950,0
2.1210,2,0.0000,0.0000,66.7742,0.0000,0.0000,0.0000,66.7742,0.2280,0
2.1220,2,0.0000,0.0000,66.6827,0.0000,0.0000,0.0000,66.6827,0.4030,0
2.1230,2,0.0000,0.0000,66.5910,0.0000,0.0000,0.0000,66.5910,0.2470,0
2.1240,2,0.0000,0.0000,66.4991,0.0000,0.0000,0.0000,66.4991,0.2220,0
2.1250,2,0.0000,0.0000,66.4070,0.0000,0.0000,0.0000,66.4070,0.2180,0
2.1260,2,0.0000,0.0000,66.3148,0.0000,0.0000,0.0000,66.3148,0.2200,0
2.1270,2,0.0000,0.0000,66.2224,0.0000,0.0000,0.0000,66.2224,0.2160,0
2.1280,2,0.0000,0.0000,66.1297,0.0000,0.0000,0.0000,66.1297,0.2150,0
2.1290,2,0.0000,0.0000,66.0370,0.0000,0.0000,0.0000,66.0370,0.2130,0
2.1300,2,0.0000,0.0000,65.9440,0.0000,0.0000,0.0000,65.9440,0.2140,0
2.1310,2,0.0000,0.0000,65.8508,0.0000,0.0000,0.0000,65.8508,0.2160,0
2.1320,2,0.0000,0.0000,65.7575,0.0000,0.0000,0.0000,65.7575,0.2140,0
2.1330,2,0.0000,0.0000,65.6640,0.0000,0.0000,0.0000,65.6640,0.2200,0
2.1340,2,0.0000,0.0000,65.5703,0.0000,0.0000,0.0000,65.5703,0.2170,0
2.1350,2,0.0000,0.0000,65.4764,0.0000,0.0000,0.0000,65.4764,0.4760,0
2.1360,2,0.0000,0.0000,65.3824,0.0000,0.0000,0.0000,65.3824,0.2830,0
2.1370,2,0.0000,0.0000,65.2882,0.0000,0.0000,0.0000,65.2882,0.2550,0
2.1380,2,0.0000,0.0000,65.1937,0.0000,0.0000,0.0000,65.1937,0.2580,0
2.1390,2,0.0000,0.0000,65.0992,0.0000,0.0000,0.0000,65.0992,0.8620,0
2.1400,2,0.0000,0.0000,65.0044,0.0000,0.0000,0.0000,65.0044,0.3530,0
2.1410,2,0.0000,0.0000,64.9094,0.0000,0.0000,0.0000,64.9094,0.3020,0
2.1420,2,0.0000,0.0000,64.8143,0.0000,0.0000,0.0000,64.8143,0.3550,0
2.1430,2,0.0000,0.0000,64.7190,0.0000,0.0000,0.0000,64.7190,0.2870,0
2.1440,2,0.0000,0.0000,64.6235,0.0000,0.0000,0.0000,64.6235,0.3340,0
2.1450,2,0.0000,0.0000,64.5278,0.0000,0.0000,0.0000,64.5278,0.2420,0
2.1460,2,0.0000,0.0000,64.4320,0.0000,0.0000,0.0000,64.4320,0.2200,0
2.1470,2,0.0000,0.0000,64.3360,0.0000,0.0000,0.0000,64.3360,0.2190,0
2.1480,2,0.0000,0.0000,64.2397,0.0000,0.0000,0.0000,64.2397,0.2200,0
2.1490,2,0.0000,0.0000,64.1434,0.0000,0.0000,0.0000,64.1434,0.2200,0
2.1500,2,0.0000,0.0000,64.0468,0.0000,0.0000,0.0000,64.0468,0.2180,0
2.1510,2,0.0000,0.0000,63.9500,0.0000,0.0000,0.0000,63.9500,0.2190,0
2.1520,2,0.0000,0.0000,63.8531,0.0000,0.0000,0.0000,63.8531,0.2170,0
2.1530,2,0.0000,0.0000,63.7560,0.0000,0.0000,0.0000,63.7560,0.2190,0
2.1540,2,0.0000,0.0000,63.6587,0.0000,0.0000,0.0000,63.6587,0.2190,0
2.1550,2,0.0000,0.0000,63.5612,0.0000,0.0000,0.0000,63.5612,0.2190,0
2.1560,2,0.0000,0.0000,63.4636,0.0000,0.0000,0.0000,63.4636,0.2180,0
2.1570,2,0.0000,0.0000,63.3658,0.0000,0.0000,0.0000,63.3658,0.2220,0
2.1580,2,0.0000,0.0000,63.2677,0.0000,0.0000,0.0000,63.2677,0.2180,0
2.1590,2,0.0000,0.0000,63.1696,0.0000,0.0000,0.0000,63.1696,0.2190,0
2.1600,2,0.0000,0.0000,63.0712,0.0000,0.0000,0.0000,63.0712,0.2190,0
2.1610,2,0.0000,0.0000,62.9726,0.0000,0.0000,0.0000,62.9726,0.2180,0
2.1620,2,0.0000,0.0000,62.8739,0.0000,0.0000,0.0000,62.8739,0.2160,0
2.1630,2,0.0000,0.0000,62.7750,0.0000,0.0000,0.0000,62.7750,0.2160,0
2.1640,2,0.0000,0.0000,62.6759,0.0000,0.0000,0.0000,62.6759,0.2130,0
2.1650,2,0.0000,0.0000,62.5766,0.0000,0.0000,0.0000,62.5766,0.2170,0
2.1660,2,0.0000,0.0000,62.4772,0.0000,0.0000,0.0000,62.4772,0.2150,0
2.1670,2,0.0000,0.0000,62.3776,0.0000,0.0000,0.0000,62.3776,0.2140,0
2.1680,2,0.0000,0.0000,62.2777,0.0000,0.0000,0.0000,62.2777,0.2110,0
2.1690,2,0.0000,0.0000,62.1778,0.0000,0.0000,0.0000,62.1778,0.2160,0
2.1700,2,0.0000,0.0000,62.0776,0.0000,0.0000,0.0000,62.0776,0.2160,0
2.1710,2,0.0000,0.0000,61.9772,0.0000,0.0000,0.0000,61.9772,0.2140,0
2.1720,2,0.0000,0.0000,61.8767,0.0000,0.0000,0.0000,61.8767,0.2180,0
2.1730,2,0.0000,0.0000,61.7760,0.0000,0.0000,0.0000,61.7760,0.2190,0
2.1740,2,0.0000,0.0000,61.6751,0.0000,0.0000,0.0000,61.6751,0.2160,0
2.1750,2,0.0000,0.0000,61.5740,0.0000,0.0000,0.0000,61.5740,0.2150,0
2.1760,2,0.0000,0.0000,61.4728,0.0000,0.0000,0.0000,61.4728,0.2140,0
2.1770,2,0.0000,0.0000,61.3714,0.0000,0.0000,0.0000,61.3714,0.2830,0
2.1780,2,0.0000,0.0000,61.2697,0.0000,0.0000,0.0000,61.2697,0.2930,0
2.1790,2,0.0000,0.0000,61.1680,0.0000,0.0000,0.0000,61.1680,0.2580,0
2.1800,2,0.0000,0.0000,61.0660,0.0000,0.0000,0.0000,61.0660,0.2840,0
2.1810,2,0.0000,0.0000,60.9638,0.0000,0.0000,0.0000,60.9638,0.2770,0
2.1820,2,0.0000,0.0000,60.8615,0.0000,0.0000,0.0000,60.8615,0.2680,0
2.1830,2,0.0000,0.0000,60.7590,0.0000,0.0000,0.0000,60.7590,0.3100,0
2.1840,2,0.0000,0.0000,60.6563,0.0000,0.0000,0.0000,60.6563,0.2760,0
2.1850,2,0.0000,0.0000,60.5534,0.0000,0.0000,0.0000,60.5534,0.2700,0
2.1860,2,0.0000,0.0000,60.4504,0.0000,0.0000,0.0000,60.4504,0.3380,0
2.1870,2,0.0000,0.0000,60.3472,0.0000,0.0000,0.0000,60.3472,0.2790,0
2.1880,2,0.0000,0.0000,60.2437,0.0000,0.0000,0.0000,60.2437,0.2470,0
2.1890,2,0.0000,0.0000,60.1402,0.0000,0.0000,0.0000,60.1402,0.2980,0
2.1900,2,0.0000,0.0000,60.0364,0.0000,0.0000,0.0000,60.0364,0.3480,0
2.1910,2,0.0000,0.0000,59.9324,0.0000,0.0000,0.0000,59.9324,0.3300,0
2.1920,2,0.0000,0.0000,59.8283,0.0000,0.0000,0.0000,59.8283,0.3910,0
2.1930,2,0.0000,0.0000,59.7240,0.0000,0.0000,0.0000,59.7240,0.2250,0
2.1940,2,0.0000,0.0000,59.6195,0.0000,0.0000,0.0000,59.6195,0.2450,0
2.1950,2,0.0000,0.0000,59.5148,0.0000,0.0000,0.0000,59.5148,0.2210,0
2.1960,2,0.0000,0.0000,59.4100,0.0000,0.0000,0.0000,59.4100,0.2170,0
2.1970,2,0.0000,0.0000,59.3050,0.0000,0.0000,0.0000,59.3050,0.2140,0
2.1980,2,0.0000,0.0000,59.1997,0.0000,0.0000,0.0000,59.1997,0.2160,0
2.1990,2,0.0000,0.0000,59.0944,0.0000,0.0000,0.0000,59.0944,0.2170,0
2.2000,2,0.0000,0.0000,58.9888,0.0000,0.0000,0.0000,58.9888,0.2140,0
2.2010,2,0.0000,0.0000,58.8830,0.0000,0.0000,0.0000,58.8830,0.2160,0
2.2020,2,0.0000,0.0000,58.7771,0.0000,0.0000,0.0000,58.7771,0.2150,0
2.2030,2,0.0000,0.0000,58.6710,0.0000,0.0000,0.0000,58.6710,0.2150,0
2.2040,2,0.0000,0.0000,58.5647,0.0000,0.0000,0.0000,58.5647,0.2190,0
2.2050,2,0.0000,0.0000,58.4582,0.0000,0.0000,0.0000,58.4582,0.2180,0
2.2060,2,0.0000,0.0000,58.3516,0.0000,0.0000,0.0000,58.3516,0.2180,0
2.2070,2,0.0000,0.0000,58.2448,0.0000,0.0000,0.0000,58.2448,0.2140,0
2.2080,2,0.0000,0.0000,58.1377,0.0000,0.0000,0.0000,58.1377,0.2410,0
2.2090,2,0.0000,0.0000,58.0306,0.0000,0.0000,0.0000,58.0306,0.3030,0
2.2100,2,0.0000,0.0000,57.9232,0.0000,0.0000,0.0000,57.9232,0.2860,0
2.2110,2,0.0000,0.0000,57.8156,0.0000,0.0000,0.0000,57.8156,0.3520,0
2.2120,2,0.0000,0.0000,57.7079,0.0000,0.0000,0.0000,57.7079,0.2830,0
2.2130,2,0.0000,0.0000,57.6000,0.0000,0.0000,0.0000,57.6000,0.2840,0
2.2140,2,0.0000,0.0000,57.4919,0.0000,0.0000,0.0000,57.4919,0.2830,0
2.2150,2,0.0000,0.0000,57.3836,0.0000,0.0000,0.0000,57.3836,0.2450,0
2.2160,2,0.0000,0.0000,57.2752,0.0000,0.0000,0.0000,57.2752,0.2200,0
2.2170,2,0.0000,0.0000,57.1666,0.0000,0.0000,0.0000,57.1666,0.4320,0
2.2180,2,0.0000,0.0000,57.0577,0.0000,0.0000,0.0000,57.0577,0.2690,0
2.2190,2,0.0000,0.0000,56.9488,0.0000,0.0000,0.0000,56.9488,0.4120,0
2.2200,2,0.0000,0.0000,56.8396,0.0000,0.0000,0.0000,56.8396,0.2470,0
2.2210,2,0.0000,0.0000,56.7302,0.0000,0.0000,0.0000,56.7302,0.2210,0
2.2220,2,0.0000,0.0000,56.6207,0.0000,0.0000,0.0000,56.6207,0.2200,0
2.2230,2,0.0000,0.0000,56.5110,0.0000,0.0000,0.0000,56.5110,0.2150,0
2.2240,2,0.0000,0.0000,56.4011,0.0000,0.0000,0.0000,56.4011,0.2160,0
2.2250,2,0.0000,0.0000,56.2910,0.0000,0.0000,0.0000,56.2910,0.2180,0
2.2260,2,0.0000,0.0000,56.1808,0.0000,0.0000,0.0000,56.1808,0.2150,0
2.2270,2,0.0000,0.0000,56.0704,0.0000,0.0000,0.0000,56.0704,0.2180,0
2.2280,2,0.0000,0.0000,55.9597,0.0000,0.0000,0.0000,55.9597,0.5380,0
2.2290,2,0.0000,0.0000,55.8490,0.0000,0.0000,0.0000,55.8490,0.3060,0
2.2300,2,0.0000,0.0000,55.7380,0.0000,0.0000,0.0000,55.7380,0.3920,0
2.2310,2,0.0000,0.0000,55.6268,0.0000,0.0000,0.0000,55.6268,0.2260,0
2.2320,2,0.0000,0.0000,55.5155,0.0000,0.0000,0.0000,55.5155,0.2220,0
2.2330,2,0.0000,0.0000,55.4040,0.0000,0.0000,0.0000,55.4040,0.2460,0
2.2340,2,0.0000,0.0000,55.2923,0.0000,0.0000,0.0000,55.2923,0.4250,0
2.2350,2,0.0000,0.0000,55.1804,0.0000,0.0000,0.0000,55.1804,0.3480,0
2.2360,2,0.0000,0.0000,55.0684,0.0000,0.0000,0.0000,55.0684,0.2480,0
2.2370,2,0.0000,0.0000,54.9562,0.0000,0.0000,0.0000,54.9562,0.2180,0
2.2380,2,0.0000,0.0000,54.8437,0.0000,0.0000,0.0000,54.8437,0.2170,0
2.2390,2,0.0000,0.0000,54.7312,0.0000,0.0000,0.0000,54.7312,0.2190,0
2.2400,2,0.0000,0.0000,54.6184,0.0000,0.0000,0.0000,54.6184,0.2150,0
2.2410,2,0.0000,0.0000,54.5054,0.0000,0.0000,0.0000,54.5054,0.2150,0
2.2420,2,0.0000,0.0000,54.3923,0.0000,0.0000,0.0000,54.3923,0.2200,0
2.2430,2,0.0000,0.0000,54.2790,0.0000,0.0000,0.0000,54.2790,0.2240,0
2.2440,2,0.0000,0.0000,54.1655,0.0000,0.0000,0.0000,54.1655,0.2150,0
2.2450,2,0.0000,0.0000,54.0518,0.0000,0.0000,0.0000,54.0518,0.2160,0
2.2460,2,0.0000,0.0000,53.9380,0.0000,0.0000,0.0000,53.9380,0.2180,0
2.2470,2,0.0000,0.0000,53.8240,0.0000,0.0000,0.0000,53.8240,0.2210,0
2.2480,2,0.0000,0.0000,53.7097,0.0000,0.0000,0.0000,53.7097,0.2170,0
2.2490,2,0.0000,0.0000,53.5954,0.0000,0.0000,0.0000,53.5954,0.2180,0
2.2500,2,0.0000,0.0000,53.4808,0.0000,0.0000,0.0000,53.4808,0.2920,0
2.2510,2,0.0000,0.0000,53.3660,0.0000,0.0000,0.0000,53.3660,0.2150,0
2.2520,2,0.0000,0.0000,53.2511,0.0000,0.0000,0.0000,53.2511,0.2150,0
2.2530,2,0.0000,0.0000,53.1360,0.0000,0.0000,0.0000,53.1360,0.2150,0
2.2540,2,0.0000,0.0000,53.0207,0.0000,0.0000,0.0000,53.0207,0.2170,0
2.2550,2,0.0000,0.0000,52.9052,0.0000,0.0000,0.0000,52.9052,0.2160,0
2.2560,2,0.0000,0.0000,52.7896,0.0000,0.0000,0.0000,52.7896,0.2170,0
2.2570,2,0.0000,0.0000,52.6738,0.0000,0.0000,0.0000,52.6738,0.2170,0
2.2580,2,0.0000,0.0000,52.5577,0.0000,0.0000,0.0000,52.5577,0.2160,0
2.2590,2,0.0000,0.0000,52.4416,0.0000,0.0000,0.0000,52.4416,0.2200,0
2.2600,2,0.0000,0.0000,52.3252,0.0000,0.0000,0.0000,52.3252,0.2170,0
2.2610,2,0.0000,0.0000,52.2086,0.0000,0.0000,0.0000,52.2086,0.2200,0
2.2620,2,0.0000,0.0000,52.0919,0.0000,0.0000,0.0000,52.0919,0.2190,0
2.2630,2,0.0000,0.0000,51.9750,0.0000,0.0000,0.0000,51.9750,0.2150,0
2.2640,2,0.0000,0.0000,51.8579,0.0000,0.0000,0.0000,51.8579,0.2180,0
2.2650,2,0.0000,0.0000,51.7406,0.0000,0.0000,0.0000,51.7406,0.2180,0
2.2660,2,0.0000,0.0000,51.6232,0.0000,0.0000,0.0000,51.6232,0.2170,0
2.2670,2,0.0000,0.0000,51.5056,0.0000,0.0000,0.0000,51.5056,0.2160,0
2.2680,2,0.0000,0.0000,51.3877,0.0000,0.0000,0.0000,51.3877,0.2180,0
2.2690,2,0.0000,0.0000,51.2698,0.0000,0.0000,0.0000,51.2698,0.2150,0
2.2700,2,0.0000,0.0000,51.1516,0.0000,0.0000,0.0000,51.1516,0.2150,0
2.2710,2,0.0000,0.0000,51.0332,0.0000,0.0000,0.0000,51.0332,0.2110,0
2.2720,2,0.0000,0.0000,50.9147,0.0000,0.0000,0.0000,50.9147,0.2140,0
2.2730,2,0.0000,0.0000,50.7960,0.0000,0.0000,0.0000,50.7960,0.2120,0
2.2740,2,0.0000,0.0000,50.6771,0.0000,0.0000,0.0000,50.6771,0.2120,0
2.2750,2,0.0000,0.0000,50.5580,0.0000,0.0000,0.0000,50.5580,0.2170,0
2.2760,2,0.0000,0.0000,50.4388,0.0000,0.0000,0.0000,50.4388,0.2190,0
2.2770,2,0.0000,0.0000,50.3194,0.0000,0.0000,0.0000,50.3194,0.2160,0
2.2780,2,0.0000,0.0000,50.1997,0.0000,0.0000,0.0000,50.1997,0.2160,0
2.2790,2,0.0000,0.0000,50.0800,0.0000,0.0000,0.0000,50.0800,0.2140,0
2.2800,2,0.0000,0.0000,49.9600,0.0000,0.0000,0.0000,49.9600,0.2140,0
2.2810,2,0.0000,0.0000,49.8398,0.0000,0.0000,0.0000,49.8398,0.2140,0
2.2820,2,0.0000,0.0000,49.7195,0.0000,0.0000,0.0000,49.7195,0.2140,0
2.2830,2,0.0000,0.0000,49.5990,0.0000,0.0000,0.0000,49.5990,0.2130,0
2.2840,2,0.0000,0.0000,49.4783,0.0000,0.0000,0.0000,49.4783,0.2160,0
2.2850,2,0.0000,0.0000,49.3574,0.0000,0.0000,0.0000,49.3574,0.2170,0
2.2860,2,0.0000,0.0000,49.2364,0.0000,0.0000,0.0000,49.2364,0.2150,0
2.2870,2,0.0000,0.0000,49.1152,0.0000,0.0000,0.0000,49.1152,0.2130,0
2.2880,2,0.0000,0.0000,48.9937,0.0000,0.0000,0.0000,48.9937,0.2390,0
2.2890,2,0.0000,0.0000,48.8722,0.0000,0.0000,0.0000,48.8722,0.2140,0
2.2900,2,0.0000,0.0000,48.7504,0.0000,0.0000,0.0000,48.7504,0.2110,0
2.2910,2,0.0000,0.0000,48.6284,0.0000,0.0000,0.0000,48.6284,0.2110,0
2.2920,2,0.0000,0.0000,48.5063,0.0000,0.0000,0.0000,48.5063,0.2120,0
2.2930,2,0.0000,0.0000,48.3840,0.0000,0.0000,0.0000,48.3840,0.2110,0
2.2940,2,0.0000,0.0000,48.2615,0.0000,0.0000,0.0000,48.2615,0.2140,0
2.2950,2,0.0000,0.0000,48.1388,0.0000,0.0000,0.0000,48.1388,0.2150,0
2.2960,2,0.0000,0.0000,48.0160,0.0000,0.0000,0.0000,48.0160,0.3020,0
2.2970,2,0.0000,0.0000,47.8930,0.0000,0.0000,0.0000,47.8930,0.2140,0
2.2980,2,0.0000,0.0000,47.7697,0.0000,0.0000,0.0000,47.7697,0.2140,0
2.2990,2,0.0000,0.0000,47.6464,0.0000,0.0000,0.0000,47.6464,0.2130,0
2.3000,2,0.0000,0.0000,47.5228,0.0000,0.0000,0.0000,47.5228,0.2110,0
2.3010,2,0.0000,0.0000,47.3990,0.0000,0.0000,0.0000,47.3990,0.2090,0
2.3020,2,0.0000,0.0000,47.2751,0.0000,0.0000,0.0000,47.2751,0.2130,0
2.3030,2,0.0000,0.0000,47.1510,0.0000,0.0000,0.0000,47.1510,0.2190,0
2.3040,2,0.0000,0.0000,47.0267,0.0000,0.0000,0.0000,47.0267,0.2210,0
2.3050,2,0.0000,0.0000,46.9022,0.0000,0.0000,0.0000,46.9022,0.2140,0
2.3060,2,0.0000,0.0000,46.7776,0.0000,0.0000,0.0000,46.7776,0.2170,0
2.3070,2,0.0000,0.0000,46.6528,0.0000,0.0000,0.0000,46.6528,0.2180,0
2.3080,2,0.0000,0.0000,46.5277,0.0000,0.0000,0.0000,46.5277,0.2120,0
2.3090,2,0.0000,0.0000,46.4026,0.0000,0.0000,0.0000,46.4026,0.2140,0
2.3100,2,0.0000,0.0000,46.2772,0.0000,0.0000,0.0000,46.2772,0.2140,0
2.3110,2,0.0000,0.0000,46.1516,0.0000,0.0000,0.0000,46.1516,0.2140,0
2.3120,2,0.0000,0.0000,46.0259,0.0000,0.0000,0.0000,46.0259,0.2180,0
2.3130,2,0.0000,0.0000,45.9000,0.0000,0.0000,0.0000,45.9000,0.2110,0
2.3140,2,0.0000,0.0000,45.7739,0.0000,0.0000,0.0000,45.7739,0.2150,0
2.3150,2,0.0000,0.0000,45.6476,0.0000,0.0000,0.0000,45.6476,0.2150,0
2.3160,2,0.0000,0.0000,45.5212,0.0000,0.0000,0.0000,45.5212,0.2170,0
2.3170,2,0.0000,0.0000,45.3946,0.0000,0.0000,0.0000,45.3946,0.2160,0
2.3180,2,0.0000,0.0000,45.2677,0.0000,0.0000,0.0000,45.2677,0.2180,0
2.3190,2,0.0000,0.0000,45.1408,0.0000,0.0000,0.0000,45.1408,0.2120,0
2.3200,2,0.0000,0.0000,45.0136,0.0000,0.0000,0.0000,45.0136,0.2120,0
2.3210,2,0.0000,0.0000,44.8864,0.0000,0.0000,0.0000,44.8864,0.2540,0
2.3220,2,0.0000,0.0000,44.7594,0.0000,0.0000,0.0000,44.7594,0.2150,0
2.3230,2,0.0000,0.0000,44.6325,0.0000,0.0000,0.0000,44.6325,0.2120,0
2.3240,2,0.0000,0.0000,44.5058,0.0000,0.0000,0.0000,44.5058,0.2140,0
2.3250,2,0.0000,0.0000,44.3793,0.0000,0.0000,0.0000,44.3793,0.2160,0
2.3260,2,0.0000,0.0000,44.2530,0.0000,0.0000,0.0000,44.2530,0.2120,0
2.3270,2,0.0000,0.0000,44.1269,0.0000,0.0000,0.0000,44.1269,0.2130,0
2.3280,2,0.0000,0.0000,44.0010,0.0000,0.0000,0.0000,44.0010,0.2150,0
2.3290,2,0.0000,0.0000,43.8752,0.0000,0.0000,0.0000,43.8752,0.2140,0
2.3300,2,0.0000,0.0000,43.7496,0.0000,0.0000,0.0000,43.7496,0.2130,0
2.3310,2,0.0000,0.0000,43.6242,0.0000,0.0000,0.0000,43.6242,0.2130,0
2.3320,2,0.0000,0.0000,43.4990,0.0000,0.0000,0.0000,43.4990,0.2150,0
2.3330,2,0.0000,0.0000,43.3739,0.0000,0.0000,0.0000,43.3739,0.2130,0
2.3340,2,0.0000,0.0000,43.2491,0.0000,0.0000,0.0000,43.2491,0.2150,0
2.3350,2,0.0000,0.0000,43.1244,0.0000,0.0000,0.0000,43.1244,0.2130,0
2.3360,2,0.0000,0.0000,42.9999,0.0000,0.0000,0.0000,42.9999,0.2140,0
2.3370,2,0.0000,0.0000,42.8755,0.0000,0.0000,0.0000,42.8755,0.2160,0
2.3380,2,0.0000,0.0000,42.7514,0.0000,0.0000,0.0000,42.7514,0.2110,0
2.3390,2,0.0000,0.0000,42.6274,0.0000,0.0000,0.0000,42.6274,0.2170,0
2.3400,2,0.0000,0.0000,42.5036,0.0000,0.0000,0.0000,42.5036,0.2150,0
2.3410,2,0.0000,0.0000,42.3800,0.0000,0.0000,0.0000,42.3800,0.2160,0
2.3420,2,0.0000,0.0000,42.2566,0.0000,0.0000,0.0000,42.2566,0.2160,0
2.3430,2,0.0000,0.0000,42.1333,0.0000,0.0000,0.0000,42.1333,0.2170,0
2.3440,2,0.0000,0.0000,42.0103,0.0000,0.0000,0.0000,42.0103,0.2160,0
2.3450,2,0.0000,0.0000,41.8874,0.0000,0.0000,0.0000,41.8874,0.2150,0
2.3460,2,0.0000,0.0000,41.7647,0.0000,0.0000,0.0000,41.7647,0.2160,0
2.3470,2,0.0000,0.0000,41.6421,0.0000,0.0000,0.0000,41.6421,0.2270,0
2.3480,2,0.0000,0.0000,41.5198,0.0000,0.0000,0.0000,41.5198,0.2200,0
2.3490,2,0.0000,0.0000,41.3976,0.0000,0.0000,0.0000,41.3976,0.2150,0
2.3500,2,0.0000,0.0000,41.2756,0.0000,0.0000,0.0000,41.2756,0.2120,0
2.3510,2,0.0000,0.0000,41.1538,0.0000,0.0000,0.0000,41.1538,0.2160,0
2.3520,2,0.0000,0.0000,41.0322,0.0000,0.0000,0.0000,41.0322,0.2130,0
2.3530,2,0.0000,0.0000,40.9108,0.0000,0.0000,0.0000,40.9108,0.2130,0
2.3540,2,0.0000,0.0000,40.7895,0.0000,0.0000,0.0000,40.7895,0.2140,0
2.3550,2,0.0000,0.0000,40.6684,0.0000,0.0000,0.0000,40.6684,0.2120,0
2.3560,2,0.0000,0.0000,40.5475,0.0000,0.0000,0.0000,40.5475,0.2130,0
2.3570,2,0.0000,0.0000,40.4268,0.0000,0.0000,0.0000,40.4268,0.2130,0
2.3580,2,0.0000,0.0000,40.3062,0.0000,0.0000,0.0000,40.3062,0.2150,0
2.3590,2,0.0000,0.0000,40.1858,0.0000,0.0000,0.0000,40.1858,0.2130,0
2.3600,2,0.0000,0.0000,40.0657,0.0000,0.0000,0.0000,40.0657,0.2120,0
2.3610,2,0.0000,0.0000,39.9456,0.0000,0.0000,0.0000,39.9456,0.2150,0
2.3620,2,0.0000,0.0000,39.8258,0.0000,0.0000,0.0000,39.8258,0.2140,0
2.3630,2,0.0000,0.0000,39.7062,0.0000,0.0000,0.0000,39.7062,0.2160,0
2.3640,2,0.0000,0.0000,39.5867,0.0000,0.0000,0.0000,39.5867,0.2130,0
2.3650,2,0.0000,0.0000,39.4674,0.0000,0.0000,0.0000,39.4674,0.2150,0
2.3660,2,0.0000,0.0000,39.3483,0.0000,0.0000,0.0000,39.3483,0.2150,0
2.3670,2,0.0000,0.0000,39.2294,0.0000,0.0000,0.0000,39.2294,0.2190,0
2.3680,2,0.0000,0.0000,39.1106,0.0000,0.0000,0.0000,39.1106,0.2160,0
2.3690,2,0.0000,0.0000,38.9921,0.0000,0.0000,0.0000,38.9921,0.2140,0
2.3700,2,0.0000,0.0000,38.8737,0.0000,0.0000,0.0000,38.8737,0.2140,0
2.3710,2,0.0000,0.0000,38.7555,0.0000,0.0000,0.0000,38.7555,0.2130,0
2.3720,2,0.0000,0.0000,38.6374,0.0000,0.0000,0.0000,38.6374,0.2140,0
2.3730,2,0.0000,0.0000,38.5196,0.0000,0.0000,0.0000,38.5196,0.2140,0
2.3740,2,0.0000,0.0000,38.4019,0.0000,0.0000,0.0000,38.4019,0.2120,0
2.3750,2,0.0000,0.0000,38.2844,0.0000,0.0000,0.0000,38.2844,0.2180,0
2.3760,2,0.0000,0.0000,38.1671,0.0000,0.0000,0.0000,38.1671,0.2190,0
2.3770,2,0.0000,0.0000,38.0500,0.0000,0.0000,0.0000,38.0500,0.2180,0
2.3780,2,0.0000,0.0000,37.9330,0.0000,0.0000,0.0000,37.9330,0.2170,0
2.3790,2,0.0000,0.0000,37.8163,0.0000,0.0000,0.0000,37.8163,0.2180,0
2.3800,2,0.0000,0.0000,37.6997,0.0000,0.0000,0.0000,37.6997,0.2170,0
2.3810,2,0.0000,0.0000,37.5833,0.0000,0.0000,0.0000,37.5833,0.2130,0
2.3820,2,0.0000,0.0000,37.4670,0.0000,0.0000,0.0000,37.4670,0.2150,0
2.3830,2,0.0000,0.0000,37.3510,0.0000,0.0000,0.0000,37.3510,0.2140,0
2.3840,2,0.0000,0.0000,37.2351,0.0000,0.0000,0.0000,37.2351,0.2140,0
2.3850,2,0.0000,0.0000,37.1194,0.0000,0.0000,0.0000,37.1194,0.2200,0
2.3860,2,0.0000,0.0000,37.0039,0.0000,0.0000,0.0000,37.0039,0.2140,0
2.3870,2,0.0000,0.0000,36.8886,0.0000,0.0000,0.0000,36.8886,0.2120,0
2.3880,2,0.0000,0.0000,36.7735,0.0000,0.0000,0.0000,36.7735,0.2130,0
2.3890,2,0.0000,0.0000,36.6585,0.0000,0.0000,0.0000,36.6585,0.2160,0
2.3900,2,0.0000,0.0000,36.5437,0.0000,0.0000,0.0000,36.5437,0.2140,0
2.3910,2,0.0000,0.0000,36.4291,0.0000,0.0000,0.0000,36.4291,0.2140,0
2.3920,2,0.0000,0.0000,36.3147,0.0000,0.0000,0.0000,36.3147,0.2140,0
2.3930,2,0.0000,0.0000,36.2004,0.0000,0.0000,0.0000,36.2004,0.2120,0
2.3940,2,0.0000,0.0000,36.0863,0.0000,0.0000,0.0000,36.0863,0.2140,0
2.3950,2,0.0000,0.0000,35.9725,0.0000,0.0000,0.0000,35.9725,0.2160,0
2.3960,2,0.0000,0.0000,35.8588,0.0000,0.0000,0.0000,35.8588,0.2160,0
2.3970,2,0.0000,0.0000,35.7452,0.0000,0.0000,0.0000,35.7452,0.2140,0
2.3980,2,0.0000,0.0000,35.6319,0.0000,0.0000,0.0000,35.6319,0.2130,0
2.3990,2,0.0000,0.0000,35.5187,0.0000,0.0000,0.0000,35.5187,0.2160,0
2.4000,2,0.0000,0.0000,35.4057,0.0000,0.0000,0.0000,35.4057,0.2150,0
2.4010,2,0.0000,0.0000,35.2929,0.0000,0.0000,0.0000,35.2929,0.2140,0
