Time,Step,Target_J1,Target_J2,Target_J3,Target_J4,Target_J5,Target_J6,Actual_J1,Actual_J2,Actual_J3,Actual_J4,Actual_J5,Actual_J6,Q_Error,Exec_us
0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0004,0.0006,0.0011,-0.0030,0.0010,0.0018,0.0038,0.2270
0.0010,1,0.0000,0.0000,0.0001,0.0000,0.0001,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0037,0.0960
0.0020,1,0.0000,0.0000,0.0004,0.0000,0.0005,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0036,0.3360
0.0030,1,0.0000,0.0000,0.0008,0.0000,0.0010,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0035,0.0650
0.0040,1,0.0000,0.0000,0.0014,0.0000,0.0018,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0036,0.0960
0.0050,1,0.0000,0.0000,0.0023,0.0000,0.0028,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0041,0.0670
0.0060,1,0.0000,0.0000,0.0032,0.0000,0.0041,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0052,0.1300
0.0070,1,0.0000,0.0000,0.0044,0.0000,0.0055,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0066,0.0860
0.0080,1,0.0000,0.0000,0.0058,0.0000,0.0072,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0086,0.1340
0.0090,1,0.0000,0.0000,0.0073,0.0000,0.0091,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0108,0.0650
0.0100,1,0.0000,0.0000,0.0090,0.0000,0.0113,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0135,0.0640
0.0110,1,0.0000,0.0000,0.0109,0.0000,0.0136,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0164,0.0800
0.0120,1,0.0000,0.0000,0.0130,0.0000,0.0162,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0196,0.0700
0.0130,1,0.0000,0.0000,0.0152,0.0000,0.0190,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0232,0.1060
0.0140,1,0.0000,0.0000,0.0176,0.0000,0.0221,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0270,0.0710
0.0150,1,0.0000,0.0000,0.0203,0.0000,0.0253,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0312,0.2850
0.0160,1,0.0000,0.0000,0.0230,0.0000,0.0288,0.0000,0.0004,0.0005,0.0011,-0.0030,0.0010,0.0018,0.0356,0.3030
0.0170,1,0.0000,0.0000,0.0260,0.0000,0.0325,0.0000,0.0004,0.0005,0.0012,-0.0030,0.0010,0.0018,0.0403,0.0640
0.0180,1,0.0000,0.0000,0.0292,0.0000,0.0365,0.0000,0.0004,0.0005,0.0012,-0.0030,0.0010,0.0018,0.0453,0.0620
0.0190,1,0.0000,0.0000,0.0325,0.0000,0.0406,0.0000,0.0004,0.0005,0.0012,-0.0030,0.0010,0.0018,0.0506,0.0620
0.0200,1,0.0000,0.0000,0.0360,0.0000,0.0450,0.0000,0.0004,0.0005,0.0012,-0.0030,0.0010,0.0018,0.0562,0.0650
0.0210,1,0.0000,0.0000,0.0397,0.0000,0.0496,0.0000,0.0004,0.0005,0.0012,-0.0030,0.0010,0.0018,0.0621,0.0650
0.0220,1,0.0000,0.0000,0.0436,0.0000,0.0545,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.0683,0.0650
0.0230,1,0.0000,0.0000,0.0476,0.0000,0.0595,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.0748,0.0630
0.0240,1,0.0000,0.0000,0.0518,0.0000,0.0648,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.0816,0.1100
0.0250,1,0.0000,0.0000,0.0563,0.0000,0.0703,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.0886,0.0860
0.0260,1,0.0000,0.0000,0.0608,0.0000,0.0761,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.0960,0.4550
0.0270,1,0.0000,0.0000,0.0656,0.0000,0.0820,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.1036,0.0650
0.0280,1,0.0000,0.0000,0.0706,0.0000,0.0882,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.1115,0.0670
0.0290,1,0.0000,0.0000,0.0757,0.0000,0.0946,0.0000,0.0004,0.0004,0.0012,-0.0030,0.0010,0.0018,0.1197,0.0660
0.0300,1,0.0000,0.0000,0.0810,0.0000,0.1013,0.0000,0.0004,0.0004,0.0012,-0.0028,0.0010,0.0018,0.1282,0.4480
0.0310,1,0.0000,0.0000,0.0865,0.0000,0.1081,0.0000,0.0004,0.0004,0.0012,-0.0028,0.0010,0.0018,0.1370,0.0660
0.0320,1,0.0000,0.0000,0.0922,0.0000,0.1152,0.0000,0.0004,0.0004,0.0012,-0.0028,0.0010,0.0018,0.1461,0.0640
0.0330,1,0.0000,0.0000,0.0980,0.0000,0.1225,0.0000,0.0004,0.0004,0.0012,-0.0028,0.0010,0.0018,0.1554,0.0680
0.0340,1,0.0000,0.0000,0.1040,0.0000,0.1301,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.1652,0.0760
0.0350,1,0.0000,0.0000,0.1103,0.0000,0.1378,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.1751,0.0680
0.0360,1,0.0000,0.0000,0.1166,0.0000,0.1458,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.1853,0.0650
0.0370,1,0.0000,0.0000,0.1232,0.0000,0.1540,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.1958,0.0650
0.0380,1,0.0000,0.0000,0.1300,0.0000,0.1625,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.2066,0.0640
0.0390,1,0.0000,0.0000,0.1369,0.0000,0.1711,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.2177,0.0640
0.0400,1,0.0000,0.0000,0.1440,0.0000,0.1800,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.2291,0.0650
0.0410,1,0.0000,0.0000,0.1513,0.0000,0.1891,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.2409,0.0770
0.0420,1,0.0000,0.0000,0.1588,0.0000,0.1985,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.2528,0.6380
0.0430,1,0.0000,0.0000,0.1664,0.0000,0.2080,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.2651,0.4380
0.0440,1,0.0000,0.0000,0.1742,0.0000,0.2178,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.2776,0.0380
0.0450,1,0.0000,0.0000,0.1823,0.0000,0.2278,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.2904,0.0610
0.0460,1,0.0000,0.0000,0.1904,0.0000,0.2381,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.3035,0.0620
0.0470,1,0.0000,0.0000,0.1988,0.0000,0.2485,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.3169,0.0660
0.0480,1,0.0000,0.0000,0.2074,0.0000,0.2592,0.0000,0.0004,0.0004,0.0009,-0.0028,0.0010,0.0018,0.3306,0.0660
0.0490,1,0.0000,0.0000,0.2161,0.0000,0.2701,0.0000,0.0004,0.0004,0.0011,-0.0028,0.0010,0.0018,0.3445,0.0770
0.0500,1,0.0000,0.0000,0.2250,0.0000,0.2813,0.0000,0.0004,0.0002,0.0011,-0.0028,0.0010,0.0018,0.3588,0.1480
0.0510,1,0.0000,0.0000,0.2341,0.0000,0.2926,0.0000,0.0004,0.0002,0.0011,-0.0028,0.0010,0.0018,0.3733,0.0470
0.0520,1,0.0000,0.0000,0.2434,0.0000,0.3042,0.0000,0.0004,0.0002,0.0012,-0.0028,0.0010,0.0018,0.3881,0.0670
0.0530,1,0.0000,0.0000,0.2528,0.0000,0.3160,0.0000,0.0004,0.0002,0.0012,-0.0028,0.0010,0.0018,0.4032,0.5390
0.0540,1,0.0000,0.0000,0.2624,0.0000,0.3281,0.0000,0.0004,0.0002,0.0013,-0.0028,0.0010,0.0018,0.4186,0.0650
0.0550,1,0.0000,0.0000,0.2723,0.0000,0.3403,0.0000,0.0004,0.0002,0.0013,-0.0028,0.0010,0.0018,0.4343,0.0640
0.0560,1,0.0000,0.0000,0.2822,0.0000,0.3528,0.0000,0.0004,0.0002,0.0013,-0.0028,0.0010,0.0018,0.4502,0.1020
0.0570,1,0.0000,0.0000,0.2924,0.0000,0.3655,0.0000,0.0004,0.0002,0.0014,-0.0028,0.0011,0.0018,0.4663,0.1150
0.0580,1,0.0000,0.0000,0.3028,0.0000,0.3785,0.0000,0.0004,0.0002,0.0016,-0.0028,0.0013,0.0018,0.4827,0.0650
0.0590,1,0.0000,0.0000,0.3133,0.0000,0.3916,0.0000,0.0004,0.0002,0.0018,-0.0028,0.0014,0.0018,0.4993,0.0650
0.0600,1,0.0000,0.0000,0.3240,0.0000,0.4050,0.0000,0.0004,0.0002,0.0020,-0.0028,0.0016,0.0018,0.5162,0.0650
0.0610,1,0.0000,0.0000,0.3349,0.0000,0.4186,0.0000,0.0004,0.0002,0.0023,-0.0028,0.0018,0.0018,0.5332,0.0650
0.0620,1,0.0000,0.0000,0.3460,0.0000,0.4325,0.0000,0.0004,0.0003,0.0027,-0.0028,0.0023,0.0018,0.5503,0.4440
0.0630,1,0.0000,0.0000,0.3572,0.0000,0.4465,0.0000,0.0004,0.0003,0.0032,-0.0027,0.0029,0.0018,0.5676,0.0640
0.0640,1,0.0000,0.0000,0.3686,0.0000,0.4608,0.0000,0.0004,0.0003,0.0038,-0.0027,0.0035,0.0018,0.5850,0.0650
0.0650,1,0.0000,0.0000,0.3803,0.0000,0.4753,0.0000,0.0004,0.0003,0.0045,-0.0027,0.0044,0.0018,0.6025,0.0650
0.0660,1,0.0000,0.0000,0.3920,0.0000,0.4901,0.0000,0.0004,0.0003,0.0052,-0.0027,0.0053,0.0018,0.6202,0.0660
0.0670,1,0.0000,0.0000,0.4040,0.0000,0.5050,0.0000,0.0004,0.0003,0.0062,-0.0027,0.0064,0.0018,0.6378,0.0650
0.0680,1,0.0000,0.0000,0.4162,0.0000,0.5202,0.0000,0.0004,0.0003,0.0062,-0.0027,0.0064,0.0018,0.6573,0.0470
0.0690,1,0.0000,0.0000,0.4285,0.0000,0.5356,0.0000,0.0004,0.0003,0.0073,-0.0027,0.0078,0.0018,0.6753,0.5140
0.0700,1,0.0000,0.0000,0.4410,0.0000,0.5513,0.0000,0.0004,0.0001,0.0085,-0.0027,0.0093,0.0018,0.6934,0.0650
0.0710,1,0.0000,0.0000,0.4537,0.0000,0.5671,0.0000,0.0004,0.0001,0.0098,-0.0027,0.0110,0.0018,0.7116,0.0630
0.0720,1,0.0000,0.0000,0.4666,0.0000,0.5832,0.0000,0.0004,0.0002,0.0113,-0.0027,0.0131,0.0018,0.7296,0.4320
0.0730,1,0.0000,0.0000,0.4796,0.0000,0.5995,0.0000,0.0004,0.0002,0.0130,-0.0027,0.0155,0.0018,0.7476,0.0660
0.0740,1,0.0000,0.0000,0.4928,0.0000,0.6161,0.0000,0.0004,0.0002,0.0149,-0.0027,0.0180,0.0018,0.7656,0.0650
0.0750,1,0.0000,0.0000,0.5063,0.0000,0.6328,0.0000,0.0004,0.0000,0.0169,-0.0027,0.0208,0.0018,0.7836,0.5110
0.0760,1,0.0000,0.0000,0.5198,0.0000,0.6498,0.0000,0.0004,0.0000,0.0215,-0.0027,0.0272,0.0018,0.7975,0.1270
0.0770,1,0.0000,0.0000,0.5336,0.0000,0.6670,0.0000,0.0004,-0.0001,0.0243,-0.0027,0.0309,0.0018,0.8149,0.0720
0.0780,1,0.0000,0.0000,0.5476,0.0000,0.6845,0.0000,0.0004,-0.0002,0.0270,-0.0025,0.0347,0.0018,0.8326,0.0660
0.0790,1,0.0000,0.0000,0.5617,0.0000,0.7021,0.0000,0.0004,-0.0003,0.0300,-0.0025,0.0389,0.0018,0.8501,0.0780
0.0800,1,0.0000,0.0000,0.5760,0.0000,0.7200,0.0000,0.0004,-0.0004,0.0330,-0.0025,0.0432,0.0018,0.8677,0.0640
0.0810,1,0.0000,0.0000,0.5905,0.0000,0.7381,0.0000,0.0004,-0.0005,0.0364,-0.0025,0.0479,0.0018,0.8851,0.0640
0.0820,1,0.0000,0.0000,0.6052,0.0000,0.7565,0.0000,0.0004,-0.0006,0.0399,-0.0026,0.0526,0.0018,0.9027,0.0640
0.0830,1,0.0000,0.0000,0.6200,0.0000,0.7750,0.0000,0.0004,-0.0008,0.0436,-0.0026,0.0577,0.0018,0.9202,0.0640
0.0840,1,0.0000,0.0000,0.6350,0.0000,0.7938,0.0000,0.0004,-0.0009,0.0476,-0.0026,0.0628,0.0018,0.9377,0.0640
0.0850,1,0.0000,0.0000,0.6503,0.0000,0.8128,0.0000,0.0004,-0.0011,0.0516,-0.0026,0.0683,0.0018,0.9554,0.0760
0.0860,1,0.0000,0.0000,0.6656,0.0000,0.8321,0.0000,0.0004,-0.0012,0.0557,-0.0026,0.0740,0.0018,0.9730,0.0650
0.0870,1,0.0000,0.0000,0.6812,0.0000,0.8515,0.0000,0.0004,-0.0013,0.0601,-0.0024,0.0799,0.0018,0.9906,0.0650
0.0880,1,0.0000,0.0000,0.6970,0.0000,0.8712,0.0000,0.0004,-0.0016,0.0646,-0.0024,0.0859,0.0018,1.0082,0.0640
0.0890,1,0.0000,0.0000,0.7129,0.0000,0.8911,0.0000,0.0004,-0.0018,0.0694,-0.0024,0.0922,0.0018,1.0259,0.0640
0.0900,1,0.0000,0.0000,0.7290,0.0000,0.9113,0.0000,0.0004,-0.0019,0.0741,-0.0024,0.0988,0.0018,1.0435,0.0670
0.0910,1,0.0000,0.0000,0.7453,0.0000,0.9316,0.0000,0.0004,-0.0019,0.0741,-0.0024,0.0988,0.0018,1.0696,0.1970
0.0920,1,0.0000,0.0000,0.7618,0.0000,0.9522,0.0000,0.0004,-0.0021,0.0791,-0.0024,0.1058,0.0018,1.0874,0.1060
0.0930,1,0.0000,0.0000,0.7784,0.0000,0.9730,0.0000,0.0004,-0.0022,0.0843,-0.0024,0.1129,0.0018,1.1053,0.0640
0.0940,1,0.0000,0.0000,0.7952,0.0000,0.9941,0.0000,0.0004,-0.0025,0.0895,-0.0023,0.1203,0.0018,1.1232,0.0660
0.0950,1,0.0000,0.0000,0.8123,0.0000,1.0153,0.0000,0.0004,-0.0028,0.0951,-0.0023,0.1280,0.0018,1.1409,0.0770
0.0960,1,0.0000,0.0000,0.8294,0.0000,1.0368,0.0000,0.0004,-0.0031,0.1008,-0.0023,0.1360,0.0018,1.1586,0.0630
0.0970,1,0.0000,0.0000,0.8468,0.0000,1.0585,0.0000,0.0004,-0.0032,0.1066,-0.0023,0.1443,0.0018,1.1763,0.0630
0.0980,1,0.0000,0.0000,0.8644,0.0000,1.0805,0.0000,0.0004,-0.0033,0.1128,-0.0023,0.1527,0.0018,1.1940,0.0640
0.0990,1,0.0000,0.0000,0.8821,0.0000,1.1026,0.0000,0.0004,-0.0036,0.1192,-0.0023,0.1614,0.0018,1.2115,0.0770
0.1000,1,0.0000,0.0000,0.9000,0.0000,1.1250,0.0000,0.0004,-0.0039,0.1257,-0.0022,0.1706,0.0018,1.2290,0.0640
0.1010,1,0.0000,0.0000,0.9181,0.0000,1.1476,0.0000,0.0004,-0.0042,0.1325,-0.0022,0.1798,0.0018,1.2465,0.0950
0.1020,1,0.0000,0.0000,0.9364,0.0000,1.1705,0.0000,0.0004,-0.0044,0.1396,-0.0022,0.1893,0.0018,1.2639,0.6310
0.1030,1,0.0000,0.0000,0.9548,0.0000,1.1935,0.0000,0.0004,-0.0048,0.1543,-0.0020,0.2090,0.0018,1.2689,0.0650
0.1040,1,0.0000,0.0000,0.9734,0.0000,1.2168,0.0000,0.0004,-0.0050,0.1619,-0.0020,0.2190,0.0018,1.2861,0.0640
0.1050,1,0.0000,0.0000,0.9923,0.0000,1.2403,0.0000,0.0004,-0.0052,0.1696,-0.0020,0.2295,0.0018,1.3032,0.0640
0.1060,1,0.0000,0.0000,1.0112,0.0000,1.2641,0.0000,0.0004,-0.0057,0.1774,-0.0019,0.2402,0.0018,1.3205,0.0640
0.1070,1,0.0000,0.0000,1.0304,0.0000,1.2880,0.0000,0.0004,-0.0059,0.1854,-0.0019,0.2512,0.0018,1.3376,0.1030
0.1080,1,0.0000,0.0000,1.0498,0.0000,1.3122,0.0000,0.0004,-0.0062,0.1936,-0.0017,0.2624,0.0018,1.3546,0.5950
0.1090,1,0.0000,0.0000,1.0693,0.0000,1.3366,0.0000,0.0004,-0.0064,0.2018,-0.0017,0.2740,0.0018,1.3718,0.0650
0.1100,1,0.0000,0.0000,1.0890,0.0000,1.3613,0.0000,0.0004,-0.0066,0.2103,-0.0018,0.2860,0.0018,1.3886,0.0650
0.1110,1,0.0000,0.0000,1.1089,0.0000,1.3861,0.0000,0.0004,-0.0069,0.2192,-0.0016,0.2981,0.0018,1.4055,0.4350
0.1120,1,0.0000,0.0000,1.1290,0.0000,1.4112,0.0000,0.0004,-0.0071,0.2284,-0.0016,0.3105,0.0018,1.4222,0.0650
0.1130,1,0.0000,0.0000,1.1492,0.0000,1.4365,0.0000,0.0005,-0.0074,0.2378,-0.0016,0.3230,0.0018,1.4390,0.0640
0.1140,1,0.0000,0.0000,1.1696,0.0000,1.4621,0.0000,0.0005,-0.0078,0.2474,-0.0015,0.3357,0.0018,1.4558,0.0630
0.1150,1,0.0000,0.0000,1.1903,0.0000,1.4878,0.0000,0.0005,-0.0081,0.2571,-0.0015,0.3486,0.0018,1.4727,0.0640
0.1160,1,0.0000,0.0000,1.2110,0.0000,1.5138,0.0000,0.0005,-0.0083,0.2671,-0.0015,0.3616,0.0018,1.4895,0.0660
0.1170,1,0.0000,0.0000,1.2320,0.0000,1.5400,0.0000,0.0005,-0.0083,0.2671,-0.0015,0.3616,0.0018,1.5231,0.1330
0.1180,1,0.0000,0.0000,1.2532,0.0000,1.5665,0.0000,0.0005,-0.0087,0.2770,-0.0013,0.3749,0.0018,1.5403,0.1250
0.1190,1,0.0000,0.0000,1.2745,0.0000,1.5931,0.0000,0.0005,-0.0089,0.2872,-0.0013,0.3885,0.0018,1.5575,0.1050
0.1200,1,0.0000,0.0000,1.2960,0.0000,1.6200,0.0000,0.0005,-0.0093,0.2976,-0.0012,0.4026,0.0018,1.5745,0.0650
0.1210,1,0.0000,0.0000,1.3177,0.0000,1.6471,0.0000,0.0005,-0.0095,0.3082,-0.0012,0.4168,0.0018,1.5914,0.0650
0.1220,1,0.0000,0.0000,1.3396,0.0000,1.6745,0.0000,0.0005,-0.0098,0.3190,-0.0012,0.4315,0.0018,1.6083,0.0620
0.1230,1,0.0000,0.0000,1.3616,0.0000,1.7020,0.0000,0.0005,-0.0101,0.3302,-0.0012,0.4463,0.0018,1.6251,0.0640
0.1240,1,0.0000,0.0000,1.3838,0.0000,1.7298,0.0000,0.0005,-0.0104,0.3416,-0.0011,0.4614,0.0018,1.6417,0.1160
0.1250,1,0.0000,0.0000,1.4063,0.0000,1.7578,0.0000,0.0005,-0.0106,0.3531,-0.0011,0.4766,0.0018,1.6585,0.0670
0.1260,1,0.0000,0.0000,1.4288,0.0000,1.7861,0.0000,0.0005,-0.0109,0.3648,-0.0011,0.4922,0.0018,1.6752,0.0650
0.1270,1,0.0000,0.0000,1.4516,0.0000,1.8145,0.0000,0.0005,-0.0110,0.3767,-0.0011,0.5080,0.0018,1.6919,0.0630
0.1280,1,0.0000,0.0000,1.4746,0.0000,1.8432,0.0000,0.0005,-0.0112,0.3887,-0.0010,0.5243,0.0018,1.7084,0.0640
0.1290,1,0.0000,0.0000,1.4977,0.0000,1.8721,0.0000,0.0005,-0.0115,0.4009,-0.0010,0.5406,0.0018,1.7251,0.0650
0.1300,1,0.0000,0.0000,1.5210,0.0000,1.9013,0.0000,0.0005,-0.0118,0.4132,-0.0010,0.5573,0.0018,1.7417,0.0620
0.1310,1,0.0000,0.0000,1.5445,0.0000,1.9305,0.0000,0.0005,-0.0121,0.4386,-0.0008,0.5909,0.0018,1.7371,0.0640
0.1320,1,0.0000,0.0000,1.5682,0.0000,1.9598,0.0000,0.0005,-0.0123,0.4519,-0.0008,0.6081,0.0018,1.7531,0.0650
0.1330,1,0.0000,0.0000,1.5920,0.0000,1.9891,0.0000,0.0005,-0.0125,0.4653,-0.0007,0.6254,0.0018,1.7690,0.0620
0.1340,1,0.0000,0.0000,1.6160,0.0000,2.0184,0.0000,0.0005,-0.0127,0.4790,-0.0007,0.6433,0.0018,1.7843,0.0620
0.1350,1,0.0000,0.0000,1.6403,0.0000,2.0477,0.0000,0.0005,-0.0129,0.4930,-0.0006,0.6612,0.0018,1.7996,0.1010
0.1360,1,0.0000,0.0000,1.6646,0.0000,2.0769,0.0000,0.0005,-0.0131,0.5070,-0.0006,0.6795,0.0018,1.8148,0.0620
0.1370,1,0.0000,0.0000,1.6892,0.0000,2.1062,0.0000,0.0005,-0.0132,0.5213,-0.0006,0.6980,0.0018,1.8296,0.0730
0.1380,1,0.0000,0.0000,1.7140,0.0000,2.1355,0.0000,0.0005,-0.0133,0.5358,-0.0004,0.7166,0.0018,1.8443,0.0610
0.1390,1,0.0000,0.0000,1.7389,0.0000,2.1648,0.0000,0.0005,-0.0135,0.5507,-0.0004,0.7357,0.0018,1.8585,0.4470
0.1400,1,0.0000,0.0000,1.7640,0.0000,2.1941,0.0000,0.0005,-0.0136,0.5659,-0.0004,0.7550,0.0018,1.8726,0.0810
0.1410,1,0.0000,0.0000,1.7893,0.0000,2.2233,0.0000,0.0005,-0.0139,0.5813,-0.0003,0.7745,0.0018,1.8864,0.1130
0.1420,1,0.0000,0.0000,1.8148,0.0000,2.2526,0.0000,0.0005,-0.0140,0.5969,-0.0003,0.7942,0.0018,1.9001,0.0690
0.1430,1,0.0000,0.0000,1.8404,0.0000,2.2819,0.0000,0.0005,-0.0141,0.6124,-0.0003,0.8143,0.0018,1.9136,0.0730
0.1440,1,0.0000,0.0000,1.8662,0.0000,2.3112,0.0000,0.0005,-0.0141,0.6124,-0.0003,0.8143,0.0018,1.9526,0.0640
0.1450,1,0.0000,0.0000,1.8923,0.0000,2.3405,0.0000,0.0005,-0.0142,0.6284,-0.0003,0.8345,0.0018,1.9661,0.0610
0.1460,1,0.0000,0.0000,1.9184,0.0000,2.3697,0.0000,0.0005,-0.0143,0.6447,-0.0002,0.8547,0.0018,1.9794,0.0620
0.1470,1,0.0000,0.0000,1.9448,0.0000,2.3990,0.0000,0.0005,-0.0144,0.6613,-0.0002,0.8752,0.0018,1.9924,0.0670
0.1480,1,0.0000,0.0000,1.9714,0.0000,2.4283,0.0000,0.0005,-0.0145,0.6779,-0.0002,0.8959,0.0018,2.0054,0.0640
0.1490,1,0.0000,0.0000,1.9981,0.0000,2.4576,0.0000,0.0005,-0.0146,0.6947,-0.0001,0.9169,0.0018,2.0181,0.0660
0.1500,1,0.0000,0.0000,2.0250,0.0000,2.4869,0.0000,0.0005,-0.0147,0.7117,-0.0001,0.9382,0.0018,2.0306,0.0750
0.1510,1,0.0000,0.0000,2.0521,0.0000,2.5161,0.0000,0.0005,-0.0147,0.7288,-0.0001,0.9597,0.0018,2.0430,0.0630
0.1520,1,0.0000,0.0000,2.0794,0.0000,2.5454,0.0000,0.0005,-0.0148,0.7464,-0.0001,0.9813,0.0018,2.0551,0.1530
0.1530,1,0.0000,0.0000,2.1068,0.0000,2.5747,0.0000,0.0005,-0.0149,0.7639,-0.0001,1.0031,0.0018,2.0673,0.0660
0.1540,1,0.0000,0.0000,2.1344,0.0000,2.6040,0.0000,0.0005,-0.0150,0.7818,0.0001,1.0253,0.0018,2.0790,0.0630
0.1550,1,0.0000,0.0000,2.1623,0.0000,2.6333,0.0000,0.0005,-0.0150,0.7998,0.0001,1.0476,0.0018,2.0906,0.0650
0.1560,1,0.0000,0.0000,2.1902,0.0000,2.6625,0.0000,0.0005,-0.0150,0.8182,0.0000,1.0701,0.0018,2.1020,0.0650
0.1570,1,0.0000,0.0000,2.2184,0.0000,2.6918,0.0000,0.0005,-0.0150,0.8369,0.0000,1.0926,0.0018,2.1134,0.0640
0.1580,1,0.0000,0.0000,2.2468,0.0000,2.7211,0.0000,0.0005,-0.0149,0.8555,0.0000,1.1154,0.0018,2.1246,0.1430
0.1590,1,0.0000,0.0000,2.2753,0.0000,2.7504,0.0000,0.0005,-0.0149,0.8743,0.0000,1.1387,0.0018,2.1355,0.0650
0.1600,1,0.0000,0.0000,2.3040,0.0000,2.7797,0.0000,0.0005,-0.0149,0.8934,0.0000,1.1622,0.0018,2.1462,0.4380
0.1610,1,0.0000,0.0000,2.3329,0.0000,2.8090,0.0000,0.0005,-0.0149,0.9321,-0.0000,1.2100,0.0018,2.1258,0.4390
0.1620,1,0.0000,0.0000,2.3620,0.0000,2.8382,0.0000,0.0005,-0.0148,0.9518,0.0001,1.2345,0.0018,2.1356,0.0640
0.1630,1,0.0000,0.0000,2.3912,0.0000,2.8675,0.0000,0.0005,-0.0147,0.9714,0.0001,1.2590,0.0018,2.1455,0.0770
0.1640,1,0.0000,0.0000,2.4206,0.0000,2.8968,0.0000,0.0005,-0.0147,0.9913,0.0001,1.2839,0.0018,2.1551,0.0630
0.1650,1,0.0000,0.0000,2.4503,0.0000,2.9261,0.0000,0.0005,-0.0147,1.0112,0.0001,1.3089,0.0018,2.1647,0.0630
0.1660,1,0.0000,0.0000,2.4800,0.0000,2.9554,0.0000,0.0005,-0.0146,1.0314,0.0001,1.3343,0.0018,2.1741,0.0640
0.1670,1,0.0000,0.0000,2.5100,0.0000,2.9846,0.0000,0.0005,-0.0146,1.0519,0.0001,1.3599,0.0018,2.1831,0.0640
0.1680,1,0.0000,0.0000,2.5402,0.0000,3.0139,0.0000,0.0005,-0.0144,1.0727,0.0001,1.3855,0.0018,2.1922,0.0980
0.1690,1,0.0000,0.0000,2.5705,0.0000,3.0432,0.0000,0.0005,-0.0144,1.0936,0.0001,1.4112,0.0018,2.2011,0.1210
0.1700,1,0.0000,0.0000,2.6010,0.0000,3.0725,0.0000,0.0005,-0.0143,1.1143,0.0001,1.4376,0.0018,2.2098,0.4440
0.1710,1,0.0000,0.0000,2.6317,0.0000,3.1018,0.0000,0.0005,-0.0141,1.1357,0.0001,1.4641,0.0018,2.2182,0.4640
0.1720,1,0.0000,0.0000,2.6626,0.0000,3.1310,0.0000,0.0005,-0.0141,1.1357,0.0001,1.4641,0.0018,2.2606,0.0370
0.1730,1,0.0000,0.0000,2.6936,0.0000,3.1603,0.0000,0.0005,-0.0141,1.1571,0.0000,1.4906,0.0018,2.2691,0.0680
0.1740,1,0.0000,0.0000,2.7248,0.0000,3.1896,0.0000,0.0005,-0.0140,1.1786,0.0000,1.5174,0.0018,2.2776,0.0970
0.1750,1,0.0000,0.0000,2.7563,0.0000,3.2189,0.0000,0.0005,-0.0138,1.2004,0.0000,1.5445,0.0018,2.2857,0.0820
0.1760,1,0.0000,0.0000,2.7878,0.0000,3.2482,0.0000,0.0005,-0.0137,1.2226,0.0000,1.5720,0.0018,2.2934,0.0640
