time,q1,q2,q3,q4,q5,q6,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6
2.3390,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3400,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3410,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3420,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3430,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3440,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3450,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3460,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3470,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3480,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3490,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3500,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3510,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3520,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3530,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3540,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3550,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3560,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3570,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3580,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3590,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3600,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3610,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3620,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3630,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3640,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3650,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3660,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3670,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3680,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3690,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3700,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3710,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3720,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3730,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3740,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3750,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3760,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3770,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3780,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3790,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3800,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3810,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3820,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3830,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3840,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3850,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3860,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3870,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3880,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3890,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3900,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3910,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3920,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3930,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3940,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3950,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3960,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3970,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3980,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.3990,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4000,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4010,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4020,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4030,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4040,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4050,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4060,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4070,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4080,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4090,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4100,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4110,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4120,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4130,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4140,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4150,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4160,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4170,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4180,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4190,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4200,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4210,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4220,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4230,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4240,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4250,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4260,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4270,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4280,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4290,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4300,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4310,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4320,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4330,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4340,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
2.4350,0.000000,-0.523599,1.570796,-1.047198,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.152500,0.000000,0.034500,0.152500,-0.310000,0.034500,0.689436,0.174108,0.034500,0.968936,0.174108,0.034500,0.968936,0.278897,0.034500,1.029436
