Time,Mode,Q1,Q2,Q3,Q4,Q5,Q6,X,Y,Z
0,TRAPJ,5.98652e-05,0,0,0,0,0,-3.60471e-08,0.0345,1.4525
0.001,TRAPJ,0.000239461,0,0,0,0,0,-1.44189e-07,0.0345,1.4525
0.002,TRAPJ,0.000538787,0,0,0,0,0,-3.24424e-07,0.0345,1.4525
0.003,TRAPJ,0.000957843,0,0,0,0,0,-5.76754e-07,0.0345,1.4525
0.004,TRAPJ,0.00149663,0,0,0,0,0,-9.01178e-07,0.0345,1.4525
0.005,TRAPJ,0.00215515,0,0,0,0,0,-1.2977e-06,0.0345,1.4525
0.006,TRAPJ,0.00293339,0,0,0,0,0,-1.76631e-06,0.0345,1.4525
0.007,TRAPJ,0.00383137,0,0,0,0,0,-2.30702e-06,0.0345,1.4525
0.008,TRAPJ,0.00484908,0,0,0,0,0,-2.91982e-06,0.0345,1.4525
0.009,TRAPJ,0.00598652,0,0,0,0,0,-3.60471e-06,0.0345,1.4525
0.01,TRAPJ,0.00724369,0,0,0,0,0,-4.3617e-06,0.0345,1.4525
0.011,TRAPJ,0.00862059,0,0,0,0,0,-5.19079e-06,0.0345,1.4525
0.012,TRAPJ,0.0101172,0,0,0,0,0,-6.09197e-06,0.0345,1.4525
0.013,TRAPJ,0.0117336,0,0,0,0,0,-7.06524e-06,0.0345,1.4525
0.014,TRAPJ,0.0134697,0,0,0,0,0,-8.11061e-06,0.0345,1.4525
0.015,TRAPJ,0.0153255,0,0,0,0,0,-9.22807e-06,0.0345,1.4525
0.016,TRAPJ,0.017301,0,0,0,0,0,-1.04176e-05,0.0345,1.4525
0.017,TRAPJ,0.0193963,0,0,0,0,0,-1.16793e-05,0.0345,1.4525
0.018,TRAPJ,0.0216113,0,0,0,0,0,-1.3013e-05,0.0345,1.4525
0.019,TRAPJ,0.0239461,0,0,0,0,0,-1.44189e-05,0.0345,1.4525
0.02,TRAPJ,0.0264005,0,0,0,0,0,-1.58968e-05,0.0345,1.4525
0.021,TRAPJ,0.0289747,0,0,0,0,0,-1.74468e-05,0.0345,1.4525
0.022,TRAPJ,0.0316687,0,0,0,0,0,-1.90689e-05,0.0345,1.4525
0.023,TRAPJ,0.0344823,0,0,0,0,0,-2.07631e-05,0.0345,1.4525
0.024,TRAPJ,0.0374157,0,0,0,0,0,-2.25295e-05,0.0345,1.4525
0.025,TRAPJ,0.0404689,0,0,0,0,0,-2.43679e-05,0.0345,1.4525
0.026,TRAPJ,0.0436417,0,0,0,0,0,-2.62784e-05,0.0345,1.4525
0.027,TRAPJ,0.0469343,0,0,0,0,0,-2.8261e-05,0.0345,1.4525
0.028,TRAPJ,0.0503466,0,0,0,0,0,-3.03156e-05,0.0345,1.4525
0.029,TRAPJ,0.0538787,0,0,0,0,0,-3.24424e-05,0.0345,1.4525
0.03,TRAPJ,0.0575304,0,0,0,0,0,-3.46413e-05,0.0345,1.4525
0.031,TRAPJ,0.0613019,0,0,0,0,0,-3.69123e-05,0.0345,1.4525
0.032,TRAPJ,0.0651932,0,0,0,0,0,-3.92553e-05,0.0345,1.4525
0.033,TRAPJ,0.0692042,0,0,0,0,0,-4.16705e-05,0.0345,1.4525
0.034,TRAPJ,0.0733348,0,0,0,0,0,-4.41577e-05,0.0345,1.4525
0.035,TRAPJ,0.0775853,0,0,0,0,0,-4.67171e-05,0.0345,1.4525
0.036,TRAPJ,0.0819554,0,0,0,0,0,-4.93485e-05,0.0345,1.4525
0.037,TRAPJ,0.0864453,0,0,0,0,0,-5.2052e-05,0.0345,1.4525
0.038,TRAPJ,0.0910549,0,0,0,0,0,-5.48277e-05,0.0345,1.4525
0.039,TRAPJ,0.0957843,0,0,0,0,0,-5.76754e-05,0.0345,1.4525
0.04,TRAPJ,0.100633,0,0,0,0,0,-6.05952e-05,0.0344999,1.4525
0.041,TRAPJ,0.105602,0,0,0,0,0,-6.35871e-05,0.0344999,1.4525
0.042,TRAPJ,0.110691,0,0,0,0,0,-6.66511e-05,0.0344999,1.4525
0.043,TRAPJ,0.115899,0,0,0,0,0,-6.97872e-05,0.0344999,1.4525
0.044,TRAPJ,0.121227,0,0,0,0,0,-7.29954e-05,0.0344999,1.4525
0.045,TRAPJ,0.126675,0,0,0,0,0,-7.62757e-05,0.0344999,1.4525
0.046,TRAPJ,0.132242,0,0,0,0,0,-7.96281e-05,0.0344999,1.4525
0.047,TRAPJ,0.137929,0,0,0,0,0,-8.30525e-05,0.0344999,1.4525
0.048,TRAPJ,0.143736,0,0,0,0,0,-8.65491e-05,0.0344999,1.4525
0.049,TRAPJ,0.149663,0,0,0,0,0,-9.01177e-05,0.0344999,1.4525
0.05,TRAPJ,0.155709,0,0,0,0,0,-9.37585e-05,0.0344999,1.4525
0.051,TRAPJ,0.161875,0,0,0,0,0,-9.74713e-05,0.0344999,1.4525
0.052,TRAPJ,0.168161,0,0,0,0,0,-0.000101256,0.0344999,1.4525
0.053,TRAPJ,0.174567,0,0,0,0,0,-0.000105113,0.0344998,1.4525
0.054,TRAPJ,0.181092,0,0,0,0,0,-0.000109042,0.0344998,1.4525
0.055,TRAPJ,0.187737,0,0,0,0,0,-0.000113044,0.0344998,1.4525
0.056,TRAPJ,0.194502,0,0,0,0,0,-0.000117117,0.0344998,1.4525
0.057,TRAPJ,0.201386,0,0,0,0,0,-0.000121262,0.0344998,1.4525
0.058,TRAPJ,0.208391,0,0,0,0,0,-0.00012548,0.0344998,1.4525
0.059,TRAPJ,0.215515,0,0,0,0,0,-0.000129769,0.0344998,1.4525
0.06,TRAPJ,0.222758,0,0,0,0,0,-0.000134131,0.0344997,1.4525
0.061,TRAPJ,0.230122,0,0,0,0,0,-0.000138565,0.0344997,1.4525
0.062,TRAPJ,0.237605,0,0,0,0,0,-0.000143071,0.0344997,1.4525
0.063,TRAPJ,0.245208,0,0,0,0,0,-0.000147649,0.0344997,1.4525
0.064,TRAPJ,0.25293,0,0,0,0,0,-0.000152299,0.0344997,1.4525
0.065,TRAPJ,0.260773,0,0,0,0,0,-0.000157021,0.0344996,1.4525
0.066,TRAPJ,0.268735,0,0,0,0,0,-0.000161815,0.0344996,1.4525
0.067,TRAPJ,0.276817,0,0,0,0,0,-0.000166681,0.0344996,1.4525
0.068,TRAPJ,0.285018,0,0,0,0,0,-0.00017162,0.0344996,1.4525
0.069,TRAPJ,0.293339,0,0,0,0,0,-0.00017663,0.0344995,1.4525
0.07,TRAPJ,0.30178,0,0,0,0,0,-0.000181713,0.0344995,1.4525
0.071,TRAPJ,0.310341,0,0,0,0,0,-0.000186867,0.0344995,1.4525
0.072,TRAPJ,0.319022,0,0,0,0,0,-0.000192094,0.0344995,1.4525
0.073,TRAPJ,0.327822,0,0,0,0,0,-0.000197393,0.0344994,1.4525
0.074,TRAPJ,0.336742,0,0,0,0,0,-0.000202764,0.0344994,1.4525
0.075,TRAPJ,0.345781,0,0,0,0,0,-0.000208207,0.0344994,1.4525
0.076,TRAPJ,0.354941,0,0,0,0,0,-0.000213722,0.0344993,1.4525
0.077,TRAPJ,0.36422,0,0,0,0,0,-0.000219309,0.0344993,1.4525
0.078,TRAPJ,0.373619,0,0,0,0,0,-0.000224969,0.0344993,1.4525
0.079,TRAPJ,0.383137,0,0,0,0,0,-0.0002307,0.0344992,1.4525
0.08,TRAPJ,0.392775,0,0,0,0,0,-0.000236503,0.0344992,1.4525
0.081,TRAPJ,0.402533,0,0,0,0,0,-0.000242379,0.0344991,1.4525
0.082,TRAPJ,0.412411,0,0,0,0,0,-0.000248327,0.0344991,1.4525
0.083,TRAPJ,0.422409,0,0,0,0,0,-0.000254346,0.0344991,1.4525
0.084,TRAPJ,0.432526,0,0,0,0,0,-0.000260438,0.034499,1.4525
0.085,TRAPJ,0.442763,0,0,0,0,0,-0.000266602,0.034499,1.4525
0.086,TRAPJ,0.45312,0,0,0,0,0,-0.000272838,0.0344989,1.4525
0.087,TRAPJ,0.463596,0,0,0,0,0,-0.000279146,0.0344989,1.4525
0.088,TRAPJ,0.474192,0,0,0,0,0,-0.000285526,0.0344988,1.4525
0.089,TRAPJ,0.484908,0,0,0,0,0,-0.000291978,0.0344988,1.4525
0.09,TRAPJ,0.495744,0,0,0,0,0,-0.000298503,0.0344987,1.4525
0.091,TRAPJ,0.506699,0,0,0,0,0,-0.000305099,0.0344987,1.4525
0.092,TRAPJ,0.517774,0,0,0,0,0,-0.000311767,0.0344986,1.4525
0.093,TRAPJ,0.528969,0,0,0,0,0,-0.000318508,0.0344985,1.4525
0.094,TRAPJ,0.540283,0,0,0,0,0,-0.000325321,0.0344985,1.4525
0.095,TRAPJ,0.551718,0,0,0,0,0,-0.000332205,0.0344984,1.4525
0.096,TRAPJ,0.563272,0,0,0,0,0,-0.000339162,0.0344983,1.4525
0.097,TRAPJ,0.574945,0,0,0,0,0,-0.000346191,0.0344983,1.4525
0.098,TRAPJ,0.586739,0,0,0,0,0,-0.000353292,0.0344982,1.4525
0.099,TRAPJ,0.598652,0,0,0,0,0,-0.000360465,0.0344981,1.4525
0.1,TRAPJ,0.610685,0,0,0,0,0,-0.00036771,0.034498,1.4525
0.101,TRAPJ,0.622837,0,0,0,0,0,-0.000375027,0.034498,1.4525
0.102,TRAPJ,0.63511,0,0,0,0,0,-0.000382416,0.0344979,1.4525
0.103,TRAPJ,0.647502,0,0,0,0,0,-0.000389878,0.0344978,1.4525
0.104,TRAPJ,0.660014,0,0,0,0,0,-0.000397411,0.0344977,1.4525
0.105,TRAPJ,0.672645,0,0,0,0,0,-0.000405016,0.0344976,1.4525
0.106,TRAPJ,0.685396,0,0,0,0,0,-0.000412694,0.0344975,1.4525
0.107,TRAPJ,0.698268,0,0,0,0,0,-0.000420443,0.0344974,1.4525
0.108,TRAPJ,0.711258,0,0,0,0,0,-0.000428265,0.0344973,1.4525
0.109,TRAPJ,0.724369,0,0,0,0,0,-0.000436159,0.0344972,1.4525
0.11,TRAPJ,0.737599,0,0,0,0,0,-0.000444125,0.0344971,1.4525
0.111,TRAPJ,0.750949,0,0,0,0,0,-0.000452162,0.034497,1.4525
0.112,TRAPJ,0.764419,0,0,0,0,0,-0.000460272,0.0344969,1.4525
0.113,TRAPJ,0.778008,0,0,0,0,0,-0.000468454,0.0344968,1.4525
0.114,TRAPJ,0.791717,0,0,0,0,0,-0.000476708,0.0344967,1.4525
0.115,TRAPJ,0.805546,0,0,0,0,0,-0.000485034,0.0344966,1.4525
0.116,TRAPJ,0.819494,0,0,0,0,0,-0.000493432,0.0344965,1.4525
0.117,TRAPJ,0.833563,0,0,0,0,0,-0.000501903,0.0344963,1.4525
0.118,TRAPJ,0.847751,0,0,0,0,0,-0.000510445,0.0344962,1.4525
0.119,TRAPJ,0.862059,0,0,0,0,0,-0.000519059,0.0344961,1.4525
0.12,TRAPJ,0.876486,0,0,0,0,0,-0.000527746,0.034496,1.4525
0.121,TRAPJ,0.891033,0,0,0,0,0,-0.000536504,0.0344958,1.4525
0.122,TRAPJ,0.9057,0,0,0,0,0,-0.000545334,0.0344957,1.4525
0.123,TRAPJ,0.920487,0,0,0,0,0,-0.000554237,0.0344955,1.4525
0.124,TRAPJ,0.935393,0,0,0,0,0,-0.000563212,0.0344954,1.4525
0.125,TRAPJ,0.95042,0,0,0,0,0,-0.000572258,0.0344953,1.4525
0.126,TRAPJ,0.965566,0,0,0,0,0,-0.000581377,0.0344951,1.4525
0.127,TRAPJ,0.980831,0,0,0,0,0,-0.000590567,0.0344949,1.4525
0.128,TRAPJ,0.996217,0,0,0,0,0,-0.00059983,0.0344948,1.4525
0.129,TRAPJ,1.01172,0,0,0,0,0,-0.000609165,0.0344946,1.4525
0.13,TRAPJ,1.02735,0,0,0,0,0,-0.000618572,0.0344945,1.4525
0.131,TRAPJ,1.04309,0,0,0,0,0,-0.000628051,0.0344943,1.4525
0.132,TRAPJ,1.05896,0,0,0,0,0,-0.000637602,0.0344941,1.4525
0.133,TRAPJ,1.07494,0,0,0,0,0,-0.000647224,0.0344939,1.4525
0.134,TRAPJ,1.09104,0,0,0,0,0,-0.000656919,0.0344937,1.4525
0.135,TRAPJ,1.10727,0,0,0,0,0,-0.000666686,0.0344936,1.4525
0.136,TRAPJ,1.12361,0,0,0,0,0,-0.000676525,0.0344934,1.4525
0.137,TRAPJ,1.14007,0,0,0,0,0,-0.000686436,0.0344932,1.4525
0.138,TRAPJ,1.15666,0,0,0,0,0,-0.000696419,0.034493,1.4525
0.139,TRAPJ,1.17336,0,0,0,0,0,-0.000706475,0.0344928,1.4525
0.14,TRAPJ,1.19018,0,0,0,0,0,-0.000716602,0.0344926,1.4525
0.141,TRAPJ,1.20712,0,0,0,0,0,-0.000726801,0.0344923,1.4525
0.142,TRAPJ,1.22418,0,0,0,0,0,-0.000737072,0.0344921,1.4525
0.143,TRAPJ,1.24136,0,0,0,0,0,-0.000747415,0.0344919,1.4525
0.144,TRAPJ,1.25867,0,0,0,0,0,-0.00075783,0.0344917,1.4525
0.145,TRAPJ,1.27609,0,0,0,0,0,-0.000768317,0.0344914,1.4525
0.146,TRAPJ,1.29363,0,0,0,0,0,-0.000778876,0.0344912,1.4525
0.147,TRAPJ,1.31129,0,0,0,0,0,-0.000789508,0.034491,1.4525
0.148,TRAPJ,1.32907,0,0,0,0,0,-0.000800211,0.0344907,1.4525
0.149,TRAPJ,1.34697,0,0,0,0,0,-0.000810986,0.0344905,1.4525
0.15,TRAPJ,1.36499,0,0,0,0,0,-0.000821833,0.0344902,1.4525
0.151,TRAPJ,1.38313,0,0,0,0,0,-0.000832752,0.0344899,1.4525
0.152,TRAPJ,1.40138,0,0,0,0,0,-0.000843743,0.0344897,1.4525
0.153,TRAPJ,1.41976,0,0,0,0,0,-0.000854806,0.0344894,1.4525
0.154,TRAPJ,1.43826,0,0,0,0,0,-0.000865942,0.0344891,1.4525
0.155,TRAPJ,1.45688,0,0,0,0,0,-0.000877149,0.0344888,1.4525
0.156,TRAPJ,1.47562,0,0,0,0,0,-0.000888428,0.0344886,1.4525
0.157,TRAPJ,1.49447,0,0,0,0,0,-0.000899779,0.0344883,1.4525
0.158,TRAPJ,1.51345,0,0,0,0,0,-0.000911202,0.034488,1.4525
0.159,TRAPJ,1.53255,0,0,0,0,0,-0.000922697,0.0344877,1.4525
0.16,TRAPJ,1.55177,0,0,0,0,0,-0.000934264,0.0344873,1.4525
0.161,TRAPJ,1.5711,0,0,0,0,0,-0.000945903,0.034487,1.4525
0.162,TRAPJ,1.59056,0,0,0,0,0,-0.000957613,0.0344867,1.4525
0.163,TRAPJ,1.61013,0,0,0,0,0,-0.000969396,0.0344864,1.4525
0.164,TRAPJ,1.62983,0,0,0,0,0,-0.000981251,0.034486,1.4525
0.165,TRAPJ,1.64964,0,0,0,0,0,-0.000993178,0.0344857,1.4525
0.166,TRAPJ,1.66958,0,0,0,0,0,-0.00100518,0.0344854,1.4525
0.167,TRAPJ,1.68963,0,0,0,0,0,-0.00101725,0.034485,1.4525
0.168,TRAPJ,1.70981,0,0,0,0,0,-0.00102939,0.0344846,1.4525
0.169,TRAPJ,1.7301,0,0,0,0,0,-0.0010416,0.0344843,1.4525
0.17,TRAPJ,1.75052,0,0,0,0,0,-0.00105389,0.0344839,1.4525
0.171,TRAPJ,1.77105,0,0,0,0,0,-0.00106625,0.0344835,1.4525
0.172,TRAPJ,1.79171,0,0,0,0,0,-0.00107868,0.0344831,1.4525
0.173,TRAPJ,1.81248,0,0,0,0,0,-0.00109118,0.0344827,1.4525
0.174,TRAPJ,1.83337,0,0,0,0,0,-0.00110376,0.0344823,1.4525
0.175,TRAPJ,1.85438,0,0,0,0,0,-0.0011164,0.0344819,1.4525
0.176,TRAPJ,1.87552,0,0,0,0,0,-0.00112912,0.0344815,1.4525
0.177,TRAPJ,1.89677,0,0,0,0,0,-0.00114191,0.0344811,1.4525
0.178,TRAPJ,1.91814,0,0,0,0,0,-0.00115477,0.0344807,1.4525
0.179,TRAPJ,1.93963,0,0,0,0,0,-0.0011677,0.0344802,1.4525
0.18,TRAPJ,1.96124,0,0,0,0,0,-0.00118071,0.0344798,1.4525
0.181,TRAPJ,1.98297,0,0,0,0,0,-0.00119379,0.0344793,1.4525
0.182,TRAPJ,2.00483,0,0,0,0,0,-0.00120694,0.0344789,1.4525
0.183,TRAPJ,2.0268,0,0,0,0,0,-0.00122016,0.0344784,1.4525
0.184,TRAPJ,2.04889,0,0,0,0,0,-0.00123345,0.0344779,1.4525
0.185,TRAPJ,2.0711,0,0,0,0,0,-0.00124682,0.0344775,1.4525
0.186,TRAPJ,2.09343,0,0,0,0,0,-0.00126025,0.034477,1.4525
0.187,TRAPJ,2.11588,0,0,0,0,0,-0.00127376,0.0344765,1.4525
0.188,TRAPJ,2.13844,0,0,0,0,0,-0.00128734,0.034476,1.4525
0.189,TRAPJ,2.16113,0,0,0,0,0,-0.00130099,0.0344755,1.4525
0.19,TRAPJ,2.18394,0,0,0,0,0,-0.00131472,0.0344749,1.4525
0.191,TRAPJ,2.20687,0,0,0,0,0,-0.00132851,0.0344744,1.4525
0.192,TRAPJ,2.22992,0,0,0,0,0,-0.00134238,0.0344739,1.4525
0.193,TRAPJ,2.25309,0,0,0,0,0,-0.00135632,0.0344733,1.4525
0.194,TRAPJ,2.27637,0,0,0,0,0,-0.00137033,0.0344728,1.4525
0.195,TRAPJ,2.29978,0,0,0,0,0,-0.00138442,0.0344722,1.4525
0.196,TRAPJ,2.32331,0,0,0,0,0,-0.00139857,0.0344716,1.4525
0.197,TRAPJ,2.34695,0,0,0,0,0,-0.0014128,0.0344711,1.4525
0.198,TRAPJ,2.37072,0,0,0,0,0,-0.0014271,0.0344705,1.4525
0.199,TRAPJ,2.39461,0,0,0,0,0,-0.00144147,0.0344699,1.4525
0.2,TRAPJ,2.41861,0,0,0,0,0,-0.00145591,0.0344693,1.4525
0.201,TRAPJ,2.44274,0,0,0,0,0,-0.00147042,0.0344687,1.4525
0.202,TRAPJ,2.46698,0,0,0,0,0,-0.00148501,0.034468,1.4525
0.203,TRAPJ,2.49135,0,0,0,0,0,-0.00149966,0.0344674,1.4525
0.204,TRAPJ,2.51583,0,0,0,0,0,-0.00151439,0.0344667,1.4525
0.205,TRAPJ,2.54044,0,0,0,0,0,-0.0015292,0.0344661,1.4525
0.206,TRAPJ,2.56516,0,0,0,0,0,-0.00154407,0.0344654,1.4525
0.207,TRAPJ,2.59001,0,0,0,0,0,-0.00155901,0.0344648,1.4525
0.208,TRAPJ,2.61497,0,0,0,0,0,-0.00157403,0.0344641,1.4525
0.209,TRAPJ,2.64005,0,0,0,0,0,-0.00158912,0.0344634,1.4525
0.21,TRAPJ,2.66526,0,0,0,0,0,-0.00160428,0.0344627,1.4525
0.211,TRAPJ,2.69058,0,0,0,0,0,-0.00161951,0.034462,1.4525
0.212,TRAPJ,2.71602,0,0,0,0,0,-0.00163481,0.0344612,1.4525
0.213,TRAPJ,2.74159,0,0,0,0,0,-0.00165018,0.0344605,1.4525
0.214,TRAPJ,2.76727,0,0,0,0,0,-0.00166563,0.0344598,1.4525
0.215,TRAPJ,2.79307,0,0,0,0,0,-0.00168115,0.034459,1.4525
0.216,TRAPJ,2.81899,0,0,0,0,0,-0.00169674,0.0344583,1.4525
0.217,TRAPJ,2.84503,0,0,0,0,0,-0.0017124,0.0344575,1.4525
0.218,TRAPJ,2.87119,0,0,0,0,0,-0.00172813,0.0344567,1.4525
0.219,TRAPJ,2.89747,0,0,0,0,0,-0.00174394,0.0344559,1.4525
0.22,TRAPJ,2.92388,0,0,0,0,0,-0.00175981,0.0344551,1.4525
0.221,TRAPJ,2.9504,0,0,0,0,0,-0.00177576,0.0344543,1.4525
0.222,TRAPJ,2.97704,0,0,0,0,0,-0.00179178,0.0344534,1.4525
0.223,TRAPJ,3.0038,0,0,0,0,0,-0.00180787,0.0344526,1.4525
0.224,TRAPJ,3.03067,0,0,0,0,0,-0.00182404,0.0344517,1.4525
0.225,TRAPJ,3.05767,0,0,0,0,0,-0.00184027,0.0344509,1.4525
0.226,TRAPJ,3.08479,0,0,0,0,0,-0.00185658,0.03445,1.4525
0.227,TRAPJ,3.11203,0,0,0,0,0,-0.00187295,0.0344491,1.4525
0.228,TRAPJ,3.13939,0,0,0,0,0,-0.0018894,0.0344482,1.4525
0.229,TRAPJ,3.16687,0,0,0,0,0,-0.00190592,0.0344473,1.4525
0.23,TRAPJ,3.19447,0,0,0,0,0,-0.00192251,0.0344464,1.4525
0.231,TRAPJ,3.22218,0,0,0,0,0,-0.00193918,0.0344455,1.4525
0.232,TRAPJ,3.25002,0,0,0,0,0,-0.00195591,0.0344445,1.4525
0.233,TRAPJ,3.27798,0,0,0,0,0,-0.00197272,0.0344436,1.4525
0.234,TRAPJ,3.30605,0,0,0,0,0,-0.0019896,0.0344426,1.4525
0.235,TRAPJ,3.33425,0,0,0,0,0,-0.00200655,0.0344416,1.4525
0.236,TRAPJ,3.36257,0,0,0,0,0,-0.00202357,0.0344406,1.4525
0.237,TRAPJ,3.391,0,0,0,0,0,-0.00204066,0.0344396,1.4525
0.238,TRAPJ,3.41956,0,0,0,0,0,-0.00205783,0.0344386,1.4525
0.239,TRAPJ,3.44823,0,0,0,0,0,-0.00207506,0.0344375,1.4525
0.24,TRAPJ,3.47703,0,0,0,0,0,-0.00209237,0.0344365,1.4525
0.241,TRAPJ,3.50594,0,0,0,0,0,-0.00210975,0.0344354,1.4525
0.242,TRAPJ,3.53498,0,0,0,0,0,-0.0021272,0.0344344,1.4525
0.243,TRAPJ,3.56413,0,0,0,0,0,-0.00214472,0.0344333,1.4525
0.244,TRAPJ,3.59341,0,0,0,0,0,-0.00216231,0.0344322,1.4525
0.245,TRAPJ,3.6228,0,0,0,0,0,-0.00217998,0.0344311,1.4525
0.246,TRAPJ,3.65231,0,0,0,0,0,-0.00219771,0.0344299,1.4525
0.247,TRAPJ,3.68195,0,0,0,0,0,-0.00221552,0.0344288,1.4525
0.248,TRAPJ,3.7117,0,0,0,0,0,-0.0022334,0.0344276,1.4525
0.249,TRAPJ,3.74157,0,0,0,0,0,-0.00225135,0.0344265,1.4525
0.25,TRAPJ,3.77157,0,0,0,0,0,-0.00226937,0.0344253,1.4525
0.251,TRAPJ,3.80168,0,0,0,0,0,-0.00228746,0.0344241,1.4525
0.252,TRAPJ,3.83191,0,0,0,0,0,-0.00230562,0.0344229,1.4525
0.253,TRAPJ,3.86226,0,0,0,0,0,-0.00232386,0.0344216,1.4525
0.254,TRAPJ,3.89273,0,0,0,0,0,-0.00234216,0.0344204,1.4525
0.255,TRAPJ,3.92332,0,0,0,0,0,-0.00236054,0.0344191,1.4525
0.256,TRAPJ,3.95404,0,0,0,0,0,-0.00237899,0.0344179,1.4525
0.257,TRAPJ,3.98487,0,0,0,0,0,-0.00239751,0.0344166,1.4525
0.258,TRAPJ,4.01582,0,0,0,0,0,-0.0024161,0.0344153,1.4525
0.259,TRAPJ,4.04689,0,0,0,0,0,-0.00243476,0.034414,1.4525
0.26,TRAPJ,4.07808,0,0,0,0,0,-0.00245349,0.0344126,1.4525
0.261,TRAPJ,4.10939,0,0,0,0,0,-0.0024723,0.0344113,1.4525
0.262,TRAPJ,4.14081,0,0,0,0,0,-0.00249117,0.0344099,1.4525
0.263,TRAPJ,4.17236,0,0,0,0,0,-0.00251012,0.0344086,1.4525
0.264,TRAPJ,4.20403,0,0,0,0,0,-0.00252914,0.0344072,1.4525
0.265,TRAPJ,4.23582,0,0,0,0,0,-0.00254823,0.0344058,1.4525
0.266,TRAPJ,4.26773,0,0,0,0,0,-0.00256739,0.0344043,1.4525
0.267,TRAPJ,4.29976,0,0,0,0,0,-0.00258662,0.0344029,1.4525
0.268,TRAPJ,4.3319,0,0,0,0,0,-0.00260592,0.0344014,1.4525
0.269,TRAPJ,4.36417,0,0,0,0,0,-0.0026253,0.0344,1.4525
0.27,TRAPJ,4.39656,0,0,0,0,0,-0.00264474,0.0343985,1.4525
0.271,TRAPJ,4.42907,0,0,0,0,0,-0.00266426,0.034397,1.4525
0.272,TRAPJ,4.46169,0,0,0,0,0,-0.00268384,0.0343955,1.4525
0.273,TRAPJ,4.49444,0,0,0,0,0,-0.0027035,0.0343939,1.4525
0.274,TRAPJ,4.5273,0,0,0,0,0,-0.00272323,0.0343924,1.4525
0.275,TRAPJ,4.56029,0,0,0,0,0,-0.00274303,0.0343908,1.4525
0.276,TRAPJ,4.5934,0,0,0,0,0,-0.0027629,0.0343892,1.4525
0.277,TRAPJ,4.62662,0,0,0,0,0,-0.00278284,0.0343876,1.4525
0.278,TRAPJ,4.65997,0,0,0,0,0,-0.00280285,0.034386,1.4525
0.279,TRAPJ,4.69343,0,0,0,0,0,-0.00282294,0.0343843,1.4525
0.28,TRAPJ,4.72701,0,0,0,0,0,-0.00284309,0.0343827,1.4525
0.281,TRAPJ,4.76072,0,0,0,0,0,-0.00286332,0.034381,1.4525
0.282,TRAPJ,4.79454,0,0,0,0,0,-0.00288361,0.0343793,1.4525
0.283,TRAPJ,4.82849,0,0,0,0,0,-0.00290398,0.0343776,1.4525
0.284,TRAPJ,4.86255,0,0,0,0,0,-0.00292442,0.0343758,1.4525
0.285,TRAPJ,4.89673,0,0,0,0,0,-0.00294492,0.0343741,1.4525
0.286,TRAPJ,4.93104,0,0,0,0,0,-0.0029655,0.0343723,1.4525
0.287,TRAPJ,4.96546,0,0,0,0,0,-0.00298615,0.0343705,1.4525
0.288,TRAPJ,5,0,0,0,0,0,-0.00300687,0.0343687,1.4525
0.289,TRAPJ,5.03466,0,0,0,0,0,-0.00302766,0.0343669,1.4525
0.29,TRAPJ,5.06944,0,0,0,0,0,-0.00304853,0.034365,1.4525
0.291,TRAPJ,5.10435,0,0,0,0,0,-0.00306946,0.0343632,1.4525
0.292,TRAPJ,5.13937,0,0,0,0,0,-0.00309046,0.0343613,1.4525
0.293,TRAPJ,5.17451,0,0,0,0,0,-0.00311154,0.0343594,1.4525
0.294,TRAPJ,5.20977,0,0,0,0,0,-0.00313268,0.0343575,1.4525
0.295,TRAPJ,5.24515,0,0,0,0,0,-0.0031539,0.0343555,1.4525
0.296,TRAPJ,5.28065,0,0,0,0,0,-0.00317518,0.0343536,1.4525
0.297,TRAPJ,5.31627,0,0,0,0,0,-0.00319654,0.0343516,1.4525
0.298,TRAPJ,5.35201,0,0,0,0,0,-0.00321797,0.0343496,1.4525
0.299,TRAPJ,5.38787,0,0,0,0,0,-0.00323946,0.0343476,1.4525
0.3,TRAPJ,5.42385,0,0,0,0,0,-0.00326103,0.0343455,1.4525
0.301,TRAPJ,5.45994,0,0,0,0,0,-0.00328267,0.0343435,1.4525
0.302,TRAPJ,5.49616,0,0,0,0,0,-0.00330438,0.0343414,1.4525
0.303,TRAPJ,5.5325,0,0,0,0,0,-0.00332616,0.0343393,1.4525
0.304,TRAPJ,5.56896,0,0,0,0,0,-0.00334801,0.0343372,1.4525
0.305,TRAPJ,5.60554,0,0,0,0,0,-0.00336993,0.034335,1.4525
0.306,TRAPJ,5.64223,0,0,0,0,0,-0.00339192,0.0343329,1.4525
0.307,TRAPJ,5.67905,0,0,0,0,0,-0.00341398,0.0343307,1.4525
0.308,TRAPJ,5.71599,0,0,0,0,0,-0.00343611,0.0343285,1.4525
0.309,TRAPJ,5.75304,0,0,0,0,0,-0.00345831,0.0343262,1.4525
0.31,TRAPJ,5.79022,0,0,0,0,0,-0.00348058,0.034324,1.4525
0.311,TRAPJ,5.82752,0,0,0,0,0,-0.00350293,0.0343217,1.4525
0.312,TRAPJ,5.86493,0,0,0,0,0,-0.00352534,0.0343194,1.4525
0.313,TRAPJ,5.90247,0,0,0,0,0,-0.00354782,0.0343171,1.4525
0.314,TRAPJ,5.94012,0,0,0,0,0,-0.00357037,0.0343148,1.4525
