Time,J1,J2,J3,J4,J5,J6,TCP_X,TCP_Y,TCP_Z
0.0000,-0.0001,-0.0001,0.0002,0.0001,-0.0002,0.0001,-0.0000,0.0345,1.4525
0.0010,-0.0002,-0.0004,0.0005,0.0001,-0.0007,0.0001,-0.0000,0.0345,1.4525
0.0020,-0.0004,-0.0007,0.0011,0.0002,-0.0014,0.0002,-0.0000,0.0345,1.4525
0.0030,-0.0005,-0.0012,0.0018,0.0002,-0.0023,0.0002,-0.0000,0.0345,1.4525
0.0040,-0.0006,-0.0018,0.0027,0.0003,-0.0034,0.0003,-0.0000,0.0345,1.4525
0.0050,-0.0007,-0.0025,0.0038,0.0003,-0.0047,0.0004,-0.0000,0.0345,1.4525
0.0060,-0.0008,-0.0034,0.0050,0.0004,-0.0063,0.0005,-0.0000,0.0345,1.4525
0.0070,-0.0009,-0.0043,0.0065,0.0004,-0.0081,0.0006,-0.0000,0.0345,1.4525
0.0080,-0.0010,-0.0054,0.0081,0.0004,-0.0101,0.0006,-0.0000,0.0345,1.4525
0.0090,-0.0012,-0.0066,0.0099,0.0004,-0.0124,0.0007,-0.0001,0.0345,1.4525
0.0100,-0.0013,-0.0079,0.0119,0.0004,-0.0149,0.0009,-0.0001,0.0345,1.4525
0.0110,-0.0014,-0.0094,0.0140,0.0004,-0.0176,0.0010,-0.0001,0.0345,1.4525
0.0120,-0.0015,-0.0109,0.0164,0.0004,-0.0205,0.0011,-0.0001,0.0345,1.4525
0.0130,-0.0016,-0.0126,0.0189,0.0004,-0.0236,0.0012,-0.0001,0.0345,1.4525
0.0140,-0.0017,-0.0144,0.0216,0.0004,-0.0270,0.0013,-0.0001,0.0345,1.4525
0.0150,-0.0018,-0.0163,0.0245,0.0004,-0.0306,0.0014,-0.0001,0.0345,1.4525
0.0160,-0.0019,-0.0184,0.0275,0.0004,-0.0344,0.0015,-0.0002,0.0345,1.4525
0.0170,-0.0021,-0.0205,0.0308,0.0004,-0.0385,0.0016,-0.0002,0.0345,1.4525
0.0180,-0.0022,-0.0228,0.0342,0.0004,-0.0428,0.0018,-0.0002,0.0345,1.4525
0.0190,-0.0023,-0.0252,0.0378,0.0004,-0.0473,0.0019,-0.0002,0.0345,1.4525
0.0200,-0.0024,-0.0277,0.0416,0.0004,-0.0520,0.0020,-0.0002,0.0345,1.4525
0.0210,-0.0025,-0.0304,0.0455,0.0004,-0.0569,0.0021,-0.0003,0.0345,1.4525
0.0220,-0.0026,-0.0331,0.0497,0.0004,-0.0621,0.0022,-0.0003,0.0345,1.4525
0.0230,-0.0028,-0.0360,0.0540,0.0004,-0.0675,0.0023,-0.0003,0.0345,1.4525
0.0240,-0.0029,-0.0390,0.0585,0.0004,-0.0731,0.0025,-0.0003,0.0345,1.4525
0.0250,-0.0030,-0.0421,0.0632,0.0004,-0.0790,0.0026,-0.0004,0.0345,1.4525
0.0260,-0.0031,-0.0454,0.0680,0.0004,-0.0850,0.0027,-0.0004,0.0345,1.4525
0.0270,-0.0033,-0.0487,0.0731,0.0004,-0.0913,0.0028,-0.0004,0.0345,1.4525
0.0280,-0.0034,-0.0522,0.0783,0.0004,-0.0979,0.0030,-0.0005,0.0345,1.4525
0.0290,-0.0035,-0.0558,0.0837,0.0004,-0.1046,0.0031,-0.0005,0.0345,1.4525
0.0300,-0.0037,-0.0595,0.0893,0.0004,-0.1116,0.0032,-0.0005,0.0345,1.4525
0.0310,-0.0038,-0.0634,0.0950,0.0004,-0.1188,0.0034,-0.0006,0.0345,1.4525
0.0320,-0.0040,-0.0673,0.1010,0.0005,-0.1262,0.0035,-0.0006,0.0345,1.4525
0.0330,-0.0041,-0.0714,0.1071,0.0005,-0.1339,0.0036,-0.0006,0.0345,1.4525
0.0340,-0.0043,-0.0756,0.1134,0.0005,-0.1417,0.0038,-0.0007,0.0345,1.4525
0.0350,-0.0044,-0.0799,0.1199,0.0005,-0.1498,0.0039,-0.0007,0.0345,1.4525
0.0360,-0.0046,-0.0844,0.1265,0.0005,-0.1582,0.0041,-0.0007,0.0345,1.4525
0.0370,-0.0047,-0.0889,0.1334,0.0005,-0.1667,0.0042,-0.0008,0.0345,1.4525
0.0380,-0.0049,-0.0936,0.1404,0.0005,-0.1755,0.0044,-0.0008,0.0345,1.4525
0.0390,-0.0050,-0.0984,0.1476,0.0005,-0.1845,0.0045,-0.0009,0.0345,1.4525
0.0400,-0.0052,-0.1033,0.1550,0.0005,-0.1937,0.0047,-0.0009,0.0345,1.4525
0.0410,-0.0054,-0.1084,0.1625,0.0005,-0.2032,0.0048,-0.0010,0.0345,1.4525
0.0420,-0.0055,-0.1135,0.1703,0.0006,-0.2128,0.0050,-0.0010,0.0345,1.4525
0.0430,-0.0057,-0.1188,0.1782,0.0006,-0.2227,0.0051,-0.0010,0.0345,1.4525
0.0440,-0.0059,-0.1242,0.1863,0.0006,-0.2329,0.0053,-0.0011,0.0345,1.4525
0.0450,-0.0061,-0.1297,0.1946,0.0006,-0.2432,0.0055,-0.0011,0.0345,1.4525
0.0460,-0.0063,-0.1354,0.2030,0.0006,-0.2538,0.0056,-0.0012,0.0345,1.4525
0.0470,-0.0064,-0.1411,0.2117,0.0007,-0.2646,0.0058,-0.0012,0.0345,1.4525
0.0480,-0.0066,-0.1470,0.2205,0.0007,-0.2756,0.0060,-0.0013,0.0345,1.4525
0.0490,-0.0068,-0.1530,0.2295,0.0007,-0.2869,0.0061,-0.0013,0.0345,1.4525
0.0500,-0.0070,-0.1591,0.2387,0.0007,-0.2983,0.0063,-0.0014,0.0345,1.4525
0.0510,-0.0072,-0.1654,0.2480,0.0007,-0.3100,0.0065,-0.0015,0.0345,1.4525
0.0520,-0.0074,-0.1717,0.2576,0.0008,-0.3220,0.0066,-0.0015,0.0345,1.4525
0.0530,-0.0076,-0.1782,0.2673,0.0008,-0.3341,0.0068,-0.0016,0.0345,1.4525
0.0540,-0.0078,-0.1848,0.2772,0.0008,-0.3465,0.0070,-0.0016,0.0345,1.4525
0.0550,-0.0080,-0.1915,0.2873,0.0008,-0.3591,0.0072,-0.0017,0.0345,1.4525
0.0560,-0.0082,-0.1984,0.2975,0.0009,-0.3719,0.0074,-0.0017,0.0345,1.4525
0.0570,-0.0085,-0.2053,0.3080,0.0009,-0.3850,0.0075,-0.0018,0.0345,1.4525
0.0580,-0.0087,-0.2124,0.3186,0.0009,-0.3978,0.0077,-0.0019,0.0345,1.4525
0.0590,-0.0089,-0.2196,0.3294,0.0010,-0.4104,0.0079,-0.0019,0.0345,1.4525
0.0600,-0.0091,-0.2269,0.3404,0.0010,-0.4228,0.0081,-0.0020,0.0345,1.4525
0.0610,-0.0093,-0.2344,0.3515,0.0011,-0.4350,0.0083,-0.0021,0.0345,1.4525
0.0620,-0.0095,-0.2419,0.3629,0.0011,-0.4472,0.0084,-0.0021,0.0345,1.4525
0.0630,-0.0098,-0.2496,0.3744,0.0011,-0.4594,0.0086,-0.0022,0.0345,1.4525
0.0640,-0.0100,-0.2574,0.3861,0.0012,-0.4717,0.0088,-0.0022,0.0345,1.4525
0.0650,-0.0102,-0.2653,0.3980,0.0012,-0.4839,0.0090,-0.0023,0.0345,1.4525
0.0660,-0.0105,-0.2734,0.4100,0.0013,-0.4962,0.0092,-0.0024,0.0345,1.4525
0.0670,-0.0107,-0.2815,0.4223,0.0013,-0.5085,0.0094,-0.0024,0.0345,1.4525
0.0680,-0.0109,-0.2898,0.4347,0.0013,-0.5208,0.0096,-0.0025,0.0345,1.4525
0.0690,-0.0112,-0.2982,0.4473,0.0014,-0.5331,0.0098,-0.0026,0.0345,1.4525
0.0700,-0.0114,-0.3067,0.4601,0.0014,-0.5454,0.0100,-0.0026,0.0345,1.4525
0.0710,-0.0116,-0.3154,0.4730,0.0015,-0.5577,0.0102,-0.0027,0.0345,1.4525
0.0720,-0.0119,-0.3241,0.4862,0.0015,-0.5700,0.0103,-0.0028,0.0345,1.4525
0.0730,-0.0121,-0.3330,0.4995,0.0016,-0.5822,0.0105,-0.0028,0.0345,1.4525
0.0740,-0.0124,-0.3420,0.5130,0.0016,-0.5945,0.0107,-0.0029,0.0345,1.4525
0.0750,-0.0126,-0.3511,0.5267,0.0017,-0.6067,0.0109,-0.0030,0.0345,1.4525
0.0760,-0.0128,-0.3604,0.5405,0.0017,-0.6189,0.0111,-0.0031,0.0345,1.4525
0.0770,-0.0131,-0.3697,0.5546,0.0018,-0.6309,0.0113,-0.0031,0.0345,1.4525
0.0780,-0.0133,-0.3792,0.5688,0.0018,-0.6427,0.0115,-0.0032,0.0345,1.4525
0.0790,-0.0136,-0.3888,0.5832,0.0019,-0.6542,0.0117,-0.0033,0.0345,1.4525
0.0800,-0.0138,-0.3985,0.5978,0.0019,-0.6655,0.0119,-0.0033,0.0345,1.4525
0.0810,-0.0141,-0.4084,0.6125,0.0020,-0.6766,0.0121,-0.0034,0.0345,1.4525
0.0820,-0.0143,-0.4183,0.6275,0.0021,-0.6876,0.0122,-0.0035,0.0345,1.4525
0.0830,-0.0146,-0.4284,0.6426,0.0021,-0.6987,0.0124,-0.0036,0.0345,1.4525
0.0840,-0.0148,-0.4386,0.6579,0.0022,-0.7097,0.0126,-0.0036,0.0345,1.4525
0.0850,-0.0151,-0.4489,0.6734,0.0022,-0.7208,0.0128,-0.0037,0.0345,1.4525
0.0860,-0.0153,-0.4592,0.6890,0.0023,-0.7318,0.0130,-0.0038,0.0345,1.4525
0.0870,-0.0155,-0.4695,0.7049,0.0024,-0.7429,0.0132,-0.0038,0.0345,1.4525
0.0880,-0.0158,-0.4798,0.7209,0.0024,-0.7539,0.0134,-0.0039,0.0345,1.4525
0.0890,-0.0160,-0.4900,0.7371,0.0025,-0.7649,0.0136,-0.0040,0.0345,1.4525
0.0900,-0.0163,-0.5003,0.7535,0.0025,-0.7759,0.0138,-0.0040,0.0345,1.4525
0.0910,-0.0165,-0.5105,0.7700,0.0026,-0.7868,0.0139,-0.0041,0.0345,1.4525
0.0920,-0.0168,-0.5207,0.7868,0.0026,-0.7978,0.0141,-0.0042,0.0345,1.4525
0.0930,-0.0170,-0.5309,0.8037,0.0027,-0.8087,0.0143,-0.0042,0.0345,1.4525
0.0940,-0.0172,-0.5411,0.8208,0.0028,-0.8196,0.0145,-0.0043,0.0345,1.4525
0.0950,-0.0175,-0.5512,0.8381,0.0028,-0.8304,0.0147,-0.0043,0.0345,1.4525
0.0960,-0.0177,-0.5613,0.8555,0.0029,-0.8413,0.0149,-0.0043,0.0345,1.4525
0.0970,-0.0180,-0.5714,0.8732,0.0029,-0.8521,0.0150,-0.0044,0.0345,1.4525
0.0980,-0.0182,-0.5814,0.8910,0.0030,-0.8628,0.0152,-0.0044,0.0345,1.4525
0.0990,-0.0184,-0.5915,0.9090,0.0030,-0.8736,0.0154,-0.0045,0.0345,1.4525
0.1000,-0.0186,-0.6015,0.9272,0.0031,-0.8843,0.0156,-0.0045,0.0345,1.4525
0.1010,-0.0189,-0.6113,0.9455,0.0031,-0.8947,0.0157,-0.0045,0.0345,1.4524
0.1020,-0.0191,-0.6211,0.9639,0.0032,-0.9050,0.0159,-0.0046,0.0345,1.4524
0.1030,-0.0193,-0.6307,0.9823,0.0032,-0.9150,0.0161,-0.0046,0.0345,1.4524
0.1040,-0.0195,-0.6402,1.0007,0.0033,-0.9248,0.0162,-0.0046,0.0345,1.4524
0.1050,-0.0197,-0.6496,1.0190,0.0034,-0.9344,0.0164,-0.0046,0.0345,1.4524
0.1060,-0.0199,-0.6589,1.0373,0.0034,-0.9438,0.0165,-0.0046,0.0345,1.4524
0.1070,-0.0202,-0.6680,1.0556,0.0035,-0.9532,0.0167,-0.0046,0.0345,1.4524
0.1080,-0.0204,-0.6771,1.0739,0.0035,-0.9626,0.0169,-0.0046,0.0345,1.4524
0.1090,-0.0206,-0.6860,1.0922,0.0036,-0.9720,0.0170,-0.0046,0.0345,1.4524
0.1100,-0.0208,-0.6948,1.1104,0.0036,-0.9814,0.0172,-0.0046,0.0345,1.4524
0.1110,-0.0210,-0.7036,1.1286,0.0036,-0.9907,0.0173,-0.0046,0.0345,1.4524
0.1120,-0.0212,-0.7123,1.1467,0.0037,-1.0001,0.0175,-0.0047,0.0345,1.4524
0.1130,-0.0214,-0.7211,1.1649,0.0037,-1.0094,0.0176,-0.0047,0.0345,1.4524
0.1140,-0.0215,-0.7298,1.1829,0.0038,-1.0187,0.0178,-0.0047,0.0345,1.4524
0.1150,-0.0217,-0.7385,1.2010,0.0038,-1.0279,0.0179,-0.0047,0.0345,1.4524
0.1160,-0.0219,-0.7472,1.2190,0.0039,-1.0372,0.0181,-0.0047,0.0345,1.4524
0.1170,-0.0221,-0.7559,1.2369,0.0039,-1.0464,0.0182,-0.0047,0.0345,1.4524
0.1180,-0.0223,-0.7645,1.2548,0.0039,-1.0556,0.0184,-0.0047,0.0345,1.4524
0.1190,-0.0225,-0.7731,1.2727,0.0040,-1.0648,0.0185,-0.0047,0.0345,1.4524
0.1200,-0.0226,-0.7817,1.2905,0.0040,-1.0740,0.0186,-0.0047,0.0345,1.4524
0.1210,-0.0228,-0.7903,1.3082,0.0040,-1.0831,0.0188,-0.0047,0.0345,1.4524
0.1220,-0.0230,-0.7988,1.3260,0.0041,-1.0922,0.0189,-0.0047,0.0345,1.4524
0.1230,-0.0232,-0.8074,1.3436,0.0041,-1.1013,0.0191,-0.0047,0.0345,1.4524
0.1240,-0.0233,-0.8159,1.3612,0.0041,-1.1103,0.0192,-0.0047,0.0345,1.4524
0.1250,-0.0235,-0.8244,1.3788,0.0042,-1.1193,0.0193,-0.0047,0.0345,1.4524
0.1260,-0.0237,-0.8328,1.3963,0.0042,-1.1283,0.0195,-0.0047,0.0345,1.4524
0.1270,-0.0238,-0.8412,1.4137,0.0042,-1.1373,0.0196,-0.0047,0.0345,1.4524
0.1280,-0.0240,-0.8496,1.4311,0.0043,-1.1462,0.0197,-0.0047,0.0345,1.4524
0.1290,-0.0241,-0.8580,1.4484,0.0043,-1.1551,0.0198,-0.0047,0.0345,1.4524
0.1300,-0.0243,-0.8663,1.4657,0.0043,-1.1640,0.0200,-0.0047,0.0345,1.4524
0.1310,-0.0244,-0.8747,1.4829,0.0043,-1.1728,0.0201,-0.0047,0.0345,1.4524
0.1320,-0.0246,-0.8830,1.5001,0.0044,-1.1817,0.0202,-0.0047,0.0345,1.4524
0.1330,-0.0247,-0.8912,1.5172,0.0044,-1.1904,0.0204,-0.0047,0.0345,1.4524
0.1340,-0.0249,-0.8995,1.5342,0.0044,-1.1992,0.0205,-0.0047,0.0345,1.4524
0.1350,-0.0250,-0.9077,1.5512,0.0044,-1.2079,0.0206,-0.0047,0.0345,1.4524
0.1360,-0.0252,-0.9159,1.5682,0.0045,-1.2166,0.0207,-0.0047,0.0345,1.4524
0.1370,-0.0253,-0.9240,1.5851,0.0045,-1.2253,0.0208,-0.0047,0.0345,1.4524
0.1380,-0.0255,-0.9321,1.6019,0.0045,-1.2339,0.0210,-0.0047,0.0345,1.4524
0.1390,-0.0256,-0.9402,1.6186,0.0045,-1.2425,0.0211,-0.0047,0.0345,1.4524
0.1400,-0.0257,-0.9483,1.6353,0.0045,-1.2511,0.0212,-0.0047,0.0345,1.4524
0.1410,-0.0259,-0.9563,1.6519,0.0046,-1.2594,0.0213,-0.0047,0.0345,1.4524
0.1420,-0.0260,-0.9641,1.6682,0.0046,-1.2676,0.0214,-0.0047,0.0345,1.4524
0.1430,-0.0261,-0.9718,1.6844,0.0046,-1.2755,0.0215,-0.0047,0.0345,1.4524
0.1440,-0.0263,-0.9794,1.7003,0.0046,-1.2831,0.0216,-0.0047,0.0345,1.4524
0.1450,-0.0264,-0.9869,1.7161,0.0047,-1.2906,0.0217,-0.0047,0.0345,1.4524
0.1460,-0.0265,-0.9942,1.7318,0.0047,-1.2979,0.0218,-0.0047,0.0345,1.4524
0.1470,-0.0266,-1.0015,1.7472,0.0047,-1.3052,0.0219,-0.0047,0.0345,1.4524
0.1480,-0.0268,-1.0086,1.7625,0.0047,-1.3125,0.0220,-0.0047,0.0345,1.4523
0.1490,-0.0269,-1.0156,1.7776,0.0048,-1.3197,0.0221,-0.0047,0.0345,1.4523
0.1500,-0.0270,-1.0224,1.7925,0.0048,-1.3270,0.0222,-0.0047,0.0345,1.4523
0.1510,-0.0271,-1.0293,1.8072,0.0048,-1.3343,0.0223,-0.0047,0.0345,1.4523
0.1520,-0.0273,-1.0362,1.8217,0.0048,-1.3415,0.0224,-0.0047,0.0345,1.4523
0.1530,-0.0274,-1.0431,1.8361,0.0048,-1.3487,0.0225,-0.0047,0.0345,1.4523
0.1540,-0.0275,-1.0499,1.8503,0.0049,-1.3559,0.0226,-0.0047,0.0345,1.4523
0.1550,-0.0276,-1.0567,1.8644,0.0049,-1.3631,0.0227,-0.0047,0.0345,1.4523
0.1560,-0.0277,-1.0636,1.8784,0.0049,-1.3703,0.0228,-0.0047,0.0345,1.4523
0.1570,-0.0278,-1.0704,1.8925,0.0049,-1.3775,0.0229,-0.0047,0.0345,1.4523
0.1580,-0.0279,-1.0772,1.9065,0.0049,-1.3847,0.0230,-0.0047,0.0345,1.4523
0.1590,-0.0281,-1.0840,1.9205,0.0049,-1.3918,0.0231,-0.0047,0.0345,1.4523
0.1600,-0.0282,-1.0907,1.9345,0.0050,-1.3990,0.0232,-0.0047,0.0345,1.4523
0.1610,-0.0283,-1.0975,1.9484,0.0050,-1.4061,0.0233,-0.0047,0.0345,1.4523
0.1620,-0.0284,-1.1042,1.9623,0.0050,-1.4132,0.0234,-0.0047,0.0345,1.4523
0.1630,-0.0285,-1.1110,1.9762,0.0050,-1.4203,0.0235,-0.0047,0.0345,1.4523
0.1640,-0.0286,-1.1177,1.9901,0.0050,-1.4274,0.0236,-0.0047,0.0345,1.4523
0.1650,-0.0287,-1.1244,2.0039,0.0050,-1.4344,0.0237,-0.0047,0.0345,1.4523
0.1660,-0.0288,-1.1311,2.0177,0.0050,-1.4415,0.0238,-0.0047,0.0345,1.4523
0.1670,-0.0289,-1.1378,2.0315,0.0051,-1.4485,0.0239,-0.0047,0.0345,1.4523
0.1680,-0.0290,-1.1445,2.0453,0.0051,-1.4556,0.0240,-0.0047,0.0345,1.4523
0.1690,-0.0291,-1.1512,2.0590,0.0051,-1.4626,0.0241,-0.0048,0.0345,1.4523
0.1700,-0.0292,-1.1578,2.0727,0.0051,-1.4696,0.0241,-0.0048,0.0345,1.4523
0.1710,-0.0293,-1.1645,2.0864,0.0051,-1.4766,0.0242,-0.0048,0.0345,1.4523
0.1720,-0.0294,-1.1711,2.1001,0.0051,-1.4835,0.0243,-0.0048,0.0345,1.4523
0.1730,-0.0295,-1.1777,2.1137,0.0051,-1.4905,0.0244,-0.0048,0.0345,1.4523
0.1740,-0.0296,-1.1843,2.1273,0.0051,-1.4974,0.0245,-0.0048,0.0345,1.4523
0.1750,-0.0297,-1.1909,2.1408,0.0052,-1.5044,0.0246,-0.0048,0.0345,1.4523
0.1760,-0.0298,-1.1974,2.1544,0.0052,-1.5113,0.0247,-0.0048,0.0345,1.4523
0.1770,-0.0299,-1.2040,2.1679,0.0052,-1.5182,0.0248,-0.0048,0.0345,1.4523
0.1780,-0.0300,-1.2106,2.1814,0.0052,-1.5251,0.0248,-0.0048,0.0345,1.4523
0.1790,-0.0301,-1.2171,2.1948,0.0052,-1.5319,0.0249,-0.0048,0.0345,1.4523
0.1800,-0.0302,-1.2236,2.2083,0.0052,-1.5388,0.0250,-0.0048,0.0345,1.4523
0.1810,-0.0303,-1.2301,2.2217,0.0052,-1.5456,0.0251,-0.0048,0.0345,1.4523
0.1820,-0.0304,-1.2366,2.2350,0.0052,-1.5524,0.0252,-0.0048,0.0345,1.4523
0.1830,-0.0305,-1.2431,2.2484,0.0052,-1.5592,0.0253,-0.0048,0.0345,1.4523
0.1840,-0.0306,-1.2495,2.2617,0.0053,-1.5660,0.0253,-0.0048,0.0345,1.4523
0.1850,-0.0307,-1.2560,2.2750,0.0053,-1.5728,0.0254,-0.0048,0.0345,1.4523
0.1860,-0.0308,-1.2624,2.2882,0.0053,-1.5796,0.0255,-0.0048,0.0345,1.4523
0.1870,-0.0309,-1.2688,2.3014,0.0053,-1.5863,0.0256,-0.0048,0.0345,1.4523
0.1880,-0.0310,-1.2753,2.3146,0.0053,-1.5931,0.0257,-0.0048,0.0345,1.4522
0.1890,-0.0310,-1.2817,2.3278,0.0053,-1.5998,0.0258,-0.0048,0.0345,1.4522
0.1900,-0.0311,-1.2880,2.3410,0.0053,-1.6065,0.0258,-0.0048,0.0345,1.4522
0.1910,-0.0312,-1.2944,2.3541,0.0053,-1.6132,0.0259,-0.0048,0.0345,1.4522
0.1920,-0.0313,-1.3008,2.3671,0.0053,-1.6198,0.0260,-0.0048,0.0345,1.4522
0.1930,-0.0314,-1.3071,2.3802,0.0053,-1.6265,0.0261,-0.0048,0.0345,1.4522
0.1940,-0.0315,-1.3134,2.3932,0.0053,-1.6331,0.0261,-0.0048,0.0345,1.4522
0.1950,-0.0316,-1.3197,2.4062,0.0053,-1.6398,0.0262,-0.0048,0.0345,1.4522
0.1960,-0.0316,-1.3260,2.4192,0.0053,-1.6464,0.0263,-0.0048,0.0345,1.4522
0.1970,-0.0317,-1.3323,2.4321,0.0054,-1.6530,0.0264,-0.0048,0.0345,1.4522
0.1980,-0.0318,-1.3386,2.4450,0.0054,-1.6595,0.0265,-0.0048,0.0345,1.4522
0.1990,-0.0319,-1.3449,2.4579,0.0054,-1.6661,0.0265,-0.0048,0.0345,1.4522
0.2000,-0.0320,-1.3511,2.4708,0.0054,-1.6727,0.0266,-0.0048,0.0345,1.4522
0.2010,-0.0321,-1.3573,2.4836,0.0054,-1.6792,0.0267,-0.0048,0.0345,1.4522
0.2020,-0.0321,-1.3635,2.4964,0.0054,-1.6857,0.0268,-0.0049,0.0345,1.4522
0.2030,-0.0322,-1.3698,2.5091,0.0054,-1.6922,0.0268,-0.0049,0.0345,1.4522
0.2040,-0.0323,-1.3759,2.5219,0.0054,-1.6987,0.0269,-0.0049,0.0345,1.4522
0.2050,-0.0324,-1.3821,2.5346,0.0054,-1.7052,0.0270,-0.0049,0.0345,1.4522
0.2060,-0.0324,-1.3883,2.5473,0.0054,-1.7116,0.0270,-0.0049,0.0345,1.4522
0.2070,-0.0325,-1.3944,2.5599,0.0054,-1.7181,0.0271,-0.0049,0.0345,1.4522
0.2080,-0.0326,-1.4006,2.5725,0.0054,-1.7245,0.0272,-0.0049,0.0345,1.4522
0.2090,-0.0327,-1.4067,2.5851,0.0054,-1.7309,0.0273,-0.0049,0.0345,1.4522
0.2100,-0.0328,-1.4128,2.5977,0.0054,-1.7373,0.0273,-0.0049,0.0345,1.4522
0.2110,-0.0328,-1.4189,2.6102,0.0054,-1.7437,0.0274,-0.0049,0.0345,1.4522
0.2120,-0.0329,-1.4250,2.6227,0.0054,-1.7501,0.0275,-0.0049,0.0345,1.4522
0.2130,-0.0330,-1.4310,2.6352,0.0054,-1.7565,0.0275,-0.0049,0.0345,1.4522
0.2140,-0.0331,-1.4371,2.6477,0.0054,-1.7628,0.0276,-0.0049,0.0345,1.4522
0.2150,-0.0331,-1.4431,2.6601,0.0054,-1.7691,0.0277,-0.0049,0.0345,1.4522
0.2160,-0.0332,-1.4492,2.6725,0.0054,-1.7754,0.0278,-0.0049,0.0345,1.4522
0.2170,-0.0333,-1.4552,2.6849,0.0055,-1.7817,0.0278,-0.0049,0.0345,1.4522
0.2180,-0.0333,-1.4612,2.6972,0.0055,-1.7880,0.0279,-0.0049,0.0345,1.4522
0.2190,-0.0334,-1.4672,2.7095,0.0055,-1.7943,0.0280,-0.0049,0.0345,1.4522
0.2200,-0.0335,-1.4732,2.7218,0.0055,-1.8005,0.0280,-0.0049,0.0345,1.4522
0.2210,-0.0336,-1.4791,2.7341,0.0055,-1.8068,0.0281,-0.0049,0.0345,1.4522
0.2220,-0.0336,-1.4851,2.7463,0.0055,-1.8130,0.0282,-0.0049,0.0345,1.4522
0.2230,-0.0337,-1.4910,2.7585,0.0055,-1.8192,0.0282,-0.0049,0.0345,1.4521
0.2240,-0.0338,-1.4969,2.7707,0.0055,-1.8254,0.0283,-0.0049,0.0345,1.4521
0.2250,-0.0338,-1.5029,2.7828,0.0055,-1.8316,0.0284,-0.0049,0.0345,1.4521
0.2260,-0.0339,-1.5088,2.7950,0.0055,-1.8378,0.0284,-0.0049,0.0345,1.4521
0.2270,-0.0340,-1.5146,2.8071,0.0055,-1.8439,0.0285,-0.0049,0.0345,1.4521
0.2280,-0.0340,-1.5205,2.8191,0.0055,-1.8501,0.0286,-0.0049,0.0345,1.4521
0.2290,-0.0341,-1.5264,2.8312,0.0055,-1.8562,0.0286,-0.0049,0.0345,1.4521
0.2300,-0.0342,-1.5322,2.8432,0.0055,-1.8623,0.0287,-0.0049,0.0345,1.4521
0.2310,-0.0342,-1.5381,2.8552,0.0055,-1.8684,0.0287,-0.0049,0.0345,1.4521
0.2320,-0.0343,-1.5439,2.8671,0.0055,-1.8745,0.0288,-0.0049,0.0345,1.4521
0.2330,-0.0344,-1.5497,2.8791,0.0055,-1.8806,0.0289,-0.0049,0.0345,1.4521
0.2340,-0.0344,-1.5555,2.8910,0.0055,-1.8866,0.0289,-0.0049,0.0345,1.4521
0.2350,-0.0345,-1.5613,2.9029,0.0055,-1.8927,0.0290,-0.0049,0.0345,1.4521
0.2360,-0.0346,-1.5671,2.9147,0.0055,-1.8987,0.0291,-0.0050,0.0345,1.4521
0.2370,-0.0346,-1.5728,2.9266,0.0055,-1.9047,0.0291,-0.0050,0.0345,1.4521
0.2380,-0.0347,-1.5786,2.9384,0.0055,-1.9107,0.0292,-0.0050,0.0345,1.4521
0.2390,-0.0347,-1.5843,2.9501,0.0055,-1.9167,0.0292,-0.0050,0.0345,1.4521
0.2400,-0.0348,-1.5900,2.9619,0.0055,-1.9227,0.0293,-0.0050,0.0345,1.4521
0.2410,-0.0349,-1.5957,2.9736,0.0055,-1.9286,0.0294,-0.0050,0.0345,1.4521
0.2420,-0.0349,-1.6014,2.9853,0.0055,-1.9346,0.0294,-0.0050,0.0345,1.4521
0.2430,-0.0350,-1.6071,2.9970,0.0055,-1.9405,0.0295,-0.0050,0.0345,1.4521
0.2440,-0.0350,-1.6128,3.0087,0.0055,-1.9464,0.0295,-0.0050,0.0345,1.4521
0.2450,-0.0351,-1.6185,3.0203,0.0055,-1.9523,0.0296,-0.0050,0.0345,1.4521
0.2460,-0.0352,-1.6241,3.0319,0.0055,-1.9582,0.0297,-0.0050,0.0345,1.4521
0.2470,-0.0352,-1.6298,3.0435,0.0055,-1.9641,0.0297,-0.0050,0.0345,1.4521
0.2480,-0.0353,-1.6354,3.0550,0.0055,-1.9700,0.0298,-0.0050,0.0345,1.4521
0.2490,-0.0353,-1.6410,3.0666,0.0055,-1.9758,0.0298,-0.0050,0.0345,1.4521
0.2500,-0.0354,-1.6466,3.0781,0.0055,-1.9817,0.0299,-0.0050,0.0345,1.4521
0.2510,-0.0355,-1.6522,3.0895,0.0055,-1.9875,0.0299,-0.0050,0.0345,1.4521
0.2520,-0.0355,-1.6578,3.1010,0.0055,-1.9933,0.0300,-0.0050,0.0345,1.4521
0.2530,-0.0356,-1.6634,3.1124,0.0055,-1.9991,0.0301,-0.0050,0.0345,1.4521
0.2540,-0.0356,-1.6689,3.1238,0.0055,-2.0049,0.0301,-0.0050,0.0345,1.4521
0.2550,-0.0357,-1.6745,3.1352,0.0055,-2.0107,0.0302,-0.0050,0.0345,1.4520
0.2560,-0.0357,-1.6800,3.1466,0.0055,-2.0165,0.0302,-0.0050,0.0345,1.4520
0.2570,-0.0358,-1.6855,3.1579,0.0055,-2.0222,0.0303,-0.0050,0.0345,1.4520
