Time,J1,J2,J3,J4,J5,J6,TCP_X,TCP_Y,TCP_Z
4.0780,-0.0514,-9.4211,18.2713,0.0020,-9.2213,0.0494,-0.0162,0.0345,1.4375
4.0790,-0.0514,-9.4223,18.2738,0.0020,-9.2224,0.0494,-0.0162,0.0345,1.4375
4.0800,-0.0514,-9.4236,18.2762,0.0020,-9.2235,0.0494,-0.0162,0.0345,1.4375
4.0810,-0.0514,-9.4249,18.2786,0.0020,-9.2246,0.0494,-0.0162,0.0345,1.4375
4.0820,-0.0514,-9.4262,18.2810,0.0020,-9.2257,0.0494,-0.0162,0.0345,1.4375
4.0830,-0.0514,-9.4275,18.2834,0.0020,-9.2268,0.0494,-0.0163,0.0345,1.4375
4.0840,-0.0514,-9.4288,18.2858,0.0020,-9.2278,0.0494,-0.0163,0.0345,1.4375
4.0850,-0.0514,-9.4301,18.2882,0.0020,-9.2289,0.0494,-0.0163,0.0345,1.4375
4.0860,-0.0514,-9.4314,18.2906,0.0020,-9.2300,0.0494,-0.0163,0.0345,1.4374
4.0870,-0.0514,-9.4327,18.2931,0.0020,-9.2311,0.0494,-0.0163,0.0345,1.4374
4.0880,-0.0514,-9.4340,18.2955,0.0020,-9.2322,0.0494,-0.0163,0.0345,1.4374
4.0890,-0.0514,-9.4353,18.2979,0.0020,-9.2332,0.0494,-0.0163,0.0345,1.4374
4.0900,-0.0514,-9.4366,18.3003,0.0020,-9.2343,0.0494,-0.0163,0.0345,1.4374
4.0910,-0.0514,-9.4379,18.3027,0.0020,-9.2354,0.0494,-0.0163,0.0345,1.4374
4.0920,-0.0514,-9.4392,18.3051,0.0020,-9.2365,0.0494,-0.0163,0.0345,1.4374
4.0930,-0.0514,-9.4404,18.3075,0.0020,-9.2376,0.0494,-0.0163,0.0345,1.4374
4.0940,-0.0514,-9.4417,18.3099,0.0020,-9.2386,0.0494,-0.0163,0.0345,1.4374
4.0950,-0.0514,-9.4430,18.3123,0.0020,-9.2397,0.0494,-0.0163,0.0345,1.4374
4.0960,-0.0514,-9.4443,18.3147,0.0020,-9.2408,0.0494,-0.0163,0.0345,1.4374
4.0970,-0.0514,-9.4456,18.3171,0.0020,-9.2419,0.0494,-0.0163,0.0345,1.4374
4.0980,-0.0514,-9.4469,18.3195,0.0020,-9.2430,0.0494,-0.0163,0.0345,1.4374
4.0990,-0.0514,-9.4482,18.3220,0.0020,-9.2440,0.0494,-0.0163,0.0345,1.4374
4.1000,-0.0514,-9.4495,18.3244,0.0020,-9.2451,0.0494,-0.0163,0.0345,1.4374
4.1010,-0.0514,-9.4508,18.3268,0.0020,-9.2462,0.0494,-0.0163,0.0345,1.4374
4.1020,-0.0514,-9.4521,18.3292,0.0020,-9.2473,0.0494,-0.0163,0.0345,1.4374
4.1030,-0.0514,-9.4534,18.3316,0.0020,-9.2483,0.0494,-0.0163,0.0345,1.4374
4.1040,-0.0514,-9.4546,18.3340,0.0020,-9.2494,0.0494,-0.0163,0.0345,1.4374
4.1050,-0.0513,-9.4559,18.3364,0.0020,-9.2505,0.0494,-0.0163,0.0345,1.4374
4.1060,-0.0513,-9.4572,18.3388,0.0020,-9.2516,0.0494,-0.0163,0.0345,1.4374
4.1070,-0.0513,-9.4585,18.3412,0.0020,-9.2527,0.0494,-0.0163,0.0345,1.4374
4.1080,-0.0513,-9.4598,18.3436,0.0020,-9.2537,0.0494,-0.0163,0.0345,1.4374
4.1090,-0.0513,-9.4611,18.3460,0.0020,-9.2548,0.0494,-0.0163,0.0345,1.4374
4.1100,-0.0513,-9.4624,18.3484,0.0020,-9.2559,0.0494,-0.0163,0.0345,1.4374
4.1110,-0.0513,-9.4637,18.3508,0.0020,-9.2570,0.0493,-0.0163,0.0345,1.4373
4.1120,-0.0513,-9.4650,18.3532,0.0020,-9.2580,0.0493,-0.0163,0.0345,1.4373
4.1130,-0.0513,-9.4663,18.3556,0.0020,-9.2591,0.0493,-0.0163,0.0345,1.4373
4.1140,-0.0513,-9.4675,18.3580,0.0020,-9.2602,0.0493,-0.0163,0.0345,1.4373
4.1150,-0.0513,-9.4688,18.3604,0.0020,-9.2613,0.0493,-0.0163,0.0345,1.4373
4.1160,-0.0513,-9.4701,18.3628,0.0020,-9.2623,0.0493,-0.0163,0.0345,1.4373
4.1170,-0.0513,-9.4714,18.3652,0.0020,-9.2634,0.0493,-0.0164,0.0345,1.4373
4.1180,-0.0513,-9.4727,18.3676,0.0020,-9.2645,0.0493,-0.0164,0.0345,1.4373
4.1190,-0.0513,-9.4740,18.3700,0.0020,-9.2656,0.0493,-0.0164,0.0345,1.4373
4.1200,-0.0513,-9.4753,18.3724,0.0020,-9.2666,0.0493,-0.0164,0.0345,1.4373
4.1210,-0.0513,-9.4766,18.3748,0.0020,-9.2677,0.0493,-0.0164,0.0345,1.4373
4.1220,-0.0513,-9.4779,18.3772,0.0020,-9.2688,0.0493,-0.0164,0.0345,1.4373
4.1230,-0.0513,-9.4791,18.3796,0.0020,-9.2699,0.0493,-0.0164,0.0345,1.4373
4.1240,-0.0513,-9.4804,18.3820,0.0020,-9.2709,0.0493,-0.0164,0.0345,1.4373
4.1250,-0.0513,-9.4817,18.3844,0.0020,-9.2720,0.0493,-0.0164,0.0345,1.4373
4.1260,-0.0513,-9.4830,18.3868,0.0020,-9.2731,0.0493,-0.0164,0.0345,1.4373
4.1270,-0.0513,-9.4843,18.3892,0.0020,-9.2742,0.0493,-0.0164,0.0345,1.4373
4.1280,-0.0513,-9.4856,18.3916,0.0020,-9.2752,0.0493,-0.0164,0.0345,1.4373
4.1290,-0.0513,-9.4869,18.3940,0.0020,-9.2763,0.0493,-0.0164,0.0345,1.4373
4.1300,-0.0513,-9.4881,18.3964,0.0020,-9.2774,0.0493,-0.0164,0.0345,1.4373
4.1310,-0.0513,-9.4894,18.3988,0.0020,-9.2785,0.0493,-0.0164,0.0345,1.4373
4.1320,-0.0513,-9.4907,18.4012,0.0020,-9.2795,0.0493,-0.0164,0.0345,1.4373
4.1330,-0.0513,-9.4920,18.4036,0.0020,-9.2806,0.0493,-0.0164,0.0345,1.4373
4.1340,-0.0513,-9.4933,18.4060,0.0020,-9.2817,0.0493,-0.0164,0.0345,1.4373
4.1350,-0.0513,-9.4946,18.4084,0.0020,-9.2828,0.0493,-0.0164,0.0345,1.4373
4.1360,-0.0513,-9.4959,18.4108,0.0020,-9.2838,0.0493,-0.0164,0.0345,1.4372
4.1370,-0.0513,-9.4972,18.4132,0.0020,-9.2849,0.0493,-0.0164,0.0345,1.4372
4.1380,-0.0512,-9.4984,18.4156,0.0020,-9.2860,0.0493,-0.0164,0.0345,1.4372
4.1390,-0.0512,-9.4997,18.4180,0.0020,-9.2871,0.0493,-0.0164,0.0345,1.4372
4.1400,-0.0512,-9.5010,18.4204,0.0020,-9.2881,0.0493,-0.0164,0.0345,1.4372
4.1410,-0.0512,-9.5023,18.4228,0.0020,-9.2892,0.0493,-0.0164,0.0345,1.4372
4.1420,-0.0512,-9.5036,18.4252,0.0020,-9.2903,0.0493,-0.0164,0.0345,1.4372
4.1430,-0.0512,-9.5049,18.4276,0.0020,-9.2913,0.0493,-0.0164,0.0345,1.4372
4.1440,-0.0512,-9.5061,18.4300,0.0020,-9.2924,0.0493,-0.0164,0.0345,1.4372
4.1450,-0.0512,-9.5074,18.4323,0.0020,-9.2935,0.0493,-0.0164,0.0345,1.4372
4.1460,-0.0512,-9.5087,18.4347,0.0020,-9.2946,0.0493,-0.0164,0.0345,1.4372
4.1470,-0.0512,-9.5100,18.4371,0.0020,-9.2956,0.0493,-0.0164,0.0345,1.4372
4.1480,-0.0512,-9.5113,18.4395,0.0020,-9.2967,0.0493,-0.0164,0.0345,1.4372
4.1490,-0.0512,-9.5126,18.4419,0.0020,-9.2978,0.0493,-0.0164,0.0345,1.4372
4.1500,-0.0512,-9.5139,18.4443,0.0020,-9.2988,0.0492,-0.0164,0.0345,1.4372
4.1510,-0.0512,-9.5151,18.4467,0.0020,-9.2999,0.0492,-0.0165,0.0345,1.4372
4.1520,-0.0512,-9.5164,18.4491,0.0020,-9.3010,0.0492,-0.0165,0.0345,1.4372
4.1530,-0.0512,-9.5177,18.4515,0.0020,-9.3021,0.0492,-0.0165,0.0345,1.4372
4.1540,-0.0512,-9.5190,18.4539,0.0020,-9.3031,0.0492,-0.0165,0.0345,1.4372
4.1550,-0.0512,-9.5203,18.4563,0.0020,-9.3042,0.0492,-0.0165,0.0345,1.4372
4.1560,-0.0512,-9.5216,18.4587,0.0020,-9.3053,0.0492,-0.0165,0.0345,1.4372
4.1570,-0.0512,-9.5228,18.4610,0.0020,-9.3063,0.0492,-0.0165,0.0345,1.4372
4.1580,-0.0512,-9.5241,18.4634,0.0020,-9.3074,0.0492,-0.0165,0.0345,1.4372
4.1590,-0.0512,-9.5254,18.4658,0.0020,-9.3085,0.0492,-0.0165,0.0345,1.4372
4.1600,-0.0512,-9.5267,18.4682,0.0020,-9.3095,0.0492,-0.0165,0.0345,1.4372
4.1610,-0.0512,-9.5280,18.4706,0.0020,-9.3106,0.0492,-0.0165,0.0345,1.4371
4.1620,-0.0512,-9.5292,18.4730,0.0020,-9.3117,0.0492,-0.0165,0.0345,1.4371
4.1630,-0.0512,-9.5305,18.4754,0.0020,-9.3127,0.0492,-0.0165,0.0345,1.4371
4.1640,-0.0512,-9.5318,18.4778,0.0020,-9.3138,0.0492,-0.0165,0.0345,1.4371
4.1650,-0.0512,-9.5331,18.4801,0.0020,-9.3149,0.0492,-0.0165,0.0345,1.4371
4.1660,-0.0512,-9.5344,18.4825,0.0020,-9.3160,0.0492,-0.0165,0.0345,1.4371
4.1670,-0.0512,-9.5357,18.4849,0.0020,-9.3170,0.0492,-0.0165,0.0345,1.4371
4.1680,-0.0512,-9.5369,18.4873,0.0020,-9.3181,0.0492,-0.0165,0.0345,1.4371
4.1690,-0.0512,-9.5382,18.4897,0.0020,-9.3192,0.0492,-0.0165,0.0345,1.4371
4.1700,-0.0512,-9.5395,18.4921,0.0020,-9.3202,0.0492,-0.0165,0.0345,1.4371
4.1710,-0.0511,-9.5408,18.4945,0.0020,-9.3213,0.0492,-0.0165,0.0345,1.4371
4.1720,-0.0511,-9.5421,18.4968,0.0020,-9.3224,0.0492,-0.0165,0.0345,1.4371
4.1730,-0.0511,-9.5433,18.4992,0.0020,-9.3234,0.0492,-0.0165,0.0345,1.4371
4.1740,-0.0511,-9.5446,18.5016,0.0020,-9.3245,0.0492,-0.0165,0.0345,1.4371
4.1750,-0.0511,-9.5459,18.5040,0.0020,-9.3256,0.0492,-0.0165,0.0345,1.4371
4.1760,-0.0511,-9.5472,18.5064,0.0020,-9.3266,0.0492,-0.0165,0.0345,1.4371
4.1770,-0.0511,-9.5485,18.5088,0.0020,-9.3277,0.0492,-0.0165,0.0345,1.4371
4.1780,-0.0511,-9.5497,18.5111,0.0020,-9.3288,0.0492,-0.0165,0.0345,1.4371
4.1790,-0.0511,-9.5510,18.5135,0.0020,-9.3298,0.0492,-0.0165,0.0345,1.4371
4.1800,-0.0511,-9.5523,18.5159,0.0020,-9.3309,0.0492,-0.0165,0.0345,1.4371
4.1810,-0.0511,-9.5536,18.5183,0.0020,-9.3320,0.0492,-0.0165,0.0345,1.4371
4.1820,-0.0511,-9.5549,18.5207,0.0020,-9.3330,0.0492,-0.0165,0.0345,1.4371
4.1830,-0.0511,-9.5561,18.5231,0.0020,-9.3341,0.0492,-0.0165,0.0345,1.4371
4.1840,-0.0511,-9.5574,18.5254,0.0020,-9.3352,0.0492,-0.0165,0.0345,1.4371
4.1850,-0.0511,-9.5587,18.5278,0.0020,-9.3362,0.0492,-0.0166,0.0345,1.4371
4.1860,-0.0511,-9.5600,18.5302,0.0020,-9.3373,0.0492,-0.0166,0.0345,1.4371
4.1870,-0.0511,-9.5613,18.5326,0.0020,-9.3383,0.0492,-0.0166,0.0345,1.4370
4.1880,-0.0511,-9.5625,18.5350,0.0020,-9.3394,0.0491,-0.0166,0.0345,1.4370
4.1890,-0.0511,-9.5638,18.5373,0.0020,-9.3405,0.0491,-0.0166,0.0345,1.4370
4.1900,-0.0511,-9.5651,18.5397,0.0020,-9.3415,0.0491,-0.0166,0.0345,1.4370
4.1910,-0.0511,-9.5664,18.5421,0.0020,-9.3426,0.0491,-0.0166,0.0345,1.4370
4.1920,-0.0511,-9.5676,18.5445,0.0020,-9.3437,0.0491,-0.0166,0.0345,1.4370
4.1930,-0.0511,-9.5689,18.5469,0.0020,-9.3447,0.0491,-0.0166,0.0345,1.4370
4.1940,-0.0511,-9.5702,18.5492,0.0020,-9.3458,0.0491,-0.0166,0.0345,1.4370
4.1950,-0.0511,-9.5715,18.5516,0.0020,-9.3469,0.0491,-0.0166,0.0345,1.4370
4.1960,-0.0511,-9.5728,18.5540,0.0020,-9.3479,0.0491,-0.0166,0.0345,1.4370
4.1970,-0.0511,-9.5740,18.5564,0.0020,-9.3490,0.0491,-0.0166,0.0345,1.4370
4.1980,-0.0511,-9.5753,18.5587,0.0020,-9.3501,0.0491,-0.0166,0.0345,1.4370
4.1990,-0.0511,-9.5766,18.5611,0.0020,-9.3511,0.0491,-0.0166,0.0345,1.4370
4.2000,-0.0511,-9.5779,18.5635,0.0020,-9.3522,0.0491,-0.0166,0.0345,1.4370
4.2010,-0.0511,-9.5791,18.5659,0.0020,-9.3532,0.0491,-0.0166,0.0345,1.4370
4.2020,-0.0511,-9.5804,18.5683,0.0020,-9.3543,0.0491,-0.0166,0.0345,1.4370
4.2030,-0.0510,-9.5817,18.5706,0.0020,-9.3554,0.0491,-0.0166,0.0345,1.4370
4.2040,-0.0510,-9.5830,18.5730,0.0020,-9.3564,0.0491,-0.0166,0.0345,1.4370
4.2050,-0.0510,-9.5842,18.5754,0.0020,-9.3575,0.0491,-0.0166,0.0345,1.4370
4.2060,-0.0510,-9.5855,18.5778,0.0020,-9.3586,0.0491,-0.0166,0.0345,1.4370
4.2070,-0.0510,-9.5868,18.5801,0.0020,-9.3596,0.0491,-0.0166,0.0345,1.4370
4.2080,-0.0510,-9.5881,18.5825,0.0020,-9.3607,0.0491,-0.0166,0.0345,1.4370
4.2090,-0.0510,-9.5893,18.5849,0.0020,-9.3617,0.0491,-0.0166,0.0345,1.4370
4.2100,-0.0510,-9.5906,18.5873,0.0020,-9.3628,0.0491,-0.0166,0.0345,1.4370
4.2110,-0.0510,-9.5919,18.5896,0.0020,-9.3639,0.0491,-0.0166,0.0345,1.4370
4.2120,-0.0510,-9.5932,18.5920,0.0020,-9.3649,0.0491,-0.0166,0.0345,1.4369
4.2130,-0.0510,-9.5944,18.5944,0.0020,-9.3660,0.0491,-0.0166,0.0345,1.4369
4.2140,-0.0510,-9.5957,18.5967,0.0020,-9.3670,0.0491,-0.0166,0.0345,1.4369
4.2150,-0.0510,-9.5970,18.5991,0.0020,-9.3681,0.0491,-0.0166,0.0345,1.4369
4.2160,-0.0510,-9.5983,18.6015,0.0020,-9.3692,0.0491,-0.0166,0.0345,1.4369
4.2170,-0.0510,-9.5995,18.6039,0.0020,-9.3702,0.0491,-0.0166,0.0345,1.4369
4.2180,-0.0510,-9.6008,18.6062,0.0020,-9.3713,0.0491,-0.0166,0.0345,1.4369
4.2190,-0.0510,-9.6021,18.6086,0.0020,-9.3724,0.0491,-0.0167,0.0345,1.4369
4.2200,-0.0510,-9.6034,18.6110,0.0020,-9.3734,0.0491,-0.0167,0.0345,1.4369
4.2210,-0.0510,-9.6046,18.6133,0.0020,-9.3745,0.0491,-0.0167,0.0345,1.4369
4.2220,-0.0510,-9.6059,18.6157,0.0020,-9.3755,0.0491,-0.0167,0.0345,1.4369
4.2230,-0.0510,-9.6072,18.6181,0.0020,-9.3766,0.0491,-0.0167,0.0345,1.4369
4.2240,-0.0510,-9.6085,18.6204,0.0020,-9.3776,0.0491,-0.0167,0.0345,1.4369
4.2250,-0.0510,-9.6097,18.6228,0.0020,-9.3787,0.0491,-0.0167,0.0345,1.4369
4.2260,-0.0510,-9.6110,18.6252,0.0020,-9.3798,0.0490,-0.0167,0.0345,1.4369
4.2270,-0.0510,-9.6123,18.6276,0.0020,-9.3808,0.0490,-0.0167,0.0345,1.4369
4.2280,-0.0510,-9.6135,18.6299,0.0020,-9.3819,0.0490,-0.0167,0.0345,1.4369
4.2290,-0.0510,-9.6148,18.6323,0.0020,-9.3829,0.0490,-0.0167,0.0345,1.4369
4.2300,-0.0510,-9.6161,18.6347,0.0020,-9.3840,0.0490,-0.0167,0.0345,1.4369
4.2310,-0.0510,-9.6174,18.6370,0.0020,-9.3851,0.0490,-0.0167,0.0345,1.4369
4.2320,-0.0510,-9.6186,18.6394,0.0020,-9.3861,0.0490,-0.0167,0.0345,1.4369
4.2330,-0.0510,-9.6199,18.6418,0.0020,-9.3872,0.0490,-0.0167,0.0345,1.4369
4.2340,-0.0510,-9.6212,18.6441,0.0020,-9.3882,0.0490,-0.0167,0.0345,1.4369
4.2350,-0.0510,-9.6225,18.6465,0.0019,-9.3893,0.0490,-0.0167,0.0345,1.4369
4.2360,-0.0509,-9.6237,18.6489,0.0019,-9.3904,0.0490,-0.0167,0.0345,1.4369
4.2370,-0.0509,-9.6250,18.6512,0.0019,-9.3914,0.0490,-0.0167,0.0345,1.4368
4.2380,-0.0509,-9.6263,18.6536,0.0019,-9.3925,0.0490,-0.0167,0.0345,1.4368
4.2390,-0.0509,-9.6275,18.6560,0.0019,-9.3935,0.0490,-0.0167,0.0345,1.4368
4.2400,-0.0509,-9.6288,18.6583,0.0019,-9.3946,0.0490,-0.0167,0.0345,1.4368
4.2410,-0.0509,-9.6301,18.6607,0.0019,-9.3956,0.0490,-0.0167,0.0345,1.4368
4.2420,-0.0509,-9.6314,18.6630,0.0019,-9.3967,0.0490,-0.0167,0.0345,1.4368
4.2430,-0.0509,-9.6326,18.6654,0.0019,-9.3977,0.0490,-0.0167,0.0345,1.4368
4.2440,-0.0509,-9.6339,18.6678,0.0019,-9.3988,0.0490,-0.0167,0.0345,1.4368
4.2450,-0.0509,-9.6352,18.6701,0.0019,-9.3999,0.0490,-0.0167,0.0345,1.4368
4.2460,-0.0509,-9.6364,18.6725,0.0019,-9.4009,0.0490,-0.0167,0.0345,1.4368
4.2470,-0.0509,-9.6377,18.6749,0.0019,-9.4020,0.0490,-0.0167,0.0345,1.4368
4.2480,-0.0509,-9.6390,18.6772,0.0019,-9.4030,0.0490,-0.0167,0.0345,1.4368
4.2490,-0.0509,-9.6402,18.6796,0.0019,-9.4041,0.0490,-0.0167,0.0345,1.4368
4.2500,-0.0509,-9.6415,18.6820,0.0019,-9.4051,0.0490,-0.0167,0.0345,1.4368
4.2510,-0.0509,-9.6428,18.6843,0.0019,-9.4062,0.0490,-0.0167,0.0345,1.4368
4.2520,-0.0509,-9.6441,18.6867,0.0019,-9.4073,0.0490,-0.0167,0.0345,1.4368
4.2530,-0.0509,-9.6453,18.6890,0.0019,-9.4083,0.0490,-0.0168,0.0345,1.4368
4.2540,-0.0509,-9.6466,18.6914,0.0019,-9.4094,0.0490,-0.0168,0.0345,1.4368
4.2550,-0.0509,-9.6479,18.6938,0.0019,-9.4104,0.0490,-0.0168,0.0345,1.4368
4.2560,-0.0509,-9.6491,18.6961,0.0019,-9.4115,0.0490,-0.0168,0.0345,1.4368
4.2570,-0.0509,-9.6504,18.6985,0.0019,-9.4125,0.0490,-0.0168,0.0345,1.4368
4.2580,-0.0509,-9.6517,18.7008,0.0019,-9.4136,0.0490,-0.0168,0.0345,1.4368
4.2590,-0.0509,-9.6529,18.7032,0.0019,-9.4146,0.0490,-0.0168,0.0345,1.4368
4.2600,-0.0509,-9.6542,18.7056,0.0019,-9.4157,0.0490,-0.0168,0.0345,1.4368
4.2610,-0.0509,-9.6555,18.7079,0.0019,-9.4167,0.0490,-0.0168,0.0345,1.4368
4.2620,-0.0509,-9.6567,18.7103,0.0019,-9.4178,0.0490,-0.0168,0.0345,1.4367
4.2630,-0.0509,-9.6580,18.7126,0.0019,-9.4188,0.0490,-0.0168,0.0345,1.4367
4.2640,-0.0509,-9.6593,18.7150,0.0019,-9.4199,0.0489,-0.0168,0.0345,1.4367
4.2650,-0.0509,-9.6605,18.7173,0.0019,-9.4210,0.0489,-0.0168,0.0345,1.4367
4.2660,-0.0509,-9.6618,18.7197,0.0019,-9.4220,0.0489,-0.0168,0.0345,1.4367
4.2670,-0.0509,-9.6631,18.7221,0.0019,-9.4231,0.0489,-0.0168,0.0345,1.4367
4.2680,-0.0508,-9.6643,18.7244,0.0019,-9.4241,0.0489,-0.0168,0.0345,1.4367
4.2690,-0.0508,-9.6656,18.7268,0.0019,-9.4252,0.0489,-0.0168,0.0345,1.4367
4.2700,-0.0508,-9.6669,18.7291,0.0019,-9.4262,0.0489,-0.0168,0.0345,1.4367
4.2710,-0.0508,-9.6681,18.7315,0.0019,-9.4273,0.0489,-0.0168,0.0345,1.4367
4.2720,-0.0508,-9.6694,18.7338,0.0019,-9.4283,0.0489,-0.0168,0.0345,1.4367
4.2730,-0.0508,-9.6707,18.7362,0.0019,-9.4294,0.0489,-0.0168,0.0345,1.4367
4.2740,-0.0508,-9.6719,18.7385,0.0019,-9.4304,0.0489,-0.0168,0.0345,1.4367
4.2750,-0.0508,-9.6732,18.7409,0.0019,-9.4315,0.0489,-0.0168,0.0345,1.4367
4.2760,-0.0508,-9.6745,18.7433,0.0019,-9.4325,0.0489,-0.0168,0.0345,1.4367
4.2770,-0.0508,-9.6757,18.7456,0.0019,-9.4336,0.0489,-0.0168,0.0345,1.4367
4.2780,-0.0508,-9.6770,18.7480,0.0019,-9.4346,0.0489,-0.0168,0.0345,1.4367
4.2790,-0.0508,-9.6783,18.7503,0.0019,-9.4357,0.0489,-0.0168,0.0345,1.4367
4.2800,-0.0508,-9.6795,18.7527,0.0019,-9.4367,0.0489,-0.0168,0.0345,1.4367
4.2810,-0.0508,-9.6808,18.7550,0.0019,-9.4378,0.0489,-0.0168,0.0345,1.4367
4.2820,-0.0508,-9.6821,18.7574,0.0019,-9.4388,0.0489,-0.0168,0.0345,1.4367
4.2830,-0.0508,-9.6833,18.7597,0.0019,-9.4399,0.0489,-0.0168,0.0345,1.4367
4.2840,-0.0508,-9.6846,18.7621,0.0019,-9.4409,0.0489,-0.0168,0.0345,1.4367
4.2850,-0.0508,-9.6859,18.7644,0.0019,-9.4420,0.0489,-0.0168,0.0345,1.4367
4.2860,-0.0508,-9.6871,18.7668,0.0019,-9.4430,0.0489,-0.0168,0.0345,1.4367
4.2870,-0.0508,-9.6884,18.7691,0.0019,-9.4441,0.0489,-0.0169,0.0345,1.4366
4.2880,-0.0508,-9.6897,18.7715,0.0019,-9.4451,0.0489,-0.0169,0.0345,1.4366
4.2890,-0.0508,-9.6909,18.7738,0.0019,-9.4462,0.0489,-0.0169,0.0345,1.4366
4.2900,-0.0508,-9.6922,18.7762,0.0019,-9.4472,0.0489,-0.0169,0.0345,1.4366
4.2910,-0.0508,-9.6935,18.7785,0.0019,-9.4483,0.0489,-0.0169,0.0345,1.4366
4.2920,-0.0508,-9.6947,18.7809,0.0019,-9.4493,0.0489,-0.0169,0.0345,1.4366
4.2930,-0.0508,-9.6960,18.7832,0.0019,-9.4504,0.0489,-0.0169,0.0345,1.4366
4.2940,-0.0508,-9.6972,18.7856,0.0019,-9.4514,0.0489,-0.0169,0.0345,1.4366
4.2950,-0.0508,-9.6985,18.7879,0.0019,-9.4525,0.0489,-0.0169,0.0345,1.4366
4.2960,-0.0508,-9.6998,18.7903,0.0019,-9.4535,0.0489,-0.0169,0.0345,1.4366
4.2970,-0.0508,-9.7010,18.7926,0.0019,-9.4546,0.0489,-0.0169,0.0345,1.4366
4.2980,-0.0508,-9.7023,18.7950,0.0019,-9.4556,0.0489,-0.0169,0.0345,1.4366
4.2990,-0.0508,-9.7036,18.7973,0.0019,-9.4567,0.0489,-0.0169,0.0345,1.4366
4.3000,-0.0507,-9.7048,18.7997,0.0019,-9.4577,0.0489,-0.0169,0.0345,1.4366
4.3010,-0.0507,-9.7061,18.8020,0.0019,-9.4588,0.0489,-0.0169,0.0345,1.4366
4.3020,-0.0507,-9.7074,18.8044,0.0019,-9.4598,0.0488,-0.0169,0.0345,1.4366
4.3030,-0.0507,-9.7086,18.8067,0.0019,-9.4609,0.0488,-0.0169,0.0345,1.4366
4.3040,-0.0507,-9.7099,18.8091,0.0019,-9.4619,0.0488,-0.0169,0.0345,1.4366
4.3050,-0.0507,-9.7111,18.8114,0.0019,-9.4630,0.0488,-0.0169,0.0345,1.4366
4.3060,-0.0507,-9.7124,18.8138,0.0019,-9.4640,0.0488,-0.0169,0.0345,1.4366
4.3070,-0.0507,-9.7137,18.8161,0.0019,-9.4651,0.0488,-0.0169,0.0345,1.4366
4.3080,-0.0507,-9.7149,18.8184,0.0019,-9.4661,0.0488,-0.0169,0.0345,1.4366
4.3090,-0.0507,-9.7162,18.8208,0.0019,-9.4672,0.0488,-0.0169,0.0345,1.4366
4.3100,-0.0507,-9.7175,18.8231,0.0019,-9.4682,0.0488,-0.0169,0.0345,1.4366
4.3110,-0.0507,-9.7187,18.8255,0.0019,-9.4692,0.0488,-0.0169,0.0345,1.4366
4.3120,-0.0507,-9.7200,18.8278,0.0019,-9.4703,0.0488,-0.0169,0.0345,1.4365
4.3130,-0.0507,-9.7212,18.8302,0.0019,-9.4713,0.0488,-0.0169,0.0345,1.4365
4.3140,-0.0507,-9.7225,18.8325,0.0019,-9.4724,0.0488,-0.0169,0.0345,1.4365
4.3150,-0.0507,-9.7238,18.8349,0.0019,-9.4734,0.0488,-0.0169,0.0345,1.4365
4.3160,-0.0507,-9.7250,18.8372,0.0019,-9.4745,0.0488,-0.0169,0.0345,1.4365
4.3170,-0.0507,-9.7263,18.8395,0.0019,-9.4755,0.0488,-0.0169,0.0345,1.4365
4.3180,-0.0507,-9.7275,18.8419,0.0019,-9.4766,0.0488,-0.0169,0.0345,1.4365
4.3190,-0.0507,-9.7288,18.8442,0.0019,-9.4776,0.0488,-0.0169,0.0345,1.4365
4.3200,-0.0507,-9.7301,18.8466,0.0019,-9.4787,0.0488,-0.0169,0.0345,1.4365
4.3210,-0.0507,-9.7313,18.8489,0.0019,-9.4797,0.0488,-0.0170,0.0345,1.4365
4.3220,-0.0507,-9.7326,18.8512,0.0019,-9.4807,0.0488,-0.0170,0.0345,1.4365
4.3230,-0.0507,-9.7338,18.8536,0.0019,-9.4818,0.0488,-0.0170,0.0345,1.4365
4.3240,-0.0507,-9.7351,18.8559,0.0019,-9.4828,0.0488,-0.0170,0.0345,1.4365
4.3250,-0.0507,-9.7364,18.8583,0.0019,-9.4839,0.0488,-0.0170,0.0345,1.4365
4.3260,-0.0507,-9.7376,18.8606,0.0019,-9.4849,0.0488,-0.0170,0.0345,1.4365
4.3270,-0.0507,-9.7389,18.8629,0.0019,-9.4860,0.0488,-0.0170,0.0345,1.4365
4.3280,-0.0507,-9.7401,18.8653,0.0019,-9.4870,0.0488,-0.0170,0.0345,1.4365
4.3290,-0.0507,-9.7414,18.8676,0.0019,-9.4881,0.0488,-0.0170,0.0345,1.4365
4.3300,-0.0507,-9.7427,18.8700,0.0019,-9.4891,0.0488,-0.0170,0.0345,1.4365
4.3310,-0.0507,-9.7439,18.8723,0.0019,-9.4901,0.0488,-0.0170,0.0345,1.4365
4.3320,-0.0506,-9.7452,18.8746,0.0019,-9.4912,0.0488,-0.0170,0.0345,1.4365
4.3330,-0.0506,-9.7464,18.8770,0.0019,-9.4922,0.0488,-0.0170,0.0345,1.4365
4.3340,-0.0506,-9.7477,18.8793,0.0019,-9.4933,0.0488,-0.0170,0.0345,1.4365
4.3350,-0.0506,-9.7489,18.8817,0.0019,-9.4943,0.0488,-0.0170,0.0345,1.4365
