Time,TCP_Z,Error_Z,Joint_V_Norm
0.694,0.654968,0.096532,0.72618
0.695,0.654973,0.096527,0.726183
0.696,0.654978,0.096522,0.726186
0.697,0.654983,0.096517,0.726189
0.698,0.654988,0.096512,0.726192
0.699,0.654993,0.096507,0.726196
0.7,0.654998,0.096502,0.726199
0.701,0.655003,0.096497,0.726202
0.702,0.655008,0.096492,0.726205
0.703,0.655013,0.096487,0.726208
0.704,0.655018,0.096482,0.726211
0.705,0.655023,0.096477,0.726214
0.706,0.655028,0.096472,0.726217
0.707,0.655033,0.096467,0.726221
0.708,0.655038,0.096462,0.726224
0.709,0.655043,0.096457,0.726227
0.71,0.655048,0.096452,0.72623
0.711,0.655053,0.096447,0.726233
0.712,0.655058,0.096442,0.726236
0.713,0.655063,0.096437,0.726239
0.714,0.655068,0.096432,0.726242
0.715,0.655073,0.096427,0.726245
0.716,0.655078,0.096422,0.726249
0.717,0.655083,0.096417,0.726252
0.718,0.655088,0.096412,0.726255
0.719,0.655093,0.096407,0.726258
0.72,0.655098,0.096402,0.726261
0.721,0.655103,0.096397,0.726264
0.722,0.655108,0.096392,0.726267
0.723,0.655113,0.096387,0.72627
0.724,0.655118,0.096382,0.726274
0.725,0.655123,0.0963771,0.726277
0.726,0.655128,0.0963721,0.72628
0.727,0.655133,0.0963671,0.726283
0.728,0.655138,0.0963621,0.726286
0.729,0.655143,0.0963571,0.726289
0.73,0.655148,0.0963521,0.726292
0.731,0.655153,0.0963471,0.726295
0.732,0.655158,0.0963421,0.726298
0.733,0.655163,0.0963371,0.726302
0.734,0.655168,0.0963321,0.726305
0.735,0.655173,0.0963271,0.726308
0.736,0.655178,0.0963221,0.726311
0.737,0.655183,0.0963171,0.726314
0.738,0.655188,0.0963121,0.726317
0.739,0.655193,0.0963071,0.72632
0.74,0.655198,0.0963021,0.726323
0.741,0.655203,0.0962971,0.726327
0.742,0.655208,0.0962921,0.72633
0.743,0.655213,0.0962871,0.726333
0.744,0.655218,0.0962821,0.726336
0.745,0.655223,0.0962771,0.726339
0.746,0.655228,0.0962721,0.726342
0.747,0.655233,0.0962671,0.726345
0.748,0.655238,0.0962621,0.726348
0.749,0.655243,0.0962571,0.726351
0.75,0.655248,0.0962521,0.726355
0.751,0.655253,0.0962471,0.726358
0.752,0.655258,0.0962421,0.726361
0.753,0.655263,0.0962371,0.726364
0.754,0.655268,0.0962321,0.726367
0.755,0.655273,0.0962271,0.72637
0.756,0.655278,0.0962221,0.726373
0.757,0.655283,0.0962172,0.726376
0.758,0.655288,0.0962122,0.726379
0.759,0.655293,0.0962072,0.726383
0.76,0.655298,0.0962022,0.726386
0.761,0.655303,0.0961972,0.726389
0.762,0.655308,0.0961922,0.726392
0.763,0.655313,0.0961872,0.726395
0.764,0.655318,0.0961822,0.726398
0.765,0.655323,0.0961772,0.726401
0.766,0.655328,0.0961722,0.726404
0.767,0.655333,0.0961672,0.726407
0.768,0.655338,0.0961622,0.726411
0.769,0.655343,0.0961572,0.726414
0.77,0.655348,0.0961522,0.726417
0.771,0.655353,0.0961472,0.72642
0.772,0.655358,0.0961422,0.726423
0.773,0.655363,0.0961372,0.726426
0.774,0.655368,0.0961322,0.726429
0.775,0.655373,0.0961272,0.726432
0.776,0.655378,0.0961222,0.726435
0.777,0.655383,0.0961172,0.726439
0.778,0.655388,0.0961122,0.726442
0.779,0.655393,0.0961072,0.726445
0.78,0.655398,0.0961022,0.726448
0.781,0.655403,0.0960972,0.726451
0.782,0.655408,0.0960922,0.726454
0.783,0.655413,0.0960872,0.726457
0.784,0.655418,0.0960822,0.72646
0.785,0.655423,0.0960772,0.726463
0.786,0.655428,0.0960722,0.726466
0.787,0.655433,0.0960672,0.72647
0.788,0.655438,0.0960623,0.726473
0.789,0.655443,0.0960573,0.726476
0.79,0.655448,0.0960523,0.726479
0.791,0.655453,0.0960473,0.726482
0.792,0.655458,0.0960423,0.726485
0.793,0.655463,0.0960373,0.726488
0.794,0.655468,0.0960323,0.726491
0.795,0.655473,0.0960273,0.726494
0.796,0.655478,0.0960223,0.726498
0.797,0.655483,0.0960173,0.726501
0.798,0.655488,0.0960123,0.726504
0.799,0.655493,0.0960073,0.726507
0.8,0.655498,0.0960023,0.72651
0.801,0.655503,0.0959973,0.726513
0.802,0.655508,0.0959923,0.726516
0.803,0.655513,0.0959873,0.726519
0.804,0.655518,0.0959823,0.726522
0.805,0.655523,0.0959773,0.726525
0.806,0.655528,0.0959723,0.726529
0.807,0.655533,0.0959673,0.726532
0.808,0.655538,0.0959623,0.726535
0.809,0.655543,0.0959573,0.726538
0.81,0.655548,0.0959523,0.726541
0.811,0.655553,0.0959473,0.726544
0.812,0.655558,0.0959423,0.726547
0.813,0.655563,0.0959373,0.72655
0.814,0.655568,0.0959323,0.726553
0.815,0.655573,0.0959273,0.726557
0.816,0.655578,0.0959223,0.72656
0.817,0.655583,0.0959173,0.726563
0.818,0.655588,0.0959123,0.726566
0.819,0.655593,0.0959074,0.726569
0.82,0.655598,0.0959024,0.726572
0.821,0.655603,0.0958974,0.726575
0.822,0.655608,0.0958924,0.726578
0.823,0.655613,0.0958874,0.726581
0.824,0.655618,0.0958824,0.726584
0.825,0.655623,0.0958774,0.726588
0.826,0.655628,0.0958724,0.726591
0.827,0.655633,0.0958674,0.726594
0.828,0.655638,0.0958624,0.726597
0.829,0.655643,0.0958574,0.7266
0.83,0.655648,0.0958524,0.726603
0.831,0.655653,0.0958474,0.726606
0.832,0.655658,0.0958424,0.726609
0.833,0.655663,0.0958374,0.726612
0.834,0.655668,0.0958324,0.726615
0.835,0.655673,0.0958274,0.726619
0.836,0.655678,0.0958224,0.726622
0.837,0.655683,0.0958174,0.726625
0.838,0.655688,0.0958124,0.726628
0.839,0.655693,0.0958074,0.726631
0.84,0.655698,0.0958024,0.726634
0.841,0.655703,0.0957974,0.726637
0.842,0.655708,0.0957924,0.72664
0.843,0.655713,0.0957874,0.726643
0.844,0.655718,0.0957824,0.726646
0.845,0.655723,0.0957774,0.726649
0.846,0.655728,0.0957724,0.726652
0.847,0.655733,0.0957674,0.726656
0.848,0.655738,0.0957624,0.726659
0.849,0.655743,0.0957574,0.726662
0.85,0.655748,0.0957525,0.726665
0.851,0.655753,0.0957475,0.726668
0.852,0.655758,0.0957425,0.726671
0.853,0.655763,0.0957375,0.726674
0.854,0.655768,0.0957325,0.726677
0.855,0.655773,0.0957275,0.726681
0.856,0.655778,0.0957225,0.726684
0.857,0.655783,0.0957175,0.726687
0.858,0.655788,0.0957125,0.72669
0.859,0.655793,0.0957075,0.726693
0.86,0.655798,0.0957025,0.726696
0.861,0.655803,0.0956975,0.726699
0.862,0.655808,0.0956925,0.726702
0.863,0.655813,0.0956875,0.726705
0.864,0.655818,0.0956825,0.726708
0.865,0.655822,0.0956775,0.726712
0.866,0.655827,0.0956725,0.726715
0.867,0.655832,0.0956675,0.726718
0.868,0.655837,0.0956625,0.726721
0.869,0.655842,0.0956575,0.726724
0.87,0.655847,0.0956525,0.726727
0.871,0.655852,0.0956475,0.72673
0.872,0.655857,0.0956425,0.726733
0.873,0.655862,0.0956375,0.726736
0.874,0.655867,0.0956325,0.726739
0.875,0.655872,0.0956275,0.726743
0.876,0.655877,0.0956225,0.726746
0.877,0.655882,0.0956175,0.726749
0.878,0.655887,0.0956125,0.726752
0.879,0.655892,0.0956075,0.726755
0.88,0.655897,0.0956025,0.726758
0.881,0.655902,0.0955976,0.726761
0.882,0.655907,0.0955926,0.726764
0.883,0.655912,0.0955876,0.726767
0.884,0.655917,0.0955826,0.72677
0.885,0.655922,0.0955776,0.726773
0.886,0.655927,0.0955726,0.726777
0.887,0.655932,0.0955676,0.72678
0.888,0.655937,0.0955626,0.726783
0.889,0.655942,0.0955576,0.726786
0.89,0.655947,0.0955526,0.726789
0.891,0.655952,0.0955476,0.726792
0.892,0.655957,0.0955426,0.726795
0.893,0.655962,0.0955376,0.726798
0.894,0.655967,0.0955326,0.726801
0.895,0.655972,0.0955276,0.726804
0.896,0.655977,0.0955226,0.726808
0.897,0.655982,0.0955176,0.726811
0.898,0.655987,0.0955126,0.726814
0.899,0.655992,0.0955076,0.726817
0.9,0.655997,0.0955026,0.72682
0.901,0.656002,0.0954976,0.726823
0.902,0.656007,0.0954926,0.726826
0.903,0.656012,0.0954876,0.726829
0.904,0.656017,0.0954826,0.726832
0.905,0.656022,0.0954776,0.726835
0.906,0.656027,0.0954726,0.726838
0.907,0.656032,0.0954676,0.726842
0.908,0.656037,0.0954626,0.726845
0.909,0.656042,0.0954576,0.726848
0.91,0.656047,0.0954526,0.726851
0.911,0.656052,0.0954476,0.726854
0.912,0.656057,0.0954427,0.726857
0.913,0.656062,0.0954377,0.72686
0.914,0.656067,0.0954327,0.726863
0.915,0.656072,0.0954277,0.726866
0.916,0.656077,0.0954227,0.726869
0.917,0.656082,0.0954177,0.726872
0.918,0.656087,0.0954127,0.726876
0.919,0.656092,0.0954077,0.726879
0.92,0.656097,0.0954027,0.726882
0.921,0.656102,0.0953977,0.726885
0.922,0.656107,0.0953927,0.726888
0.923,0.656112,0.0953877,0.726891
0.924,0.656117,0.0953827,0.726894
0.925,0.656122,0.0953777,0.726897
0.926,0.656127,0.0953727,0.7269
0.927,0.656132,0.0953677,0.726903
0.928,0.656137,0.0953627,0.726907
0.929,0.656142,0.0953577,0.72691
0.93,0.656147,0.0953527,0.726913
0.931,0.656152,0.0953477,0.726916
0.932,0.656157,0.0953427,0.726919
0.933,0.656162,0.0953377,0.726922
0.934,0.656167,0.0953327,0.726925
0.935,0.656172,0.0953277,0.726928
0.936,0.656177,0.0953227,0.726931
0.937,0.656182,0.0953177,0.726934
0.938,0.656187,0.0953127,0.726937
0.939,0.656192,0.0953077,0.726941
0.94,0.656197,0.0953027,0.726944
0.941,0.656202,0.0952977,0.726947
0.942,0.656207,0.0952927,0.72695
0.943,0.656212,0.0952878,0.726953
0.944,0.656217,0.0952828,0.726956
0.945,0.656222,0.0952778,0.726959
0.946,0.656227,0.0952728,0.726962
0.947,0.656232,0.0952678,0.726965
0.948,0.656237,0.0952628,0.726968
0.949,0.656242,0.0952578,0.726971
0.95,0.656247,0.0952528,0.726975
0.951,0.656252,0.0952478,0.726978
0.952,0.656257,0.0952428,0.726981
0.953,0.656262,0.0952378,0.726984
0.954,0.656267,0.0952328,0.726987
0.955,0.656272,0.0952278,0.72699
0.956,0.656277,0.0952228,0.726993
0.957,0.656282,0.0952178,0.726996
0.958,0.656287,0.0952128,0.726999
0.959,0.656292,0.0952078,0.727002
0.96,0.656297,0.0952028,0.727005
0.961,0.656302,0.0951978,0.727008
0.962,0.656307,0.0951928,0.727012
0.963,0.656312,0.0951878,0.727015
0.964,0.656317,0.0951828,0.727018
0.965,0.656322,0.0951778,0.727021
0.966,0.656327,0.0951728,0.727024
0.967,0.656332,0.0951678,0.727027
0.968,0.656337,0.0951628,0.72703
0.969,0.656342,0.0951578,0.727033
0.97,0.656347,0.0951528,0.727036
0.971,0.656352,0.0951478,0.727039
0.972,0.656357,0.0951428,0.727042
0.973,0.656362,0.0951378,0.727046
0.974,0.656367,0.0951329,0.727049
0.975,0.656372,0.0951279,0.727052
0.976,0.656377,0.0951229,0.727055
0.977,0.656382,0.0951179,0.727058
0.978,0.656387,0.0951129,0.727061
0.979,0.656392,0.0951079,0.727064
0.98,0.656397,0.0951029,0.727067
0.981,0.656402,0.0950979,0.72707
0.982,0.656407,0.0950929,0.727073
0.983,0.656412,0.0950879,0.727076
0.984,0.656417,0.0950829,0.72708
0.985,0.656422,0.0950779,0.727083
0.986,0.656427,0.0950729,0.727086
0.987,0.656432,0.0950679,0.727089
0.988,0.656437,0.0950629,0.727092
0.989,0.656442,0.0950579,0.727095
0.99,0.656447,0.0950529,0.727098
0.991,0.656452,0.0950479,0.727101
0.992,0.656457,0.0950429,0.727104
0.993,0.656462,0.0950379,0.727107
0.994,0.656467,0.0950329,0.72711
0.995,0.656472,0.0950279,0.727113
0.996,0.656477,0.0950229,0.727117
0.997,0.656482,0.0950179,0.72712
0.998,0.656487,0.0950129,0.727123
0.999,0.656492,0.0950079,0.727126
1,0.656497,0.0950029,0.727129
1.001,0.656502,0.0949979,0.727132
1.002,0.656507,0.0949929,0.727135
1.003,0.656512,0.0949879,0.727138
1.004,0.656517,0.0949829,0.727141
1.005,0.656522,0.094978,0.727144
1.006,0.656527,0.094973,0.727147
1.007,0.656532,0.094968,0.727151
1.008,0.656537,0.094963,0.727154
1.009,0.656542,0.094958,0.727157
1.01,0.656547,0.094953,0.72716
1.011,0.656552,0.094948,0.727163
1.012,0.656557,0.094943,0.727166
1.013,0.656562,0.094938,0.727169
1.014,0.656567,0.094933,0.727172
1.015,0.656572,0.094928,0.727175
1.016,0.656577,0.094923,0.727178
1.017,0.656582,0.094918,0.727181
1.018,0.656587,0.094913,0.727184
1.019,0.656592,0.094908,0.727188
1.02,0.656597,0.094903,0.727191
1.021,0.656602,0.094898,0.727194
1.022,0.656607,0.094893,0.727197
1.023,0.656612,0.094888,0.7272
1.024,0.656617,0.094883,0.727203
1.025,0.656622,0.094878,0.727206
1.026,0.656627,0.094873,0.727209
1.027,0.656632,0.094868,0.727212
1.028,0.656637,0.094863,0.727215
1.029,0.656642,0.094858,0.727218
1.03,0.656647,0.094853,0.727222
1.031,0.656652,0.094848,0.727225
1.032,0.656657,0.094843,0.727228
1.033,0.656662,0.094838,0.727231
1.034,0.656667,0.094833,0.727234
1.035,0.656672,0.094828,0.727237
1.036,0.656677,0.0948231,0.72724
1.037,0.656682,0.0948181,0.727243
1.038,0.656687,0.0948131,0.727246
1.039,0.656692,0.0948081,0.727249
1.04,0.656697,0.0948031,0.727252
1.041,0.656702,0.0947981,0.727255
1.042,0.656707,0.0947931,0.727259
1.043,0.656712,0.0947881,0.727262
1.044,0.656717,0.0947831,0.727265
1.045,0.656722,0.0947781,0.727268
1.046,0.656727,0.0947731,0.727271
1.047,0.656732,0.0947681,0.727274
1.048,0.656737,0.0947631,0.727277
1.049,0.656742,0.0947581,0.72728
1.05,0.656747,0.0947531,0.727283
1.051,0.656752,0.0947481,0.727286
1.052,0.656757,0.0947431,0.727289
1.053,0.656762,0.0947381,0.727292
1.054,0.656767,0.0947331,0.727296
1.055,0.656772,0.0947281,0.727299
1.056,0.656777,0.0947231,0.727302
1.057,0.656782,0.0947181,0.727305
1.058,0.656787,0.0947131,0.727308
1.059,0.656792,0.0947081,0.727311
1.06,0.656797,0.0947031,0.727314
1.061,0.656802,0.0946981,0.727317
1.062,0.656807,0.0946931,0.72732
1.063,0.656812,0.0946881,0.727323
1.064,0.656817,0.0946831,0.727326
1.065,0.656822,0.0946781,0.727329
1.066,0.656827,0.0946731,0.727333
1.067,0.656832,0.0946682,0.727336
1.068,0.656837,0.0946632,0.727339
1.069,0.656842,0.0946582,0.727342
1.07,0.656847,0.0946532,0.727345
1.071,0.656852,0.0946482,0.727348
1.072,0.656857,0.0946432,0.727351
1.073,0.656862,0.0946382,0.727354
1.074,0.656867,0.0946332,0.727357
1.075,0.656872,0.0946282,0.72736
1.076,0.656877,0.0946232,0.727363
1.077,0.656882,0.0946182,0.727366
1.078,0.656887,0.0946132,0.72737
1.079,0.656892,0.0946082,0.727373
1.08,0.656897,0.0946032,0.727376
1.081,0.656902,0.0945982,0.727379
1.082,0.656907,0.0945932,0.727382
1.083,0.656912,0.0945882,0.727385
1.084,0.656917,0.0945832,0.727388
1.085,0.656922,0.0945782,0.727391
1.086,0.656927,0.0945732,0.727394
1.087,0.656932,0.0945682,0.727397
1.088,0.656937,0.0945632,0.7274
1.089,0.656942,0.0945582,0.727403
1.09,0.656947,0.0945532,0.727407
1.091,0.656952,0.0945482,0.72741
1.092,0.656957,0.0945432,0.727413
1.093,0.656962,0.0945382,0.727416
1.094,0.656967,0.0945332,0.727419
1.095,0.656972,0.0945282,0.727422
1.096,0.656977,0.0945232,0.727425
1.097,0.656982,0.0945182,0.727428
1.098,0.656987,0.0945133,0.727431
1.099,0.656992,0.0945083,0.727434
1.1,0.656997,0.0945033,0.727437
1.101,0.657002,0.0944983,0.72744
1.102,0.657007,0.0944933,0.727444
1.103,0.657012,0.0944883,0.727447
1.104,0.657017,0.0944833,0.72745
1.105,0.657022,0.0944783,0.727453
1.106,0.657027,0.0944733,0.727456
1.107,0.657032,0.0944683,0.727459
1.108,0.657037,0.0944633,0.727462
1.109,0.657042,0.0944583,0.727465
1.11,0.657047,0.0944533,0.727468
1.111,0.657052,0.0944483,0.727471
1.112,0.657057,0.0944433,0.727474
1.113,0.657062,0.0944383,0.727477
1.114,0.657067,0.0944333,0.727481
1.115,0.657072,0.0944283,0.727484
1.116,0.657077,0.0944233,0.727487
1.117,0.657082,0.0944183,0.72749
1.118,0.657087,0.0944133,0.727493
1.119,0.657092,0.0944083,0.727496
1.12,0.657097,0.0944033,0.727499
1.121,0.657102,0.0943983,0.727502
1.122,0.657107,0.0943933,0.727505
1.123,0.657112,0.0943883,0.727508
1.124,0.657117,0.0943833,0.727511
1.125,0.657122,0.0943783,0.727514
1.126,0.657127,0.0943733,0.727518
1.127,0.657132,0.0943683,0.727521
1.128,0.657137,0.0943633,0.727524
1.129,0.657142,0.0943584,0.727527
1.13,0.657147,0.0943534,0.72753
1.131,0.657152,0.0943484,0.727533
1.132,0.657157,0.0943434,0.727536
1.133,0.657162,0.0943384,0.727539
1.134,0.657167,0.0943334,0.727542
1.135,0.657172,0.0943284,0.727545
1.136,0.657177,0.0943234,0.727548
1.137,0.657182,0.0943184,0.727551
1.138,0.657187,0.0943134,0.727555
1.139,0.657192,0.0943084,0.727558
1.14,0.657197,0.0943034,0.727561
1.141,0.657202,0.0942984,0.727564
1.142,0.657207,0.0942934,0.727567
1.143,0.657212,0.0942884,0.72757
1.144,0.657217,0.0942834,0.727573
1.145,0.657222,0.0942784,0.727576
1.146,0.657227,0.0942734,0.727579
1.147,0.657232,0.0942684,0.727582
1.148,0.657237,0.0942634,0.727585
1.149,0.657242,0.0942584,0.727588
1.15,0.657247,0.0942534,0.727591
1.151,0.657252,0.0942484,0.727595
1.152,0.657257,0.0942434,0.727598
1.153,0.657262,0.0942384,0.727601
1.154,0.657267,0.0942334,0.727604
1.155,0.657272,0.0942284,0.727607
1.156,0.657277,0.0942234,0.72761
1.157,0.657282,0.0942184,0.727613
1.158,0.657287,0.0942134,0.727616
1.159,0.657292,0.0942084,0.727619
1.16,0.657297,0.0942035,0.727622
1.161,0.657302,0.0941985,0.727625
1.162,0.657307,0.0941935,0.727628
1.163,0.657312,0.0941885,0.727632
1.164,0.657317,0.0941835,0.727635
1.165,0.657322,0.0941785,0.727638
1.166,0.657327,0.0941735,0.727641
1.167,0.657332,0.0941685,0.727644
1.168,0.657337,0.0941635,0.727647
1.169,0.657342,0.0941585,0.72765
1.17,0.657347,0.0941535,0.727653
1.171,0.657352,0.0941485,0.727656
1.172,0.657357,0.0941435,0.727659
1.173,0.657362,0.0941385,0.727662
1.174,0.657367,0.0941335,0.727665
1.175,0.657371,0.0941285,0.727669
1.176,0.657376,0.0941235,0.727672
1.177,0.657381,0.0941185,0.727675
1.178,0.657386,0.0941135,0.727678
1.179,0.657391,0.0941085,0.727681
1.18,0.657396,0.0941035,0.727684
1.181,0.657401,0.0940985,0.727687
1.182,0.657406,0.0940935,0.72769
1.183,0.657411,0.0940885,0.727693
1.184,0.657416,0.0940835,0.727696
1.185,0.657421,0.0940785,0.727699
1.186,0.657426,0.0940735,0.727702
1.187,0.657431,0.0940685,0.727705
1.188,0.657436,0.0940635,0.727709
1.189,0.657441,0.0940585,0.727712
1.19,0.657446,0.0940535,0.727715
1.191,0.657451,0.0940486,0.727718
1.192,0.657456,0.0940436,0.727721
1.193,0.657461,0.0940386,0.727724
1.194,0.657466,0.0940336,0.727727
1.195,0.657471,0.0940286,0.72773
1.196,0.657476,0.0940236,0.727733
1.197,0.657481,0.0940186,0.727736
1.198,0.657486,0.0940136,0.727739
1.199,0.657491,0.0940086,0.727742
1.2,0.657496,0.0940036,0.727746
1.201,0.657501,0.0939986,0.727749
1.202,0.657506,0.0939936,0.727752
1.203,0.657511,0.0939886,0.727755
1.204,0.657516,0.0939836,0.727758
1.205,0.657521,0.0939786,0.727761
1.206,0.657526,0.0939736,0.727764
1.207,0.657531,0.0939686,0.727767
1.208,0.657536,0.0939636,0.72777
1.209,0.657541,0.0939586,0.727773
1.21,0.657546,0.0939536,0.727776
1.211,0.657551,0.0939486,0.727779
1.212,0.657556,0.0939436,0.727783
1.213,0.657561,0.0939386,0.727786
1.214,0.657566,0.0939336,0.727789
1.215,0.657571,0.0939286,0.727792
1.216,0.657576,0.0939236,0.727795
1.217,0.657581,0.0939186,0.727798
1.218,0.657586,0.0939136,0.727801
1.219,0.657591,0.0939086,0.727804
1.22,0.657596,0.0939036,0.727807
1.221,0.657601,0.0938986,0.72781
1.222,0.657606,0.0938937,0.727813
1.223,0.657611,0.0938887,0.727816
1.224,0.657616,0.0938837,0.727819
1.225,0.657621,0.0938787,0.727823
1.226,0.657626,0.0938737,0.727826
1.227,0.657631,0.0938687,0.727829
1.228,0.657636,0.0938637,0.727832
1.229,0.657641,0.0938587,0.727835
1.23,0.657646,0.0938537,0.727838
1.231,0.657651,0.0938487,0.727841
1.232,0.657656,0.0938437,0.727844
1.233,0.657661,0.0938387,0.727847
1.234,0.657666,0.0938337,0.72785
1.235,0.657671,0.0938287,0.727853
1.236,0.657676,0.0938237,0.727856
1.237,0.657681,0.0938187,0.72786
1.238,0.657686,0.0938137,0.727863
1.239,0.657691,0.0938087,0.727866
1.24,0.657696,0.0938037,0.727869
1.241,0.657701,0.0937987,0.727872
1.242,0.657706,0.0937937,0.727875
1.243,0.657711,0.0937887,0.727878
1.244,0.657716,0.0937837,0.727881
1.245,0.657721,0.0937787,0.727884
1.246,0.657726,0.0937737,0.727887
1.247,0.657731,0.0937687,0.72789
1.248,0.657736,0.0937637,0.727893
1.249,0.657741,0.0937587,0.727897
1.25,0.657746,0.0937537,0.7279
1.251,0.657751,0.0937487,0.727903
1.252,0.657756,0.0937437,0.727906
1.253,0.657761,0.0937388,0.727909
1.254,0.657766,0.0937338,0.727912
1.255,0.657771,0.0937288,0.727915
1.256,0.657776,0.0937238,0.727918
1.257,0.657781,0.0937188,0.727921
1.258,0.657786,0.0937138,0.727924
1.259,0.657791,0.0937088,0.727927
1.26,0.657796,0.0937038,0.72793
1.261,0.657801,0.0936988,0.727933
1.262,0.657806,0.0936938,0.727937
1.263,0.657811,0.0936888,0.72794
1.264,0.657816,0.0936838,0.727943
1.265,0.657821,0.0936788,0.727946
1.266,0.657826,0.0936738,0.727949
1.267,0.657831,0.0936688,0.727952
1.268,0.657836,0.0936638,0.727955
1.269,0.657841,0.0936588,0.727958
1.27,0.657846,0.0936538,0.727961
1.271,0.657851,0.0936488,0.727964
1.272,0.657856,0.0936438,0.727967
1.273,0.657861,0.0936388,0.72797
1.274,0.657866,0.0936338,0.727974
1.275,0.657871,0.0936288,0.727977
1.276,0.657876,0.0936238,0.72798
1.277,0.657881,0.0936188,0.727983
1.278,0.657886,0.0936138,0.727986
1.279,0.657891,0.0936088,0.727989
1.28,0.657896,0.0936038,0.727992
1.281,0.657901,0.0935988,0.727995
1.282,0.657906,0.0935938,0.727998
1.283,0.657911,0.0935888,0.728001
1.284,0.657916,0.0935839,0.728004
1.285,0.657921,0.0935789,0.728007
1.286,0.657926,0.0935739,0.728011
1.287,0.657931,0.0935689,0.728014
1.288,0.657936,0.0935639,0.728017
1.289,0.657941,0.0935589,0.72802
1.29,0.657946,0.0935539,0.728023
1.291,0.657951,0.0935489,0.728026
1.292,0.657956,0.0935439,0.728029
1.293,0.657961,0.0935389,0.728032
1.294,0.657966,0.0935339,0.728035
1.295,0.657971,0.0935289,0.728038
1.296,0.657976,0.0935239,0.728041
1.297,0.657981,0.0935189,0.728044
1.298,0.657986,0.0935139,0.728047
1.299,0.657991,0.0935089,0.728051
1.3,0.657996,0.0935039,0.728054
1.301,0.658001,0.0934989,0.728057
1.302,0.658006,0.0934939,0.72806
1.303,0.658011,0.0934889,0.728063
1.304,0.658016,0.0934839,0.728066
1.305,0.658021,0.0934789,0.728069
1.306,0.658026,0.0934739,0.728072
1.307,0.658031,0.0934689,0.728075
1.308,0.658036,0.0934639,0.728078
1.309,0.658041,0.0934589,0.728081
1.31,0.658046,0.0934539,0.728084
1.311,0.658051,0.0934489,0.728088
1.312,0.658056,0.0934439,0.728091
1.313,0.658061,0.0934389,0.728094
1.314,0.658066,0.0934339,0.728097
1.315,0.658071,0.093429,0.7281
1.316,0.658076,0.093424,0.728103
1.317,0.658081,0.093419,0.728106
1.318,0.658086,0.093414,0.728109
1.319,0.658091,0.093409,0.728112
1.32,0.658096,0.093404,0.728115
1.321,0.658101,0.093399,0.728118
1.322,0.658106,0.093394,0.728121
1.323,0.658111,0.093389,0.728125
1.324,0.658116,0.093384,0.728128
1.325,0.658121,0.093379,0.728131
1.326,0.658126,0.093374,0.728134
1.327,0.658131,0.093369,0.728137
1.328,0.658136,0.093364,0.72814
1.329,0.658141,0.093359,0.728143
1.33,0.658146,0.093354,0.728146
1.331,0.658151,0.093349,0.728149
1.332,0.658156,0.093344,0.728152
1.333,0.658161,0.093339,0.728155
1.334,0.658166,0.093334,0.728158
1.335,0.658171,0.093329,0.728162
1.336,0.658176,0.093324,0.728165
1.337,0.658181,0.093319,0.728168
1.338,0.658186,0.093314,0.728171
1.339,0.658191,0.093309,0.728174
1.34,0.658196,0.093304,0.728177
1.341,0.658201,0.093299,0.72818
1.342,0.658206,0.093294,0.728183
1.343,0.658211,0.093289,0.728186
1.344,0.658216,0.093284,0.728189
1.345,0.658221,0.093279,0.728192
1.346,0.658226,0.0932741,0.728195
1.347,0.658231,0.0932691,0.728198
1.348,0.658236,0.0932641,0.728202
1.349,0.658241,0.0932591,0.728205
1.35,0.658246,0.0932541,0.728208
1.351,0.658251,0.0932491,0.728211
1.352,0.658256,0.0932441,0.728214
1.353,0.658261,0.0932391,0.728217
1.354,0.658266,0.0932341,0.72822
1.355,0.658271,0.0932291,0.728223
1.356,0.658276,0.0932241,0.728226
1.357,0.658281,0.0932191,0.728229
1.358,0.658286,0.0932141,0.728232
1.359,0.658291,0.0932091,0.728235
1.36,0.658296,0.0932041,0.728239
1.361,0.658301,0.0931991,0.728242
1.362,0.658306,0.0931941,0.728245
1.363,0.658311,0.0931891,0.728248
1.364,0.658316,0.0931841,0.728251
1.365,0.658321,0.0931791,0.728254
1.366,0.658326,0.0931741,0.728257
1.367,0.658331,0.0931691,0.72826
1.368,0.658336,0.0931641,0.728263
1.369,0.658341,0.0931591,0.728266
1.37,0.658346,0.0931541,0.728269
1.371,0.658351,0.0931491,0.728272
1.372,0.658356,0.0931441,0.728276
1.373,0.658361,0.0931391,0.728279
1.374,0.658366,0.0931341,0.728282
1.375,0.658371,0.0931291,0.728285
1.376,0.658376,0.0931241,0.728288
1.377,0.658381,0.0931192,0.728291
1.378,0.658386,0.0931142,0.728294
1.379,0.658391,0.0931092,0.728297
1.38,0.658396,0.0931042,0.7283
1.381,0.658401,0.0930992,0.728303
1.382,0.658406,0.0930942,0.728306
1.383,0.658411,0.0930892,0.728309
1.384,0.658416,0.0930842,0.728313
1.385,0.658421,0.0930792,0.728316
1.386,0.658426,0.0930742,0.728319
1.387,0.658431,0.0930692,0.728322
1.388,0.658436,0.0930642,0.728325
1.389,0.658441,0.0930592,0.728328
1.39,0.658446,0.0930542,0.728331
1.391,0.658451,0.0930492,0.728334
1.392,0.658456,0.0930442,0.728337
1.393,0.658461,0.0930392,0.72834
1.394,0.658466,0.0930342,0.728343
1.395,0.658471,0.0930292,0.728346
1.396,0.658476,0.0930242,0.72835
