Time,Curr_X,Curr_Y,Curr_Z,Goal_Z
1.143,0.558998,0.0344999,0.657052,0.7515
1.144,0.558998,0.0344999,0.657056,0.7515
1.145,0.558998,0.0344999,0.657061,0.7515
1.146,0.558998,0.0344999,0.657066,0.7515
1.147,0.558998,0.0344999,0.657071,0.7515
1.148,0.558998,0.0344999,0.657075,0.7515
1.149,0.558998,0.0344999,0.65708,0.7515
1.15,0.558998,0.0344999,0.657085,0.7515
1.151,0.558998,0.0344999,0.657089,0.7515
1.152,0.558998,0.0344999,0.657094,0.7515
1.153,0.558998,0.0344999,0.657099,0.7515
1.154,0.558998,0.0344999,0.657104,0.7515
1.155,0.558998,0.0344999,0.657108,0.7515
1.156,0.558998,0.0344999,0.657113,0.7515
1.157,0.558998,0.0344999,0.657118,0.7515
1.158,0.558998,0.0344999,0.657122,0.7515
1.159,0.558998,0.0344999,0.657127,0.7515
1.16,0.558998,0.0344999,0.657132,0.7515
1.161,0.558998,0.0344999,0.657137,0.7515
1.162,0.558998,0.0344999,0.657141,0.7515
1.163,0.558998,0.0344999,0.657146,0.7515
1.164,0.558998,0.0344999,0.657151,0.7515
1.165,0.558998,0.0344999,0.657155,0.7515
1.166,0.558998,0.0344999,0.65716,0.7515
1.167,0.558998,0.0344999,0.657165,0.7515
1.168,0.558998,0.0344999,0.65717,0.7515
1.169,0.558998,0.0344999,0.657174,0.7515
1.17,0.558998,0.0344999,0.657179,0.7515
1.171,0.558998,0.0344999,0.657184,0.7515
1.172,0.558998,0.0344999,0.657188,0.7515
1.173,0.558998,0.0344999,0.657193,0.7515
1.174,0.558998,0.0344999,0.657198,0.7515
1.175,0.558998,0.0344999,0.657203,0.7515
1.176,0.558998,0.0344999,0.657207,0.7515
1.177,0.558998,0.0344999,0.657212,0.7515
1.178,0.558998,0.0344999,0.657217,0.7515
1.179,0.558998,0.0344999,0.657221,0.7515
1.18,0.558998,0.0344999,0.657226,0.7515
1.181,0.558998,0.0344999,0.657231,0.7515
1.182,0.558998,0.0344999,0.657236,0.7515
1.183,0.558998,0.0344999,0.65724,0.7515
1.184,0.558998,0.0344999,0.657245,0.7515
1.185,0.558998,0.0344999,0.65725,0.7515
1.186,0.558998,0.0344999,0.657254,0.7515
1.187,0.558998,0.0344999,0.657259,0.7515
1.188,0.558998,0.0344999,0.657264,0.7515
1.189,0.558998,0.0344999,0.657269,0.7515
1.19,0.558998,0.0344999,0.657273,0.7515
1.191,0.558998,0.0344999,0.657278,0.7515
1.192,0.558998,0.0344999,0.657283,0.7515
1.193,0.558998,0.0344999,0.657287,0.7515
1.194,0.558998,0.0344999,0.657292,0.7515
1.195,0.558998,0.0344999,0.657297,0.7515
1.196,0.558998,0.0344999,0.657301,0.7515
1.197,0.558998,0.0344999,0.657306,0.7515
1.198,0.558998,0.0344999,0.657311,0.7515
1.199,0.558998,0.0344999,0.657316,0.7515
1.2,0.558998,0.0344999,0.65732,0.7515
1.201,0.558998,0.0344999,0.657325,0.7515
1.202,0.558998,0.0344999,0.65733,0.7515
1.203,0.558998,0.0344999,0.657334,0.7515
1.204,0.558998,0.0344999,0.657339,0.7515
1.205,0.558998,0.0344999,0.657344,0.7515
1.206,0.558998,0.0344999,0.657349,0.7515
1.207,0.558998,0.0344999,0.657353,0.7515
1.208,0.558998,0.0344999,0.657358,0.7515
1.209,0.558998,0.0344999,0.657363,0.7515
1.21,0.558998,0.0344999,0.657367,0.7515
1.211,0.558998,0.0344999,0.657372,0.7515
1.212,0.558998,0.0344999,0.657377,0.7515
1.213,0.558998,0.0344999,0.657381,0.7515
1.214,0.558998,0.0344999,0.657386,0.7515
1.215,0.558998,0.0344999,0.657391,0.7515
1.216,0.558998,0.0344999,0.657396,0.7515
1.217,0.558998,0.0344999,0.6574,0.7515
1.218,0.558998,0.0344999,0.657405,0.7515
1.219,0.558998,0.0344999,0.65741,0.7515
1.22,0.558998,0.0344999,0.657414,0.7515
1.221,0.558998,0.0344999,0.657419,0.7515
1.222,0.558998,0.0344999,0.657424,0.7515
1.223,0.558998,0.0344999,0.657428,0.7515
1.224,0.558998,0.0344999,0.657433,0.7515
1.225,0.558998,0.0344999,0.657438,0.7515
1.226,0.558998,0.0344999,0.657443,0.7515
1.227,0.558998,0.0344999,0.657447,0.7515
1.228,0.558998,0.0344999,0.657452,0.7515
1.229,0.558998,0.0344999,0.657457,0.7515
1.23,0.558998,0.0344999,0.657461,0.7515
1.231,0.558998,0.0344999,0.657466,0.7515
1.232,0.558998,0.0344999,0.657471,0.7515
1.233,0.558998,0.0344999,0.657475,0.7515
1.234,0.558998,0.0344999,0.65748,0.7515
1.235,0.558998,0.0344999,0.657485,0.7515
1.236,0.558998,0.0344999,0.65749,0.7515
1.237,0.558998,0.0344999,0.657494,0.7515
1.238,0.558998,0.0344999,0.657499,0.7515
1.239,0.558998,0.0344999,0.657504,0.7515
1.24,0.558998,0.0344999,0.657508,0.7515
1.241,0.558998,0.0344999,0.657513,0.7515
1.242,0.558998,0.0344999,0.657518,0.7515
1.243,0.558998,0.0344999,0.657522,0.7515
1.244,0.558998,0.0344999,0.657527,0.7515
1.245,0.558998,0.0344999,0.657532,0.7515
1.246,0.558998,0.0344999,0.657537,0.7515
1.247,0.558998,0.0344999,0.657541,0.7515
1.248,0.558998,0.0344999,0.657546,0.7515
1.249,0.558998,0.0344999,0.657551,0.7515
1.25,0.558998,0.0344999,0.657555,0.7515
1.251,0.558998,0.0344999,0.65756,0.7515
1.252,0.558998,0.0344999,0.657565,0.7515
1.253,0.558998,0.0344999,0.657569,0.7515
1.254,0.558998,0.0344999,0.657574,0.7515
1.255,0.558998,0.0344999,0.657579,0.7515
1.256,0.558998,0.0344999,0.657583,0.7515
1.257,0.558998,0.0344999,0.657588,0.7515
1.258,0.558998,0.0344999,0.657593,0.7515
1.259,0.558998,0.0344999,0.657598,0.7515
1.26,0.558998,0.0344999,0.657602,0.7515
1.261,0.558998,0.0344999,0.657607,0.7515
1.262,0.558998,0.0344999,0.657612,0.7515
1.263,0.558998,0.0344999,0.657616,0.7515
1.264,0.558998,0.0344999,0.657621,0.7515
1.265,0.558998,0.0344999,0.657626,0.7515
1.266,0.558998,0.0344999,0.65763,0.7515
1.267,0.558998,0.0344999,0.657635,0.7515
1.268,0.558998,0.0344999,0.65764,0.7515
1.269,0.558998,0.0344999,0.657644,0.7515
1.27,0.558998,0.0344999,0.657649,0.7515
1.271,0.558998,0.0344999,0.657654,0.7515
1.272,0.558998,0.0344999,0.657659,0.7515
1.273,0.558998,0.0344999,0.657663,0.7515
1.274,0.558998,0.0344999,0.657668,0.7515
1.275,0.558998,0.0344999,0.657673,0.7515
1.276,0.558998,0.0344999,0.657677,0.7515
1.277,0.558998,0.0344999,0.657682,0.7515
1.278,0.558998,0.0344999,0.657687,0.7515
1.279,0.558998,0.0344999,0.657691,0.7515
1.28,0.558998,0.0344999,0.657696,0.7515
1.281,0.558998,0.0344999,0.657701,0.7515
1.282,0.558998,0.0344999,0.657705,0.7515
1.283,0.558998,0.0344999,0.65771,0.7515
1.284,0.558998,0.0344999,0.657715,0.7515
1.285,0.558998,0.0344999,0.657719,0.7515
1.286,0.558998,0.0344999,0.657724,0.7515
1.287,0.558998,0.0344999,0.657729,0.7515
1.288,0.558998,0.0344999,0.657734,0.7515
1.289,0.558998,0.0344999,0.657738,0.7515
1.29,0.558998,0.0344999,0.657743,0.7515
1.291,0.558998,0.0344999,0.657748,0.7515
1.292,0.558998,0.0344999,0.657752,0.7515
1.293,0.558998,0.0344999,0.657757,0.7515
1.294,0.558998,0.0344999,0.657762,0.7515
1.295,0.558998,0.0344999,0.657766,0.7515
1.296,0.558998,0.0344999,0.657771,0.7515
1.297,0.558998,0.0344999,0.657776,0.7515
1.298,0.558998,0.0344999,0.65778,0.7515
1.299,0.558998,0.0344999,0.657785,0.7515
1.3,0.558998,0.0344999,0.65779,0.7515
1.301,0.558998,0.0344999,0.657794,0.7515
1.302,0.558998,0.0344999,0.657799,0.7515
1.303,0.558998,0.0344999,0.657804,0.7515
1.304,0.558998,0.0344999,0.657808,0.7515
1.305,0.558998,0.0344999,0.657813,0.7515
1.306,0.558998,0.0344999,0.657818,0.7515
1.307,0.558998,0.0344999,0.657823,0.7515
1.308,0.558998,0.0344999,0.657827,0.7515
1.309,0.558998,0.0344999,0.657832,0.7515
1.31,0.558998,0.0344999,0.657837,0.7515
1.311,0.558998,0.0344999,0.657841,0.7515
1.312,0.558998,0.0344999,0.657846,0.7515
1.313,0.558998,0.0344999,0.657851,0.7515
1.314,0.558998,0.0344999,0.657855,0.7515
1.315,0.558998,0.0344999,0.65786,0.7515
1.316,0.558998,0.0344999,0.657865,0.7515
1.317,0.558998,0.0344999,0.657869,0.7515
1.318,0.558998,0.0344999,0.657874,0.7515
1.319,0.558998,0.0344999,0.657879,0.7515
1.32,0.558998,0.0344999,0.657883,0.7515
1.321,0.558998,0.0344999,0.657888,0.7515
1.322,0.558998,0.0344999,0.657893,0.7515
1.323,0.558998,0.0344999,0.657897,0.7515
1.324,0.558998,0.0344999,0.657902,0.7515
1.325,0.558998,0.0344999,0.657907,0.7515
1.326,0.558998,0.0344999,0.657911,0.7515
1.327,0.558998,0.0344999,0.657916,0.7515
1.328,0.558998,0.0344999,0.657921,0.7515
1.329,0.558998,0.0344999,0.657925,0.7515
1.33,0.558998,0.0344999,0.65793,0.7515
1.331,0.558998,0.0344999,0.657935,0.7515
1.332,0.558998,0.0344999,0.657939,0.7515
1.333,0.558998,0.0344999,0.657944,0.7515
1.334,0.558998,0.0344999,0.657949,0.7515
1.335,0.558998,0.0344999,0.657953,0.7515
1.336,0.558998,0.0344999,0.657958,0.7515
1.337,0.558998,0.0344999,0.657963,0.7515
1.338,0.558998,0.0344999,0.657968,0.7515
1.339,0.558998,0.0344999,0.657972,0.7515
1.34,0.558998,0.0344999,0.657977,0.7515
1.341,0.558998,0.0344999,0.657982,0.7515
1.342,0.558998,0.0344999,0.657986,0.7515
1.343,0.558998,0.0344999,0.657991,0.7515
1.344,0.558998,0.0344999,0.657996,0.7515
1.345,0.558998,0.0344999,0.658,0.7515
1.346,0.558998,0.0344999,0.658005,0.7515
1.347,0.558998,0.0344999,0.65801,0.7515
1.348,0.558998,0.0344999,0.658014,0.7515
1.349,0.558998,0.0344999,0.658019,0.7515
1.35,0.558998,0.0344999,0.658024,0.7515
1.351,0.558998,0.0344999,0.658028,0.7515
1.352,0.558998,0.0344999,0.658033,0.7515
1.353,0.558998,0.0344999,0.658038,0.7515
1.354,0.558998,0.0344999,0.658042,0.7515
1.355,0.558998,0.0344999,0.658047,0.7515
1.356,0.558998,0.0344999,0.658052,0.7515
1.357,0.558998,0.0344999,0.658056,0.7515
1.358,0.558998,0.0344999,0.658061,0.7515
1.359,0.558998,0.0344999,0.658066,0.7515
1.36,0.558998,0.0344999,0.65807,0.7515
1.361,0.558998,0.0344999,0.658075,0.7515
1.362,0.558998,0.0344999,0.65808,0.7515
1.363,0.558998,0.0344999,0.658084,0.7515
1.364,0.558998,0.0344999,0.658089,0.7515
1.365,0.558998,0.0344999,0.658094,0.7515
1.366,0.558998,0.0344999,0.658098,0.7515
1.367,0.558998,0.0344999,0.658103,0.7515
1.368,0.558998,0.0344999,0.658108,0.7515
1.369,0.558998,0.0344999,0.658112,0.7515
1.37,0.558998,0.0344999,0.658117,0.7515
1.371,0.558998,0.0344999,0.658122,0.7515
1.372,0.558998,0.0344999,0.658126,0.7515
1.373,0.558998,0.0344999,0.658131,0.7515
1.374,0.558998,0.0344999,0.658136,0.7515
1.375,0.558998,0.0344999,0.65814,0.7515
1.376,0.558998,0.0344999,0.658145,0.7515
1.377,0.558998,0.0344999,0.65815,0.7515
1.378,0.558998,0.0344999,0.658154,0.7515
1.379,0.558998,0.0344999,0.658159,0.7515
1.38,0.558998,0.0344999,0.658164,0.7515
1.381,0.558998,0.0344999,0.658168,0.7515
1.382,0.558998,0.0344999,0.658173,0.7515
1.383,0.558998,0.0344999,0.658178,0.7515
1.384,0.558998,0.0344999,0.658182,0.7515
1.385,0.558998,0.0344999,0.658187,0.7515
1.386,0.558998,0.0344999,0.658192,0.7515
1.387,0.558998,0.0344999,0.658196,0.7515
1.388,0.558998,0.0344999,0.658201,0.7515
1.389,0.558998,0.0344999,0.658206,0.7515
1.39,0.558998,0.0344999,0.65821,0.7515
1.391,0.558998,0.0344999,0.658215,0.7515
1.392,0.558998,0.0344999,0.65822,0.7515
1.393,0.558998,0.0344999,0.658224,0.7515
1.394,0.558998,0.0344999,0.658229,0.7515
1.395,0.558998,0.0344999,0.658234,0.7515
1.396,0.558998,0.0344999,0.658238,0.7515
1.397,0.558998,0.0344999,0.658243,0.7515
1.398,0.558998,0.0344999,0.658248,0.7515
1.399,0.558998,0.0344999,0.658252,0.7515
1.4,0.558998,0.0344999,0.658257,0.7515
1.401,0.558998,0.0344999,0.658261,0.7515
1.402,0.558998,0.0344999,0.658266,0.7515
1.403,0.558998,0.0344999,0.658271,0.7515
1.404,0.558998,0.0344999,0.658275,0.7515
1.405,0.558998,0.0344999,0.65828,0.7515
1.406,0.558998,0.0344999,0.658285,0.7515
1.407,0.558998,0.0344999,0.658289,0.7515
1.408,0.558998,0.0344999,0.658294,0.7515
1.409,0.558998,0.0344999,0.658299,0.7515
1.41,0.558998,0.0344999,0.658303,0.7515
1.411,0.558998,0.0344999,0.658308,0.7515
1.412,0.558998,0.0344999,0.658313,0.7515
1.413,0.558998,0.0344999,0.658317,0.7515
1.414,0.558998,0.0344999,0.658322,0.7515
1.415,0.558998,0.0344999,0.658327,0.7515
1.416,0.558998,0.0344999,0.658331,0.7515
1.417,0.558998,0.0344999,0.658336,0.7515
1.418,0.558998,0.0344999,0.658341,0.7515
1.419,0.558998,0.0344999,0.658345,0.7515
1.42,0.558998,0.0344999,0.65835,0.7515
1.421,0.558998,0.0344999,0.658355,0.7515
1.422,0.558998,0.0344999,0.658359,0.7515
1.423,0.558998,0.0344999,0.658364,0.7515
1.424,0.558998,0.0344999,0.658369,0.7515
1.425,0.558998,0.0344999,0.658373,0.7515
1.426,0.558998,0.0344999,0.658378,0.7515
1.427,0.558998,0.0344999,0.658383,0.7515
1.428,0.558998,0.0344999,0.658387,0.7515
1.429,0.558998,0.0344999,0.658392,0.7515
1.43,0.558998,0.0344999,0.658397,0.7515
1.431,0.558998,0.0344999,0.658401,0.7515
1.432,0.558998,0.0344999,0.658406,0.7515
1.433,0.558998,0.0344999,0.65841,0.7515
1.434,0.558998,0.0344999,0.658415,0.7515
1.435,0.558998,0.0344999,0.65842,0.7515
1.436,0.558998,0.0344999,0.658424,0.7515
1.437,0.558998,0.0344999,0.658429,0.7515
1.438,0.558998,0.0344999,0.658434,0.7515
1.439,0.558998,0.0344999,0.658438,0.7515
1.44,0.558998,0.0344999,0.658443,0.7515
1.441,0.558998,0.0344999,0.658448,0.7515
1.442,0.558998,0.0344999,0.658452,0.7515
1.443,0.558998,0.0344999,0.658457,0.7515
1.444,0.558998,0.0344999,0.658462,0.7515
1.445,0.558998,0.0344999,0.658466,0.7515
1.446,0.558998,0.0344999,0.658471,0.7515
1.447,0.558998,0.0344999,0.658476,0.7515
1.448,0.558998,0.0344999,0.65848,0.7515
1.449,0.558998,0.0344999,0.658485,0.7515
1.45,0.558998,0.0344999,0.65849,0.7515
1.451,0.558998,0.0344999,0.658494,0.7515
1.452,0.558998,0.0344999,0.658499,0.7515
1.453,0.558998,0.0344999,0.658503,0.7515
1.454,0.558998,0.0344999,0.658508,0.7515
1.455,0.558998,0.0344999,0.658513,0.7515
1.456,0.558998,0.0344999,0.658517,0.7515
1.457,0.558998,0.0344999,0.658522,0.7515
1.458,0.558998,0.0344999,0.658527,0.7515
1.459,0.558998,0.0344999,0.658531,0.7515
1.46,0.558998,0.0344999,0.658536,0.7515
1.461,0.558998,0.0344999,0.658541,0.7515
1.462,0.558998,0.0344999,0.658545,0.7515
1.463,0.558998,0.0344999,0.65855,0.7515
1.464,0.558998,0.0344999,0.658555,0.7515
1.465,0.558998,0.0344999,0.658559,0.7515
1.466,0.558998,0.0344999,0.658564,0.7515
1.467,0.558998,0.0344999,0.658568,0.7515
1.468,0.558998,0.0344999,0.658573,0.7515
1.469,0.558998,0.0344999,0.658578,0.7515
1.47,0.558998,0.0344999,0.658582,0.7515
1.471,0.558998,0.0344999,0.658587,0.7515
1.472,0.558998,0.0344999,0.658592,0.7515
1.473,0.558998,0.0344999,0.658596,0.7515
1.474,0.558998,0.0344999,0.658601,0.7515
1.475,0.558998,0.0344999,0.658606,0.7515
1.476,0.558998,0.0344999,0.65861,0.7515
1.477,0.558998,0.0344999,0.658615,0.7515
1.478,0.558998,0.0344999,0.65862,0.7515
1.479,0.558998,0.0344999,0.658624,0.7515
1.48,0.558998,0.0344999,0.658629,0.7515
1.481,0.558998,0.0344999,0.658633,0.7515
1.482,0.558998,0.0344999,0.658638,0.7515
1.483,0.558998,0.0344999,0.658643,0.7515
1.484,0.558998,0.0344999,0.658647,0.7515
1.485,0.558998,0.0344999,0.658652,0.7515
1.486,0.558998,0.0344999,0.658657,0.7515
1.487,0.558998,0.0344999,0.658661,0.7515
1.488,0.558998,0.0344999,0.658666,0.7515
1.489,0.558998,0.0344999,0.658671,0.7515
1.49,0.558998,0.0344999,0.658675,0.7515
1.491,0.558998,0.0344999,0.65868,0.7515
1.492,0.558998,0.0344999,0.658685,0.7515
1.493,0.558998,0.0344999,0.658689,0.7515
1.494,0.558998,0.0344999,0.658694,0.7515
1.495,0.558998,0.0344999,0.658698,0.7515
1.496,0.558998,0.0344999,0.658703,0.7515
1.497,0.558998,0.0344999,0.658708,0.7515
1.498,0.558998,0.0344999,0.658712,0.7515
1.499,0.558998,0.0344999,0.658717,0.7515
1.5,0.558998,0.0344999,0.658722,0.7515
1.501,0.558998,0.0344999,0.658726,0.7515
1.502,0.558998,0.0344999,0.658731,0.7515
1.503,0.558998,0.0344999,0.658736,0.7515
1.504,0.558998,0.0344999,0.65874,0.7515
1.505,0.558998,0.0344999,0.658745,0.7515
1.506,0.558998,0.0344999,0.658749,0.7515
1.507,0.558998,0.0344999,0.658754,0.7515
1.508,0.558998,0.0344999,0.658759,0.7515
1.509,0.558998,0.0344999,0.658763,0.7515
1.51,0.558998,0.0344999,0.658768,0.7515
1.511,0.558998,0.0344999,0.658773,0.7515
1.512,0.558998,0.0344999,0.658777,0.7515
1.513,0.558998,0.0344999,0.658782,0.7515
1.514,0.558998,0.0344999,0.658786,0.7515
1.515,0.558998,0.0344999,0.658791,0.7515
1.516,0.558998,0.0344999,0.658796,0.7515
1.517,0.558998,0.0344999,0.6588,0.7515
1.518,0.558998,0.0344999,0.658805,0.7515
1.519,0.558998,0.0344999,0.65881,0.7515
1.52,0.558998,0.0344999,0.658814,0.7515
1.521,0.558998,0.0344999,0.658819,0.7515
1.522,0.558998,0.0344999,0.658824,0.7515
1.523,0.558998,0.0344999,0.658828,0.7515
1.524,0.558998,0.0344999,0.658833,0.7515
1.525,0.558998,0.0344999,0.658837,0.7515
1.526,0.558998,0.0344999,0.658842,0.7515
1.527,0.558998,0.0344999,0.658847,0.7515
1.528,0.558998,0.0344999,0.658851,0.7515
1.529,0.558998,0.0344999,0.658856,0.7515
1.53,0.558998,0.0344999,0.658861,0.7515
1.531,0.558998,0.0344999,0.658865,0.7515
1.532,0.558998,0.0344999,0.65887,0.7515
1.533,0.558998,0.0344999,0.658874,0.7515
1.534,0.558998,0.0344999,0.658879,0.7515
1.535,0.558998,0.0344999,0.658884,0.7515
1.536,0.558998,0.0344999,0.658888,0.7515
1.537,0.558998,0.0344999,0.658893,0.7515
1.538,0.558998,0.0344999,0.658898,0.7515
1.539,0.558998,0.0344999,0.658902,0.7515
1.54,0.558998,0.0344999,0.658907,0.7515
1.541,0.558998,0.0344999,0.658911,0.7515
1.542,0.558998,0.0344999,0.658916,0.7515
1.543,0.558998,0.0344999,0.658921,0.7515
1.544,0.558998,0.0344999,0.658925,0.7515
1.545,0.558998,0.0344999,0.65893,0.7515
1.546,0.558998,0.0344999,0.658935,0.7515
1.547,0.558998,0.0344999,0.658939,0.7515
1.548,0.558998,0.0344999,0.658944,0.7515
1.549,0.558998,0.0344999,0.658948,0.7515
1.55,0.558998,0.0344999,0.658953,0.7515
1.551,0.558998,0.0344999,0.658958,0.7515
1.552,0.558998,0.0344999,0.658962,0.7515
1.553,0.558998,0.0344999,0.658967,0.7515
1.554,0.558998,0.0344999,0.658972,0.7515
1.555,0.558998,0.0344999,0.658976,0.7515
1.556,0.558998,0.0344999,0.658981,0.7515
1.557,0.558998,0.0344999,0.658985,0.7515
1.558,0.558998,0.0344999,0.65899,0.7515
1.559,0.558998,0.0344999,0.658995,0.7515
1.56,0.558998,0.0344999,0.658999,0.7515
1.561,0.558998,0.0344999,0.659004,0.7515
1.562,0.558998,0.0344999,0.659009,0.7515
1.563,0.558998,0.0344999,0.659013,0.7515
1.564,0.558998,0.0344999,0.659018,0.7515
1.565,0.558998,0.0344999,0.659022,0.7515
1.566,0.558998,0.0344999,0.659027,0.7515
1.567,0.558998,0.0344999,0.659032,0.7515
1.568,0.558998,0.0344999,0.659036,0.7515
1.569,0.558998,0.0344999,0.659041,0.7515
1.57,0.558998,0.0344999,0.659046,0.7515
1.571,0.558998,0.0344999,0.65905,0.7515
1.572,0.558998,0.0344999,0.659055,0.7515
1.573,0.558998,0.0344999,0.659059,0.7515
1.574,0.558998,0.0344999,0.659064,0.7515
1.575,0.558998,0.0344999,0.659069,0.7515
1.576,0.558998,0.0344999,0.659073,0.7515
1.577,0.558998,0.0344999,0.659078,0.7515
1.578,0.558998,0.0344999,0.659083,0.7515
1.579,0.558998,0.0344999,0.659087,0.7515
1.58,0.558998,0.0344999,0.659092,0.7515
1.581,0.558998,0.0344999,0.659096,0.7515
1.582,0.558998,0.0344999,0.659101,0.7515
1.583,0.558998,0.0344999,0.659106,0.7515
1.584,0.558998,0.0344999,0.65911,0.7515
1.585,0.558998,0.0344999,0.659115,0.7515
1.586,0.558998,0.0344999,0.659119,0.7515
1.587,0.558998,0.0344999,0.659124,0.7515
1.588,0.558998,0.0344999,0.659129,0.7515
1.589,0.558998,0.0344999,0.659133,0.7515
1.59,0.558998,0.0344999,0.659138,0.7515
1.591,0.558998,0.0344999,0.659143,0.7515
1.592,0.558998,0.0344999,0.659147,0.7515
1.593,0.558998,0.0344999,0.659152,0.7515
1.594,0.558998,0.0344999,0.659156,0.7515
1.595,0.558998,0.0344999,0.659161,0.7515
1.596,0.558998,0.0344999,0.659166,0.7515
1.597,0.558998,0.0344999,0.65917,0.7515
1.598,0.558998,0.0344999,0.659175,0.7515
1.599,0.558998,0.0344999,0.659179,0.7515
1.6,0.558998,0.0344999,0.659184,0.7515
1.601,0.558998,0.0344999,0.659189,0.7515
1.602,0.558998,0.0344999,0.659193,0.7515
1.603,0.558998,0.0344999,0.659198,0.7515
1.604,0.558998,0.0344999,0.659202,0.7515
1.605,0.558998,0.0344999,0.659207,0.7515
1.606,0.558998,0.0344999,0.659212,0.7515
1.607,0.558998,0.0344999,0.659216,0.7515
1.608,0.558998,0.0344999,0.659221,0.7515
1.609,0.558998,0.0344999,0.659226,0.7515
1.61,0.558998,0.0344999,0.65923,0.7515
1.611,0.558998,0.0344999,0.659235,0.7515
1.612,0.558998,0.0344999,0.659239,0.7515
1.613,0.558998,0.0344999,0.659244,0.7515
1.614,0.558998,0.0344999,0.659249,0.7515
1.615,0.558998,0.0344999,0.659253,0.7515
1.616,0.558998,0.0344999,0.659258,0.7515
1.617,0.558998,0.0344999,0.659262,0.7515
1.618,0.558998,0.0344999,0.659267,0.7515
1.619,0.558998,0.0344999,0.659272,0.7515
1.62,0.558998,0.0344999,0.659276,0.7515
1.621,0.558998,0.0344999,0.659281,0.7515
1.622,0.558998,0.0344999,0.659285,0.7515
1.623,0.558998,0.0344999,0.65929,0.7515
1.624,0.558998,0.0344999,0.659295,0.7515
1.625,0.558998,0.0344999,0.659299,0.7515
1.626,0.558998,0.0344999,0.659304,0.7515
1.627,0.558998,0.0344999,0.659309,0.7515
1.628,0.558998,0.0344999,0.659313,0.7515
1.629,0.558998,0.0344999,0.659318,0.7515
1.63,0.558998,0.0344999,0.659322,0.7515
1.631,0.558998,0.0344999,0.659327,0.7515
1.632,0.558998,0.0344999,0.659332,0.7515
1.633,0.558998,0.0344999,0.659336,0.7515
1.634,0.558998,0.0344999,0.659341,0.7515
1.635,0.558998,0.0344999,0.659345,0.7515
1.636,0.558998,0.0344999,0.65935,0.7515
1.637,0.558998,0.0344999,0.659355,0.7515
1.638,0.558998,0.0344999,0.659359,0.7515
1.639,0.558997,0.0344999,0.659364,0.7515
1.64,0.558997,0.0344999,0.659368,0.7515
1.641,0.558997,0.0344999,0.659373,0.7515
1.642,0.558997,0.0344999,0.659378,0.7515
1.643,0.558997,0.0344999,0.659382,0.7515
1.644,0.558997,0.0344999,0.659387,0.7515
1.645,0.558997,0.0344999,0.659391,0.7515
1.646,0.558997,0.0344999,0.659396,0.7515
1.647,0.558997,0.0344999,0.659401,0.7515
1.648,0.558997,0.0344999,0.659405,0.7515
1.649,0.558997,0.0344999,0.65941,0.7515
1.65,0.558997,0.0344999,0.659414,0.7515
1.651,0.558997,0.0344999,0.659419,0.7515
1.652,0.558997,0.0344999,0.659424,0.7515
1.653,0.558997,0.0344999,0.659428,0.7515
1.654,0.558997,0.0344999,0.659433,0.7515
1.655,0.558997,0.0344999,0.659437,0.7515
1.656,0.558997,0.0344999,0.659442,0.7515
1.657,0.558997,0.0344999,0.659447,0.7515
1.658,0.558997,0.0344999,0.659451,0.7515
1.659,0.558997,0.0344999,0.659456,0.7515
1.66,0.558997,0.0344999,0.65946,0.7515
1.661,0.558997,0.0344999,0.659465,0.7515
1.662,0.558997,0.0344999,0.65947,0.7515
1.663,0.558997,0.0344999,0.659474,0.7515
1.664,0.558997,0.0344999,0.659479,0.7515
1.665,0.558997,0.0344999,0.659483,0.7515
1.666,0.558997,0.0344999,0.659488,0.7515
1.667,0.558997,0.0344999,0.659493,0.7515
1.668,0.558997,0.0344999,0.659497,0.7515
1.669,0.558997,0.0344999,0.659502,0.7515
1.67,0.558997,0.0344999,0.659506,0.7515
1.671,0.558997,0.0344999,0.659511,0.7515
1.672,0.558997,0.0344999,0.659516,0.7515
1.673,0.558997,0.0344999,0.65952,0.7515
1.674,0.558997,0.0344999,0.659525,0.7515
1.675,0.558997,0.0344999,0.659529,0.7515
1.676,0.558997,0.0344999,0.659534,0.7515
1.677,0.558997,0.0344999,0.659539,0.7515
1.678,0.558997,0.0344999,0.659543,0.7515
1.679,0.558997,0.0344999,0.659548,0.7515
1.68,0.558997,0.0344999,0.659552,0.7515
1.681,0.558997,0.0344999,0.659557,0.7515
1.682,0.558997,0.0344999,0.659562,0.7515
1.683,0.558997,0.0344999,0.659566,0.7515
1.684,0.558997,0.0344999,0.659571,0.7515
1.685,0.558997,0.0344999,0.659575,0.7515
1.686,0.558997,0.0344999,0.65958,0.7515
1.687,0.558997,0.0344999,0.659585,0.7515
1.688,0.558997,0.0344999,0.659589,0.7515
1.689,0.558997,0.0344999,0.659594,0.7515
1.69,0.558997,0.0344999,0.659598,0.7515
1.691,0.558997,0.0344999,0.659603,0.7515
1.692,0.558997,0.0344999,0.659607,0.7515
1.693,0.558997,0.0344999,0.659612,0.7515
1.694,0.558997,0.0344999,0.659617,0.7515
1.695,0.558997,0.0344999,0.659621,0.7515
1.696,0.558997,0.0344999,0.659626,0.7515
1.697,0.558997,0.0344999,0.65963,0.7515
1.698,0.558997,0.0344999,0.659635,0.7515
1.699,0.558997,0.0344999,0.65964,0.7515
1.7,0.558997,0.0344999,0.659644,0.7515
