Time,Curr_X,Curr_Y,Curr_Z,Goal_Z
0.585,0.558999,0.0344999,0.654381,0.7515
0.586,0.558999,0.0344999,0.654386,0.7515
0.587,0.558999,0.0344999,0.654391,0.7515
0.588,0.558999,0.0344999,0.654396,0.7515
0.589,0.558999,0.0344999,0.654401,0.7515
0.59,0.558999,0.0344999,0.654405,0.7515
0.591,0.558999,0.0344999,0.65441,0.7515
0.592,0.558999,0.0344999,0.654415,0.7515
0.593,0.558999,0.0344999,0.65442,0.7515
0.594,0.558999,0.0344999,0.654425,0.7515
0.595,0.558999,0.0344999,0.65443,0.7515
0.596,0.558999,0.0344999,0.654435,0.7515
0.597,0.558999,0.0344999,0.654439,0.7515
0.598,0.558999,0.0344999,0.654444,0.7515
0.599,0.558999,0.0344999,0.654449,0.7515
0.6,0.558999,0.0344999,0.654454,0.7515
0.601,0.558999,0.0344999,0.654459,0.7515
0.602,0.558999,0.0344999,0.654464,0.7515
0.603,0.558999,0.0344999,0.654468,0.7515
0.604,0.558999,0.0344999,0.654473,0.7515
0.605,0.558999,0.0344999,0.654478,0.7515
0.606,0.558999,0.0344999,0.654483,0.7515
0.607,0.558999,0.0344999,0.654488,0.7515
0.608,0.558999,0.0344999,0.654493,0.7515
0.609,0.558999,0.0344999,0.654498,0.7515
0.61,0.558999,0.0344999,0.654502,0.7515
0.611,0.558999,0.0344999,0.654507,0.7515
0.612,0.558999,0.0344999,0.654512,0.7515
0.613,0.558999,0.0344999,0.654517,0.7515
0.614,0.558999,0.0344999,0.654522,0.7515
0.615,0.558999,0.0344999,0.654527,0.7515
0.616,0.558999,0.0344999,0.654531,0.7515
0.617,0.558999,0.0344999,0.654536,0.7515
0.618,0.558999,0.0344999,0.654541,0.7515
0.619,0.558999,0.0344999,0.654546,0.7515
0.62,0.558999,0.0344999,0.654551,0.7515
0.621,0.558999,0.0344999,0.654556,0.7515
0.622,0.558999,0.0344999,0.654561,0.7515
0.623,0.558999,0.0344999,0.654565,0.7515
0.624,0.558999,0.0344999,0.65457,0.7515
0.625,0.558999,0.0344999,0.654575,0.7515
0.626,0.558999,0.0344999,0.65458,0.7515
0.627,0.558999,0.0344999,0.654585,0.7515
0.628,0.558999,0.0344999,0.65459,0.7515
0.629,0.558999,0.0344999,0.654594,0.7515
0.63,0.558999,0.0344999,0.654599,0.7515
0.631,0.558999,0.0344999,0.654604,0.7515
0.632,0.558999,0.0344999,0.654609,0.7515
0.633,0.558999,0.0344999,0.654614,0.7515
0.634,0.558999,0.0344999,0.654619,0.7515
0.635,0.558999,0.0344999,0.654623,0.7515
0.636,0.558999,0.0344999,0.654628,0.7515
0.637,0.558999,0.0344999,0.654633,0.7515
0.638,0.558999,0.0344999,0.654638,0.7515
0.639,0.558999,0.0344999,0.654643,0.7515
0.64,0.558999,0.0344999,0.654648,0.7515
0.641,0.558999,0.0344999,0.654653,0.7515
0.642,0.558999,0.0344999,0.654657,0.7515
0.643,0.558999,0.0344999,0.654662,0.7515
0.644,0.558999,0.0344999,0.654667,0.7515
0.645,0.558999,0.0344999,0.654672,0.7515
0.646,0.558999,0.0344999,0.654677,0.7515
0.647,0.558999,0.0344999,0.654682,0.7515
0.648,0.558999,0.0344999,0.654686,0.7515
0.649,0.558999,0.0344999,0.654691,0.7515
0.65,0.558999,0.0344999,0.654696,0.7515
0.651,0.558999,0.0344999,0.654701,0.7515
0.652,0.558999,0.0344999,0.654706,0.7515
0.653,0.558999,0.0344999,0.654711,0.7515
0.654,0.558999,0.0344999,0.654715,0.7515
0.655,0.558999,0.0344999,0.65472,0.7515
0.656,0.558999,0.0344999,0.654725,0.7515
0.657,0.558999,0.0344999,0.65473,0.7515
0.658,0.558999,0.0344999,0.654735,0.7515
0.659,0.558999,0.0344999,0.65474,0.7515
0.66,0.558999,0.0344999,0.654744,0.7515
0.661,0.558999,0.0344999,0.654749,0.7515
0.662,0.558999,0.0344999,0.654754,0.7515
0.663,0.558999,0.0344999,0.654759,0.7515
0.664,0.558999,0.0344999,0.654764,0.7515
0.665,0.558999,0.0344999,0.654769,0.7515
0.666,0.558999,0.0344999,0.654773,0.7515
0.667,0.558999,0.0344999,0.654778,0.7515
0.668,0.558999,0.0344999,0.654783,0.7515
0.669,0.558999,0.0344999,0.654788,0.7515
0.67,0.558999,0.0344999,0.654793,0.7515
0.671,0.558999,0.0344999,0.654798,0.7515
0.672,0.558999,0.0344999,0.654802,0.7515
0.673,0.558999,0.0344999,0.654807,0.7515
0.674,0.558999,0.0344999,0.654812,0.7515
0.675,0.558999,0.0344999,0.654817,0.7515
0.676,0.558999,0.0344999,0.654822,0.7515
0.677,0.558999,0.0344999,0.654827,0.7515
0.678,0.558999,0.0344999,0.654831,0.7515
0.679,0.558999,0.0344999,0.654836,0.7515
0.68,0.558999,0.0344999,0.654841,0.7515
0.681,0.558999,0.0344999,0.654846,0.7515
0.682,0.558999,0.0344999,0.654851,0.7515
0.683,0.558999,0.0344999,0.654856,0.7515
0.684,0.558999,0.0344999,0.65486,0.7515
0.685,0.558999,0.0344999,0.654865,0.7515
0.686,0.558999,0.0344999,0.65487,0.7515
0.687,0.558999,0.0344999,0.654875,0.7515
0.688,0.558999,0.0344999,0.65488,0.7515
0.689,0.558999,0.0344999,0.654885,0.7515
0.69,0.558999,0.0344999,0.654889,0.7515
0.691,0.558999,0.0344999,0.654894,0.7515
0.692,0.558999,0.0344999,0.654899,0.7515
0.693,0.558999,0.0344999,0.654904,0.7515
0.694,0.558999,0.0344999,0.654909,0.7515
0.695,0.558999,0.0344999,0.654914,0.7515
0.696,0.558999,0.0344999,0.654918,0.7515
0.697,0.558999,0.0344999,0.654923,0.7515
0.698,0.558999,0.0344999,0.654928,0.7515
0.699,0.558999,0.0344999,0.654933,0.7515
0.7,0.558999,0.0344999,0.654938,0.7515
0.701,0.558999,0.0344999,0.654942,0.7515
0.702,0.558999,0.0344999,0.654947,0.7515
0.703,0.558999,0.0344999,0.654952,0.7515
0.704,0.558999,0.0344999,0.654957,0.7515
0.705,0.558999,0.0344999,0.654962,0.7515
0.706,0.558999,0.0344999,0.654967,0.7515
0.707,0.558999,0.0344999,0.654971,0.7515
0.708,0.558999,0.0344999,0.654976,0.7515
0.709,0.558999,0.0344999,0.654981,0.7515
0.71,0.558999,0.0344999,0.654986,0.7515
0.711,0.558999,0.0344999,0.654991,0.7515
0.712,0.558999,0.0344999,0.654996,0.7515
0.713,0.558999,0.0344999,0.655,0.7515
0.714,0.558999,0.0344999,0.655005,0.7515
0.715,0.558999,0.0344999,0.65501,0.7515
0.716,0.558999,0.0344999,0.655015,0.7515
0.717,0.558999,0.0344999,0.65502,0.7515
0.718,0.558999,0.0344999,0.655024,0.7515
0.719,0.558999,0.0344999,0.655029,0.7515
0.72,0.558999,0.0344999,0.655034,0.7515
0.721,0.558999,0.0344999,0.655039,0.7515
0.722,0.558999,0.0344999,0.655044,0.7515
0.723,0.558999,0.0344999,0.655049,0.7515
0.724,0.558999,0.0344999,0.655053,0.7515
0.725,0.558999,0.0344999,0.655058,0.7515
0.726,0.558999,0.0344999,0.655063,0.7515
0.727,0.558999,0.0344999,0.655068,0.7515
0.728,0.558999,0.0344999,0.655073,0.7515
0.729,0.558999,0.0344999,0.655077,0.7515
0.73,0.558999,0.0344999,0.655082,0.7515
0.731,0.558999,0.0344999,0.655087,0.7515
0.732,0.558999,0.0344999,0.655092,0.7515
0.733,0.558999,0.0344999,0.655097,0.7515
0.734,0.558999,0.0344999,0.655102,0.7515
0.735,0.558999,0.0344999,0.655106,0.7515
0.736,0.558999,0.0344999,0.655111,0.7515
0.737,0.558999,0.0344999,0.655116,0.7515
0.738,0.558999,0.0344999,0.655121,0.7515
0.739,0.558999,0.0344999,0.655126,0.7515
0.74,0.558999,0.0344999,0.65513,0.7515
0.741,0.558999,0.0344999,0.655135,0.7515
0.742,0.558999,0.0344999,0.65514,0.7515
0.743,0.558999,0.0344999,0.655145,0.7515
0.744,0.558999,0.0344999,0.65515,0.7515
0.745,0.558999,0.0344999,0.655155,0.7515
0.746,0.558999,0.0344999,0.655159,0.7515
0.747,0.558999,0.0344999,0.655164,0.7515
0.748,0.558999,0.0344999,0.655169,0.7515
0.749,0.558999,0.0344999,0.655174,0.7515
0.75,0.558999,0.0344999,0.655179,0.7515
0.751,0.558999,0.0344999,0.655183,0.7515
0.752,0.558999,0.0344999,0.655188,0.7515
0.753,0.558999,0.0344999,0.655193,0.7515
0.754,0.558999,0.0344999,0.655198,0.7515
0.755,0.558999,0.0344999,0.655203,0.7515
0.756,0.558999,0.0344999,0.655207,0.7515
0.757,0.558999,0.0344999,0.655212,0.7515
0.758,0.558999,0.0344999,0.655217,0.7515
0.759,0.558999,0.0344999,0.655222,0.7515
0.76,0.558999,0.0344999,0.655227,0.7515
0.761,0.558999,0.0344999,0.655232,0.7515
0.762,0.558999,0.0344999,0.655236,0.7515
0.763,0.558999,0.0344999,0.655241,0.7515
0.764,0.558999,0.0344999,0.655246,0.7515
0.765,0.558999,0.0344999,0.655251,0.7515
0.766,0.558999,0.0344999,0.655256,0.7515
0.767,0.558999,0.0344999,0.65526,0.7515
0.768,0.558999,0.0344999,0.655265,0.7515
0.769,0.558999,0.0344999,0.65527,0.7515
0.77,0.558999,0.0344999,0.655275,0.7515
0.771,0.558999,0.0344999,0.65528,0.7515
0.772,0.558999,0.0344999,0.655284,0.7515
0.773,0.558999,0.0344999,0.655289,0.7515
0.774,0.558999,0.0344999,0.655294,0.7515
0.775,0.558999,0.0344999,0.655299,0.7515
0.776,0.558999,0.0344999,0.655304,0.7515
0.777,0.558999,0.0344999,0.655308,0.7515
0.778,0.558999,0.0344999,0.655313,0.7515
0.779,0.558999,0.0344999,0.655318,0.7515
0.78,0.558999,0.0344999,0.655323,0.7515
0.781,0.558999,0.0344999,0.655328,0.7515
0.782,0.558999,0.0344999,0.655332,0.7515
0.783,0.558999,0.0344999,0.655337,0.7515
0.784,0.558999,0.0344999,0.655342,0.7515
0.785,0.558999,0.0344999,0.655347,0.7515
0.786,0.558999,0.0344999,0.655352,0.7515
0.787,0.558999,0.0344999,0.655357,0.7515
0.788,0.558999,0.0344999,0.655361,0.7515
0.789,0.558999,0.0344999,0.655366,0.7515
0.79,0.558999,0.0344999,0.655371,0.7515
0.791,0.558999,0.0344999,0.655376,0.7515
0.792,0.558999,0.0344999,0.655381,0.7515
0.793,0.558999,0.0344999,0.655385,0.7515
0.794,0.558999,0.0344999,0.65539,0.7515
0.795,0.558999,0.0344999,0.655395,0.7515
0.796,0.558999,0.0344999,0.6554,0.7515
0.797,0.558999,0.0344999,0.655405,0.7515
0.798,0.558999,0.0344999,0.655409,0.7515
0.799,0.558999,0.0344999,0.655414,0.7515
0.8,0.558999,0.0344999,0.655419,0.7515
0.801,0.558999,0.0344999,0.655424,0.7515
0.802,0.558999,0.0344999,0.655429,0.7515
0.803,0.558999,0.0344999,0.655433,0.7515
0.804,0.558999,0.0344999,0.655438,0.7515
0.805,0.558999,0.0344999,0.655443,0.7515
0.806,0.558999,0.0344999,0.655448,0.7515
0.807,0.558999,0.0344999,0.655453,0.7515
0.808,0.558999,0.0344999,0.655457,0.7515
0.809,0.558999,0.0344999,0.655462,0.7515
0.81,0.558999,0.0344999,0.655467,0.7515
0.811,0.558999,0.0344999,0.655472,0.7515
0.812,0.558999,0.0344999,0.655477,0.7515
0.813,0.558999,0.0344999,0.655481,0.7515
0.814,0.558999,0.0344999,0.655486,0.7515
0.815,0.558999,0.0344999,0.655491,0.7515
0.816,0.558999,0.0344999,0.655496,0.7515
0.817,0.558999,0.0344999,0.655501,0.7515
0.818,0.558999,0.0344999,0.655505,0.7515
0.819,0.558999,0.0344999,0.65551,0.7515
0.82,0.558999,0.0344999,0.655515,0.7515
0.821,0.558999,0.0344999,0.65552,0.7515
0.822,0.558999,0.0344999,0.655525,0.7515
0.823,0.558999,0.0344999,0.655529,0.7515
0.824,0.558999,0.0344999,0.655534,0.7515
0.825,0.558999,0.0344999,0.655539,0.7515
0.826,0.558999,0.0344999,0.655544,0.7515
0.827,0.558999,0.0344999,0.655548,0.7515
0.828,0.558999,0.0344999,0.655553,0.7515
0.829,0.558999,0.0344999,0.655558,0.7515
0.83,0.558999,0.0344999,0.655563,0.7515
0.831,0.558999,0.0344999,0.655568,0.7515
0.832,0.558999,0.0344999,0.655572,0.7515
0.833,0.558999,0.0344999,0.655577,0.7515
0.834,0.558999,0.0344999,0.655582,0.7515
0.835,0.558999,0.0344999,0.655587,0.7515
0.836,0.558999,0.0344999,0.655592,0.7515
0.837,0.558999,0.0344999,0.655596,0.7515
0.838,0.558999,0.0344999,0.655601,0.7515
0.839,0.558999,0.0344999,0.655606,0.7515
0.84,0.558999,0.0344999,0.655611,0.7515
0.841,0.558999,0.0344999,0.655616,0.7515
0.842,0.558999,0.0344999,0.65562,0.7515
0.843,0.558999,0.0344999,0.655625,0.7515
0.844,0.558999,0.0344999,0.65563,0.7515
0.845,0.558999,0.0344999,0.655635,0.7515
0.846,0.558999,0.0344999,0.65564,0.7515
0.847,0.558999,0.0344999,0.655644,0.7515
0.848,0.558999,0.0344999,0.655649,0.7515
0.849,0.558999,0.0344999,0.655654,0.7515
0.85,0.558999,0.0344999,0.655659,0.7515
0.851,0.558999,0.0344999,0.655663,0.7515
0.852,0.558999,0.0344999,0.655668,0.7515
0.853,0.558999,0.0344999,0.655673,0.7515
0.854,0.558999,0.0344999,0.655678,0.7515
0.855,0.558999,0.0344999,0.655683,0.7515
0.856,0.558999,0.0344999,0.655687,0.7515
0.857,0.558999,0.0344999,0.655692,0.7515
0.858,0.558999,0.0344999,0.655697,0.7515
0.859,0.558999,0.0344999,0.655702,0.7515
0.86,0.558999,0.0344999,0.655707,0.7515
0.861,0.558999,0.0344999,0.655711,0.7515
0.862,0.558999,0.0344999,0.655716,0.7515
0.863,0.558999,0.0344999,0.655721,0.7515
0.864,0.558999,0.0344999,0.655726,0.7515
0.865,0.558999,0.0344999,0.655731,0.7515
0.866,0.558999,0.0344999,0.655735,0.7515
0.867,0.558999,0.0344999,0.65574,0.7515
0.868,0.558999,0.0344999,0.655745,0.7515
0.869,0.558999,0.0344999,0.65575,0.7515
0.87,0.558998,0.0344999,0.655754,0.7515
0.871,0.558998,0.0344999,0.655759,0.7515
0.872,0.558998,0.0344999,0.655764,0.7515
0.873,0.558998,0.0344999,0.655769,0.7515
0.874,0.558998,0.0344999,0.655774,0.7515
0.875,0.558998,0.0344999,0.655778,0.7515
0.876,0.558998,0.0344999,0.655783,0.7515
0.877,0.558998,0.0344999,0.655788,0.7515
0.878,0.558998,0.0344999,0.655793,0.7515
0.879,0.558998,0.0344999,0.655797,0.7515
0.88,0.558998,0.0344999,0.655802,0.7515
0.881,0.558998,0.0344999,0.655807,0.7515
0.882,0.558998,0.0344999,0.655812,0.7515
0.883,0.558998,0.0344999,0.655817,0.7515
0.884,0.558998,0.0344999,0.655821,0.7515
0.885,0.558998,0.0344999,0.655826,0.7515
0.886,0.558998,0.0344999,0.655831,0.7515
0.887,0.558998,0.0344999,0.655836,0.7515
0.888,0.558998,0.0344999,0.655841,0.7515
0.889,0.558998,0.0344999,0.655845,0.7515
0.89,0.558998,0.0344999,0.65585,0.7515
0.891,0.558998,0.0344999,0.655855,0.7515
0.892,0.558998,0.0344999,0.65586,0.7515
0.893,0.558998,0.0344999,0.655864,0.7515
0.894,0.558998,0.0344999,0.655869,0.7515
0.895,0.558998,0.0344999,0.655874,0.7515
0.896,0.558998,0.0344999,0.655879,0.7515
0.897,0.558998,0.0344999,0.655884,0.7515
0.898,0.558998,0.0344999,0.655888,0.7515
0.899,0.558998,0.0344999,0.655893,0.7515
0.9,0.558998,0.0344999,0.655898,0.7515
0.901,0.558998,0.0344999,0.655903,0.7515
0.902,0.558998,0.0344999,0.655907,0.7515
0.903,0.558998,0.0344999,0.655912,0.7515
0.904,0.558998,0.0344999,0.655917,0.7515
0.905,0.558998,0.0344999,0.655922,0.7515
0.906,0.558998,0.0344999,0.655927,0.7515
0.907,0.558998,0.0344999,0.655931,0.7515
0.908,0.558998,0.0344999,0.655936,0.7515
0.909,0.558998,0.0344999,0.655941,0.7515
0.91,0.558998,0.0344999,0.655946,0.7515
0.911,0.558998,0.0344999,0.65595,0.7515
0.912,0.558998,0.0344999,0.655955,0.7515
0.913,0.558998,0.0344999,0.65596,0.7515
0.914,0.558998,0.0344999,0.655965,0.7515
0.915,0.558998,0.0344999,0.655969,0.7515
0.916,0.558998,0.0344999,0.655974,0.7515
0.917,0.558998,0.0344999,0.655979,0.7515
0.918,0.558998,0.0344999,0.655984,0.7515
0.919,0.558998,0.0344999,0.655989,0.7515
0.92,0.558998,0.0344999,0.655993,0.7515
0.921,0.558998,0.0344999,0.655998,0.7515
0.922,0.558998,0.0344999,0.656003,0.7515
0.923,0.558998,0.0344999,0.656008,0.7515
0.924,0.558998,0.0344999,0.656012,0.7515
0.925,0.558998,0.0344999,0.656017,0.7515
0.926,0.558998,0.0344999,0.656022,0.7515
0.927,0.558998,0.0344999,0.656027,0.7515
0.928,0.558998,0.0344999,0.656032,0.7515
0.929,0.558998,0.0344999,0.656036,0.7515
0.93,0.558998,0.0344999,0.656041,0.7515
0.931,0.558998,0.0344999,0.656046,0.7515
0.932,0.558998,0.0344999,0.656051,0.7515
0.933,0.558998,0.0344999,0.656055,0.7515
0.934,0.558998,0.0344999,0.65606,0.7515
0.935,0.558998,0.0344999,0.656065,0.7515
0.936,0.558998,0.0344999,0.65607,0.7515
0.937,0.558998,0.0344999,0.656074,0.7515
0.938,0.558998,0.0344999,0.656079,0.7515
0.939,0.558998,0.0344999,0.656084,0.7515
0.94,0.558998,0.0344999,0.656089,0.7515
0.941,0.558998,0.0344999,0.656094,0.7515
0.942,0.558998,0.0344999,0.656098,0.7515
0.943,0.558998,0.0344999,0.656103,0.7515
0.944,0.558998,0.0344999,0.656108,0.7515
0.945,0.558998,0.0344999,0.656113,0.7515
0.946,0.558998,0.0344999,0.656117,0.7515
0.947,0.558998,0.0344999,0.656122,0.7515
0.948,0.558998,0.0344999,0.656127,0.7515
0.949,0.558998,0.0344999,0.656132,0.7515
0.95,0.558998,0.0344999,0.656136,0.7515
0.951,0.558998,0.0344999,0.656141,0.7515
0.952,0.558998,0.0344999,0.656146,0.7515
0.953,0.558998,0.0344999,0.656151,0.7515
0.954,0.558998,0.0344999,0.656155,0.7515
0.955,0.558998,0.0344999,0.65616,0.7515
0.956,0.558998,0.0344999,0.656165,0.7515
0.957,0.558998,0.0344999,0.65617,0.7515
0.958,0.558998,0.0344999,0.656175,0.7515
0.959,0.558998,0.0344999,0.656179,0.7515
0.96,0.558998,0.0344999,0.656184,0.7515
0.961,0.558998,0.0344999,0.656189,0.7515
0.962,0.558998,0.0344999,0.656194,0.7515
0.963,0.558998,0.0344999,0.656198,0.7515
0.964,0.558998,0.0344999,0.656203,0.7515
0.965,0.558998,0.0344999,0.656208,0.7515
0.966,0.558998,0.0344999,0.656213,0.7515
0.967,0.558998,0.0344999,0.656217,0.7515
0.968,0.558998,0.0344999,0.656222,0.7515
0.969,0.558998,0.0344999,0.656227,0.7515
0.97,0.558998,0.0344999,0.656232,0.7515
0.971,0.558998,0.0344999,0.656236,0.7515
0.972,0.558998,0.0344999,0.656241,0.7515
0.973,0.558998,0.0344999,0.656246,0.7515
0.974,0.558998,0.0344999,0.656251,0.7515
0.975,0.558998,0.0344999,0.656255,0.7515
0.976,0.558998,0.0344999,0.65626,0.7515
0.977,0.558998,0.0344999,0.656265,0.7515
0.978,0.558998,0.0344999,0.65627,0.7515
0.979,0.558998,0.0344999,0.656275,0.7515
0.98,0.558998,0.0344999,0.656279,0.7515
0.981,0.558998,0.0344999,0.656284,0.7515
0.982,0.558998,0.0344999,0.656289,0.7515
0.983,0.558998,0.0344999,0.656294,0.7515
0.984,0.558998,0.0344999,0.656298,0.7515
0.985,0.558998,0.0344999,0.656303,0.7515
0.986,0.558998,0.0344999,0.656308,0.7515
0.987,0.558998,0.0344999,0.656313,0.7515
0.988,0.558998,0.0344999,0.656317,0.7515
0.989,0.558998,0.0344999,0.656322,0.7515
0.99,0.558998,0.0344999,0.656327,0.7515
0.991,0.558998,0.0344999,0.656332,0.7515
0.992,0.558998,0.0344999,0.656336,0.7515
0.993,0.558998,0.0344999,0.656341,0.7515
0.994,0.558998,0.0344999,0.656346,0.7515
0.995,0.558998,0.0344999,0.656351,0.7515
0.996,0.558998,0.0344999,0.656355,0.7515
0.997,0.558998,0.0344999,0.65636,0.7515
0.998,0.558998,0.0344999,0.656365,0.7515
0.999,0.558998,0.0344999,0.65637,0.7515
1,0.558998,0.0344999,0.656374,0.7515
1.001,0.558998,0.0344999,0.656379,0.7515
1.002,0.558998,0.0344999,0.656384,0.7515
1.003,0.558998,0.0344999,0.656389,0.7515
1.004,0.558998,0.0344999,0.656393,0.7515
1.005,0.558998,0.0344999,0.656398,0.7515
1.006,0.558998,0.0344999,0.656403,0.7515
1.007,0.558998,0.0344999,0.656408,0.7515
1.008,0.558998,0.0344999,0.656412,0.7515
1.009,0.558998,0.0344999,0.656417,0.7515
1.01,0.558998,0.0344999,0.656422,0.7515
1.011,0.558998,0.0344999,0.656427,0.7515
1.012,0.558998,0.0344999,0.656431,0.7515
1.013,0.558998,0.0344999,0.656436,0.7515
1.014,0.558998,0.0344999,0.656441,0.7515
1.015,0.558998,0.0344999,0.656446,0.7515
1.016,0.558998,0.0344999,0.65645,0.7515
1.017,0.558998,0.0344999,0.656455,0.7515
1.018,0.558998,0.0344999,0.65646,0.7515
1.019,0.558998,0.0344999,0.656465,0.7515
1.02,0.558998,0.0344999,0.656469,0.7515
1.021,0.558998,0.0344999,0.656474,0.7515
1.022,0.558998,0.0344999,0.656479,0.7515
1.023,0.558998,0.0344999,0.656484,0.7515
1.024,0.558998,0.0344999,0.656488,0.7515
1.025,0.558998,0.0344999,0.656493,0.7515
1.026,0.558998,0.0344999,0.656498,0.7515
1.027,0.558998,0.0344999,0.656503,0.7515
1.028,0.558998,0.0344999,0.656507,0.7515
1.029,0.558998,0.0344999,0.656512,0.7515
1.03,0.558998,0.0344999,0.656517,0.7515
1.031,0.558998,0.0344999,0.656522,0.7515
1.032,0.558998,0.0344999,0.656526,0.7515
1.033,0.558998,0.0344999,0.656531,0.7515
1.034,0.558998,0.0344999,0.656536,0.7515
1.035,0.558998,0.0344999,0.656541,0.7515
1.036,0.558998,0.0344999,0.656545,0.7515
1.037,0.558998,0.0344999,0.65655,0.7515
1.038,0.558998,0.0344999,0.656555,0.7515
1.039,0.558998,0.0344999,0.65656,0.7515
1.04,0.558998,0.0344999,0.656564,0.7515
1.041,0.558998,0.0344999,0.656569,0.7515
1.042,0.558998,0.0344999,0.656574,0.7515
1.043,0.558998,0.0344999,0.656579,0.7515
1.044,0.558998,0.0344999,0.656583,0.7515
1.045,0.558998,0.0344999,0.656588,0.7515
1.046,0.558998,0.0344999,0.656593,0.7515
1.047,0.558998,0.0344999,0.656598,0.7515
1.048,0.558998,0.0344999,0.656602,0.7515
1.049,0.558998,0.0344999,0.656607,0.7515
1.05,0.558998,0.0344999,0.656612,0.7515
1.051,0.558998,0.0344999,0.656616,0.7515
1.052,0.558998,0.0344999,0.656621,0.7515
1.053,0.558998,0.0344999,0.656626,0.7515
1.054,0.558998,0.0344999,0.656631,0.7515
1.055,0.558998,0.0344999,0.656635,0.7515
1.056,0.558998,0.0344999,0.65664,0.7515
1.057,0.558998,0.0344999,0.656645,0.7515
1.058,0.558998,0.0344999,0.65665,0.7515
1.059,0.558998,0.0344999,0.656654,0.7515
1.06,0.558998,0.0344999,0.656659,0.7515
1.061,0.558998,0.0344999,0.656664,0.7515
1.062,0.558998,0.0344999,0.656669,0.7515
1.063,0.558998,0.0344999,0.656673,0.7515
1.064,0.558998,0.0344999,0.656678,0.7515
1.065,0.558998,0.0344999,0.656683,0.7515
1.066,0.558998,0.0344999,0.656688,0.7515
1.067,0.558998,0.0344999,0.656692,0.7515
1.068,0.558998,0.0344999,0.656697,0.7515
1.069,0.558998,0.0344999,0.656702,0.7515
1.07,0.558998,0.0344999,0.656707,0.7515
1.071,0.558998,0.0344999,0.656711,0.7515
1.072,0.558998,0.0344999,0.656716,0.7515
1.073,0.558998,0.0344999,0.656721,0.7515
1.074,0.558998,0.0344999,0.656725,0.7515
1.075,0.558998,0.0344999,0.65673,0.7515
1.076,0.558998,0.0344999,0.656735,0.7515
1.077,0.558998,0.0344999,0.65674,0.7515
1.078,0.558998,0.0344999,0.656744,0.7515
1.079,0.558998,0.0344999,0.656749,0.7515
1.08,0.558998,0.0344999,0.656754,0.7515
1.081,0.558998,0.0344999,0.656759,0.7515
1.082,0.558998,0.0344999,0.656763,0.7515
1.083,0.558998,0.0344999,0.656768,0.7515
1.084,0.558998,0.0344999,0.656773,0.7515
1.085,0.558998,0.0344999,0.656778,0.7515
1.086,0.558998,0.0344999,0.656782,0.7515
1.087,0.558998,0.0344999,0.656787,0.7515
1.088,0.558998,0.0344999,0.656792,0.7515
1.089,0.558998,0.0344999,0.656796,0.7515
1.09,0.558998,0.0344999,0.656801,0.7515
1.091,0.558998,0.0344999,0.656806,0.7515
1.092,0.558998,0.0344999,0.656811,0.7515
1.093,0.558998,0.0344999,0.656815,0.7515
1.094,0.558998,0.0344999,0.65682,0.7515
1.095,0.558998,0.0344999,0.656825,0.7515
1.096,0.558998,0.0344999,0.65683,0.7515
1.097,0.558998,0.0344999,0.656834,0.7515
1.098,0.558998,0.0344999,0.656839,0.7515
1.099,0.558998,0.0344999,0.656844,0.7515
1.1,0.558998,0.0344999,0.656849,0.7515
1.101,0.558998,0.0344999,0.656853,0.7515
1.102,0.558998,0.0344999,0.656858,0.7515
1.103,0.558998,0.0344999,0.656863,0.7515
1.104,0.558998,0.0344999,0.656867,0.7515
1.105,0.558998,0.0344999,0.656872,0.7515
1.106,0.558998,0.0344999,0.656877,0.7515
1.107,0.558998,0.0344999,0.656882,0.7515
1.108,0.558998,0.0344999,0.656886,0.7515
1.109,0.558998,0.0344999,0.656891,0.7515
1.11,0.558998,0.0344999,0.656896,0.7515
1.111,0.558998,0.0344999,0.656901,0.7515
1.112,0.558998,0.0344999,0.656905,0.7515
1.113,0.558998,0.0344999,0.65691,0.7515
1.114,0.558998,0.0344999,0.656915,0.7515
1.115,0.558998,0.0344999,0.656919,0.7515
1.116,0.558998,0.0344999,0.656924,0.7515
1.117,0.558998,0.0344999,0.656929,0.7515
1.118,0.558998,0.0344999,0.656934,0.7515
1.119,0.558998,0.0344999,0.656938,0.7515
1.12,0.558998,0.0344999,0.656943,0.7515
1.121,0.558998,0.0344999,0.656948,0.7515
1.122,0.558998,0.0344999,0.656953,0.7515
1.123,0.558998,0.0344999,0.656957,0.7515
1.124,0.558998,0.0344999,0.656962,0.7515
1.125,0.558998,0.0344999,0.656967,0.7515
1.126,0.558998,0.0344999,0.656971,0.7515
1.127,0.558998,0.0344999,0.656976,0.7515
1.128,0.558998,0.0344999,0.656981,0.7515
1.129,0.558998,0.0344999,0.656986,0.7515
1.13,0.558998,0.0344999,0.65699,0.7515
1.131,0.558998,0.0344999,0.656995,0.7515
1.132,0.558998,0.0344999,0.657,0.7515
1.133,0.558998,0.0344999,0.657004,0.7515
1.134,0.558998,0.0344999,0.657009,0.7515
1.135,0.558998,0.0344999,0.657014,0.7515
1.136,0.558998,0.0344999,0.657019,0.7515
1.137,0.558998,0.0344999,0.657023,0.7515
1.138,0.558998,0.0344999,0.657028,0.7515
1.139,0.558998,0.0344999,0.657033,0.7515
1.14,0.558998,0.0344999,0.657038,0.7515
1.141,0.558998,0.0344999,0.657042,0.7515
1.142,0.558998,0.0344999,0.657047,0.7515
