Time,Step,Target_J1,Target_J2,Target_J3,Target_J4,Target_J5,Target_J6,Actual_J1,Actual_J2,Actual_J3,Actual_J4,Actual_J5,Actual_J6,Q_Error,Exec_us
1.6690,1,0.0000,0.0000,59.5454,0.0000,29.9024,0.0000,-0.0004,-0.0031,59.4341,0.0012,29.8762,0.0002,0.1144,0.0950
1.6700,1,0.0000,0.0000,59.5474,0.0000,29.9029,0.0000,-0.0004,-0.0031,59.4365,0.0012,29.8768,0.0002,0.1139,0.0640
1.6710,1,0.0000,0.0000,59.5493,0.0000,29.9033,0.0000,-0.0004,-0.0031,59.4390,0.0012,29.8774,0.0002,0.1133,0.4200
1.6720,1,0.0000,0.0000,59.5513,0.0000,29.9037,0.0000,-0.0004,-0.0031,59.4415,0.0012,29.8780,0.0002,0.1128,0.0680
1.6730,1,0.0000,0.0000,59.5532,0.0000,29.9041,0.0000,-0.0004,-0.0031,59.4440,0.0012,29.8786,0.0002,0.1122,0.0800
1.6740,1,0.0000,0.0000,59.5551,0.0000,29.9045,0.0000,-0.0004,-0.0031,59.4464,0.0012,29.8792,0.0002,0.1117,0.0660
1.6750,1,0.0000,0.0000,59.5570,0.0000,29.9050,0.0000,-0.0004,-0.0031,59.4489,0.0012,29.8798,0.0002,0.1111,0.4610
1.6760,1,0.0000,0.0000,59.5589,0.0000,29.9054,0.0000,-0.0004,-0.0031,59.4512,0.0012,29.8804,0.0002,0.1106,0.4430
1.6770,1,0.0000,0.0000,59.5608,0.0000,29.9058,0.0000,-0.0004,-0.0031,59.4536,0.0012,29.8810,0.0002,0.1101,0.0670
1.6780,1,0.0000,0.0000,59.5627,0.0000,29.9062,0.0000,-0.0004,-0.0031,59.4536,0.0012,29.8810,0.0002,0.1120,0.0660
1.6790,1,0.0000,0.0000,59.5646,0.0000,29.9066,0.0000,-0.0004,-0.0031,59.4560,0.0012,29.8816,0.0002,0.1115,0.4430
1.6800,1,0.0000,0.0000,59.5665,0.0000,29.9070,0.0000,-0.0004,-0.0031,59.4584,0.0012,29.8822,0.0002,0.1110,0.4090
1.6810,1,0.0000,0.0000,59.5684,0.0000,29.9074,0.0000,-0.0004,-0.0031,59.4629,0.0012,29.8832,0.0002,0.1083,0.0670
1.6820,1,0.0000,0.0000,59.5702,0.0000,29.9078,0.0000,-0.0004,-0.0030,59.4651,0.0012,29.8838,0.0002,0.1079,0.0680
1.6830,1,0.0000,0.0000,59.5721,0.0000,29.9082,0.0000,-0.0004,-0.0030,59.4651,0.0012,29.8838,0.0002,0.1098,0.4030
1.6840,1,0.0000,0.0000,59.5739,0.0000,29.9086,0.0000,-0.0004,-0.0030,59.4674,0.0012,29.8844,0.0002,0.1093,0.0630
1.6850,1,0.0000,0.0000,59.5758,0.0000,29.9090,0.0000,-0.0004,-0.0030,59.4719,0.0012,29.8854,0.0002,0.1066,0.5410
1.6860,1,0.0000,0.0000,59.5776,0.0000,29.9094,0.0000,-0.0004,-0.0030,59.4740,0.0012,29.8860,0.0002,0.1062,0.3000
1.6870,1,0.0000,0.0000,59.5794,0.0000,29.9098,0.0000,-0.0004,-0.0030,59.4762,0.0012,29.8866,0.0002,0.1058,0.0870
1.6880,1,0.0000,0.0000,59.5812,0.0000,29.9102,0.0000,-0.0004,-0.0030,59.4785,0.0012,29.8872,0.0002,0.1053,0.4350
1.6890,1,0.0000,0.0000,59.5830,0.0000,29.9106,0.0000,-0.0004,-0.0030,59.4806,0.0012,29.8876,0.0002,0.1050,0.0710
1.6900,1,0.0000,0.0000,59.5848,0.0000,29.9110,0.0000,-0.0004,-0.0030,59.4829,0.0012,29.8882,0.0002,0.1045,0.0680
1.6910,1,0.0000,0.0000,59.5866,0.0000,29.9114,0.0000,-0.0004,-0.0030,59.4850,0.0012,29.8888,0.0002,0.1041,0.5330
1.6920,1,0.0000,0.0000,59.5884,0.0000,29.9118,0.0000,-0.0004,-0.0030,59.4872,0.0011,29.8894,0.0002,0.1037,0.0690
1.6930,1,0.0000,0.0000,59.5902,0.0000,29.9122,0.0000,-0.0004,-0.0030,59.4894,0.0011,29.8900,0.0002,0.1032,0.0700
1.6940,1,0.0000,0.0000,59.5919,0.0000,29.9126,0.0000,-0.0004,-0.0030,59.4915,0.0011,29.8906,0.0002,0.1028,0.5200
1.6950,1,0.0000,0.0000,59.5937,0.0000,29.9130,0.0000,-0.0004,-0.0030,59.4937,0.0011,29.8911,0.0002,0.1024,0.0680
1.6960,1,0.0000,0.0000,59.5954,0.0000,29.9133,0.0000,-0.0004,-0.0030,59.4958,0.0011,29.8916,0.0002,0.1020,0.0670
1.6970,1,0.0000,0.0000,59.5972,0.0000,29.9137,0.0000,-0.0004,-0.0030,59.4979,0.0011,29.8922,0.0002,0.1016,0.4510
1.6980,1,0.0000,0.0000,59.5989,0.0000,29.9141,0.0000,-0.0004,-0.0030,59.5001,0.0011,29.8928,0.0002,0.1012,0.4320
1.6990,1,0.0000,0.0000,59.6007,0.0000,29.9145,0.0000,-0.0004,-0.0030,59.5023,0.0011,29.8933,0.0002,0.1007,0.4200
1.7000,1,0.0000,0.0000,59.6024,0.0000,29.9149,0.0000,-0.0004,-0.0029,59.5045,0.0011,29.8939,0.0002,0.1002,0.0690
1.7010,1,0.0000,0.0000,59.6041,0.0000,29.9152,0.0000,-0.0004,-0.0029,59.5065,0.0011,29.8943,0.0002,0.0999,0.0810
1.7020,1,0.0000,0.0000,59.6058,0.0000,29.9156,0.0000,-0.0004,-0.0029,59.5086,0.0011,29.8949,0.0002,0.0994,0.0820
1.7030,1,0.0000,0.0000,59.6075,0.0000,29.9160,0.0000,-0.0004,-0.0029,59.5107,0.0011,29.8953,0.0002,0.0990,0.0680
1.7040,1,0.0000,0.0000,59.6092,0.0000,29.9163,0.0000,-0.0004,-0.0029,59.5128,0.0011,29.8959,0.0002,0.0986,0.0680
1.7050,1,0.0000,0.0000,59.6109,0.0000,29.9167,0.0000,-0.0004,-0.0028,59.5149,0.0011,29.8964,0.0002,0.0982,0.0680
1.7060,1,0.0000,0.0000,59.6126,0.0000,29.9171,0.0000,-0.0004,-0.0028,59.5170,0.0011,29.8968,0.0002,0.0977,0.0700
1.7070,1,0.0000,0.0000,59.6142,0.0000,29.9174,0.0000,-0.0004,-0.0028,59.5170,0.0011,29.8968,0.0002,0.0994,0.0390
1.7080,1,0.0000,0.0000,59.6159,0.0000,29.9178,0.0000,-0.0004,-0.0028,59.5190,0.0011,29.8974,0.0002,0.0990,0.4400
1.7090,1,0.0000,0.0000,59.6176,0.0000,29.9182,0.0000,-0.0004,-0.0028,59.5212,0.0011,29.8979,0.0002,0.0986,0.0680
1.7100,1,0.0000,0.0000,59.6192,0.0000,29.9185,0.0000,-0.0004,-0.0028,59.5275,0.0011,29.8993,0.0002,0.0938,0.0690
1.7110,1,0.0000,0.0000,59.6209,0.0000,29.9189,0.0000,-0.0004,-0.0028,59.5295,0.0011,29.8998,0.0002,0.0934,0.4230
1.7120,1,0.0000,0.0000,59.6225,0.0000,29.9192,0.0000,-0.0004,-0.0028,59.5295,0.0011,29.8998,0.0002,0.0951,0.4120
1.7130,1,0.0000,0.0000,59.6241,0.0000,29.9196,0.0000,-0.0004,-0.0028,59.5335,0.0011,29.9007,0.0002,0.0926,0.0650
1.7140,1,0.0000,0.0000,59.6258,0.0000,29.9199,0.0000,-0.0004,-0.0028,59.5335,0.0011,29.9007,0.0002,0.0943,0.0500
1.7150,1,0.0000,0.0000,59.6274,0.0000,29.9203,0.0000,-0.0004,-0.0028,59.5355,0.0011,29.9013,0.0002,0.0939,0.4630
1.7160,1,0.0000,0.0000,59.6290,0.0000,29.9206,0.0000,-0.0004,-0.0028,59.5375,0.0011,29.9017,0.0002,0.0935,0.0720
1.7170,1,0.0000,0.0000,59.6306,0.0000,29.9210,0.0000,-0.0004,-0.0028,59.5395,0.0011,29.9022,0.0002,0.0930,0.4520
1.7180,1,0.0000,0.0000,59.6322,0.0000,29.9213,0.0000,-0.0004,-0.0028,59.5416,0.0011,29.9026,0.0002,0.0926,0.0770
1.7190,1,0.0000,0.0000,59.6338,0.0000,29.9217,0.0000,-0.0004,-0.0028,59.5434,0.0011,29.9030,0.0002,0.0923,0.0790
1.7200,1,0.0000,0.0000,59.6354,0.0000,29.9220,0.0000,-0.0004,-0.0028,59.5455,0.0011,29.9035,0.0002,0.0918,0.0650
1.7210,1,0.0000,0.0000,59.6369,0.0000,29.9224,0.0000,-0.0004,-0.0028,59.5475,0.0011,29.9038,0.0002,0.0914,0.0680
1.7220,1,0.0000,0.0000,59.6385,0.0000,29.9227,0.0000,-0.0004,-0.0028,59.5495,0.0011,29.9042,0.0002,0.0910,0.0690
1.7230,1,0.0000,0.0000,59.6401,0.0000,29.9230,0.0000,-0.0004,-0.0028,59.5515,0.0011,29.9047,0.0002,0.0905,0.0660
1.7240,1,0.0000,0.0000,59.6416,0.0000,29.9234,0.0000,-0.0004,-0.0028,59.5534,0.0011,29.9051,0.0002,0.0901,0.0670
1.7250,1,0.0000,0.0000,59.6432,0.0000,29.9237,0.0000,-0.0004,-0.0028,59.5553,0.0011,29.9056,0.0002,0.0898,0.0720
1.7260,1,0.0000,0.0000,59.6447,0.0000,29.9241,0.0000,-0.0004,-0.0028,59.5573,0.0011,29.9060,0.0002,0.0893,0.0680
1.7270,1,0.0000,0.0000,59.6463,0.0000,29.9244,0.0000,-0.0004,-0.0028,59.5592,0.0011,29.9064,0.0002,0.0889,0.0710
1.7280,1,0.0000,0.0000,59.6478,0.0000,29.9247,0.0000,-0.0004,-0.0028,59.5611,0.0011,29.9069,0.0002,0.0885,0.0730
1.7290,1,0.0000,0.0000,59.6493,0.0000,29.9251,0.0000,-0.0004,-0.0028,59.5630,0.0011,29.9072,0.0002,0.0882,0.0700
1.7300,1,0.0000,0.0000,59.6508,0.0000,29.9254,0.0000,-0.0004,-0.0028,59.5648,0.0011,29.9076,0.0002,0.0879,0.0660
1.7310,1,0.0000,0.0000,59.6523,0.0000,29.9257,0.0000,-0.0004,-0.0028,59.5667,0.0011,29.9081,0.0002,0.0875,0.0700
1.7320,1,0.0000,0.0000,59.6538,0.0000,29.9260,0.0000,-0.0004,-0.0028,59.5685,0.0011,29.9085,0.0002,0.0872,0.0670
1.7330,1,0.0000,0.0000,59.6553,0.0000,29.9264,0.0000,-0.0004,-0.0028,59.5702,0.0011,29.9090,0.0002,0.0869,0.0710
1.7340,1,0.0000,0.0000,59.6568,0.0000,29.9267,0.0000,-0.0004,-0.0028,59.5720,0.0011,29.9093,0.0002,0.0866,0.0670
1.7350,1,0.0000,0.0000,59.6583,0.0000,29.9270,0.0000,-0.0004,-0.0028,59.5738,0.0011,29.9097,0.0002,0.0863,0.0710
1.7360,1,0.0000,0.0000,59.6598,0.0000,29.9273,0.0000,-0.0004,-0.0028,59.5756,0.0011,29.9101,0.0002,0.0860,0.0680
1.7370,1,0.0000,0.0000,59.6613,0.0000,29.9277,0.0000,-0.0004,-0.0028,59.5756,0.0011,29.9101,0.0002,0.0875,0.0490
1.7380,1,0.0000,0.0000,59.6627,0.0000,29.9280,0.0000,-0.0004,-0.0028,59.5790,0.0011,29.9109,0.0002,0.0855,0.0680
1.7390,1,0.0000,0.0000,59.6642,0.0000,29.9283,0.0000,-0.0004,-0.0028,59.5807,0.0011,29.9113,0.0002,0.0853,0.0670
1.7400,1,0.0000,0.0000,59.6657,0.0000,29.9286,0.0000,-0.0004,-0.0028,59.5823,0.0011,29.9116,0.0002,0.0851,0.0660
1.7410,1,0.0000,0.0000,59.6671,0.0000,29.9289,0.0000,-0.0004,-0.0028,59.5823,0.0011,29.9116,0.0002,0.0866,0.0530
1.7420,1,0.0000,0.0000,59.6685,0.0000,29.9292,0.0000,-0.0004,-0.0028,59.5856,0.0011,29.9124,0.0002,0.0846,0.0760
1.7430,1,0.0000,0.0000,59.6700,0.0000,29.9295,0.0000,-0.0004,-0.0028,59.5873,0.0011,29.9128,0.0002,0.0844,0.5070
1.7440,1,0.0000,0.0000,59.6714,0.0000,29.9298,0.0000,-0.0004,-0.0028,59.5888,0.0011,29.9131,0.0002,0.0843,0.5820
1.7450,1,0.0000,0.0000,59.6728,0.0000,29.9302,0.0000,-0.0004,-0.0028,59.5905,0.0011,29.9136,0.0002,0.0840,0.0720
1.7460,1,0.0000,0.0000,59.6742,0.0000,29.9305,0.0000,-0.0004,-0.0028,59.5922,0.0011,29.9138,0.0002,0.0838,0.0760
1.7470,1,0.0000,0.0000,59.6757,0.0000,29.9308,0.0000,-0.0004,-0.0028,59.5937,0.0011,29.9143,0.0002,0.0837,0.0720
1.7480,1,0.0000,0.0000,59.6771,0.0000,29.9311,0.0000,-0.0004,-0.0028,59.5954,0.0011,29.9146,0.0002,0.0834,0.0640
1.7490,1,0.0000,0.0000,59.6785,0.0000,29.9314,0.0000,-0.0004,-0.0027,59.5970,0.0011,29.9150,0.0002,0.0831,0.0740
1.7500,1,0.0000,0.0000,59.6799,0.0000,29.9317,0.0000,-0.0004,-0.0027,59.5986,0.0011,29.9153,0.0002,0.0830,0.0650
1.7510,1,0.0000,0.0000,59.6812,0.0000,29.9320,0.0000,-0.0004,-0.0027,59.6002,0.0011,29.9158,0.0002,0.0827,0.0780
1.7520,1,0.0000,0.0000,59.6826,0.0000,29.9323,0.0000,-0.0004,-0.0027,59.6018,0.0011,29.9161,0.0002,0.0825,0.0710
1.7530,1,0.0000,0.0000,59.6840,0.0000,29.9326,0.0000,-0.0004,-0.0027,59.6034,0.0011,29.9164,0.0002,0.0822,0.0910
1.7540,1,0.0000,0.0000,59.6854,0.0000,29.9329,0.0000,-0.0004,-0.0027,59.6050,0.0011,29.9168,0.0002,0.0820,0.0800
1.7550,1,0.0000,0.0000,59.6867,0.0000,29.9332,0.0000,-0.0004,-0.0027,59.6066,0.0011,29.9171,0.0002,0.0818,0.0710
1.7560,1,0.0000,0.0000,59.6881,0.0000,29.9335,0.0000,-0.0004,-0.0027,59.6083,0.0011,29.9174,0.0002,0.0815,0.0670
1.7570,1,0.0000,0.0000,59.6894,0.0000,29.9338,0.0000,-0.0004,-0.0027,59.6099,0.0011,29.9177,0.0002,0.0812,0.0690
1.7580,1,0.0000,0.0000,59.6908,0.0000,29.9340,0.0000,-0.0004,-0.0027,59.6116,0.0011,29.9180,0.0002,0.0809,0.0680
1.7590,1,0.0000,0.0000,59.6921,0.0000,29.9343,0.0000,-0.0004,-0.0027,59.6134,0.0011,29.9183,0.0002,0.0804,0.0710
1.7600,1,0.0000,0.0000,59.6935,0.0000,29.9346,0.0000,-0.0004,-0.0027,59.6150,0.0011,29.9187,0.0002,0.0801,0.0700
1.7610,1,0.0000,0.0000,59.6948,0.0000,29.9349,0.0000,-0.0004,-0.0027,59.6167,0.0011,29.9190,0.0002,0.0798,0.0680
1.7620,1,0.0000,0.0000,59.6961,0.0000,29.9352,0.0000,-0.0004,-0.0027,59.6185,0.0011,29.9193,0.0002,0.0793,0.0660
1.7630,1,0.0000,0.0000,59.6974,0.0000,29.9355,0.0000,-0.0004,-0.0027,59.6203,0.0011,29.9196,0.0002,0.0789,0.0680
1.7640,1,0.0000,0.0000,59.6987,0.0000,29.9358,0.0000,-0.0004,-0.0027,59.6220,0.0011,29.9199,0.0002,0.0784,0.0700
1.7650,1,0.0000,0.0000,59.7001,0.0000,29.9361,0.0000,-0.0004,-0.0027,59.6220,0.0011,29.9199,0.0002,0.0797,0.0380
1.7660,1,0.0000,0.0000,59.7014,0.0000,29.9363,0.0000,-0.0004,-0.0027,59.6255,0.0011,29.9207,0.0002,0.0776,0.4490
1.7670,1,0.0000,0.0000,59.7027,0.0000,29.9366,0.0000,-0.0004,-0.0027,59.6272,0.0011,29.9210,0.0002,0.0771,0.4230
1.7680,1,0.0000,0.0000,59.7039,0.0000,29.9369,0.0000,-0.0004,-0.0027,59.6272,0.0011,29.9210,0.0002,0.0784,0.0380
1.7690,1,0.0000,0.0000,59.7052,0.0000,29.9372,0.0000,-0.0004,-0.0027,59.6290,0.0011,29.9212,0.0002,0.0779,0.4370
1.7700,1,0.0000,0.0000,59.7065,0.0000,29.9375,0.0000,-0.0004,-0.0027,59.6326,0.0011,29.9218,0.0002,0.0756,0.0690
1.7710,1,0.0000,0.0000,59.7078,0.0000,29.9377,0.0000,-0.0004,-0.0027,59.6344,0.0011,29.9221,0.0002,0.0751,0.4430
1.7720,1,0.0000,0.0000,59.7090,0.0000,29.9380,0.0000,-0.0004,-0.0027,59.6360,0.0011,29.9224,0.0002,0.0747,0.4680
1.7730,1,0.0000,0.0000,59.7103,0.0000,29.9383,0.0000,-0.0004,-0.0027,59.6378,0.0011,29.9227,0.0002,0.0742,0.4380
1.7740,1,0.0000,0.0000,59.7116,0.0000,29.9385,0.0000,-0.0004,-0.0027,59.6396,0.0011,29.9230,0.0002,0.0737,0.0690
1.7750,1,0.0000,0.0000,59.7128,0.0000,29.9388,0.0000,-0.0004,-0.0027,59.6413,0.0011,29.9233,0.0002,0.0732,0.0670
1.7760,1,0.0000,0.0000,59.7141,0.0000,29.9391,0.0000,-0.0004,-0.0027,59.6430,0.0011,29.9238,0.0002,0.0728,0.0650
1.7770,1,0.0000,0.0000,59.7153,0.0000,29.9394,0.0000,-0.0004,-0.0027,59.6448,0.0011,29.9241,0.0002,0.0722,0.0670
1.7780,1,0.0000,0.0000,59.7165,0.0000,29.9396,0.0000,-0.0004,-0.0027,59.6464,0.0011,29.9244,0.0002,0.0718,0.0960
1.7790,1,0.0000,0.0000,59.7178,0.0000,29.9399,0.0000,-0.0004,-0.0027,59.6481,0.0011,29.9247,0.0002,0.0714,0.0720
1.7800,1,0.0000,0.0000,59.7190,0.0000,29.9402,0.0000,-0.0004,-0.0027,59.6496,0.0011,29.9249,0.0002,0.0711,0.0800
1.7810,1,0.0000,0.0000,59.7202,0.0000,29.9404,0.0000,-0.0004,-0.0027,59.6513,0.0011,29.9252,0.0002,0.0706,0.0740
1.7820,1,0.0000,0.0000,59.7214,0.0000,29.9407,0.0000,-0.0004,-0.0027,59.6528,0.0011,29.9255,0.0002,0.0703,0.0680
1.7830,1,0.0000,0.0000,59.7226,0.0000,29.9409,0.0000,-0.0004,-0.0027,59.6544,0.0011,29.9258,0.0002,0.0700,0.1640
1.7840,1,0.0000,0.0000,59.7239,0.0000,29.9412,0.0000,-0.0004,-0.0027,59.6559,0.0011,29.9261,0.0002,0.0696,0.1650
1.7850,1,0.0000,0.0000,59.7251,0.0000,29.9415,0.0000,-0.0004,-0.0027,59.6575,0.0011,29.9264,0.0002,0.0693,0.0690
1.7860,1,0.0000,0.0000,59.7262,0.0000,29.9417,0.0000,-0.0004,-0.0027,59.6590,0.0011,29.9267,0.0002,0.0690,0.1550
1.7870,1,0.0000,0.0000,59.7274,0.0000,29.9420,0.0000,-0.0004,-0.0027,59.6604,0.0011,29.9270,0.0002,0.0687,0.0670
1.7880,1,0.0000,0.0000,59.7286,0.0000,29.9422,0.0000,-0.0004,-0.0027,59.6620,0.0011,29.9273,0.0002,0.0684,0.0680
1.7890,1,0.0000,0.0000,59.7298,0.0000,29.9425,0.0000,-0.0004,-0.0027,59.6634,0.0011,29.9278,0.0002,0.0681,0.0670
1.7900,1,0.0000,0.0000,59.7310,0.0000,29.9427,0.0000,-0.0004,-0.0027,59.6649,0.0011,29.9281,0.0002,0.0677,0.0690
1.7910,1,0.0000,0.0000,59.7321,0.0000,29.9430,0.0000,-0.0004,-0.0027,59.6664,0.0011,29.9284,0.0002,0.0675,0.1630
1.7920,1,0.0000,0.0000,59.7333,0.0000,29.9432,0.0000,-0.0004,-0.0026,59.6678,0.0011,29.9286,0.0002,0.0672,0.1540
1.7930,1,0.0000,0.0000,59.7345,0.0000,29.9435,0.0000,-0.0004,-0.0026,59.6678,0.0011,29.9286,0.0002,0.0684,0.0380
1.7940,1,0.0000,0.0000,59.7356,0.0000,29.9437,0.0000,-0.0004,-0.0026,59.6705,0.0011,29.9292,0.0002,0.0668,0.0690
1.7950,1,0.0000,0.0000,59.7368,0.0000,29.9440,0.0000,-0.0004,-0.0026,59.6718,0.0011,29.9295,0.0002,0.0666,0.0680
1.7960,1,0.0000,0.0000,59.7379,0.0000,29.9442,0.0000,-0.0004,-0.0026,59.6731,0.0011,29.9298,0.0002,0.0665,0.1640
1.7970,1,0.0000,0.0000,59.7391,0.0000,29.9445,0.0000,-0.0004,-0.0026,59.6731,0.0011,29.9298,0.0002,0.0676,0.0430
1.7980,1,0.0000,0.0000,59.7402,0.0000,29.9447,0.0000,-0.0004,-0.0026,59.6744,0.0011,29.9301,0.0002,0.0674,0.0720
1.7990,1,0.0000,0.0000,59.7413,0.0000,29.9450,0.0000,-0.0004,-0.0026,59.6770,0.0011,29.9307,0.0002,0.0659,0.7600
1.8000,1,0.0000,0.0000,59.7424,0.0000,29.9452,0.0000,-0.0004,-0.0026,59.6783,0.0011,29.9310,0.0002,0.0657,0.1730
1.8010,1,0.0000,0.0000,59.7436,0.0000,29.9455,0.0000,-0.0004,-0.0026,59.6796,0.0011,29.9313,0.0002,0.0656,0.0680
1.8020,1,0.0000,0.0000,59.7447,0.0000,29.9457,0.0000,-0.0004,-0.0026,59.6809,0.0011,29.9316,0.0002,0.0654,0.0910
1.8030,1,0.0000,0.0000,59.7458,0.0000,29.9459,0.0000,-0.0004,-0.0026,59.6822,0.0011,29.9319,0.0002,0.0652,0.0890
1.8040,1,0.0000,0.0000,59.7469,0.0000,29.9462,0.0000,-0.0004,-0.0026,59.6835,0.0011,29.9322,0.0002,0.0650,0.0910
1.8050,1,0.0000,0.0000,59.7480,0.0000,29.9464,0.0000,-0.0004,-0.0025,59.6848,0.0011,29.9325,0.0002,0.0647,0.1070
1.8060,1,0.0000,0.0000,59.7491,0.0000,29.9467,0.0000,-0.0004,-0.0025,59.6860,0.0011,29.9328,0.0002,0.0646,0.0960
1.8070,1,0.0000,0.0000,59.7502,0.0000,29.9469,0.0000,-0.0004,-0.0025,59.6873,0.0011,29.9331,0.0002,0.0644,0.2480
1.8080,1,0.0000,0.0000,59.7513,0.0000,29.9471,0.0000,-0.0004,-0.0025,59.6886,0.0011,29.9334,0.0002,0.0642,0.2300
1.8090,1,0.0000,0.0000,59.7524,0.0000,29.9474,0.0000,-0.0004,-0.0025,59.6899,0.0011,29.9337,0.0002,0.0640,0.2400
1.8100,1,0.0000,0.0000,59.7534,0.0000,29.9476,0.0000,-0.0004,-0.0025,59.6912,0.0011,29.9340,0.0002,0.0637,0.0920
1.8110,1,0.0000,0.0000,59.7545,0.0000,29.9478,0.0000,-0.0004,-0.0025,59.6925,0.0011,29.9343,0.0002,0.0635,0.0730
1.8120,1,0.0000,0.0000,59.7556,0.0000,29.9481,0.0000,-0.0004,-0.0025,59.6938,0.0011,29.9346,0.0002,0.0632,0.1150
1.8130,1,0.0000,0.0000,59.7566,0.0000,29.9483,0.0000,-0.0004,-0.0025,59.6950,0.0011,29.9349,0.0002,0.0631,0.1850
1.8140,1,0.0000,0.0000,59.7577,0.0000,29.9485,0.0000,-0.0004,-0.0025,59.6963,0.0011,29.9352,0.0002,0.0629,0.0640
1.8150,1,0.0000,0.0000,59.7588,0.0000,29.9487,0.0000,-0.0004,-0.0025,59.6976,0.0011,29.9355,0.0002,0.0626,0.2230
1.8160,1,0.0000,0.0000,59.7598,0.0000,29.9490,0.0000,-0.0004,-0.0024,59.6988,0.0011,29.9358,0.0002,0.0625,0.5240
1.8170,1,0.0000,0.0000,59.7609,0.0000,29.9492,0.0000,-0.0004,-0.0024,59.7001,0.0011,29.9361,0.0002,0.0622,0.0680
1.8180,1,0.0000,0.0000,59.7619,0.0000,29.9494,0.0000,-0.0004,-0.0024,59.7014,0.0011,29.9363,0.0002,0.0619,0.1510
1.8190,1,0.0000,0.0000,59.7629,0.0000,29.9496,0.0000,-0.0004,-0.0024,59.7027,0.0011,29.9366,0.0002,0.0616,0.1070
1.8200,1,0.0000,0.0000,59.7640,0.0000,29.9499,0.0000,-0.0004,-0.0024,59.7040,0.0011,29.9369,0.0002,0.0614,0.1000
1.8210,1,0.0000,0.0000,59.7650,0.0000,29.9501,0.0000,-0.0004,-0.0024,59.7053,0.0011,29.9372,0.0002,0.0611,0.0670
1.8220,1,0.0000,0.0000,59.7660,0.0000,29.9503,0.0000,-0.0004,-0.0024,59.7068,0.0011,29.9374,0.0002,0.0607,0.0670
1.8230,1,0.0000,0.0000,59.7670,0.0000,29.9505,0.0000,-0.0004,-0.0024,59.7081,0.0011,29.9377,0.0002,0.0604,0.0660
1.8240,1,0.0000,0.0000,59.7681,0.0000,29.9507,0.0000,-0.0004,-0.0024,59.7094,0.0011,29.9380,0.0002,0.0601,0.0720
1.8250,1,0.0000,0.0000,59.7691,0.0000,29.9510,0.0000,-0.0004,-0.0023,59.7120,0.0011,29.9386,0.0002,0.0585,0.2230
1.8260,1,0.0000,0.0000,59.7701,0.0000,29.9512,0.0000,-0.0004,-0.0023,59.7120,0.0011,29.9386,0.0002,0.0595,0.0350
1.8270,1,0.0000,0.0000,59.7711,0.0000,29.9514,0.0000,-0.0004,-0.0023,59.7134,0.0011,29.9387,0.0002,0.0591,0.0640
1.8280,1,0.0000,0.0000,59.7721,0.0000,29.9516,0.0000,-0.0004,-0.0023,59.7147,0.0011,29.9390,0.0002,0.0588,0.0630
1.8290,1,0.0000,0.0000,59.7731,0.0000,29.9518,0.0000,-0.0004,-0.0023,59.7160,0.0011,29.9393,0.0002,0.0585,0.1280
1.8300,1,0.0000,0.0000,59.7741,0.0000,29.9520,0.0000,-0.0004,-0.0023,59.7173,0.0011,29.9396,0.0002,0.0581,0.1490
1.8310,1,0.0000,0.0000,59.7750,0.0000,29.9522,0.0000,-0.0004,-0.0023,59.7187,0.0011,29.9398,0.0002,0.0577,0.0940
1.8320,1,0.0000,0.0000,59.7760,0.0000,29.9525,0.0000,-0.0004,-0.0023,59.7200,0.0011,29.9400,0.0002,0.0574,0.3050
1.8330,1,0.0000,0.0000,59.7770,0.0000,29.9527,0.0000,-0.0004,-0.0023,59.7213,0.0011,29.9403,0.0002,0.0571,0.2280
1.8340,1,0.0000,0.0000,59.7780,0.0000,29.9529,0.0000,-0.0004,-0.0023,59.7226,0.0011,29.9406,0.0002,0.0567,0.0690
1.8350,1,0.0000,0.0000,59.7789,0.0000,29.9531,0.0000,-0.0004,-0.0023,59.7239,0.0011,29.9409,0.0002,0.0564,0.0780
1.8360,1,0.0000,0.0000,59.7799,0.0000,29.9533,0.0000,-0.0004,-0.0023,59.7253,0.0011,29.9411,0.0002,0.0560,0.0930
1.8370,1,0.0000,0.0000,59.7809,0.0000,29.9535,0.0000,-0.0004,-0.0023,59.7266,0.0011,29.9414,0.0002,0.0557,0.0950
1.8380,1,0.0000,0.0000,59.7818,0.0000,29.9537,0.0000,-0.0004,-0.0023,59.7279,0.0011,29.9417,0.0002,0.0553,0.0660
1.8390,1,0.0000,0.0000,59.7828,0.0000,29.9539,0.0000,-0.0004,-0.0023,59.7292,0.0011,29.9420,0.0002,0.0550,0.4860
1.8400,1,0.0000,0.0000,59.7837,0.0000,29.9541,0.0000,-0.0004,-0.0023,59.7304,0.0011,29.9421,0.0002,0.0548,0.0750
1.8410,1,0.0000,0.0000,59.7847,0.0000,29.9543,0.0000,-0.0004,-0.0023,59.7317,0.0011,29.9424,0.0002,0.0544,0.0770
1.8420,1,0.0000,0.0000,59.7856,0.0000,29.9545,0.0000,-0.0004,-0.0023,59.7330,0.0011,29.9427,0.0002,0.0540,0.0670
1.8430,1,0.0000,0.0000,59.7865,0.0000,29.9547,0.0000,-0.0004,-0.0023,59.7341,0.0011,29.9430,0.0002,0.0537,0.0840
1.8440,1,0.0000,0.0000,59.7875,0.0000,29.9549,0.0000,-0.0004,-0.0023,59.7354,0.0011,29.9433,0.0002,0.0534,0.0670
