Time,J1,J2,J3,J4,J5,J6,X,Y,Z
0.000000,0.000000,0.000000,-0.000090,0.000000,-0.000113,0.000000,-0.000001,0.034500,1.452500
0.001000,0.000000,0.000000,-0.000360,0.000000,-0.000450,0.000000,-0.000005,0.034500,1.452500
0.002000,0.000000,0.000000,-0.000810,0.000000,-0.001013,0.000000,-0.000012,0.034500,1.452500
0.003000,0.000000,0.000000,-0.001440,0.000000,-0.001800,0.000000,-0.000021,0.034500,1.452500
0.004000,0.000000,0.000000,-0.002250,0.000000,-0.002812,0.000000,-0.000033,0.034500,1.452500
0.005000,0.000000,0.000000,-0.003240,0.000000,-0.004050,0.000000,-0.000047,0.034500,1.452500
0.006000,0.000000,0.000000,-0.004410,0.000000,-0.005513,0.000000,-0.000064,0.034500,1.452500
0.007000,0.000000,0.000000,-0.005760,0.000000,-0.007200,0.000000,-0.000084,0.034500,1.452500
0.008000,0.000000,0.000000,-0.007290,0.000000,-0.009113,0.000000,-0.000106,0.034500,1.452500
0.009000,0.000000,0.000000,-0.009000,0.000000,-0.011250,0.000000,-0.000131,0.034500,1.452500
0.010000,0.000000,0.000000,-0.010890,0.000000,-0.013613,0.000000,-0.000158,0.034500,1.452500
0.011000,0.000000,0.000000,-0.012960,0.000000,-0.016200,0.000000,-0.000188,0.034500,1.452500
0.012000,0.000000,0.000000,-0.015210,0.000000,-0.019013,0.000000,-0.000221,0.034500,1.452500
0.013000,0.000000,0.000000,-0.017640,0.000000,-0.022050,0.000000,-0.000256,0.034500,1.452500
0.014000,0.000000,0.000000,-0.020250,0.000000,-0.025313,0.000000,-0.000294,0.034500,1.452500
0.015000,0.000000,0.000000,-0.023040,0.000000,-0.028800,0.000000,-0.000334,0.034500,1.452500
0.016000,0.000000,0.000000,-0.026010,0.000000,-0.032513,0.000000,-0.000377,0.034500,1.452500
0.017000,0.000000,0.000000,-0.029160,0.000000,-0.036450,0.000000,-0.000423,0.034500,1.452500
0.018000,0.000000,0.000000,-0.032490,0.000000,-0.040613,0.000000,-0.000471,0.034500,1.452500
0.019000,0.000000,0.000000,-0.036000,0.000000,-0.045000,0.000000,-0.000522,0.034500,1.452500
0.020000,0.000000,0.000000,-0.039690,0.000000,-0.049613,0.000000,-0.000576,0.034500,1.452500
0.021000,0.000000,0.000000,-0.043560,0.000000,-0.054450,0.000000,-0.000632,0.034500,1.452500
0.022000,0.000000,0.000000,-0.047610,0.000000,-0.059513,0.000000,-0.000691,0.034500,1.452500
0.023000,0.000000,0.000000,-0.051840,0.000000,-0.064800,0.000000,-0.000752,0.034500,1.452500
0.024000,0.000000,0.000000,-0.056250,0.000000,-0.070313,0.000000,-0.000816,0.034500,1.452499
0.025000,0.000000,0.000000,-0.060840,0.000000,-0.076050,0.000000,-0.000883,0.034500,1.452499
0.026000,0.000000,0.000000,-0.065610,0.000000,-0.082013,0.000000,-0.000952,0.034500,1.452499
0.027000,0.000000,0.000000,-0.070560,0.000000,-0.088200,0.000000,-0.001024,0.034500,1.452499
0.028000,0.000000,0.000000,-0.075690,0.000000,-0.094613,0.000000,-0.001098,0.034500,1.452499
0.029000,0.000000,0.000000,-0.081000,0.000000,-0.101250,0.000000,-0.001175,0.034500,1.452499
0.030000,0.000000,0.000000,-0.086490,0.000000,-0.108113,0.000000,-0.001255,0.034500,1.452499
0.031000,0.000000,0.000000,-0.092160,0.000000,-0.115200,0.000000,-0.001337,0.034500,1.452498
0.032000,0.000000,0.000000,-0.098010,0.000000,-0.122513,0.000000,-0.001422,0.034500,1.452498
0.033000,0.000000,0.000000,-0.104040,0.000000,-0.130050,0.000000,-0.001509,0.034500,1.452498
0.034000,0.000000,0.000000,-0.110250,0.000000,-0.137813,0.000000,-0.001600,0.034500,1.452498
0.035000,0.000000,0.000000,-0.116640,0.000000,-0.145800,0.000000,-0.001692,0.034500,1.452498
0.036000,0.000000,0.000000,-0.123210,0.000000,-0.154013,0.000000,-0.001788,0.034500,1.452497
0.037000,0.000000,0.000000,-0.129960,0.000000,-0.162450,0.000000,-0.001885,0.034500,1.452497
0.038000,0.000000,0.000000,-0.136890,0.000000,-0.171113,0.000000,-0.001986,0.034500,1.452497
0.039000,0.000000,0.000000,-0.144000,0.000000,-0.180000,0.000000,-0.002089,0.034500,1.452496
0.040000,0.000000,0.000000,-0.151290,0.000000,-0.189113,0.000000,-0.002195,0.034500,1.452496
0.041000,0.000000,0.000000,-0.158760,0.000000,-0.198450,0.000000,-0.002303,0.034500,1.452496
0.042000,0.000000,0.000000,-0.166410,0.000000,-0.208013,0.000000,-0.002414,0.034500,1.452495
0.043000,0.000000,0.000000,-0.174240,0.000000,-0.217800,0.000000,-0.002528,0.034500,1.452495
0.044000,0.000000,0.000000,-0.182250,0.000000,-0.227813,0.000000,-0.002644,0.034500,1.452494
0.045000,0.000000,0.000000,-0.190440,0.000000,-0.238050,0.000000,-0.002763,0.034500,1.452494
0.046000,0.000000,0.000000,-0.198810,0.000000,-0.248513,0.000000,-0.002884,0.034500,1.452493
0.047000,0.000000,0.000000,-0.207360,0.000000,-0.259200,0.000000,-0.003008,0.034500,1.452492
0.048000,0.000000,0.000000,-0.216090,0.000000,-0.270113,0.000000,-0.003135,0.034500,1.452492
0.049000,0.000000,0.000000,-0.225000,0.000000,-0.281250,0.000000,-0.003264,0.034500,1.452491
0.050000,0.000000,0.000000,-0.234090,0.000000,-0.292613,0.000000,-0.003396,0.034500,1.452490
0.051000,0.000000,0.000000,-0.243360,0.000000,-0.304200,0.000000,-0.003531,0.034500,1.452489
0.052000,0.000000,0.000000,-0.252810,0.000000,-0.316013,0.000000,-0.003668,0.034500,1.452489
0.053000,0.000000,0.000000,-0.262440,0.000000,-0.328050,0.000000,-0.003807,0.034500,1.452488
0.054000,0.000000,0.000000,-0.272250,0.000000,-0.340313,0.000000,-0.003950,0.034500,1.452487
0.055000,0.000000,0.000000,-0.282240,0.000000,-0.352800,0.000000,-0.004095,0.034500,1.452486
0.056000,0.000000,0.000000,-0.292410,0.000000,-0.365513,0.000000,-0.004242,0.034500,1.452485
0.057000,0.000000,0.000000,-0.302760,0.000000,-0.378450,0.000000,-0.004392,0.034500,1.452484
0.058000,0.000000,0.000000,-0.313290,0.000000,-0.391613,0.000000,-0.004545,0.034500,1.452482
0.059000,0.000000,0.000000,-0.324000,0.000000,-0.405000,0.000000,-0.004701,0.034500,1.452481
0.060000,0.000000,0.000000,-0.334890,0.000000,-0.418613,0.000000,-0.004859,0.034500,1.452480
0.061000,0.000000,0.000000,-0.345960,0.000000,-0.432450,0.000000,-0.005019,0.034500,1.452479
0.062000,0.000000,0.000000,-0.357210,0.000000,-0.446513,0.000000,-0.005182,0.034500,1.452477
0.063000,0.000000,0.000000,-0.368640,0.000000,-0.460800,0.000000,-0.005348,0.034500,1.452476
0.064000,0.000000,0.000000,-0.380250,0.000000,-0.475313,0.000000,-0.005517,0.034500,1.452474
0.065000,0.000000,0.000000,-0.392040,0.000000,-0.490050,0.000000,-0.005688,0.034500,1.452473
0.066000,0.000000,0.000000,-0.404010,0.000000,-0.505013,0.000000,-0.005861,0.034500,1.452471
0.067000,0.000000,0.000000,-0.416160,0.000000,-0.520200,0.000000,-0.006038,0.034500,1.452469
0.068000,0.000000,0.000000,-0.428490,0.000000,-0.535613,0.000000,-0.006216,0.034500,1.452467
0.069000,0.000000,0.000000,-0.441000,0.000000,-0.551250,0.000000,-0.006398,0.034500,1.452465
0.070000,0.000000,0.000000,-0.453690,0.000000,-0.567113,0.000000,-0.006582,0.034500,1.452463
0.071000,0.000000,0.000000,-0.466560,0.000000,-0.583200,0.000000,-0.006769,0.034500,1.452461
0.072000,0.000000,0.000000,-0.479610,0.000000,-0.599513,0.000000,-0.006958,0.034500,1.452459
0.073000,0.000000,0.000000,-0.492840,0.000000,-0.616050,0.000000,-0.007150,0.034500,1.452457
0.074000,0.000000,0.000000,-0.506250,0.000000,-0.632813,0.000000,-0.007344,0.034500,1.452454
0.075000,0.000000,0.000000,-0.519840,0.000000,-0.649800,0.000000,-0.007542,0.034500,1.452452
0.076000,0.000000,0.000000,-0.533610,0.000000,-0.667013,0.000000,-0.007741,0.034500,1.452449
0.077000,0.000000,0.000000,-0.547560,0.000000,-0.684450,0.000000,-0.007944,0.034500,1.452447
0.078000,0.000000,0.000000,-0.561690,0.000000,-0.702113,0.000000,-0.008149,0.034500,1.452444
0.079000,0.000000,0.000000,-0.576000,0.000000,-0.720000,0.000000,-0.008356,0.034500,1.452441
0.080000,0.000000,0.000000,-0.590490,0.000000,-0.738113,0.000000,-0.008567,0.034500,1.452438
0.081000,0.000000,0.000000,-0.605160,0.000000,-0.756450,0.000000,-0.008779,0.034500,1.452435
0.082000,0.000000,0.000000,-0.620010,0.000000,-0.775013,0.000000,-0.008995,0.034500,1.452431
0.083000,0.000000,0.000000,-0.635040,0.000000,-0.793800,0.000000,-0.009213,0.034500,1.452428
0.084000,0.000000,0.000000,-0.650250,0.000000,-0.812813,0.000000,-0.009433,0.034500,1.452425
0.085000,0.000000,0.000000,-0.665640,0.000000,-0.832050,0.000000,-0.009657,0.034500,1.452421
0.086000,0.000000,0.000000,-0.681210,0.000000,-0.851513,0.000000,-0.009882,0.034500,1.452417
0.087000,0.000000,0.000000,-0.696960,0.000000,-0.871200,0.000000,-0.010111,0.034500,1.452413
0.088000,0.000000,0.000000,-0.712890,0.000000,-0.891113,0.000000,-0.010342,0.034500,1.452409
0.089000,0.000000,0.000000,-0.729000,0.000000,-0.911250,0.000000,-0.010576,0.034500,1.452405
0.090000,0.000000,0.000000,-0.745290,0.000000,-0.931613,0.000000,-0.010812,0.034500,1.452401
0.091000,0.000000,0.000000,-0.761760,0.000000,-0.952200,0.000000,-0.011051,0.034500,1.452396
0.092000,0.000000,0.000000,-0.778410,0.000000,-0.973013,0.000000,-0.011292,0.034500,1.452392
0.093000,0.000000,0.000000,-0.795240,0.000000,-0.994050,0.000000,-0.011537,0.034500,1.452387
0.094000,0.000000,0.000000,-0.812250,0.000000,-1.015313,0.000000,-0.011783,0.034500,1.452382
0.095000,0.000000,0.000000,-0.829440,0.000000,-1.036800,0.000000,-0.012033,0.034500,1.452377
0.096000,0.000000,0.000000,-0.846810,0.000000,-1.058513,0.000000,-0.012285,0.034500,1.452372
0.097000,0.000000,0.000000,-0.864360,0.000000,-1.080450,0.000000,-0.012539,0.034500,1.452367
0.098000,0.000000,0.000000,-0.882090,0.000000,-1.102613,0.000000,-0.012796,0.034500,1.452361
0.099000,0.000000,0.000000,-0.900000,0.000000,-1.125000,0.000000,-0.013056,0.034500,1.452355
0.100000,0.000000,0.000000,-0.918090,0.000000,-1.147613,0.000000,-0.013318,0.034500,1.452350
0.101000,0.000000,0.000000,-0.936360,0.000000,-1.170450,0.000000,-0.013583,0.034500,1.452344
0.102000,0.000000,0.000000,-0.954810,0.000000,-1.193513,0.000000,-0.013851,0.034500,1.452337
0.103000,0.000000,0.000000,-0.973440,0.000000,-1.216800,0.000000,-0.014121,0.034500,1.452331
0.104000,0.000000,0.000000,-0.992250,0.000000,-1.240313,0.000000,-0.014394,0.034500,1.452324
0.105000,0.000000,0.000000,-1.011240,0.000000,-1.264050,0.000000,-0.014669,0.034500,1.452318
0.106000,0.000000,0.000000,-1.030410,0.000000,-1.288013,0.000000,-0.014947,0.034500,1.452311
0.107000,0.000000,0.000000,-1.049760,0.000000,-1.312200,0.000000,-0.015228,0.034500,1.452303
0.108000,0.000000,0.000000,-1.069290,0.000000,-1.336613,0.000000,-0.015511,0.034500,1.452296
0.109000,0.000000,0.000000,-1.089000,0.000000,-1.361250,0.000000,-0.015797,0.034500,1.452288
0.110000,0.000000,0.000000,-1.108890,0.000000,-1.386113,0.000000,-0.016085,0.034500,1.452281
0.111000,0.000000,0.000000,-1.128960,0.000000,-1.411200,0.000000,-0.016377,0.034500,1.452273
0.112000,0.000000,0.000000,-1.149210,0.000000,-1.436513,0.000000,-0.016670,0.034500,1.452264
0.113000,0.000000,0.000000,-1.169640,0.000000,-1.462050,0.000000,-0.016966,0.034500,1.452256
0.114000,0.000000,0.000000,-1.190250,0.000000,-1.487813,0.000000,-0.017265,0.034500,1.452247
0.115000,0.000000,0.000000,-1.211040,0.000000,-1.513800,0.000000,-0.017567,0.034500,1.452238
0.116000,0.000000,0.000000,-1.232010,0.000000,-1.540013,0.000000,-0.017871,0.034500,1.452229
0.117000,0.000000,0.000000,-1.253160,0.000000,-1.566450,0.000000,-0.018178,0.034500,1.452220
0.118000,0.000000,0.000000,-1.274490,0.000000,-1.593113,0.000000,-0.018487,0.034500,1.452210
0.119000,0.000000,0.000000,-1.296000,0.000000,-1.620000,0.000000,-0.018799,0.034500,1.452200
0.120000,0.000000,0.000000,-1.317690,0.000000,-1.647113,0.000000,-0.019113,0.034500,1.452190
0.121000,0.000000,0.000000,-1.339560,0.000000,-1.674450,0.000000,-0.019430,0.034500,1.452180
0.122000,0.000000,0.000000,-1.361610,0.000000,-1.702013,0.000000,-0.019750,0.034500,1.452169
0.123000,0.000000,0.000000,-1.383840,0.000000,-1.729800,0.000000,-0.020072,0.034500,1.452158
0.124000,0.000000,0.000000,-1.406250,0.000000,-1.757813,0.000000,-0.020397,0.034500,1.452147
0.125000,0.000000,0.000000,-1.428840,0.000000,-1.786050,0.000000,-0.020725,0.034500,1.452136
0.126000,0.000000,0.000000,-1.451610,0.000000,-1.814513,0.000000,-0.021055,0.034500,1.452124
0.127000,0.000000,0.000000,-1.474560,0.000000,-1.843200,0.000000,-0.021387,0.034500,1.452112
0.128000,0.000000,0.000000,-1.497690,0.000000,-1.872113,0.000000,-0.021723,0.034500,1.452100
0.129000,0.000000,0.000000,-1.521000,0.000000,-1.901250,0.000000,-0.022061,0.034500,1.452087
0.130000,0.000000,0.000000,-1.544490,0.000000,-1.930613,0.000000,-0.022401,0.034500,1.452074
0.131000,0.000000,0.000000,-1.568160,0.000000,-1.960200,0.000000,-0.022744,0.034500,1.452061
0.132000,0.000000,0.000000,-1.592010,0.000000,-1.990013,0.000000,-0.023090,0.034500,1.452048
0.133000,0.000000,0.000000,-1.616040,0.000000,-2.020050,0.000000,-0.023438,0.034500,1.452034
0.134000,0.000000,0.000000,-1.640250,0.000000,-2.050313,0.000000,-0.023789,0.034500,1.452020
0.135000,0.000000,0.000000,-1.664640,0.000000,-2.080800,0.000000,-0.024143,0.034500,1.452006
0.136000,0.000000,0.000000,-1.689210,0.000000,-2.111513,0.000000,-0.024499,0.034500,1.451991
0.137000,0.000000,0.000000,-1.713960,0.000000,-2.142450,0.000000,-0.024858,0.034500,1.451976
0.138000,0.000000,0.000000,-1.738890,0.000000,-2.173613,0.000000,-0.025219,0.034500,1.451961
0.139000,0.000000,0.000000,-1.764000,0.000000,-2.205000,0.000000,-0.025583,0.034500,1.451945
0.140000,0.000000,0.000000,-1.789290,0.000000,-2.236613,0.000000,-0.025949,0.034500,1.451929
0.141000,0.000000,0.000000,-1.814760,0.000000,-2.268450,0.000000,-0.026318,0.034500,1.451912
0.142000,0.000000,0.000000,-1.840410,0.000000,-2.300513,0.000000,-0.026690,0.034500,1.451896
0.143000,0.000000,0.000000,-1.866240,0.000000,-2.332800,0.000000,-0.027064,0.034500,1.451879
0.144000,0.000000,0.000000,-1.892250,0.000000,-2.365313,0.000000,-0.027441,0.034500,1.451861
0.145000,0.000000,0.000000,-1.918440,0.000000,-2.398050,0.000000,-0.027821,0.034500,1.451843
0.146000,0.000000,0.000000,-1.944810,0.000000,-2.431013,0.000000,-0.028203,0.034500,1.451825
0.147000,0.000000,0.000000,-1.971360,0.000000,-2.464200,0.000000,-0.028587,0.034500,1.451807
0.148000,0.000000,0.000000,-1.998090,0.000000,-2.497613,0.000000,-0.028975,0.034500,1.451788
0.149000,0.000000,0.000000,-2.025000,0.000000,-2.531250,0.000000,-0.029365,0.034500,1.451769
0.150000,0.000000,0.000000,-2.052090,0.000000,-2.565113,0.000000,-0.029757,0.034500,1.451749
0.151000,0.000000,0.000000,-2.079360,0.000000,-2.599200,0.000000,-0.030152,0.034500,1.451729
0.152000,0.000000,0.000000,-2.106810,0.000000,-2.633513,0.000000,-0.030550,0.034500,1.451708
0.153000,0.000000,0.000000,-2.134440,0.000000,-2.668050,0.000000,-0.030950,0.034500,1.451687
0.154000,0.000000,0.000000,-2.162250,0.000000,-2.702813,0.000000,-0.031353,0.034500,1.451666
0.155000,0.000000,0.000000,-2.190240,0.000000,-2.737800,0.000000,-0.031758,0.034500,1.451644
0.156000,0.000000,0.000000,-2.218410,0.000000,-2.773013,0.000000,-0.032166,0.034500,1.451622
0.157000,0.000000,0.000000,-2.246760,0.000000,-2.808450,0.000000,-0.032577,0.034500,1.451600
0.158000,0.000000,0.000000,-2.275290,0.000000,-2.844113,0.000000,-0.032990,0.034500,1.451577
0.159000,0.000000,0.000000,-2.304000,0.000000,-2.880000,0.000000,-0.033406,0.034500,1.451553
0.160000,0.000000,0.000000,-2.332890,0.000000,-2.916113,0.000000,-0.033824,0.034500,1.451529
0.161000,0.000000,0.000000,-2.361960,0.000000,-2.952450,0.000000,-0.034245,0.034500,1.451505
0.162000,0.000000,0.000000,-2.391210,0.000000,-2.989013,0.000000,-0.034668,0.034500,1.451480
0.163000,0.000000,0.000000,-2.420640,0.000000,-3.025800,0.000000,-0.035094,0.034500,1.451455
0.164000,0.000000,0.000000,-2.450250,0.000000,-3.062813,0.000000,-0.035523,0.034500,1.451429
0.165000,0.000000,0.000000,-2.480040,0.000000,-3.100050,0.000000,-0.035954,0.034500,1.451403
0.166000,0.000000,0.000000,-2.510010,0.000000,-3.137513,0.000000,-0.036388,0.034500,1.451376
0.167000,0.000000,0.000000,-2.540160,0.000000,-3.175200,0.000000,-0.036825,0.034500,1.451349
0.168000,0.000000,0.000000,-2.570490,0.000000,-3.213113,0.000000,-0.037264,0.034500,1.451322
0.169000,0.000000,0.000000,-2.601000,0.000000,-3.251250,0.000000,-0.037705,0.034500,1.451293
0.170000,0.000000,0.000000,-2.631690,0.000000,-3.289613,0.000000,-0.038149,0.034500,1.451265
0.171000,0.000000,0.000000,-2.662560,0.000000,-3.328200,0.000000,-0.038596,0.034500,1.451236
0.172000,0.000000,0.000000,-2.693610,0.000000,-3.367013,0.000000,-0.039045,0.034500,1.451206
0.173000,0.000000,0.000000,-2.724840,0.000000,-3.406050,0.000000,-0.039497,0.034500,1.451176
0.174000,0.000000,0.000000,-2.756250,0.000000,-3.445313,0.000000,-0.039952,0.034500,1.451145
0.175000,0.000000,0.000000,-2.787840,0.000000,-3.484800,0.000000,-0.040409,0.034500,1.451114
0.176000,0.000000,0.000000,-2.819610,0.000000,-3.524513,0.000000,-0.040869,0.034500,1.451082
0.177000,0.000000,0.000000,-2.851560,0.000000,-3.564450,0.000000,-0.041331,0.034500,1.451050
0.178000,0.000000,0.000000,-2.883690,0.000000,-3.604613,0.000000,-0.041796,0.034500,1.451017
0.179000,0.000000,0.000000,-2.916000,0.000000,-3.645000,0.000000,-0.042263,0.034500,1.450984
0.180000,0.000000,0.000000,-2.948490,0.000000,-3.685613,0.000000,-0.042733,0.034500,1.450950
0.181000,0.000000,0.000000,-2.981160,0.000000,-3.726450,0.000000,-0.043205,0.034500,1.450915
0.182000,0.000000,0.000000,-3.014010,0.000000,-3.767513,0.000000,-0.043680,0.034500,1.450880
0.183000,0.000000,0.000000,-3.047040,0.000000,-3.808800,0.000000,-0.044158,0.034500,1.450845
0.184000,0.000000,0.000000,-3.080250,0.000000,-3.850313,0.000000,-0.044638,0.034500,1.450808
0.185000,0.000000,0.000000,-3.113640,0.000000,-3.892050,0.000000,-0.045121,0.034500,1.450771
0.186000,0.000000,0.000000,-3.147210,0.000000,-3.934013,0.000000,-0.045606,0.034500,1.450734
0.187000,0.000000,0.000000,-3.180960,0.000000,-3.976200,0.000000,-0.046094,0.034500,1.450696
0.188000,0.000000,0.000000,-3.214890,0.000000,-4.018613,0.000000,-0.046585,0.034500,1.450657
0.189000,0.000000,0.000000,-3.249000,0.000000,-4.061250,0.000000,-0.047078,0.034500,1.450618
0.190000,0.000000,0.000000,-3.283290,0.000000,-4.104113,0.000000,-0.047573,0.034500,1.450578
0.191000,0.000000,0.000000,-3.317760,0.000000,-4.147200,0.000000,-0.048072,0.034500,1.450538
0.192000,0.000000,0.000000,-3.352410,0.000000,-4.190513,0.000000,-0.048572,0.034500,1.450496
0.193000,0.000000,0.000000,-3.387240,0.000000,-4.234050,0.000000,-0.049076,0.034500,1.450455
0.194000,0.000000,0.000000,-3.422250,0.000000,-4.277813,0.000000,-0.049581,0.034500,1.450412
0.195000,0.000000,0.000000,-3.457440,0.000000,-4.321800,0.000000,-0.050090,0.034500,1.450369
0.196000,0.000000,0.000000,-3.492810,0.000000,-4.366013,0.000000,-0.050601,0.034500,1.450325
0.197000,0.000000,0.000000,-3.528360,0.000000,-4.410450,0.000000,-0.051114,0.034500,1.450281
0.198000,0.000000,0.000000,-3.564090,0.000000,-4.455113,0.000000,-0.051630,0.034500,1.450236
0.199000,0.000000,0.000000,-3.600000,0.000000,-4.500000,0.000000,-0.052149,0.034500,1.450190
0.200000,0.000000,0.000000,-3.636090,0.000000,-4.545113,0.000000,-0.052670,0.034500,1.450143
0.201000,0.000000,0.000000,-3.672360,0.000000,-4.590450,0.000000,-0.053194,0.034500,1.450096
0.202000,0.000000,0.000000,-3.708810,0.000000,-4.636013,0.000000,-0.053720,0.034500,1.450048
0.203000,0.000000,0.000000,-3.745440,0.000000,-4.681800,0.000000,-0.054249,0.034500,1.450000
0.204000,0.000000,0.000000,-3.782250,0.000000,-4.727813,0.000000,-0.054780,0.034500,1.449950
0.205000,0.000000,0.000000,-3.819240,0.000000,-4.774050,0.000000,-0.055314,0.034500,1.449900
0.206000,0.000000,0.000000,-3.856410,0.000000,-4.820513,0.000000,-0.055851,0.034500,1.449849
0.207000,0.000000,0.000000,-3.893760,0.000000,-4.867200,0.000000,-0.056390,0.034500,1.449798
0.208000,0.000000,0.000000,-3.931290,0.000000,-4.914113,0.000000,-0.056931,0.034500,1.449746
0.209000,0.000000,0.000000,-3.969000,0.000000,-4.961250,0.000000,-0.057475,0.034500,1.449693
0.210000,0.000000,0.000000,-4.006890,0.000000,-5.008613,0.000000,-0.058022,0.034500,1.449639
0.211000,0.000000,0.000000,-4.044960,0.000000,-5.056200,0.000000,-0.058571,0.034500,1.449584
0.212000,0.000000,0.000000,-4.083210,0.000000,-5.104013,0.000000,-0.059123,0.034500,1.449529
0.213000,0.000000,0.000000,-4.121640,0.000000,-5.152050,0.000000,-0.059677,0.034500,1.449473
0.214000,0.000000,0.000000,-4.160250,0.000000,-5.200313,0.000000,-0.060234,0.034500,1.449416
0.215000,0.000000,0.000000,-4.199040,0.000000,-5.248800,0.000000,-0.060793,0.034500,1.449358
0.216000,0.000000,0.000000,-4.238010,0.000000,-5.297513,0.000000,-0.061355,0.034500,1.449300
0.217000,0.000000,0.000000,-4.277160,0.000000,-5.346450,0.000000,-0.061919,0.034500,1.449240
0.218000,0.000000,0.000000,-4.316490,0.000000,-5.395613,0.000000,-0.062486,0.034500,1.449180
0.219000,0.000000,0.000000,-4.356000,0.000000,-5.445000,0.000000,-0.063055,0.034500,1.449119
0.220000,0.000000,0.000000,-4.395690,0.000000,-5.494613,0.000000,-0.063627,0.034500,1.449057
0.221000,0.000000,0.000000,-4.435560,0.000000,-5.544450,0.000000,-0.064202,0.034500,1.448995
0.222000,0.000000,0.000000,-4.475610,0.000000,-5.594513,0.000000,-0.064779,0.034500,1.448931
0.223000,0.000000,0.000000,-4.515840,0.000000,-5.644800,0.000000,-0.065358,0.034500,1.448867
0.224000,0.000000,0.000000,-4.556250,0.000000,-5.695313,0.000000,-0.065940,0.034500,1.448802
0.225000,0.000000,0.000000,-4.596840,0.000000,-5.746050,0.000000,-0.066525,0.034500,1.448736
0.226000,0.000000,0.000000,-4.637610,0.000000,-5.797013,0.000000,-0.067112,0.034500,1.448669
0.227000,0.000000,0.000000,-4.678560,0.000000,-5.848200,0.000000,-0.067701,0.034500,1.448601
0.228000,0.000000,0.000000,-4.719690,0.000000,-5.899613,0.000000,-0.068293,0.034500,1.448532
0.229000,0.000000,0.000000,-4.761000,0.000000,-5.951250,0.000000,-0.068888,0.034500,1.448463
0.230000,0.000000,0.000000,-4.802490,0.000000,-6.003113,0.000000,-0.069485,0.034500,1.448392
0.231000,0.000000,0.000000,-4.844160,0.000000,-6.055200,0.000000,-0.070084,0.034500,1.448321
0.232000,0.000000,0.000000,-4.886010,0.000000,-6.107513,0.000000,-0.070687,0.034500,1.448248
0.233000,0.000000,0.000000,-4.928040,0.000000,-6.160050,0.000000,-0.071291,0.034500,1.448175
0.234000,0.000000,0.000000,-4.970250,0.000000,-6.212813,0.000000,-0.071898,0.034500,1.448101
0.235000,0.000000,0.000000,-5.012640,0.000000,-6.265800,0.000000,-0.072508,0.034500,1.448025
0.236000,0.000000,0.000000,-5.055210,0.000000,-6.319013,0.000000,-0.073120,0.034500,1.447949
0.237000,0.000000,0.000000,-5.097960,0.000000,-6.372450,0.000000,-0.073734,0.034500,1.447872
0.238000,0.000000,0.000000,-5.140890,0.000000,-6.426113,0.000000,-0.074351,0.034500,1.447794
0.239000,0.000000,0.000000,-5.184000,0.000000,-6.480000,0.000000,-0.074971,0.034500,1.447715
0.240000,0.000000,0.000000,-5.227290,0.000000,-6.534113,0.000000,-0.075593,0.034500,1.447635
0.241000,0.000000,0.000000,-5.270760,0.000000,-6.588450,0.000000,-0.076218,0.034500,1.447554
0.242000,0.000000,0.000000,-5.314410,0.000000,-6.643013,0.000000,-0.076845,0.034500,1.447472
0.243000,0.000000,0.000000,-5.358240,0.000000,-6.697800,0.000000,-0.077474,0.034500,1.447389
0.244000,0.000000,0.000000,-5.402250,0.000000,-6.752813,0.000000,-0.078106,0.034500,1.447304
0.245000,0.000000,0.000000,-5.446440,0.000000,-6.808050,0.000000,-0.078740,0.034500,1.447219
0.246000,0.000000,0.000000,-5.490810,0.000000,-6.863513,0.000000,-0.079377,0.034500,1.447133
0.247000,0.000000,0.000000,-5.535360,0.000000,-6.919200,0.000000,-0.080017,0.034500,1.447046
0.248000,0.000000,0.000000,-5.580090,0.000000,-6.975113,0.000000,-0.080659,0.034500,1.446958
0.249000,0.000000,0.000000,-5.625000,0.000000,-7.031250,0.000000,-0.081303,0.034500,1.446868
0.250000,0.000000,0.000000,-5.670090,0.000000,-7.087613,0.000000,-0.081950,0.034500,1.446778
0.251000,0.000000,0.000000,-5.715360,0.000000,-7.144200,0.000000,-0.082599,0.034500,1.446686
0.252000,0.000000,0.000000,-5.760810,0.000000,-7.201013,0.000000,-0.083251,0.034500,1.446594
0.253000,0.000000,0.000000,-5.806440,0.000000,-7.258050,0.000000,-0.083905,0.034500,1.446500
0.254000,0.000000,0.000000,-5.852250,0.000000,-7.315313,0.000000,-0.084561,0.034500,1.446405
0.255000,0.000000,0.000000,-5.898240,0.000000,-7.372800,0.000000,-0.085220,0.034500,1.446309
0.256000,0.000000,0.000000,-5.944410,0.000000,-7.430513,0.000000,-0.085882,0.034500,1.446212
0.257000,0.000000,0.000000,-5.990760,0.000000,-7.488450,0.000000,-0.086546,0.034500,1.446114
0.258000,0.000000,0.000000,-6.037290,0.000000,-7.546613,0.000000,-0.087212,0.034500,1.446015
0.259000,0.000000,0.000000,-6.084000,0.000000,-7.605000,0.000000,-0.087881,0.034500,1.445914
0.260000,0.000000,0.000000,-6.130890,0.000000,-7.663613,0.000000,-0.088553,0.034500,1.445813
0.261000,0.000000,0.000000,-6.177960,0.000000,-7.722450,0.000000,-0.089226,0.034500,1.445710
0.262000,0.000000,0.000000,-6.225210,0.000000,-7.781513,0.000000,-0.089902,0.034500,1.445606
