Time,Step,Q_Error,Exec_us,Reached
1.4640,1,13.9238,0.2690,0
1.4650,1,13.8336,0.2710,0
1.4660,1,13.7436,0.2700,0
1.4670,1,13.6539,0.2690,0
1.4680,1,13.5643,0.2710,0
1.4690,1,13.4750,0.2710,0
1.4700,1,13.3859,0.2700,0
1.4710,1,13.2971,0.2700,0
1.4720,1,13.2084,0.2700,0
1.4730,1,13.1200,0.2720,0
1.4740,1,13.0318,0.2710,0
1.4750,1,12.9438,0.2700,0
1.4760,1,12.8561,0.2690,0
1.4770,1,12.7685,0.2710,0
1.4780,1,12.6812,0.2720,0
1.4790,1,12.5941,0.2720,0
1.4800,1,12.5072,0.2700,0
1.4810,1,12.4206,0.2700,0
1.4820,1,12.3341,0.2710,0
1.4830,1,12.2479,0.2710,0
1.4840,1,12.1619,0.2700,0
1.4850,1,12.0762,0.2720,0
1.4860,1,11.9906,0.2710,0
1.4870,1,11.9053,0.2690,0
1.4880,1,11.8201,0.2750,0
1.4890,1,11.7352,0.2740,0
1.4900,1,11.6506,0.2730,0
1.4910,1,11.5661,0.2700,0
1.4920,1,11.4818,0.2720,0
1.4930,1,11.3978,0.2720,0
1.4940,1,11.3140,0.2840,0
1.4950,1,11.2304,0.2710,0
1.4960,1,11.1470,0.2730,0
1.4970,1,11.0639,0.2710,0
1.4980,1,10.9809,0.2680,0
1.4990,1,10.8982,0.2690,0
1.5000,1,10.8157,0.2690,0
1.5010,1,10.7334,0.3210,0
1.5020,1,10.6513,0.2720,0
1.5030,1,10.5694,0.2700,0
1.5040,1,10.4878,0.2690,0
1.5050,1,10.4064,0.2710,0
1.5060,1,10.3252,0.2680,0
1.5070,1,10.2442,0.2690,0
1.5080,1,10.1634,0.2670,0
1.5090,1,10.0828,0.2690,0
1.5100,1,10.0025,0.2690,0
1.5110,1,9.9223,0.3090,0
1.5120,1,9.8425,0.2900,0
1.5130,1,9.7629,0.2680,0
1.5140,1,9.6837,0.2680,0
1.5150,1,9.6047,0.2680,0
1.5160,1,9.5261,0.2690,0
1.5170,1,9.4477,0.2680,0
1.5180,1,9.3696,0.2690,0
1.5190,1,9.2918,0.2690,0
1.5200,1,9.2143,0.2690,0
1.5210,1,9.1371,0.2690,0
1.5220,1,9.0602,0.2680,0
1.5230,1,8.9835,0.2690,0
1.5240,1,8.9072,0.2690,0
1.5250,1,8.8311,0.2690,0
1.5260,1,8.7554,0.2720,0
1.5270,1,8.6799,0.2690,0
1.5280,1,8.6047,0.2690,0
1.5290,1,8.5298,0.2690,0
1.5300,1,8.4552,0.2680,0
1.5310,1,8.3809,0.2690,0
1.5320,1,8.3069,0.2680,0
1.5330,1,8.2331,0.2680,0
1.5340,1,8.1597,0.2690,0
1.5350,1,8.0865,0.2680,0
1.5360,1,8.0136,0.2690,0
1.5370,1,7.9410,0.2680,0
1.5380,1,7.8687,0.2700,0
1.5390,1,7.7967,0.2720,0
1.5400,1,7.7249,0.2680,0
1.5410,1,7.6534,0.3460,0
1.5420,1,7.5823,0.2730,0
1.5430,1,7.5114,0.2700,0
1.5440,1,7.4407,0.2710,0
1.5450,1,7.3704,0.2730,0
1.5460,1,7.3004,0.2720,0
1.5470,1,7.2306,0.2710,0
1.5480,1,7.1611,0.2730,0
1.5490,1,7.0919,0.2740,0
1.5500,1,7.0229,0.2720,0
1.5510,1,6.9543,0.2720,0
1.5520,1,6.8859,0.2730,0
1.5530,1,6.8178,0.2710,0
1.5540,1,6.7500,0.2710,0
1.5550,1,6.6825,0.2710,0
1.5560,1,6.6152,0.2710,0
1.5570,1,6.5482,0.2710,0
1.5580,1,6.4815,0.2690,0
1.5590,1,6.4151,0.2710,0
1.5600,1,6.3489,0.2730,0
1.5610,1,6.2830,0.2740,0
1.5620,1,6.2174,0.2690,0
1.5630,1,6.1521,0.2700,0
1.5640,1,6.0870,0.2710,0
1.5650,1,6.0222,0.2700,0
1.5660,1,5.9577,0.2710,0
1.5670,1,5.8935,0.2710,0
1.5680,1,5.8295,0.2690,0
1.5690,1,5.7658,0.2700,0
1.5700,1,5.7023,0.2710,0
1.5710,1,5.6392,0.2730,0
1.5720,1,5.5763,0.2720,0
1.5730,1,5.5137,0.2710,0
1.5740,1,5.4513,0.2710,0
1.5750,1,5.3892,0.2690,0
1.5760,1,5.3274,0.2690,0
1.5770,1,5.2658,0.2700,0
1.5780,1,5.2046,0.2710,0
1.5790,1,5.1435,0.2700,0
1.5800,1,5.0828,0.2710,0
1.5810,1,5.0223,0.2710,0
1.5820,1,4.9621,0.2720,0
1.5830,1,4.9021,0.2710,0
1.5840,1,4.8424,0.2700,0
1.5850,1,4.7830,0.2740,0
1.5860,1,4.7238,0.2750,0
1.5870,1,4.6649,0.2730,0
1.5880,1,4.6062,0.2700,0
1.5890,1,4.5479,0.2760,0
1.5900,1,4.4897,0.2720,0
1.5910,1,4.4319,0.2740,0
1.5920,1,4.3743,0.2690,0
1.5930,1,4.3169,0.2720,0
1.5940,1,4.2598,0.2710,0
1.5950,1,4.2030,0.2720,0
1.5960,1,4.1464,0.2710,0
1.5970,1,4.0901,0.2710,0
1.5980,1,4.0341,0.2700,0
1.5990,1,3.9783,0.2720,0
1.6000,1,3.9227,0.2720,0
1.6010,1,3.8674,0.2700,0
1.6020,1,3.8124,0.2720,0
1.6030,1,3.7576,0.2730,0
1.6040,1,3.7031,0.2710,0
1.6050,1,3.6489,0.2720,0
1.6060,1,3.5949,0.2710,0
1.6070,1,3.5411,0.3080,0
1.6080,1,3.4877,0.2890,0
1.6090,1,3.4347,0.2720,0
1.6100,1,3.3820,0.2730,0
1.6110,1,3.3297,0.2720,0
1.6120,1,3.2777,0.2710,0
1.6130,1,3.2261,0.2720,0
1.6140,1,3.1749,0.2730,0
1.6150,1,3.1240,0.2740,0
1.6160,1,3.0735,0.2730,0
1.6170,1,3.0234,0.2730,0
1.6180,1,2.9736,0.2730,0
1.6190,1,2.9242,0.2740,0
1.6200,1,2.8751,0.2730,0
1.6210,1,2.8264,0.2730,0
1.6220,1,2.7780,0.2740,0
1.6230,1,2.7300,0.2700,0
1.6240,1,2.6824,0.2750,0
1.6250,1,2.6351,0.2720,0
1.6260,1,2.5881,0.2720,0
1.6270,1,2.5415,0.2720,0
1.6280,1,2.4953,0.2730,0
1.6290,1,2.4494,0.2730,0
1.6300,1,2.4039,0.2740,0
1.6310,1,2.3587,0.2730,0
1.6320,1,2.3139,0.2700,0
1.6330,1,2.2694,0.2720,0
1.6340,1,2.2253,0.2740,0
1.6350,1,2.1815,0.2710,0
1.6360,1,2.1380,0.2720,0
1.6370,1,2.0949,0.2690,0
1.6380,1,2.0522,0.2730,0
1.6390,1,2.0098,0.2700,0
1.6400,1,1.9677,0.2720,0
1.6410,1,1.9260,0.2710,0
1.6420,1,1.8847,0.2710,0
1.6430,1,1.8437,0.2690,0
1.6440,1,1.8030,0.2700,0
1.6450,1,1.7626,0.2730,0
1.6460,1,1.7227,0.2720,0
1.6470,1,1.6830,0.2700,0
1.6480,1,1.6437,0.2700,0
1.6490,1,1.6047,0.2700,0
1.6500,1,1.5661,0.2700,0
1.6510,1,1.5278,0.3070,0
1.6520,1,1.4900,0.2780,0
1.6530,1,1.4527,0.2710,0
1.6540,1,1.4157,0.2710,0
1.6550,1,1.3792,0.2680,0
1.6560,1,1.3432,0.2890,0
1.6570,1,1.3077,0.2800,0
1.6580,1,1.2726,0.2720,0
1.6590,1,1.2380,0.2720,0
1.6600,1,1.2039,0.2720,0
1.6610,1,1.1702,0.2720,0
1.6620,1,1.1370,0.2710,0
1.6630,1,1.1043,0.2700,0
1.6640,1,1.0721,0.2710,0
1.6650,1,1.0404,0.2730,0
1.6660,1,1.0091,0.2710,0
1.6670,1,0.9783,0.2730,0
1.6680,1,0.9480,0.2720,0
1.6690,1,0.9182,0.2730,0
1.6700,1,0.8888,0.2730,0
1.6710,1,0.8600,0.2760,0
1.6720,1,0.8316,0.2720,0
1.6730,1,0.8036,0.2740,0
1.6740,1,0.7762,0.2750,0
1.6750,1,0.7492,0.2730,0
1.6760,1,0.7227,0.2720,0
1.6770,1,0.6967,0.2720,0
1.6780,1,0.6712,0.2750,0
1.6790,1,0.6461,0.2750,0
1.6800,1,0.6215,0.2730,0
1.6810,1,0.5974,0.2730,0
1.6820,1,0.5738,0.2710,0
1.6830,1,0.5506,0.2720,0
1.6840,1,0.5279,0.2720,0
1.6850,1,0.5057,0.2720,0
1.6860,1,0.4840,0.2720,0
1.6870,1,0.4627,0.2710,0
1.6880,1,0.4420,0.2720,0
1.6890,1,0.4217,0.2730,0
1.6900,1,0.4019,0.2700,0
1.6910,1,0.3825,0.2720,0
1.6920,1,0.3637,0.2720,0
1.6930,1,0.3453,0.2720,0
1.6940,1,0.3274,0.2710,0
1.6950,1,0.3099,0.2710,0
1.6960,1,0.2930,0.2720,0
1.6970,1,0.2765,0.2710,0
1.6980,1,0.2605,0.2710,0
1.6990,1,0.2450,0.2710,0
1.7000,1,0.2299,0.2720,0
1.7010,1,0.2154,0.2700,0
1.7020,1,0.2013,0.2740,0
1.7030,1,0.1876,0.2710,0
1.7040,1,0.1745,0.2710,0
1.7050,1,0.1618,0.2710,0
1.7060,1,0.1497,0.2740,0
1.7070,1,0.1379,0.2690,0
1.7080,1,0.1267,0.2730,0
1.7090,1,0.1160,0.2740,0
1.7100,1,0.1057,0.2710,0
1.7110,1,0.0959,0.2730,0
1.7120,1,0.0865,0.2880,0
1.7130,1,0.0777,0.2810,0
1.7140,1,0.0693,0.2720,0
1.7150,1,0.0614,0.2720,0
1.7160,1,0.0540,0.2710,0
1.7170,1,0.0471,0.2720,0
1.7180,1,0.0406,0.2720,0
1.7190,1,0.0346,0.2710,0
1.7200,1,0.0291,0.2730,0
1.7210,1,0.0241,0.2710,0
1.7220,1,0.0195,0.2710,0
1.7230,1,0.0155,0.2710,0
1.7240,1,0.0119,0.2730,0
1.7250,1,0.0087,0.2720,0
1.7260,1,0.0061,0.2720,0
1.7270,1,0.0039,0.2710,0
1.7280,1,0.0022,0.2730,0
1.7290,1,0.0010,0.2710,0
1.7300,1,0.0003,0.2700,0
1.7310,1,0.0000,0.2720,1
1.9320,2,456.4535,0.3430,0
1.9330,2,456.4529,0.3200,0
1.9340,2,456.4518,0.2860,0
1.9350,2,456.4503,0.2760,0
1.9360,2,456.4483,0.2750,0
1.9370,2,456.4459,0.2750,0
1.9380,2,456.4431,0.2670,0
1.9390,2,456.4399,0.2710,0
1.9400,2,456.4362,0.2700,0
1.9410,2,456.4321,0.2670,0
1.9420,2,456.4275,0.2670,0
1.9430,2,456.4225,0.2690,0
1.9440,2,456.4171,0.2660,0
1.9450,2,456.4113,0.2670,0
1.9460,2,456.4050,0.2650,0
1.9470,2,456.3983,0.3130,0
1.9480,2,456.3912,0.2670,0
1.9490,2,456.3836,0.2650,0
1.9500,2,456.3756,0.2650,0
1.9510,2,456.3671,0.2670,0
1.9520,2,456.3583,0.2670,0
1.9530,2,456.3489,0.2660,0
1.9540,2,456.3392,0.2670,0
1.9550,2,456.3290,0.2660,0
1.9560,2,456.3184,0.2660,0
1.9570,2,456.3074,0.2670,0
1.9580,2,456.2959,0.2670,0
1.9590,2,456.2840,0.2650,0
1.9600,2,456.2717,0.2660,0
1.9610,2,456.2589,0.2650,0
1.9620,2,456.2457,0.2670,0
1.9630,2,456.2321,0.2680,0
1.9640,2,456.2180,0.2670,0
1.9650,2,456.2035,0.2670,0
1.9660,2,456.1886,0.2670,0
1.9670,2,456.1732,0.2670,0
1.9680,2,456.1574,0.2670,0
1.9690,2,456.1411,0.2650,0
1.9700,2,456.1245,0.2680,0
1.9710,2,456.1074,0.2680,0
1.9720,2,456.0899,0.2670,0
1.9730,2,456.0719,0.2660,0
1.9740,2,456.0535,0.2670,0
1.9750,2,456.0347,0.2680,0
1.9760,2,456.0154,0.2660,0
1.9770,2,455.9957,0.2660,0
1.9780,2,455.9756,0.2680,0
1.9790,2,455.9550,0.2660,0
1.9800,2,455.9340,0.2700,0
1.9810,2,455.9126,0.2680,0
1.9820,2,455.8907,0.2680,0
1.9830,2,455.8684,0.2650,0
1.9840,2,455.8457,0.2660,0
1.9850,2,455.8226,0.2650,0
1.9860,2,455.7990,0.2660,0
1.9870,2,455.7750,0.2660,0
1.9880,2,455.7505,0.2670,0
1.9890,2,455.7256,0.2650,0
1.9900,2,455.7003,0.2660,0
1.9910,2,455.6745,0.2640,0
1.9920,2,455.6484,0.2660,0
1.9930,2,455.6217,0.2670,0
1.9940,2,455.5947,0.2650,0
1.9950,2,455.5672,0.2650,0
1.9960,2,455.5393,0.2670,0
1.9970,2,455.5109,0.2680,0
1.9980,2,455.4822,0.2670,0
1.9990,2,455.4530,0.2650,0
2.0000,2,455.4233,0.2660,0
2.0010,2,455.3932,0.2670,0
2.0020,2,455.3627,0.2680,0
2.0030,2,455.3318,0.2650,0
2.0040,2,455.3004,0.2660,0
2.0050,2,455.2686,0.2670,0
2.0060,2,455.2364,0.2660,0
2.0070,2,455.2037,0.2660,0
2.0080,2,455.1706,0.2680,0
2.0090,2,455.1371,0.2670,0
2.0100,2,455.1031,0.2670,0
2.0110,2,455.0687,0.2650,0
2.0120,2,455.0339,0.2680,0
2.0130,2,454.9986,0.2660,0
2.0140,2,454.9629,0.2650,0
2.0150,2,454.9268,0.2650,0
2.0160,2,454.8902,0.2660,0
2.0170,2,454.8532,0.2650,0
2.0180,2,454.8158,0.2650,0
2.0190,2,454.7780,0.2670,0
2.0200,2,454.7397,0.2670,0
2.0210,2,454.7010,0.2640,0
2.0220,2,454.6618,0.2670,0
2.0230,2,454.6222,0.2670,0
2.0240,2,454.5822,0.2670,0
2.0250,2,454.5418,0.2650,0
2.0260,2,454.5009,0.2650,0
2.0270,2,454.4596,0.2650,0
2.0280,2,454.4178,0.2660,0
2.0290,2,454.3757,0.2640,0
2.0300,2,454.3331,0.2660,0
2.0310,2,454.2900,0.2650,0
2.0320,2,454.2466,0.2670,0
2.0330,2,454.2027,0.2650,0
2.0340,2,454.1583,0.2660,0
2.0350,2,454.1136,0.2670,0
2.0360,2,454.0684,0.2670,0
2.0370,2,454.0228,0.2650,0
2.0380,2,453.9767,0.2660,0
2.0390,2,453.9302,0.2650,0
2.0400,2,453.8833,0.2650,0
2.0410,2,453.8359,0.2660,0
2.0420,2,453.7882,0.2650,0
2.0430,2,453.7399,0.2680,0
2.0440,2,453.6913,0.2660,0
2.0450,2,453.6422,0.2650,0
2.0460,2,453.5927,0.2660,0
2.0470,2,453.5428,0.2680,0
2.0480,2,453.4924,0.2680,0
2.0490,2,453.4416,0.2650,0
2.0500,2,453.3904,0.2680,0
2.0510,2,453.3387,0.2680,0
2.0520,2,453.2866,0.2690,0
2.0530,2,453.2341,0.2660,0
2.0540,2,453.1811,0.2950,0
2.0550,2,453.1278,0.2670,0
2.0560,2,453.0740,0.2660,0
2.0570,2,453.0197,0.2660,0
2.0580,2,452.9651,0.2680,0
2.0590,2,452.9100,0.3270,0
2.0600,2,452.8545,0.2860,0
2.0610,2,452.7986,0.2690,0
2.0620,2,452.7423,0.2690,0
2.0630,2,452.6855,0.2710,0
2.0640,2,452.6284,0.2680,0
2.0650,2,452.5708,0.2700,0
2.0660,2,452.5128,0.2700,0
2.0670,2,452.4543,0.2720,0
2.0680,2,452.3954,0.2730,0
2.0690,2,452.3362,0.2700,0
2.0700,2,452.2765,0.2690,0
2.0710,2,452.2163,0.2720,0
2.0720,2,452.1558,0.2700,0
2.0730,2,452.0948,0.2700,0
2.0740,2,452.0334,0.2710,0
2.0750,2,451.9716,0.2720,0
2.0760,2,451.9094,0.2710,0
2.0770,2,451.8467,0.2690,0
2.0780,2,451.7837,0.2690,0
2.0790,2,451.7202,0.2690,0
2.0800,2,451.6562,0.2690,0
2.0810,2,451.5919,0.2720,0
2.0820,2,451.5271,0.2700,0
2.0830,2,451.4620,0.2720,0
2.0840,2,451.3964,0.2690,0
2.0850,2,451.3303,0.2690,0
2.0860,2,451.2639,0.2710,0
2.0870,2,451.1970,0.2690,0
2.0880,2,451.1297,0.2700,0
2.0890,2,451.0620,0.2690,0
2.0900,2,450.9939,0.2700,0
2.0910,2,450.9253,0.2690,0
2.0920,2,450.8564,0.2710,0
2.0930,2,450.7870,0.2690,0
2.0940,2,450.7172,0.2680,0
2.0950,2,450.6469,0.2670,0
2.0960,2,450.5763,0.2730,0
2.0970,2,450.5052,0.2670,0
2.0980,2,450.4337,0.2680,0
2.0990,2,450.3618,0.2710,0
2.1000,2,450.2895,0.2710,0
2.1010,2,450.2167,0.2690,0
2.1020,2,450.1435,0.2700,0
2.1030,2,450.0699,0.2700,0
2.1040,2,449.9959,0.2690,0
2.1050,2,449.9215,0.2700,0
2.1060,2,449.8466,0.2700,0
2.1070,2,449.7713,0.2720,0
2.1080,2,449.6957,0.2730,0
2.1090,2,449.6195,0.2690,0
2.1100,2,449.5430,0.2710,0
2.1110,2,449.4660,0.2740,0
2.1120,2,449.3887,0.2740,0
2.1130,2,449.3109,0.2710,0
2.1140,2,449.2326,0.2700,0
2.1150,2,449.1540,0.2730,0
2.1160,2,449.0749,0.2730,0
2.1170,2,448.9955,0.2710,0
2.1180,2,448.9156,0.2710,0
2.1190,2,448.8352,0.2740,0
2.1200,2,448.7545,0.2720,0
2.1210,2,448.6734,0.2690,0
2.1220,2,448.5918,0.2680,0
2.1230,2,448.5098,0.2700,0
2.1240,2,448.4274,0.2720,0
2.1250,2,448.3445,0.2680,0
2.1260,2,448.2613,0.2700,0
2.1270,2,448.1776,0.2700,0
2.1280,2,448.0935,0.2690,0
2.1290,2,448.0090,0.2680,0
2.1300,2,447.9241,0.2670,0
2.1310,2,447.8387,0.2690,0
2.1320,2,447.7529,0.2700,0
2.1330,2,447.6667,0.2690,0
2.1340,2,447.5801,0.2700,0
2.1350,2,447.4931,0.2690,0
2.1360,2,447.4057,0.2720,0
2.1370,2,447.3178,0.2760,0
2.1380,2,447.2295,0.2710,0
2.1390,2,447.1408,0.2690,0
2.1400,2,447.0517,0.2710,0
2.1410,2,446.9621,0.2700,0
2.1420,2,446.8722,0.2680,0
2.1430,2,446.7818,0.2720,0
2.1440,2,446.6910,0.2730,0
2.1450,2,446.5998,0.2720,0
2.1460,2,446.5081,0.2700,0
2.1470,2,446.4161,0.2700,0
2.1480,2,446.3236,0.2730,0
2.1490,2,446.2307,0.2690,0
2.1500,2,446.1374,0.2710,0
2.1510,2,446.0437,0.2690,0
2.1520,2,445.9495,0.2730,0
2.1530,2,445.8550,0.2690,0
2.1540,2,445.7600,0.2710,0
2.1550,2,445.6646,0.2690,0
2.1560,2,445.5688,0.2730,0
2.1570,2,445.4725,0.2680,0
2.1580,2,445.3759,0.2690,0
2.1590,2,445.2788,0.2690,0
2.1600,2,445.1813,0.2770,0
2.1610,2,445.0834,0.2710,0
2.1620,2,444.9851,0.2670,0
2.1630,2,444.8863,0.2680,0
2.1640,2,444.7872,0.2720,0
2.1650,2,444.6876,0.2680,0
2.1660,2,444.5876,0.2690,0
2.1670,2,444.4872,0.3010,0
2.1680,2,444.3864,0.2790,0
2.1690,2,444.2853,0.2850,0
2.1700,2,444.1838,0.2770,0
2.1710,2,444.0819,0.2700,0
2.1720,2,443.9797,0.2710,0
2.1730,2,443.8771,0.2730,0
2.1740,2,443.7742,0.2710,0
2.1750,2,443.6709,0.2690,0
2.1760,2,443.5673,0.2710,0
2.1770,2,443.4633,0.2700,0
2.1780,2,443.3589,0.2720,0
2.1790,2,443.2541,0.2700,0
2.1800,2,443.1491,0.2720,0
2.1810,2,443.0436,0.2730,0
2.1820,2,442.9378,0.2700,0
2.1830,2,442.8316,0.2710,0
2.1840,2,442.7251,0.2700,0
2.1850,2,442.6182,0.2730,0
2.1860,2,442.5110,0.2710,0
2.1870,2,442.4033,0.2700,0
2.1880,2,442.2954,0.2730,0
2.1890,2,442.1871,0.2690,0
2.1900,2,442.0784,0.2700,0
2.1910,2,441.9693,0.2700,0
2.1920,2,441.8599,0.2710,0
2.1930,2,441.7501,0.2710,0
2.1940,2,441.6400,0.2710,0
2.1950,2,441.5295,0.2720,0
2.1960,2,441.4187,0.2720,0
2.1970,2,441.3075,0.2720,0
2.1980,2,441.1959,0.2700,0
2.1990,2,441.0840,0.2700,0
2.2000,2,440.9717,0.3000,0
2.2010,2,440.8591,0.2910,0
2.2020,2,440.7462,0.2710,0
2.2030,2,440.6330,0.2690,0
2.2040,2,440.5195,0.2710,0
2.2050,2,440.4058,0.2710,0
2.2060,2,440.2917,0.2740,0
2.2070,2,440.1773,0.2710,0
2.2080,2,440.0626,0.2710,0
2.2090,2,439.9477,0.2720,0
2.2100,2,439.8324,0.2730,0
2.2110,2,439.7169,0.2710,0
2.2120,2,439.6010,0.2690,0
2.2130,2,439.4849,0.2720,0
2.2140,2,439.3685,0.2750,0
2.2150,2,439.2517,0.2720,0
2.2160,2,439.1347,0.2700,0
2.2170,2,439.0174,0.2710,0
2.2180,2,438.8998,0.2710,0
2.2190,2,438.7819,0.2710,0
2.2200,2,438.6637,0.2730,0
2.2210,2,438.5452,0.2720,0
2.2220,2,438.4264,0.2730,0
2.2230,2,438.3073,0.2720,0
2.2240,2,438.1879,0.2720,0
2.2250,2,438.0682,0.2710,0
2.2260,2,437.9483,0.2740,0
2.2270,2,437.8280,0.2720,0
2.2280,2,437.7074,0.2730,0
2.2290,2,437.5866,0.2710,0
2.2300,2,437.4654,0.2730,0
2.2310,2,437.3440,0.2690,0
2.2320,2,437.2222,0.2690,0
2.2330,2,437.1002,0.2710,0
2.2340,2,436.9779,0.2720,0
2.2350,2,436.8552,0.2710,0
2.2360,2,436.7323,0.2710,0
2.2370,2,436.6091,0.2710,0
2.2380,2,436.4856,0.2730,0
2.2390,2,436.3618,0.2730,0
2.2400,2,436.2377,0.2710,0
2.2410,2,436.1133,0.2750,0
2.2420,2,435.9886,0.2700,0
2.2430,2,435.8636,0.2730,0
2.2440,2,435.7383,0.2670,0
2.2450,2,435.6127,0.2710,0
2.2460,2,435.4868,0.2720,0
2.2470,2,435.3607,0.2730,0
2.2480,2,435.2342,0.2700,0
2.2490,2,435.1074,0.2730,0
2.2500,2,434.9804,0.2730,0
2.2510,2,434.8530,0.2690,0
2.2520,2,434.7254,0.2720,0
2.2530,2,434.5974,0.2730,0
2.2540,2,434.4692,0.2750,0
2.2550,2,434.3407,0.2710,0
2.2560,2,434.2118,0.2720,0
2.2570,2,434.0827,0.2730,0
2.2580,2,433.9533,0.2750,0
2.2590,2,433.8236,0.2730,0
2.2600,2,433.6936,0.2710,0
2.2610,2,433.5633,0.2740,0
2.2620,2,433.4327,0.2700,0
2.2630,2,433.3018,0.2710,0
2.2640,2,433.1706,0.2740,0
2.2650,2,433.0391,0.2730,0
2.2660,2,432.9073,0.2710,0
2.2670,2,432.7752,0.2720,0
2.2680,2,432.6429,0.2730,0
2.2690,2,432.5102,0.2730,0
2.2700,2,432.3772,0.2720,0
2.2710,2,432.2440,0.2720,0
2.2720,2,432.1104,0.2730,0
2.2730,2,431.9765,0.2710,0
2.2740,2,431.8424,0.2700,0
2.2750,2,431.7080,0.2700,0
2.2760,2,431.5732,0.2730,0
2.2770,2,431.4382,0.2700,0
2.2780,2,431.3028,0.2880,0
2.2790,2,431.1672,0.2760,0
2.2800,2,431.0313,0.2790,0
2.2810,2,430.8951,0.3060,0
2.2820,2,430.7586,0.2800,0
2.2830,2,430.6218,0.2730,0
2.2840,2,430.4846,0.2750,0
2.2850,2,430.3472,0.2720,0
2.2860,2,430.2095,0.2730,0
2.2870,2,430.0716,0.2730,0
2.2880,2,429.9333,0.2730,0
2.2890,2,429.7947,0.2740,0
2.2900,2,429.6558,0.2730,0
2.2910,2,429.5166,0.2730,0
2.2920,2,429.3772,0.2740,0
2.2930,2,429.2374,0.2740,0
2.2940,2,429.0973,0.2700,0
2.2950,2,428.9570,0.2710,0
2.2960,2,428.8163,0.3160,0
2.2970,2,428.6755,0.2890,0
2.2980,2,428.5343,0.2890,0
2.2990,2,428.3930,0.2880,0
2.3000,2,428.2514,0.2720,0
2.3010,2,428.1095,0.2700,0
2.3020,2,427.9674,0.2710,0
2.3030,2,427.8251,0.2700,0
2.3040,2,427.6825,0.2710,0
2.3050,2,427.5397,0.2690,0
2.3060,2,427.3967,0.2690,0
2.3070,2,427.2534,0.2720,0
2.3080,2,427.1098,0.2690,0
2.3090,2,426.9660,0.2720,0
2.3100,2,426.8220,0.2730,0
2.3110,2,426.6777,0.2700,0
2.3120,2,426.5332,0.2690,0
2.3130,2,426.3885,0.2730,0
2.3140,2,426.2435,0.2710,0
2.3150,2,426.0982,0.2710,0
2.3160,2,425.9527,0.2720,0
2.3170,2,425.8070,0.2720,0
2.3180,2,425.6610,0.2710,0
2.3190,2,425.5148,0.2720,0
2.3200,2,425.3684,0.2700,0
2.3210,2,425.2217,0.2730,0
2.3220,2,425.0747,0.2710,0
2.3230,2,424.9275,0.2710,0
2.3240,2,424.7801,0.2700,0
2.3250,2,424.6325,0.2740,0
2.3260,2,424.4845,0.2700,0
2.3270,2,424.3364,0.2700,0
2.3280,2,424.1880,0.2690,0
2.3290,2,424.0393,0.2730,0
2.3300,2,423.8905,0.2700,0
2.3310,2,423.7413,0.2710,0
2.3320,2,423.5920,0.2730,0
2.3330,2,423.4423,0.2740,0
2.3340,2,423.2925,0.2730,0
2.3350,2,423.1424,0.2730,0
2.3360,2,422.9920,0.2710,0
2.3370,2,422.8414,0.2730,0
2.3380,2,422.6906,0.2740,0
2.3390,2,422.5395,0.2700,0
2.3400,2,422.3882,0.2700,0
2.3410,2,422.2367,0.2710,0
2.3420,2,422.0848,0.2710,0
2.3430,2,421.9328,0.2690,0
2.3440,2,421.7805,0.2710,0
2.3450,2,421.6280,0.2700,0
2.3460,2,421.4752,0.2710,0
2.3470,2,421.3222,0.2710,0
2.3480,2,421.1689,0.2720,0
2.3490,2,421.0154,0.2710,0
2.3500,2,420.8616,0.2710,0
2.3510,2,420.7076,0.2720,0
2.3520,2,420.5534,0.2700,0
2.3530,2,420.3989,0.2710,0
2.3540,2,420.2442,0.2710,0
2.3550,2,420.0892,0.2700,0
2.3560,2,419.9340,0.2700,0
2.3570,2,419.7785,0.2730,0
2.3580,2,419.6228,0.2720,0
2.3590,2,419.4668,0.2690,0
2.3600,2,419.3106,0.2720,0
2.3610,2,419.1542,0.2710,0
2.3620,2,418.9975,0.3520,0
2.3630,2,418.8406,0.2730,0
2.3640,2,418.6834,0.2730,0
2.3650,2,418.5260,0.2730,0
2.3660,2,418.3683,0.2740,0
2.3670,2,418.2104,0.2710,0
2.3680,2,418.0523,0.2760,0
2.3690,2,417.8939,0.2730,0
2.3700,2,417.7352,0.2730,0
2.3710,2,417.5764,0.2760,0
2.3720,2,417.4172,0.2750,0
2.3730,2,417.2579,0.2730,0
2.3740,2,417.0982,0.2720,0
2.3750,2,416.9384,0.2730,0
2.3760,2,416.7783,0.2730,0
2.3770,2,416.6179,0.2730,0
2.3780,2,416.4573,0.2700,0
2.3790,2,416.2965,0.2700,0
2.3800,2,416.1354,0.2720,0
2.3810,2,415.9741,0.2720,0
2.3820,2,415.8125,0.2720,0
2.3830,2,415.6507,0.2730,0
2.3840,2,415.4886,0.2730,0
2.3850,2,415.3263,0.2730,0
2.3860,2,415.1637,0.2720,0
2.3870,2,415.0010,0.2730,0
2.3880,2,414.8379,0.2740,0
2.3890,2,414.6746,0.2730,0
2.3900,2,414.5111,0.2730,0
2.3910,2,414.3473,0.2720,0
2.3920,2,414.1833,0.2720,0
2.3930,2,414.0190,0.2740,0
2.3940,2,413.8545,0.2750,0
2.3950,2,413.6897,0.2730,0
2.3960,2,413.5247,0.2710,0
2.3970,2,413.3595,0.2730,0
2.3980,2,413.1940,0.2730,0
