Time,Step,Q_Error,Exec_us,Reached
0.7290,1,135.6729,0.2640,0
0.7300,1,135.4776,0.2620,0
0.7310,1,135.2824,0.2640,0
0.7320,1,135.0871,0.2630,0
0.7330,1,134.8917,0.2640,0
0.7340,1,134.6963,0.2640,0
0.7350,1,134.5008,0.2640,0
0.7360,1,134.3053,0.2640,0
0.7370,1,134.1098,0.2640,0
0.7380,1,133.9142,0.2660,0
0.7390,1,133.7185,0.2650,0
0.7400,1,133.5228,0.2640,0
0.7410,1,133.3271,0.2620,0
0.7420,1,133.1313,0.2630,0
0.7430,1,132.9354,0.2630,0
0.7440,1,132.7395,0.2640,0
0.7450,1,132.5436,0.2630,0
0.7460,1,132.3476,0.2640,0
0.7470,1,132.1515,0.2630,0
0.7480,1,131.9554,0.2630,0
0.7490,1,131.7593,0.2630,0
0.7500,1,131.5631,0.2660,0
0.7510,1,131.3669,0.2630,0
0.7520,1,131.1706,0.2630,0
0.7530,1,130.9742,0.2630,0
0.7540,1,130.7779,0.2630,0
0.7550,1,130.5814,0.2630,0
0.7560,1,130.3850,0.2620,0
0.7570,1,130.1884,0.2630,0
0.7580,1,129.9919,0.2630,0
0.7590,1,129.7952,0.2640,0
0.7600,1,129.5986,0.2630,0
0.7610,1,129.4018,0.2630,0
0.7620,1,129.2051,0.2630,0
0.7630,1,129.0083,0.2620,0
0.7640,1,128.8114,0.2620,0
0.7650,1,128.6145,0.2630,0
0.7660,1,128.4175,0.2630,0
0.7670,1,128.2205,0.2630,0
0.7680,1,128.0235,0.2630,0
0.7690,1,127.8264,0.2630,0
0.7700,1,127.6292,0.2620,0
0.7710,1,127.4320,0.2630,0
0.7720,1,127.2348,0.2620,0
0.7730,1,127.0375,0.2620,0
0.7740,1,126.8401,0.2640,0
0.7750,1,126.6428,0.2620,0
0.7760,1,126.4453,0.2620,0
0.7770,1,126.2478,0.2620,0
0.7780,1,126.0503,0.2630,0
0.7790,1,125.8527,0.2640,0
0.7800,1,125.6551,0.2630,0
0.7810,1,125.4574,0.2630,0
0.7820,1,125.2597,0.2620,0
0.7830,1,125.0620,0.2630,0
0.7840,1,124.8641,0.2630,0
0.7850,1,124.6663,0.2630,0
0.7860,1,124.4684,0.2630,0
0.7870,1,124.2704,0.2640,0
0.7880,1,124.0724,0.2630,0
0.7890,1,123.8744,0.2640,0
0.7900,1,123.6763,0.2630,0
0.7910,1,123.4781,0.2630,0
0.7920,1,123.2799,0.2640,0
0.7930,1,123.0817,0.2620,0
0.7940,1,122.8834,0.2620,0
0.7950,1,122.6851,0.2630,0
0.7960,1,122.4867,0.2630,0
0.7970,1,122.2883,0.2630,0
0.7980,1,122.0898,0.2630,0
0.7990,1,121.8913,0.2620,0
0.8000,1,121.6928,0.2630,0
0.8010,1,121.4942,0.2620,0
0.8020,1,121.2955,0.2620,0
0.8030,1,121.0968,0.2620,0
0.8040,1,120.8981,0.2630,0
0.8050,1,120.6993,0.2610,0
0.8060,1,120.5004,0.2640,0
0.8070,1,120.3015,0.2620,0
0.8080,1,120.1026,0.2650,0
0.8090,1,119.9036,0.2620,0
0.8100,1,119.7046,0.2620,0
0.8110,1,119.5056,0.2620,0
0.8120,1,119.3064,0.2630,0
0.8130,1,119.1073,0.2640,0
0.8140,1,118.9081,0.2630,0
0.8150,1,118.7088,0.2610,0
0.8160,1,118.5096,0.2630,0
0.8170,1,118.3102,0.2630,0
0.8180,1,118.1108,0.2630,0
0.8190,1,117.9114,0.2620,0
0.8200,1,117.7119,0.2640,0
0.8210,1,117.5124,0.2630,0
0.8220,1,117.3129,0.2750,0
0.8230,1,117.1132,0.2610,0
0.8240,1,116.9136,0.2630,0
0.8250,1,116.7139,0.2620,0
0.8260,1,116.5142,0.2620,0
0.8270,1,116.3144,0.2620,0
0.8280,1,116.1145,0.2630,0
0.8290,1,115.9147,0.2610,0
0.8300,1,115.7147,0.2610,0
0.8310,1,115.5148,0.2610,0
0.8320,1,115.3148,0.2620,0
0.8330,1,115.1147,0.2620,0
0.8340,1,114.9146,0.2610,0
0.8350,1,114.7145,0.2820,0
0.8360,1,114.5143,0.2910,0
0.8370,1,114.3141,0.2610,0
0.8380,1,114.1138,0.2630,0
0.8390,1,113.9135,0.2630,0
0.8400,1,113.7132,0.2610,0
0.8410,1,113.5128,0.2620,0
0.8420,1,113.3123,0.2620,0
0.8430,1,113.1118,0.2630,0
0.8440,1,112.9113,0.2630,0
0.8450,1,112.7107,0.2620,0
0.8460,1,112.5101,0.2630,0
0.8470,1,112.3095,0.2630,0
0.8480,1,112.1088,0.2630,0
0.8490,1,111.9080,0.2610,0
0.8500,1,111.7072,0.2620,0
0.8510,1,111.5064,0.2610,0
0.8520,1,111.3055,0.2630,0
0.8530,1,111.1046,0.2610,0
0.8540,1,110.9037,0.2630,0
0.8550,1,110.7027,0.2620,0
0.8560,1,110.5016,0.2630,0
0.8570,1,110.3006,0.2630,0
0.8580,1,110.0994,0.2640,0
0.8590,1,109.8983,0.2620,0
0.8600,1,109.6971,0.2630,0
0.8610,1,109.4958,0.2630,0
0.8620,1,109.2945,0.2640,0
0.8630,1,109.0932,0.2640,0
0.8640,1,108.8919,0.2620,0
0.8650,1,108.6904,0.2610,0
0.8660,1,108.4890,0.3330,0
0.8670,1,108.2877,0.2840,0
0.8680,1,108.0864,0.2660,0
0.8690,1,107.8852,0.2640,0
0.8700,1,107.6840,0.2630,0
0.8710,1,107.4829,0.2640,0
0.8720,1,107.2819,0.2610,0
0.8730,1,107.0809,0.2640,0
0.8740,1,106.8799,0.2620,0
0.8750,1,106.6791,0.2630,0
0.8760,1,106.4782,0.2610,0
0.8770,1,106.2775,0.2630,0
0.8780,1,106.0768,0.2630,0
0.8790,1,105.8762,0.2630,0
0.8800,1,105.6756,0.2610,0
0.8810,1,105.4750,0.2620,0
0.8820,1,105.2746,0.2620,0
0.8830,1,105.0742,0.2640,0
0.8840,1,104.8738,0.2640,0
0.8850,1,104.6735,0.2600,0
0.8860,1,104.4733,0.2620,0
0.8870,1,104.2731,0.2650,0
0.8880,1,104.0730,0.2630,0
0.8890,1,103.8730,0.2640,0
0.8900,1,103.6730,0.2610,0
0.8910,1,103.4730,0.2650,0
0.8920,1,103.2731,0.2640,0
0.8930,1,103.0733,0.2620,0
0.8940,1,102.8736,0.2640,0
0.8950,1,102.6738,0.2630,0
0.8960,1,102.4742,0.2640,0
0.8970,1,102.2746,0.2630,0
0.8980,1,102.0751,0.2640,0
0.8990,1,101.8756,0.2640,0
0.9000,1,101.6762,0.2620,0
0.9010,1,101.4768,0.2630,0
0.9020,1,101.2775,0.2610,0
0.9030,1,101.0783,0.2630,0
0.9040,1,100.8791,0.2620,0
0.9050,1,100.6800,0.3160,0
0.9060,1,100.4809,0.2760,0
0.9070,1,100.2819,0.2630,0
0.9080,1,100.0830,0.2650,0
0.9090,1,99.8841,0.3550,0
0.9100,1,99.6852,0.2650,0
0.9110,1,99.4865,0.2640,0
0.9120,1,99.2877,0.2640,0
0.9130,1,99.0891,0.2650,0
0.9140,1,98.8905,0.2640,0
0.9150,1,98.6919,0.2650,0
0.9160,1,98.4934,0.2620,0
0.9170,1,98.2950,0.2650,0
0.9180,1,98.0966,0.2640,0
0.9190,1,97.8983,0.2630,0
0.9200,1,97.7001,0.2650,0
0.9210,1,97.5019,0.2650,0
0.9220,1,97.3037,0.2650,0
0.9230,1,97.1057,0.2650,0
0.9240,1,96.9076,0.2670,0
0.9250,1,96.7097,0.2640,0
0.9260,1,96.5118,0.2620,0
0.9270,1,96.3139,0.2650,0
0.9280,1,96.1161,0.2670,0
0.9290,1,95.9184,0.2640,0
0.9300,1,95.7207,0.2640,0
0.9310,1,95.5231,0.2650,0
0.9320,1,95.3256,0.2620,0
0.9330,1,95.1281,0.2660,0
0.9340,1,94.9306,0.2630,0
0.9350,1,94.7332,0.2640,0
0.9360,1,94.5359,0.2640,0
0.9370,1,94.3386,0.2630,0
0.9380,1,94.1414,0.2630,0
0.9390,1,93.9443,0.2640,0
0.9400,1,93.7472,0.2620,0
0.9410,1,93.5501,0.2630,0
0.9420,1,93.3532,0.2650,0
0.9430,1,93.1562,0.2640,0
0.9440,1,92.9594,0.2670,0
0.9450,1,92.7626,0.2660,0
0.9460,1,92.5658,0.2640,0
0.9470,1,92.3691,0.2640,0
0.9480,1,92.1725,0.2650,0
0.9490,1,91.9759,0.2630,0
0.9500,1,91.7794,0.2640,0
0.9510,1,91.5830,0.2630,0
0.9520,1,91.3866,0.2660,0
0.9530,1,91.1902,0.2660,0
0.9540,1,90.9939,0.2650,0
0.9550,1,90.7977,0.2620,0
0.9560,1,90.6016,0.2640,0
0.9570,1,90.4054,0.2670,0
0.9580,1,90.2094,0.2650,0
0.9590,1,90.0134,0.2620,0
0.9600,1,89.8175,0.2650,0
0.9610,1,89.6216,0.2640,0
0.9620,1,89.4258,0.2630,0
0.9630,1,89.2300,0.2650,0
0.9640,1,89.0343,0.2650,0
0.9650,1,88.8387,0.2640,0
0.9660,1,88.6431,0.2620,0
0.9670,1,88.4476,0.2650,0
0.9680,1,88.2521,0.2620,0
0.9690,1,88.0567,0.2660,0
0.9700,1,87.8613,0.2640,0
0.9710,1,87.6660,0.2640,0
0.9720,1,87.4708,0.2620,0
0.9730,1,87.2756,0.2650,0
0.9740,1,87.0805,0.2630,0
0.9750,1,86.8854,0.2640,0
0.9760,1,86.6904,0.2610,0
0.9770,1,86.4955,0.2620,0
0.9780,1,86.3006,0.2630,0
0.9790,1,86.1058,0.2620,0
0.9800,1,85.9110,0.2630,0
0.9810,1,85.7163,0.2650,0
0.9820,1,85.5216,0.2660,0
0.9830,1,85.3270,0.2650,0
0.9840,1,85.1325,0.2640,0
0.9850,1,84.9380,0.2640,0
0.9860,1,84.7436,0.2650,0
0.9870,1,84.5492,0.2640,0
0.9880,1,84.3549,0.2640,0
0.9890,1,84.1607,0.2620,0
0.9900,1,83.9665,0.2640,0
0.9910,1,83.7724,0.2630,0
0.9920,1,83.5783,0.2630,0
0.9930,1,83.3843,0.2630,0
0.9940,1,83.1903,0.2650,0
0.9950,1,82.9965,0.2650,0
0.9960,1,82.8026,0.2620,0
0.9970,1,82.6088,0.2620,0
0.9980,1,82.4151,0.2650,0
0.9990,1,82.2215,0.2620,0
1.0000,1,82.0279,0.2650,0
1.0010,1,81.8343,0.3250,0
1.0020,1,81.6408,0.2670,0
1.0030,1,81.4474,0.2620,0
1.0040,1,81.2541,0.2620,0
1.0050,1,81.0608,0.2660,0
1.0060,1,80.8675,0.2640,0
1.0070,1,80.6743,0.2630,0
1.0080,1,80.4812,0.2650,0
1.0090,1,80.2881,0.2630,0
1.0100,1,80.0951,0.2640,0
1.0110,1,79.9022,0.2650,0
1.0120,1,79.7093,0.2630,0
1.0130,1,79.5164,0.2620,0
1.0140,1,79.3237,0.2630,0
1.0150,1,79.1310,0.2610,0
1.0160,1,78.9383,0.2610,0
1.0170,1,78.7457,0.2630,0
1.0180,1,78.5532,0.2640,0
1.0190,1,78.3607,0.2640,0
1.0200,1,78.1683,0.2630,0
1.0210,1,77.9759,0.2650,0
1.0220,1,77.7836,0.2650,0
1.0230,1,77.5914,0.2620,0
1.0240,1,77.3992,0.2640,0
1.0250,1,77.2071,0.3200,0
1.0260,1,77.0150,0.2670,0
1.0270,1,76.8230,0.2670,0
1.0280,1,76.6311,0.2650,0
1.0290,1,76.4392,0.2690,0
1.0300,1,76.2474,0.2680,0
1.0310,1,76.0557,0.2670,0
1.0320,1,75.8640,0.2670,0
1.0330,1,75.6723,0.2680,0
1.0340,1,75.4807,0.2690,0
1.0350,1,75.2892,0.2680,0
1.0360,1,75.0978,0.2650,0
1.0370,1,74.9064,0.2680,0
1.0380,1,74.7150,0.2690,0
1.0390,1,74.5238,0.2650,0
1.0400,1,74.3326,0.2630,0
1.0410,1,74.1414,0.2680,0
1.0420,1,73.9503,0.2680,0
1.0430,1,73.7593,0.2670,0
1.0440,1,73.5683,0.2670,0
1.0450,1,73.3774,0.2650,0
1.0460,1,73.1866,0.2680,0
1.0470,1,72.9958,0.2690,0
1.0480,1,72.8051,0.2690,0
1.0490,1,72.6144,0.2680,0
1.0500,1,72.4238,0.2640,0
1.0510,1,72.2332,0.2650,0
1.0520,1,72.0428,0.2650,0
1.0530,1,71.8523,0.2660,0
1.0540,1,71.6620,0.2690,0
1.0550,1,71.4717,0.2680,0
1.0560,1,71.2815,0.2670,0
1.0570,1,71.0913,0.2680,0
1.0580,1,70.9012,0.2690,0
1.0590,1,70.7111,0.2690,0
1.0600,1,70.5212,0.2690,0
1.0610,1,70.3312,0.2690,0
1.0620,1,70.1414,0.2680,0
1.0630,1,69.9516,0.2670,0
1.0640,1,69.7619,0.2670,0
1.0650,1,69.5722,0.2680,0
1.0660,1,69.3826,0.2680,0
1.0670,1,69.1930,0.2680,0
1.0680,1,69.0035,0.2690,0
1.0690,1,68.8141,0.2660,0
1.0700,1,68.6248,0.2670,0
1.0710,1,68.4355,0.2650,0
1.0720,1,68.2463,0.2670,0
1.0730,1,68.0571,0.2680,0
1.0740,1,67.8680,0.2700,0
1.0750,1,67.6789,0.2670,0
1.0760,1,67.4901,0.2990,0
1.0770,1,67.3014,0.2910,0
1.0780,1,67.1131,0.2680,0
1.0790,1,66.9250,0.2690,0
1.0800,1,66.7372,0.2680,0
1.0810,1,66.5497,0.2670,0
1.0820,1,66.3624,0.2670,0
1.0830,1,66.1754,0.2680,0
1.0840,1,65.9887,0.2700,0
1.0850,1,65.8023,0.2660,0
1.0860,1,65.6161,0.2680,0
1.0870,1,65.4302,0.2660,0
1.0880,1,65.2446,0.2720,0
1.0890,1,65.0592,0.2690,0
1.0900,1,64.8741,0.2680,0
1.0910,1,64.6893,0.2660,0
1.0920,1,64.5047,0.2700,0
1.0930,1,64.3204,0.2690,0
1.0940,1,64.1364,0.2700,0
1.0950,1,63.9526,0.2690,0
1.0960,1,63.7692,0.2670,0
1.0970,1,63.5859,0.2710,0
1.0980,1,63.4030,0.2690,0
1.0990,1,63.2203,0.2680,0
1.1000,1,63.0379,0.2720,0
1.1010,1,62.8558,0.2690,0
1.1020,1,62.6739,0.2700,0
1.1030,1,62.4924,0.2690,0
1.1040,1,62.3110,0.2710,0
1.1050,1,62.1300,0.2690,0
1.1060,1,61.9492,0.2720,0
1.1070,1,61.7687,0.2670,0
1.1080,1,61.5884,0.2680,0
1.1090,1,61.4085,0.2690,0
1.1100,1,61.2287,0.2690,0
1.1110,1,61.0493,0.2670,0
1.1120,1,60.8701,0.2710,0
1.1130,1,60.6912,0.2690,0
1.1140,1,60.5126,0.2680,0
1.1150,1,60.3342,0.2670,0
1.1160,1,60.1562,0.2680,0
1.1170,1,59.9783,0.2700,0
1.1180,1,59.8008,0.2690,0
1.1190,1,59.6235,0.2660,0
1.1200,1,59.4465,0.2700,0
1.1210,1,59.2697,0.2660,0
1.1220,1,59.0932,0.2700,0
1.1230,1,58.9170,0.2680,0
1.1240,1,58.7411,0.2730,0
1.1250,1,58.5654,0.2700,0
1.1260,1,58.3900,0.2690,0
1.1270,1,58.2149,0.2660,0
1.1280,1,58.0400,0.2690,0
1.1290,1,57.8654,0.2720,0
1.1300,1,57.6911,0.2680,0
1.1310,1,57.5170,0.2690,0
1.1320,1,57.3432,0.2700,0
1.1330,1,57.1697,0.2700,0
1.1340,1,56.9964,0.2700,0
1.1350,1,56.8234,0.2680,0
1.1360,1,56.6507,0.2720,0
1.1370,1,56.4782,0.2690,0
1.1380,1,56.3060,0.2690,0
1.1390,1,56.1341,0.2680,0
1.1400,1,55.9624,0.2680,0
1.1410,1,55.7911,0.2680,0
1.1420,1,55.6199,0.2690,0
1.1430,1,55.4491,0.2680,0
1.1440,1,55.2785,0.2680,0
1.1450,1,55.1082,0.2700,0
1.1460,1,54.9381,0.2700,0
1.1470,1,54.7683,0.2680,0
1.1480,1,54.5988,0.2690,0
1.1490,1,54.4296,0.2680,0
1.1500,1,54.2606,0.2700,0
1.1510,1,54.0919,0.2670,0
1.1520,1,53.9234,0.2690,0
1.1530,1,53.7552,0.2670,0
1.1540,1,53.5873,0.2660,0
1.1550,1,53.4197,0.2670,0
1.1560,1,53.2523,0.2690,0
1.1570,1,53.0852,0.2700,0
1.1580,1,52.9183,0.2700,0
1.1590,1,52.7517,0.2650,0
1.1600,1,52.5854,0.2670,0
1.1610,1,52.4194,0.2700,0
1.1620,1,52.2536,0.2680,0
1.1630,1,52.0881,0.2680,0
1.1640,1,51.9228,0.2690,0
1.1650,1,51.7578,0.5260,0
1.1660,1,51.5931,0.2890,0
1.1670,1,51.4286,0.3430,0
1.1680,1,51.2645,0.2740,0
1.1690,1,51.1005,0.2740,0
1.1700,1,50.9369,0.2750,0
1.1710,1,50.7735,0.2760,0
1.1720,1,50.6104,0.2770,0
1.1730,1,50.4475,0.2760,0
1.1740,1,50.2849,0.2770,0
1.1750,1,50.1226,0.2750,0
1.1760,1,49.9605,0.2720,0
1.1770,1,49.7987,0.2770,0
1.1780,1,49.6372,0.2740,0
1.1790,1,49.4759,0.2720,0
1.1800,1,49.3149,0.2750,0
1.1810,1,49.1542,0.2740,0
1.1820,1,48.9937,0.2740,0
1.1830,1,48.8335,0.2740,0
1.1840,1,48.6736,0.2740,0
1.1850,1,48.5139,0.2750,0
1.1860,1,48.3545,0.2710,0
1.1870,1,48.1953,0.2730,0
1.1880,1,48.0364,0.2750,0
1.1890,1,47.8778,0.2780,0
1.1900,1,47.7194,0.2760,0
1.1910,1,47.5614,0.2730,0
1.1920,1,47.4035,0.2740,0
1.1930,1,47.2460,0.2720,0
1.1940,1,47.0887,0.2760,0
1.1950,1,46.9316,0.2730,0
1.1960,1,46.7749,0.2750,0
1.1970,1,46.6184,0.2760,0
1.1980,1,46.4621,0.2720,0
1.1990,1,46.3061,0.2740,0
1.2000,1,46.1504,0.2760,0
1.2010,1,45.9950,0.2760,0
1.2020,1,45.8398,0.2770,0
1.2030,1,45.6848,0.2760,0
1.2040,1,45.5302,0.2730,0
1.2050,1,45.3758,0.2750,0
1.2060,1,45.2216,0.2770,0
1.2070,1,45.0678,0.2730,0
1.2080,1,44.9142,0.2760,0
1.2090,1,44.7608,0.2750,0
1.2100,1,44.6077,0.2720,0
1.2110,1,44.4549,0.2740,0
1.2120,1,44.3024,0.2710,0
1.2130,1,44.1501,0.2750,0
1.2140,1,43.9980,0.2720,0
1.2150,1,43.8463,0.2730,0
1.2160,1,43.6947,0.2750,0
1.2170,1,43.5435,0.2780,0
1.2180,1,43.3925,0.2730,0
1.2190,1,43.2418,0.2730,0
1.2200,1,43.0913,0.2750,0
1.2210,1,42.9411,0.2740,0
1.2220,1,42.7912,0.2730,0
1.2230,1,42.6415,0.2720,0
1.2240,1,42.4921,0.2750,0
1.2250,1,42.3430,0.3430,0
1.2260,1,42.1941,0.2710,0
1.2270,1,42.0454,0.2740,0
1.2280,1,41.8971,0.2740,0
1.2290,1,41.7490,0.2740,0
1.2300,1,41.6011,0.2730,0
1.2310,1,41.4535,0.2740,0
1.2320,1,41.3062,0.2760,0
1.2330,1,41.1592,0.2730,0
1.2340,1,41.0124,0.2730,0
1.2350,1,40.8658,0.2730,0
1.2360,1,40.7195,0.2740,0
1.2370,1,40.5735,0.2750,0
1.2380,1,40.4278,0.2750,0
1.2390,1,40.2823,0.2760,0
1.2400,1,40.1370,0.2730,0
1.2410,1,39.9920,0.2730,0
1.2420,1,39.8473,0.2720,0
1.2430,1,39.7029,0.2740,0
1.2440,1,39.5587,0.2730,0
1.2450,1,39.4147,0.2740,0
1.2460,1,39.2711,0.2730,0
1.2470,1,39.1276,0.2780,0
1.2480,1,38.9845,0.2720,0
1.2490,1,38.8416,0.2740,0
1.2500,1,38.6989,0.2720,0
1.2510,1,38.5566,0.2730,0
1.2520,1,38.4144,0.2720,0
1.2530,1,38.2726,0.2740,0
1.2540,1,38.1310,0.2750,0
1.2550,1,37.9896,0.2740,0
1.2560,1,37.8485,0.2720,0
1.2570,1,37.7077,0.2740,0
1.2580,1,37.5671,0.2720,0
1.2590,1,37.4268,0.2720,0
1.2600,1,37.2868,0.2730,0
1.2610,1,37.1470,0.2730,0
1.2620,1,37.0074,0.2740,0
1.2630,1,36.8682,0.2740,0
1.2640,1,36.7291,0.2740,0
1.2650,1,36.5904,0.2750,0
1.2660,1,36.4519,0.2730,0
1.2670,1,36.3136,0.2760,0
1.2680,1,36.1756,0.2750,0
1.2690,1,36.0379,0.2750,0
1.2700,1,35.9004,0.2750,0
1.2710,1,35.7632,0.2760,0
1.2720,1,35.6263,0.2730,0
1.2730,1,35.4896,0.2740,0
1.2740,1,35.3531,0.2730,0
1.2750,1,35.2169,0.2760,0
1.2760,1,35.0810,0.2740,0
1.2770,1,34.9453,0.2740,0
1.2780,1,34.8099,0.2730,0
1.2790,1,34.6747,0.2770,0
1.2800,1,34.5398,0.2730,0
1.2810,1,34.4052,0.2740,0
1.2820,1,34.2708,0.2720,0
1.2830,1,34.1366,0.2730,0
1.2840,1,34.0027,0.2740,0
1.2850,1,33.8691,0.2740,0
1.2860,1,33.7357,0.2720,0
1.2870,1,33.6026,0.2730,0
1.2880,1,33.4698,0.2720,0
1.2890,1,33.3371,0.2720,0
1.2900,1,33.2048,0.2710,0
1.2910,1,33.0727,0.2750,0
1.2920,1,32.9408,0.2730,0
1.2930,1,32.8093,0.2740,0
1.2940,1,32.6779,0.2730,0
1.2950,1,32.5468,0.2750,0
1.2960,1,32.4160,0.2740,0
1.2970,1,32.2854,0.2740,0
1.2980,1,32.1551,0.2730,0
1.2990,1,32.0251,0.2740,0
1.3000,1,31.8953,0.2740,0
1.3010,1,31.7657,0.2730,0
1.3020,1,31.6364,0.2740,0
1.3030,1,31.5073,0.2740,0
1.3040,1,31.3786,0.2740,0
1.3050,1,31.2500,0.2730,0
1.3060,1,31.1217,0.2740,0
1.3070,1,30.9937,0.2720,0
1.3080,1,30.8659,0.2730,0
1.3090,1,30.7384,0.2750,0
1.3100,1,30.6111,0.2750,0
1.3110,1,30.4841,0.2740,0
1.3120,1,30.3573,0.2730,0
1.3130,1,30.2308,0.2740,0
1.3140,1,30.1045,0.2740,0
1.3150,1,29.9785,0.2760,0
1.3160,1,29.8527,0.2740,0
1.3170,1,29.7272,0.2730,0
1.3180,1,29.6019,0.2730,0
1.3190,1,29.4769,0.2750,0
1.3200,1,29.3521,0.2720,0
1.3210,1,29.2276,0.2740,0
1.3220,1,29.1034,0.2720,0
1.3230,1,28.9794,0.2730,0
1.3240,1,28.8556,0.2720,0
1.3250,1,28.7321,0.2730,0
1.3260,1,28.6088,0.2720,0
1.3270,1,28.4858,0.2750,0
1.3280,1,28.3631,0.2720,0
1.3290,1,28.2406,0.2740,0
1.3300,1,28.1183,0.2720,0
1.3310,1,27.9963,0.2740,0
1.3320,1,27.8745,0.2720,0
1.3330,1,27.7530,0.2750,0
1.3340,1,27.6318,0.2730,0
1.3350,1,27.5108,0.2720,0
1.3360,1,27.3900,0.2730,0
1.3370,1,27.2695,0.2740,0
1.3380,1,27.1492,0.2720,0
1.3390,1,27.0292,0.2740,0
1.3400,1,26.9094,0.2730,0
1.3410,1,26.7899,0.2730,0
1.3420,1,26.6706,0.2720,0
1.3430,1,26.5516,0.2750,0
1.3440,1,26.4328,0.2740,0
1.3450,1,26.3143,0.3090,0
1.3460,1,26.1960,0.2870,0
1.3470,1,26.0780,0.2720,0
1.3480,1,25.9602,0.2750,0
1.3490,1,25.8426,0.2720,0
1.3500,1,25.7253,0.2750,0
1.3510,1,25.6083,0.2730,0
1.3520,1,25.4915,0.2720,0
1.3530,1,25.3749,0.2700,0
1.3540,1,25.2586,0.2740,0
1.3550,1,25.1425,0.2730,0
1.3560,1,25.0267,0.2730,0
1.3570,1,24.9112,0.2730,0
1.3580,1,24.7958,0.2710,0
1.3590,1,24.6807,0.2730,0
1.3600,1,24.5659,0.2730,0
1.3610,1,24.4513,0.2720,0
1.3620,1,24.3370,0.2730,0
1.3630,1,24.2229,0.2720,0
1.3640,1,24.1090,0.2730,0
1.3650,1,23.9954,0.2720,0
1.3660,1,23.8820,0.2740,0
1.3670,1,23.7689,0.2700,0
1.3680,1,23.6560,0.2730,0
1.3690,1,23.5433,0.2690,0
1.3700,1,23.4309,0.2740,0
1.3710,1,23.3188,0.2720,0
1.3720,1,23.2069,0.2730,0
1.3730,1,23.0952,0.2730,0
1.3740,1,22.9838,0.2740,0
1.3750,1,22.8726,0.2730,0
1.3760,1,22.7616,0.2730,0
1.3770,1,22.6509,0.2710,0
1.3780,1,22.5405,0.2700,0
1.3790,1,22.4303,0.2740,0
1.3800,1,22.3203,0.2720,0
1.3810,1,22.2106,0.2720,0
1.3820,1,22.1011,0.2720,0
1.3830,1,21.9918,0.2760,0
1.3840,1,21.8828,0.2730,0
1.3850,1,21.7740,0.3090,0
1.3860,1,21.6655,0.3030,0
1.3870,1,21.5572,0.2790,0
1.3880,1,21.4492,0.2720,0
1.3890,1,21.3413,0.2690,0
1.3900,1,21.2338,0.2710,0
1.3910,1,21.1264,0.2720,0
1.3920,1,21.0193,0.2690,0
1.3930,1,20.9125,0.2740,0
1.3940,1,20.8059,0.2710,0
1.3950,1,20.6995,0.2690,0
1.3960,1,20.5934,0.2700,0
1.3970,1,20.4875,0.2710,0
1.3980,1,20.3818,0.2710,0
1.3990,1,20.2764,0.2720,0
1.4000,1,20.1712,0.2700,0
1.4010,1,20.0662,0.2690,0
1.4020,1,19.9615,0.2730,0
1.4030,1,19.8570,0.2710,0
1.4040,1,19.7528,0.2690,0
1.4050,1,19.6488,0.2710,0
1.4060,1,19.5450,0.2700,0
1.4070,1,19.4415,0.2700,0
1.4080,1,19.3382,0.2720,0
1.4090,1,19.2352,0.2710,0
1.4100,1,19.1323,0.2730,0
1.4110,1,19.0298,0.2700,0
1.4120,1,18.9274,0.2720,0
1.4130,1,18.8253,0.2740,0
1.4140,1,18.7234,0.2720,0
1.4150,1,18.6218,0.2710,0
1.4160,1,18.5203,0.2720,0
1.4170,1,18.4192,0.2720,0
1.4180,1,18.3182,0.2730,0
1.4190,1,18.2175,0.2700,0
1.4200,1,18.1170,0.2710,0
1.4210,1,18.0168,0.2710,0
1.4220,1,17.9168,0.2710,0
1.4230,1,17.8170,0.2720,0
1.4240,1,17.7174,0.2720,0
1.4250,1,17.6181,0.2710,0
1.4260,1,17.5191,0.2720,0
1.4270,1,17.4202,0.2700,0
1.4280,1,17.3216,0.2710,0
1.4290,1,17.2232,0.2730,0
1.4300,1,17.1250,0.2700,0
1.4310,1,17.0271,0.2690,0
1.4320,1,16.9294,0.2710,0
1.4330,1,16.8320,0.2710,0
1.4340,1,16.7347,0.2700,0
1.4350,1,16.6377,0.2680,0
1.4360,1,16.5410,0.2690,0
1.4370,1,16.4444,0.2690,0
1.4380,1,16.3481,0.2690,0
1.4390,1,16.2520,0.2680,0
1.4400,1,16.1562,0.2710,0
1.4410,1,16.0605,0.2720,0
1.4420,1,15.9651,0.2700,0
1.4430,1,15.8700,0.2700,0
1.4440,1,15.7750,0.2700,0
1.4450,1,15.6803,0.2690,0
1.4460,1,15.5858,0.2710,0
1.4470,1,15.4916,0.2720,0
1.4480,1,15.3975,0.2740,0
1.4490,1,15.3037,0.2720,0
1.4500,1,15.2102,0.2720,0
1.4510,1,15.1168,0.2710,0
1.4520,1,15.0237,0.2740,0
1.4530,1,14.9308,0.2740,0
1.4540,1,14.8381,0.2700,0
1.4550,1,14.7457,0.2700,0
1.4560,1,14.6535,0.2710,0
1.4570,1,14.5615,0.2740,0
1.4580,1,14.4697,0.2730,0
1.4590,1,14.3781,0.2680,0
1.4600,1,14.2868,0.2710,0
1.4610,1,14.1957,0.2710,0
1.4620,1,14.1049,0.2710,0
1.4630,1,14.0142,0.2720,0
