Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Error,Reached
19.8390,3,-10.8715,-1.7777,18.5952,-35.4620,31.2054,-14.9994,86.9286,0
19.8400,3,-10.8671,-1.7677,18.5934,-35.4545,31.2051,-14.9867,86.9101,0
19.8410,3,-10.8627,-1.7577,18.5916,-35.4469,31.2049,-14.9739,86.8916,0
19.8420,3,-10.8582,-1.7477,18.5898,-35.4394,31.2046,-14.9611,86.8731,0
19.8430,3,-10.8538,-1.7377,18.5879,-35.4318,31.2044,-14.9483,86.8545,0
19.8440,3,-10.8493,-1.7277,18.5861,-35.4243,31.2041,-14.9355,86.8360,0
19.8450,3,-10.8449,-1.7177,18.5843,-35.4167,31.2039,-14.9228,86.8175,0
19.8460,3,-10.8405,-1.7077,18.5825,-35.4092,31.2036,-14.9100,86.7989,0
19.8470,3,-10.8360,-1.6977,18.5807,-35.4017,31.2034,-14.8972,86.7804,0
19.8480,3,-10.8316,-1.6877,18.5788,-35.3941,31.2031,-14.8844,86.7619,0
19.8490,3,-10.8271,-1.6777,18.5770,-35.3866,31.2028,-14.8716,86.7434,0
19.8500,3,-10.8227,-1.6677,18.5752,-35.3790,31.2026,-14.8589,86.7248,0
19.8510,3,-10.8183,-1.6577,18.5734,-35.3715,31.2023,-14.8461,86.7063,0
19.8520,3,-10.8138,-1.6477,18.5715,-35.3640,31.2021,-14.8333,86.6878,0
19.8530,3,-10.8094,-1.6377,18.5697,-35.3564,31.2018,-14.8205,86.6692,0
19.8540,3,-10.8049,-1.6277,18.5679,-35.3489,31.2016,-14.8077,86.6507,0
19.8550,3,-10.8005,-1.6177,18.5661,-35.3413,31.2013,-14.7950,86.6322,0
19.8560,3,-10.7961,-1.6077,18.5642,-35.3338,31.2011,-14.7822,86.6137,0
19.8570,3,-10.7916,-1.5977,18.5624,-35.3263,31.2008,-14.7694,86.5951,0
19.8580,3,-10.7872,-1.5877,18.5606,-35.3187,31.2005,-14.7566,86.5766,0
19.8590,3,-10.7827,-1.5777,18.5588,-35.3112,31.2003,-14.7438,86.5581,0
19.8600,3,-10.7783,-1.5677,18.5570,-35.3036,31.2000,-14.7310,86.5395,0
19.8610,3,-10.7739,-1.5577,18.5551,-35.2961,31.1998,-14.7183,86.5210,0
19.8620,3,-10.7694,-1.5477,18.5533,-35.2886,31.1995,-14.7055,86.5025,0
19.8630,3,-10.7650,-1.5377,18.5515,-35.2810,31.1993,-14.6927,86.4840,0
19.8640,3,-10.7605,-1.5277,18.5497,-35.2735,31.1990,-14.6799,86.4654,0
19.8650,3,-10.7561,-1.5177,18.5478,-35.2659,31.1988,-14.6671,86.4469,0
19.8660,3,-10.7517,-1.5077,18.5460,-35.2584,31.1985,-14.6544,86.4284,0
19.8670,3,-10.7472,-1.4977,18.5442,-35.2509,31.1982,-14.6416,86.4098,0
19.8680,3,-10.7428,-1.4877,18.5424,-35.2433,31.1980,-14.6288,86.3913,0
19.8690,3,-10.7383,-1.4777,18.5405,-35.2358,31.1977,-14.6160,86.3728,0
19.8700,3,-10.7339,-1.4677,18.5387,-35.2282,31.1975,-14.6032,86.3543,0
19.8710,3,-10.7295,-1.4577,18.5369,-35.2207,31.1972,-14.5905,86.3357,0
19.8720,3,-10.7250,-1.4477,18.5351,-35.2131,31.1970,-14.5777,86.3172,0
19.8730,3,-10.7206,-1.4377,18.5333,-35.2056,31.1967,-14.5649,86.2987,0
19.8740,3,-10.7161,-1.4277,18.5314,-35.1981,31.1965,-14.5521,86.2801,0
19.8750,3,-10.7117,-1.4177,18.5296,-35.1905,31.1962,-14.5393,86.2616,0
19.8760,3,-10.7073,-1.4077,18.5278,-35.1830,31.1959,-14.5265,86.2431,0
19.8770,3,-10.7028,-1.3977,18.5260,-35.1754,31.1957,-14.5138,86.2245,0
19.8780,3,-10.6984,-1.3877,18.5241,-35.1679,31.1954,-14.5010,86.2060,0
19.8790,3,-10.6939,-1.3777,18.5223,-35.1604,31.1952,-14.4882,86.1875,0
19.8800,3,-10.6895,-1.3677,18.5205,-35.1528,31.1949,-14.4754,86.1690,0
19.8810,3,-10.6851,-1.3577,18.5187,-35.1453,31.1947,-14.4626,86.1504,0
19.8820,3,-10.6806,-1.3477,18.5168,-35.1377,31.1944,-14.4499,86.1319,0
19.8830,3,-10.6762,-1.3377,18.5150,-35.1302,31.1942,-14.4371,86.1134,0
19.8840,3,-10.6717,-1.3277,18.5132,-35.1227,31.1939,-14.4243,86.0948,0
19.8850,3,-10.6673,-1.3177,18.5114,-35.1151,31.1936,-14.4115,86.0763,0
19.8860,3,-10.6629,-1.3077,18.5096,-35.1076,31.1934,-14.3987,86.0578,0
19.8870,3,-10.6584,-1.2977,18.5077,-35.1000,31.1931,-14.3860,86.0393,0
19.8880,3,-10.6540,-1.2877,18.5059,-35.0925,31.1929,-14.3732,86.0207,0
19.8890,3,-10.6495,-1.2777,18.5041,-35.0850,31.1926,-14.3604,86.0022,0
19.8900,3,-10.6451,-1.2677,18.5023,-35.0774,31.1924,-14.3476,85.9837,0
19.8910,3,-10.6407,-1.2577,18.5004,-35.0699,31.1921,-14.3348,85.9651,0
19.8920,3,-10.6362,-1.2477,18.4986,-35.0623,31.1919,-14.3220,85.9466,0
19.8930,3,-10.6318,-1.2377,18.4968,-35.0548,31.1916,-14.3093,85.9281,0
19.8940,3,-10.6273,-1.2277,18.4950,-35.0472,31.1913,-14.2965,85.9096,0
19.8950,3,-10.6229,-1.2177,18.4931,-35.0397,31.1911,-14.2837,85.8910,0
19.8960,3,-10.6185,-1.2077,18.4913,-35.0322,31.1908,-14.2709,85.8725,0
19.8970,3,-10.6140,-1.1977,18.4895,-35.0246,31.1906,-14.2581,85.8540,0
19.8980,3,-10.6096,-1.1877,18.4877,-35.0171,31.1903,-14.2454,85.8354,0
19.8990,3,-10.6051,-1.1777,18.4859,-35.0095,31.1901,-14.2326,85.8169,0
19.9000,3,-10.6007,-1.1677,18.4840,-35.0020,31.1898,-14.2198,85.7984,0
19.9010,3,-10.5963,-1.1577,18.4822,-34.9945,31.1896,-14.2070,85.7799,0
19.9020,3,-10.5918,-1.1477,18.4804,-34.9869,31.1893,-14.1942,85.7613,0
19.9030,3,-10.5874,-1.1377,18.4786,-34.9794,31.1890,-14.1815,85.7428,0
19.9040,3,-10.5829,-1.1277,18.4767,-34.9718,31.1888,-14.1687,85.7243,0
19.9050,3,-10.5785,-1.1177,18.4749,-34.9643,31.1885,-14.1559,85.7057,0
19.9060,3,-10.5741,-1.1077,18.4731,-34.9568,31.1883,-14.1431,85.6872,0
19.9070,3,-10.5696,-1.0977,18.4713,-34.9492,31.1880,-14.1303,85.6687,0
19.9080,3,-10.5652,-1.0877,18.4694,-34.9417,31.1878,-14.1176,85.6502,0
19.9090,3,-10.5607,-1.0777,18.4676,-34.9341,31.1875,-14.1048,85.6316,0
19.9100,3,-10.5563,-1.0677,18.4658,-34.9266,31.1873,-14.0920,85.6131,0
19.9110,3,-10.5519,-1.0577,18.4640,-34.9191,31.1870,-14.0792,85.5946,0
19.9120,3,-10.5474,-1.0477,18.4621,-34.9115,31.1867,-14.0664,85.5760,0
19.9130,3,-10.5430,-1.0377,18.4603,-34.9040,31.1865,-14.0536,85.5575,0
19.9140,3,-10.5385,-1.0277,18.4585,-34.8964,31.1862,-14.0409,85.5390,0
19.9150,3,-10.5341,-1.0177,18.4567,-34.8889,31.1860,-14.0281,85.5204,0
19.9160,3,-10.5297,-1.0077,18.4549,-34.8814,31.1857,-14.0153,85.5019,0
19.9170,3,-10.5252,-0.9977,18.4530,-34.8738,31.1855,-14.0025,85.4834,0
19.9180,3,-10.5208,-0.9877,18.4512,-34.8663,31.1852,-13.9897,85.4649,0
19.9190,3,-10.5163,-0.9777,18.4494,-34.8587,31.1850,-13.9770,85.4463,0
19.9200,3,-10.5119,-0.9677,18.4476,-34.8512,31.1847,-13.9642,85.4278,0
19.9210,3,-10.5075,-0.9577,18.4457,-34.8436,31.1845,-13.9514,85.4093,0
19.9220,3,-10.5030,-0.9477,18.4439,-34.8361,31.1842,-13.9386,85.3907,0
19.9230,3,-10.4986,-0.9377,18.4421,-34.8286,31.1839,-13.9258,85.3722,0
19.9240,3,-10.4941,-0.9277,18.4403,-34.8210,31.1837,-13.9131,85.3537,0
19.9250,3,-10.4897,-0.9177,18.4384,-34.8135,31.1834,-13.9003,85.3352,0
19.9260,3,-10.4853,-0.9077,18.4366,-34.8059,31.1832,-13.8875,85.3166,0
19.9270,3,-10.4808,-0.8977,18.4348,-34.7984,31.1829,-13.8747,85.2981,0
19.9280,3,-10.4764,-0.8877,18.4330,-34.7909,31.1827,-13.8619,85.2796,0
19.9290,3,-10.4719,-0.8777,18.4312,-34.7833,31.1824,-13.8491,85.2610,0
19.9300,3,-10.4675,-0.8677,18.4293,-34.7758,31.1822,-13.8364,85.2425,0
19.9310,3,-10.4631,-0.8577,18.4275,-34.7682,31.1819,-13.8236,85.2240,0
19.9320,3,-10.4586,-0.8477,18.4257,-34.7607,31.1816,-13.8108,85.2055,0
19.9330,3,-10.4542,-0.8377,18.4239,-34.7532,31.1814,-13.7980,85.1869,0
19.9340,3,-10.4497,-0.8277,18.4220,-34.7456,31.1811,-13.7852,85.1684,0
19.9350,3,-10.4453,-0.8177,18.4202,-34.7381,31.1809,-13.7725,85.1499,0
19.9360,3,-10.4409,-0.8077,18.4184,-34.7305,31.1806,-13.7597,85.1313,0
19.9370,3,-10.4364,-0.7977,18.4166,-34.7230,31.1804,-13.7469,85.1128,0
19.9380,3,-10.4320,-0.7877,18.4147,-34.7155,31.1801,-13.7341,85.0943,0
19.9390,3,-10.4275,-0.7777,18.4129,-34.7079,31.1799,-13.7213,85.0758,0
19.9400,3,-10.4231,-0.7677,18.4111,-34.7004,31.1796,-13.7086,85.0572,0
19.9410,3,-10.4187,-0.7577,18.4093,-34.6928,31.1793,-13.6958,85.0387,0
19.9420,3,-10.4142,-0.7477,18.4075,-34.6853,31.1791,-13.6830,85.0202,0
19.9430,3,-10.4098,-0.7377,18.4056,-34.6777,31.1788,-13.6702,85.0016,0
19.9440,3,-10.4053,-0.7277,18.4038,-34.6702,31.1786,-13.6574,84.9831,0
19.9450,3,-10.4009,-0.7177,18.4020,-34.6627,31.1783,-13.6446,84.9646,0
19.9460,3,-10.3965,-0.7077,18.4002,-34.6551,31.1781,-13.6319,84.9461,0
19.9470,3,-10.3920,-0.6977,18.3983,-34.6476,31.1778,-13.6191,84.9275,0
19.9480,3,-10.3876,-0.6877,18.3965,-34.6400,31.1776,-13.6063,84.9090,0
19.9490,3,-10.3831,-0.6777,18.3947,-34.6325,31.1773,-13.5935,84.8905,0
19.9500,3,-10.3787,-0.6677,18.3929,-34.6250,31.1770,-13.5807,84.8719,0
19.9510,3,-10.3743,-0.6577,18.3910,-34.6174,31.1768,-13.5680,84.8534,0
19.9520,3,-10.3698,-0.6477,18.3892,-34.6099,31.1765,-13.5552,84.8349,0
19.9530,3,-10.3654,-0.6377,18.3874,-34.6023,31.1763,-13.5424,84.8163,0
19.9540,3,-10.3609,-0.6277,18.3856,-34.5948,31.1760,-13.5296,84.7978,0
19.9550,3,-10.3565,-0.6177,18.3838,-34.5873,31.1758,-13.5168,84.7793,0
19.9560,3,-10.3521,-0.6077,18.3819,-34.5797,31.1755,-13.5041,84.7608,0
19.9570,3,-10.3476,-0.5977,18.3801,-34.5722,31.1753,-13.4913,84.7422,0
19.9580,3,-10.3432,-0.5877,18.3783,-34.5646,31.1750,-13.4785,84.7237,0
19.9590,3,-10.3387,-0.5777,18.3765,-34.5571,31.1747,-13.4657,84.7052,0
19.9600,3,-10.3343,-0.5677,18.3746,-34.5496,31.1745,-13.4529,84.6866,0
19.9610,3,-10.3299,-0.5577,18.3728,-34.5420,31.1742,-13.4401,84.6681,0
19.9620,3,-10.3254,-0.5477,18.3710,-34.5345,31.1740,-13.4274,84.6496,0
19.9630,3,-10.3210,-0.5377,18.3692,-34.5269,31.1737,-13.4146,84.6311,0
19.9640,3,-10.3165,-0.5277,18.3673,-34.5194,31.1735,-13.4018,84.6125,0
19.9650,3,-10.3121,-0.5177,18.3655,-34.5119,31.1732,-13.3890,84.5940,0
19.9660,3,-10.3077,-0.5077,18.3637,-34.5043,31.1730,-13.3762,84.5755,0
19.9670,3,-10.3032,-0.4977,18.3619,-34.4968,31.1727,-13.3635,84.5569,0
19.9680,3,-10.2988,-0.4877,18.3600,-34.4892,31.1724,-13.3507,84.5384,0
19.9690,3,-10.2943,-0.4777,18.3582,-34.4817,31.1722,-13.3379,84.5199,0
19.9700,3,-10.2899,-0.4677,18.3564,-34.4741,31.1719,-13.3251,84.5014,0
19.9710,3,-10.2855,-0.4577,18.3546,-34.4666,31.1717,-13.3123,84.4828,0
19.9720,3,-10.2810,-0.4477,18.3528,-34.4591,31.1714,-13.2996,84.4643,0
19.9730,3,-10.2766,-0.4377,18.3509,-34.4515,31.1712,-13.2868,84.4458,0
19.9740,3,-10.2721,-0.4277,18.3491,-34.4440,31.1709,-13.2740,84.4272,0
19.9750,3,-10.2677,-0.4177,18.3473,-34.4364,31.1707,-13.2612,84.4087,0
19.9760,3,-10.2633,-0.4077,18.3455,-34.4289,31.1704,-13.2484,84.3902,0
19.9770,3,-10.2588,-0.3977,18.3436,-34.4214,31.1701,-13.2357,84.3717,0
19.9780,3,-10.2544,-0.3877,18.3418,-34.4138,31.1699,-13.2229,84.3531,0
19.9790,3,-10.2499,-0.3777,18.3400,-34.4063,31.1696,-13.2101,84.3346,0
19.9800,3,-10.2455,-0.3677,18.3382,-34.3987,31.1694,-13.1973,84.3161,0
19.9810,3,-10.2411,-0.3577,18.3363,-34.3912,31.1691,-13.1845,84.2975,0
19.9820,3,-10.2366,-0.3477,18.3345,-34.3837,31.1689,-13.1717,84.2790,0
19.9830,3,-10.2322,-0.3377,18.3327,-34.3761,31.1686,-13.1590,84.2605,0
19.9840,3,-10.2278,-0.3277,18.3309,-34.3686,31.1684,-13.1462,84.2420,0
19.9850,3,-10.2233,-0.3177,18.3291,-34.3610,31.1681,-13.1334,84.2234,0
19.9860,3,-10.2189,-0.3077,18.3272,-34.3535,31.1678,-13.1206,84.2049,0
19.9870,3,-10.2144,-0.2977,18.3254,-34.3460,31.1676,-13.1078,84.1864,0
19.9880,3,-10.2100,-0.2877,18.3236,-34.3384,31.1673,-13.0951,84.1678,0
19.9890,3,-10.2056,-0.2777,18.3218,-34.3309,31.1671,-13.0823,84.1493,0
19.9900,3,-10.2011,-0.2677,18.3199,-34.3233,31.1668,-13.0695,84.1308,0
19.9910,3,-10.1967,-0.2577,18.3181,-34.3158,31.1666,-13.0567,84.1122,0
19.9920,3,-10.1922,-0.2477,18.3163,-34.3082,31.1663,-13.0439,84.0937,0
19.9930,3,-10.1878,-0.2377,18.3145,-34.3007,31.1661,-13.0312,84.0752,0
19.9940,3,-10.1834,-0.2277,18.3126,-34.2932,31.1658,-13.0184,84.0567,0
19.9950,3,-10.1789,-0.2177,18.3108,-34.2856,31.1655,-13.0056,84.0381,0
19.9960,3,-10.1745,-0.2077,18.3090,-34.2781,31.1653,-12.9928,84.0196,0
19.9970,3,-10.1700,-0.1977,18.3072,-34.2705,31.1650,-12.9800,84.0011,0
19.9980,3,-10.1656,-0.1877,18.3054,-34.2630,31.1648,-12.9672,83.9825,0
19.9990,3,-10.1612,-0.1777,18.3035,-34.2555,31.1645,-12.9545,83.9640,0
20.0000,3,-10.1567,-0.1677,18.3017,-34.2479,31.1643,-12.9417,83.9455,0
20.0010,3,-10.1523,-0.1577,18.2999,-34.2404,31.1640,-12.9289,83.9270,0
20.0020,3,-10.1478,-0.1477,18.2981,-34.2328,31.1638,-12.9161,83.9084,0
20.0030,3,-10.1434,-0.1377,18.2962,-34.2253,31.1635,-12.9033,83.8899,0
20.0040,3,-10.1390,-0.1277,18.2944,-34.2178,31.1632,-12.8906,83.8714,0
20.0050,3,-10.1345,-0.1177,18.2926,-34.2102,31.1630,-12.8778,83.8528,0
20.0060,3,-10.1301,-0.1077,18.2908,-34.2027,31.1627,-12.8650,83.8343,0
20.0070,3,-10.1256,-0.0977,18.2889,-34.1951,31.1625,-12.8522,83.8158,0
20.0080,3,-10.1212,-0.0877,18.2871,-34.1876,31.1622,-12.8394,83.7973,0
20.0090,3,-10.1168,-0.0777,18.2853,-34.1801,31.1620,-12.8267,83.7787,0
20.0100,3,-10.1123,-0.0677,18.2835,-34.1725,31.1617,-12.8139,83.7602,0
20.0110,3,-10.1079,-0.0577,18.2817,-34.1650,31.1615,-12.8011,83.7417,0
20.0120,3,-10.1034,-0.0477,18.2798,-34.1574,31.1612,-12.7883,83.7231,0
20.0130,3,-10.0990,-0.0377,18.2780,-34.1499,31.1609,-12.7755,83.7046,0
20.0140,3,-10.0946,-0.0277,18.2762,-34.1424,31.1607,-12.7627,83.6861,0
20.0150,3,-10.0901,-0.0177,18.2744,-34.1348,31.1604,-12.7500,83.6676,0
20.0160,3,-10.0857,-0.0077,18.2725,-34.1273,31.1602,-12.7372,83.6490,0
20.0170,3,-10.0812,0.0023,18.2707,-34.1197,31.1599,-12.7244,83.6305,0
20.0180,3,-10.0768,0.0123,18.2689,-34.1122,31.1597,-12.7116,83.6120,0
20.0190,3,-10.0724,0.0223,18.2671,-34.1046,31.1594,-12.6988,83.5934,0
20.0200,3,-10.0679,0.0323,18.2652,-34.0971,31.1592,-12.6861,83.5749,0
20.0210,3,-10.0635,0.0423,18.2634,-34.0896,31.1589,-12.6733,83.5564,0
20.0220,3,-10.0590,0.0523,18.2616,-34.0820,31.1587,-12.6605,83.5379,0
20.0230,3,-10.0546,0.0623,18.2598,-34.0745,31.1584,-12.6477,83.5193,0
20.0240,3,-10.0502,0.0723,18.2580,-34.0669,31.1581,-12.6349,83.5008,0
20.0250,3,-10.0457,0.0823,18.2561,-34.0594,31.1579,-12.6222,83.4823,0
20.0260,3,-10.0413,0.0923,18.2543,-34.0519,31.1576,-12.6094,83.4637,0
20.0270,3,-10.0368,0.1023,18.2525,-34.0443,31.1574,-12.5966,83.4452,0
20.0280,3,-10.0324,0.1123,18.2507,-34.0368,31.1571,-12.5838,83.4267,0
20.0290,3,-10.0280,0.1223,18.2488,-34.0292,31.1569,-12.5710,83.4081,0
20.0300,3,-10.0235,0.1323,18.2470,-34.0217,31.1566,-12.5583,83.3896,0
20.0310,3,-10.0191,0.1423,18.2452,-34.0142,31.1564,-12.5455,83.3711,0
20.0320,3,-10.0146,0.1523,18.2434,-34.0066,31.1561,-12.5327,83.3526,0
20.0330,3,-10.0102,0.1623,18.2415,-33.9991,31.1558,-12.5199,83.3340,0
20.0340,3,-10.0058,0.1723,18.2397,-33.9915,31.1556,-12.5071,83.3155,0
20.0350,3,-10.0013,0.1823,18.2379,-33.9840,31.1553,-12.4943,83.2970,0
20.0360,3,-9.9969,0.1923,18.2361,-33.9765,31.1551,-12.4816,83.2784,0
20.0370,3,-9.9924,0.2023,18.2342,-33.9689,31.1548,-12.4688,83.2599,0
20.0380,3,-9.9880,0.2123,18.2324,-33.9614,31.1546,-12.4560,83.2414,0
20.0390,3,-9.9836,0.2223,18.2306,-33.9538,31.1543,-12.4432,83.2229,0
20.0400,3,-9.9791,0.2323,18.2288,-33.9463,31.1541,-12.4304,83.2043,0
20.0410,3,-9.9747,0.2423,18.2270,-33.9387,31.1538,-12.4177,83.1858,0
20.0420,3,-9.9702,0.2523,18.2251,-33.9312,31.1535,-12.4049,83.1673,0
20.0430,3,-9.9658,0.2623,18.2233,-33.9237,31.1533,-12.3921,83.1487,0
20.0440,3,-9.9614,0.2723,18.2215,-33.9161,31.1530,-12.3793,83.1302,0
20.0450,3,-9.9569,0.2823,18.2197,-33.9086,31.1528,-12.3665,83.1117,0
20.0460,3,-9.9525,0.2923,18.2178,-33.9010,31.1525,-12.3538,83.0932,0
20.0470,3,-9.9480,0.3023,18.2160,-33.8935,31.1523,-12.3410,83.0746,0
20.0480,3,-9.9436,0.3123,18.2142,-33.8860,31.1520,-12.3282,83.0561,0
20.0490,3,-9.9392,0.3223,18.2124,-33.8784,31.1518,-12.3154,83.0376,0
20.0500,3,-9.9347,0.3323,18.2105,-33.8709,31.1515,-12.3026,83.0190,0
20.0510,3,-9.9303,0.3423,18.2087,-33.8633,31.1512,-12.2898,83.0005,0
20.0520,3,-9.9258,0.3523,18.2069,-33.8558,31.1510,-12.2771,82.9820,0
20.0530,3,-9.9214,0.3623,18.2051,-33.8483,31.1507,-12.2643,82.9635,0
20.0540,3,-9.9170,0.3723,18.2033,-33.8407,31.1505,-12.2515,82.9449,0
20.0550,3,-9.9125,0.3823,18.2014,-33.8332,31.1502,-12.2387,82.9264,0
20.0560,3,-9.9081,0.3923,18.1996,-33.8256,31.1500,-12.2259,82.9079,0
20.0570,3,-9.9036,0.4023,18.1978,-33.8181,31.1497,-12.2132,82.8893,0
20.0580,3,-9.8992,0.4123,18.1960,-33.8106,31.1495,-12.2004,82.8708,0
20.0590,3,-9.8948,0.4223,18.1941,-33.8030,31.1492,-12.1876,82.8523,0
20.0600,3,-9.8903,0.4323,18.1923,-33.7955,31.1489,-12.1748,82.8338,0
20.0610,3,-9.8859,0.4423,18.1905,-33.7879,31.1487,-12.1620,82.8152,0
20.0620,3,-9.8814,0.4523,18.1887,-33.7804,31.1484,-12.1493,82.7967,0
20.0630,3,-9.8770,0.4623,18.1868,-33.7729,31.1482,-12.1365,82.7782,0
20.0640,3,-9.8726,0.4723,18.1850,-33.7653,31.1479,-12.1237,82.7596,0
20.0650,3,-9.8681,0.4823,18.1832,-33.7578,31.1477,-12.1109,82.7411,0
20.0660,3,-9.8637,0.4923,18.1814,-33.7502,31.1474,-12.0981,82.7226,0
20.0670,3,-9.8592,0.5023,18.1796,-33.7427,31.1472,-12.0853,82.7040,0
20.0680,3,-9.8548,0.5123,18.1777,-33.7351,31.1469,-12.0726,82.6855,0
20.0690,3,-9.8504,0.5223,18.1759,-33.7276,31.1466,-12.0598,82.6670,0
20.0700,3,-9.8459,0.5323,18.1741,-33.7201,31.1464,-12.0470,82.6485,0
20.0710,3,-9.8415,0.5423,18.1723,-33.7125,31.1461,-12.0342,82.6299,0
20.0720,3,-9.8370,0.5523,18.1704,-33.7050,31.1459,-12.0214,82.6114,0
20.0730,3,-9.8326,0.5623,18.1686,-33.6974,31.1456,-12.0087,82.5929,0
20.0740,3,-9.8282,0.5723,18.1668,-33.6899,31.1454,-11.9959,82.5743,0
20.0750,3,-9.8237,0.5823,18.1650,-33.6824,31.1451,-11.9831,82.5558,0
20.0760,3,-9.8193,0.5923,18.1631,-33.6748,31.1449,-11.9703,82.5373,0
20.0770,3,-9.8148,0.6023,18.1613,-33.6673,31.1446,-11.9575,82.5188,0
20.0780,3,-9.8104,0.6123,18.1595,-33.6597,31.1443,-11.9448,82.5002,0
20.0790,3,-9.8060,0.6223,18.1577,-33.6522,31.1441,-11.9320,82.4817,0
20.0800,3,-9.8015,0.6323,18.1559,-33.6447,31.1438,-11.9192,82.4632,0
20.0810,3,-9.7971,0.6423,18.1540,-33.6371,31.1436,-11.9064,82.4446,0
20.0820,3,-9.7926,0.6523,18.1522,-33.6296,31.1433,-11.8936,82.4261,0
20.0830,3,-9.7882,0.6623,18.1504,-33.6220,31.1431,-11.8809,82.4076,0
20.0840,3,-9.7838,0.6723,18.1486,-33.6145,31.1428,-11.8681,82.3891,0
20.0850,3,-9.7793,0.6823,18.1467,-33.6070,31.1426,-11.8553,82.3705,0
20.0860,3,-9.7749,0.6923,18.1449,-33.5994,31.1423,-11.8425,82.3520,0
20.0870,3,-9.7704,0.7023,18.1431,-33.5919,31.1420,-11.8297,82.3335,0
20.0880,3,-9.7660,0.7123,18.1413,-33.5843,31.1418,-11.8169,82.3149,0
20.0890,3,-9.7616,0.7223,18.1394,-33.5768,31.1415,-11.8042,82.2964,0
20.0900,3,-9.7571,0.7323,18.1376,-33.5692,31.1413,-11.7914,82.2779,0
20.0910,3,-9.7527,0.7423,18.1358,-33.5617,31.1410,-11.7786,82.2594,0
20.0920,3,-9.7482,0.7523,18.1340,-33.5542,31.1408,-11.7658,82.2408,0
20.0930,3,-9.7438,0.7623,18.1321,-33.5466,31.1405,-11.7530,82.2223,0
20.0940,3,-9.7394,0.7723,18.1303,-33.5391,31.1403,-11.7403,82.2038,0
20.0950,3,-9.7349,0.7823,18.1285,-33.5315,31.1400,-11.7275,82.1852,0
20.0960,3,-9.7305,0.7923,18.1267,-33.5240,31.1397,-11.7147,82.1667,0
20.0970,3,-9.7260,0.8023,18.1249,-33.5165,31.1395,-11.7019,82.1482,0
20.0980,3,-9.7216,0.8123,18.1230,-33.5089,31.1392,-11.6891,82.1297,0
20.0990,3,-9.7172,0.8223,18.1212,-33.5014,31.1390,-11.6764,82.1111,0
20.1000,3,-9.7127,0.8323,18.1194,-33.4938,31.1387,-11.6636,82.0926,0
20.1010,3,-9.7083,0.8423,18.1176,-33.4863,31.1385,-11.6508,82.0741,0
20.1020,3,-9.7038,0.8523,18.1157,-33.4788,31.1382,-11.6380,82.0555,0
20.1030,3,-9.6994,0.8623,18.1139,-33.4712,31.1380,-11.6252,82.0370,0
20.1040,3,-9.6950,0.8723,18.1121,-33.4637,31.1377,-11.6124,82.0185,0
20.1050,3,-9.6905,0.8823,18.1103,-33.4561,31.1374,-11.5997,81.9999,0
20.1060,3,-9.6861,0.8923,18.1084,-33.4486,31.1372,-11.5869,81.9814,0
20.1070,3,-9.6816,0.9023,18.1066,-33.4411,31.1369,-11.5741,81.9629,0
20.1080,3,-9.6772,0.9123,18.1048,-33.4335,31.1367,-11.5613,81.9444,0
20.1090,3,-9.6728,0.9223,18.1030,-33.4260,31.1364,-11.5485,81.9258,0
20.1100,3,-9.6683,0.9323,18.1012,-33.4184,31.1362,-11.5358,81.9073,0
20.1110,3,-9.6639,0.9423,18.0993,-33.4109,31.1359,-11.5230,81.8888,0
20.1120,3,-9.6594,0.9523,18.0975,-33.4034,31.1357,-11.5102,81.8702,0
20.1130,3,-9.6550,0.9623,18.0957,-33.3958,31.1354,-11.4974,81.8517,0
20.1140,3,-9.6506,0.9723,18.0939,-33.3883,31.1351,-11.4846,81.8332,0
20.1150,3,-9.6461,0.9823,18.0920,-33.3807,31.1349,-11.4719,81.8147,0
20.1160,3,-9.6417,0.9923,18.0902,-33.3732,31.1346,-11.4591,81.7961,0
20.1170,3,-9.6372,1.0023,18.0884,-33.3656,31.1344,-11.4463,81.7776,0
20.1180,3,-9.6328,1.0123,18.0866,-33.3581,31.1341,-11.4335,81.7591,0
20.1190,3,-9.6284,1.0223,18.0847,-33.3506,31.1339,-11.4207,81.7405,0
20.1200,3,-9.6239,1.0323,18.0829,-33.3430,31.1336,-11.4079,81.7220,0
20.1210,3,-9.6195,1.0423,18.0811,-33.3355,31.1334,-11.3952,81.7035,0
20.1220,3,-9.6150,1.0523,18.0793,-33.3279,31.1331,-11.3824,81.6850,0
20.1230,3,-9.6106,1.0623,18.0775,-33.3204,31.1329,-11.3696,81.6664,0
20.1240,3,-9.6062,1.0723,18.0756,-33.3129,31.1326,-11.3568,81.6479,0
20.1250,3,-9.6017,1.0823,18.0738,-33.3053,31.1323,-11.3440,81.6294,0
20.1260,3,-9.5973,1.0923,18.0720,-33.2978,31.1321,-11.3313,81.6108,0
20.1270,3,-9.5928,1.1023,18.0702,-33.2902,31.1318,-11.3185,81.5923,0
20.1280,3,-9.5884,1.1123,18.0683,-33.2827,31.1316,-11.3057,81.5738,0
20.1290,3,-9.5840,1.1223,18.0665,-33.2752,31.1313,-11.2929,81.5553,0
20.1300,3,-9.5795,1.1323,18.0647,-33.2676,31.1311,-11.2801,81.5367,0
