Time,Step,J1_Pos,J2_Pos,J3_Pos,J4_Pos,J5_Pos,J6_Pos,Q_Error,Reached
0.0000,1,0.0001,0.0001,-0.0001,0.0001,-0.0001,0.0001,217.3705,0
0.0010,1,0.0002,0.0002,-0.0004,0.0005,-0.0005,0.0005,217.3699,0
0.0020,1,0.0005,0.0005,-0.0008,0.0010,-0.0010,0.0011,217.3689,0
0.0030,1,0.0010,0.0010,-0.0014,0.0018,-0.0018,0.0020,217.3675,0
0.0040,1,0.0015,0.0015,-0.0023,0.0028,-0.0028,0.0032,217.3657,0
0.0050,1,0.0022,0.0022,-0.0032,0.0041,-0.0041,0.0046,217.3635,0
0.0060,1,0.0029,0.0029,-0.0044,0.0055,-0.0055,0.0062,217.3609,0
0.0070,1,0.0038,0.0038,-0.0058,0.0072,-0.0072,0.0082,217.3580,0
0.0080,1,0.0049,0.0049,-0.0073,0.0091,-0.0091,0.0103,217.3546,0
0.0090,1,0.0060,0.0060,-0.0090,0.0113,-0.0113,0.0128,217.3508,0
0.0100,1,0.0073,0.0073,-0.0109,0.0136,-0.0136,0.0154,217.3467,0
0.0110,1,0.0086,0.0086,-0.0130,0.0162,-0.0162,0.0184,217.3421,0
0.0120,1,0.0101,0.0101,-0.0152,0.0190,-0.0190,0.0215,217.3372,0
0.0130,1,0.0118,0.0118,-0.0176,0.0221,-0.0221,0.0250,217.3318,0
0.0140,1,0.0135,0.0134,-0.0203,0.0253,-0.0253,0.0287,217.3261,0
0.0150,1,0.0154,0.0151,-0.0230,0.0286,-0.0288,0.0326,217.3200,0
0.0160,1,0.0173,0.0167,-0.0260,0.0319,-0.0325,0.0368,217.3135,0
0.0170,1,0.0194,0.0184,-0.0292,0.0352,-0.0365,0.0413,217.3067,0
0.0180,1,0.0217,0.0200,-0.0325,0.0385,-0.0406,0.0460,217.2995,0
0.0190,1,0.0240,0.0217,-0.0360,0.0418,-0.0450,0.0510,217.2920,0
0.0200,1,0.0265,0.0233,-0.0397,0.0452,-0.0496,0.0562,217.2841,0
0.0210,1,0.0290,0.0250,-0.0436,0.0485,-0.0545,0.0617,217.2758,0
0.0220,1,0.0317,0.0266,-0.0476,0.0518,-0.0594,0.0674,217.2672,0
0.0230,1,0.0346,0.0283,-0.0518,0.0551,-0.0644,0.0734,217.2583,0
0.0240,1,0.0375,0.0299,-0.0563,0.0584,-0.0693,0.0797,217.2491,0
0.0250,1,0.0406,0.0316,-0.0608,0.0617,-0.0743,0.0862,217.2396,0
0.0260,1,0.0437,0.0333,-0.0656,0.0650,-0.0793,0.0929,217.2298,0
0.0270,1,0.0470,0.0349,-0.0706,0.0683,-0.0842,0.1000,217.2197,0
0.0280,1,0.0505,0.0366,-0.0757,0.0716,-0.0892,0.1072,217.2092,0
0.0290,1,0.0540,0.0382,-0.0810,0.0749,-0.0942,0.1148,217.1985,0
0.0300,1,0.0577,0.0399,-0.0865,0.0782,-0.0991,0.1225,217.1874,0
0.0310,1,0.0614,0.0415,-0.0922,0.0815,-0.1041,0.1306,217.1760,0
0.0320,1,0.0653,0.0432,-0.0980,0.0848,-0.1091,0.1388,217.1643,0
0.0330,1,0.0694,0.0448,-0.1040,0.0882,-0.1140,0.1474,217.1523,0
0.0340,1,0.0735,0.0465,-0.1103,0.0915,-0.1190,0.1562,217.1400,0
0.0350,1,0.0778,0.0481,-0.1166,0.0948,-0.1240,0.1652,217.1274,0
0.0360,1,0.0821,0.0498,-0.1232,0.0981,-0.1289,0.1745,217.1145,0
0.0370,1,0.0866,0.0515,-0.1298,0.1014,-0.1339,0.1841,217.1013,0
0.0380,1,0.0913,0.0531,-0.1365,0.1047,-0.1389,0.1939,217.0878,0
0.0390,1,0.0960,0.0548,-0.1431,0.1080,-0.1438,0.2040,217.0741,0
0.0400,1,0.1009,0.0564,-0.1497,0.1113,-0.1488,0.2143,217.0601,0
0.0410,1,0.1058,0.0581,-0.1564,0.1146,-0.1538,0.2249,217.0458,0
0.0420,1,0.1109,0.0597,-0.1630,0.1179,-0.1587,0.2357,217.0313,0
0.0430,1,0.1162,0.0614,-0.1696,0.1212,-0.1637,0.2468,217.0165,0
0.0440,1,0.1215,0.0630,-0.1763,0.1245,-0.1687,0.2582,217.0015,0
0.0450,1,0.1270,0.0647,-0.1829,0.1279,-0.1736,0.2698,216.9862,0
0.0460,1,0.1325,0.0663,-0.1895,0.1312,-0.1786,0.2816,216.9706,0
0.0470,1,0.1382,0.0680,-0.1962,0.1345,-0.1836,0.2938,216.9548,0
0.0480,1,0.1441,0.0696,-0.2028,0.1378,-0.1885,0.3061,216.9387,0
0.0490,1,0.1500,0.0713,-0.2094,0.1411,-0.1935,0.3188,216.9224,0
0.0500,1,0.1561,0.0730,-0.2161,0.1444,-0.1985,0.3316,216.9058,0
0.0510,1,0.1622,0.0746,-0.2227,0.1477,-0.2034,0.3448,216.8889,0
0.0520,1,0.1685,0.0763,-0.2293,0.1510,-0.2084,0.3581,216.8718,0
0.0530,1,0.1750,0.0779,-0.2360,0.1543,-0.2134,0.3718,216.8544,0
0.0540,1,0.1815,0.0796,-0.2426,0.1576,-0.2183,0.3857,216.8368,0
0.0550,1,0.1882,0.0812,-0.2492,0.1609,-0.2233,0.3998,216.8189,0
0.0560,1,0.1949,0.0829,-0.2559,0.1642,-0.2283,0.4142,216.8007,0
0.0570,1,0.2018,0.0845,-0.2625,0.1676,-0.2332,0.4289,216.7823,0
0.0580,1,0.2089,0.0862,-0.2691,0.1709,-0.2382,0.4438,216.7636,0
0.0590,1,0.2160,0.0878,-0.2758,0.1742,-0.2432,0.4590,216.7447,0
0.0600,1,0.2233,0.0895,-0.2824,0.1775,-0.2481,0.4744,216.7255,0
0.0610,1,0.2306,0.0911,-0.2890,0.1808,-0.2531,0.4901,216.7060,0
0.0620,1,0.2381,0.0928,-0.2957,0.1841,-0.2581,0.5060,216.6863,0
0.0630,1,0.2458,0.0945,-0.3023,0.1874,-0.2630,0.5222,216.6663,0
0.0640,1,0.2535,0.0961,-0.3089,0.1907,-0.2680,0.5387,216.6460,0
0.0650,1,0.2614,0.0978,-0.3155,0.1940,-0.2730,0.5554,216.6255,0
0.0660,1,0.2693,0.0994,-0.3222,0.1973,-0.2779,0.5723,216.6047,0
0.0670,1,0.2774,0.1011,-0.3288,0.2006,-0.2829,0.5896,216.5837,0
0.0680,1,0.2857,0.1027,-0.3354,0.2039,-0.2879,0.6070,216.5624,0
0.0690,1,0.2940,0.1044,-0.3421,0.2072,-0.2928,0.6248,216.5408,0
0.0700,1,0.3025,0.1060,-0.3487,0.2106,-0.2978,0.6427,216.5190,0
0.0710,1,0.3110,0.1077,-0.3553,0.2139,-0.3028,0.6610,216.4969,0
0.0720,1,0.3197,0.1093,-0.3620,0.2172,-0.3077,0.6794,216.4746,0
0.0730,1,0.3286,0.1110,-0.3686,0.2205,-0.3127,0.6982,216.4520,0
0.0740,1,0.3375,0.1126,-0.3752,0.2238,-0.3177,0.7172,216.4291,0
0.0750,1,0.3466,0.1143,-0.3819,0.2271,-0.3226,0.7364,216.4060,0
0.0760,1,0.3557,0.1160,-0.3885,0.2304,-0.3276,0.7559,216.3826,0
0.0770,1,0.3650,0.1176,-0.3951,0.2337,-0.3326,0.7757,216.3590,0
0.0780,1,0.3745,0.1193,-0.4018,0.2370,-0.3375,0.7957,216.3351,0
0.0790,1,0.3840,0.1209,-0.4084,0.2403,-0.3425,0.8157,216.3112,0
0.0800,1,0.3937,0.1226,-0.4150,0.2436,-0.3475,0.8357,216.2872,0
0.0810,1,0.4034,0.1242,-0.4217,0.2469,-0.3524,0.8556,216.2632,0
0.0820,1,0.4133,0.1259,-0.4283,0.2503,-0.3574,0.8756,216.2391,0
0.0830,1,0.4233,0.1275,-0.4349,0.2536,-0.3624,0.8956,216.2150,0
0.0840,1,0.4333,0.1292,-0.4416,0.2569,-0.3673,0.9156,216.1908,0
0.0850,1,0.4433,0.1308,-0.4482,0.2602,-0.3723,0.9356,216.1667,0
0.0860,1,0.4533,0.1325,-0.4548,0.2635,-0.3773,0.9556,216.1426,0
0.0870,1,0.4633,0.1341,-0.4615,0.2668,-0.3822,0.9756,216.1185,0
0.0880,1,0.4733,0.1358,-0.4681,0.2701,-0.3872,0.9956,216.0944,0
0.0890,1,0.4833,0.1375,-0.4747,0.2734,-0.3922,1.0156,216.0702,0
0.0900,1,0.4933,0.1391,-0.4814,0.2767,-0.3971,1.0355,216.0461,0
0.0910,1,0.5033,0.1408,-0.4880,0.2800,-0.4021,1.0555,216.0220,0
0.0920,1,0.5133,0.1424,-0.4946,0.2833,-0.4070,1.0755,215.9979,0
0.0930,1,0.5233,0.1441,-0.5013,0.2866,-0.4120,1.0955,215.9737,0
0.0940,1,0.5333,0.1457,-0.5079,0.2900,-0.4170,1.1155,215.9496,0
0.0950,1,0.5433,0.1474,-0.5145,0.2933,-0.4219,1.1355,215.9255,0
0.0960,1,0.5533,0.1490,-0.5212,0.2966,-0.4269,1.1555,215.9014,0
0.0970,1,0.5633,0.1507,-0.5278,0.2999,-0.4319,1.1755,215.8773,0
0.0980,1,0.5733,0.1523,-0.5344,0.3032,-0.4368,1.1955,215.8531,0
0.0990,1,0.5833,0.1540,-0.5410,0.3065,-0.4418,1.2154,215.8290,0
0.1000,1,0.5933,0.1556,-0.5477,0.3098,-0.4468,1.2354,215.8049,0
0.1010,1,0.6033,0.1573,-0.5543,0.3131,-0.4517,1.2554,215.7808,0
0.1020,1,0.6133,0.1590,-0.5609,0.3164,-0.4567,1.2754,215.7566,0
0.1030,1,0.6233,0.1606,-0.5676,0.3197,-0.4617,1.2954,215.7325,0
0.1040,1,0.6333,0.1623,-0.5742,0.3230,-0.4666,1.3154,215.7084,0
0.1050,1,0.6433,0.1639,-0.5808,0.3263,-0.4716,1.3354,215.6843,0
0.1060,1,0.6533,0.1656,-0.5875,0.3296,-0.4766,1.3554,215.6602,0
0.1070,1,0.6633,0.1672,-0.5941,0.3330,-0.4815,1.3754,215.6360,0
0.1080,1,0.6733,0.1689,-0.6007,0.3363,-0.4865,1.3954,215.6119,0
0.1090,1,0.6833,0.1705,-0.6074,0.3396,-0.4915,1.4153,215.5878,0
0.1100,1,0.6933,0.1722,-0.6140,0.3429,-0.4964,1.4353,215.5637,0
0.1110,1,0.7033,0.1738,-0.6206,0.3462,-0.5014,1.4553,215.5395,0
0.1120,1,0.7133,0.1755,-0.6273,0.3495,-0.5064,1.4753,215.5154,0
0.1130,1,0.7233,0.1771,-0.6339,0.3528,-0.5113,1.4953,215.4913,0
0.1140,1,0.7333,0.1788,-0.6405,0.3561,-0.5163,1.5153,215.4672,0
0.1150,1,0.7433,0.1805,-0.6472,0.3594,-0.5213,1.5353,215.4431,0
0.1160,1,0.7533,0.1821,-0.6538,0.3627,-0.5262,1.5553,215.4189,0
0.1170,1,0.7633,0.1838,-0.6604,0.3660,-0.5312,1.5753,215.3948,0
0.1180,1,0.7733,0.1854,-0.6671,0.3693,-0.5362,1.5952,215.3707,0
0.1190,1,0.7833,0.1871,-0.6737,0.3727,-0.5411,1.6152,215.3466,0
0.1200,1,0.7933,0.1887,-0.6803,0.3760,-0.5461,1.6352,215.3224,0
0.1210,1,0.8033,0.1904,-0.6870,0.3793,-0.5511,1.6552,215.2983,0
0.1220,1,0.8133,0.1920,-0.6936,0.3826,-0.5560,1.6752,215.2742,0
0.1230,1,0.8233,0.1937,-0.7002,0.3859,-0.5610,1.6952,215.2501,0
0.1240,1,0.8333,0.1953,-0.7069,0.3892,-0.5660,1.7152,215.2260,0
0.1250,1,0.8433,0.1970,-0.7135,0.3925,-0.5709,1.7352,215.2018,0
0.1260,1,0.8533,0.1986,-0.7201,0.3958,-0.5759,1.7552,215.1777,0
0.1270,1,0.8633,0.2003,-0.7268,0.3991,-0.5809,1.7751,215.1536,0
0.1280,1,0.8733,0.2020,-0.7334,0.4024,-0.5858,1.7951,215.1295,0
0.1290,1,0.8833,0.2036,-0.7400,0.4057,-0.5908,1.8151,215.1053,0
0.1300,1,0.8933,0.2053,-0.7467,0.4090,-0.5958,1.8351,215.0812,0
0.1310,1,0.9033,0.2069,-0.7533,0.4124,-0.6007,1.8551,215.0571,0
0.1320,1,0.9133,0.2086,-0.7599,0.4157,-0.6057,1.8751,215.0330,0
0.1330,1,0.9233,0.2102,-0.7666,0.4190,-0.6107,1.8951,215.0089,0
0.1340,1,0.9333,0.2119,-0.7732,0.4223,-0.6156,1.9151,214.9847,0
0.1350,1,0.9433,0.2135,-0.7798,0.4256,-0.6206,1.9351,214.9606,0
0.1360,1,0.9533,0.2152,-0.7864,0.4289,-0.6256,1.9550,214.9365,0
0.1370,1,0.9633,0.2168,-0.7931,0.4322,-0.6305,1.9750,214.9124,0
0.1380,1,0.9733,0.2185,-0.7997,0.4355,-0.6355,1.9950,214.8882,0
0.1390,1,0.9833,0.2201,-0.8063,0.4388,-0.6405,2.0150,214.8641,0
0.1400,1,0.9933,0.2218,-0.8130,0.4421,-0.6454,2.0350,214.8400,0
0.1410,1,1.0033,0.2235,-0.8196,0.4454,-0.6504,2.0550,214.8159,0
0.1420,1,1.0133,0.2251,-0.8262,0.4487,-0.6554,2.0750,214.7917,0
0.1430,1,1.0233,0.2268,-0.8329,0.4520,-0.6603,2.0950,214.7676,0
0.1440,1,1.0333,0.2284,-0.8395,0.4554,-0.6653,2.1150,214.7435,0
0.1450,1,1.0433,0.2301,-0.8461,0.4587,-0.6703,2.1349,214.7194,0
0.1460,1,1.0533,0.2317,-0.8528,0.4620,-0.6752,2.1549,214.6953,0
0.1470,1,1.0633,0.2334,-0.8594,0.4653,-0.6802,2.1749,214.6711,0
0.1480,1,1.0733,0.2350,-0.8660,0.4686,-0.6852,2.1949,214.6470,0
0.1490,1,1.0833,0.2367,-0.8727,0.4719,-0.6901,2.2149,214.6229,0
0.1500,1,1.0933,0.2383,-0.8793,0.4752,-0.6951,2.2349,214.5988,0
0.1510,1,1.1033,0.2400,-0.8859,0.4785,-0.7001,2.2549,214.5746,0
0.1520,1,1.1133,0.2416,-0.8926,0.4818,-0.7050,2.2749,214.5505,0
0.1530,1,1.1233,0.2433,-0.8992,0.4851,-0.7100,2.2949,214.5264,0
0.1540,1,1.1333,0.2450,-0.9058,0.4884,-0.7150,2.3148,214.5023,0
0.1550,1,1.1433,0.2466,-0.9125,0.4917,-0.7199,2.3348,214.4782,0
0.1560,1,1.1533,0.2483,-0.9191,0.4951,-0.7249,2.3548,214.4540,0
0.1570,1,1.1633,0.2499,-0.9257,0.4984,-0.7299,2.3748,214.4299,0
0.1580,1,1.1733,0.2516,-0.9324,0.5017,-0.7348,2.3948,214.4058,0
0.1590,1,1.1833,0.2532,-0.9390,0.5050,-0.7398,2.4148,214.3817,0
0.1600,1,1.1933,0.2549,-0.9456,0.5083,-0.7448,2.4348,214.3575,0
0.1610,1,1.2033,0.2565,-0.9523,0.5116,-0.7497,2.4548,214.3334,0
0.1620,1,1.2133,0.2582,-0.9589,0.5149,-0.7547,2.4748,214.3093,0
0.1630,1,1.2233,0.2598,-0.9655,0.5182,-0.7596,2.4947,214.2852,0
0.1640,1,1.2333,0.2615,-0.9722,0.5215,-0.7646,2.5147,214.2611,0
0.1650,1,1.2433,0.2631,-0.9788,0.5248,-0.7696,2.5347,214.2369,0
0.1660,1,1.2533,0.2648,-0.9854,0.5281,-0.7745,2.5547,214.2128,0
0.1670,1,1.2633,0.2665,-0.9921,0.5314,-0.7795,2.5747,214.1887,0
0.1680,1,1.2733,0.2681,-0.9987,0.5348,-0.7845,2.5947,214.1646,0
0.1690,1,1.2833,0.2698,-1.0053,0.5381,-0.7894,2.6147,214.1404,0
0.1700,1,1.2933,0.2714,-1.0120,0.5414,-0.7944,2.6347,214.1163,0
0.1710,1,1.3033,0.2731,-1.0186,0.5447,-0.7994,2.6547,214.0922,0
0.1720,1,1.3133,0.2747,-1.0252,0.5480,-0.8043,2.6746,214.0681,0
0.1730,1,1.3233,0.2764,-1.0318,0.5513,-0.8093,2.6946,214.0440,0
0.1740,1,1.3333,0.2780,-1.0385,0.5546,-0.8143,2.7146,214.0198,0
0.1750,1,1.3433,0.2797,-1.0451,0.5579,-0.8192,2.7346,213.9957,0
0.1760,1,1.3533,0.2813,-1.0517,0.5612,-0.8242,2.7546,213.9716,0
0.1770,1,1.3633,0.2830,-1.0584,0.5645,-0.8292,2.7746,213.9475,0
0.1780,1,1.3733,0.2846,-1.0650,0.5678,-0.8341,2.7946,213.9233,0
0.1790,1,1.3833,0.2863,-1.0716,0.5711,-0.8391,2.8146,213.8992,0
0.1800,1,1.3933,0.2880,-1.0783,0.5744,-0.8441,2.8346,213.8751,0
0.1810,1,1.4033,0.2896,-1.0849,0.5778,-0.8490,2.8545,213.8510,0
0.1820,1,1.4133,0.2913,-1.0915,0.5811,-0.8540,2.8745,213.8269,0
0.1830,1,1.4233,0.2929,-1.0982,0.5844,-0.8590,2.8945,213.8027,0
0.1840,1,1.4333,0.2946,-1.1048,0.5877,-0.8639,2.9145,213.7786,0
0.1850,1,1.4433,0.2962,-1.1114,0.5910,-0.8689,2.9345,213.7545,0
0.1860,1,1.4533,0.2979,-1.1181,0.5943,-0.8739,2.9545,213.7304,0
0.1870,1,1.4633,0.2995,-1.1247,0.5976,-0.8788,2.9745,213.7062,0
0.1880,1,1.4733,0.3012,-1.1313,0.6009,-0.8838,2.9945,213.6821,0
0.1890,1,1.4833,0.3028,-1.1380,0.6042,-0.8888,3.0145,213.6580,0
0.1900,1,1.4933,0.3045,-1.1446,0.6075,-0.8937,3.0344,213.6339,0
0.1910,1,1.5033,0.3061,-1.1512,0.6108,-0.8987,3.0544,213.6098,0
0.1920,1,1.5133,0.3078,-1.1579,0.6141,-0.9037,3.0744,213.5856,0
0.1930,1,1.5233,0.3095,-1.1645,0.6175,-0.9086,3.0944,213.5615,0
0.1940,1,1.5333,0.3111,-1.1711,0.6208,-0.9136,3.1144,213.5374,0
0.1950,1,1.5433,0.3128,-1.1778,0.6241,-0.9186,3.1344,213.5133,0
0.1960,1,1.5533,0.3144,-1.1844,0.6274,-0.9235,3.1544,213.4891,0
0.1970,1,1.5633,0.3161,-1.1910,0.6307,-0.9285,3.1744,213.4650,0
0.1980,1,1.5733,0.3177,-1.1977,0.6340,-0.9335,3.1944,213.4409,0
0.1990,1,1.5833,0.3194,-1.2043,0.6373,-0.9384,3.2144,213.4168,0
0.2000,1,1.5933,0.3210,-1.2109,0.6406,-0.9434,3.2343,213.3926,0
0.2010,1,1.6033,0.3227,-1.2176,0.6439,-0.9484,3.2543,213.3685,0
0.2020,1,1.6133,0.3243,-1.2242,0.6472,-0.9533,3.2743,213.3444,0
0.2030,1,1.6233,0.3260,-1.2308,0.6505,-0.9583,3.2943,213.3203,0
0.2040,1,1.6333,0.3276,-1.2375,0.6538,-0.9633,3.3143,213.2962,0
0.2050,1,1.6433,0.3293,-1.2441,0.6572,-0.9682,3.3343,213.2720,0
0.2060,1,1.6533,0.3310,-1.2507,0.6605,-0.9732,3.3543,213.2479,0
0.2070,1,1.6633,0.3326,-1.2573,0.6638,-0.9782,3.3743,213.2238,0
0.2080,1,1.6733,0.3343,-1.2640,0.6671,-0.9831,3.3943,213.1997,0
0.2090,1,1.6833,0.3359,-1.2706,0.6704,-0.9881,3.4142,213.1755,0
0.2100,1,1.6933,0.3376,-1.2772,0.6737,-0.9931,3.4342,213.1514,0
0.2110,1,1.7033,0.3392,-1.2839,0.6770,-0.9980,3.4542,213.1273,0
0.2120,1,1.7133,0.3409,-1.2905,0.6803,-1.0030,3.4742,213.1032,0
0.2130,1,1.7233,0.3425,-1.2971,0.6836,-1.0080,3.4942,213.0791,0
0.2140,1,1.7333,0.3442,-1.3038,0.6869,-1.0129,3.5142,213.0549,0
0.2150,1,1.7433,0.3458,-1.3104,0.6902,-1.0179,3.5342,213.0308,0
0.2160,1,1.7533,0.3475,-1.3170,0.6935,-1.0229,3.5542,213.0067,0
0.2170,1,1.7633,0.3491,-1.3237,0.6968,-1.0278,3.5742,212.9826,0
0.2180,1,1.7733,0.3508,-1.3303,0.7002,-1.0328,3.5941,212.9584,0
0.2190,1,1.7833,0.3525,-1.3369,0.7035,-1.0378,3.6141,212.9343,0
0.2200,1,1.7933,0.3541,-1.3436,0.7068,-1.0427,3.6341,212.9102,0
0.2210,1,1.8033,0.3558,-1.3502,0.7101,-1.0477,3.6541,212.8861,0
0.2220,1,1.8133,0.3574,-1.3568,0.7134,-1.0527,3.6741,212.8620,0
0.2230,1,1.8233,0.3591,-1.3635,0.7167,-1.0576,3.6941,212.8378,0
0.2240,1,1.8333,0.3607,-1.3701,0.7200,-1.0626,3.7141,212.8137,0
0.2250,1,1.8433,0.3624,-1.3767,0.7233,-1.0676,3.7341,212.7896,0
0.2260,1,1.8533,0.3640,-1.3834,0.7266,-1.0725,3.7541,212.7655,0
0.2270,1,1.8633,0.3657,-1.3900,0.7299,-1.0775,3.7740,212.7413,0
0.2280,1,1.8733,0.3673,-1.3966,0.7332,-1.0825,3.7940,212.7172,0
0.2290,1,1.8833,0.3690,-1.4033,0.7365,-1.0874,3.8140,212.6931,0
0.2300,1,1.8933,0.3707,-1.4099,0.7399,-1.0924,3.8340,212.6690,0
0.2310,1,1.9033,0.3723,-1.4165,0.7432,-1.0974,3.8540,212.6449,0
0.2320,1,1.9133,0.3740,-1.4232,0.7465,-1.1023,3.8740,212.6207,0
0.2330,1,1.9233,0.3756,-1.4298,0.7498,-1.1073,3.8940,212.5966,0
0.2340,1,1.9333,0.3773,-1.4364,0.7531,-1.1122,3.9140,212.5725,0
0.2350,1,1.9433,0.3789,-1.4431,0.7564,-1.1172,3.9340,212.5484,0
0.2360,1,1.9533,0.3806,-1.4497,0.7597,-1.1222,3.9539,212.5242,0
0.2370,1,1.9633,0.3822,-1.4563,0.7630,-1.1271,3.9739,212.5001,0
0.2380,1,1.9733,0.3839,-1.4630,0.7663,-1.1321,3.9939,212.4760,0
0.2390,1,1.9833,0.3855,-1.4696,0.7696,-1.1371,4.0139,212.4519,0
0.2400,1,1.9933,0.3872,-1.4762,0.7729,-1.1420,4.0339,212.4278,0
0.2410,1,2.0033,0.3888,-1.4829,0.7762,-1.1470,4.0539,212.4036,0
0.2420,1,2.0133,0.3905,-1.4895,0.7796,-1.1520,4.0739,212.3795,0
0.2430,1,2.0233,0.3922,-1.4961,0.7829,-1.1569,4.0939,212.3554,0
0.2440,1,2.0333,0.3938,-1.5027,0.7862,-1.1619,4.1139,212.3313,0
0.2450,1,2.0433,0.3955,-1.5094,0.7895,-1.1669,4.1338,212.3071,0
0.2460,1,2.0533,0.3971,-1.5160,0.7928,-1.1718,4.1538,212.2830,0
0.2470,1,2.0633,0.3988,-1.5226,0.7961,-1.1768,4.1738,212.2589,0
0.2480,1,2.0733,0.4004,-1.5293,0.7994,-1.1818,4.1938,212.2348,0
0.2490,1,2.0833,0.4021,-1.5359,0.8027,-1.1867,4.2138,212.2107,0
0.2500,1,2.0933,0.4037,-1.5425,0.8060,-1.1917,4.2338,212.1865,0
0.2510,1,2.1033,0.4054,-1.5492,0.8093,-1.1967,4.2538,212.1624,0
0.2520,1,2.1133,0.4070,-1.5558,0.8126,-1.2016,4.2738,212.1383,0
0.2530,1,2.1233,0.4087,-1.5624,0.8159,-1.2066,4.2938,212.1142,0
0.2540,1,2.1333,0.4103,-1.5691,0.8192,-1.2116,4.3137,212.0900,0
0.2550,1,2.1433,0.4120,-1.5757,0.8226,-1.2165,4.3337,212.0659,0
0.2560,1,2.1533,0.4137,-1.5823,0.8259,-1.2215,4.3537,212.0418,0
0.2570,1,2.1633,0.4153,-1.5890,0.8292,-1.2265,4.3737,212.0177,0
0.2580,1,2.1733,0.4170,-1.5956,0.8325,-1.2314,4.3937,211.9935,0
0.2590,1,2.1833,0.4186,-1.6022,0.8358,-1.2364,4.4137,211.9694,0
0.2600,1,2.1933,0.4203,-1.6089,0.8391,-1.2414,4.4337,211.9453,0
0.2610,1,2.2033,0.4219,-1.6155,0.8424,-1.2463,4.4537,211.9212,0
0.2620,1,2.2133,0.4236,-1.6221,0.8457,-1.2513,4.4737,211.8971,0
0.2630,1,2.2233,0.4252,-1.6288,0.8490,-1.2563,4.4936,211.8729,0
0.2640,1,2.2333,0.4269,-1.6354,0.8523,-1.2612,4.5136,211.8488,0
0.2650,1,2.2433,0.4285,-1.6420,0.8556,-1.2662,4.5336,211.8247,0
0.2660,1,2.2533,0.4302,-1.6487,0.8589,-1.2712,4.5536,211.8006,0
0.2670,1,2.2633,0.4318,-1.6553,0.8623,-1.2761,4.5736,211.7764,0
0.2680,1,2.2733,0.4335,-1.6619,0.8656,-1.2811,4.5936,211.7523,0
0.2690,1,2.2833,0.4352,-1.6686,0.8689,-1.2861,4.6136,211.7282,0
0.2700,1,2.2933,0.4368,-1.6752,0.8722,-1.2910,4.6336,211.7041,0
0.2710,1,2.3033,0.4385,-1.6818,0.8755,-1.2960,4.6536,211.6800,0
0.2720,1,2.3133,0.4401,-1.6885,0.8788,-1.3010,4.6735,211.6558,0
0.2730,1,2.3233,0.4418,-1.6951,0.8821,-1.3059,4.6935,211.6317,0
0.2740,1,2.3333,0.4434,-1.7017,0.8854,-1.3109,4.7135,211.6076,0
0.2750,1,2.3433,0.4451,-1.7084,0.8887,-1.3159,4.7335,211.5835,0
0.2760,1,2.3533,0.4467,-1.7150,0.8920,-1.3208,4.7535,211.5593,0
0.2770,1,2.3633,0.4484,-1.7216,0.8953,-1.3258,4.7735,211.5352,0
0.2780,1,2.3733,0.4500,-1.7283,0.8986,-1.3308,4.7935,211.5111,0
0.2790,1,2.3833,0.4517,-1.7349,0.9020,-1.3357,4.8135,211.4870,0
0.2800,1,2.3933,0.4533,-1.7415,0.9053,-1.3407,4.8335,211.4629,0
0.2810,1,2.4033,0.4550,-1.7481,0.9086,-1.3457,4.8535,211.4387,0
0.2820,1,2.4133,0.4567,-1.7548,0.9119,-1.3506,4.8734,211.4146,0
0.2830,1,2.4233,0.4583,-1.7614,0.9152,-1.3556,4.8934,211.3905,0
0.2840,1,2.4333,0.4600,-1.7680,0.9185,-1.3606,4.9134,211.3664,0
0.2850,1,2.4433,0.4616,-1.7747,0.9218,-1.3655,4.9334,211.3422,0
0.2860,1,2.4533,0.4633,-1.7813,0.9251,-1.3705,4.9534,211.3181,0
0.2870,1,2.4633,0.4649,-1.7879,0.9284,-1.3755,4.9734,211.2940,0
0.2880,1,2.4733,0.4666,-1.7946,0.9317,-1.3804,4.9934,211.2699,0
0.2890,1,2.4833,0.4682,-1.8012,0.9350,-1.3854,5.0134,211.2458,0
0.2900,1,2.4933,0.4699,-1.8078,0.9383,-1.3904,5.0334,211.2216,0
0.2910,1,2.5033,0.4715,-1.8145,0.9416,-1.3953,5.0533,211.1975,0
0.2920,1,2.5133,0.4732,-1.8211,0.9450,-1.4003,5.0733,211.1734,0
0.2930,1,2.5233,0.4748,-1.8277,0.9483,-1.4053,5.0933,211.1493,0
0.2940,1,2.5333,0.4765,-1.8344,0.9516,-1.4102,5.1133,211.1251,0
0.2950,1,2.5433,0.4782,-1.8410,0.9549,-1.4152,5.1333,211.1010,0
0.2960,1,2.5533,0.4798,-1.8476,0.9582,-1.4202,5.1533,211.0769,0
0.2970,1,2.5633,0.4815,-1.8543,0.9615,-1.4251,5.1733,211.0528,0
0.2980,1,2.5733,0.4831,-1.8609,0.9648,-1.4301,5.1933,211.0287,0
0.2990,1,2.5833,0.4848,-1.8675,0.9681,-1.4351,5.2133,211.0045,0
0.3000,1,2.5933,0.4864,-1.8742,0.9714,-1.4400,5.2332,210.9804,0
0.3010,1,2.6033,0.4881,-1.8808,0.9747,-1.4450,5.2532,210.9563,0
0.3020,1,2.6133,0.4897,-1.8874,0.9780,-1.4500,5.2732,210.9322,0
