Time,X,Y,Z,Vel_X,Vel_Y,Vel_Z,Err_Norm
0.328000,0.014029,-0.140293,0.056117,0.046225,-0.462250,0.184900,0.929915
0.329000,0.014076,-0.140755,0.056302,0.046225,-0.462250,0.184900,0.929415
0.330000,0.014122,-0.141217,0.056487,0.046225,-0.462250,0.184900,0.928915
0.331000,0.014168,-0.141680,0.056672,0.046225,-0.462250,0.184900,0.928415
0.332000,0.014214,-0.142142,0.056857,0.046225,-0.462250,0.184900,0.927915
0.333000,0.014260,-0.142604,0.057042,0.046225,-0.462250,0.184900,0.927415
0.334000,0.014307,-0.143066,0.057227,0.046225,-0.462250,0.184900,0.926915
0.335000,0.014353,-0.143529,0.057411,0.046225,-0.462250,0.184900,0.926415
0.336000,0.014399,-0.143991,0.057596,0.046225,-0.462250,0.184900,0.925915
0.337000,0.014445,-0.144453,0.057781,0.046225,-0.462250,0.184900,0.925415
0.338000,0.014492,-0.144915,0.057966,0.046225,-0.462250,0.184900,0.924915
0.339000,0.014538,-0.145378,0.058151,0.046225,-0.462250,0.184900,0.924415
0.340000,0.014584,-0.145840,0.058336,0.046225,-0.462250,0.184900,0.923915
0.341000,0.014630,-0.146302,0.058521,0.046225,-0.462250,0.184900,0.923415
0.342000,0.014676,-0.146764,0.058706,0.046225,-0.462250,0.184900,0.922915
0.343000,0.014723,-0.147227,0.058891,0.046225,-0.462250,0.184900,0.922415
0.344000,0.014769,-0.147689,0.059076,0.046225,-0.462250,0.184900,0.921915
0.345000,0.014815,-0.148151,0.059260,0.046225,-0.462250,0.184900,0.921415
0.346000,0.014861,-0.148613,0.059445,0.046225,-0.462250,0.184900,0.920915
0.347000,0.014908,-0.149076,0.059630,0.046225,-0.462250,0.184900,0.920415
0.348000,0.014954,-0.149538,0.059815,0.046225,-0.462250,0.184900,0.919915
0.349000,0.015000,-0.150000,0.060000,0.046225,-0.462250,0.184900,0.919415
0.350000,0.015046,-0.150462,0.060185,0.046225,-0.462250,0.184900,0.918915
0.351000,0.015092,-0.150925,0.060370,0.046225,-0.462250,0.184900,0.918415
0.352000,0.015139,-0.151387,0.060555,0.046225,-0.462250,0.184900,0.917915
0.353000,0.015185,-0.151849,0.060740,0.046225,-0.462250,0.184900,0.917415
0.354000,0.015231,-0.152311,0.060925,0.046225,-0.462250,0.184900,0.916915
0.355000,0.015277,-0.152774,0.061109,0.046225,-0.462250,0.184900,0.916415
0.356000,0.015324,-0.153236,0.061294,0.046225,-0.462250,0.184900,0.915915
0.357000,0.015370,-0.153698,0.061479,0.046225,-0.462250,0.184900,0.915415
0.358000,0.015416,-0.154160,0.061664,0.046225,-0.462250,0.184900,0.914915
0.359000,0.015462,-0.154623,0.061849,0.046225,-0.462250,0.184900,0.914415
0.360000,0.015508,-0.155085,0.062034,0.046225,-0.462250,0.184900,0.913915
0.361000,0.015555,-0.155547,0.062219,0.046225,-0.462250,0.184900,0.913415
0.362000,0.015601,-0.156009,0.062404,0.046225,-0.462250,0.184900,0.912915
0.363000,0.015647,-0.156472,0.062589,0.046225,-0.462250,0.184900,0.912415
0.364000,0.015693,-0.156934,0.062774,0.046225,-0.462250,0.184900,0.911915
0.365000,0.015740,-0.157396,0.062958,0.046225,-0.462250,0.184900,0.911415
0.366000,0.015786,-0.157858,0.063143,0.046225,-0.462250,0.184900,0.910915
0.367000,0.015832,-0.158321,0.063328,0.046225,-0.462250,0.184900,0.910415
0.368000,0.015878,-0.158783,0.063513,0.046225,-0.462250,0.184900,0.909915
0.369000,0.015925,-0.159245,0.063698,0.046225,-0.462250,0.184900,0.909415
0.370000,0.015971,-0.159707,0.063883,0.046225,-0.462250,0.184900,0.908915
0.371000,0.016017,-0.160170,0.064068,0.046225,-0.462250,0.184900,0.908415
0.372000,0.016063,-0.160632,0.064253,0.046225,-0.462250,0.184900,0.907915
0.373000,0.016109,-0.161094,0.064438,0.046225,-0.462250,0.184900,0.907415
0.374000,0.016156,-0.161556,0.064623,0.046225,-0.462250,0.184900,0.906915
0.375000,0.016202,-0.162019,0.064807,0.046225,-0.462250,0.184900,0.906415
0.376000,0.016248,-0.162481,0.064992,0.046225,-0.462250,0.184900,0.905915
0.377000,0.016294,-0.162943,0.065177,0.046225,-0.462250,0.184900,0.905415
0.378000,0.016341,-0.163405,0.065362,0.046225,-0.462250,0.184900,0.904915
0.379000,0.016387,-0.163868,0.065547,0.046225,-0.462250,0.184900,0.904415
0.380000,0.016433,-0.164330,0.065732,0.046225,-0.462250,0.184900,0.903915
0.381000,0.016479,-0.164792,0.065917,0.046225,-0.462250,0.184900,0.903415
0.382000,0.016525,-0.165254,0.066102,0.046225,-0.462250,0.184900,0.902915
0.383000,0.016572,-0.165717,0.066287,0.046225,-0.462250,0.184900,0.902415
0.384000,0.016618,-0.166179,0.066472,0.046225,-0.462250,0.184900,0.901915
0.385000,0.016664,-0.166641,0.066656,0.046225,-0.462250,0.184900,0.901415
0.386000,0.016710,-0.167103,0.066841,0.046225,-0.462250,0.184900,0.900915
0.387000,0.016757,-0.167566,0.067026,0.046225,-0.462250,0.184900,0.900415
0.388000,0.016803,-0.168028,0.067211,0.046225,-0.462250,0.184900,0.899915
0.389000,0.016849,-0.168490,0.067396,0.046225,-0.462250,0.184900,0.899415
0.390000,0.016895,-0.168952,0.067581,0.046225,-0.462250,0.184900,0.898915
0.391000,0.016941,-0.169415,0.067766,0.046225,-0.462250,0.184900,0.898415
0.392000,0.016988,-0.169877,0.067951,0.046225,-0.462250,0.184900,0.897915
0.393000,0.017034,-0.170339,0.068136,0.046225,-0.462250,0.184900,0.897415
0.394000,0.017080,-0.170801,0.068321,0.046225,-0.462250,0.184900,0.896915
0.395000,0.017126,-0.171264,0.068505,0.046225,-0.462250,0.184900,0.896415
0.396000,0.017173,-0.171726,0.068690,0.046225,-0.462250,0.184900,0.895915
0.397000,0.017219,-0.172188,0.068875,0.046225,-0.462250,0.184900,0.895415
0.398000,0.017265,-0.172650,0.069060,0.046225,-0.462250,0.184900,0.894915
0.399000,0.017311,-0.173113,0.069245,0.046225,-0.462250,0.184900,0.894415
0.400000,0.017357,-0.173575,0.069430,0.046225,-0.462250,0.184900,0.893915
0.401000,0.017404,-0.174037,0.069615,0.046225,-0.462250,0.184900,0.893415
0.402000,0.017450,-0.174499,0.069800,0.046225,-0.462250,0.184900,0.892915
0.403000,0.017496,-0.174962,0.069985,0.046225,-0.462250,0.184900,0.892415
0.404000,0.017542,-0.175424,0.070170,0.046225,-0.462250,0.184900,0.891915
0.405000,0.017589,-0.175886,0.070354,0.046225,-0.462250,0.184900,0.891415
0.406000,0.017635,-0.176348,0.070539,0.046225,-0.462250,0.184900,0.890915
0.407000,0.017681,-0.176811,0.070724,0.046225,-0.462250,0.184900,0.890415
0.408000,0.017727,-0.177273,0.070909,0.046225,-0.462250,0.184900,0.889915
0.409000,0.017774,-0.177735,0.071094,0.046225,-0.462250,0.184900,0.889415
0.410000,0.017820,-0.178197,0.071279,0.046225,-0.462250,0.184900,0.888915
0.411000,0.017866,-0.178660,0.071464,0.046225,-0.462250,0.184900,0.888415
0.412000,0.017912,-0.179122,0.071649,0.046225,-0.462250,0.184900,0.887915
0.413000,0.017958,-0.179584,0.071834,0.046225,-0.462250,0.184900,0.887415
0.414000,0.018005,-0.180046,0.072019,0.046225,-0.462250,0.184900,0.886915
0.415000,0.018051,-0.180509,0.072203,0.046225,-0.462250,0.184900,0.886415
0.416000,0.018097,-0.180971,0.072388,0.046225,-0.462250,0.184900,0.885915
0.417000,0.018143,-0.181433,0.072573,0.046225,-0.462250,0.184900,0.885415
0.418000,0.018190,-0.181895,0.072758,0.046225,-0.462250,0.184900,0.884915
0.419000,0.018236,-0.182358,0.072943,0.046225,-0.462250,0.184900,0.884415
0.420000,0.018282,-0.182820,0.073128,0.046225,-0.462250,0.184900,0.883915
0.421000,0.018328,-0.183282,0.073313,0.046225,-0.462250,0.184900,0.883415
0.422000,0.018374,-0.183744,0.073498,0.046225,-0.462250,0.184900,0.882915
0.423000,0.018421,-0.184207,0.073683,0.046225,-0.462250,0.184900,0.882415
0.424000,0.018467,-0.184669,0.073868,0.046225,-0.462250,0.184900,0.881915
0.425000,0.018513,-0.185131,0.074052,0.046225,-0.462250,0.184900,0.881415
0.426000,0.018559,-0.185593,0.074237,0.046225,-0.462250,0.184900,0.880915
0.427000,0.018606,-0.186056,0.074422,0.046225,-0.462250,0.184900,0.880415
0.428000,0.018652,-0.186518,0.074607,0.046225,-0.462250,0.184900,0.879915
0.429000,0.018698,-0.186980,0.074792,0.046225,-0.462250,0.184900,0.879415
0.430000,0.018744,-0.187442,0.074977,0.046225,-0.462250,0.184900,0.878915
0.431000,0.018790,-0.187905,0.075162,0.046225,-0.462250,0.184900,0.878415
0.432000,0.018837,-0.188367,0.075347,0.046225,-0.462250,0.184900,0.877915
0.433000,0.018883,-0.188829,0.075532,0.046225,-0.462250,0.184900,0.877415
0.434000,0.018929,-0.189291,0.075717,0.046225,-0.462250,0.184900,0.876915
0.435000,0.018975,-0.189754,0.075901,0.046225,-0.462250,0.184900,0.876415
0.436000,0.019022,-0.190216,0.076086,0.046225,-0.462250,0.184900,0.875915
0.437000,0.019068,-0.190678,0.076271,0.046225,-0.462250,0.184900,0.875415
0.438000,0.019114,-0.191140,0.076456,0.046225,-0.462250,0.184900,0.874915
0.439000,0.019160,-0.191603,0.076641,0.046225,-0.462250,0.184900,0.874415
0.440000,0.019206,-0.192065,0.076826,0.046225,-0.462250,0.184900,0.873915
0.441000,0.019253,-0.192527,0.077011,0.046225,-0.462250,0.184900,0.873415
0.442000,0.019299,-0.192989,0.077196,0.046225,-0.462250,0.184900,0.872915
0.443000,0.019345,-0.193452,0.077381,0.046225,-0.462250,0.184900,0.872415
0.444000,0.019391,-0.193914,0.077566,0.046225,-0.462250,0.184900,0.871915
0.445000,0.019438,-0.194376,0.077750,0.046225,-0.462250,0.184900,0.871415
0.446000,0.019484,-0.194838,0.077935,0.046225,-0.462250,0.184900,0.870915
0.447000,0.019530,-0.195301,0.078120,0.046225,-0.462250,0.184900,0.870415
0.448000,0.019576,-0.195763,0.078305,0.046225,-0.462250,0.184900,0.869915
0.449000,0.019623,-0.196225,0.078490,0.046225,-0.462250,0.184900,0.869415
0.450000,0.019669,-0.196687,0.078675,0.046225,-0.462250,0.184900,0.868915
0.451000,0.019715,-0.197150,0.078860,0.046225,-0.462250,0.184900,0.868415
0.452000,0.019761,-0.197612,0.079045,0.046225,-0.462250,0.184900,0.867915
0.453000,0.019807,-0.198074,0.079230,0.046225,-0.462250,0.184900,0.867415
0.454000,0.019854,-0.198536,0.079415,0.046225,-0.462250,0.184900,0.866915
0.455000,0.019900,-0.198999,0.079599,0.046225,-0.462250,0.184900,0.866415
0.456000,0.019946,-0.199461,0.079784,0.046225,-0.462250,0.184900,0.865915
0.457000,0.019992,-0.199923,0.079969,0.046225,-0.462250,0.184900,0.865415
0.458000,0.020039,-0.200385,0.080154,0.046225,-0.462250,0.184900,0.864915
0.459000,0.020085,-0.200848,0.080339,0.046225,-0.462250,0.184900,0.864415
0.460000,0.020131,-0.201310,0.080524,0.046225,-0.462250,0.184900,0.863915
0.461000,0.020177,-0.201772,0.080709,0.046225,-0.462250,0.184900,0.863415
0.462000,0.020223,-0.202234,0.080894,0.046225,-0.462250,0.184900,0.862915
0.463000,0.020270,-0.202697,0.081079,0.046225,-0.462250,0.184900,0.862415
0.464000,0.020316,-0.203159,0.081264,0.046225,-0.462250,0.184900,0.861915
0.465000,0.020362,-0.203621,0.081448,0.046225,-0.462250,0.184900,0.861415
0.466000,0.020408,-0.204083,0.081633,0.046225,-0.462250,0.184900,0.860915
0.467000,0.020455,-0.204546,0.081818,0.046225,-0.462250,0.184900,0.860415
0.468000,0.020501,-0.205008,0.082003,0.046225,-0.462250,0.184900,0.859915
0.469000,0.020547,-0.205470,0.082188,0.046225,-0.462250,0.184900,0.859415
0.470000,0.020593,-0.205932,0.082373,0.046225,-0.462250,0.184900,0.858915
0.471000,0.020639,-0.206395,0.082558,0.046225,-0.462250,0.184900,0.858415
0.472000,0.020686,-0.206857,0.082743,0.046225,-0.462250,0.184900,0.857915
0.473000,0.020732,-0.207319,0.082928,0.046225,-0.462250,0.184900,0.857415
0.474000,0.020778,-0.207781,0.083113,0.046225,-0.462250,0.184900,0.856915
0.475000,0.020824,-0.208244,0.083297,0.046225,-0.462250,0.184900,0.856415
0.476000,0.020871,-0.208706,0.083482,0.046225,-0.462250,0.184900,0.855915
0.477000,0.020917,-0.209168,0.083667,0.046225,-0.462250,0.184900,0.855415
0.478000,0.020963,-0.209630,0.083852,0.046225,-0.462250,0.184900,0.854915
0.479000,0.021009,-0.210093,0.084037,0.046225,-0.462250,0.184900,0.854415
0.480000,0.021055,-0.210555,0.084222,0.046225,-0.462250,0.184900,0.853915
0.481000,0.021102,-0.211017,0.084407,0.046225,-0.462250,0.184900,0.853415
0.482000,0.021148,-0.211479,0.084592,0.046225,-0.462250,0.184900,0.852915
0.483000,0.021194,-0.211942,0.084777,0.046225,-0.462250,0.184900,0.852415
0.484000,0.021240,-0.212404,0.084962,0.046225,-0.462250,0.184900,0.851915
0.485000,0.021287,-0.212866,0.085146,0.046225,-0.462250,0.184900,0.851415
0.486000,0.021333,-0.213328,0.085331,0.046225,-0.462250,0.184900,0.850915
0.487000,0.021379,-0.213791,0.085516,0.046225,-0.462250,0.184900,0.850415
0.488000,0.021425,-0.214253,0.085701,0.046225,-0.462250,0.184900,0.849915
0.489000,0.021472,-0.214715,0.085886,0.046225,-0.462250,0.184900,0.849415
0.490000,0.021518,-0.215177,0.086071,0.046225,-0.462250,0.184900,0.848915
0.491000,0.021564,-0.215640,0.086256,0.046225,-0.462250,0.184900,0.848415
0.492000,0.021610,-0.216102,0.086441,0.046225,-0.462250,0.184900,0.847915
0.493000,0.021656,-0.216564,0.086626,0.046225,-0.462250,0.184900,0.847415
0.494000,0.021703,-0.217026,0.086811,0.046225,-0.462250,0.184900,0.846915
0.495000,0.021749,-0.217489,0.086995,0.046225,-0.462250,0.184900,0.846415
0.496000,0.021795,-0.217951,0.087180,0.046225,-0.462250,0.184900,0.845915
0.497000,0.021841,-0.218413,0.087365,0.046225,-0.462250,0.184900,0.845415
0.498000,0.021888,-0.218875,0.087550,0.046225,-0.462250,0.184900,0.844915
0.499000,0.021934,-0.219338,0.087735,0.046225,-0.462250,0.184900,0.844415
0.500000,0.021980,-0.219800,0.087920,0.046225,-0.462250,0.184900,0.843915
0.501000,0.022026,-0.220262,0.088105,0.046225,-0.462250,0.184900,0.843415
0.502000,0.022072,-0.220724,0.088290,0.046225,-0.462250,0.184900,0.842915
0.503000,0.022119,-0.221187,0.088475,0.046225,-0.462250,0.184900,0.842415
0.504000,0.022165,-0.221649,0.088660,0.046225,-0.462250,0.184900,0.841915
0.505000,0.022211,-0.222111,0.088844,0.046225,-0.462250,0.184900,0.841415
0.506000,0.022257,-0.222573,0.089029,0.046225,-0.462250,0.184900,0.840915
0.507000,0.022304,-0.223036,0.089214,0.046225,-0.462250,0.184900,0.840415
0.508000,0.022350,-0.223498,0.089399,0.046225,-0.462250,0.184900,0.839915
0.509000,0.022396,-0.223960,0.089584,0.046225,-0.462250,0.184900,0.839415
0.510000,0.022442,-0.224422,0.089769,0.046225,-0.462250,0.184900,0.838915
0.511000,0.022488,-0.224885,0.089954,0.046225,-0.462250,0.184900,0.838415
0.512000,0.022535,-0.225347,0.090139,0.046225,-0.462250,0.184900,0.837915
0.513000,0.022581,-0.225809,0.090324,0.046225,-0.462250,0.184900,0.837415
0.514000,0.022627,-0.226271,0.090509,0.046225,-0.462250,0.184900,0.836915
0.515000,0.022673,-0.226734,0.090693,0.046225,-0.462250,0.184900,0.836415
0.516000,0.022720,-0.227196,0.090878,0.046225,-0.462250,0.184900,0.835915
0.517000,0.022766,-0.227658,0.091063,0.046225,-0.462250,0.184900,0.835415
0.518000,0.022812,-0.228120,0.091248,0.046225,-0.462250,0.184900,0.834915
0.519000,0.022858,-0.228583,0.091433,0.046225,-0.462250,0.184900,0.834415
0.520000,0.022904,-0.229045,0.091618,0.046225,-0.462250,0.184900,0.833915
0.521000,0.022951,-0.229507,0.091803,0.046225,-0.462250,0.184900,0.833415
0.522000,0.022997,-0.229969,0.091988,0.046225,-0.462250,0.184900,0.832915
0.523000,0.023043,-0.230432,0.092173,0.046225,-0.462250,0.184900,0.832415
0.524000,0.023089,-0.230894,0.092358,0.046225,-0.462250,0.184900,0.831915
0.525000,0.023136,-0.231356,0.092542,0.046225,-0.462250,0.184900,0.831415
0.526000,0.023182,-0.231818,0.092727,0.046225,-0.462250,0.184900,0.830915
0.527000,0.023228,-0.232281,0.092912,0.046225,-0.462250,0.184900,0.830415
0.528000,0.023274,-0.232743,0.093097,0.046225,-0.462250,0.184900,0.829915
0.529000,0.023321,-0.233205,0.093282,0.046225,-0.462250,0.184900,0.829415
0.530000,0.023367,-0.233667,0.093467,0.046225,-0.462250,0.184900,0.828915
0.531000,0.023413,-0.234130,0.093652,0.046225,-0.462250,0.184900,0.828415
0.532000,0.023459,-0.234592,0.093837,0.046225,-0.462250,0.184900,0.827915
0.533000,0.023505,-0.235054,0.094022,0.046225,-0.462250,0.184900,0.827415
0.534000,0.023552,-0.235516,0.094207,0.046225,-0.462250,0.184900,0.826915
0.535000,0.023598,-0.235979,0.094391,0.046225,-0.462250,0.184900,0.826415
0.536000,0.023644,-0.236441,0.094576,0.046225,-0.462250,0.184900,0.825915
0.537000,0.023690,-0.236903,0.094761,0.046225,-0.462250,0.184900,0.825415
0.538000,0.023737,-0.237365,0.094946,0.046225,-0.462250,0.184900,0.824915
0.539000,0.023783,-0.237828,0.095131,0.046225,-0.462250,0.184900,0.824415
0.540000,0.023829,-0.238290,0.095316,0.046225,-0.462250,0.184900,0.823915
0.541000,0.023875,-0.238752,0.095501,0.046225,-0.462250,0.184900,0.823415
0.542000,0.023921,-0.239214,0.095686,0.046225,-0.462250,0.184900,0.822915
0.543000,0.023968,-0.239677,0.095871,0.046225,-0.462250,0.184900,0.822415
0.544000,0.024014,-0.240139,0.096056,0.046225,-0.462250,0.184900,0.821915
0.545000,0.024060,-0.240601,0.096240,0.046225,-0.462250,0.184900,0.821415
0.546000,0.024106,-0.241063,0.096425,0.046225,-0.462250,0.184900,0.820915
0.547000,0.024153,-0.241526,0.096610,0.046225,-0.462250,0.184900,0.820415
0.548000,0.024199,-0.241988,0.096795,0.046225,-0.462250,0.184900,0.819915
0.549000,0.024245,-0.242450,0.096980,0.046225,-0.462250,0.184900,0.819415
0.550000,0.024291,-0.242912,0.097165,0.046225,-0.462250,0.184900,0.818915
0.551000,0.024337,-0.243375,0.097350,0.046225,-0.462250,0.184900,0.818415
0.552000,0.024384,-0.243837,0.097535,0.046225,-0.462250,0.184900,0.817915
0.553000,0.024430,-0.244299,0.097720,0.046225,-0.462250,0.184900,0.817415
0.554000,0.024476,-0.244761,0.097905,0.046225,-0.462250,0.184900,0.816915
0.555000,0.024522,-0.245224,0.098089,0.046225,-0.462250,0.184900,0.816415
0.556000,0.024569,-0.245686,0.098274,0.046225,-0.462250,0.184900,0.815915
0.557000,0.024615,-0.246148,0.098459,0.046225,-0.462250,0.184900,0.815415
0.558000,0.024661,-0.246610,0.098644,0.046225,-0.462250,0.184900,0.814915
0.559000,0.024707,-0.247073,0.098829,0.046225,-0.462250,0.184900,0.814415
0.560000,0.024753,-0.247535,0.099014,0.046225,-0.462250,0.184900,0.813915
0.561000,0.024800,-0.247997,0.099199,0.046225,-0.462250,0.184900,0.813415
0.562000,0.024846,-0.248459,0.099384,0.046225,-0.462250,0.184900,0.812915
0.563000,0.024892,-0.248922,0.099569,0.046225,-0.462250,0.184900,0.812415
0.564000,0.024938,-0.249384,0.099754,0.046225,-0.462250,0.184900,0.811915
0.565000,0.024985,-0.249846,0.099938,0.046225,-0.462250,0.184900,0.811415
0.566000,0.025031,-0.250308,0.100123,0.046225,-0.462250,0.184900,0.810915
0.567000,0.025077,-0.250771,0.100308,0.046225,-0.462250,0.184900,0.810415
0.568000,0.025123,-0.251233,0.100493,0.046225,-0.462250,0.184900,0.809915
0.569000,0.025170,-0.251695,0.100678,0.046225,-0.462250,0.184900,0.809415
0.570000,0.025216,-0.252157,0.100863,0.046225,-0.462250,0.184900,0.808915
0.571000,0.025262,-0.252620,0.101048,0.046225,-0.462250,0.184900,0.808415
0.572000,0.025308,-0.253082,0.101233,0.046225,-0.462250,0.184900,0.807915
0.573000,0.025354,-0.253544,0.101418,0.046225,-0.462250,0.184900,0.807415
0.574000,0.025401,-0.254006,0.101603,0.046225,-0.462250,0.184900,0.806915
0.575000,0.025447,-0.254469,0.101787,0.046225,-0.462250,0.184900,0.806415
0.576000,0.025493,-0.254931,0.101972,0.046225,-0.462250,0.184900,0.805915
0.577000,0.025539,-0.255393,0.102157,0.046225,-0.462250,0.184900,0.805415
0.578000,0.025586,-0.255855,0.102342,0.046225,-0.462250,0.184900,0.804915
0.579000,0.025632,-0.256318,0.102527,0.046225,-0.462250,0.184900,0.804415
0.580000,0.025678,-0.256780,0.102712,0.046225,-0.462250,0.184900,0.803915
0.581000,0.025724,-0.257242,0.102897,0.046225,-0.462250,0.184900,0.803415
0.582000,0.025770,-0.257704,0.103082,0.046225,-0.462250,0.184900,0.802915
0.583000,0.025817,-0.258167,0.103267,0.046225,-0.462250,0.184900,0.802415
0.584000,0.025863,-0.258629,0.103452,0.046225,-0.462250,0.184900,0.801915
0.585000,0.025909,-0.259091,0.103636,0.046225,-0.462250,0.184900,0.801415
0.586000,0.025955,-0.259553,0.103821,0.046225,-0.462250,0.184900,0.800915
0.587000,0.026002,-0.260016,0.104006,0.046225,-0.462250,0.184900,0.800415
0.588000,0.026048,-0.260478,0.104191,0.046225,-0.462250,0.184900,0.799915
0.589000,0.026094,-0.260940,0.104376,0.046225,-0.462250,0.184900,0.799415
0.590000,0.026140,-0.261402,0.104561,0.046225,-0.462250,0.184900,0.798915
0.591000,0.026186,-0.261865,0.104746,0.046225,-0.462250,0.184900,0.798415
0.592000,0.026233,-0.262327,0.104931,0.046225,-0.462250,0.184900,0.797915
0.593000,0.026279,-0.262789,0.105116,0.046225,-0.462250,0.184900,0.797415
0.594000,0.026325,-0.263251,0.105301,0.046225,-0.462250,0.184900,0.796915
0.595000,0.026371,-0.263714,0.105485,0.046225,-0.462250,0.184900,0.796415
0.596000,0.026418,-0.264176,0.105670,0.046225,-0.462250,0.184900,0.795915
0.597000,0.026464,-0.264638,0.105855,0.046225,-0.462250,0.184900,0.795415
0.598000,0.026510,-0.265100,0.106040,0.046225,-0.462250,0.184900,0.794915
0.599000,0.026556,-0.265563,0.106225,0.046225,-0.462250,0.184900,0.794415
0.600000,0.026602,-0.266025,0.106410,0.046225,-0.462250,0.184900,0.793915
0.601000,0.026649,-0.266487,0.106595,0.046225,-0.462250,0.184900,0.793415
0.602000,0.026695,-0.266949,0.106780,0.046225,-0.462250,0.184900,0.792915
0.603000,0.026741,-0.267412,0.106965,0.046225,-0.462250,0.184900,0.792415
0.604000,0.026787,-0.267874,0.107150,0.046225,-0.462250,0.184900,0.791915
0.605000,0.026834,-0.268336,0.107334,0.046225,-0.462250,0.184900,0.791415
0.606000,0.026880,-0.268798,0.107519,0.046225,-0.462250,0.184900,0.790915
0.607000,0.026926,-0.269261,0.107704,0.046225,-0.462250,0.184900,0.790415
0.608000,0.026972,-0.269723,0.107889,0.046225,-0.462250,0.184900,0.789915
0.609000,0.027019,-0.270185,0.108074,0.046225,-0.462250,0.184900,0.789415
0.610000,0.027065,-0.270647,0.108259,0.046225,-0.462250,0.184900,0.788915
0.611000,0.027111,-0.271110,0.108444,0.046225,-0.462250,0.184900,0.788415
0.612000,0.027157,-0.271572,0.108629,0.046225,-0.462250,0.184900,0.787915
0.613000,0.027203,-0.272034,0.108814,0.046225,-0.462250,0.184900,0.787415
0.614000,0.027250,-0.272496,0.108999,0.046225,-0.462250,0.184900,0.786915
0.615000,0.027296,-0.272959,0.109183,0.046225,-0.462250,0.184900,0.786415
0.616000,0.027342,-0.273421,0.109368,0.046225,-0.462250,0.184900,0.785915
0.617000,0.027388,-0.273883,0.109553,0.046225,-0.462250,0.184900,0.785415
0.618000,0.027435,-0.274345,0.109738,0.046225,-0.462250,0.184900,0.784915
0.619000,0.027481,-0.274808,0.109923,0.046225,-0.462250,0.184900,0.784415
0.620000,0.027527,-0.275270,0.110108,0.046225,-0.462250,0.184900,0.783915
0.621000,0.027573,-0.275732,0.110293,0.046225,-0.462250,0.184900,0.783415
0.622000,0.027619,-0.276194,0.110478,0.046225,-0.462250,0.184900,0.782915
0.623000,0.027666,-0.276657,0.110663,0.046225,-0.462250,0.184900,0.782415
0.624000,0.027712,-0.277119,0.110848,0.046225,-0.462250,0.184900,0.781915
0.625000,0.027758,-0.277581,0.111032,0.046225,-0.462250,0.184900,0.781415
0.626000,0.027804,-0.278043,0.111217,0.046225,-0.462250,0.184900,0.780915
0.627000,0.027851,-0.278506,0.111402,0.046225,-0.462250,0.184900,0.780415
0.628000,0.027897,-0.278968,0.111587,0.046225,-0.462250,0.184900,0.779915
0.629000,0.027943,-0.279430,0.111772,0.046225,-0.462250,0.184900,0.779415
0.630000,0.027989,-0.279892,0.111957,0.046225,-0.462250,0.184900,0.778915
0.631000,0.028035,-0.280355,0.112142,0.046225,-0.462250,0.184900,0.778415
0.632000,0.028082,-0.280817,0.112327,0.046225,-0.462250,0.184900,0.777915
0.633000,0.028128,-0.281279,0.112512,0.046225,-0.462250,0.184900,0.777415
0.634000,0.028174,-0.281741,0.112697,0.046225,-0.462250,0.184900,0.776915
0.635000,0.028220,-0.282204,0.112881,0.046225,-0.462250,0.184900,0.776415
0.636000,0.028267,-0.282666,0.113066,0.046225,-0.462250,0.184900,0.775915
0.637000,0.028313,-0.283128,0.113251,0.046225,-0.462250,0.184900,0.775415
0.638000,0.028359,-0.283590,0.113436,0.046225,-0.462250,0.184900,0.774915
0.639000,0.028405,-0.284053,0.113621,0.046225,-0.462250,0.184900,0.774415
0.640000,0.028451,-0.284515,0.113806,0.046225,-0.462250,0.184900,0.773915
0.641000,0.028498,-0.284977,0.113991,0.046225,-0.462250,0.184900,0.773415
0.642000,0.028544,-0.285439,0.114176,0.046225,-0.462250,0.184900,0.772915
0.643000,0.028590,-0.285902,0.114361,0.046225,-0.462250,0.184900,0.772415
0.644000,0.028636,-0.286364,0.114546,0.046225,-0.462250,0.184900,0.771915
0.645000,0.028683,-0.286826,0.114730,0.046225,-0.462250,0.184900,0.771415
0.646000,0.028729,-0.287288,0.114915,0.046225,-0.462250,0.184900,0.770915
0.647000,0.028775,-0.287751,0.115100,0.046225,-0.462250,0.184900,0.770415
0.648000,0.028821,-0.288213,0.115285,0.046225,-0.462250,0.184900,0.769915
0.649000,0.028868,-0.288675,0.115470,0.046225,-0.462250,0.184900,0.769415
0.650000,0.028914,-0.289137,0.115655,0.046225,-0.462250,0.184900,0.768915
0.651000,0.028960,-0.289600,0.115840,0.046225,-0.462250,0.184900,0.768415
0.652000,0.029006,-0.290062,0.116025,0.046225,-0.462250,0.184900,0.767915
0.653000,0.029052,-0.290524,0.116210,0.046225,-0.462250,0.184900,0.767415
0.654000,0.029099,-0.290986,0.116395,0.046225,-0.462250,0.184900,0.766915
0.655000,0.029145,-0.291449,0.116579,0.046225,-0.462250,0.184900,0.766415
0.656000,0.029191,-0.291911,0.116764,0.046225,-0.462250,0.184900,0.765915
0.657000,0.029237,-0.292373,0.116949,0.046225,-0.462250,0.184900,0.765415
0.658000,0.029284,-0.292835,0.117134,0.046225,-0.462250,0.184900,0.764915
0.659000,0.029330,-0.293298,0.117319,0.046225,-0.462250,0.184900,0.764415
