Time,Step,TCP_Z,P_Err,V_Norm,J1_P,J1_V,J1_A,J2_P,J2_V,J2_A,J3_P,J3_V,J3_A,J4_P,J4_V,J4_A,J5_P,J5_V,J5_A,J6_P,J6_V,J6_A,Kp
3.014,UP,0.6675,0.084,0.820556,-2.80206e-05,-9.09232e-06,5.35099e-07,0.0204346,0.0145447,0.00518218,88.3394,-0.58738,-0.00534724,1.71244e-06,5.1472e-07,-5.09631e-08,91.64,0.572787,0.000170928,-2.79698e-05,-9.06001e-06,5.43838e-07,500
3.015,UP,0.667506,0.0839944,0.82056,-2.80297e-05,-9.09178e-06,5.35155e-07,0.0204492,0.0145499,0.00518219,88.3388,-0.587386,-0.00534731,1.71296e-06,5.14669e-07,-5.09563e-08,91.6406,0.572787,0.000170989,-2.79789e-05,-9.05947e-06,5.43893e-07,500
3.016,UP,0.667511,0.0839888,0.820564,-2.80388e-05,-9.09125e-06,5.35212e-07,0.0204637,0.014555,0.0051822,88.3382,-0.587391,-0.00534738,1.71347e-06,5.14618e-07,-5.09495e-08,91.6412,0.572787,0.00017105,-2.7988e-05,-9.05892e-06,5.43949e-07,500
3.017,UP,0.667517,0.0839832,0.820568,-2.80479e-05,-9.09071e-06,5.35268e-07,0.0204783,0.0145602,0.0051822,88.3376,-0.587396,-0.00534745,1.71399e-06,5.14567e-07,-5.09427e-08,91.6417,0.572788,0.000171111,-2.7997e-05,-9.05838e-06,5.44004e-07,500
3.018,UP,0.667522,0.0839776,0.820572,-2.8057e-05,-9.09018e-06,5.35325e-07,0.0204928,0.0145654,0.00518221,88.337,-0.587402,-0.00534751,1.7145e-06,5.14516e-07,-5.09358e-08,91.6423,0.572788,0.000171172,-2.80061e-05,-9.05784e-06,5.44059e-07,500
3.019,UP,0.667528,0.083972,0.820576,-2.80661e-05,-9.08964e-06,5.35382e-07,0.0205074,0.0145706,0.00518221,88.3364,-0.587407,-0.00534758,1.71501e-06,5.14465e-07,-5.0929e-08,91.6429,0.572788,0.000171232,-2.80151e-05,-9.05729e-06,5.44114e-07,500
3.02,UP,0.667534,0.0839664,0.82058,-2.80751e-05,-9.08911e-06,5.35439e-07,0.020522,0.0145758,0.00518222,88.3359,-0.587412,-0.00534765,1.71553e-06,5.14414e-07,-5.09222e-08,91.6435,0.572788,0.000171293,-2.80242e-05,-9.05675e-06,5.4417e-07,500
3.021,UP,0.667539,0.0839609,0.820584,-2.80842e-05,-9.08857e-06,5.35495e-07,0.0205366,0.014581,0.00518222,88.3353,-0.587418,-0.00534772,1.71604e-06,5.14363e-07,-5.09154e-08,91.644,0.572788,0.000171354,-2.80333e-05,-9.0562e-06,5.44225e-07,500
3.022,UP,0.667545,0.0839553,0.820588,-2.80933e-05,-9.08804e-06,5.35552e-07,0.0205512,0.0145861,0.00518223,88.3347,-0.587423,-0.00534778,1.71656e-06,5.14312e-07,-5.09086e-08,91.6446,0.572788,0.000171415,-2.80423e-05,-9.05566e-06,5.44281e-07,500
3.023,UP,0.66755,0.0839497,0.820592,-2.81024e-05,-9.0875e-06,5.35609e-07,0.0205657,0.0145913,0.00518224,88.3341,-0.587428,-0.00534785,1.71707e-06,5.14261e-07,-5.09018e-08,91.6452,0.572789,0.000171476,-2.80514e-05,-9.05512e-06,5.44336e-07,500
3.024,UP,0.667556,0.0839441,0.820596,-2.81115e-05,-9.08696e-06,5.35665e-07,0.0205803,0.0145965,0.00518224,88.3335,-0.587434,-0.00534792,1.71759e-06,5.1421e-07,-5.0895e-08,91.6457,0.572789,0.000171537,-2.80604e-05,-9.05457e-06,5.44391e-07,500
3.025,UP,0.667561,0.0839385,0.8206,-2.81206e-05,-9.08643e-06,5.35722e-07,0.0205949,0.0146017,0.00518225,88.3329,-0.587439,-0.00534799,1.7181e-06,5.1416e-07,-5.08882e-08,91.6463,0.572789,0.000171598,-2.80695e-05,-9.05403e-06,5.44447e-07,500
3.026,UP,0.667567,0.0839329,0.820604,-2.81297e-05,-9.08589e-06,5.35779e-07,0.0206096,0.0146069,0.00518225,88.3323,-0.587444,-0.00534805,1.71861e-06,5.14109e-07,-5.08814e-08,91.6469,0.572789,0.000171659,-2.80785e-05,-9.05348e-06,5.44502e-07,500
3.027,UP,0.667573,0.0839273,0.820608,-2.81387e-05,-9.08536e-06,5.35835e-07,0.0206242,0.014612,0.00518226,88.3317,-0.58745,-0.00534812,1.71913e-06,5.14058e-07,-5.08746e-08,91.6475,0.572789,0.00017172,-2.80876e-05,-9.05294e-06,5.44558e-07,500
3.028,UP,0.667578,0.0839217,0.820613,-2.81478e-05,-9.08482e-06,5.35892e-07,0.0206388,0.0146172,0.00518227,88.3312,-0.587455,-0.00534819,1.71964e-06,5.14007e-07,-5.08678e-08,91.648,0.572789,0.00017178,-2.80966e-05,-9.05239e-06,5.44613e-07,500
3.029,UP,0.667584,0.0839162,0.820617,-2.81569e-05,-9.08429e-06,5.35949e-07,0.0206534,0.0146224,0.00518227,88.3306,-0.58746,-0.00534826,1.72016e-06,5.13956e-07,-5.0861e-08,91.6486,0.57279,0.000171841,-2.81057e-05,-9.05185e-06,5.44669e-07,500
3.03,UP,0.667589,0.0839106,0.820621,-2.8166e-05,-9.08375e-06,5.36006e-07,0.020668,0.0146276,0.00518228,88.33,-0.587466,-0.00534832,1.72067e-06,5.13905e-07,-5.08542e-08,91.6492,0.57279,0.000171902,-2.81147e-05,-9.0513e-06,5.44724e-07,500
3.031,UP,0.667595,0.083905,0.820625,-2.81751e-05,-9.08321e-06,5.36063e-07,0.0206827,0.0146328,0.00518228,88.3294,-0.587471,-0.00534839,1.72118e-06,5.13854e-07,-5.08474e-08,91.6498,0.57279,0.000171963,-2.81238e-05,-9.05076e-06,5.44779e-07,500
3.032,UP,0.667601,0.0838994,0.820629,-2.81842e-05,-9.08268e-06,5.3612e-07,0.0206973,0.014638,0.00518229,88.3288,-0.587477,-0.00534846,1.7217e-06,5.13804e-07,-5.08406e-08,91.6503,0.57279,0.000172024,-2.81328e-05,-9.05021e-06,5.44835e-07,500
3.033,UP,0.667606,0.0838938,0.820633,-2.81932e-05,-9.08214e-06,5.36176e-07,0.0207119,0.0146431,0.00518229,88.3282,-0.587482,-0.00534853,1.72221e-06,5.13753e-07,-5.08338e-08,91.6509,0.57279,0.000172085,-2.81419e-05,-9.04967e-06,5.4489e-07,500
3.034,UP,0.667612,0.0838882,0.820637,-2.82023e-05,-9.0816e-06,5.36233e-07,0.0207266,0.0146483,0.0051823,88.3276,-0.587487,-0.00534859,1.72273e-06,5.13702e-07,-5.0827e-08,91.6515,0.57279,0.000172146,-2.81509e-05,-9.04912e-06,5.44946e-07,500
3.035,UP,0.667617,0.0838826,0.820641,-2.82114e-05,-9.08107e-06,5.3629e-07,0.0207412,0.0146535,0.00518231,88.327,-0.587493,-0.00534866,1.72324e-06,5.13651e-07,-5.08202e-08,91.652,0.572791,0.000172207,-2.816e-05,-9.04858e-06,5.45001e-07,500
3.036,UP,0.667623,0.0838771,0.820645,-2.82205e-05,-9.08053e-06,5.36347e-07,0.0207559,0.0146587,0.00518231,88.3265,-0.587498,-0.00534873,1.72375e-06,5.136e-07,-5.08134e-08,91.6526,0.572791,0.000172268,-2.8169e-05,-9.04803e-06,5.45057e-07,500
3.037,UP,0.667629,0.0838715,0.820649,-2.82296e-05,-9.08e-06,5.36403e-07,0.0207706,0.0146639,0.00518232,88.3259,-0.587503,-0.0053488,1.72427e-06,5.13549e-07,-5.08066e-08,91.6532,0.572791,0.000172328,-2.81781e-05,-9.04749e-06,5.45112e-07,500
3.038,UP,0.667634,0.0838659,0.820653,-2.82387e-05,-9.07946e-06,5.3646e-07,0.0207852,0.0146691,0.00518232,88.3253,-0.587509,-0.00534886,1.72478e-06,5.13499e-07,-5.07998e-08,91.6538,0.572791,0.000172389,-2.81871e-05,-9.04694e-06,5.45168e-07,500
3.039,UP,0.66764,0.0838603,0.820657,-2.82477e-05,-9.07892e-06,5.36517e-07,0.0207999,0.0146742,0.00518233,88.3247,-0.587514,-0.00534893,1.72529e-06,5.13448e-07,-5.0793e-08,91.6543,0.572791,0.00017245,-2.81962e-05,-9.0464e-06,5.45223e-07,500
3.04,UP,0.667645,0.0838547,0.820661,-2.82568e-05,-9.07839e-06,5.36574e-07,0.0208146,0.0146794,0.00518234,88.3241,-0.587519,-0.005349,1.72581e-06,5.13397e-07,-5.07862e-08,91.6549,0.572792,0.000172511,-2.82052e-05,-9.04585e-06,5.45279e-07,500
3.041,UP,0.667651,0.0838491,0.820665,-2.82659e-05,-9.07785e-06,5.36631e-07,0.0208293,0.0146846,0.00518234,88.3235,-0.587525,-0.00534907,1.72632e-06,5.13346e-07,-5.07794e-08,91.6555,0.572792,0.000172572,-2.82143e-05,-9.04531e-06,5.45334e-07,500
3.042,UP,0.667656,0.0838435,0.820669,-2.8275e-05,-9.07731e-06,5.36688e-07,0.020844,0.0146898,0.00518235,88.3229,-0.58753,-0.00534913,1.72683e-06,5.13296e-07,-5.07727e-08,91.6561,0.572792,0.000172633,-2.82233e-05,-9.04476e-06,5.4539e-07,500
3.043,UP,0.667662,0.083838,0.820673,-2.8284e-05,-9.07678e-06,5.36745e-07,0.0208587,0.014695,0.00518235,88.3223,-0.587535,-0.0053492,1.72735e-06,5.13245e-07,-5.07659e-08,91.6566,0.572792,0.000172694,-2.82324e-05,-9.04422e-06,5.45446e-07,500
3.044,UP,0.667668,0.0838324,0.820677,-2.82931e-05,-9.07624e-06,5.36802e-07,0.0208734,0.0147001,0.00518236,88.3218,-0.587541,-0.00534927,1.72786e-06,5.13194e-07,-5.07591e-08,91.6572,0.572792,0.000172755,-2.82414e-05,-9.04367e-06,5.45501e-07,500
3.045,UP,0.667673,0.0838268,0.820681,-2.83022e-05,-9.0757e-06,5.36859e-07,0.0208881,0.0147053,0.00518236,88.3212,-0.587546,-0.00534934,1.72837e-06,5.13143e-07,-5.07523e-08,91.6578,0.572792,0.000172816,-2.82504e-05,-9.04313e-06,5.45557e-07,500
3.046,UP,0.667679,0.0838212,0.820685,-2.83113e-05,-9.07517e-06,5.36915e-07,0.0209028,0.0147105,0.00518237,88.3206,-0.587551,-0.0053494,1.72889e-06,5.13092e-07,-5.07455e-08,91.6583,0.572793,0.000172877,-2.82595e-05,-9.04258e-06,5.45612e-07,500
3.047,UP,0.667684,0.0838156,0.820689,-2.83203e-05,-9.07463e-06,5.36972e-07,0.0209175,0.0147157,0.00518238,88.32,-0.587557,-0.00534947,1.7294e-06,5.13042e-07,-5.07387e-08,91.6589,0.572793,0.000172938,-2.82685e-05,-9.04203e-06,5.45668e-07,500
3.048,UP,0.66769,0.08381,0.820693,-2.83294e-05,-9.07409e-06,5.37029e-07,0.0209322,0.0147209,0.00518238,88.3194,-0.587562,-0.00534954,1.72991e-06,5.12991e-07,-5.07319e-08,91.6595,0.572793,0.000172999,-2.82776e-05,-9.04149e-06,5.45723e-07,500
3.049,UP,0.667696,0.0838044,0.820697,-2.83385e-05,-9.07355e-06,5.37086e-07,0.0209469,0.0147261,0.00518239,88.3188,-0.587567,-0.00534961,1.73042e-06,5.1294e-07,-5.07251e-08,91.6601,0.572793,0.000173059,-2.82866e-05,-9.04094e-06,5.45779e-07,500
3.05,UP,0.667701,0.0837988,0.820701,-2.83476e-05,-9.07302e-06,5.37143e-07,0.0209617,0.0147312,0.00518239,88.3182,-0.587573,-0.00534967,1.73094e-06,5.1289e-07,-5.07184e-08,91.6606,0.572793,0.00017312,-2.82956e-05,-9.0404e-06,5.45835e-07,500
3.051,UP,0.667707,0.0837933,0.820706,-2.83566e-05,-9.07248e-06,5.372e-07,0.0209764,0.0147364,0.0051824,88.3176,-0.587578,-0.00534974,1.73145e-06,5.12839e-07,-5.07116e-08,91.6612,0.572793,0.000173181,-2.83047e-05,-9.03985e-06,5.4589e-07,500
3.052,UP,0.667712,0.0837877,0.82071,-2.83657e-05,-9.07194e-06,5.37257e-07,0.0209911,0.0147416,0.00518241,88.3171,-0.587583,-0.00534981,1.73196e-06,5.12788e-07,-5.07048e-08,91.6618,0.572794,0.000173242,-2.83137e-05,-9.03931e-06,5.45946e-07,500
3.053,UP,0.667718,0.0837821,0.820714,-2.83748e-05,-9.07141e-06,5.37314e-07,0.0210059,0.0147468,0.00518241,88.3165,-0.587589,-0.00534988,1.73248e-06,5.12737e-07,-5.0698e-08,91.6624,0.572794,0.000173303,-2.83228e-05,-9.03876e-06,5.46002e-07,500
3.054,UP,0.667724,0.0837765,0.820718,-2.83839e-05,-9.07087e-06,5.37371e-07,0.0210206,0.014752,0.00518242,88.3159,-0.587594,-0.00534994,1.73299e-06,5.12687e-07,-5.06912e-08,91.6629,0.572794,0.000173364,-2.83318e-05,-9.03821e-06,5.46057e-07,500
3.055,UP,0.667729,0.0837709,0.820722,-2.83929e-05,-9.07033e-06,5.37428e-07,0.0210354,0.0147572,0.00518242,88.3153,-0.5876,-0.00535001,1.7335e-06,5.12636e-07,-5.06845e-08,91.6635,0.572794,0.000173425,-2.83408e-05,-9.03767e-06,5.46113e-07,500
3.056,UP,0.667735,0.0837653,0.820726,-2.8402e-05,-9.06979e-06,5.37485e-07,0.0210502,0.0147623,0.00518243,88.3147,-0.587605,-0.00535008,1.73401e-06,5.12585e-07,-5.06777e-08,91.6641,0.572794,0.000173486,-2.83499e-05,-9.03712e-06,5.46169e-07,500
3.057,UP,0.66774,0.0837597,0.82073,-2.84111e-05,-9.06926e-06,5.37542e-07,0.0210649,0.0147675,0.00518243,88.3141,-0.58761,-0.00535015,1.73453e-06,5.12535e-07,-5.06709e-08,91.6646,0.572794,0.000173547,-2.83589e-05,-9.03657e-06,5.46225e-07,500
3.058,UP,0.667746,0.0837542,0.820734,-2.84201e-05,-9.06872e-06,5.37599e-07,0.0210797,0.0147727,0.00518244,88.3135,-0.587616,-0.00535021,1.73504e-06,5.12484e-07,-5.06641e-08,91.6652,0.572795,0.000173608,-2.83679e-05,-9.03603e-06,5.4628e-07,500
3.059,UP,0.667751,0.0837486,0.820738,-2.84292e-05,-9.06818e-06,5.37656e-07,0.0210945,0.0147779,0.00518245,88.3129,-0.587621,-0.00535028,1.73555e-06,5.12433e-07,-5.06574e-08,91.6658,0.572795,0.000173669,-2.8377e-05,-9.03548e-06,5.46336e-07,500
3.06,UP,0.667757,0.083743,0.820742,-2.84383e-05,-9.06764e-06,5.37713e-07,0.0211093,0.0147831,0.00518245,88.3124,-0.587626,-0.00535035,1.73606e-06,5.12383e-07,-5.06506e-08,91.6664,0.572795,0.00017373,-2.8386e-05,-9.03494e-06,5.46392e-07,500
3.061,UP,0.667763,0.0837374,0.820746,-2.84473e-05,-9.0671e-06,5.3777e-07,0.0211241,0.0147882,0.00518246,88.3118,-0.587632,-0.00535042,1.73658e-06,5.12332e-07,-5.06438e-08,91.6669,0.572795,0.000173791,-2.83951e-05,-9.03439e-06,5.46447e-07,500
3.062,UP,0.667768,0.0837318,0.82075,-2.84564e-05,-9.06657e-06,5.37827e-07,0.0211388,0.0147934,0.00518246,88.3112,-0.587637,-0.00535048,1.73709e-06,5.12281e-07,-5.0637e-08,91.6675,0.572795,0.000173852,-2.84041e-05,-9.03384e-06,5.46503e-07,500
3.063,UP,0.667774,0.0837262,0.820754,-2.84655e-05,-9.06603e-06,5.37884e-07,0.0211536,0.0147986,0.00518247,88.3106,-0.587642,-0.00535055,1.7376e-06,5.12231e-07,-5.06303e-08,91.6681,0.572796,0.000173913,-2.84131e-05,-9.0333e-06,5.46559e-07,500
3.064,UP,0.667779,0.0837206,0.820758,-2.84745e-05,-9.06549e-06,5.37942e-07,0.0211685,0.0148038,0.00518248,88.31,-0.587648,-0.00535062,1.73811e-06,5.1218e-07,-5.06235e-08,91.6687,0.572796,0.000173974,-2.84222e-05,-9.03275e-06,5.46615e-07,500
3.065,UP,0.667785,0.083715,0.820762,-2.84836e-05,-9.06495e-06,5.37999e-07,0.0211833,0.014809,0.00518248,88.3094,-0.587653,-0.00535069,1.73862e-06,5.1213e-07,-5.06167e-08,91.6692,0.572796,0.000174035,-2.84312e-05,-9.0322e-06,5.4667e-07,500
3.066,UP,0.667791,0.0837095,0.820766,-2.84927e-05,-9.06441e-06,5.38056e-07,0.0211981,0.0148142,0.00518249,88.3088,-0.587658,-0.00535075,1.73914e-06,5.12079e-07,-5.061e-08,91.6698,0.572796,0.000174095,-2.84402e-05,-9.03166e-06,5.46726e-07,500
3.067,UP,0.667796,0.0837039,0.82077,-2.85017e-05,-9.06388e-06,5.38113e-07,0.0212129,0.0148193,0.00518249,88.3082,-0.587664,-0.00535082,1.73965e-06,5.12028e-07,-5.06032e-08,91.6704,0.572796,0.000174156,-2.84492e-05,-9.03111e-06,5.46782e-07,500
3.068,UP,0.667802,0.0836983,0.820774,-2.85108e-05,-9.06334e-06,5.3817e-07,0.0212277,0.0148245,0.0051825,88.3077,-0.587669,-0.00535089,1.74016e-06,5.11978e-07,-5.05964e-08,91.6709,0.572796,0.000174217,-2.84583e-05,-9.03056e-06,5.46838e-07,500
3.069,UP,0.667807,0.0836927,0.820778,-2.85198e-05,-9.0628e-06,5.38227e-07,0.0212425,0.0148297,0.00518251,88.3071,-0.587674,-0.00535096,1.74067e-06,5.11927e-07,-5.05897e-08,91.6715,0.572797,0.000174278,-2.84673e-05,-9.03002e-06,5.46893e-07,500
3.07,UP,0.667813,0.0836871,0.820782,-2.85289e-05,-9.06226e-06,5.38284e-07,0.0212574,0.0148349,0.00518251,88.3065,-0.58768,-0.00535102,1.74118e-06,5.11877e-07,-5.05829e-08,91.6721,0.572797,0.000174339,-2.84763e-05,-9.02947e-06,5.46949e-07,500
3.071,UP,0.667818,0.0836815,0.820786,-2.8538e-05,-9.06172e-06,5.38341e-07,0.0212722,0.0148401,0.00518252,88.3059,-0.587685,-0.00535109,1.7417e-06,5.11826e-07,-5.05761e-08,91.6727,0.572797,0.0001744,-2.84854e-05,-9.02892e-06,5.47005e-07,500
3.072,UP,0.667824,0.0836759,0.82079,-2.8547e-05,-9.06119e-06,5.38398e-07,0.0212871,0.0148453,0.00518252,88.3053,-0.587691,-0.00535116,1.74221e-06,5.11775e-07,-5.05694e-08,91.6732,0.572797,0.000174461,-2.84944e-05,-9.02837e-06,5.47061e-07,500
3.073,UP,0.66783,0.0836704,0.820795,-2.85561e-05,-9.06065e-06,5.38455e-07,0.0213019,0.0148504,0.00518253,88.3047,-0.587696,-0.00535123,1.74272e-06,5.11725e-07,-5.05626e-08,91.6738,0.572797,0.000174522,-2.85034e-05,-9.02783e-06,5.47117e-07,500
3.074,UP,0.667835,0.0836648,0.820799,-2.85652e-05,-9.06011e-06,5.38513e-07,0.0213168,0.0148556,0.00518253,88.3041,-0.587701,-0.00535129,1.74323e-06,5.11674e-07,-5.05558e-08,91.6744,0.572797,0.000174583,-2.85125e-05,-9.02728e-06,5.47173e-07,500
3.075,UP,0.667841,0.0836592,0.820803,-2.85742e-05,-9.05957e-06,5.3857e-07,0.0213316,0.0148608,0.00518254,88.3035,-0.587707,-0.00535136,1.74374e-06,5.11624e-07,-5.05491e-08,91.675,0.572798,0.000174644,-2.85215e-05,-9.02673e-06,5.47228e-07,500
3.076,UP,0.667846,0.0836536,0.820807,-2.85833e-05,-9.05903e-06,5.38627e-07,0.0213465,0.014866,0.00518255,88.303,-0.587712,-0.00535143,1.74425e-06,5.11573e-07,-5.05423e-08,91.6755,0.572798,0.000174705,-2.85305e-05,-9.02619e-06,5.47284e-07,500
3.077,UP,0.667852,0.083648,0.820811,-2.85923e-05,-9.05849e-06,5.38684e-07,0.0213614,0.0148712,0.00518255,88.3024,-0.587717,-0.0053515,1.74477e-06,5.11523e-07,-5.05355e-08,91.6761,0.572798,0.000174766,-2.85395e-05,-9.02564e-06,5.4734e-07,500
3.078,UP,0.667858,0.0836424,0.820815,-2.86014e-05,-9.05795e-06,5.38741e-07,0.0213762,0.0148764,0.00518256,88.3018,-0.587723,-0.00535156,1.74528e-06,5.11472e-07,-5.05288e-08,91.6767,0.572798,0.000174827,-2.85486e-05,-9.02509e-06,5.47396e-07,500
3.079,UP,0.667863,0.0836368,0.820819,-2.86104e-05,-9.05741e-06,5.38798e-07,0.0213911,0.0148815,0.00518256,88.3012,-0.587728,-0.00535163,1.74579e-06,5.11422e-07,-5.0522e-08,91.6772,0.572798,0.000174888,-2.85576e-05,-9.02454e-06,5.47452e-07,500
3.08,UP,0.667869,0.0836313,0.820823,-2.86195e-05,-9.05688e-06,5.38856e-07,0.021406,0.0148867,0.00518257,88.3006,-0.587733,-0.0053517,1.7463e-06,5.11371e-07,-5.05153e-08,91.6778,0.572798,0.000174949,-2.85666e-05,-9.024e-06,5.47508e-07,500
3.081,UP,0.667874,0.0836257,0.820827,-2.86286e-05,-9.05634e-06,5.38913e-07,0.0214209,0.0148919,0.00518258,88.3,-0.587739,-0.00535177,1.74681e-06,5.11321e-07,-5.05085e-08,91.6784,0.572799,0.00017501,-2.85756e-05,-9.02345e-06,5.47564e-07,500
3.082,UP,0.66788,0.0836201,0.820831,-2.86376e-05,-9.0558e-06,5.3897e-07,0.0214358,0.0148971,0.00518258,88.2994,-0.587744,-0.00535184,1.74732e-06,5.1127e-07,-5.05018e-08,91.679,0.572799,0.000175071,-2.85846e-05,-9.0229e-06,5.4762e-07,500
3.083,UP,0.667886,0.0836145,0.820835,-2.86467e-05,-9.05526e-06,5.39027e-07,0.0214507,0.0149023,0.00518259,88.2988,-0.587749,-0.0053519,1.74783e-06,5.1122e-07,-5.0495e-08,91.6795,0.572799,0.000175132,-2.85937e-05,-9.02235e-06,5.47676e-07,500
3.084,UP,0.667891,0.0836089,0.820839,-2.86557e-05,-9.05472e-06,5.39085e-07,0.0214656,0.0149074,0.00518259,88.2983,-0.587755,-0.00535197,1.74835e-06,5.11169e-07,-5.04883e-08,91.6801,0.572799,0.000175193,-2.86027e-05,-9.02181e-06,5.47731e-07,500
3.085,UP,0.667897,0.0836033,0.820843,-2.86648e-05,-9.05418e-06,5.39142e-07,0.0214805,0.0149126,0.0051826,88.2977,-0.58776,-0.00535204,1.74886e-06,5.11119e-07,-5.04815e-08,91.6807,0.572799,0.000175254,-2.86117e-05,-9.02126e-06,5.47787e-07,500
3.086,UP,0.667902,0.0835977,0.820847,-2.86738e-05,-9.05364e-06,5.39199e-07,0.0214954,0.0149178,0.00518261,88.2971,-0.587765,-0.00535211,1.74937e-06,5.11068e-07,-5.04747e-08,91.6813,0.5728,0.000175315,-2.86207e-05,-9.02071e-06,5.47843e-07,500
3.087,UP,0.667908,0.0835921,0.820851,-2.86829e-05,-9.0531e-06,5.39256e-07,0.0215104,0.014923,0.00518261,88.2965,-0.587771,-0.00535217,1.74988e-06,5.11018e-07,-5.0468e-08,91.6818,0.5728,0.000175376,-2.86298e-05,-9.02016e-06,5.47899e-07,500
3.088,UP,0.667913,0.0835866,0.820855,-2.86919e-05,-9.05256e-06,5.39314e-07,0.0215253,0.0149282,0.00518262,88.2959,-0.587776,-0.00535224,1.75039e-06,5.10967e-07,-5.04612e-08,91.6824,0.5728,0.000175437,-2.86388e-05,-9.01961e-06,5.47955e-07,500
3.089,UP,0.667919,0.083581,0.820859,-2.8701e-05,-9.05202e-06,5.39371e-07,0.0215402,0.0149334,0.00518262,88.2953,-0.587781,-0.00535231,1.7509e-06,5.10917e-07,-5.04545e-08,91.683,0.5728,0.000175498,-2.86478e-05,-9.01907e-06,5.48011e-07,500
3.09,UP,0.667925,0.0835754,0.820863,-2.871e-05,-9.05148e-06,5.39428e-07,0.0215552,0.0149385,0.00518263,88.2947,-0.587787,-0.00535238,1.75141e-06,5.10866e-07,-5.04477e-08,91.6835,0.5728,0.000175559,-2.86568e-05,-9.01852e-06,5.48067e-07,500
3.091,UP,0.66793,0.0835698,0.820867,-2.87191e-05,-9.05094e-06,5.39486e-07,0.0215701,0.0149437,0.00518264,88.2941,-0.587792,-0.00535244,1.75192e-06,5.10816e-07,-5.0441e-08,91.6841,0.5728,0.00017562,-2.86658e-05,-9.01797e-06,5.48123e-07,500
3.092,UP,0.667936,0.0835642,0.820871,-2.87281e-05,-9.05041e-06,5.39543e-07,0.0215851,0.0149489,0.00518264,88.2936,-0.587798,-0.00535251,1.75243e-06,5.10766e-07,-5.04342e-08,91.6847,0.572801,0.000175681,-2.86748e-05,-9.01742e-06,5.48179e-07,500
3.093,UP,0.667941,0.0835586,0.820875,-2.87372e-05,-9.04987e-06,5.396e-07,0.0216,0.0149541,0.00518265,88.293,-0.587803,-0.00535258,1.75294e-06,5.10715e-07,-5.04275e-08,91.6853,0.572801,0.000175742,-2.86839e-05,-9.01687e-06,5.48235e-07,500
3.094,UP,0.667947,0.083553,0.82088,-2.87462e-05,-9.04933e-06,5.39658e-07,0.021615,0.0149593,0.00518265,88.2924,-0.587808,-0.00535265,1.75345e-06,5.10665e-07,-5.04208e-08,91.6858,0.572801,0.000175803,-2.86929e-05,-9.01633e-06,5.48291e-07,500
3.095,UP,0.667953,0.0835475,0.820884,-2.87553e-05,-9.04879e-06,5.39715e-07,0.0216299,0.0149645,0.00518266,88.2918,-0.587814,-0.00535272,1.75397e-06,5.10614e-07,-5.0414e-08,91.6864,0.572801,0.000175864,-2.87019e-05,-9.01578e-06,5.48347e-07,500
3.096,UP,0.667958,0.0835419,0.820888,-2.87643e-05,-9.04825e-06,5.39772e-07,0.0216449,0.0149696,0.00518267,88.2912,-0.587819,-0.00535278,1.75448e-06,5.10564e-07,-5.04073e-08,91.687,0.572801,0.000175925,-2.87109e-05,-9.01523e-06,5.48403e-07,500
3.097,UP,0.667964,0.0835363,0.820892,-2.87734e-05,-9.04771e-06,5.39829e-07,0.0216599,0.0149748,0.00518267,88.2906,-0.587824,-0.00535285,1.75499e-06,5.10513e-07,-5.04005e-08,91.6876,0.572801,0.000175986,-2.87199e-05,-9.01468e-06,5.48459e-07,500
3.098,UP,0.667969,0.0835307,0.820896,-2.87824e-05,-9.04717e-06,5.39887e-07,0.0216749,0.01498,0.00518268,88.29,-0.58783,-0.00535292,1.7555e-06,5.10463e-07,-5.03938e-08,91.6881,0.572802,0.000176047,-2.87289e-05,-9.01413e-06,5.48516e-07,500
3.099,UP,0.667975,0.0835251,0.8209,-2.87915e-05,-9.04663e-06,5.39944e-07,0.0216898,0.0149852,0.00518268,88.2894,-0.587835,-0.00535299,1.75601e-06,5.10413e-07,-5.0387e-08,91.6887,0.572802,0.000176108,-2.8738e-05,-9.01358e-06,5.48572e-07,500
3.1,UP,0.66798,0.0835195,0.820904,-2.88005e-05,-9.04609e-06,5.40002e-07,0.0217048,0.0149904,0.00518269,88.2888,-0.58784,-0.00535305,1.75652e-06,5.10362e-07,-5.03803e-08,91.6893,0.572802,0.000176169,-2.8747e-05,-9.01303e-06,5.48628e-07,500
3.101,UP,0.667986,0.0835139,0.820908,-2.88096e-05,-9.04555e-06,5.40059e-07,0.0217198,0.0149956,0.00518269,88.2883,-0.587846,-0.00535312,1.75703e-06,5.10312e-07,-5.03736e-08,91.6899,0.572802,0.00017623,-2.8756e-05,-9.01249e-06,5.48684e-07,500
3.102,UP,0.667992,0.0835083,0.820912,-2.88186e-05,-9.04501e-06,5.40116e-07,0.0217348,0.0150007,0.0051827,88.2877,-0.587851,-0.00535319,1.75754e-06,5.10262e-07,-5.03668e-08,91.6904,0.572802,0.000176291,-2.8765e-05,-9.01194e-06,5.4874e-07,500
3.103,UP,0.667997,0.0835028,0.820916,-2.88277e-05,-9.04447e-06,5.40174e-07,0.0217498,0.0150059,0.00518271,88.2871,-0.587856,-0.00535326,1.75805e-06,5.10211e-07,-5.03601e-08,91.691,0.572803,0.000176352,-2.8774e-05,-9.01139e-06,5.48796e-07,500
