Time,Step,TCP_Z,P_Err,V_Norm,J1_P,J1_V,J1_A,J2_P,J2_V,J2_A,J3_P,J3_V,J3_A,J4_P,J4_V,J4_A,J5_P,J5_V,J5_A,J6_P,J6_V,J6_A,Kp
0.323,UP,0.652467,0.099033,0.807838,-1.78814e-06,-1.02904e-05,-1.21501e-06,3.6458e-05,0.000616792,0.00510809,89.9008,-0.571569,-0.0826674,1.18816e-07,6.77556e-07,1.90877e-08,90.0991,0.570885,0.0775585,-1.78779e-06,-1.02874e-05,-1.20159e-06,500
0.324,UP,0.652473,0.0990274,0.807946,-1.79843e-06,-1.02916e-05,-1.15096e-06,3.70799e-05,0.000621902,0.00511008,89.9003,-0.571648,-0.0792012,1.19494e-07,6.77571e-07,1.50441e-08,90.0997,0.570959,0.0740906,-1.79808e-06,-1.02885e-05,-1.13755e-06,500
0.325,UP,0.652478,0.0990218,0.80805,-1.80872e-06,-1.02927e-05,-1.08972e-06,3.7707e-05,0.000627014,0.00511201,89.8997,-0.571724,-0.0758899,1.20172e-07,6.77582e-07,1.11798e-08,90.1002,0.57103,0.0707778,-1.80837e-06,-1.02896e-05,-1.07631e-06,500
0.326,UP,0.652484,0.0990162,0.808149,-1.81902e-06,-1.02937e-05,-1.03115e-06,3.83391e-05,0.000632128,0.00511388,89.8991,-0.571797,-0.0727268,1.20849e-07,6.7759e-07,7.48675e-09,90.1008,0.571098,0.0676132,-1.81866e-06,-1.02906e-05,-1.01775e-06,500
0.327,UP,0.652489,0.0990107,0.808244,-1.82931e-06,-1.02947e-05,-9.75144e-07,3.89763e-05,0.000637244,0.00511569,89.8986,-0.571867,-0.0697052,1.21527e-07,6.77594e-07,3.9574e-09,90.1014,0.571162,0.0645901,-1.82895e-06,-1.02916e-05,-9.61748e-07,500
0.328,UP,0.652495,0.0990051,0.808335,-1.83961e-06,-1.02956e-05,-9.21579e-07,3.96187e-05,0.000642361,0.00511746,89.898,-0.571933,-0.0668187,1.22204e-07,6.77594e-07,5.84473e-10,90.102,0.571224,0.0617022,-1.83924e-06,-1.02925e-05,-9.08188e-07,500
0.329,UP,0.6525,0.0989995,0.808422,-1.8499e-06,-1.02965e-05,-8.70349e-07,4.02662e-05,0.000647481,0.00511917,89.8974,-0.571998,-0.0640614,1.22882e-07,6.77592e-07,-2.63895e-09,90.1025,0.571283,0.0589435,-1.84954e-06,-1.02933e-05,-8.56962e-07,500
0.33,UP,0.652506,0.0989939,0.808505,-1.8602e-06,-1.02973e-05,-8.21349e-07,4.09188e-05,0.000652601,0.00512083,89.8968,-0.572059,-0.0614274,1.2356e-07,6.77586e-07,-5.71949e-09,90.1031,0.571339,0.0563081,-1.85983e-06,-1.02941e-05,-8.07967e-07,500
0.331,UP,0.652512,0.0989884,0.808585,-1.8705e-06,-1.02981e-05,-7.7448e-07,4.15765e-05,0.000657724,0.00512244,89.8963,-0.572118,-0.0589112,1.24237e-07,6.77577e-07,-8.66349e-09,90.1037,0.571393,0.0537906,-1.87012e-06,-1.02949e-05,-7.61103e-07,500
0.332,UP,0.652517,0.0989828,0.808661,-1.8808e-06,-1.02988e-05,-7.29648e-07,4.22393e-05,0.000662848,0.005124,89.8957,-0.572174,-0.0565075,1.24915e-07,6.77566e-07,-1.1477e-08,90.1042,0.571444,0.0513857,-1.88042e-06,-1.02956e-05,-7.16275e-07,500
0.333,UP,0.652523,0.0989772,0.808734,-1.8911e-06,-1.02995e-05,-6.86761e-07,4.29073e-05,0.000667973,0.00512552,89.8951,-0.572229,-0.0542114,1.25592e-07,6.77552e-07,-1.41658e-08,90.1048,0.571493,0.0490884,-1.89072e-06,-1.02963e-05,-6.73392e-07,500
0.334,UP,0.652528,0.0989716,0.808804,-1.9014e-06,-1.03001e-05,-6.45733e-07,4.35804e-05,0.0006731,0.00512699,89.8946,-0.572281,-0.052018,1.2627e-07,6.77535e-07,-1.67353e-08,90.1054,0.57154,0.0468937,-1.90101e-06,-1.02969e-05,-6.32368e-07,500
0.335,UP,0.652534,0.0989661,0.808871,-1.9117e-06,-1.03008e-05,-6.06481e-07,4.42586e-05,0.000678229,0.00512841,89.894,-0.572331,-0.0499227,1.26947e-07,6.77516e-07,-1.9191e-08,90.106,0.571585,0.0447973,-1.91131e-06,-1.02975e-05,-5.9312e-07,500
0.336,UP,0.65254,0.0989605,0.808935,-1.922e-06,-1.03013e-05,-5.68927e-07,4.4942e-05,0.000683359,0.00512979,89.8934,-0.572378,-0.0479212,1.27625e-07,6.77494e-07,-2.15378e-08,90.1065,0.571628,0.0427946,-1.92161e-06,-1.02981e-05,-5.55569e-07,500
0.337,UP,0.652545,0.0989549,0.808997,-1.9323e-06,-1.03019e-05,-5.32994e-07,4.56305e-05,0.00068849,0.00513113,89.8928,-0.572424,-0.0460092,1.28302e-07,6.77471e-07,-2.37806e-08,90.1071,0.571669,0.0408814,-1.93191e-06,-1.02986e-05,-5.1964e-07,500
0.338,UP,0.652551,0.0989493,0.809055,-1.9426e-06,-1.03024e-05,-4.98611e-07,4.63241e-05,0.000693622,0.00513242,89.8923,-0.572469,-0.0441827,1.2898e-07,6.77445e-07,-2.59238e-08,90.1077,0.571708,0.0390538,-1.94221e-06,-1.02991e-05,-4.8526e-07,500
0.339,UP,0.652556,0.0989437,0.809112,-1.95291e-06,-1.03028e-05,-4.65708e-07,4.70229e-05,0.000698756,0.00513368,89.8917,-0.572511,-0.0424379,1.29657e-07,6.77417e-07,-2.79721e-08,90.1082,0.571745,0.037308,-1.95251e-06,-1.02995e-05,-4.52361e-07,500
0.34,UP,0.652562,0.0989382,0.809166,-1.96321e-06,-1.03033e-05,-4.3422e-07,4.77268e-05,0.000703891,0.00513489,89.8911,-0.572552,-0.0407711,1.30335e-07,6.77387e-07,-2.99295e-08,90.1088,0.571781,0.0356402,-1.96281e-06,-1.02999e-05,-4.20876e-07,500
0.341,UP,0.652567,0.0989326,0.809218,-1.97351e-06,-1.03037e-05,-4.04083e-07,4.84358e-05,0.000709027,0.00513607,89.8905,-0.572591,-0.0391789,1.31012e-07,6.77355e-07,-3.18001e-08,90.1094,0.571815,0.034047,-1.97311e-06,-1.03003e-05,-3.90743e-07,500
0.342,UP,0.652573,0.098927,0.809267,-1.98382e-06,-1.0304e-05,-3.75238e-07,4.915e-05,0.000714164,0.00513721,89.89,-0.572629,-0.037658,1.31689e-07,6.77321e-07,-3.35877e-08,90.11,0.571847,0.0325251,-1.98341e-06,-1.03007e-05,-3.61901e-07,500
0.343,UP,0.652579,0.0989214,0.809315,-1.99412e-06,-1.03044e-05,-3.47628e-07,4.98693e-05,0.000719302,0.00513831,89.8894,-0.572665,-0.036205,1.32366e-07,6.77286e-07,-3.5296e-08,90.1105,0.571879,0.0310713,-1.99371e-06,-1.0301e-05,-3.34294e-07,500
0.344,UP,0.652584,0.0989158,0.809361,-2.00443e-06,-1.03047e-05,-3.21197e-07,5.05937e-05,0.000724442,0.00513938,89.8888,-0.5727,-0.0348171,1.33044e-07,6.77249e-07,-3.69285e-08,90.1111,0.571908,0.0296824,-2.00401e-06,-1.03013e-05,-3.07866e-07,500
0.345,UP,0.65259,0.0989103,0.809404,-2.01473e-06,-1.0305e-05,-2.95893e-07,5.13233e-05,0.000729582,0.00514042,89.8883,-0.572733,-0.0334913,1.33721e-07,6.77211e-07,-3.84886e-08,90.1117,0.571937,0.0283557,-2.01431e-06,-1.03016e-05,-2.82565e-07,500
0.346,UP,0.652595,0.0989047,0.809446,-2.02504e-06,-1.03053e-05,-2.71667e-07,5.2058e-05,0.000734724,0.00514142,89.8877,-0.572765,-0.0322247,1.34398e-07,6.77171e-07,-3.99794e-08,90.1123,0.571964,0.0270883,-2.02461e-06,-1.03019e-05,-2.58342e-07,500
0.347,UP,0.652601,0.0988991,0.809486,-2.03534e-06,-1.03055e-05,-2.48469e-07,5.27979e-05,0.000739866,0.00514239,89.8871,-0.572796,-0.0310148,1.35075e-07,6.77129e-07,-4.14041e-08,90.1128,0.57199,0.0258776,-2.03491e-06,-1.03021e-05,-2.35147e-07,500
0.348,UP,0.652606,0.0988935,0.809525,-2.04565e-06,-1.03057e-05,-2.26255e-07,5.35429e-05,0.000745009,0.00514333,89.8865,-0.572826,-0.0298591,1.35752e-07,6.77086e-07,-4.27655e-08,90.1134,0.572014,0.024721,-2.04522e-06,-1.03023e-05,-2.12936e-07,500
0.349,UP,0.652612,0.0988879,0.809562,-2.05595e-06,-1.03059e-05,-2.04981e-07,5.4293e-05,0.000750153,0.00514424,89.886,-0.572855,-0.028755,1.36429e-07,6.77042e-07,-4.40664e-08,90.114,0.572038,0.0236162,-2.05552e-06,-1.03025e-05,-1.91664e-07,500
0.35,UP,0.652618,0.0988824,0.809598,-2.06626e-06,-1.03061e-05,-1.84605e-07,5.50483e-05,0.000755299,0.00514511,89.8854,-0.572883,-0.0277004,1.37106e-07,6.76997e-07,-4.53096e-08,90.1145,0.57206,0.0225608,-2.06582e-06,-1.03027e-05,-1.71291e-07,500
0.351,UP,0.652623,0.0988768,0.809632,-2.07657e-06,-1.03063e-05,-1.65088e-07,5.58088e-05,0.000760445,0.00514596,89.8848,-0.572909,-0.0266929,1.37783e-07,6.76951e-07,-4.64975e-08,90.1151,0.572082,0.0215525,-2.07613e-06,-1.03028e-05,-1.51776e-07,500
0.352,UP,0.652629,0.0988712,0.809665,-2.08687e-06,-1.03064e-05,-1.4639e-07,5.65744e-05,0.000765591,0.00514679,89.8842,-0.572935,-0.0257305,1.3846e-07,6.76903e-07,-4.76326e-08,90.1157,0.572103,0.0205894,-2.08643e-06,-1.0303e-05,-1.33082e-07,500
0.353,UP,0.652634,0.0988656,0.809696,-2.09718e-06,-1.03066e-05,-1.28477e-07,5.73451e-05,0.000770739,0.00514758,89.8837,-0.57296,-0.0248111,1.39137e-07,6.76854e-07,-4.87173e-08,90.1163,0.572122,0.0196694,-2.09673e-06,-1.03031e-05,-1.15171e-07,500
0.354,UP,0.65264,0.09886,0.809726,-2.10749e-06,-1.03067e-05,-1.11314e-07,5.8121e-05,0.000775887,0.00514835,89.8831,-0.572984,-0.0239328,1.39814e-07,6.76804e-07,-4.97538e-08,90.1168,0.572141,0.0187905,-2.10703e-06,-1.03032e-05,-9.80101e-08,500
0.355,UP,0.652646,0.0988544,0.809755,-2.11779e-06,-1.03068e-05,-9.48662e-08,5.8902e-05,0.000781036,0.00514909,89.8825,-0.573007,-0.0230939,1.40491e-07,6.76754e-07,-5.07441e-08,90.1174,0.572159,0.0179509,-2.11734e-06,-1.03033e-05,-8.15651e-08,500
0.356,UP,0.652651,0.0988489,0.809783,-2.1281e-06,-1.03069e-05,-7.91031e-08,5.96882e-05,0.000786186,0.00514981,89.882,-0.573029,-0.0222925,1.41167e-07,6.76702e-07,-5.16904e-08,90.118,0.572176,0.0171488,-2.12764e-06,-1.03033e-05,-6.58044e-08,500
0.357,UP,0.652657,0.0988433,0.80981,-2.13841e-06,-1.03069e-05,-6.39945e-08,6.04796e-05,0.000791337,0.00515051,89.8814,-0.573051,-0.0215269,1.41844e-07,6.76649e-07,-5.25946e-08,90.1185,0.572192,0.0163826,-2.13794e-06,-1.03034e-05,-5.06982e-08,500
0.358,UP,0.652662,0.0988377,0.809836,-2.14871e-06,-1.0307e-05,-4.95107e-08,6.1276e-05,0.000796488,0.00515118,89.8808,-0.573072,-0.0207956,1.42521e-07,6.76596e-07,-5.34585e-08,90.1191,0.572208,0.0156507,-2.14825e-06,-1.03034e-05,-3.62169e-08,500
0.359,UP,0.652668,0.0988321,0.809861,-2.15902e-06,-1.0307e-05,-3.56246e-08,6.20777e-05,0.00080164,0.00515183,89.8802,-0.573092,-0.020097,1.43197e-07,6.76542e-07,-5.4284e-08,90.1197,0.572223,0.0149516,-2.15855e-06,-1.03035e-05,-2.23332e-08,500
0.36,UP,0.652673,0.0988265,0.809884,-2.16933e-06,-1.0307e-05,-2.23098e-08,6.28845e-05,0.000806792,0.00515246,89.8797,-0.573111,-0.0194296,1.43874e-07,6.76487e-07,-5.50727e-08,90.1203,0.572237,0.0142837,-2.16885e-06,-1.03035e-05,-9.0208e-09,500
0.361,UP,0.652679,0.0988209,0.809907,-2.17963e-06,-1.0307e-05,-9.54145e-09,6.36964e-05,0.000811945,0.00515307,89.8791,-0.57313,-0.0187921,1.4455e-07,6.76431e-07,-5.58262e-08,90.1208,0.572251,0.0136456,-2.17916e-06,-1.03035e-05,3.74523e-09,500
0.362,UP,0.652685,0.0988154,0.809929,-2.18994e-06,-1.0307e-05,2.7053e-09,6.45135e-05,0.000817099,0.00515366,89.8785,-0.573148,-0.0181831,1.45226e-07,6.76374e-07,-5.65461e-08,90.1214,0.572264,0.0130361,-2.18946e-06,-1.03034e-05,1.59896e-08,500
0.363,UP,0.65269,0.0988098,0.809951,-2.20025e-06,-1.0307e-05,1.44531e-08,6.53358e-05,0.000822253,0.00515423,89.8779,-0.573166,-0.0176014,1.45903e-07,6.76317e-07,-5.72339e-08,90.122,0.572277,0.0124539,-2.19977e-06,-1.03034e-05,2.77351e-08,500
0.364,UP,0.652696,0.0988042,0.809971,-2.21056e-06,-1.0307e-05,2.57241e-08,6.61632e-05,0.000827408,0.00515478,89.8774,-0.573183,-0.0170457,1.46579e-07,6.76259e-07,-5.7891e-08,90.1226,0.572288,0.0118977,-2.21007e-06,-1.03034e-05,3.90038e-08,500
0.365,UP,0.652701,0.0987986,0.809991,-2.22086e-06,-1.0307e-05,3.65387e-08,6.69957e-05,0.000832563,0.00515531,89.8768,-0.573199,-0.0165148,1.47255e-07,6.76201e-07,-5.85188e-08,90.1231,0.5723,0.0113664,-2.22037e-06,-1.03033e-05,4.98162e-08,500
0.366,UP,0.652707,0.098793,0.81001,-2.23117e-06,-1.03069e-05,4.69177e-08,6.78335e-05,0.000837719,0.00515582,89.8762,-0.573215,-0.0160077,1.47931e-07,6.76141e-07,-5.91185e-08,90.1237,0.572311,0.0108588,-2.23067e-06,-1.03033e-05,6.01929e-08,500
0.367,UP,0.652713,0.0987874,0.810028,-2.24148e-06,-1.03069e-05,5.68802e-08,6.86763e-05,0.000842875,0.00515632,89.8756,-0.573231,-0.0155233,1.48607e-07,6.76082e-07,-5.96914e-08,90.1243,0.572321,0.010374,-2.24098e-06,-1.03032e-05,7.01531e-08,500
0.368,UP,0.652718,0.0987819,0.810046,-2.25178e-06,-1.03068e-05,6.6444e-08,6.95244e-05,0.000848032,0.0051568,89.8751,-0.573246,-0.0150606,1.49283e-07,6.76022e-07,-6.02386e-08,90.1248,0.572331,0.0099108,-2.25128e-06,-1.03031e-05,7.97146e-08,500
0.369,UP,0.652724,0.0987763,0.810063,-2.26209e-06,-1.03067e-05,7.56271e-08,7.03776e-05,0.000853189,0.00515726,89.8745,-0.573261,-0.0146186,1.49959e-07,6.75961e-07,-6.07614e-08,90.1254,0.57234,0.00946835,-2.26158e-06,-1.0303e-05,8.88955e-08,500
0.37,UP,0.652729,0.0987707,0.810079,-2.2724e-06,-1.03066e-05,8.44457e-08,7.12359e-05,0.000858347,0.00515771,89.8739,-0.573275,-0.0141963,1.50635e-07,6.759e-07,-6.12607e-08,90.126,0.572349,0.00904569,-2.27189e-06,-1.03029e-05,9.77119e-08,500
0.371,UP,0.652735,0.0987651,0.810095,-2.2827e-06,-1.03065e-05,9.29165e-08,7.20994e-05,0.000863505,0.00515814,89.8734,-0.573289,-0.0137929,1.51311e-07,6.75838e-07,-6.17377e-08,90.1266,0.572358,0.00864193,-2.28219e-06,-1.03028e-05,1.0618e-07,500
0.372,UP,0.65274,0.0987595,0.810111,-2.29301e-06,-1.03064e-05,1.01054e-07,7.29681e-05,0.000868664,0.00515856,89.8728,-0.573302,-0.0134076,1.51987e-07,6.75776e-07,-6.21933e-08,90.1271,0.572366,0.00825624,-2.29249e-06,-1.03027e-05,1.14316e-07,500
0.373,UP,0.652746,0.0987539,0.810125,-2.30332e-06,-1.03063e-05,1.08873e-07,7.38419e-05,0.000873823,0.00515897,89.8722,-0.573315,-0.0130395,1.52663e-07,6.75713e-07,-6.26284e-08,90.1277,0.572374,0.00788779,-2.3028e-06,-1.03026e-05,1.22133e-07,500
0.374,UP,0.652752,0.0987484,0.81014,-2.31362e-06,-1.03062e-05,1.16388e-07,7.47209e-05,0.000878982,0.00515936,89.8716,-0.573328,-0.0126879,1.53338e-07,6.7565e-07,-6.30439e-08,90.1283,0.572382,0.00753582,-2.3131e-06,-1.03025e-05,1.29646e-07,500
0.375,UP,0.652757,0.0987428,0.810153,-2.32393e-06,-1.03061e-05,1.23612e-07,7.5605e-05,0.000884142,0.00515973,89.8711,-0.57334,-0.012352,1.54014e-07,6.75586e-07,-6.34408e-08,90.1288,0.572389,0.0071996,-2.3234e-06,-1.03023e-05,1.36867e-07,500
0.376,UP,0.652763,0.0987372,0.810167,-2.33423e-06,-1.0306e-05,1.30557e-07,7.64943e-05,0.000889302,0.0051601,89.8705,-0.573352,-0.0120312,1.54689e-07,6.75523e-07,-6.38197e-08,90.1294,0.572396,0.00687842,-2.3337e-06,-1.03022e-05,1.4381e-07,500
0.377,UP,0.652768,0.0987316,0.81018,-2.34454e-06,-1.03058e-05,1.37237e-07,7.73888e-05,0.000894462,0.00516045,89.8699,-0.573364,-0.0117247,1.55365e-07,6.75458e-07,-6.41816e-08,90.13,0.572402,0.0065716,-2.344e-06,-1.0302e-05,1.50488e-07,500
0.378,UP,0.652774,0.098726,0.810192,-2.35485e-06,-1.03057e-05,1.43661e-07,7.82884e-05,0.000899623,0.0051608,89.8693,-0.573375,-0.0114319,1.5604e-07,6.75394e-07,-6.45272e-08,90.1306,0.572409,0.0062785,-2.35431e-06,-1.03019e-05,1.5691e-07,500
0.379,UP,0.65278,0.0987204,0.810204,-2.36515e-06,-1.03055e-05,1.49842e-07,7.91932e-05,0.000904784,0.00516113,89.8688,-0.573386,-0.0111522,1.56716e-07,6.75329e-07,-6.48572e-08,90.1311,0.572415,0.00599852,-2.36461e-06,-1.03017e-05,1.63089e-07,500
0.38,UP,0.652785,0.0987148,0.810216,-2.37546e-06,-1.03054e-05,1.5579e-07,8.01031e-05,0.000909946,0.00516144,89.8682,-0.573397,-0.010885,1.57391e-07,6.75264e-07,-6.51722e-08,90.1317,0.57242,0.00573106,-2.37491e-06,-1.03015e-05,1.69034e-07,500
0.381,UP,0.652791,0.0987093,0.810228,-2.38576e-06,-1.03052e-05,1.61515e-07,8.10182e-05,0.000915108,0.00516175,89.8676,-0.573408,-0.0106298,1.58066e-07,6.75198e-07,-6.5473e-08,90.1323,0.572426,0.00547556,-2.38521e-06,-1.03014e-05,1.74757e-07,500
0.382,UP,0.652796,0.0987037,0.810239,-2.39607e-06,-1.0305e-05,1.67027e-07,8.19385e-05,0.00092027,0.00516205,89.867,-0.573418,-0.010386,1.58741e-07,6.75133e-07,-6.57602e-08,90.1329,0.572431,0.00523149,-2.39551e-06,-1.03012e-05,1.80267e-07,500
0.383,UP,0.652802,0.0986981,0.810249,-2.40637e-06,-1.03049e-05,1.72335e-07,8.28639e-05,0.000925432,0.00516234,89.8665,-0.573428,-0.0101531,1.59416e-07,6.75067e-07,-6.60343e-08,90.1334,0.572436,0.00499834,-2.40581e-06,-1.0301e-05,1.85573e-07,500
0.384,UP,0.652808,0.0986925,0.81026,-2.41668e-06,-1.03047e-05,1.77448e-07,8.37945e-05,0.000930595,0.00516262,89.8659,-0.573438,-0.00993063,1.60091e-07,6.75e-07,-6.6296e-08,90.134,0.572441,0.00477562,-2.41611e-06,-1.03008e-05,1.90684e-07,500
0.385,UP,0.652813,0.0986869,0.81027,-2.42698e-06,-1.03045e-05,1.82375e-07,8.47303e-05,0.000935757,0.00516289,89.8653,-0.573448,-0.00971812,1.60766e-07,6.74934e-07,-6.65457e-08,90.1346,0.572445,0.00456286,-2.42641e-06,-1.03006e-05,1.95608e-07,500
0.386,UP,0.652819,0.0986813,0.81028,-2.43729e-06,-1.03043e-05,1.87122e-07,8.56712e-05,0.000940921,0.00516315,89.8648,-0.573458,-0.00951512,1.61441e-07,6.74867e-07,-6.67841e-08,90.1351,0.57245,0.00435962,-2.43671e-06,-1.03004e-05,2.00354e-07,500
0.387,UP,0.652824,0.0986757,0.810289,-2.44759e-06,-1.03041e-05,1.91699e-07,8.66173e-05,0.000946084,0.0051634,89.8642,-0.573467,-0.0093212,1.62116e-07,6.748e-07,-6.70115e-08,90.1357,0.572454,0.00416547,-2.44701e-06,-1.03002e-05,2.04929e-07,500
0.388,UP,0.65283,0.0986702,0.810299,-2.45789e-06,-1.03039e-05,1.96113e-07,8.75686e-05,0.000951248,0.00516364,89.8636,-0.573476,-0.00913595,1.62791e-07,6.74733e-07,-6.72286e-08,90.1363,0.572458,0.00398001,-2.45731e-06,-1.03e-05,2.0934e-07,500
0.389,UP,0.652835,0.0986646,0.810308,-2.4682e-06,-1.03037e-05,2.00369e-07,8.8525e-05,0.000956411,0.00516388,89.863,-0.573485,-0.008959,1.63465e-07,6.74665e-07,-6.74357e-08,90.1369,0.572462,0.00380284,-2.46761e-06,-1.02998e-05,2.13594e-07,500
0.39,UP,0.652841,0.098659,0.810316,-2.4785e-06,-1.03035e-05,2.04476e-07,8.94865e-05,0.000961576,0.00516411,89.8625,-0.573494,-0.00878997,1.6414e-07,6.74598e-07,-6.76333e-08,90.1374,0.572465,0.0036336,-2.47791e-06,-1.02996e-05,2.17699e-07,500
0.391,UP,0.652847,0.0986534,0.810325,-2.4888e-06,-1.03033e-05,2.0844e-07,9.04533e-05,0.00096674,0.00516433,89.8619,-0.573502,-0.0086285,1.64814e-07,6.7453e-07,-6.78218e-08,90.138,0.572469,0.00347193,-2.48821e-06,-1.02993e-05,2.21661e-07,500
0.392,UP,0.652852,0.0986478,0.810333,-2.49911e-06,-1.03031e-05,2.12267e-07,9.14252e-05,0.000971904,0.00516454,89.8613,-0.573511,-0.00847426,1.65489e-07,6.74462e-07,-6.80016e-08,90.1386,0.572472,0.00331749,-2.49851e-06,-1.02991e-05,2.25485e-07,500
0.393,UP,0.652858,0.0986422,0.810341,-2.50941e-06,-1.03029e-05,2.15962e-07,9.24023e-05,0.000977069,0.00516475,89.8607,-0.573519,-0.00832692,1.66163e-07,6.74394e-07,-6.81732e-08,90.1392,0.572475,0.00316997,-2.50881e-06,-1.02989e-05,2.29178e-07,500
0.394,UP,0.652863,0.0986366,0.810349,-2.51971e-06,-1.03027e-05,2.19531e-07,9.33845e-05,0.000982234,0.00516495,89.8602,-0.573527,-0.00818617,1.66838e-07,6.74325e-07,-6.83367e-08,90.1397,0.572478,0.00302904,-2.51911e-06,-1.02987e-05,2.32746e-07,500
0.395,UP,0.652869,0.0986311,0.810357,-2.53001e-06,-1.03024e-05,2.2298e-07,9.43719e-05,0.000987399,0.00516514,89.8596,-0.573535,-0.00805173,1.67512e-07,6.74257e-07,-6.84927e-08,90.1403,0.572481,0.00289442,-2.52941e-06,-1.02984e-05,2.36193e-07,500
0.396,UP,0.652875,0.0986255,0.810365,-2.54032e-06,-1.03022e-05,2.26314e-07,9.53644e-05,0.000992565,0.00516533,89.859,-0.573543,-0.0079233,1.68186e-07,6.74188e-07,-6.86414e-08,90.1409,0.572484,0.00276582,-2.53971e-06,-1.02982e-05,2.39524e-07,500
0.397,UP,0.65288,0.0986199,0.810372,-2.55062e-06,-1.0302e-05,2.29538e-07,9.63622e-05,0.00099773,0.00516551,89.8584,-0.573551,-0.00780062,1.6886e-07,6.74119e-07,-6.87832e-08,90.1414,0.572487,0.00264297,-2.55e-06,-1.02979e-05,2.42746e-07,500
0.398,UP,0.652886,0.0986143,0.810379,-2.56092e-06,-1.03018e-05,2.32656e-07,9.73651e-05,0.0010029,0.00516568,89.8579,-0.573559,-0.00768343,1.69534e-07,6.74051e-07,-6.89183e-08,90.142,0.572489,0.00252562,-2.5603e-06,-1.02977e-05,2.45861e-07,500
0.399,UP,0.652891,0.0986087,0.810386,-2.57122e-06,-1.03015e-05,2.35672e-07,9.83731e-05,0.00100806,0.00516585,89.8573,-0.573566,-0.00757149,1.70208e-07,6.73982e-07,-6.90471e-08,90.1426,0.572492,0.00241352,-2.5706e-06,-1.02974e-05,2.48876e-07,500
0.4,UP,0.652897,0.0986031,0.810393,-2.58152e-06,-1.03013e-05,2.38592e-07,9.93864e-05,0.00101323,0.00516601,89.8567,-0.573574,-0.00746456,1.70882e-07,6.73912e-07,-6.91698e-08,90.1432,0.572494,0.00230644,-2.5809e-06,-1.02972e-05,2.51793e-07,500
0.401,UP,0.652902,0.0985975,0.8104,-2.59182e-06,-1.0301e-05,2.41418e-07,0.000100405,0.00101839,0.00516617,89.8562,-0.573581,-0.00736241,1.71556e-07,6.73843e-07,-6.92867e-08,90.1437,0.572496,0.00220414,-2.59119e-06,-1.02969e-05,2.54618e-07,500
0.402,UP,0.652908,0.098592,0.810407,-2.60213e-06,-1.03008e-05,2.44156e-07,0.000101428,0.00102356,0.00516633,89.8556,-0.573589,-0.00726484,1.7223e-07,6.73774e-07,-6.93981e-08,90.1443,0.572498,0.00210643,-2.60149e-06,-1.02967e-05,2.57353e-07,500
0.403,UP,0.652914,0.0985864,0.810413,-2.61243e-06,-1.03006e-05,2.46809e-07,0.000102457,0.00102873,0.00516648,89.855,-0.573596,-0.00717164,1.72903e-07,6.73704e-07,-6.95042e-08,90.1449,0.5725,0.00201309,-2.61179e-06,-1.02964e-05,2.60003e-07,500
0.404,UP,0.652919,0.0985808,0.81042,-2.62273e-06,-1.03003e-05,2.49379e-07,0.000103491,0.00103389,0.00516662,89.8544,-0.573603,-0.0070826,1.73577e-07,6.73635e-07,-6.96052e-08,90.1454,0.572502,0.00192392,-2.62208e-06,-1.02962e-05,2.62572e-07,500
0.405,UP,0.652925,0.0985752,0.810426,-2.63303e-06,-1.03001e-05,2.51872e-07,0.00010453,0.00103906,0.00516676,89.8539,-0.57361,-0.00699756,1.74251e-07,6.73565e-07,-6.97014e-08,90.146,0.572504,0.00183875,-2.63238e-06,-1.02959e-05,2.65063e-07,500
0.406,UP,0.65293,0.0985696,0.810432,-2.64333e-06,-1.02998e-05,2.54289e-07,0.000105574,0.00104423,0.00516689,89.8533,-0.573617,-0.00691632,1.74924e-07,6.73495e-07,-6.97929e-08,90.1466,0.572506,0.00175738,-2.64267e-06,-1.02956e-05,2.67478e-07,500
0.407,UP,0.652936,0.098564,0.810438,-2.65363e-06,-1.02995e-05,2.56635e-07,0.000106624,0.00104939,0.00516702,89.8527,-0.573624,-0.00683872,1.75597e-07,6.73425e-07,-6.988e-08,90.1472,0.572507,0.00167966,-2.65297e-06,-1.02953e-05,2.69821e-07,500
0.408,UP,0.652942,0.0985584,0.810444,-2.66393e-06,-1.02993e-05,2.58911e-07,0.000107678,0.00105456,0.00516715,89.8521,-0.57363,-0.0067646,1.76271e-07,6.73355e-07,-6.99629e-08,90.1477,0.572509,0.00160542,-2.66327e-06,-1.02951e-05,2.72096e-07,500
0.409,UP,0.652947,0.0985528,0.81045,-2.67422e-06,-1.0299e-05,2.61122e-07,0.000108738,0.00105973,0.00516727,89.8516,-0.573637,-0.00669379,1.76944e-07,6.73285e-07,-7.00417e-08,90.1483,0.572511,0.00153449,-2.67356e-06,-1.02948e-05,2.74304e-07,500
0.41,UP,0.652953,0.0985473,0.810456,-2.68452e-06,-1.02988e-05,2.63269e-07,0.000109803,0.0010649,0.00516739,89.851,-0.573644,-0.00662615,1.77617e-07,6.73215e-07,-7.01167e-08,90.1489,0.572512,0.00146675,-2.68385e-06,-1.02945e-05,2.76449e-07,500
0.411,UP,0.652958,0.0985417,0.810461,-2.69482e-06,-1.02985e-05,2.65355e-07,0.000110873,0.00107006,0.00516751,89.8504,-0.57365,-0.00656155,1.7829e-07,6.73145e-07,-7.0188e-08,90.1495,0.572513,0.00140203,-2.69415e-06,-1.02942e-05,2.78533e-07,500
