Time,Step,X,Y,Z,Att_X,Att_Y,Att_Z,Goal_X,Goal_Y,Goal_Z,P_Err,R_Err,Vel_Norm,Reached
0.711000,1,0.222104,0.034498,1.083123,0.227537,0.034500,1.085959,0.227866,0.034500,1.086179,0.006523,0.000002,0.000000,0
0.712000,1,0.222151,0.034498,1.083125,0.227541,0.034500,1.085962,0.227866,0.034500,1.086179,0.006480,0.000002,0.000000,0
0.713000,1,0.222199,0.034498,1.083127,0.227546,0.034500,1.085965,0.227866,0.034500,1.086179,0.006437,0.000002,0.000000,0
0.714000,1,0.222247,0.034498,1.083131,0.227550,0.034500,1.085968,0.227866,0.034500,1.086179,0.006393,0.000002,0.000000,0
0.715000,1,0.222296,0.034498,1.083134,0.227554,0.034500,1.085970,0.227866,0.034500,1.086179,0.006348,0.000002,0.000000,0
0.716000,1,0.222346,0.034498,1.083138,0.227557,0.034500,1.085973,0.227866,0.034500,1.086179,0.006302,0.000002,0.000000,0
0.717000,1,0.222397,0.034498,1.083143,0.227561,0.034500,1.085975,0.227866,0.034500,1.086179,0.006255,0.000002,0.000000,0
0.718000,1,0.222449,0.034498,1.083148,0.227565,0.034500,1.085978,0.227866,0.034500,1.086179,0.006208,0.000002,0.000000,0
0.719000,1,0.222501,0.034498,1.083154,0.227569,0.034500,1.085981,0.227866,0.034500,1.086179,0.006160,0.000002,0.000000,0
0.720000,1,0.222553,0.034498,1.083160,0.227573,0.034500,1.085983,0.227866,0.034500,1.086179,0.006111,0.000003,0.000000,0
0.721000,1,0.222607,0.034498,1.083167,0.227576,0.034500,1.085985,0.227866,0.034500,1.086179,0.006061,0.000003,0.000000,0
0.722000,1,0.222661,0.034498,1.083175,0.227580,0.034500,1.085988,0.227866,0.034500,1.086179,0.006010,0.000003,0.000000,0
0.723000,1,0.222716,0.034498,1.083183,0.227584,0.034500,1.085990,0.227866,0.034500,1.086179,0.005959,0.000003,0.000000,0
0.724000,1,0.222771,0.034498,1.083191,0.227587,0.034500,1.085993,0.227866,0.034500,1.086179,0.005907,0.000003,0.000000,0
0.725000,1,0.222827,0.034498,1.083200,0.227591,0.034500,1.085995,0.227866,0.034500,1.086179,0.005854,0.000003,0.000000,0
0.726000,1,0.222884,0.034498,1.083209,0.227594,0.034500,1.085997,0.227866,0.034500,1.086179,0.005801,0.000003,0.000000,0
0.727000,1,0.222941,0.034498,1.083219,0.227598,0.034500,1.086000,0.227866,0.034500,1.086179,0.005747,0.000003,0.000000,0
0.728000,1,0.222998,0.034499,1.083229,0.227601,0.034500,1.086002,0.227866,0.034500,1.086179,0.005692,0.000003,0.000000,0
0.729000,1,0.223057,0.034499,1.083240,0.227604,0.034500,1.086004,0.227866,0.034500,1.086179,0.005636,0.000003,0.000000,0
0.730000,1,0.223116,0.034499,1.083252,0.227608,0.034500,1.086006,0.227866,0.034500,1.086179,0.005580,0.000003,0.000000,0
0.731000,1,0.223175,0.034499,1.083264,0.227611,0.034500,1.086008,0.227866,0.034500,1.086179,0.005524,0.000003,0.000000,0
0.732000,1,0.223235,0.034499,1.083276,0.227614,0.034500,1.086011,0.227866,0.034500,1.086179,0.005466,0.000003,0.000000,0
0.733000,1,0.223295,0.034499,1.083289,0.227617,0.034500,1.086013,0.227866,0.034500,1.086179,0.005409,0.000003,0.000000,0
0.734000,1,0.223356,0.034499,1.083302,0.227620,0.034500,1.086015,0.227866,0.034500,1.086179,0.005350,0.000003,0.000000,0
0.735000,1,0.223417,0.034499,1.083315,0.227623,0.034500,1.086017,0.227866,0.034500,1.086179,0.005291,0.000003,0.000000,0
0.736000,1,0.223479,0.034499,1.083330,0.227626,0.034500,1.086019,0.227866,0.034500,1.086179,0.005232,0.000003,0.000000,0
0.737000,1,0.223541,0.034499,1.083344,0.227629,0.034500,1.086021,0.227866,0.034500,1.086179,0.005172,0.000003,0.000000,0
0.738000,1,0.223603,0.034499,1.083359,0.227632,0.034500,1.086023,0.227866,0.034500,1.086179,0.005111,0.000003,0.000000,0
0.739000,1,0.223666,0.034499,1.083374,0.227635,0.034500,1.086025,0.227866,0.034500,1.086179,0.005051,0.000003,0.000000,0
0.740000,1,0.223729,0.034499,1.083390,0.227638,0.034500,1.086027,0.227866,0.034500,1.086179,0.004989,0.000003,0.000000,0
0.741000,1,0.223793,0.034499,1.083407,0.227641,0.034500,1.086029,0.227866,0.034500,1.086179,0.004927,0.000003,0.000000,0
0.742000,1,0.223857,0.034499,1.083423,0.227644,0.034500,1.086031,0.227866,0.034500,1.086179,0.004865,0.000003,0.000000,0
0.743000,1,0.223922,0.034499,1.083440,0.227647,0.034500,1.086032,0.227866,0.034500,1.086179,0.004802,0.000003,0.000000,0
0.744000,1,0.223986,0.034499,1.083458,0.227650,0.034500,1.086034,0.227866,0.034500,1.086179,0.004739,0.000002,0.000000,0
0.745000,1,0.224051,0.034499,1.083476,0.227652,0.034500,1.086036,0.227866,0.034500,1.086179,0.004676,0.000002,0.000000,0
0.746000,1,0.224116,0.034499,1.083494,0.227655,0.034500,1.086038,0.227866,0.034500,1.086179,0.004612,0.000002,0.000000,0
0.747000,1,0.224182,0.034499,1.083512,0.227658,0.034500,1.086040,0.227866,0.034500,1.086179,0.004548,0.000002,0.000000,0
0.748000,1,0.224248,0.034499,1.083531,0.227660,0.034500,1.086041,0.227866,0.034500,1.086179,0.004484,0.000002,0.000000,0
0.749000,1,0.224314,0.034499,1.083551,0.227663,0.034500,1.086043,0.227866,0.034500,1.086179,0.004419,0.000002,0.000000,0
0.750000,1,0.224380,0.034499,1.083571,0.227665,0.034500,1.086045,0.227866,0.034500,1.086179,0.004354,0.000002,0.000000,0
0.751000,1,0.224447,0.034499,1.083591,0.227668,0.034500,1.086047,0.227866,0.034500,1.086179,0.004288,0.000002,0.000000,0
0.752000,1,0.224514,0.034499,1.083611,0.227671,0.034500,1.086048,0.227866,0.034500,1.086179,0.004223,0.000002,0.000000,0
0.753000,1,0.224581,0.034499,1.083632,0.227673,0.034500,1.086050,0.227866,0.034500,1.086179,0.004157,0.000002,0.000000,0
0.754000,1,0.224648,0.034499,1.083653,0.227675,0.034500,1.086052,0.227866,0.034500,1.086179,0.004091,0.000002,0.000000,0
0.755000,1,0.224716,0.034499,1.083675,0.227678,0.034500,1.086053,0.227866,0.034500,1.086179,0.004025,0.000002,0.000000,0
0.756000,1,0.224783,0.034499,1.083697,0.227680,0.034500,1.086055,0.227866,0.034500,1.086179,0.003958,0.000002,0.000000,0
0.757000,1,0.224851,0.034499,1.083719,0.227683,0.034500,1.086056,0.227866,0.034500,1.086179,0.003892,0.000002,0.000000,0
0.758000,1,0.224919,0.034499,1.083741,0.227685,0.034500,1.086058,0.227866,0.034500,1.086179,0.003825,0.000002,0.000000,0
0.759000,1,0.224987,0.034499,1.083764,0.227687,0.034500,1.086059,0.227866,0.034500,1.086179,0.003758,0.000002,0.000000,0
0.760000,1,0.225055,0.034499,1.083787,0.227689,0.034500,1.086061,0.227866,0.034500,1.086179,0.003691,0.000002,0.000000,0
0.761000,1,0.225123,0.034499,1.083811,0.227692,0.034500,1.086062,0.227866,0.034500,1.086179,0.003624,0.000002,0.000000,0
0.762000,1,0.225191,0.034499,1.083834,0.227694,0.034500,1.086064,0.227866,0.034500,1.086179,0.003557,0.000002,0.000000,0
0.763000,1,0.225260,0.034499,1.083858,0.227696,0.034500,1.086065,0.227866,0.034500,1.086179,0.003490,0.000002,0.000000,0
0.764000,1,0.225328,0.034499,1.083883,0.227698,0.034500,1.086067,0.227866,0.034500,1.086179,0.003423,0.000002,0.000000,0
0.765000,1,0.225397,0.034499,1.083907,0.227700,0.034500,1.086068,0.227866,0.034500,1.086179,0.003356,0.000002,0.000000,0
0.766000,1,0.225465,0.034499,1.083932,0.227702,0.034500,1.086070,0.227866,0.034500,1.086179,0.003289,0.000002,0.000000,0
0.767000,1,0.225533,0.034499,1.083957,0.227705,0.034500,1.086071,0.227866,0.034500,1.086179,0.003222,0.000002,0.000000,0
0.768000,1,0.225602,0.034499,1.083982,0.227707,0.034500,1.086072,0.227866,0.034500,1.086179,0.003155,0.000002,0.000000,0
0.769000,1,0.225670,0.034499,1.084008,0.227709,0.034500,1.086074,0.227866,0.034500,1.086179,0.003088,0.000002,0.000000,0
0.770000,1,0.225739,0.034499,1.084034,0.227711,0.034500,1.086075,0.227866,0.034500,1.086179,0.003021,0.000002,0.000000,0
0.771000,1,0.225807,0.034499,1.084060,0.227713,0.034500,1.086076,0.227866,0.034500,1.086179,0.002955,0.000002,0.000000,0
0.772000,1,0.225875,0.034499,1.084086,0.227715,0.034500,1.086078,0.227866,0.034500,1.086179,0.002889,0.000002,0.000000,0
0.773000,1,0.225944,0.034499,1.084113,0.227716,0.034500,1.086079,0.227866,0.034500,1.086179,0.002823,0.000002,0.000000,0
0.774000,1,0.226012,0.034499,1.084139,0.227718,0.034500,1.086080,0.227866,0.034500,1.086179,0.002757,0.000002,0.000000,0
0.775000,1,0.226080,0.034499,1.084166,0.227720,0.034500,1.086081,0.227866,0.034500,1.086179,0.002691,0.000002,0.000000,0
0.776000,1,0.226148,0.034499,1.084193,0.227722,0.034500,1.086083,0.227866,0.034500,1.086179,0.002626,0.000002,0.000000,0
0.777000,1,0.226216,0.034499,1.084221,0.227724,0.034500,1.086084,0.227866,0.034500,1.086179,0.002561,0.000001,0.000000,0
0.778000,1,0.226283,0.034499,1.084248,0.227726,0.034500,1.086085,0.227866,0.034500,1.086179,0.002497,0.000001,0.000000,0
0.779000,1,0.226351,0.034499,1.084276,0.227728,0.034500,1.086086,0.227866,0.034500,1.086179,0.002433,0.000001,0.000000,0
0.780000,1,0.226418,0.034499,1.084304,0.227729,0.034500,1.086087,0.227866,0.034500,1.086179,0.002370,0.000001,0.000000,0
0.781000,1,0.226485,0.034499,1.084332,0.227731,0.034500,1.086089,0.227866,0.034500,1.086179,0.002307,0.000001,0.000000,0
0.782000,1,0.226552,0.034499,1.084360,0.227733,0.034500,1.086090,0.227866,0.034500,1.086179,0.002244,0.000001,0.000000,0
0.783000,1,0.226619,0.034499,1.084388,0.227734,0.034500,1.086091,0.227866,0.034500,1.086179,0.002182,0.000001,0.000000,0
0.784000,1,0.226686,0.034499,1.084417,0.227736,0.034500,1.086092,0.227866,0.034500,1.086179,0.002121,0.000001,0.000000,0
0.785000,1,0.226752,0.034499,1.084445,0.227738,0.034500,1.086093,0.227866,0.034500,1.086179,0.002061,0.000001,0.000000,0
0.786000,1,0.226818,0.034499,1.084474,0.227739,0.034500,1.086094,0.227866,0.034500,1.086179,0.002002,0.000001,0.000000,0
0.787000,1,0.226884,0.034499,1.084503,0.227741,0.034500,1.086095,0.227866,0.034500,1.086179,0.001943,0.000001,0.000000,0
0.788000,1,0.226950,0.034499,1.084532,0.227743,0.034500,1.086096,0.227866,0.034500,1.086179,0.001885,0.000001,0.000000,0
0.789000,1,0.227015,0.034499,1.084561,0.227744,0.034500,1.086097,0.227866,0.034500,1.086179,0.001828,0.000001,0.000000,0
0.790000,1,0.227080,0.034499,1.084590,0.227746,0.034500,1.086098,0.227866,0.034500,1.086179,0.001773,0.000001,0.000000,0
0.791000,1,0.227145,0.034499,1.084619,0.227747,0.034500,1.086099,0.227866,0.034500,1.086179,0.001718,0.000001,0.000000,0
0.792000,1,0.227210,0.034500,1.084649,0.227749,0.034500,1.086100,0.227866,0.034500,1.086179,0.001665,0.000001,0.000000,0
0.793000,1,0.227274,0.034500,1.084678,0.227750,0.034500,1.086101,0.227866,0.034500,1.086179,0.001613,0.000001,0.000000,0
0.794000,1,0.227338,0.034500,1.084708,0.227752,0.034500,1.086102,0.227866,0.034500,1.086179,0.001563,0.000001,0.000000,0
0.795000,1,0.227401,0.034500,1.084738,0.227753,0.034500,1.086103,0.227866,0.034500,1.086179,0.001514,0.000001,0.000000,0
0.796000,1,0.227465,0.034500,1.084767,0.227755,0.034500,1.086104,0.227866,0.034500,1.086179,0.001467,0.000001,0.000000,0
0.797000,1,0.227528,0.034500,1.084797,0.227756,0.034500,1.086105,0.227866,0.034500,1.086179,0.001422,0.000001,0.000000,0
0.798000,1,0.227590,0.034500,1.084827,0.227757,0.034500,1.086106,0.227866,0.034500,1.086179,0.001380,0.000001,0.000000,0
0.799000,1,0.227653,0.034500,1.084857,0.227759,0.034500,1.086107,0.227866,0.034500,1.086179,0.001339,0.000001,0.000000,0
0.800000,1,0.227714,0.034500,1.084887,0.227760,0.034500,1.086108,0.227866,0.034500,1.086179,0.001301,0.000001,0.000000,0
0.801000,1,0.227776,0.034500,1.084917,0.227762,0.034500,1.086109,0.227866,0.034500,1.086179,0.001265,0.000001,0.000000,0
0.802000,1,0.227837,0.034500,1.084947,0.227763,0.034500,1.086110,0.227866,0.034500,1.086179,0.001232,0.000001,0.000000,0
0.803000,1,0.227898,0.034500,1.084978,0.227764,0.034500,1.086111,0.227866,0.034500,1.086179,0.001202,0.000001,0.000000,0
0.804000,1,0.227958,0.034500,1.085008,0.227766,0.034500,1.086112,0.227866,0.034500,1.086179,0.001175,0.000001,0.000000,0
0.805000,1,0.228018,0.034500,1.085038,0.227767,0.034500,1.086112,0.227866,0.034500,1.086179,0.001151,0.000001,0.000000,0
0.806000,1,0.228077,0.034500,1.085068,0.227768,0.034500,1.086113,0.227866,0.034500,1.086179,0.001131,0.000001,0.000000,0
0.807000,1,0.228136,0.034500,1.085098,0.227769,0.034500,1.086114,0.227866,0.034500,1.086179,0.001114,0.000001,0.000000,0
0.808000,1,0.228195,0.034500,1.085129,0.227771,0.034500,1.086115,0.227866,0.034500,1.086179,0.001100,0.000001,0.000000,0
0.809000,1,0.228253,0.034500,1.085159,0.227772,0.034500,1.086116,0.227866,0.034500,1.086179,0.001091,0.000001,0.000000,0
0.810000,1,0.228311,0.034500,1.085189,0.227773,0.034500,1.086117,0.227866,0.034500,1.086179,0.001085,0.000001,0.000000,0
0.811000,1,0.228368,0.034500,1.085219,0.227774,0.034500,1.086117,0.227866,0.034500,1.086179,0.001083,0.000001,0.000000,0
0.812000,1,0.228424,0.034500,1.085249,0.227775,0.034500,1.086118,0.227866,0.034500,1.086179,0.001084,0.000001,0.000000,0
0.813000,1,0.228481,0.034500,1.085280,0.227777,0.034500,1.086119,0.227866,0.034500,1.086179,0.001089,0.000001,0.000000,0
0.814000,1,0.228536,0.034500,1.085310,0.227778,0.034500,1.086120,0.227866,0.034500,1.086179,0.001097,0.000001,0.000000,0
0.815000,1,0.228592,0.034500,1.085340,0.227779,0.034500,1.086120,0.227866,0.034500,1.086179,0.001109,0.000001,0.000000,0
0.816000,1,0.228646,0.034500,1.085370,0.227780,0.034500,1.086121,0.227866,0.034500,1.086179,0.001124,0.000001,0.000000,0
0.817000,1,0.228700,0.034500,1.085400,0.227781,0.034500,1.086122,0.227866,0.034500,1.086179,0.001141,0.000001,0.000000,0
0.818000,1,0.228754,0.034500,1.085430,0.227782,0.034500,1.086123,0.227866,0.034500,1.086179,0.001161,0.000001,0.000000,0
0.819000,1,0.228807,0.034500,1.085460,0.227783,0.034500,1.086123,0.227866,0.034500,1.086179,0.001184,0.000001,0.000000,0
0.820000,1,0.228859,0.034500,1.085489,0.227784,0.034500,1.086124,0.227866,0.034500,1.086179,0.001209,0.000001,0.000000,0
0.821000,1,0.228911,0.034500,1.085519,0.227785,0.034500,1.086125,0.227866,0.034500,1.086179,0.001236,0.000001,0.000000,0
0.822000,1,0.228963,0.034500,1.085549,0.227786,0.034500,1.086125,0.227866,0.034500,1.086179,0.001265,0.000002,0.000000,0
0.823000,1,0.229014,0.034500,1.085578,0.227787,0.034500,1.086126,0.227866,0.034500,1.086179,0.001295,0.000002,0.000000,0
0.824000,1,0.229064,0.034500,1.085608,0.227788,0.034500,1.086127,0.227866,0.034500,1.086179,0.001327,0.000002,0.000000,0
0.825000,1,0.229114,0.034500,1.085637,0.227789,0.034500,1.086128,0.227866,0.034500,1.086179,0.001360,0.000002,0.000000,0
0.826000,1,0.229163,0.034500,1.085666,0.227790,0.034500,1.086128,0.227866,0.034500,1.086179,0.001394,0.000002,0.000000,0
0.827000,1,0.229211,0.034500,1.085696,0.227791,0.034500,1.086129,0.227866,0.034500,1.086179,0.001429,0.000002,0.000000,0
0.828000,1,0.229259,0.034500,1.085725,0.227792,0.034500,1.086129,0.227866,0.034500,1.086179,0.001465,0.000002,0.000000,0
0.829000,1,0.229306,0.034500,1.085754,0.227793,0.034500,1.086130,0.227866,0.034500,1.086179,0.001501,0.000002,0.000000,0
0.830000,1,0.229353,0.034500,1.085782,0.227794,0.034500,1.086131,0.227866,0.034500,1.086179,0.001539,0.000002,0.000000,0
0.831000,1,0.229399,0.034500,1.085811,0.227795,0.034500,1.086131,0.227866,0.034500,1.086179,0.001576,0.000002,0.000000,0
0.832000,1,0.229445,0.034500,1.085840,0.227796,0.034500,1.086132,0.227866,0.034500,1.086179,0.001614,0.000002,0.000000,0
0.833000,1,0.229489,0.034500,1.085868,0.227797,0.034500,1.086133,0.227866,0.034500,1.086179,0.001652,0.000002,0.000000,0
0.834000,1,0.229534,0.034500,1.085897,0.227798,0.034500,1.086133,0.227866,0.034500,1.086179,0.001691,0.000002,0.000000,0
0.835000,1,0.229577,0.034500,1.085925,0.227799,0.034500,1.086134,0.227866,0.034500,1.086179,0.001730,0.000002,0.000000,0
0.836000,1,0.229620,0.034500,1.085953,0.227800,0.034500,1.086134,0.227866,0.034500,1.086179,0.001768,0.000002,0.000000,0
0.837000,1,0.229662,0.034500,1.085981,0.227800,0.034500,1.086135,0.227866,0.034500,1.086179,0.001807,0.000002,0.000000,0
0.838000,1,0.229704,0.034500,1.086008,0.227801,0.034500,1.086135,0.227866,0.034500,1.086179,0.001845,0.000002,0.000000,0
0.839000,1,0.229745,0.034500,1.086036,0.227802,0.034500,1.086136,0.227866,0.034500,1.086179,0.001884,0.000002,0.000000,0
0.840000,1,0.229785,0.034500,1.086063,0.227803,0.034500,1.086137,0.227866,0.034500,1.086179,0.001922,0.000002,0.000000,0
0.841000,1,0.229825,0.034500,1.086090,0.227804,0.034500,1.086137,0.227866,0.034500,1.086179,0.001961,0.000002,0.000000,0
0.842000,1,0.229864,0.034500,1.086117,0.227805,0.034500,1.086138,0.227866,0.034500,1.086179,0.001998,0.000002,0.000000,0
0.843000,1,0.229902,0.034500,1.086144,0.227805,0.034500,1.086138,0.227866,0.034500,1.086179,0.002036,0.000002,0.000000,0
0.844000,1,0.229940,0.034500,1.086171,0.227806,0.034500,1.086139,0.227866,0.034500,1.086179,0.002074,0.000002,0.000000,0
0.845000,1,0.229977,0.034500,1.086198,0.227807,0.034500,1.086139,0.227866,0.034500,1.086179,0.002111,0.000002,0.000000,0
0.846000,1,0.230013,0.034500,1.086224,0.227808,0.034500,1.086140,0.227866,0.034500,1.086179,0.002147,0.000002,0.000000,0
0.847000,1,0.230049,0.034500,1.086250,0.227808,0.034500,1.086140,0.227866,0.034500,1.086179,0.002184,0.000002,0.000000,0
0.848000,1,0.230084,0.034500,1.086276,0.227809,0.034500,1.086141,0.227866,0.034500,1.086179,0.002219,0.000002,0.000000,0
0.849000,1,0.230118,0.034500,1.086302,0.227810,0.034500,1.086141,0.227866,0.034500,1.086179,0.002255,0.000002,0.000000,0
0.850000,1,0.230152,0.034500,1.086327,0.227811,0.034500,1.086142,0.227866,0.034500,1.086179,0.002290,0.000002,0.000000,0
0.851000,1,0.230184,0.034500,1.086352,0.227811,0.034500,1.086142,0.227866,0.034500,1.086179,0.002324,0.000002,0.000000,0
0.852000,1,0.230217,0.034501,1.086377,0.227812,0.034500,1.086143,0.227866,0.034500,1.086179,0.002358,0.000002,0.000000,0
0.853000,1,0.230248,0.034501,1.086402,0.227813,0.034500,1.086143,0.227866,0.034500,1.086179,0.002392,0.000002,0.000000,0
0.854000,1,0.230279,0.034501,1.086427,0.227813,0.034500,1.086144,0.227866,0.034500,1.086179,0.002425,0.000002,0.000000,0
0.855000,1,0.230309,0.034501,1.086451,0.227814,0.034500,1.086144,0.227866,0.034500,1.086179,0.002457,0.000002,0.000000,0
0.856000,1,0.230338,0.034501,1.086476,0.227815,0.034500,1.086144,0.227866,0.034500,1.086179,0.002489,0.000002,0.000000,0
0.857000,1,0.230367,0.034501,1.086499,0.227815,0.034500,1.086145,0.227866,0.034500,1.086179,0.002521,0.000003,0.000000,0
0.858000,1,0.230395,0.034501,1.086523,0.227816,0.034500,1.086145,0.227866,0.034500,1.086179,0.002552,0.000003,0.000000,0
0.859000,1,0.230422,0.034501,1.086547,0.227817,0.034500,1.086146,0.227866,0.034500,1.086179,0.002582,0.000003,0.000000,0
0.860000,1,0.230449,0.034501,1.086570,0.227817,0.034500,1.086146,0.227866,0.034500,1.086179,0.002611,0.000003,0.000000,0
0.861000,1,0.230474,0.034501,1.086593,0.227818,0.034500,1.086147,0.227866,0.034500,1.086179,0.002641,0.000003,0.000000,0
0.862000,1,0.230499,0.034501,1.086616,0.227819,0.034500,1.086147,0.227866,0.034500,1.086179,0.002669,0.000003,0.000000,0
0.863000,1,0.230524,0.034501,1.086638,0.227819,0.034500,1.086147,0.227866,0.034500,1.086179,0.002697,0.000003,0.000000,0
0.864000,1,0.230548,0.034501,1.086660,0.227820,0.034500,1.086148,0.227866,0.034500,1.086179,0.002724,0.000003,0.000000,0
0.865000,1,0.230571,0.034501,1.086682,0.227820,0.034500,1.086148,0.227866,0.034500,1.086179,0.002751,0.000003,0.000000,0
0.866000,1,0.230593,0.034501,1.086704,0.227821,0.034500,1.086149,0.227866,0.034500,1.086179,0.002776,0.000003,0.000000,0
0.867000,1,0.230614,0.034501,1.086726,0.227822,0.034500,1.086149,0.227866,0.034500,1.086179,0.002802,0.000003,0.000000,0
0.868000,1,0.230635,0.034501,1.086747,0.227822,0.034500,1.086149,0.227866,0.034500,1.086179,0.002826,0.000003,0.000000,0
0.869000,1,0.230655,0.034501,1.086768,0.227823,0.034500,1.086150,0.227866,0.034500,1.086179,0.002850,0.000003,0.000000,0
0.870000,1,0.230675,0.034501,1.086789,0.227823,0.034500,1.086150,0.227866,0.034500,1.086179,0.002874,0.000003,0.000000,0
0.871000,1,0.230693,0.034501,1.086809,0.227824,0.034500,1.086151,0.227866,0.034500,1.086179,0.002896,0.000003,0.000000,0
0.872000,1,0.230712,0.034501,1.086829,0.227824,0.034500,1.086151,0.227866,0.034500,1.086179,0.002918,0.000003,0.000000,0
0.873000,1,0.230729,0.034501,1.086849,0.227825,0.034500,1.086151,0.227866,0.034500,1.086179,0.002940,0.000003,0.000000,0
0.874000,1,0.230745,0.034501,1.086869,0.227826,0.034500,1.086152,0.227866,0.034500,1.086179,0.002960,0.000003,0.000000,0
0.875000,1,0.230761,0.034501,1.086888,0.227826,0.034500,1.086152,0.227866,0.034500,1.086179,0.002981,0.000003,0.000000,0
0.876000,1,0.230777,0.034501,1.086907,0.227827,0.034500,1.086152,0.227866,0.034500,1.086179,0.003000,0.000003,0.000000,0
0.877000,1,0.230791,0.034501,1.086926,0.227827,0.034500,1.086153,0.227866,0.034500,1.086179,0.003019,0.000003,0.000000,0
0.878000,1,0.230805,0.034501,1.086945,0.227828,0.034500,1.086153,0.227866,0.034500,1.086179,0.003037,0.000003,0.000000,0
0.879000,1,0.230818,0.034501,1.086963,0.227828,0.034500,1.086153,0.227866,0.034500,1.086179,0.003054,0.000003,0.000000,0
0.880000,1,0.230831,0.034501,1.086981,0.227829,0.034500,1.086154,0.227866,0.034500,1.086179,0.003071,0.000003,0.000000,0
0.881000,1,0.230843,0.034501,1.086999,0.227829,0.034500,1.086154,0.227866,0.034500,1.086179,0.003087,0.000003,0.000000,0
0.882000,1,0.230854,0.034501,1.087016,0.227830,0.034500,1.086154,0.227866,0.034500,1.086179,0.003102,0.000003,0.000000,0
0.883000,1,0.230864,0.034501,1.087033,0.227830,0.034500,1.086155,0.227866,0.034500,1.086179,0.003117,0.000003,0.000000,0
0.884000,1,0.230874,0.034501,1.087050,0.227830,0.034500,1.086155,0.227866,0.034500,1.086179,0.003131,0.000003,0.000000,0
0.885000,1,0.230883,0.034501,1.087067,0.227831,0.034500,1.086155,0.227866,0.034500,1.086179,0.003145,0.000003,0.000000,0
0.886000,1,0.230892,0.034501,1.087083,0.227831,0.034500,1.086156,0.227866,0.034500,1.086179,0.003158,0.000003,0.000000,0
0.887000,1,0.230900,0.034501,1.087099,0.227832,0.034500,1.086156,0.227866,0.034500,1.086179,0.003170,0.000003,0.000000,0
0.888000,1,0.230907,0.034501,1.087115,0.227832,0.034500,1.086156,0.227866,0.034500,1.086179,0.003181,0.000003,0.000000,0
0.889000,1,0.230913,0.034501,1.087130,0.227833,0.034500,1.086156,0.227866,0.034500,1.086179,0.003192,0.000003,0.000000,0
0.890000,1,0.230919,0.034501,1.087145,0.227833,0.034500,1.086157,0.227866,0.034500,1.086179,0.003202,0.000003,0.000000,0
0.891000,1,0.230924,0.034501,1.087160,0.227834,0.034500,1.086157,0.227866,0.034500,1.086179,0.003211,0.000003,0.000000,0
0.892000,1,0.230929,0.034501,1.087175,0.227834,0.034500,1.086157,0.227866,0.034500,1.086179,0.003220,0.000003,0.000000,0
0.893000,1,0.230933,0.034501,1.087189,0.227834,0.034500,1.086158,0.227866,0.034500,1.086179,0.003228,0.000003,0.000000,0
0.894000,1,0.230936,0.034501,1.087203,0.227835,0.034500,1.086158,0.227866,0.034500,1.086179,0.003236,0.000003,0.000000,0
0.895000,1,0.230938,0.034501,1.087216,0.227835,0.034500,1.086158,0.227866,0.034500,1.086179,0.003242,0.000002,0.000000,0
0.896000,1,0.230940,0.034501,1.087230,0.227836,0.034500,1.086158,0.227866,0.034500,1.086179,0.003248,0.000002,0.000000,0
0.897000,1,0.230942,0.034501,1.087243,0.227836,0.034500,1.086159,0.227866,0.034500,1.086179,0.003254,0.000002,0.000000,0
0.898000,1,0.230942,0.034501,1.087256,0.227836,0.034500,1.086159,0.227866,0.034500,1.086179,0.003259,0.000002,0.000000,0
0.899000,1,0.230942,0.034501,1.087268,0.227837,0.034500,1.086159,0.227866,0.034500,1.086179,0.003263,0.000002,0.000000,0
0.900000,1,0.230942,0.034501,1.087280,0.227837,0.034500,1.086159,0.227866,0.034500,1.086179,0.003266,0.000002,0.000000,0
0.901000,1,0.230940,0.034501,1.087292,0.227838,0.034500,1.086160,0.227866,0.034500,1.086179,0.003269,0.000002,0.000000,0
0.902000,1,0.230939,0.034501,1.087304,0.227838,0.034500,1.086160,0.227866,0.034500,1.086179,0.003272,0.000002,0.000000,0
0.903000,1,0.230936,0.034501,1.087315,0.227838,0.034500,1.086160,0.227866,0.034500,1.086179,0.003273,0.000002,0.000000,0
0.904000,1,0.230933,0.034501,1.087326,0.227839,0.034500,1.086160,0.227866,0.034500,1.086179,0.003274,0.000002,0.000000,0
0.905000,1,0.230930,0.034501,1.087336,0.227839,0.034500,1.086161,0.227866,0.034500,1.086179,0.003274,0.000002,0.000000,0
0.906000,1,0.230925,0.034501,1.087347,0.227839,0.034500,1.086161,0.227866,0.034500,1.086179,0.003274,0.000002,0.000000,0
0.907000,1,0.230920,0.034501,1.087357,0.227840,0.034500,1.086161,0.227866,0.034500,1.086179,0.003273,0.000002,0.000000,0
0.908000,1,0.230915,0.034501,1.087367,0.227840,0.034500,1.086161,0.227866,0.034500,1.086179,0.003272,0.000002,0.000000,0
0.909000,1,0.230909,0.034501,1.087376,0.227840,0.034500,1.086162,0.227866,0.034500,1.086179,0.003269,0.000002,0.000000,0
0.910000,1,0.230902,0.034501,1.087385,0.227841,0.034500,1.086162,0.227866,0.034500,1.086179,0.003267,0.000002,0.000000,0
0.911000,1,0.230895,0.034501,1.087394,0.227841,0.034500,1.086162,0.227866,0.034500,1.086179,0.003263,0.000002,0.000000,0
