Time,Step,TCP_Z,P_Err,J3_Acc,Kp
2.028,UP,0.656016,0.0954836,0.00522439,100
2.029,UP,0.656019,0.0954812,0.00522431,100
2.03,UP,0.656021,0.0954788,0.00522422,100
2.031,UP,0.656024,0.0954764,0.00522413,100
2.032,UP,0.656026,0.095474,0.00522404,100
2.033,UP,0.656028,0.0954716,0.00522396,100
2.034,UP,0.656031,0.0954692,0.00522387,100
2.035,UP,0.656033,0.0954668,0.00522378,100
2.036,UP,0.656036,0.0954644,0.00522369,100
2.037,UP,0.656038,0.095462,0.0052236,100
2.038,UP,0.65604,0.0954597,0.00522352,100
2.039,UP,0.656043,0.0954573,0.00522343,100
2.04,UP,0.656045,0.0954549,0.00522334,100
2.041,UP,0.656048,0.0954525,0.00522325,100
2.042,UP,0.65605,0.0954501,0.00522317,100
2.043,UP,0.656052,0.0954477,0.00522308,100
2.044,UP,0.656055,0.0954453,0.00522299,100
2.045,UP,0.656057,0.0954429,0.0052229,100
2.046,UP,0.656059,0.0954405,0.00522282,100
2.047,UP,0.656062,0.0954381,0.00522273,100
2.048,UP,0.656064,0.0954357,0.00522264,100
2.049,UP,0.656067,0.0954334,0.00522255,100
2.05,UP,0.656069,0.095431,0.00522247,100
2.051,UP,0.656071,0.0954286,0.00522238,100
2.052,UP,0.656074,0.0954262,0.00522229,100
2.053,UP,0.656076,0.0954238,0.0052222,100
2.054,UP,0.656079,0.0954214,0.00522211,100
2.055,UP,0.656081,0.095419,0.00522203,100
2.056,UP,0.656083,0.0954166,0.00522194,100
2.057,UP,0.656086,0.0954142,0.00522185,100
2.058,UP,0.656088,0.0954118,0.00522176,100
2.059,UP,0.656091,0.0954095,0.00522168,100
2.06,UP,0.656093,0.0954071,0.00522159,100
2.061,UP,0.656095,0.0954047,0.0052215,100
2.062,UP,0.656098,0.0954023,0.00522141,100
2.063,UP,0.6561,0.0953999,0.00522133,100
2.064,UP,0.656102,0.0953975,0.00522124,100
2.065,UP,0.656105,0.0953951,0.00522115,100
2.066,UP,0.656107,0.0953927,0.00522106,100
2.067,UP,0.65611,0.0953903,0.00522098,100
2.068,UP,0.656112,0.095388,0.00522089,100
2.069,UP,0.656114,0.0953856,0.0052208,100
2.07,UP,0.656117,0.0953832,0.00522071,100
2.071,UP,0.656119,0.0953808,0.00522062,100
2.072,UP,0.656122,0.0953784,0.00522054,100
2.073,UP,0.656124,0.095376,0.00522045,100
2.074,UP,0.656126,0.0953736,0.00522036,100
2.075,UP,0.656129,0.0953712,0.00522027,100
2.076,UP,0.656131,0.0953688,0.00522019,100
2.077,UP,0.656134,0.0953665,0.0052201,100
2.078,UP,0.656136,0.0953641,0.00522001,100
2.079,UP,0.656138,0.0953617,0.00521992,100
2.08,UP,0.656141,0.0953593,0.00521984,100
2.081,UP,0.656143,0.0953569,0.00521975,100
2.082,UP,0.656145,0.0953545,0.00521966,100
2.083,UP,0.656148,0.0953521,0.00521957,100
2.084,UP,0.65615,0.0953497,0.00521949,100
2.085,UP,0.656153,0.0953473,0.0052194,100
2.086,UP,0.656155,0.095345,0.00521931,100
2.087,UP,0.656157,0.0953426,0.00521922,100
2.088,UP,0.65616,0.0953402,0.00521913,100
2.089,UP,0.656162,0.0953378,0.00521905,100
2.09,UP,0.656165,0.0953354,0.00521896,100
2.091,UP,0.656167,0.095333,0.00521887,100
2.092,UP,0.656169,0.0953306,0.00521878,100
2.093,UP,0.656172,0.0953282,0.0052187,100
2.094,UP,0.656174,0.0953259,0.00521861,100
2.095,UP,0.656177,0.0953235,0.00521852,100
2.096,UP,0.656179,0.0953211,0.00521843,100
2.097,UP,0.656181,0.0953187,0.00521835,100
2.098,UP,0.656184,0.0953163,0.00521826,100
2.099,UP,0.656186,0.0953139,0.00521817,100
2.1,UP,0.656188,0.0953115,0.00521808,100
2.101,UP,0.656191,0.0953091,0.005218,100
2.102,UP,0.656193,0.0953068,0.00521791,100
2.103,UP,0.656196,0.0953044,0.00521782,100
2.104,UP,0.656198,0.095302,0.00521773,100
2.105,UP,0.6562,0.0952996,0.00521764,100
2.106,UP,0.656203,0.0952972,0.00521756,100
2.107,UP,0.656205,0.0952948,0.00521747,100
2.108,UP,0.656208,0.0952924,0.00521738,100
2.109,UP,0.65621,0.0952901,0.00521729,100
2.11,UP,0.656212,0.0952877,0.00521721,100
2.111,UP,0.656215,0.0952853,0.00521712,100
2.112,UP,0.656217,0.0952829,0.00521703,100
2.113,UP,0.656219,0.0952805,0.00521694,100
2.114,UP,0.656222,0.0952781,0.00521686,100
2.115,UP,0.656224,0.0952757,0.00521677,100
2.116,UP,0.656227,0.0952733,0.00521668,100
2.117,UP,0.656229,0.095271,0.00521659,100
2.118,UP,0.656231,0.0952686,0.00521651,100
2.119,UP,0.656234,0.0952662,0.00521642,100
2.12,UP,0.656236,0.0952638,0.00521633,100
2.121,UP,0.656239,0.0952614,0.00521624,100
2.122,UP,0.656241,0.095259,0.00521615,100
2.123,UP,0.656243,0.0952566,0.00521607,100
2.124,UP,0.656246,0.0952543,0.00521598,100
2.125,UP,0.656248,0.0952519,0.00521589,100
2.126,UP,0.656251,0.0952495,0.0052158,100
2.127,UP,0.656253,0.0952471,0.00521572,100
2.128,UP,0.656255,0.0952447,0.00521563,100
2.129,UP,0.656258,0.0952423,0.00521554,100
2.13,UP,0.65626,0.0952399,0.00521545,100
2.131,UP,0.656262,0.0952376,0.00521537,100
2.132,UP,0.656265,0.0952352,0.00521528,100
2.133,UP,0.656267,0.0952328,0.00521519,100
2.134,UP,0.65627,0.0952304,0.0052151,100
2.135,UP,0.656272,0.095228,0.00521502,100
2.136,UP,0.656274,0.0952256,0.00521493,100
2.137,UP,0.656277,0.0952233,0.00521484,100
2.138,UP,0.656279,0.0952209,0.00521475,100
2.139,UP,0.656282,0.0952185,0.00521467,100
2.14,UP,0.656284,0.0952161,0.00521458,100
2.141,UP,0.656286,0.0952137,0.00521449,100
2.142,UP,0.656289,0.0952113,0.0052144,100
2.143,UP,0.656291,0.0952089,0.00521431,100
2.144,UP,0.656293,0.0952066,0.00521423,100
2.145,UP,0.656296,0.0952042,0.00521414,100
2.146,UP,0.656298,0.0952018,0.00521405,100
2.147,UP,0.656301,0.0951994,0.00521396,100
2.148,UP,0.656303,0.095197,0.00521388,100
2.149,UP,0.656305,0.0951946,0.00521379,100
2.15,UP,0.656308,0.0951923,0.0052137,100
2.151,UP,0.65631,0.0951899,0.00521361,100
2.152,UP,0.656313,0.0951875,0.00521353,100
2.153,UP,0.656315,0.0951851,0.00521344,100
2.154,UP,0.656317,0.0951827,0.00521335,100
2.155,UP,0.65632,0.0951803,0.00521326,100
2.156,UP,0.656322,0.0951779,0.00521318,100
2.157,UP,0.656324,0.0951756,0.00521309,100
2.158,UP,0.656327,0.0951732,0.005213,100
2.159,UP,0.656329,0.0951708,0.00521291,100
2.16,UP,0.656332,0.0951684,0.00521283,100
2.161,UP,0.656334,0.095166,0.00521274,100
2.162,UP,0.656336,0.0951636,0.00521265,100
2.163,UP,0.656339,0.0951613,0.00521256,100
2.164,UP,0.656341,0.0951589,0.00521247,100
2.165,UP,0.656344,0.0951565,0.00521239,100
2.166,UP,0.656346,0.0951541,0.0052123,100
2.167,UP,0.656348,0.0951517,0.00521221,100
2.168,UP,0.656351,0.0951493,0.00521212,100
2.169,UP,0.656353,0.095147,0.00521204,100
2.17,UP,0.656355,0.0951446,0.00521195,100
2.171,UP,0.656358,0.0951422,0.00521186,100
2.172,UP,0.65636,0.0951398,0.00521177,100
2.173,UP,0.656363,0.0951374,0.00521169,100
2.174,UP,0.656365,0.095135,0.0052116,100
2.175,UP,0.656367,0.0951327,0.00521151,100
2.176,UP,0.65637,0.0951303,0.00521142,100
2.177,UP,0.656372,0.0951279,0.00521134,100
2.178,UP,0.656374,0.0951255,0.00521125,100
2.179,UP,0.656377,0.0951231,0.00521116,100
2.18,UP,0.656379,0.0951208,0.00521107,100
2.181,UP,0.656382,0.0951184,0.00521099,100
2.182,UP,0.656384,0.095116,0.0052109,100
2.183,UP,0.656386,0.0951136,0.00521081,100
2.184,UP,0.656389,0.0951112,0.00521072,100
2.185,UP,0.656391,0.0951088,0.00521063,100
2.186,UP,0.656394,0.0951065,0.00521055,100
2.187,UP,0.656396,0.0951041,0.00521046,100
2.188,UP,0.656398,0.0951017,0.00521037,100
2.189,UP,0.656401,0.0950993,0.00521028,100
2.19,UP,0.656403,0.0950969,0.0052102,100
2.191,UP,0.656405,0.0950946,0.00521011,100
2.192,UP,0.656408,0.0950922,0.00521002,100
2.193,UP,0.65641,0.0950898,0.00520993,100
2.194,UP,0.656413,0.0950874,0.00520985,100
2.195,UP,0.656415,0.095085,0.00520976,100
2.196,UP,0.656417,0.0950826,0.00520967,100
2.197,UP,0.65642,0.0950803,0.00520958,100
2.198,UP,0.656422,0.0950779,0.0052095,100
2.199,UP,0.656425,0.0950755,0.00520941,100
2.2,UP,0.656427,0.0950731,0.00520932,100
2.201,UP,0.656429,0.0950707,0.00520923,100
2.202,UP,0.656432,0.0950684,0.00520915,100
2.203,UP,0.656434,0.095066,0.00520906,100
2.204,UP,0.656436,0.0950636,0.00520897,100
2.205,UP,0.656439,0.0950612,0.00520888,100
2.206,UP,0.656441,0.0950588,0.00520879,100
2.207,UP,0.656444,0.0950565,0.00520871,100
2.208,UP,0.656446,0.0950541,0.00520862,100
2.209,UP,0.656448,0.0950517,0.00520853,100
2.21,UP,0.656451,0.0950493,0.00520844,100
2.211,UP,0.656453,0.0950469,0.00520836,100
2.212,UP,0.656455,0.0950445,0.00520827,100
2.213,UP,0.656458,0.0950422,0.00520818,100
2.214,UP,0.65646,0.0950398,0.00520809,100
2.215,UP,0.656463,0.0950374,0.00520801,100
2.216,UP,0.656465,0.095035,0.00520792,100
2.217,UP,0.656467,0.0950326,0.00520783,100
2.218,UP,0.65647,0.0950303,0.00520774,100
2.219,UP,0.656472,0.0950279,0.00520766,100
2.22,UP,0.656474,0.0950255,0.00520757,100
2.221,UP,0.656477,0.0950231,0.00520748,100
2.222,UP,0.656479,0.0950207,0.00520739,100
2.223,UP,0.656482,0.0950184,0.00520731,100
2.224,UP,0.656484,0.095016,0.00520722,100
2.225,UP,0.656486,0.0950136,0.00520713,100
2.226,UP,0.656489,0.0950112,0.00520704,100
2.227,UP,0.656491,0.0950088,0.00520696,100
2.228,UP,0.656494,0.0950065,0.00520687,100
2.229,UP,0.656496,0.0950041,0.00520678,100
2.23,UP,0.656498,0.0950017,0.00520669,100
2.231,UP,0.656501,0.0949993,0.0052066,100
2.232,UP,0.656503,0.094997,0.00520652,100
2.233,UP,0.656505,0.0949946,0.00520643,100
2.234,UP,0.656508,0.0949922,0.00520634,100
2.235,UP,0.65651,0.0949898,0.00520625,100
2.236,UP,0.656513,0.0949874,0.00520617,100
2.237,UP,0.656515,0.0949851,0.00520608,100
2.238,UP,0.656517,0.0949827,0.00520599,100
2.239,UP,0.65652,0.0949803,0.0052059,100
2.24,UP,0.656522,0.0949779,0.00520582,100
2.241,UP,0.656524,0.0949755,0.00520573,100
2.242,UP,0.656527,0.0949732,0.00520564,100
2.243,UP,0.656529,0.0949708,0.00520555,100
2.244,UP,0.656532,0.0949684,0.00520547,100
2.245,UP,0.656534,0.094966,0.00520538,100
2.246,UP,0.656536,0.0949636,0.00520529,100
2.247,UP,0.656539,0.0949613,0.0052052,100
2.248,UP,0.656541,0.0949589,0.00520512,100
2.249,UP,0.656543,0.0949565,0.00520503,100
2.25,UP,0.656546,0.0949541,0.00520494,100
2.251,UP,0.656548,0.0949518,0.00520485,100
2.252,UP,0.656551,0.0949494,0.00520477,100
2.253,UP,0.656553,0.094947,0.00520468,100
2.254,UP,0.656555,0.0949446,0.00520459,100
2.255,UP,0.656558,0.0949422,0.0052045,100
2.256,UP,0.65656,0.0949399,0.00520441,100
2.257,UP,0.656563,0.0949375,0.00520433,100
2.258,UP,0.656565,0.0949351,0.00520424,100
2.259,UP,0.656567,0.0949327,0.00520415,100
2.26,UP,0.65657,0.0949304,0.00520406,100
2.261,UP,0.656572,0.094928,0.00520398,100
2.262,UP,0.656574,0.0949256,0.00520389,100
2.263,UP,0.656577,0.0949232,0.0052038,100
2.264,UP,0.656579,0.0949208,0.00520371,100
2.265,UP,0.656582,0.0949185,0.00520363,100
2.266,UP,0.656584,0.0949161,0.00520354,100
2.267,UP,0.656586,0.0949137,0.00520345,100
2.268,UP,0.656589,0.0949113,0.00520336,100
2.269,UP,0.656591,0.094909,0.00520328,100
2.27,UP,0.656593,0.0949066,0.00520319,100
2.271,UP,0.656596,0.0949042,0.0052031,100
2.272,UP,0.656598,0.0949018,0.00520301,100
2.273,UP,0.656601,0.0948995,0.00520293,100
2.274,UP,0.656603,0.0948971,0.00520284,100
2.275,UP,0.656605,0.0948947,0.00520275,100
2.276,UP,0.656608,0.0948923,0.00520266,100
2.277,UP,0.65661,0.0948899,0.00520258,100
2.278,UP,0.656612,0.0948876,0.00520249,100
2.279,UP,0.656615,0.0948852,0.0052024,100
2.28,UP,0.656617,0.0948828,0.00520231,100
2.281,UP,0.65662,0.0948804,0.00520223,100
2.282,UP,0.656622,0.0948781,0.00520214,100
2.283,UP,0.656624,0.0948757,0.00520205,100
2.284,UP,0.656627,0.0948733,0.00520196,100
2.285,UP,0.656629,0.0948709,0.00520187,100
2.286,UP,0.656631,0.0948686,0.00520179,100
2.287,UP,0.656634,0.0948662,0.0052017,100
2.288,UP,0.656636,0.0948638,0.00520161,100
2.289,UP,0.656639,0.0948614,0.00520152,100
2.29,UP,0.656641,0.0948591,0.00520144,100
2.291,UP,0.656643,0.0948567,0.00520135,100
2.292,UP,0.656646,0.0948543,0.00520126,100
2.293,UP,0.656648,0.0948519,0.00520117,100
2.294,UP,0.65665,0.0948496,0.00520109,100
2.295,UP,0.656653,0.0948472,0.005201,100
2.296,UP,0.656655,0.0948448,0.00520091,100
2.297,UP,0.656658,0.0948424,0.00520082,100
2.298,UP,0.65666,0.0948401,0.00520074,100
2.299,UP,0.656662,0.0948377,0.00520065,100
2.3,UP,0.656665,0.0948353,0.00520056,100
2.301,UP,0.656667,0.0948329,0.00520047,100
2.302,UP,0.656669,0.0948306,0.00520039,100
2.303,UP,0.656672,0.0948282,0.0052003,100
2.304,UP,0.656674,0.0948258,0.00520021,100
2.305,UP,0.656677,0.0948234,0.00520012,100
2.306,UP,0.656679,0.0948211,0.00520004,100
2.307,UP,0.656681,0.0948187,0.00519995,100
2.308,UP,0.656684,0.0948163,0.00519986,100
2.309,UP,0.656686,0.0948139,0.00519977,100
2.31,UP,0.656688,0.0948116,0.00519969,100
2.311,UP,0.656691,0.0948092,0.0051996,100
2.312,UP,0.656693,0.0948068,0.00519951,100
2.313,UP,0.656696,0.0948044,0.00519942,100
2.314,UP,0.656698,0.0948021,0.00519934,100
2.315,UP,0.6567,0.0947997,0.00519925,100
2.316,UP,0.656703,0.0947973,0.00519916,100
2.317,UP,0.656705,0.0947949,0.00519907,100
2.318,UP,0.656707,0.0947926,0.00519898,100
2.319,UP,0.65671,0.0947902,0.0051989,100
2.32,UP,0.656712,0.0947878,0.00519881,100
2.321,UP,0.656715,0.0947854,0.00519872,100
2.322,UP,0.656717,0.0947831,0.00519863,100
2.323,UP,0.656719,0.0947807,0.00519855,100
2.324,UP,0.656722,0.0947783,0.00519846,100
2.325,UP,0.656724,0.0947759,0.00519837,100
2.326,UP,0.656726,0.0947736,0.00519828,100
2.327,UP,0.656729,0.0947712,0.0051982,100
2.328,UP,0.656731,0.0947688,0.00519811,100
2.329,UP,0.656734,0.0947664,0.00519802,100
2.33,UP,0.656736,0.0947641,0.00519793,100
2.331,UP,0.656738,0.0947617,0.00519785,100
2.332,UP,0.656741,0.0947593,0.00519776,100
2.333,UP,0.656743,0.094757,0.00519767,100
2.334,UP,0.656745,0.0947546,0.00519758,100
2.335,UP,0.656748,0.0947522,0.0051975,100
2.336,UP,0.65675,0.0947498,0.00519741,100
2.337,UP,0.656753,0.0947475,0.00519732,100
2.338,UP,0.656755,0.0947451,0.00519723,100
2.339,UP,0.656757,0.0947427,0.00519715,100
2.34,UP,0.65676,0.0947403,0.00519706,100
2.341,UP,0.656762,0.094738,0.00519697,100
2.342,UP,0.656764,0.0947356,0.00519688,100
2.343,UP,0.656767,0.0947332,0.0051968,100
2.344,UP,0.656769,0.0947308,0.00519671,100
2.345,UP,0.656772,0.0947285,0.00519662,100
2.346,UP,0.656774,0.0947261,0.00519653,100
2.347,UP,0.656776,0.0947237,0.00519645,100
2.348,UP,0.656779,0.0947214,0.00519636,100
2.349,UP,0.656781,0.094719,0.00519627,100
2.35,UP,0.656783,0.0947166,0.00519618,100
2.351,UP,0.656786,0.0947142,0.00519609,100
2.352,UP,0.656788,0.0947119,0.00519601,100
2.353,UP,0.656791,0.0947095,0.00519592,100
2.354,UP,0.656793,0.0947071,0.00519583,100
2.355,UP,0.656795,0.0947048,0.00519574,100
2.356,UP,0.656798,0.0947024,0.00519566,100
2.357,UP,0.6568,0.0947,0.00519557,100
2.358,UP,0.656802,0.0946976,0.00519548,100
2.359,UP,0.656805,0.0946953,0.00519539,100
2.36,UP,0.656807,0.0946929,0.00519531,100
2.361,UP,0.656809,0.0946905,0.00519522,100
2.362,UP,0.656812,0.0946882,0.00519513,100
2.363,UP,0.656814,0.0946858,0.00519504,100
2.364,UP,0.656817,0.0946834,0.00519496,100
2.365,UP,0.656819,0.094681,0.00519487,100
2.366,UP,0.656821,0.0946787,0.00519478,100
2.367,UP,0.656824,0.0946763,0.00519469,100
2.368,UP,0.656826,0.0946739,0.00519461,100
2.369,UP,0.656828,0.0946716,0.00519452,100
2.37,UP,0.656831,0.0946692,0.00519443,100
2.371,UP,0.656833,0.0946668,0.00519434,100
2.372,UP,0.656836,0.0946644,0.00519426,100
2.373,UP,0.656838,0.0946621,0.00519417,100
2.374,UP,0.65684,0.0946597,0.00519408,100
2.375,UP,0.656843,0.0946573,0.00519399,100
2.376,UP,0.656845,0.094655,0.00519391,100
2.377,UP,0.656847,0.0946526,0.00519382,100
2.378,UP,0.65685,0.0946502,0.00519373,100
2.379,UP,0.656852,0.0946478,0.00519364,100
2.38,UP,0.656855,0.0946455,0.00519356,100
2.381,UP,0.656857,0.0946431,0.00519347,100
2.382,UP,0.656859,0.0946407,0.00519338,100
2.383,UP,0.656862,0.0946384,0.00519329,100
2.384,UP,0.656864,0.094636,0.00519321,100
2.385,UP,0.656866,0.0946336,0.00519312,100
2.386,UP,0.656869,0.0946313,0.00519303,100
2.387,UP,0.656871,0.0946289,0.00519294,100
2.388,UP,0.656873,0.0946265,0.00519286,100
2.389,UP,0.656876,0.0946241,0.00519277,100
2.39,UP,0.656878,0.0946218,0.00519268,100
2.391,UP,0.656881,0.0946194,0.00519259,100
2.392,UP,0.656883,0.094617,0.00519251,100
2.393,UP,0.656885,0.0946147,0.00519242,100
2.394,UP,0.656888,0.0946123,0.00519233,100
2.395,UP,0.65689,0.0946099,0.00519224,100
2.396,UP,0.656892,0.0946076,0.00519215,100
2.397,UP,0.656895,0.0946052,0.00519207,100
2.398,UP,0.656897,0.0946028,0.00519198,100
2.399,UP,0.6569,0.0946004,0.00519189,100
2.4,UP,0.656902,0.0945981,0.0051918,100
2.401,UP,0.656904,0.0945957,0.00519172,100
2.402,UP,0.656907,0.0945933,0.00519163,100
2.403,UP,0.656909,0.094591,0.00519154,100
2.404,UP,0.656911,0.0945886,0.00519145,100
2.405,UP,0.656914,0.0945862,0.00519137,100
2.406,UP,0.656916,0.0945839,0.00519128,100
2.407,UP,0.656919,0.0945815,0.00519119,100
2.408,UP,0.656921,0.0945791,0.0051911,100
2.409,UP,0.656923,0.0945768,0.00519102,100
2.41,UP,0.656926,0.0945744,0.00519093,100
2.411,UP,0.656928,0.094572,0.00519084,100
2.412,UP,0.65693,0.0945697,0.00519075,100
2.413,UP,0.656933,0.0945673,0.00519067,100
2.414,UP,0.656935,0.0945649,0.00519058,100
2.415,UP,0.656937,0.0945625,0.00519049,100
2.416,UP,0.65694,0.0945602,0.0051904,100
2.417,UP,0.656942,0.0945578,0.00519032,100
2.418,UP,0.656945,0.0945554,0.00519023,100
2.419,UP,0.656947,0.0945531,0.00519014,100
2.42,UP,0.656949,0.0945507,0.00519005,100
2.421,UP,0.656952,0.0945483,0.00518997,100
2.422,UP,0.656954,0.094546,0.00518988,100
2.423,UP,0.656956,0.0945436,0.00518979,100
2.424,UP,0.656959,0.0945412,0.0051897,100
2.425,UP,0.656961,0.0945389,0.00518962,100
2.426,UP,0.656964,0.0945365,0.00518953,100
2.427,UP,0.656966,0.0945341,0.00518944,100
2.428,UP,0.656968,0.0945318,0.00518935,100
2.429,UP,0.656971,0.0945294,0.00518927,100
2.43,UP,0.656973,0.094527,0.00518918,100
2.431,UP,0.656975,0.0945247,0.00518909,100
2.432,UP,0.656978,0.0945223,0.005189,100
2.433,UP,0.65698,0.0945199,0.00518892,100
2.434,UP,0.656982,0.0945176,0.00518883,100
2.435,UP,0.656985,0.0945152,0.00518874,100
2.436,UP,0.656987,0.0945128,0.00518865,100
2.437,UP,0.65699,0.0945105,0.00518857,100
2.438,UP,0.656992,0.0945081,0.00518848,100
2.439,UP,0.656994,0.0945057,0.00518839,100
2.44,UP,0.656997,0.0945034,0.0051883,100
2.441,UP,0.656999,0.094501,0.00518822,100
2.442,UP,0.657001,0.0944986,0.00518813,100
2.443,UP,0.657004,0.0944963,0.00518804,100
2.444,UP,0.657006,0.0944939,0.00518795,100
2.445,UP,0.657008,0.0944915,0.00518787,100
2.446,UP,0.657011,0.0944892,0.00518778,100
2.447,UP,0.657013,0.0944868,0.00518769,100
2.448,UP,0.657016,0.0944844,0.0051876,100
2.449,UP,0.657018,0.0944821,0.00518752,100
2.45,UP,0.65702,0.0944797,0.00518743,100
2.451,UP,0.657023,0.0944773,0.00518734,100
2.452,UP,0.657025,0.094475,0.00518725,100
2.453,UP,0.657027,0.0944726,0.00518716,100
2.454,UP,0.65703,0.0944702,0.00518708,100
2.455,UP,0.657032,0.0944679,0.00518699,100
2.456,UP,0.657035,0.0944655,0.0051869,100
2.457,UP,0.657037,0.0944631,0.00518681,100
2.458,UP,0.657039,0.0944608,0.00518673,100
2.459,UP,0.657042,0.0944584,0.00518664,100
2.46,UP,0.657044,0.094456,0.00518655,100
2.461,UP,0.657046,0.0944537,0.00518646,100
2.462,UP,0.657049,0.0944513,0.00518638,100
2.463,UP,0.657051,0.0944489,0.00518629,100
2.464,UP,0.657053,0.0944466,0.0051862,100
2.465,UP,0.657056,0.0944442,0.00518611,100
2.466,UP,0.657058,0.0944418,0.00518603,100
2.467,UP,0.657061,0.0944395,0.00518594,100
2.468,UP,0.657063,0.0944371,0.00518585,100
2.469,UP,0.657065,0.0944347,0.00518576,100
2.47,UP,0.657068,0.0944324,0.00518568,100
2.471,UP,0.65707,0.09443,0.00518559,100
2.472,UP,0.657072,0.0944276,0.0051855,100
2.473,UP,0.657075,0.0944253,0.00518541,100
2.474,UP,0.657077,0.0944229,0.00518533,100
2.475,UP,0.657079,0.0944205,0.00518524,100
2.476,UP,0.657082,0.0944182,0.00518515,100
2.477,UP,0.657084,0.0944158,0.00518506,100
2.478,UP,0.657087,0.0944135,0.00518498,100
2.479,UP,0.657089,0.0944111,0.00518489,100
2.48,UP,0.657091,0.0944087,0.0051848,100
2.481,UP,0.657094,0.0944064,0.00518471,100
2.482,UP,0.657096,0.094404,0.00518463,100
2.483,UP,0.657098,0.0944016,0.00518454,100
2.484,UP,0.657101,0.0943993,0.00518445,100
2.485,UP,0.657103,0.0943969,0.00518436,100
2.486,UP,0.657105,0.0943945,0.00518428,100
2.487,UP,0.657108,0.0943922,0.00518419,100
2.488,UP,0.65711,0.0943898,0.0051841,100
2.489,UP,0.657113,0.0943874,0.00518401,100
2.49,UP,0.657115,0.0943851,0.00518393,100
2.491,UP,0.657117,0.0943827,0.00518384,100
2.492,UP,0.65712,0.0943804,0.00518375,100
2.493,UP,0.657122,0.094378,0.00518366,100
2.494,UP,0.657124,0.0943756,0.00518358,100
2.495,UP,0.657127,0.0943733,0.00518349,100
2.496,UP,0.657129,0.0943709,0.0051834,100
2.497,UP,0.657131,0.0943685,0.00518331,100
2.498,UP,0.657134,0.0943662,0.00518323,100
2.499,UP,0.657136,0.0943638,0.00518314,100
2.5,UP,0.657139,0.0943614,0.00518305,100
2.501,UP,0.657141,0.0943591,0.00518296,100
2.502,UP,0.657143,0.0943567,0.00518288,100
2.503,UP,0.657146,0.0943544,0.00518279,100
2.504,UP,0.657148,0.094352,0.0051827,100
2.505,UP,0.65715,0.0943496,0.00518261,100
2.506,UP,0.657153,0.0943473,0.00518253,100
2.507,UP,0.657155,0.0943449,0.00518244,100
2.508,UP,0.657157,0.0943425,0.00518235,100
2.509,UP,0.65716,0.0943402,0.00518226,100
2.51,UP,0.657162,0.0943378,0.00518218,100
2.511,UP,0.657165,0.0943355,0.00518209,100
2.512,UP,0.657167,0.0943331,0.005182,100
2.513,UP,0.657169,0.0943307,0.00518191,100
2.514,UP,0.657172,0.0943284,0.00518183,100
2.515,UP,0.657174,0.094326,0.00518174,100
2.516,UP,0.657176,0.0943236,0.00518165,100
2.517,UP,0.657179,0.0943213,0.00518156,100
2.518,UP,0.657181,0.0943189,0.00518148,100
2.519,UP,0.657183,0.0943166,0.00518139,100
2.52,UP,0.657186,0.0943142,0.0051813,100
2.521,UP,0.657188,0.0943118,0.00518121,100
2.522,UP,0.657191,0.0943095,0.00518113,100
2.523,UP,0.657193,0.0943071,0.00518104,100
2.524,UP,0.657195,0.0943047,0.00518095,100
2.525,UP,0.657198,0.0943024,0.00518086,100
2.526,UP,0.6572,0.0943,0.00518078,100
2.527,UP,0.657202,0.0942977,0.00518069,100
2.528,UP,0.657205,0.0942953,0.0051806,100
2.529,UP,0.657207,0.0942929,0.00518051,100
2.53,UP,0.657209,0.0942906,0.00518043,100
2.531,UP,0.657212,0.0942882,0.00518034,100
2.532,UP,0.657214,0.0942859,0.00518025,100
2.533,UP,0.657217,0.0942835,0.00518016,100
2.534,UP,0.657219,0.0942811,0.00518008,100
2.535,UP,0.657221,0.0942788,0.00517999,100
2.536,UP,0.657224,0.0942764,0.0051799,100
2.537,UP,0.657226,0.094274,0.00517981,100
2.538,UP,0.657228,0.0942717,0.00517973,100
2.539,UP,0.657231,0.0942693,0.00517964,100
2.54,UP,0.657233,0.094267,0.00517955,100
2.541,UP,0.657235,0.0942646,0.00517946,100
2.542,UP,0.657238,0.0942622,0.00517938,100
2.543,UP,0.65724,0.0942599,0.00517929,100
2.544,UP,0.657242,0.0942575,0.0051792,100
2.545,UP,0.657245,0.0942552,0.00517911,100
2.546,UP,0.657247,0.0942528,0.00517903,100
2.547,UP,0.65725,0.0942504,0.00517894,100
2.548,UP,0.657252,0.0942481,0.00517885,100
2.549,UP,0.657254,0.0942457,0.00517876,100
2.55,UP,0.657257,0.0942434,0.00517868,100
2.551,UP,0.657259,0.094241,0.00517859,100
2.552,UP,0.657261,0.0942386,0.0051785,100
2.553,UP,0.657264,0.0942363,0.00517841,100
2.554,UP,0.657266,0.0942339,0.00517833,100
2.555,UP,0.657268,0.0942316,0.00517824,100
2.556,UP,0.657271,0.0942292,0.00517815,100
2.557,UP,0.657273,0.0942268,0.00517806,100
2.558,UP,0.657276,0.0942245,0.00517798,100
2.559,UP,0.657278,0.0942221,0.00517789,100
2.56,UP,0.65728,0.0942198,0.0051778,100
2.561,UP,0.657283,0.0942174,0.00517771,100
2.562,UP,0.657285,0.094215,0.00517763,100
2.563,UP,0.657287,0.0942127,0.00517754,100
2.564,UP,0.65729,0.0942103,0.00517745,100
2.565,UP,0.657292,0.094208,0.00517736,100
2.566,UP,0.657294,0.0942056,0.00517728,100
