Time,Step,TCP_Z,P_Err,J3_Acc,Kp
5.546,UP,0.66407,0.0874305,0.00491827,100
5.547,UP,0.664072,0.0874283,0.00491818,100
5.548,UP,0.664074,0.0874261,0.00491809,100
5.549,UP,0.664076,0.0874239,0.00491801,100
5.55,UP,0.664078,0.0874217,0.00491792,100
5.551,UP,0.66408,0.0874196,0.00491784,100
5.552,UP,0.664083,0.0874174,0.00491775,100
5.553,UP,0.664085,0.0874152,0.00491766,100
5.554,UP,0.664087,0.087413,0.00491758,100
5.555,UP,0.664089,0.0874108,0.00491749,100
5.556,UP,0.664091,0.0874086,0.0049174,100
5.557,UP,0.664094,0.0874064,0.00491732,100
5.558,UP,0.664096,0.0874042,0.00491723,100
5.559,UP,0.664098,0.087402,0.00491715,100
5.56,UP,0.6641,0.0873998,0.00491706,100
5.561,UP,0.664102,0.0873977,0.00491697,100
5.562,UP,0.664105,0.0873955,0.00491689,100
5.563,UP,0.664107,0.0873933,0.0049168,100
5.564,UP,0.664109,0.0873911,0.00491671,100
5.565,UP,0.664111,0.0873889,0.00491663,100
5.566,UP,0.664113,0.0873867,0.00491654,100
5.567,UP,0.664115,0.0873845,0.00491646,100
5.568,UP,0.664118,0.0873823,0.00491637,100
5.569,UP,0.66412,0.0873802,0.00491628,100
5.57,UP,0.664122,0.087378,0.0049162,100
5.571,UP,0.664124,0.0873758,0.00491611,100
5.572,UP,0.664126,0.0873736,0.00491602,100
5.573,UP,0.664129,0.0873714,0.00491594,100
5.574,UP,0.664131,0.0873692,0.00491585,100
5.575,UP,0.664133,0.087367,0.00491577,100
5.576,UP,0.664135,0.0873648,0.00491568,100
5.577,UP,0.664137,0.0873626,0.00491559,100
5.578,UP,0.66414,0.0873605,0.00491551,100
5.579,UP,0.664142,0.0873583,0.00491542,100
5.58,UP,0.664144,0.0873561,0.00491533,100
5.581,UP,0.664146,0.0873539,0.00491525,100
5.582,UP,0.664148,0.0873517,0.00491516,100
5.583,UP,0.66415,0.0873495,0.00491508,100
5.584,UP,0.664153,0.0873473,0.00491499,100
5.585,UP,0.664155,0.0873451,0.0049149,100
5.586,UP,0.664157,0.087343,0.00491482,100
5.587,UP,0.664159,0.0873408,0.00491473,100
5.588,UP,0.664161,0.0873386,0.00491464,100
5.589,UP,0.664164,0.0873364,0.00491456,100
5.59,UP,0.664166,0.0873342,0.00491447,100
5.591,UP,0.664168,0.087332,0.00491439,100
5.592,UP,0.66417,0.0873298,0.0049143,100
5.593,UP,0.664172,0.0873276,0.00491421,100
5.594,UP,0.664175,0.0873255,0.00491413,100
5.595,UP,0.664177,0.0873233,0.00491404,100
5.596,UP,0.664179,0.0873211,0.00491396,100
5.597,UP,0.664181,0.0873189,0.00491387,100
5.598,UP,0.664183,0.0873167,0.00491378,100
5.599,UP,0.664185,0.0873145,0.0049137,100
5.6,UP,0.664188,0.0873123,0.00491361,100
5.601,UP,0.66419,0.0873101,0.00491352,100
5.602,UP,0.664192,0.087308,0.00491344,100
5.603,UP,0.664194,0.0873058,0.00491335,100
5.604,UP,0.664196,0.0873036,0.00491327,100
5.605,UP,0.664199,0.0873014,0.00491318,100
5.606,UP,0.664201,0.0872992,0.00491309,100
5.607,UP,0.664203,0.087297,0.00491301,100
5.608,UP,0.664205,0.0872948,0.00491292,100
5.609,UP,0.664207,0.0872927,0.00491283,100
5.61,UP,0.66421,0.0872905,0.00491275,100
5.611,UP,0.664212,0.0872883,0.00491266,100
5.612,UP,0.664214,0.0872861,0.00491258,100
5.613,UP,0.664216,0.0872839,0.00491249,100
5.614,UP,0.664218,0.0872817,0.0049124,100
5.615,UP,0.66422,0.0872795,0.00491232,100
5.616,UP,0.664223,0.0872774,0.00491223,100
5.617,UP,0.664225,0.0872752,0.00491214,100
5.618,UP,0.664227,0.087273,0.00491206,100
5.619,UP,0.664229,0.0872708,0.00491197,100
5.62,UP,0.664231,0.0872686,0.00491189,100
5.621,UP,0.664234,0.0872664,0.0049118,100
5.622,UP,0.664236,0.0872642,0.00491171,100
5.623,UP,0.664238,0.0872621,0.00491163,100
5.624,UP,0.66424,0.0872599,0.00491154,100
5.625,UP,0.664242,0.0872577,0.00491146,100
5.626,UP,0.664245,0.0872555,0.00491137,100
5.627,UP,0.664247,0.0872533,0.00491128,100
5.628,UP,0.664249,0.0872511,0.0049112,100
5.629,UP,0.664251,0.0872489,0.00491111,100
5.63,UP,0.664253,0.0872468,0.00491102,100
5.631,UP,0.664255,0.0872446,0.00491094,100
5.632,UP,0.664258,0.0872424,0.00491085,100
5.633,UP,0.66426,0.0872402,0.00491077,100
5.634,UP,0.664262,0.087238,0.00491068,100
5.635,UP,0.664264,0.0872358,0.00491059,100
5.636,UP,0.664266,0.0872336,0.00491051,100
5.637,UP,0.664269,0.0872315,0.00491042,100
5.638,UP,0.664271,0.0872293,0.00491033,100
5.639,UP,0.664273,0.0872271,0.00491025,100
5.64,UP,0.664275,0.0872249,0.00491016,100
5.641,UP,0.664277,0.0872227,0.00491008,100
5.642,UP,0.664279,0.0872205,0.00490999,100
5.643,UP,0.664282,0.0872184,0.0049099,100
5.644,UP,0.664284,0.0872162,0.00490982,100
5.645,UP,0.664286,0.087214,0.00490973,100
5.646,UP,0.664288,0.0872118,0.00490965,100
5.647,UP,0.66429,0.0872096,0.00490956,100
5.648,UP,0.664293,0.0872074,0.00490947,100
5.649,UP,0.664295,0.0872052,0.00490939,100
5.65,UP,0.664297,0.0872031,0.0049093,100
5.651,UP,0.664299,0.0872009,0.00490921,100
5.652,UP,0.664301,0.0871987,0.00490913,100
5.653,UP,0.664303,0.0871965,0.00490904,100
5.654,UP,0.664306,0.0871943,0.00490896,100
5.655,UP,0.664308,0.0871921,0.00490887,100
5.656,UP,0.66431,0.08719,0.00490878,100
5.657,UP,0.664312,0.0871878,0.0049087,100
5.658,UP,0.664314,0.0871856,0.00490861,100
5.659,UP,0.664317,0.0871834,0.00490853,100
5.66,UP,0.664319,0.0871812,0.00490844,100
5.661,UP,0.664321,0.087179,0.00490835,100
5.662,UP,0.664323,0.0871769,0.00490827,100
5.663,UP,0.664325,0.0871747,0.00490818,100
5.664,UP,0.664328,0.0871725,0.00490809,100
5.665,UP,0.66433,0.0871703,0.00490801,100
5.666,UP,0.664332,0.0871681,0.00490792,100
5.667,UP,0.664334,0.0871659,0.00490784,100
5.668,UP,0.664336,0.0871638,0.00490775,100
5.669,UP,0.664338,0.0871616,0.00490766,100
5.67,UP,0.664341,0.0871594,0.00490758,100
5.671,UP,0.664343,0.0871572,0.00490749,100
5.672,UP,0.664345,0.087155,0.0049074,100
5.673,UP,0.664347,0.0871528,0.00490732,100
5.674,UP,0.664349,0.0871507,0.00490723,100
5.675,UP,0.664352,0.0871485,0.00490715,100
5.676,UP,0.664354,0.0871463,0.00490706,100
5.677,UP,0.664356,0.0871441,0.00490697,100
5.678,UP,0.664358,0.0871419,0.00490689,100
5.679,UP,0.66436,0.0871398,0.0049068,100
5.68,UP,0.664362,0.0871376,0.00490672,100
5.681,UP,0.664365,0.0871354,0.00490663,100
5.682,UP,0.664367,0.0871332,0.00490654,100
5.683,UP,0.664369,0.087131,0.00490646,100
5.684,UP,0.664371,0.0871288,0.00490637,100
5.685,UP,0.664373,0.0871267,0.00490628,100
5.686,UP,0.664376,0.0871245,0.0049062,100
5.687,UP,0.664378,0.0871223,0.00490611,100
5.688,UP,0.66438,0.0871201,0.00490603,100
5.689,UP,0.664382,0.0871179,0.00490594,100
5.69,UP,0.664384,0.0871157,0.00490585,100
5.691,UP,0.664386,0.0871136,0.00490577,100
5.692,UP,0.664389,0.0871114,0.00490568,100
5.693,UP,0.664391,0.0871092,0.0049056,100
5.694,UP,0.664393,0.087107,0.00490551,100
5.695,UP,0.664395,0.0871048,0.00490542,100
5.696,UP,0.664397,0.0871027,0.00490534,100
5.697,UP,0.6644,0.0871005,0.00490525,100
5.698,UP,0.664402,0.0870983,0.00490516,100
5.699,UP,0.664404,0.0870961,0.00490508,100
5.7,UP,0.664406,0.0870939,0.00490499,100
5.701,UP,0.664408,0.0870918,0.00490491,100
5.702,UP,0.66441,0.0870896,0.00490482,100
5.703,UP,0.664413,0.0870874,0.00490473,100
5.704,UP,0.664415,0.0870852,0.00490465,100
5.705,UP,0.664417,0.087083,0.00490456,100
5.706,UP,0.664419,0.0870808,0.00490448,100
5.707,UP,0.664421,0.0870787,0.00490439,100
5.708,UP,0.664424,0.0870765,0.0049043,100
5.709,UP,0.664426,0.0870743,0.00490422,100
5.71,UP,0.664428,0.0870721,0.00490413,100
5.711,UP,0.66443,0.0870699,0.00490404,100
5.712,UP,0.664432,0.0870678,0.00490396,100
5.713,UP,0.664434,0.0870656,0.00490387,100
5.714,UP,0.664437,0.0870634,0.00490379,100
5.715,UP,0.664439,0.0870612,0.0049037,100
5.716,UP,0.664441,0.087059,0.00490361,100
5.717,UP,0.664443,0.0870569,0.00490353,100
5.718,UP,0.664445,0.0870547,0.00490344,100
5.719,UP,0.664448,0.0870525,0.00490336,100
5.72,UP,0.66445,0.0870503,0.00490327,100
5.721,UP,0.664452,0.0870481,0.00490318,100
5.722,UP,0.664454,0.087046,0.0049031,100
5.723,UP,0.664456,0.0870438,0.00490301,100
5.724,UP,0.664458,0.0870416,0.00490292,100
5.725,UP,0.664461,0.0870394,0.00490284,100
5.726,UP,0.664463,0.0870372,0.00490275,100
5.727,UP,0.664465,0.0870351,0.00490267,100
5.728,UP,0.664467,0.0870329,0.00490258,100
5.729,UP,0.664469,0.0870307,0.00490249,100
5.73,UP,0.664471,0.0870285,0.00490241,100
5.731,UP,0.664474,0.0870263,0.00490232,100
5.732,UP,0.664476,0.0870242,0.00490224,100
5.733,UP,0.664478,0.087022,0.00490215,100
5.734,UP,0.66448,0.0870198,0.00490206,100
5.735,UP,0.664482,0.0870176,0.00490198,100
5.736,UP,0.664485,0.0870154,0.00490189,100
5.737,UP,0.664487,0.0870133,0.00490181,100
5.738,UP,0.664489,0.0870111,0.00490172,100
5.739,UP,0.664491,0.0870089,0.00490163,100
5.74,UP,0.664493,0.0870067,0.00490155,100
5.741,UP,0.664495,0.0870045,0.00490146,100
5.742,UP,0.664498,0.0870024,0.00490137,100
5.743,UP,0.6645,0.0870002,0.00490129,100
5.744,UP,0.664502,0.086998,0.0049012,100
5.745,UP,0.664504,0.0869958,0.00490112,100
5.746,UP,0.664506,0.0869937,0.00490103,100
5.747,UP,0.664509,0.0869915,0.00490094,100
5.748,UP,0.664511,0.0869893,0.00490086,100
5.749,UP,0.664513,0.0869871,0.00490077,100
5.75,UP,0.664515,0.0869849,0.00490069,100
5.751,UP,0.664517,0.0869828,0.0049006,100
5.752,UP,0.664519,0.0869806,0.00490051,100
5.753,UP,0.664522,0.0869784,0.00490043,100
5.754,UP,0.664524,0.0869762,0.00490034,100
5.755,UP,0.664526,0.086974,0.00490025,100
5.756,UP,0.664528,0.0869719,0.00490017,100
5.757,UP,0.66453,0.0869697,0.00490008,100
5.758,UP,0.664532,0.0869675,0.0049,100
5.759,UP,0.664535,0.0869653,0.00489991,100
5.76,UP,0.664537,0.0869632,0.00489982,100
5.761,UP,0.664539,0.086961,0.00489974,100
5.762,UP,0.664541,0.0869588,0.00489965,100
5.763,UP,0.664543,0.0869566,0.00489957,100
5.764,UP,0.664546,0.0869544,0.00489948,100
5.765,UP,0.664548,0.0869523,0.00489939,100
5.766,UP,0.66455,0.0869501,0.00489931,100
5.767,UP,0.664552,0.0869479,0.00489922,100
5.768,UP,0.664554,0.0869457,0.00489914,100
5.769,UP,0.664556,0.0869436,0.00489905,100
5.77,UP,0.664559,0.0869414,0.00489896,100
5.771,UP,0.664561,0.0869392,0.00489888,100
5.772,UP,0.664563,0.086937,0.00489879,100
5.773,UP,0.664565,0.0869348,0.0048987,100
5.774,UP,0.664567,0.0869327,0.00489862,100
5.775,UP,0.66457,0.0869305,0.00489853,100
5.776,UP,0.664572,0.0869283,0.00489845,100
5.777,UP,0.664574,0.0869261,0.00489836,100
5.778,UP,0.664576,0.086924,0.00489827,100
5.779,UP,0.664578,0.0869218,0.00489819,100
5.78,UP,0.66458,0.0869196,0.0048981,100
5.781,UP,0.664583,0.0869174,0.00489802,100
5.782,UP,0.664585,0.0869152,0.00489793,100
5.783,UP,0.664587,0.0869131,0.00489784,100
5.784,UP,0.664589,0.0869109,0.00489776,100
5.785,UP,0.664591,0.0869087,0.00489767,100
5.786,UP,0.664593,0.0869065,0.00489759,100
5.787,UP,0.664596,0.0869044,0.0048975,100
5.788,UP,0.664598,0.0869022,0.00489741,100
5.789,UP,0.6646,0.0869,0.00489733,100
5.79,UP,0.664602,0.0868978,0.00489724,100
5.791,UP,0.664604,0.0868957,0.00489715,100
5.792,UP,0.664607,0.0868935,0.00489707,100
5.793,UP,0.664609,0.0868913,0.00489698,100
5.794,UP,0.664611,0.0868891,0.0048969,100
5.795,UP,0.664613,0.086887,0.00489681,100
5.796,UP,0.664615,0.0868848,0.00489672,100
5.797,UP,0.664617,0.0868826,0.00489664,100
5.798,UP,0.66462,0.0868804,0.00489655,100
5.799,UP,0.664622,0.0868783,0.00489647,100
5.8,UP,0.664624,0.0868761,0.00489638,100
5.801,UP,0.664626,0.0868739,0.00489629,100
5.802,UP,0.664628,0.0868717,0.00489621,100
5.803,UP,0.66463,0.0868695,0.00489612,100
5.804,UP,0.664633,0.0868674,0.00489604,100
5.805,UP,0.664635,0.0868652,0.00489595,100
5.806,UP,0.664637,0.086863,0.00489586,100
5.807,UP,0.664639,0.0868608,0.00489578,100
5.808,UP,0.664641,0.0868587,0.00489569,100
5.809,UP,0.664644,0.0868565,0.0048956,100
5.81,UP,0.664646,0.0868543,0.00489552,100
5.811,UP,0.664648,0.0868521,0.00489543,100
5.812,UP,0.66465,0.08685,0.00489535,100
5.813,UP,0.664652,0.0868478,0.00489526,100
5.814,UP,0.664654,0.0868456,0.00489517,100
5.815,UP,0.664657,0.0868434,0.00489509,100
5.816,UP,0.664659,0.0868413,0.004895,100
5.817,UP,0.664661,0.0868391,0.00489492,100
5.818,UP,0.664663,0.0868369,0.00489483,100
5.819,UP,0.664665,0.0868347,0.00489474,100
5.82,UP,0.664667,0.0868326,0.00489466,100
5.821,UP,0.66467,0.0868304,0.00489457,100
5.822,UP,0.664672,0.0868282,0.00489449,100
5.823,UP,0.664674,0.086826,0.0048944,100
5.824,UP,0.664676,0.0868239,0.00489431,100
5.825,UP,0.664678,0.0868217,0.00489423,100
5.826,UP,0.66468,0.0868195,0.00489414,100
5.827,UP,0.664683,0.0868173,0.00489406,100
5.828,UP,0.664685,0.0868152,0.00489397,100
5.829,UP,0.664687,0.086813,0.00489388,100
5.83,UP,0.664689,0.0868108,0.0048938,100
5.831,UP,0.664691,0.0868087,0.00489371,100
5.832,UP,0.664694,0.0868065,0.00489362,100
5.833,UP,0.664696,0.0868043,0.00489354,100
5.834,UP,0.664698,0.0868021,0.00489345,100
5.835,UP,0.6647,0.0868,0.00489337,100
5.836,UP,0.664702,0.0867978,0.00489328,100
5.837,UP,0.664704,0.0867956,0.00489319,100
5.838,UP,0.664707,0.0867934,0.00489311,100
5.839,UP,0.664709,0.0867913,0.00489302,100
5.84,UP,0.664711,0.0867891,0.00489294,100
5.841,UP,0.664713,0.0867869,0.00489285,100
5.842,UP,0.664715,0.0867847,0.00489276,100
5.843,UP,0.664717,0.0867826,0.00489268,100
5.844,UP,0.66472,0.0867804,0.00489259,100
5.845,UP,0.664722,0.0867782,0.00489251,100
5.846,UP,0.664724,0.086776,0.00489242,100
5.847,UP,0.664726,0.0867739,0.00489233,100
5.848,UP,0.664728,0.0867717,0.00489225,100
5.849,UP,0.66473,0.0867695,0.00489216,100
5.85,UP,0.664733,0.0867674,0.00489208,100
5.851,UP,0.664735,0.0867652,0.00489199,100
5.852,UP,0.664737,0.086763,0.0048919,100
5.853,UP,0.664739,0.0867608,0.00489182,100
5.854,UP,0.664741,0.0867587,0.00489173,100
5.855,UP,0.664744,0.0867565,0.00489165,100
5.856,UP,0.664746,0.0867543,0.00489156,100
5.857,UP,0.664748,0.0867521,0.00489147,100
5.858,UP,0.66475,0.08675,0.00489139,100
5.859,UP,0.664752,0.0867478,0.0048913,100
5.86,UP,0.664754,0.0867456,0.00489121,100
5.861,UP,0.664757,0.0867435,0.00489113,100
5.862,UP,0.664759,0.0867413,0.00489104,100
5.863,UP,0.664761,0.0867391,0.00489096,100
5.864,UP,0.664763,0.0867369,0.00489087,100
5.865,UP,0.664765,0.0867348,0.00489078,100
5.866,UP,0.664767,0.0867326,0.0048907,100
5.867,UP,0.66477,0.0867304,0.00489061,100
5.868,UP,0.664772,0.0867282,0.00489053,100
5.869,UP,0.664774,0.0867261,0.00489044,100
5.87,UP,0.664776,0.0867239,0.00489035,100
5.871,UP,0.664778,0.0867217,0.00489027,100
5.872,UP,0.66478,0.0867196,0.00489018,100
5.873,UP,0.664783,0.0867174,0.0048901,100
5.874,UP,0.664785,0.0867152,0.00489001,100
5.875,UP,0.664787,0.086713,0.00488992,100
5.876,UP,0.664789,0.0867109,0.00488984,100
5.877,UP,0.664791,0.0867087,0.00488975,100
5.878,UP,0.664793,0.0867065,0.00488967,100
5.879,UP,0.664796,0.0867044,0.00488958,100
5.88,UP,0.664798,0.0867022,0.00488949,100
5.881,UP,0.6648,0.0867,0.00488941,100
5.882,UP,0.664802,0.0866978,0.00488932,100
5.883,UP,0.664804,0.0866957,0.00488924,100
5.884,UP,0.664807,0.0866935,0.00488915,100
5.885,UP,0.664809,0.0866913,0.00488906,100
5.886,UP,0.664811,0.0866892,0.00488898,100
5.887,UP,0.664813,0.086687,0.00488889,100
5.888,UP,0.664815,0.0866848,0.0048888,100
5.889,UP,0.664817,0.0866826,0.00488872,100
5.89,UP,0.66482,0.0866805,0.00488863,100
5.891,UP,0.664822,0.0866783,0.00488855,100
5.892,UP,0.664824,0.0866761,0.00488846,100
5.893,UP,0.664826,0.086674,0.00488837,100
5.894,UP,0.664828,0.0866718,0.00488829,100
5.895,UP,0.66483,0.0866696,0.0048882,100
5.896,UP,0.664833,0.0866674,0.00488812,100
5.897,UP,0.664835,0.0866653,0.00488803,100
5.898,UP,0.664837,0.0866631,0.00488794,100
5.899,UP,0.664839,0.0866609,0.00488786,100
5.9,UP,0.664841,0.0866588,0.00488777,100
5.901,UP,0.664843,0.0866566,0.00488769,100
5.902,UP,0.664846,0.0866544,0.0048876,100
5.903,UP,0.664848,0.0866523,0.00488751,100
5.904,UP,0.66485,0.0866501,0.00488743,100
5.905,UP,0.664852,0.0866479,0.00488734,100
5.906,UP,0.664854,0.0866457,0.00488726,100
5.907,UP,0.664856,0.0866436,0.00488717,100
5.908,UP,0.664859,0.0866414,0.00488708,100
5.909,UP,0.664861,0.0866392,0.004887,100
5.91,UP,0.664863,0.0866371,0.00488691,100
5.911,UP,0.664865,0.0866349,0.00488683,100
5.912,UP,0.664867,0.0866327,0.00488674,100
5.913,UP,0.664869,0.0866306,0.00488665,100
5.914,UP,0.664872,0.0866284,0.00488657,100
5.915,UP,0.664874,0.0866262,0.00488648,100
5.916,UP,0.664876,0.086624,0.0048864,100
5.917,UP,0.664878,0.0866219,0.00488631,100
5.918,UP,0.66488,0.0866197,0.00488622,100
5.919,UP,0.664882,0.0866175,0.00488614,100
5.92,UP,0.664885,0.0866154,0.00488605,100
5.921,UP,0.664887,0.0866132,0.00488597,100
5.922,UP,0.664889,0.086611,0.00488588,100
5.923,UP,0.664891,0.0866089,0.00488579,100
5.924,UP,0.664893,0.0866067,0.00488571,100
5.925,UP,0.664895,0.0866045,0.00488562,100
5.926,UP,0.664898,0.0866024,0.00488554,100
5.927,UP,0.6649,0.0866002,0.00488545,100
5.928,UP,0.664902,0.086598,0.00488536,100
5.929,UP,0.664904,0.0865958,0.00488528,100
5.93,UP,0.664906,0.0865937,0.00488519,100
5.931,UP,0.664908,0.0865915,0.00488511,100
5.932,UP,0.664911,0.0865893,0.00488502,100
5.933,UP,0.664913,0.0865872,0.00488493,100
5.934,UP,0.664915,0.086585,0.00488485,100
5.935,UP,0.664917,0.0865828,0.00488476,100
5.936,UP,0.664919,0.0865807,0.00488468,100
5.937,UP,0.664922,0.0865785,0.00488459,100
5.938,UP,0.664924,0.0865763,0.0048845,100
5.939,UP,0.664926,0.0865742,0.00488442,100
5.94,UP,0.664928,0.086572,0.00488433,100
5.941,UP,0.66493,0.0865698,0.00488424,100
5.942,UP,0.664932,0.0865677,0.00488416,100
5.943,UP,0.664935,0.0865655,0.00488407,100
5.944,UP,0.664937,0.0865633,0.00488399,100
5.945,UP,0.664939,0.0865612,0.0048839,100
5.946,UP,0.664941,0.086559,0.00488381,100
5.947,UP,0.664943,0.0865568,0.00488373,100
5.948,UP,0.664945,0.0865546,0.00488364,100
5.949,UP,0.664948,0.0865525,0.00488356,100
5.95,UP,0.66495,0.0865503,0.00488347,100
5.951,UP,0.664952,0.0865481,0.00488338,100
5.952,UP,0.664954,0.086546,0.0048833,100
5.953,UP,0.664956,0.0865438,0.00488321,100
5.954,UP,0.664958,0.0865416,0.00488313,100
5.955,UP,0.664961,0.0865395,0.00488304,100
5.956,UP,0.664963,0.0865373,0.00488295,100
5.957,UP,0.664965,0.0865351,0.00488287,100
5.958,UP,0.664967,0.086533,0.00488278,100
5.959,UP,0.664969,0.0865308,0.0048827,100
5.96,UP,0.664971,0.0865286,0.00488261,100
5.961,UP,0.664974,0.0865265,0.00488252,100
5.962,UP,0.664976,0.0865243,0.00488244,100
5.963,UP,0.664978,0.0865221,0.00488235,100
5.964,UP,0.66498,0.08652,0.00488227,100
5.965,UP,0.664982,0.0865178,0.00488218,100
5.966,UP,0.664984,0.0865156,0.00488209,100
5.967,UP,0.664987,0.0865135,0.00488201,100
5.968,UP,0.664989,0.0865113,0.00488192,100
5.969,UP,0.664991,0.0865091,0.00488184,100
5.97,UP,0.664993,0.086507,0.00488175,100
5.971,UP,0.664995,0.0865048,0.00488166,100
5.972,UP,0.664997,0.0865026,0.00488158,100
5.973,UP,0.665,0.0865005,0.00488149,100
5.974,UP,0.665002,0.0864983,0.00488141,100
5.975,UP,0.665004,0.0864961,0.00488132,100
5.976,UP,0.665006,0.086494,0.00488123,100
5.977,UP,0.665008,0.0864918,0.00488115,100
5.978,UP,0.66501,0.0864896,0.00488106,100
5.979,UP,0.665013,0.0864875,0.00488098,100
5.98,UP,0.665015,0.0864853,0.00488089,100
5.981,UP,0.665017,0.0864831,0.0048808,100
5.982,UP,0.665019,0.086481,0.00488072,100
5.983,UP,0.665021,0.0864788,0.00488063,100
5.984,UP,0.665023,0.0864766,0.00488055,100
5.985,UP,0.665026,0.0864745,0.00488046,100
5.986,UP,0.665028,0.0864723,0.00488037,100
5.987,UP,0.66503,0.0864701,0.00488029,100
5.988,UP,0.665032,0.086468,0.0048802,100
5.989,UP,0.665034,0.0864658,0.00488012,100
5.99,UP,0.665036,0.0864636,0.00488003,100
5.991,UP,0.665039,0.0864615,0.00487994,100
5.992,UP,0.665041,0.0864593,0.00487986,100
5.993,UP,0.665043,0.0864572,0.00487977,100
5.994,UP,0.665045,0.086455,0.00487969,100
5.995,UP,0.665047,0.0864528,0.0048796,100
5.996,UP,0.665049,0.0864507,0.00487951,100
5.997,UP,0.665052,0.0864485,0.00487943,100
5.998,UP,0.665054,0.0864463,0.00487934,100
5.999,UP,0.665056,0.0864442,0.00487926,100
6,UP,0.665058,0.086442,0.00487917,100
6.001,UP,0.66506,0.0864398,0.00487908,100
6.002,UP,0.665062,0.0864377,0.004879,100
6.003,UP,0.665064,0.0864355,0.00487891,100
6.004,UP,0.665067,0.0864333,0.00487883,100
6.005,UP,0.665069,0.0864312,0.00487874,100
6.006,UP,0.665071,0.086429,0.00487865,100
6.007,UP,0.665073,0.0864268,0.00487857,100
6.008,UP,0.665075,0.0864247,0.00487848,100
6.009,UP,0.665077,0.0864225,0.0048784,100
6.01,UP,0.66508,0.0864203,0.00487831,100
6.011,UP,0.665082,0.0864182,0.00487822,100
6.012,UP,0.665084,0.086416,0.00487814,100
6.013,UP,0.665086,0.0864139,0.00487805,100
6.014,UP,0.665088,0.0864117,0.00487797,100
6.015,UP,0.66509,0.0864095,0.00487788,100
6.016,UP,0.665093,0.0864074,0.00487779,100
6.017,UP,0.665095,0.0864052,0.00487771,100
6.018,UP,0.665097,0.086403,0.00487762,100
6.019,UP,0.665099,0.0864009,0.00487754,100
6.02,UP,0.665101,0.0863987,0.00487745,100
6.021,UP,0.665103,0.0863965,0.00487736,100
6.022,UP,0.665106,0.0863944,0.00487728,100
6.023,UP,0.665108,0.0863922,0.00487719,100
6.024,UP,0.66511,0.0863901,0.00487711,100
6.025,UP,0.665112,0.0863879,0.00487702,100
6.026,UP,0.665114,0.0863857,0.00487693,100
6.027,UP,0.665116,0.0863836,0.00487685,100
6.028,UP,0.665119,0.0863814,0.00487676,100
6.029,UP,0.665121,0.0863792,0.00487668,100
6.03,UP,0.665123,0.0863771,0.00487659,100
6.031,UP,0.665125,0.0863749,0.00487651,100
6.032,UP,0.665127,0.0863727,0.00487642,100
6.033,UP,0.665129,0.0863706,0.00487633,100
6.034,UP,0.665132,0.0863684,0.00487625,100
6.035,UP,0.665134,0.0863663,0.00487616,100
6.036,UP,0.665136,0.0863641,0.00487608,100
6.037,UP,0.665138,0.0863619,0.00487599,100
6.038,UP,0.66514,0.0863598,0.0048759,100
6.039,UP,0.665142,0.0863576,0.00487582,100
6.04,UP,0.665145,0.0863554,0.00487573,100
6.041,UP,0.665147,0.0863533,0.00487565,100
6.042,UP,0.665149,0.0863511,0.00487556,100
6.043,UP,0.665151,0.086349,0.00487547,100
6.044,UP,0.665153,0.0863468,0.00487539,100
6.045,UP,0.665155,0.0863446,0.0048753,100
6.046,UP,0.665158,0.0863425,0.00487522,100
6.047,UP,0.66516,0.0863403,0.00487513,100
6.048,UP,0.665162,0.0863381,0.00487504,100
6.049,UP,0.665164,0.086336,0.00487496,100
6.05,UP,0.665166,0.0863338,0.00487487,100
6.051,UP,0.665168,0.0863317,0.00487479,100
6.052,UP,0.665171,0.0863295,0.0048747,100
6.053,UP,0.665173,0.0863273,0.00487461,100
6.054,UP,0.665175,0.0863252,0.00487453,100
6.055,UP,0.665177,0.086323,0.00487444,100
6.056,UP,0.665179,0.0863208,0.00487436,100
6.057,UP,0.665181,0.0863187,0.00487427,100
6.058,UP,0.665183,0.0863165,0.00487418,100
6.059,UP,0.665186,0.0863144,0.0048741,100
6.06,UP,0.665188,0.0863122,0.00487401,100
6.061,UP,0.66519,0.08631,0.00487393,100
6.062,UP,0.665192,0.0863079,0.00487384,100
6.063,UP,0.665194,0.0863057,0.00487375,100
6.064,UP,0.665196,0.0863035,0.00487367,100
6.065,UP,0.665199,0.0863014,0.00487358,100
6.066,UP,0.665201,0.0862992,0.0048735,100
6.067,UP,0.665203,0.0862971,0.00487341,100
6.068,UP,0.665205,0.0862949,0.00487332,100
6.069,UP,0.665207,0.0862927,0.00487324,100
6.07,UP,0.665209,0.0862906,0.00487315,100
6.071,UP,0.665212,0.0862884,0.00487307,100
6.072,UP,0.665214,0.0862863,0.00487298,100
6.073,UP,0.665216,0.0862841,0.00487289,100
6.074,UP,0.665218,0.0862819,0.00487281,100
6.075,UP,0.66522,0.0862798,0.00487272,100
6.076,UP,0.665222,0.0862776,0.00487264,100
6.077,UP,0.665225,0.0862755,0.00487255,100
6.078,UP,0.665227,0.0862733,0.00487246,100
6.079,UP,0.665229,0.0862711,0.00487238,100
6.08,UP,0.665231,0.086269,0.00487229,100
6.081,UP,0.665233,0.0862668,0.00487221,100
6.082,UP,0.665235,0.0862647,0.00487212,100
6.083,UP,0.665238,0.0862625,0.00487204,100
6.084,UP,0.66524,0.0862603,0.00487195,100
6.085,UP,0.665242,0.0862582,0.00487186,100
