Time,Step,Target_Info,Actual_J1,Actual_J2,Actual_J3,Actual_J4,Actual_J5,Actual_J6,Q_Error,Exec_us
0.0000,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0000,0.0450
0.0010,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0002,0.0380
0.0020,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0002,0.0360
0.0030,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0015,0.0310
0.0040,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0015,0.0340
0.0050,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0042,0.0340
0.0060,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0060,0.1690
0.0070,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0082,0.0680
0.0080,1,Move_to_Home,48.5896,-1.8007,19.2909,0.0178,129.2922,0.0003,0.0107,0.0560
0.0090,1,Move_to_Home,48.5896,-1.8007,19.2910,0.0178,129.2922,0.0003,0.0135,0.1150
0.0100,1,Move_to_Home,48.5896,-1.8007,19.2910,0.0178,129.2922,0.0003,0.0167,0.1100
0.0110,1,Move_to_Home,48.5897,-1.8007,19.2910,0.0178,129.2922,0.0003,0.0202,0.0850
0.0120,1,Move_to_Home,48.5899,-1.8006,19.2910,0.0178,129.2922,0.0003,0.0241,0.3020
0.0130,1,Move_to_Home,48.5902,-1.8006,19.2910,0.0178,129.2922,0.0003,0.0283,0.1010
0.0140,1,Move_to_Home,48.5903,-1.8006,19.2910,0.0178,129.2922,0.0003,0.0328,0.1000
0.0150,1,Move_to_Home,48.5903,-1.8006,19.2910,0.0178,129.2922,0.0003,0.0376,0.0910
0.0160,1,Move_to_Home,48.5904,-1.8006,19.2910,0.0178,129.2922,0.0003,0.0427,0.0880
0.0170,1,Move_to_Home,48.5904,-1.8006,19.2910,0.0176,129.2922,0.0003,0.0480,0.0850
0.0180,1,Move_to_Home,48.5903,-1.8006,19.2910,0.0176,129.2922,0.0003,0.0536,0.0580
0.0190,1,Move_to_Home,48.5902,-1.8005,19.2910,0.0176,129.2922,0.0003,0.0594,0.0590
0.0200,1,Move_to_Home,48.5899,-1.8004,19.2912,0.0176,129.2922,0.0003,0.0655,0.0840
0.0210,1,Move_to_Home,48.5897,-1.8000,19.2913,0.0176,129.2921,0.0003,0.0716,0.0880
0.0220,1,Move_to_Home,48.5893,-1.7997,19.2915,0.0176,129.2921,0.0003,0.0781,0.0570
0.0230,1,Move_to_Home,48.5884,-1.7987,19.2921,0.0176,129.2918,0.0003,0.0841,0.0890
0.0240,1,Move_to_Home,48.5878,-1.7981,19.2926,0.0176,129.2916,0.0003,0.0908,0.0860
0.0250,1,Move_to_Home,48.5870,-1.7974,19.2931,0.0176,129.2915,0.0003,0.0977,0.0860
0.0260,1,Move_to_Home,48.5861,-1.7966,19.2938,0.0176,129.2912,0.0003,0.1047,0.0520
0.0270,1,Move_to_Home,48.5852,-1.7955,19.2945,0.0176,129.2907,0.0003,0.1118,0.0870
0.0280,1,Move_to_Home,48.5841,-1.7943,19.2954,0.0176,129.2901,0.0003,0.1189,0.0820
0.0290,1,Move_to_Home,48.5829,-1.7931,19.2964,0.0176,129.2894,0.0003,0.1261,0.1460
0.0300,1,Move_to_Home,48.5816,-1.7919,19.2975,0.0176,129.2884,0.0003,0.1334,0.1110
0.0310,1,Move_to_Home,48.5816,-1.7919,19.2975,0.0176,129.2884,0.0003,0.1430,0.0310
0.0320,1,Move_to_Home,48.5802,-1.7906,19.2988,0.0176,129.2870,0.0003,0.1505,0.0860
0.0330,1,Move_to_Home,48.5787,-1.7894,19.3004,0.0176,129.2854,0.0003,0.1579,0.0780
0.0340,1,Move_to_Home,48.5769,-1.7882,19.3021,0.0176,129.2835,0.0003,0.1547,0.0890
0.0350,1,Move_to_Home,48.5751,-1.7870,19.3039,0.0176,129.2814,0.0003,0.1619,0.0860
0.0360,1,Move_to_Home,48.5732,-1.7857,19.3059,0.0176,129.2789,0.0003,0.1689,0.0900
0.0370,1,Move_to_Home,48.5713,-1.7845,19.3082,0.0176,129.2761,0.0003,0.1759,0.0840
0.0380,1,Move_to_Home,48.5693,-1.7835,19.3103,0.0176,129.2730,0.0003,0.1830,0.0620
0.0390,1,Move_to_Home,48.5673,-1.7824,19.3128,0.0176,129.2696,0.0003,0.1900,0.0920
0.0400,1,Move_to_Home,48.5652,-1.7812,19.3153,0.0176,129.2657,0.0003,0.2094,0.0900
0.0410,1,Move_to_Home,48.5628,-1.7800,19.3181,0.0176,129.2617,0.0003,0.2166,0.1310
0.0420,1,Move_to_Home,48.5603,-1.7788,19.3209,0.0176,129.2573,0.0003,0.2237,0.0530
0.0430,1,Move_to_Home,48.5576,-1.7777,19.3239,0.0176,129.2527,0.0003,0.2309,0.0860
0.0440,1,Move_to_Home,48.5548,-1.7768,19.3271,0.0176,129.2477,0.0003,0.2379,0.0840
0.0450,1,Move_to_Home,48.5518,-1.7757,19.3305,0.0176,129.2423,0.0003,0.2309,0.0580
0.0460,1,Move_to_Home,48.5488,-1.7746,19.3340,0.0177,129.2366,0.0003,0.2375,0.1920
0.0470,1,Move_to_Home,48.5459,-1.7737,19.3378,0.0177,129.2306,0.0003,0.2441,0.0770
0.0480,1,Move_to_Home,48.5427,-1.7726,19.3417,0.0177,129.2244,0.0003,0.2507,0.0340
0.0490,1,Move_to_Home,48.5392,-1.7716,19.3459,0.0177,129.2179,0.0003,0.2571,0.0330
0.0500,1,Move_to_Home,48.5321,-1.7695,19.3551,0.0177,129.2038,0.0003,0.2540,0.0360
0.0510,1,Move_to_Home,48.5285,-1.7685,19.3600,0.0177,129.1964,0.0003,0.2757,0.0310
0.0520,1,Move_to_Home,48.5247,-1.7676,19.3651,0.0177,129.1889,0.0003,0.2820,0.0330
0.0530,1,Move_to_Home,48.5208,-1.7665,19.3704,0.0177,129.1811,0.0003,0.2881,0.0330
0.0540,1,Move_to_Home,48.5166,-1.7655,19.3761,0.0177,129.1731,0.0003,0.2942,0.0340
0.0550,1,Move_to_Home,48.5125,-1.7646,19.3820,0.0177,129.1649,0.0003,0.3004,0.0350
0.0560,1,Move_to_Home,48.5082,-1.7635,19.3880,0.0177,129.1566,0.0003,0.3067,0.0300
0.0570,1,Move_to_Home,48.5037,-1.7626,19.3942,0.0177,129.1480,0.0003,0.3128,0.0310
0.0580,1,Move_to_Home,48.4992,-1.7617,19.4006,0.0177,129.1393,0.0003,0.3191,0.0330
0.0590,1,Move_to_Home,48.4992,-1.7617,19.4006,0.0177,129.1393,0.0003,0.3191,0.0360
0.0600,1,Move_to_Home,48.4945,-1.7609,19.4071,0.0177,129.1303,0.0003,0.3253,0.0350
0.0610,1,Move_to_Home,48.4897,-1.7599,19.4139,0.0177,129.1211,0.0003,0.3316,0.0690
0.0620,1,Move_to_Home,48.4848,-1.7590,19.4208,0.0177,129.1115,0.0003,0.3377,0.0390
0.0630,1,Move_to_Home,48.4797,-1.7580,19.4278,0.0177,129.1016,0.0003,0.3633,0.0320
0.0640,1,Move_to_Home,48.4746,-1.7569,19.4349,0.0177,129.0914,0.0003,0.3499,0.0360
0.0650,1,Move_to_Home,48.4693,-1.7560,19.4422,0.0177,129.0808,0.0003,0.3558,0.0300
0.0660,1,Move_to_Home,48.4639,-1.7551,19.4500,0.0177,129.0702,0.0003,0.3618,0.0310
0.0670,1,Move_to_Home,48.4582,-1.7543,19.4578,0.0176,129.0591,0.0003,0.3676,0.0290
0.0680,1,Move_to_Home,48.4526,-1.7535,19.4659,0.0176,129.0480,0.0003,0.3736,0.0350
0.0690,1,Move_to_Home,48.4466,-1.7526,19.4742,0.0176,129.0367,0.0003,0.3795,0.0290
0.0700,1,Move_to_Home,48.4406,-1.7518,19.4826,0.0176,129.0252,0.0003,0.3855,0.0350
0.0710,1,Move_to_Home,48.4346,-1.7507,19.4914,0.0176,129.0135,0.0003,0.3914,0.0330
0.0720,1,Move_to_Home,48.4284,-1.7496,19.5002,0.0176,129.0014,0.0003,0.3972,0.0340
0.0730,1,Move_to_Home,48.4221,-1.7487,19.5091,0.0176,128.9892,0.0003,0.4033,0.0340
0.0740,1,Move_to_Home,48.4157,-1.7477,19.5182,0.0176,128.9765,0.0003,0.4090,0.0330
0.0750,1,Move_to_Home,48.4091,-1.7469,19.5273,0.0176,128.9635,0.0003,0.4148,0.0310
0.0760,1,Move_to_Home,48.4025,-1.7459,19.5367,0.0176,128.9503,0.0003,0.4442,0.0320
0.0770,1,Move_to_Home,48.3889,-1.7439,19.5563,0.0176,128.9233,0.0003,0.4084,0.0670
0.0780,1,Move_to_Home,48.3817,-1.7428,19.5666,0.0176,128.9094,0.0003,0.4136,0.0700
0.0790,1,Move_to_Home,48.3745,-1.7417,19.5770,0.0176,128.8954,0.0003,0.4189,0.0310
0.0800,1,Move_to_Home,48.3673,-1.7406,19.5878,0.0176,128.8807,0.0003,0.4486,0.0330
0.0810,1,Move_to_Home,48.3597,-1.7395,19.5989,0.0176,128.8661,0.0003,0.4540,0.0340
0.0820,1,Move_to_Home,48.3521,-1.7386,19.6099,0.0176,128.8511,0.0003,0.4340,0.0330
0.0830,1,Move_to_Home,48.3443,-1.7376,19.6212,0.0176,128.8359,0.0003,0.4647,0.0310
0.0840,1,Move_to_Home,48.3365,-1.7367,19.6326,0.0176,128.8208,0.0003,0.4703,0.0320
0.0850,1,Move_to_Home,48.3286,-1.7355,19.6443,0.0176,128.8051,0.0003,0.4756,0.0320
0.0860,1,Move_to_Home,48.3206,-1.7344,19.6563,0.0175,128.7888,0.0003,0.4806,0.0350
0.0870,1,Move_to_Home,48.3125,-1.7332,19.6685,0.0175,128.7728,0.0003,0.4859,0.0330
0.0880,1,Move_to_Home,48.3125,-1.7332,19.6685,0.0175,128.7728,0.0003,0.4859,0.0380
0.0890,1,Move_to_Home,48.3042,-1.7320,19.6811,0.0175,128.7564,0.0003,0.4910,0.0310
0.0900,1,Move_to_Home,48.2958,-1.7308,19.6938,0.0175,128.7401,0.0003,0.5242,0.0390
0.0910,1,Move_to_Home,48.2873,-1.7295,19.7067,0.0175,128.7236,0.0003,0.5016,0.0330
0.0920,1,Move_to_Home,48.2785,-1.7283,19.7199,0.0175,128.7069,0.0003,0.5069,0.0320
0.0930,1,Move_to_Home,48.2697,-1.7271,19.7334,0.0175,128.6900,0.0003,0.5121,0.0350
0.0940,1,Move_to_Home,48.2607,-1.7260,19.7471,0.0175,128.6727,0.0003,0.5171,0.0350
0.0950,1,Move_to_Home,48.2516,-1.7248,19.7609,0.0175,128.6554,0.0003,0.5223,0.0340
0.0960,1,Move_to_Home,48.2425,-1.7235,19.7748,0.0175,128.6381,0.0003,0.5278,0.0300
0.0970,1,Move_to_Home,48.2332,-1.7222,19.7892,0.0175,128.6203,0.0003,0.5329,0.0320
0.0980,1,Move_to_Home,48.2239,-1.7209,19.8036,0.0175,128.6023,0.0003,0.5381,0.0330
0.0990,1,Move_to_Home,48.2144,-1.7194,19.8183,0.0175,128.5839,0.0003,0.5431,0.0310
0.1000,1,Move_to_Home,48.2048,-1.7181,19.8333,0.0175,128.5654,0.0003,0.5482,0.0310
0.1010,1,Move_to_Home,48.1950,-1.7168,19.8482,0.0175,128.5466,0.0003,0.5533,0.0310
0.1020,1,Move_to_Home,48.1849,-1.7153,19.8634,0.0175,128.5277,0.0003,0.5583,0.0340
0.1030,1,Move_to_Home,48.1750,-1.7139,19.8788,0.0174,128.5089,0.0003,0.5637,0.0290
0.1040,1,Move_to_Home,48.1648,-1.7125,19.8945,0.0174,128.4896,0.0003,0.5688,0.0310
0.1050,1,Move_to_Home,48.1440,-1.7094,19.9264,0.0174,128.4500,0.0003,0.5461,0.0310
0.1060,1,Move_to_Home,48.1333,-1.7078,19.9424,0.0174,128.4297,0.0003,0.5507,0.0330
0.1070,1,Move_to_Home,48.1225,-1.7064,19.9588,0.0174,128.4093,0.0003,0.5553,0.0280
0.1080,1,Move_to_Home,48.1118,-1.7049,19.9755,0.0174,128.3887,0.0003,0.5599,0.0310
0.1090,1,Move_to_Home,48.1007,-1.7035,19.9924,0.0174,128.3678,0.0003,0.5982,0.0330
0.1100,1,Move_to_Home,48.0897,-1.7021,20.0093,0.0174,128.3468,0.0003,0.6032,0.0330
0.1110,1,Move_to_Home,48.0785,-1.7005,20.0265,0.0174,128.3258,0.0003,0.6083,0.0330
0.1120,1,Move_to_Home,48.0671,-1.6991,20.0440,0.0174,128.3043,0.0003,0.6131,0.0640
0.1130,1,Move_to_Home,48.0556,-1.6974,20.0616,0.0174,128.2828,0.0003,0.5830,0.0330
0.1140,1,Move_to_Home,48.0439,-1.6958,20.0798,0.0174,128.2611,0.0003,0.6228,0.0280
0.1150,1,Move_to_Home,48.0322,-1.6943,20.0979,0.0173,128.2392,0.0003,0.6277,0.0320
0.1160,1,Move_to_Home,48.0204,-1.6926,20.1163,0.0173,128.2171,0.0003,0.6327,0.0300
0.1170,1,Move_to_Home,48.0204,-1.6926,20.1163,0.0173,128.2171,0.0003,0.6327,0.0370
0.1180,1,Move_to_Home,48.0086,-1.6910,20.1347,0.0173,128.1946,0.0003,0.6377,0.0330
0.1190,1,Move_to_Home,47.9966,-1.6894,20.1535,0.0173,128.1717,0.0003,0.6793,0.0320
0.1200,1,Move_to_Home,47.9844,-1.6877,20.1724,0.0173,128.1487,0.0003,0.6844,0.0350
0.1210,1,Move_to_Home,47.9721,-1.6860,20.1916,0.0173,128.1253,0.0003,0.6517,0.0340
0.1220,1,Move_to_Home,47.9597,-1.6843,20.2110,0.0173,128.1019,0.0003,0.6943,0.0330
0.1230,1,Move_to_Home,47.9471,-1.6827,20.2304,0.0173,128.0783,0.0003,0.6612,0.0670
0.1240,1,Move_to_Home,47.9346,-1.6810,20.2499,0.0173,128.0540,0.0003,0.6658,0.0340
0.1250,1,Move_to_Home,47.9219,-1.6793,20.2696,0.0173,128.0299,0.0003,0.6707,0.0360
0.1260,1,Move_to_Home,47.9090,-1.6776,20.2895,0.0173,128.0054,0.0003,0.7146,0.0350
0.1270,1,Move_to_Home,47.8962,-1.6761,20.3097,0.0173,127.9810,0.0003,0.6805,0.0330
0.1280,1,Move_to_Home,47.8831,-1.6744,20.3301,0.0173,127.9560,0.0003,0.6850,0.0340
0.1290,1,Move_to_Home,47.8697,-1.6726,20.3506,0.0171,127.9308,0.0003,0.7298,0.0350
0.1300,1,Move_to_Home,47.8562,-1.6708,20.3711,0.0171,127.9057,0.0003,0.6946,0.0330
0.1310,1,Move_to_Home,47.8426,-1.6690,20.3921,0.0171,127.8802,0.0003,0.6992,0.0330
0.1320,1,Move_to_Home,47.8290,-1.6672,20.4132,0.0171,127.8546,0.0003,0.7041,0.0360
0.1330,1,Move_to_Home,47.8151,-1.6654,20.4344,0.0171,127.8287,0.0003,0.7088,0.0350
0.1340,1,Move_to_Home,47.7873,-1.6622,20.4773,0.0170,127.7761,0.0003,0.6768,0.0340
0.1350,1,Move_to_Home,47.7729,-1.6604,20.4991,0.0170,127.7494,0.0003,0.6811,0.0310
0.1360,1,Move_to_Home,47.7585,-1.6586,20.5209,0.0170,127.7224,0.0003,0.6854,0.0330
0.1370,1,Move_to_Home,47.7442,-1.6569,20.5430,0.0170,127.6953,0.0003,0.6899,0.0350
0.1380,1,Move_to_Home,47.7297,-1.6551,20.5652,0.0170,127.6678,0.0003,0.7372,0.0320
0.1390,1,Move_to_Home,47.7152,-1.6534,20.5876,0.0170,127.6400,0.0003,0.7418,0.0270
0.1400,1,Move_to_Home,47.7005,-1.6518,20.6101,0.0170,127.6118,0.0003,0.7464,0.0320
0.1410,1,Move_to_Home,47.6856,-1.6500,20.6330,0.0170,127.5837,0.0003,0.7511,0.0310
0.1420,1,Move_to_Home,47.6706,-1.6483,20.6559,0.0170,127.5551,0.0003,0.7557,0.0330
0.1430,1,Move_to_Home,47.6556,-1.6465,20.6789,0.0170,127.5264,0.0003,0.7604,0.0270
0.1440,1,Move_to_Home,47.6404,-1.6447,20.7020,0.0169,127.4979,0.0003,0.7654,0.0330
0.1450,1,Move_to_Home,47.6250,-1.6429,20.7255,0.0169,127.4691,0.0003,0.7703,0.0340
0.1460,1,Move_to_Home,47.6095,-1.6412,20.7491,0.0169,127.4397,0.0003,0.7294,0.0330
0.1470,1,Move_to_Home,47.6095,-1.6412,20.7491,0.0169,127.4397,0.0003,0.7748,0.0320
0.1480,1,Move_to_Home,47.5939,-1.6395,20.7729,0.0169,127.4101,0.0003,0.8256,0.0290
0.1490,1,Move_to_Home,47.5783,-1.6377,20.7969,0.0169,127.3805,0.0003,0.7843,0.0290
0.1500,1,Move_to_Home,47.5625,-1.6361,20.8211,0.0169,127.3504,0.0003,0.7889,0.0340
0.1510,1,Move_to_Home,47.5466,-1.6343,20.8454,0.0169,127.3199,0.0003,0.7935,0.0330
0.1520,1,Move_to_Home,47.5304,-1.6326,20.8699,0.0169,127.2891,0.0003,0.7979,0.0340
0.1530,1,Move_to_Home,47.5142,-1.6309,20.8947,0.0169,127.2582,0.0003,0.8024,0.0310
0.1540,1,Move_to_Home,47.4979,-1.6292,20.9196,0.0169,127.2268,0.0003,0.8067,0.0340
0.1550,1,Move_to_Home,47.4814,-1.6275,20.9446,0.0168,127.1953,0.0003,0.8111,0.0300
0.1560,1,Move_to_Home,47.4647,-1.6259,20.9700,0.0168,127.1636,0.0003,0.8154,0.0320
0.1570,1,Move_to_Home,47.4480,-1.6242,20.9955,0.0168,127.1316,0.0003,0.8197,0.0310
0.1580,1,Move_to_Home,47.4313,-1.6225,21.0211,0.0168,127.0997,0.0003,0.8733,0.0310
0.1590,1,Move_to_Home,47.4145,-1.6208,21.0467,0.0168,127.0676,0.0003,0.8289,0.0280
0.1600,1,Move_to_Home,47.3976,-1.6191,21.0728,0.0168,127.0351,0.0003,0.8824,0.0310
0.1610,1,Move_to_Home,47.3804,-1.6176,21.0988,0.0168,127.0023,0.0003,0.8371,0.0350
0.1620,1,Move_to_Home,47.3631,-1.6159,21.1250,0.0168,126.9696,0.0003,0.8412,0.0340
0.1630,1,Move_to_Home,47.3457,-1.6143,21.1513,0.0168,126.9364,0.0003,0.8450,0.0330
0.1640,1,Move_to_Home,47.3282,-1.6127,21.1777,0.0167,126.9028,0.0003,0.8487,0.0320
0.1650,1,Move_to_Home,47.2930,-1.6094,21.2312,0.0167,126.8362,0.0003,0.8062,0.0320
0.1660,1,Move_to_Home,47.2751,-1.6078,21.2581,0.0167,126.8026,0.0003,0.8598,0.0720
0.1670,1,Move_to_Home,47.2572,-1.6063,21.2850,0.0167,126.7688,0.0003,0.8131,0.0340
0.1680,1,Move_to_Home,47.2392,-1.6047,21.3124,0.0167,126.7349,0.0003,0.8163,0.0350
0.1690,1,Move_to_Home,47.2211,-1.6032,21.3396,0.0167,126.7007,0.0003,0.8703,0.0310
0.1700,1,Move_to_Home,47.2028,-1.6016,21.3672,0.0167,126.6664,0.0003,0.8734,0.0320
0.1710,1,Move_to_Home,47.1842,-1.6000,21.3950,0.0167,126.6315,0.0003,0.8761,0.0330
0.1720,1,Move_to_Home,47.1656,-1.5985,21.4228,0.0166,126.5965,0.0003,0.8789,0.0340
0.1730,1,Move_to_Home,47.1469,-1.5969,21.4508,0.0166,126.5614,0.0003,0.8816,0.0330
0.1740,1,Move_to_Home,47.1280,-1.5953,21.4789,0.0166,126.5261,0.0003,0.8842,0.0320
0.1750,1,Move_to_Home,47.1092,-1.5939,21.5072,0.0166,126.4905,0.0003,0.8867,0.0330
0.1760,1,Move_to_Home,47.1092,-1.5939,21.5072,0.0166,126.4905,0.0003,0.8867,0.0350
0.1770,1,Move_to_Home,47.0902,-1.5923,21.5359,0.0166,126.4550,0.0003,0.8891,0.0360
0.1780,1,Move_to_Home,47.0712,-1.5909,21.5646,0.0166,126.4193,0.0003,0.9436,0.0340
0.1790,1,Move_to_Home,47.0519,-1.5894,21.5934,0.0166,126.3835,0.0003,0.8938,0.0390
0.1800,1,Move_to_Home,47.0325,-1.5879,21.6226,0.0166,126.3478,0.0003,0.9486,0.0350
0.1810,1,Move_to_Home,47.0128,-1.5864,21.6518,0.0166,126.3122,0.0003,0.8985,0.0360
0.1820,1,Move_to_Home,46.9933,-1.5849,21.6811,0.0165,126.2766,0.0003,0.9011,0.0320
0.1830,1,Move_to_Home,46.9735,-1.5834,21.7106,0.0165,126.2411,0.0003,0.9566,0.0340
0.1840,1,Move_to_Home,46.9536,-1.5821,21.7401,0.0165,126.2053,0.0003,0.9592,0.0320
0.1850,1,Move_to_Home,46.9335,-1.5806,21.7699,0.0165,126.1695,0.0003,0.9086,0.0330
0.1860,1,Move_to_Home,46.9132,-1.5792,21.8000,0.0165,126.1338,0.0003,0.9110,0.0270
0.1870,1,Move_to_Home,46.8928,-1.5779,21.8299,0.0165,126.0980,0.0003,0.9135,0.0340
0.1880,1,Move_to_Home,46.8725,-1.5764,21.8602,0.0165,126.0625,0.0003,0.9163,0.0660
0.1890,1,Move_to_Home,46.8519,-1.5750,21.8908,0.0165,126.0271,0.0003,0.9189,0.1140
0.1900,1,Move_to_Home,46.8310,-1.5735,21.9212,0.0164,125.9916,0.0003,0.9216,0.0330
0.1910,1,Move_to_Home,46.7892,-1.5706,21.9830,0.0164,125.9208,0.0003,0.8730,0.0350
0.1920,1,Move_to_Home,46.7684,-1.5693,22.0142,0.0164,125.8854,0.0003,0.8757,0.0330
0.1930,1,Move_to_Home,46.7475,-1.5678,22.0455,0.0164,125.8500,0.0003,0.8785,0.0320
0.1940,1,Move_to_Home,46.7265,-1.5664,22.0769,0.0164,125.8147,0.0003,0.8814,0.0320
0.1950,1,Move_to_Home,46.7049,-1.5649,22.1087,0.0164,125.7791,0.0003,0.8838,0.0330
0.1960,1,Move_to_Home,46.6834,-1.5635,22.1408,0.0163,125.7438,0.0003,0.9414,0.0310
0.1970,1,Move_to_Home,46.6619,-1.5622,22.1727,0.0163,125.7082,0.0003,0.9443,0.0340
0.1980,1,Move_to_Home,46.6404,-1.5607,22.2052,0.0163,125.6729,0.0003,0.9471,0.0300
0.1990,1,Move_to_Home,46.6185,-1.5593,22.2377,0.0163,125.6375,0.0003,0.9499,0.0320
0.2000,1,Move_to_Home,46.5966,-1.5578,22.2703,0.0163,125.6024,0.0003,0.9530,0.0330
0.2010,1,Move_to_Home,46.5744,-1.5564,22.3034,0.0163,125.5670,0.0003,0.9556,0.0350
0.2020,1,Move_to_Home,46.5520,-1.5550,22.3365,0.0163,125.5319,0.0003,0.9025,0.0330
0.2030,1,Move_to_Home,46.5296,-1.5536,22.3699,0.0163,125.4967,0.0003,0.9613,0.0330
0.2040,1,Move_to_Home,46.5296,-1.5536,22.3699,0.0163,125.4967,0.0003,0.9613,0.0320
0.2050,1,Move_to_Home,46.5074,-1.5523,22.4034,0.0162,125.4613,0.0003,1.0208,0.0300
0.2060,1,Move_to_Home,46.4849,-1.5508,22.4372,0.0162,125.4261,0.0003,1.0238,0.0320
0.2070,1,Move_to_Home,46.4620,-1.5494,22.4711,0.0162,125.3904,0.0003,0.9696,0.0330
0.2080,1,Move_to_Home,46.4391,-1.5479,22.5052,0.0162,125.3550,0.0003,1.0294,0.0310
0.2090,1,Move_to_Home,46.4161,-1.5465,22.5394,0.0162,125.3195,0.0003,0.9750,0.0380
0.2100,1,Move_to_Home,46.3931,-1.5450,22.5738,0.0162,125.2841,0.0003,0.9778,0.0340
0.2110,1,Move_to_Home,46.3700,-1.5436,22.6085,0.0162,125.2488,0.0003,0.9806,0.0350
0.2120,1,Move_to_Home,46.3468,-1.5422,22.6433,0.0161,125.2134,0.0003,0.9834,0.1350
0.2130,1,Move_to_Home,46.3234,-1.5408,22.6783,0.0161,125.1777,0.0003,0.9861,0.0340
0.2140,1,Move_to_Home,46.2997,-1.5393,22.7138,0.0161,125.1425,0.0003,1.0468,0.1520
0.2150,1,Move_to_Home,46.2759,-1.5379,22.7490,0.0161,125.1071,0.0003,1.0498,0.1130
0.2160,1,Move_to_Home,46.2519,-1.5363,22.7847,0.0161,125.0714,0.0003,1.0524,0.1260
0.2170,1,Move_to_Home,46.2280,-1.5349,22.8203,0.0161,125.0357,0.0003,1.0553,0.0670
0.2180,1,Move_to_Home,46.2040,-1.5335,22.8564,0.0161,125.0001,0.0003,1.0580,0.0570
0.2190,1,Move_to_Home,46.1558,-1.5307,22.9287,0.0160,124.9284,0.0003,1.0045,0.0830
0.2200,1,Move_to_Home,46.1314,-1.5293,22.9652,0.0160,124.8928,0.0003,1.0070,0.1380
0.2210,1,Move_to_Home,46.1068,-1.5278,23.0019,0.0160,124.8569,0.0003,1.0096,0.0840
0.2220,1,Move_to_Home,46.0822,-1.5264,23.0388,0.0160,124.8214,0.0003,1.0123,0.0870
0.2230,1,Move_to_Home,46.0575,-1.5248,23.0758,0.0160,124.7857,0.0003,1.0150,0.0840
0.2240,1,Move_to_Home,46.0325,-1.5235,23.1133,0.0159,124.7499,0.0003,1.0173,0.1100
0.2250,1,Move_to_Home,46.0074,-1.5220,23.1506,0.0159,124.7144,0.0003,1.0200,0.2490
0.2260,1,Move_to_Home,45.9824,-1.5207,23.1882,0.0159,124.6787,0.0003,1.0227,0.0550
0.2270,1,Move_to_Home,45.9571,-1.5192,23.2262,0.0159,124.6433,0.0003,1.0254,0.0820
0.2280,1,Move_to_Home,45.9316,-1.5178,23.2644,0.0159,124.6079,0.0003,1.0280,0.0600
0.2290,1,Move_to_Home,45.9060,-1.5165,23.3025,0.0159,124.5726,0.0003,1.0307,0.0900
0.2300,1,Move_to_Home,45.8803,-1.5150,23.3411,0.0159,124.5373,0.0003,1.0334,0.0510
0.2310,1,Move_to_Home,45.8546,-1.5136,23.3795,0.0158,124.5021,0.0003,1.0364,0.0540
0.2320,1,Move_to_Home,45.8292,-1.5122,23.4185,0.0158,124.4670,0.0003,1.0393,0.8710
0.2330,1,Move_to_Home,45.8034,-1.5108,23.4577,0.0158,124.4319,0.0003,1.0422,0.3490
0.2340,1,Move_to_Home,45.8034,-1.5108,23.4577,0.0158,124.4319,0.0003,1.1038,0.0300
0.2350,1,Move_to_Home,45.7773,-1.5093,23.4968,0.0158,124.3970,0.0003,1.1070,0.1020
0.2360,1,Move_to_Home,45.7511,-1.5080,23.5363,0.0158,124.3618,0.0003,1.1099,0.3290
0.2370,1,Move_to_Home,45.7245,-1.5065,23.5759,0.0158,124.3267,0.0003,1.1128,0.3270
0.2380,1,Move_to_Home,45.6979,-1.5050,23.6157,0.0157,124.2915,0.0003,1.1158,0.0510
0.2390,1,Move_to_Home,45.6713,-1.5035,23.6553,0.0156,124.2561,0.0003,1.1189,0.3700
0.2400,1,Move_to_Home,45.6447,-1.5021,23.6956,0.0156,124.2210,0.0003,1.1219,0.0460
0.2410,1,Move_to_Home,45.6180,-1.5006,23.7357,0.0155,124.1861,0.0003,1.1252,0.0490
0.2420,1,Move_to_Home,45.5913,-1.4991,23.7761,0.0155,124.1510,0.0003,1.1284,0.3010
0.2430,1,Move_to_Home,45.5642,-1.4977,23.8168,0.0155,124.1162,0.0003,1.1316,0.2870
0.2440,1,Move_to_Home,45.5369,-1.4962,23.8574,0.0155,124.0811,0.0003,1.1349,0.0480
0.2450,1,Move_to_Home,45.5097,-1.4948,23.8982,0.0155,124.0462,0.0003,1.1382,0.2860
0.2460,1,Move_to_Home,45.4823,-1.4931,23.9394,0.0155,124.0114,0.0003,1.1415,0.0490
0.2470,1,Move_to_Home,45.4274,-1.4899,24.0221,0.0154,123.9417,0.0003,1.0841,0.3230
