Time,Step,Target_Info,Actual_J1,Actual_J2,Actual_J3,Actual_J4,Actual_J5,Actual_J6,Q_Error,Exec_us
0.6860,1,Move_to_Home,21.8844,-0.8351,57.7188,-0.0003,108.5023,0.0003,2.1348,0.0520
0.6870,1,Move_to_Home,21.8097,-0.8335,57.8140,0.0003,108.4676,0.0003,2.0088,0.0620
0.6880,1,Move_to_Home,21.7375,-0.8319,57.9091,-0.0001,108.4331,0.0003,2.0077,0.0570
0.6890,1,Move_to_Home,21.6664,-0.8303,58.0040,-0.0008,108.3981,0.0003,2.1302,0.0600
0.6900,1,Move_to_Home,21.5942,-0.8287,58.1000,-0.0020,108.3630,0.0003,2.1279,0.0580
0.6910,1,Move_to_Home,21.5215,-0.8274,58.1958,-0.0032,108.3275,0.0003,2.1254,0.0580
0.6920,1,Move_to_Home,21.4491,-0.8261,58.2918,-0.0041,108.2920,0.0003,2.1229,0.0560
0.6930,1,Move_to_Home,21.3788,-0.8248,58.3872,-0.0046,108.2569,0.0003,2.1220,0.0580
0.6940,1,Move_to_Home,21.3099,-0.8236,58.4817,-0.0045,108.2221,0.0003,2.1227,0.0530
0.6950,1,Move_to_Home,21.2400,-0.8223,58.5760,-0.0039,108.1872,0.0003,2.1228,0.0550
0.6960,1,Move_to_Home,21.1676,-0.8209,58.6712,-0.0027,108.1522,0.0003,2.1208,0.0700
0.6970,1,Move_to_Home,21.0939,-0.8195,58.7667,-0.0016,108.1170,0.0004,2.1175,0.0590
0.6980,1,Move_to_Home,21.0213,-0.8179,58.8623,-0.0007,108.0816,0.0004,2.1147,0.0570
0.6990,1,Move_to_Home,20.9516,-0.8163,58.9576,-0.0001,108.0464,0.0003,2.1139,0.0560
0.7000,1,Move_to_Home,20.8846,-0.8148,59.0520,-0.0002,108.0113,0.0003,2.1152,0.0600
0.7010,1,Move_to_Home,20.8178,-0.8134,59.1461,-0.0002,107.9766,0.0003,2.1169,0.0580
0.7020,1,Move_to_Home,20.8178,-0.8134,59.1461,-0.0002,107.9766,0.0003,2.2391,0.0340
0.7030,1,Move_to_Home,20.7487,-0.8119,59.2398,-0.0003,107.9420,0.0003,2.2396,0.0600
0.7040,1,Move_to_Home,20.6755,-0.8105,59.3343,-0.0005,107.9072,0.0003,2.1151,0.0580
0.7050,1,Move_to_Home,20.6006,-0.8090,59.4291,-0.0007,107.8718,0.0003,2.2332,0.0560
0.7060,1,Move_to_Home,20.5273,-0.8075,59.5239,-0.0010,107.8369,0.0003,2.2303,0.0560
0.7070,1,Move_to_Home,20.4572,-0.8060,59.6186,-0.0012,107.8015,0.0003,2.2291,0.0600
0.7080,1,Move_to_Home,20.3235,-0.8029,59.8057,-0.0012,107.7319,0.0003,2.1105,0.0900
0.7090,1,Move_to_Home,20.2560,-0.8015,59.8985,-0.0011,107.6971,0.0003,2.1122,0.0590
0.7100,1,Move_to_Home,20.1857,-0.8000,59.9916,-0.0009,107.6624,0.0003,2.1121,0.0590
0.7110,1,Move_to_Home,20.1123,-0.7985,60.0853,-0.0010,107.6276,0.0003,1.9882,0.0550
0.7120,1,Move_to_Home,20.0385,-0.7971,60.1797,-0.0010,107.5925,0.0003,2.1064,0.0580
0.7130,1,Move_to_Home,19.9667,-0.7955,60.2746,-0.0012,107.5574,0.0003,1.9824,0.0600
0.7140,1,Move_to_Home,19.8982,-0.7940,60.3695,-0.0013,107.5225,0.0003,2.1029,0.0570
0.7150,1,Move_to_Home,19.8315,-0.7926,60.4641,-0.0015,107.4874,0.0003,2.1032,0.0560
0.7160,1,Move_to_Home,19.7638,-0.7911,60.5587,-0.0015,107.4521,0.0003,2.1029,0.0620
0.7170,1,Move_to_Home,19.6933,-0.7895,60.6541,-0.0017,107.4166,0.0003,2.1002,0.0600
0.7180,1,Move_to_Home,19.6214,-0.7882,60.7497,-0.0017,107.3809,0.0003,1.9754,0.0580
0.7190,1,Move_to_Home,19.5505,-0.7869,60.8455,-0.0019,107.3454,0.0003,2.0931,0.0580
0.7200,1,Move_to_Home,19.5505,-0.7869,60.8455,-0.0019,107.3454,0.0003,2.2140,0.0620
0.7210,1,Move_to_Home,19.4824,-0.7855,60.9411,-0.0020,107.3102,0.0003,2.0915,0.0590
0.7220,1,Move_to_Home,19.3530,-0.7827,61.1294,-0.0019,107.2401,0.0003,2.0941,0.0560
0.7230,1,Move_to_Home,19.2882,-0.7814,61.2227,-0.0018,107.2052,0.0003,2.0961,0.0570
0.7240,1,Move_to_Home,19.2219,-0.7799,61.3157,-0.0017,107.1703,0.0003,2.0973,0.0590
0.7250,1,Move_to_Home,19.1545,-0.7786,61.4084,-0.0015,107.1356,0.0003,2.0981,0.0560
0.7260,1,Move_to_Home,19.0870,-0.7771,61.5011,-0.0013,107.1011,0.0003,2.0990,0.0550
0.7270,1,Move_to_Home,19.0204,-0.7757,61.5937,-0.0011,107.0662,0.0003,1.9796,0.0560
0.7280,1,Move_to_Home,18.9534,-0.7741,61.6871,-0.0010,107.0314,0.0003,1.9800,0.0600
0.7290,1,Move_to_Home,18.8850,-0.7726,61.7815,-0.0010,106.9962,0.0003,2.0990,0.0570
0.7300,1,Move_to_Home,18.8146,-0.7712,61.8770,-0.0010,106.9602,0.0003,1.9751,0.0590
0.7310,1,Move_to_Home,18.7437,-0.7698,61.9734,-0.0012,106.9239,0.0003,2.0905,0.0540
0.7320,1,Move_to_Home,18.6744,-0.7684,62.0707,-0.0012,106.8876,0.0003,1.9657,0.0580
0.7330,1,Move_to_Home,18.6080,-0.7670,62.1674,-0.0014,106.8515,0.0003,1.9630,0.0600
0.7340,1,Move_to_Home,18.5436,-0.7657,62.2638,-0.0014,106.8158,0.0003,2.0819,0.0690
0.7350,1,Move_to_Home,18.4797,-0.7644,62.3600,-0.0014,106.7803,0.0003,2.0810,0.0600
0.7360,1,Move_to_Home,18.4158,-0.7630,62.4547,-0.0014,106.7448,0.0003,2.0813,0.0600
0.7370,1,Move_to_Home,18.3505,-0.7618,62.5491,-0.0013,106.7094,0.0003,2.0809,0.0550
0.7380,1,Move_to_Home,18.2846,-0.7605,62.6430,-0.0015,106.6742,0.0003,2.0807,0.0580
0.7390,1,Move_to_Home,18.2186,-0.7590,62.7366,-0.0015,106.6392,0.0003,2.0806,0.0560
0.7400,1,Move_to_Home,18.1530,-0.7576,62.8298,-0.0015,106.6046,0.0003,2.0812,0.0530
0.7410,1,Move_to_Home,18.0877,-0.7560,62.9233,-0.0015,106.5698,0.0003,2.0815,0.0550
0.7420,1,Move_to_Home,18.0225,-0.7545,63.0165,-0.0016,106.5349,0.0003,2.0820,0.0810
0.7430,1,Move_to_Home,17.9565,-0.7531,63.1098,-0.0014,106.4998,0.0003,2.0819,0.0550
0.7440,1,Move_to_Home,17.9565,-0.7531,63.1098,-0.0014,106.4998,0.0003,2.2013,0.0310
0.7450,1,Move_to_Home,17.8903,-0.7517,63.2034,-0.0014,106.4645,0.0003,2.2006,0.0540
0.7460,1,Move_to_Home,17.8246,-0.7504,63.2969,-0.0015,106.4295,0.0003,2.2003,0.0540
0.7470,1,Move_to_Home,17.7587,-0.7492,63.3909,-0.0015,106.3947,0.0003,2.1995,0.0570
0.7480,1,Move_to_Home,17.6270,-0.7465,63.5792,-0.0017,106.3251,0.0003,2.0784,0.0590
0.7490,1,Move_to_Home,17.5620,-0.7450,63.6737,-0.0018,106.2900,0.0003,2.0772,0.0880
0.7500,1,Move_to_Home,17.4971,-0.7437,63.7680,-0.0020,106.2546,0.0003,2.0759,0.0550
0.7510,1,Move_to_Home,17.4324,-0.7422,63.8623,-0.0022,106.2197,0.0003,2.0746,0.0570
0.7520,1,Move_to_Home,17.3682,-0.7409,63.9565,-0.0023,106.1844,0.0003,2.0734,0.0550
0.7530,1,Move_to_Home,17.3043,-0.7395,64.0511,-0.0023,106.1495,0.0003,2.0720,0.0590
0.7540,1,Move_to_Home,17.2404,-0.7381,64.1457,-0.0022,106.1149,0.0003,2.0704,0.0560
0.7550,1,Move_to_Home,17.1766,-0.7368,64.2403,-0.0021,106.0798,0.0003,1.9510,0.0570
0.7560,1,Move_to_Home,17.1124,-0.7354,64.3350,-0.0018,106.0447,0.0003,1.9488,0.0560
0.7570,1,Move_to_Home,17.0483,-0.7341,64.4298,-0.0014,106.0099,0.0003,2.0635,0.0550
0.7580,1,Move_to_Home,16.9848,-0.7328,64.5249,-0.0010,105.9751,0.0003,1.9441,0.0590
0.7590,1,Move_to_Home,16.9213,-0.7314,64.6195,-0.0007,105.9397,0.0003,1.9416,0.0510
0.7600,1,Move_to_Home,16.8578,-0.7301,64.7141,-0.0005,105.9046,0.0003,1.9391,0.0580
0.7610,1,Move_to_Home,16.7946,-0.7288,64.8090,-0.0006,105.8696,0.0003,1.9362,0.0570
0.7620,1,Move_to_Home,16.7315,-0.7274,64.9035,-0.0007,105.8345,0.0003,1.9336,0.0590
0.7630,1,Move_to_Home,16.6685,-0.7261,64.9977,-0.0009,105.7994,0.0003,1.9310,0.0580
0.7640,1,Move_to_Home,16.6058,-0.7248,65.0921,-0.0009,105.7643,0.0003,2.0438,0.0570
0.7650,1,Move_to_Home,16.5431,-0.7234,65.1862,-0.0009,105.7294,0.0003,2.0409,0.0580
0.7660,1,Move_to_Home,16.4803,-0.7222,65.2804,-0.0009,105.6944,0.0003,2.0376,0.0560
0.7670,1,Move_to_Home,16.4174,-0.7209,65.3744,-0.0008,105.6595,0.0003,2.0343,0.0590
0.7680,1,Move_to_Home,16.3545,-0.7195,65.4685,-0.0007,105.6244,0.0003,2.0306,0.0540
0.7690,1,Move_to_Home,16.2917,-0.7183,65.5622,-0.0007,105.5898,0.0003,2.0272,0.0580
0.7700,1,Move_to_Home,16.2289,-0.7170,65.6561,-0.0006,105.5547,0.0003,2.0233,0.0590
0.7710,1,Move_to_Home,16.1661,-0.7158,65.7497,-0.0006,105.5197,0.0003,2.0195,0.0570
0.7720,1,Move_to_Home,16.1037,-0.7145,65.8433,-0.0006,105.4848,0.0003,2.0157,0.0580
0.7730,1,Move_to_Home,16.1037,-0.7145,65.8433,-0.0006,105.4848,0.0003,2.1295,0.0350
0.7740,1,Move_to_Home,16.0417,-0.7133,65.9373,-0.0008,105.4500,0.0003,2.1252,0.0550
0.7750,1,Move_to_Home,15.9797,-0.7120,66.0312,-0.0009,105.4151,0.0003,2.1208,0.0570
0.7760,1,Move_to_Home,15.9172,-0.7108,66.1250,-0.0011,105.3803,0.0003,2.1160,0.0590
0.7770,1,Move_to_Home,15.8535,-0.7094,66.2189,-0.0014,105.3452,0.0003,2.1102,0.0580
0.7780,1,Move_to_Home,15.7228,-0.7069,66.4092,-0.0019,105.2743,0.0003,1.9815,0.0570
0.7790,1,Move_to_Home,15.6593,-0.7056,66.5047,-0.0020,105.2383,0.0003,1.9738,0.0590
0.7800,1,Move_to_Home,15.5983,-0.7044,66.5995,-0.0021,105.2025,0.0003,1.9679,0.0640
0.7810,1,Move_to_Home,15.5391,-0.7031,66.6932,-0.0019,105.1670,0.0003,1.9637,0.0580
0.7820,1,Move_to_Home,15.4808,-0.7020,66.7859,-0.0016,105.1314,0.0003,1.9606,0.0550
0.7830,1,Move_to_Home,15.4221,-0.7008,66.8774,-0.0012,105.0960,0.0003,1.8463,0.0550
0.7840,1,Move_to_Home,15.3623,-0.6996,66.9681,-0.0009,105.0613,0.0003,1.8439,0.0560
0.7850,1,Move_to_Home,15.3018,-0.6984,67.0580,-0.0008,105.0263,0.0003,1.8416,0.0560
0.7860,1,Move_to_Home,15.2416,-0.6971,67.1474,-0.0008,104.9917,0.0003,1.9508,0.0550
0.7870,1,Move_to_Home,15.1818,-0.6957,67.2369,-0.0010,104.9570,0.0003,1.9487,0.0560
0.7880,1,Move_to_Home,15.1226,-0.6943,67.3265,-0.0013,104.9222,0.0003,1.9465,0.0580
0.7890,1,Move_to_Home,15.0633,-0.6928,67.4158,-0.0014,104.8873,0.0003,1.9442,0.0540
0.7900,1,Move_to_Home,15.0037,-0.6915,67.5055,-0.0016,104.8525,0.0003,1.9414,0.0600
0.7910,1,Move_to_Home,14.9438,-0.6902,67.5952,-0.0018,104.8170,0.0003,1.9379,0.0540
0.7920,1,Move_to_Home,14.8835,-0.6888,67.6854,-0.0018,104.7816,0.0003,1.8238,0.0570
0.7930,1,Move_to_Home,14.8236,-0.6874,67.7754,-0.0017,104.7464,0.0003,1.9296,0.0570
0.7940,1,Move_to_Home,14.7641,-0.6861,67.8657,-0.0017,104.7110,0.0003,1.9253,0.0550
0.7950,1,Move_to_Home,14.7047,-0.6846,67.9558,-0.0017,104.6756,0.0003,1.9210,0.0580
0.7960,1,Move_to_Home,14.6454,-0.6832,68.0459,-0.0017,104.6402,0.0003,1.9165,0.0540
0.7970,1,Move_to_Home,14.5859,-0.6817,68.1362,-0.0017,104.6048,0.0003,1.9116,0.0590
0.7980,1,Move_to_Home,14.5271,-0.6802,68.2259,-0.0017,104.5696,0.0003,1.9074,0.0540
0.7990,1,Move_to_Home,14.4683,-0.6786,68.3155,-0.0017,104.5341,0.0003,1.9030,0.0560
0.8000,1,Move_to_Home,14.4092,-0.6771,68.4048,-0.0019,104.4984,0.0003,1.8983,0.0550
0.8010,1,Move_to_Home,14.3506,-0.6756,68.4936,-0.0019,104.4627,0.0003,1.8942,0.0580
0.8020,1,Move_to_Home,14.2920,-0.6740,68.5819,-0.0018,104.4268,0.0003,1.8901,0.0560
0.8030,1,Move_to_Home,14.2920,-0.6740,68.5819,-0.0018,104.4268,0.0003,1.9978,0.0320
0.8040,1,Move_to_Home,14.2337,-0.6724,68.6700,-0.0018,104.3909,0.0003,1.9936,0.0780
0.8050,1,Move_to_Home,14.1166,-0.6694,68.8452,-0.0018,104.3200,0.0003,1.8785,0.0570
0.8060,1,Move_to_Home,14.0580,-0.6679,68.9326,-0.0018,104.2845,0.0003,1.8744,0.0510
0.8070,1,Move_to_Home,13.9996,-0.6663,69.0198,-0.0018,104.2491,0.0003,1.8705,0.0550
0.8080,1,Move_to_Home,13.9415,-0.6648,69.1067,-0.0019,104.2137,0.0003,1.7602,0.0560
0.8090,1,Move_to_Home,13.8836,-0.6632,69.1934,-0.0019,104.1783,0.0003,1.8631,0.0550
0.8100,1,Move_to_Home,13.8259,-0.6616,69.2798,-0.0020,104.1433,0.0003,1.8596,0.0560
0.8110,1,Move_to_Home,13.7683,-0.6599,69.3659,-0.0020,104.1077,0.0003,1.8561,0.0560
0.8120,1,Move_to_Home,13.7107,-0.6583,69.4522,-0.0021,104.0723,0.0003,1.8523,0.0580
0.8130,1,Move_to_Home,13.6534,-0.6567,69.5388,-0.0021,104.0371,0.0003,1.8482,0.0540
0.8140,1,Move_to_Home,13.5960,-0.6551,69.6249,-0.0021,104.0019,0.0003,1.8443,0.0570
0.8150,1,Move_to_Home,13.5388,-0.6535,69.7113,-0.0021,103.9666,0.0003,1.8400,0.0560
0.8160,1,Move_to_Home,13.4815,-0.6520,69.7971,-0.0021,103.9319,0.0003,1.8361,0.0520
0.8170,1,Move_to_Home,13.4247,-0.6503,69.8831,-0.0021,103.8965,0.0003,1.8319,0.0610
0.8180,1,Move_to_Home,13.3680,-0.6487,69.9686,-0.0021,103.8615,0.0003,1.7235,0.0580
0.8190,1,Move_to_Home,13.3114,-0.6472,70.0542,-0.0021,103.8264,0.0003,1.7197,0.0580
0.8200,1,Move_to_Home,13.2550,-0.6455,70.1395,-0.0022,103.7915,0.0003,1.7160,0.0530
0.8210,1,Move_to_Home,13.1986,-0.6438,70.2242,-0.0022,103.7567,0.0003,1.7126,0.0570
0.8220,1,Move_to_Home,13.1424,-0.6422,70.3088,-0.0022,103.7216,0.0003,1.8129,0.0570
0.8230,1,Move_to_Home,13.0865,-0.6407,70.3929,-0.0022,103.6863,0.0003,1.8094,0.0590
0.8240,1,Move_to_Home,13.0308,-0.6391,70.4772,-0.0022,103.6510,0.0003,1.8058,0.0580
0.8250,1,Move_to_Home,12.9752,-0.6374,70.5606,-0.0022,103.6159,0.0003,1.8027,0.0590
0.8260,1,Move_to_Home,12.9194,-0.6359,70.6441,-0.0022,103.5807,0.0003,1.7992,0.0560
0.8270,1,Move_to_Home,12.8638,-0.6343,70.7274,-0.0021,103.5455,0.0003,1.7958,0.1970
0.8280,1,Move_to_Home,12.8083,-0.6329,70.8108,-0.0021,103.5102,0.0003,1.7921,0.0590
0.8290,1,Move_to_Home,12.7529,-0.6314,70.8936,-0.0021,103.4754,0.0003,1.7889,0.0610
0.8300,1,Move_to_Home,12.6978,-0.6298,70.9763,-0.0021,103.4407,0.0003,1.7858,0.0570
0.8310,1,Move_to_Home,12.6426,-0.6284,71.0592,-0.0023,103.4057,0.0003,1.6803,0.0560
0.8320,1,Move_to_Home,12.6426,-0.6284,71.0592,-0.0023,103.4057,0.0003,1.8840,0.0310
0.8330,1,Move_to_Home,12.5878,-0.6270,71.1416,-0.0023,103.3708,0.0003,1.8805,0.0590
0.8340,1,Move_to_Home,12.5332,-0.6255,71.2237,-0.0023,103.3360,0.0003,1.8773,0.0590
0.8350,1,Move_to_Home,12.4241,-0.6225,71.3883,-0.0023,103.2658,0.0003,1.7689,0.0600
0.8360,1,Move_to_Home,12.3696,-0.6212,71.4705,-0.0023,103.2309,0.0003,1.7651,0.0570
0.8370,1,Move_to_Home,12.3148,-0.6197,71.5526,-0.0023,103.1959,0.0003,1.7611,0.0550
0.8380,1,Move_to_Home,12.2605,-0.6184,71.6342,-0.0024,103.1610,0.0003,1.7576,0.0610
0.8390,1,Move_to_Home,12.2063,-0.6171,71.7160,-0.0024,103.1261,0.0003,1.7537,0.0560
0.8400,1,Move_to_Home,12.1523,-0.6156,71.7973,-0.0024,103.0913,0.0003,1.7502,0.0550
0.8410,1,Move_to_Home,12.0985,-0.6143,71.8786,-0.0024,103.0565,0.0003,1.7467,0.0590
0.8420,1,Move_to_Home,12.0446,-0.6129,71.9594,-0.0024,103.0217,0.0003,1.7432,0.0550
0.8430,1,Move_to_Home,11.9906,-0.6116,72.0400,-0.0024,102.9866,0.0003,1.7395,0.0590
0.8440,1,Move_to_Home,11.9368,-0.6102,72.1202,-0.0024,102.9515,0.0003,1.7361,0.0520
0.8450,1,Move_to_Home,11.8836,-0.6089,72.2003,-0.0024,102.9165,0.0003,1.7328,0.0560
0.8460,1,Move_to_Home,11.8304,-0.6076,72.2801,-0.0023,102.8811,0.0003,1.7295,0.0590
0.8470,1,Move_to_Home,11.7771,-0.6063,72.3595,-0.0023,102.8457,0.0003,1.7262,0.0580
0.8480,1,Move_to_Home,11.7239,-0.6051,72.4387,-0.0023,102.8105,0.0003,1.7230,0.0580
0.8490,1,Move_to_Home,11.6706,-0.6038,72.5179,-0.0023,102.7752,0.0003,1.7196,0.0540
0.8500,1,Move_to_Home,11.6181,-0.6025,72.5966,-0.0023,102.7400,0.0003,1.7166,0.0570
0.8510,1,Move_to_Home,11.5654,-0.6012,72.6753,-0.0023,102.7046,0.0003,1.6155,0.0610
0.8520,1,Move_to_Home,11.5130,-0.6000,72.7539,-0.0024,102.6691,0.0003,1.7102,0.0550
0.8530,1,Move_to_Home,11.4603,-0.5987,72.8319,-0.0024,102.6339,0.0003,1.7071,0.0490
0.8540,1,Move_to_Home,11.4081,-0.5975,72.9100,-0.0024,102.5985,0.0003,1.7040,0.0560
0.8550,1,Move_to_Home,11.3556,-0.5961,72.9877,-0.0024,102.5628,0.0003,1.7008,0.0550
0.8560,1,Move_to_Home,11.3035,-0.5949,73.0653,-0.0024,102.5274,0.0003,1.6977,0.0540
0.8570,1,Move_to_Home,11.2518,-0.5936,73.1434,-0.0024,102.4919,0.0003,1.6942,0.0590
0.8580,1,Move_to_Home,11.2003,-0.5924,73.2209,-0.0024,102.4562,0.0003,1.6910,0.0570
0.8590,1,Move_to_Home,11.1489,-0.5912,73.2984,-0.0024,102.4207,0.0003,1.6877,0.0520
0.8600,1,Move_to_Home,11.0970,-0.5899,73.3757,-0.0024,102.3851,0.0003,1.6841,0.0550
0.8610,1,Move_to_Home,11.0970,-0.5899,73.3757,-0.0024,102.3851,0.0003,1.6841,0.0340
0.8620,1,Move_to_Home,11.0452,-0.5887,73.4527,-0.0024,102.3498,0.0003,1.7763,0.0570
0.8630,1,Move_to_Home,10.9426,-0.5862,73.6064,-0.0025,102.2789,0.0003,1.6738,0.0590
0.8640,1,Move_to_Home,10.8915,-0.5848,73.6828,-0.0025,102.2432,0.0003,1.6705,0.0580
0.8650,1,Move_to_Home,10.8404,-0.5838,73.7590,-0.0025,102.2078,0.0003,1.6672,0.0550
0.8660,1,Move_to_Home,10.7890,-0.5826,73.8349,-0.0025,102.1721,0.0003,1.6637,0.0570
0.8670,1,Move_to_Home,10.7381,-0.5815,73.9106,-0.0025,102.1367,0.0003,1.6605,0.0710
0.8680,1,Move_to_Home,10.6871,-0.5804,73.9862,-0.0024,102.1014,0.0003,1.5627,0.0590
0.8690,1,Move_to_Home,10.6368,-0.5792,74.0613,-0.0024,102.0658,0.0003,1.5600,0.0530
0.8700,1,Move_to_Home,10.5864,-0.5779,74.1362,-0.0024,102.0303,0.0003,1.6513,0.0560
0.8710,1,Move_to_Home,10.5359,-0.5767,74.2110,-0.0024,101.9951,0.0003,1.6484,0.0580
0.8720,1,Move_to_Home,10.4856,-0.5756,74.2855,-0.0024,101.9597,0.0003,1.6454,0.0560
0.8730,1,Move_to_Home,10.4351,-0.5744,74.3600,-0.0024,101.9243,0.0003,1.5487,0.0570
0.8740,1,Move_to_Home,10.3848,-0.5733,74.4341,-0.0024,101.8894,0.0003,1.6393,0.0540
0.8750,1,Move_to_Home,10.3350,-0.5721,74.5082,-0.0024,101.8540,0.0003,1.6362,0.0540
0.8760,1,Move_to_Home,10.2851,-0.5710,74.5823,-0.0024,101.8190,0.0003,1.6332,0.0550
0.8770,1,Move_to_Home,10.2351,-0.5698,74.6559,-0.0024,101.7837,0.0003,1.6301,0.0570
0.8780,1,Move_to_Home,10.1854,-0.5687,74.7296,-0.0024,101.7481,0.0003,1.5343,0.0680
0.8790,1,Move_to_Home,10.1360,-0.5676,74.8031,-0.0025,101.7133,0.0003,1.5317,0.0560
0.8800,1,Move_to_Home,10.0868,-0.5664,74.8767,-0.0025,101.6783,0.0003,1.6207,0.0570
0.8810,1,Move_to_Home,10.0375,-0.5652,74.9500,-0.0025,101.6435,0.0003,1.6176,0.0550
0.8820,1,Move_to_Home,9.9885,-0.5640,75.0234,-0.0025,101.6088,0.0003,1.6144,0.0590
0.8830,1,Move_to_Home,9.9394,-0.5628,75.0967,-0.0025,101.5738,0.0003,1.6111,0.0570
0.8840,1,Move_to_Home,9.8905,-0.5616,75.1699,-0.0025,101.5388,0.0003,1.6076,0.0570
0.8850,1,Move_to_Home,9.8417,-0.5604,75.2428,-0.0025,101.5042,0.0003,1.6043,0.0580
0.8860,1,Move_to_Home,9.7934,-0.5592,75.3157,-0.0025,101.4692,0.0003,1.6010,0.0560
0.8870,1,Move_to_Home,9.7451,-0.5579,75.3883,-0.0025,101.4340,0.0003,1.5976,0.0600
0.8880,1,Move_to_Home,9.6966,-0.5567,75.4605,-0.0025,101.3989,0.0003,1.5943,0.0600
0.8890,1,Move_to_Home,9.6480,-0.5554,75.5327,-0.0025,101.3637,0.0003,1.5906,0.0570
0.8900,1,Move_to_Home,9.6480,-0.5554,75.5327,-0.0025,101.3637,0.0003,1.6807,0.0340
0.8910,1,Move_to_Home,9.5999,-0.5542,75.6046,-0.0025,101.3286,0.0003,1.6772,0.0550
0.8920,1,Move_to_Home,9.5518,-0.5530,75.6761,-0.0025,101.2935,0.0003,1.6739,0.0580
0.8930,1,Move_to_Home,9.4566,-0.5503,75.8187,-0.0024,101.2238,0.0003,1.5782,0.0570
0.8940,1,Move_to_Home,9.4094,-0.5490,75.8896,-0.0024,101.1890,0.0003,1.5755,0.0540
0.8950,1,Move_to_Home,9.3619,-0.5478,75.9604,-0.0024,101.1541,0.0003,1.5724,0.0590
0.8960,1,Move_to_Home,9.3144,-0.5465,76.0309,-0.0024,101.1190,0.0003,1.5693,0.0600
0.8970,1,Move_to_Home,9.2672,-0.5452,76.1015,-0.0024,101.0842,0.0003,1.5662,0.0590
0.8980,1,Move_to_Home,9.2200,-0.5439,76.1719,-0.0024,101.0490,0.0003,1.5629,0.1040
0.8990,1,Move_to_Home,9.1730,-0.5426,76.2420,-0.0025,101.0140,0.0003,1.4715,0.0570
0.9000,1,Move_to_Home,9.1261,-0.5411,76.3119,-0.0025,100.9792,0.0003,1.5568,0.0570
0.9010,1,Move_to_Home,9.0793,-0.5398,76.3818,-0.0025,100.9443,0.0003,1.5536,0.0580
0.9020,1,Move_to_Home,9.0327,-0.5384,76.4518,-0.0025,100.9094,0.0003,1.5502,0.0580
0.9030,1,Move_to_Home,8.9860,-0.5370,76.5214,-0.0025,100.8746,0.0003,1.5469,0.0600
0.9040,1,Move_to_Home,8.9398,-0.5357,76.5911,-0.0025,100.8398,0.0003,1.5437,0.0600
0.9050,1,Move_to_Home,8.8937,-0.5344,76.6605,-0.0025,100.8049,0.0003,1.5403,0.0570
0.9060,1,Move_to_Home,8.8476,-0.5331,76.7299,-0.0025,100.7701,0.0003,1.5369,0.0590
0.9070,1,Move_to_Home,8.8016,-0.5319,76.7995,-0.0025,100.7350,0.0003,1.5332,0.0560
0.9080,1,Move_to_Home,8.7557,-0.5305,76.8689,-0.0025,100.6997,0.0003,1.5293,0.0580
0.9090,1,Move_to_Home,8.7096,-0.5291,76.9380,-0.0025,100.6647,0.0003,1.5255,0.0570
0.9100,1,Move_to_Home,8.6639,-0.5277,77.0070,-0.0025,100.6293,0.0003,1.5215,0.0580
0.9110,1,Move_to_Home,8.6183,-0.5264,77.0759,-0.0025,100.5939,0.0003,1.5176,0.0580
0.9120,1,Move_to_Home,8.5729,-0.5250,77.1444,-0.0025,100.5585,0.0003,1.5137,0.0610
0.9130,1,Move_to_Home,8.5276,-0.5236,77.2126,-0.0025,100.5231,0.0003,1.5101,0.0730
0.9140,1,Move_to_Home,8.4825,-0.5222,77.2808,-0.0026,100.4882,0.0003,1.5065,0.0550
0.9150,1,Move_to_Home,8.4374,-0.5209,77.3488,-0.0026,100.4528,0.0003,1.5027,0.0530
0.9160,1,Move_to_Home,8.3924,-0.5196,77.4164,-0.0026,100.4173,0.0003,1.4989,0.0570
0.9170,1,Move_to_Home,8.3474,-0.5181,77.4836,-0.0026,100.3821,0.0003,1.4954,0.0620
0.9180,1,Move_to_Home,8.3474,-0.5181,77.4836,-0.0026,100.3821,0.0003,1.5799,0.0360
0.9190,1,Move_to_Home,8.3026,-0.5167,77.5505,-0.0024,100.3465,0.0003,1.4919,0.0570
0.9200,1,Move_to_Home,8.2583,-0.5153,77.6176,-0.0024,100.3109,0.0003,1.5725,0.0600
0.9210,1,Move_to_Home,8.1695,-0.5125,77.7506,-0.0024,100.2397,0.0003,1.4813,0.0580
0.9220,1,Move_to_Home,8.1252,-0.5112,77.8168,-0.0025,100.2041,0.0003,1.4778,0.0540
0.9230,1,Move_to_Home,8.0811,-0.5098,77.8827,-0.0025,100.1686,0.0003,1.4744,0.0600
0.9240,1,Move_to_Home,8.0372,-0.5083,77.9484,-0.0025,100.1329,0.0003,1.4711,0.0560
0.9250,1,Move_to_Home,7.9935,-0.5070,78.0143,-0.0025,100.0975,0.0003,1.4676,0.0550
0.9260,1,Move_to_Home,7.9498,-0.5056,78.0799,-0.0025,100.0622,0.0003,1.3812,0.0570
0.9270,1,Move_to_Home,7.9063,-0.5043,78.1452,-0.0025,100.0268,0.0003,1.4608,0.0600
0.9280,1,Move_to_Home,7.8626,-0.5028,78.2104,-0.0025,99.9911,0.0003,1.3746,0.0590
0.9290,1,Move_to_Home,7.8192,-0.5015,78.2755,-0.0025,99.9553,0.0003,1.4535,0.0540
